N,E [H]
1,-14.63713509526249
2,-14.64392274157348
3,-14.646371963934717
4,-14.650705066686559
5,-14.650964314978346
6,-14.65307985922197
7,-14.654565650904631
8,-14.655298831026903
9,-14.656906942520976
10,-14.657026981245036
11,-14.658922478008437
12,-14.65979108077131
13,-14.660225412754082
14,-14.660936124287419
15,-14.66173997135052
16,-14.661784799219408
17,-14.661976404549044
18,-14.66203781996866
19,-14.662037835037653
20,-14.662074721181519
21,-14.662549833654799
22,-14.66272805287906
23,-14.662729707743619
24,-14.662816265910527
25,-14.662825928184677
26,-14.662858711584429
27,-14.662952518171412
28,-14.663600955948775
29,-14.663655264555114
30,-14.663657229975403
31,-14.663657682167772
32,-14.663720091392017
33,-14.663964352480393
34,-14.66398992707344
35,-14.664007795746093
36,-14.664023391539912
37,-14.664034624829108
38,-14.664039970272134
39,-14.664046466003523
40,-14.664053213943713
41,-14.664097813307649
42,-14.664099159279264
43,-14.66410214406774
44,-14.664103257581212
45,-14.66417705482127
46,-14.66418052336191
47,-14.66422089994864
48,-14.664225955882616
49,-14.664241002085987
50,-14.664262537583944
51,-14.66428476910617
