N,E [H]
1,-106.96596539460987
2,-107.04666851184794
3,-107.046686685597
4,-107.046860361569
5,-107.04742582799356
6,-107.04753155375684
7,-107.04991253197483
8,-107.05167963479431
9,-107.07290983748327
10,-107.07578566546219
11,-107.07839512597063
12,-107.07862330578888
13,-107.08382898944609
14,-107.0838547746293
15,-107.08397682609933
16,-107.08398668124268
17,-107.08573443317587
18,-107.08786583619616
19,-107.09873674494975
20,-107.10046120410563
21,-107.10362252439353
22,-107.10791109762951
23,-107.11063827491263
24,-107.11267900925596
25,-107.11279613438555
26,-107.11315335142912
27,-107.11408883305555
28,-107.1140892434211
29,-107.11424554286462
30,-107.1142455453094
31,-107.11428458812388
32,-107.11434760060291
33,-107.1276035458968
34,-107.12801779880633
35,-107.1303821211978
36,-107.13095657112169
37,-107.13210768729695
38,-107.13256547005979
39,-107.14346002783446
40,-107.14347623201684
41,-107.14361793869365
42,-107.14531055763607
43,-107.14952292639695
44,-107.15138858018331
45,-107.15140190432386
46,-107.15445669323783
47,-107.15465146583306
48,-107.15476154094162
49,-107.15498469543468
50,-107.15498740232005
51,-107.15498784024282
52,-107.15586916197074
53,-107.15594681698337
54,-107.1560516151577
55,-107.15638439853105
56,-107.15640926794748
57,-107.16374426001488
58,-107.16380193003542
59,-107.16743469858552
60,-107.16746012063106
61,-107.1674823740558
62,-107.16752352542436
63,-107.16785941634814
64,-107.16786149198724
65,-107.17019079511336
66,-107.17025314619138
67,-107.1703074252205
68,-107.17077912674357
69,-107.17085132805168
70,-107.1721894021604
71,-107.17335251833923
72,-107.17339195750942
73,-107.174233155381
74,-107.17443243043604
75,-107.17459797000778
76,-107.17460291713694
77,-107.18651976817392
78,-107.18653167436372
79,-107.18656679022051
80,-107.18818462931638
81,-107.18820807206151
82,-107.18824790572762
83,-107.18923425598939
84,-107.1899920887846
85,-107.19019943966633
86,-107.19061790351955
87,-107.1906536675477
88,-107.19065815471677
89,-107.19073343992778
90,-107.19442478833304
91,-107.19443450050159
92,-107.19511996846337
93,-107.19529429095307
94,-107.1965659431323
95,-107.19705370799122
96,-107.19711694838955
97,-107.20088082618551
98,-107.20091494473171
99,-107.20113121370903
100,-107.20118747743284
101,-107.20119050692382
