N,E [H]
1,-195.94158745648303
2,-196.03576958181188
3,-196.03675387108717
4,-196.03777431862125
5,-196.03876148022792
6,-196.039492150484
7,-196.0401835135134
8,-196.04022284404905
9,-196.04047438839362
10,-196.04069453742233
11,-196.04130012858178
12,-196.04156930374353
13,-196.0418034663373
14,-196.04192599786614
15,-196.04194194529126
16,-196.0420742570954
17,-196.04220937096298
18,-196.04225384776856
19,-196.04233179417295
20,-196.04238210049644
21,-196.04246473864583
22,-196.04248359133163
23,-196.042492879548
24,-196.04251076968234
25,-196.04252329246032
26,-196.042538881695
27,-196.0425511814763
28,-196.04256312906136
29,-196.04257023348762
30,-196.0425747493759
31,-196.04259560970942
32,-196.04260483265855
33,-196.04261192446023
34,-196.04261364236143
35,-196.04261501258165
36,-196.0426202511632
37,-196.04262692872547
38,-196.04263008969738
39,-196.04263305386073
40,-196.04263417585682
41,-196.04263841914272
42,-196.04264195004092
43,-196.04264417436966
44,-196.04264468449122
45,-196.0426460304529
46,-196.0426470873094
47,-196.04264810643505
48,-196.04264964576595
49,-196.04264988890156
50,-196.04265167651863
51,-196.04265198909872
