t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
1.52,(1.7976271682744391-2.0765473784660826j),(0.9949014490144217+1.0558958322711696j),(0.6042739682436367+0.41431293499924726j),(-0.19689879387530806+0.4297468715300061j),(1.6789265450675812+1.5043876111881158j),(1.6230380913615787+1.1748733988613629j),(-0.1458253834978268-0.21191482960782018j),(-0.09120300024713364-0.18818995108889017j),(1.0882672448542987-0.7531959676207498j),(0.04943177546575183+0.3672449466448619j),(-2.4825656307297033+3.266797870382752j),(-1.5527952567275902+2.4290697810510036j),(0.6368347544363491-0.738452863421844j),(-1.081977310081701+0.6059026477194264j),(-0.2575940463647539-0.845271801973368j),(-1.212260188545455-0.6359898815461796j),(-0.1356756273693463+0.17540937510942137j),(0.01775045188702614+1.0120594786800108j),(0.2500298743847141+0.6684480814877563j),(0.010742443500111852-0.07953266931161798j),(1.7976271682744391-2.0765473784660826j),(0.9949014490144217+1.0558958322711696j)
1.53,(1.7794955304472388-2.0825167994730513j),(0.975931759974162+1.039256961367436j),(0.6034604619298514+0.41683740375131356j),(-0.19753304683046932+0.41924630905156857j),(1.6741282265102908+1.4882565894685762j),(1.618070626914826+1.1585708130742995j),(-0.14363104858064907-0.21390842934300622j),(-0.08933290311996032-0.19413799752796834j),(1.08455174744405-0.757165468183439j),(0.04337232110957132+0.35629629673142726j),(-2.3779303570682107+3.2808405449383597j),(-1.4862468960576085+2.426204509503415j),(0.6341456742444814-0.7340166772745782j),(-1.0773276355712051+0.6048074721094523j),(-0.26587167055962524-0.8404787596252907j),(-1.2272438693442098-0.6286097153437165j),(-0.13143933511241784+0.17324556784397968j),(0.018586499213552935+1.002536087367021j),(0.24555702707721302+0.670201947997848j),(0.015169695849438274-0.08572208064724413j),(1.7794955304472388-2.0825167994730513j),(0.975931759974162+1.039256961367436j)
1.54,(1.7612472915570399-2.0885038650666172j),(0.9569111023516714+1.022668649854865j),(0.6026293398326128+0.41937668083303303j),(-0.19810335264148127+0.4086630270395651j),(1.6692268005304578+1.4723384117087754j),(1.6130817054946431+1.1424059192758464j),(-0.14145825053678424-0.2158790909143616j),(-0.0874047329788598-0.2001259849362756j),(1.0808025548214149-0.7611436367345882j),(0.03730924116801995+0.34524231078354944j),(-2.2748045751267965+3.2914608399080616j),(-1.4207849140681725+2.421384405220844j),(0.6315109744550894-0.7295084098709713j),(-1.0726934923405769+0.6035711006830352j),(-0.27426322312422824-0.8354407130545685j),(-1.2423782878886245-0.6207208560517892j),(-0.12721309207365233+0.1711090262965722j),(0.019236693239282017+0.9929816654604622j),(0.24103252118010424+0.6719334574834968j),(0.019724986247483853-0.0919115904773325j),(1.7612472915570399-2.0885038650666172j),(0.9569111023516714+1.022668649854865j)
1.55,(1.742900292163236-2.09445622896019j),(0.9377673747303595+1.006074023556781j),(0.6017845790450659+0.42192948984488576j),(-0.19859532806510474+0.397964778918183j),(1.6641673527712988+1.456621137519441j),(1.608034181786135+1.126352043874571j),(-0.1393134475163222-0.21782699169367303j),(-0.08542374387899736-0.20617115542052736j),(1.077019023988567-0.7651264272083569j),(0.03122911076257516+0.33404077539852156j),(-2.173072130515327+3.298739016993148j),(-1.356283458694847+2.4146465456182784j),(0.628920757535229-0.7249132511959688j),(-1.0680664933887243+0.6021768170883178j),(-0.2827986002644079-0.8301268229947772j),(-1.257695021594813-0.6122957458047098j),(-0.12297698797283461+0.16899801560888295j),(0.019705875974495645+0.9833621268901691j),(0.23645321201430503+0.6736426627873259j),(0.024421847797695385-0.09812330296740886j),(1.742900292163236-2.09445622896019j),(0.9377673747303595+1.006074023556781j)
1.56,(1.7244709738923691-2.1003272599586786j),(0.9184342683170512+0.9894182678715986j),(0.6009297715037559+0.4244948863227645j),(-0.19899481238984285+0.38712050858321456j),(1.6588991276905478+1.4410948604138714j),(1.6028947386281496+1.1103846532370532j),(-0.13720353548522915-0.21975265495915916j),(-0.08339508255685207-0.2122908627470273j),(1.07320032779125-0.7691105338020509j),(0.025118975442529248+0.32265082447147614j),(-2.072643506627111+3.3027351026939638j),(-1.292637109346259+2.4060132917673287j),(0.6263660385977081-0.7202167799584048j),(-1.0634389624289926+0.6006077483015867j),(-0.29150659388137157-0.8245034851253484j),(-1.2732233099884622-0.6033020549498426j),(-0.11871266003844765+0.16691122512289625j),(0.019998151619622002+0.9736449344908038j),(0.23181533973077906+0.6753296005095341j),(0.029274047029922888-0.10437859165834973j),(1.7244709738923691-2.1003272599586786j),(0.9184342683170512+0.9894182678715986j)
1.57,(1.7059741677249238-2.106076064815569j),(0.8988513477429219+0.9726487914711694j),(0.6000680968457484+0.42707226292206163j),(-0.1992878808308014+0.3761004490352802j),(1.6533756097869232+1.4257515418620625j),(1.5976339336458043+1.0944813099355473j),(-0.1351358324485027-0.22165696374084534j),(-0.08132377674862312-0.21850250831667226j),(1.0693454389689598-0.773093418611675j),(0.0189663832733831+0.3110330646158441j),(-1.9734564678286888+3.3034943499669964j),(-1.229761342508591+2.395496014597412j),(0.6238387535535997-0.7154050603469065j),(-1.0588039963643379+0.5988469732053354j),(-0.30041450834178823-0.8185342837012745j),(-1.2889894164753506-0.593702592720302j),(-0.11440334692853547+0.16484779677005315j),(0.02011698664086753+0.9637992059722384j),(0.22711451604936453+0.676994265064168j),(0.03429553482937729-0.1106980110597799j),(1.7059741677249238-2.106076064815569j),(0.8988513477429219+0.9726487914711694j)
1.58,(1.687422870888808-2.111667506658188j),(0.8789641359529369+0.9557153820251225j),(0.599202294044996+0.4296613537599355j),(-0.19946086036792784+0.36487621578942975j),(1.6475545996283212+1.4105848357516249j),(1.5922262445415103+1.0786216248618679j),(-0.13311806440027205-0.22354117225241943j),(-0.07921472619682624-0.22482347719906828j),(1.06545311347477-0.7770733405519052j),(0.01275941192649412+0.29914969566530364j),(-1.8754760747849588+3.3010523581940268j),(-1.16759261178875+2.38309859173023j),(0.6213317638865633-0.7104647368257573j),(-1.054155525967833+0.5968776345140677j),(-0.3095477517342896-0.8121799523387521j),(-1.3050159474457894-0.5834552498691602j),(-0.11003394291240459+0.1628073494105087j),(0.020065308616364994+0.9537958151164413j),(0.22234570999623235+0.6786365823346929j),(0.039500397209911026-0.11710121209986114j),(1.687422870888808-2.111667506658188j),(0.8789641359529369+0.9557153820251225j)
1.59,(1.6688280203261403-2.1170722127130532j),(0.8587241909928566+0.9385703561726493j),(0.598334632388808+0.43226223771346195j),(-0.19950034700056965+0.3534208939311086j),(1.6413982786468295+1.395589906490455j),(1.5866501072685817+1.062787206514604j),(-0.13115835296841805-0.22540691495680001j),(-0.07707269662252739-0.2312710746298137j),(1.0615218731162561-0.7810493847225545j),(0.006486689372793107+0.2869646245395313j),(-1.7786941045974545+3.2954398352438696j),(-1.1060880550466843+2.3688206744396614j),(0.6188388572920285-0.7053831262551188j),(-1.0494883736333696+0.5946830534626261j),(-0.318929397963065-0.8053983468167736j),(-1.321321125077692-0.5725129825272005j),(-0.10559105031401762+0.1607899988107729j),(0.019845603940924376+0.9436074865735005j),(0.21750323304270827+0.680256382745103j),(0.044902806357852425-0.12360686170888796j),(1.6688280203261403-2.1170722127130532j),(0.8587241909928566+0.9385703561726493j)
1.6,(1.6501982704064828-2.1222665654287143j),(0.8380891631705754+0.9211687055372391j),(0.5974668823816902+0.43487534046940307j),(-0.19939322344142127+0.3417091177616592j),(1.6348732573097988+1.380763244126812j),(1.5808879417472093+1.046961608797184j),(-0.12926520466171523-0.2272562133182173j),(-0.07490231691746982-0.237862463375498j),(1.0575499875802756-0.7850214913362208j),(0.00013740680504125888+0.27444357084342236j),(-1.68312790728113+3.286686975344864j),(-1.0452248396628265+2.352660715282397j),(0.6163547434554955-0.7001483065263615j),(-1.0447983069912783+0.592246846569091j),(-0.32857971617319404-0.7981444362131253j),(-1.3379180108510556-0.5608238487391979j),(-0.10106302823706373+0.1587963729160707j),(0.0194600143437662+0.9332088826668874j),(0.21258072412069895+0.6818533735510238j),(0.050516972320889364-0.13023256676900868j),(1.6501982704064828-2.1222665654287143j),(0.8380891631705754+0.9211687055372391j)
1.61,(1.6315397821125894-2.1272326715478314j),(0.8170228219607526+0.9034682400996313j),(0.5966002871782609+0.437501435124793j),(-0.19912667634316722+0.3297171420689091j),(1.6279506019969765+1.3661024799027677j),(1.5749261603016966+1.0311302786394938j),(-0.12744750157375415-0.22909148029430682j),(-0.07270807978358626-0.24461460236635915j),(1.0535354559112189-0.7889904832940293j),(-0.00629867753884883+0.2615541626864511j),(-1.588818734031561+3.2748274183051094j),(-0.9849991591590097+2.33461873919245j),(0.6138750443021396-0.6947492008242712j),(-1.0400820871424645+0.5895530436816798j),(-0.3385156644072463-0.790370320270209j),(-1.3548136778988675-0.5483311114563537j),(-0.09644003565026699+0.15682762206038475j),(0.01891043204969793+0.9225766806952955j),(0.2075711350548374+0.6834271101486745j),(0.05635709566022263-0.13699480261820154j),(1.6315397821125894-2.1272326715478314j),(0.8170228219607526+0.9034682400996313j)
1.62,(1.612856030305179-2.1319583042177674j),(0.7954950431472156+0.8854297297060774j),(0.5957355351481808+0.4401416411462835j),(-0.1986882122419091+0.3174229041688371j),(1.6206058367005274+1.35160620558739j),(1.56875515459776+1.0152805046696907j),(-0.12571449335111676-0.23091552261782652j),(-0.07049434601721043-0.2515441869866479j),(1.0494759875136013-0.7929580914897988j),(-0.012831244903093095+0.24826602135680048j),(-1.4958295806241015+3.259901750328862j),(-0.9254248996220825+2.3146988349687594j),(0.6113962781347607-0.6891756565674162j),(-1.0353375102564149+0.5865862064194826j),(-0.3487503451209696-0.7820252825625191j),(-1.3720083319925511-0.5349734241606315j),(-0.09171406701119295+0.15488542376299j),(0.018198593302421528+0.9116896393352432j),(0.20246671700764196+0.6849769661982475j),(0.06243732132358935-0.14390884625364025j),(1.612856030305179-2.1319583042177674j),(0.7954950431472156+0.8854297297060774j)
1.6300000000000001,(1.5941476348764878-2.1364368138422445j),(0.7734817480535895+0.8670170439015779j),(0.5948727341634051+0.44279742150991414j),(-0.19806567151230345+0.3048060759911286j),(1.6128189165035214+1.33727379975266j),(1.5623692575323322+0.9994013680132675j),(-0.12407579019433981-0.23273154090954123j),(-0.06826535260184573-0.2586675913974225j),(1.045368982744711-0.7969269769383551j),(-0.01946943403959548+0.2345508336641659j),(-1.4042425998823571+3.2419605050250864j),(-0.8665320018520729+2.292911340653276j),(0.6089158371880908-0.6834185180395604j),(-1.030563441306127+0.5833315460235826j),(-0.359292421308775-0.7730558907797265j),(-1.389494383299598-0.5206851176888079j),(-0.08687897874781329+0.15297198178555393j),(0.017326169871210453+0.9005286529036455j),(0.1972590085807095+0.6865021023622414j),(0.0687716939321055-0.1509887143380703j),(1.5941476348764878-2.1364368138422445j),(0.7734817480535895+0.8670170439015779j)
1.6400000000000001,(1.5754122206369767-2.140667004056371j),(0.7509647882838687+0.8481972896602147j),(0.5940113881713726+0.44547057786119526j),(-0.19724723975875377+0.29184810562240876j),(1.6045741706659382+1.3231052638621215j),(1.555766677264807+0.9834836960867929j),(-0.12254135662972465-0.23454312765208854j),(-0.06602522473672094-0.2660008132456571j),(1.0412115131509414-0.8009007488609955j),(-0.026221871747907972+0.22038241097501346j),(-1.3141561490879077+3.221066625628579j),(-0.8083645539656525+2.2692746956625913j),(0.6064319582627179-0.6774696917120124j),(-1.0257598387786262+0.5797750395516799j),(-0.3701454935853249-0.7634061571932942j),(-1.4072554741668066-0.5053966090932002j),(-0.08193050509795387+0.15109001916821563j),(0.01629485808096507+0.8890767924299754j),(0.19193882625180766+0.6880014334686163j),(0.07537411460565319-0.1582471060731005j),(1.5754122206369767-2.140667004056371j),(0.7509647882838687+0.8481972896602147j)
1.6500000000000001,(1.5566443096681726-2.1446529699431056j),(0.7279317711535633+0.8289409459659217j),(0.5931503765773868+0.44816324355755566j),(-0.19622145621252227+0.27853224787336983j),(1.5958602140366924+1.3091010706494004j),(1.5489494013637668+0.9675200199913502j),(-0.12112150576837127-0.23635426303985266j),(-0.06377799188866198-0.27355942108716025j),(1.0370003013823794-0.8048839779192576j),(-0.03309671678825593+0.20573673420272245j),(-1.22568155006695+3.1972973560527094j),(-0.7509786583755607+2.2438169348530863j),(0.6039436862584764-0.671322203271934j),(-1.0209277693039671+0.5759035432794876j),(-0.38130744071930084-0.7530177740601198j),(-1.4252654721808016-0.4890349553611993j),(-0.07686626202441943+0.14924276502549896j),(0.015106464842103484+0.8773193327092963j),(0.18649625785460242+0.6894735939234482j),(0.0822582993803673-0.16569535096574883j),(1.5566443096681726-2.1446529699431056j),(0.7279317711535633+0.8289409459659217j)
1.6600000000000001,(1.5378352486517093-2.148403896388952j),(0.7043758228990944+0.8092219936125965j),(0.5922879369063728+0.45087787448061073j),(-0.19497721886281638+0.26484358359673715j),(1.586669826395534+1.2952620267881325j),(1.5419230698600208+0.951504535808132j),(-0.11982689375597713-0.23816930870269476j),(-0.061527607912139994-0.28135850481890534j),(1.0327317007945642-0.8088822038652606j),(-0.040101717845633496+0.1905919842795217j),(-1.1389396501191487+3.1707455389052726j),(-0.6944401256842171+2.2165768048902694j),(0.601450830601022-0.6649702454169442j),(-1.0160694112878148+0.5717049021196541j),(-0.3927697288982618-0.7418304402206485j),(-1.4434874427291378-0.4715245763030107j),(-0.07168573817341828+0.14743393496183899j),(0.013762990111806674+0.8652437647549945j),(0.18092065982486497+0.6909169012181829j),(0.08943773919846391-0.1733433614795843j),(1.5378352486517093-2.148403896388952j),(0.7043758228990944+0.8092219936125965j)
1.67,(1.5189731723955056-2.1519338152871117j),(0.680295288758137+0.789018038081849j),(0.5914216511499106+0.4536172375335982j),(-0.19350378621647218+0.25076902764860004j),(1.5769998001897663+1.2815891513171138j),(1.5346968168261363+0.9354330697704467j),(-0.11866851411270612-0.23999299928253268j),(-0.05927797523684077-0.28941262937907253j),(1.0284016747148708-0.8129019369701486j),(-0.04724428602272873+0.17492855792345616j),(-1.0540572797251628+3.1415203124162305j),(-0.638822055186121+2.1876044910438956j),(0.598953914741377-0.6584092155529552j),(-1.0111880468105652+0.5671680538373493j),(-0.4045166984867864-0.7297822963188413j),(-1.4618726212894027-0.45278817163266666j),(-0.06639027211982548+0.14566770505961102j),(0.012266705192132493+0.8528397933369547j),(0.17520065894483489+0.6923293174029236j),(0.09692566137618307-0.1811995905298612j),(1.5189731723955056-2.1519338152871117j),(0.680295288758137+0.789018038081849j)
1.68,(1.5000430034750252-2.1552613211225324j),(0.6556933710577335+0.7683104229595331j),(0.5905484361309743+0.45638439676889236j),(-0.19179077575080683+0.23629732555237595j),(1.566850757948402+1.2680835707103386j),(1.5272830809246365+0.9193030469508827j),(-0.11765769166629476-0.2418304318219649j),(-0.05703297307390883-0.29773579193058464j),(1.024005775314953-0.8169506526980187j),(-0.054531582123980175+0.15872906881690232j),(-0.971163707103068+3.1097472144338303j),(-0.5842023666159948+2.15696195230929j),(0.5964541191005125-0.6516357426401135j),(-1.006288041265803+0.562283126834169j),(-0.41652484126710787-0.7168104867105745j),(-1.4803594127153121-0.4327478568737739j),(-0.06098301543753863+0.1439486794969586j),(0.010620226263129343+0.840099319569836j),(0.1693241593166986+0.6937084084297519j),(0.10473499238113922-0.18927099375371872j),(1.5000430034750252-2.1552613211225324j),(0.6556933710577335+0.7683104229595331j)
1.69,(1.4810264866476197-2.158409245298865j),(0.6305777084654559+0.7470843311045j),(0.5896645381385708+0.4591826971209063j),(-0.1898281592920497+0.22141903908885904j),(1.556226941412135+1.2547464308976646j),(1.5196973861608312+0.9031134627778116j),(-0.1168060757927578-0.24368705290412893j),(-0.05479648954137146-0.3063413826964413j),(1.0195391219917225-0.8210367792069032j),(-0.06197061876728449+0.1419783346277792j),(-0.8903871895219124+3.0755677191016577j),(-0.5306613499488358+2.124722873853114j),(0.5939532180228687-0.6446477025698734j),(-1.0013748104473583+0.5570415302913226j),(-0.42876208612480077-0.7028518659920755j),(-1.4988724527909656-0.41132654081885117j),(-0.05546888143849509+0.1422818519649924j),(0.00882658255936517+0.8270164087990263j),(0.1632783552877689+0.6950513013093526j),(0.11287832167716892-0.1975629964624688j),(1.4810264866476197-2.158409245298865j),(0.6305777084654559+0.7470843311045j)
1.7,(1.4619022555383017-2.1614042903742847j),(0.6049599014840802+0.7253288707133633j),(0.5887655320002279+0.4620157457501059j),(-0.18760625571173903+0.20612652119371824j),(1.545135975095568+1.2415788259756626j),(1.5119580948219848+0.8868648564003248j),(-0.116125632696599-0.24556864346350196j),(-0.05257245755644159-0.3152421495631031j),(1.0149963791193106-0.8251696773762013j),(-0.06956837712892282+0.12466335062444074j),(-0.8118517165517033+3.039138249264593j),(-0.4782792991422188+2.0909722573725618j),(0.5914535114870133-0.6374442216221753j),(-0.9964547750507209+0.5514360355110404j),(-0.44118711680294365-0.6878438668828933j),(-1.5173217760954307-0.38844956340812203j),(-0.04985447973105326+0.14067256117025717j),(0.006889278624701669+0.8135872443104724j),(0.15704975103490842+0.6963546390707348j),(0.1213678663242514-0.20607946516399736j),(1.4619022555383017-2.1614042903742847j),(0.6049599014840802+0.7253288707133633j)
1.71,(1.4426459280898805-2.1642766261419215j),(0.5788549910356104+0.7030371435515487j),(0.5878463246750119+0.46488739103347193j),(-0.18511572147985825+0.19041388069202844j),(1.5335886075843388+1.2285817428255108j),(1.5040861352630326+0.8705592846718389j),(-0.11562863648515244-0.24748130116907832j),(-0.05036489428781979-0.3244501665119871j),(1.0103717329955406-0.8293596131763683j),(-0.07733193789622794+0.10677325095399205j),(-0.7356740312624963+3.000628723792955j),(-0.42713429166526196+2.055805681175832j),(0.5889577524912363-0.6300256677418073j),(-0.9915353028232948+0.5454608473727348j),(-0.4537487515519299-0.6717255436151378j),(-1.5356021434161053-0.3640466065902229j),(-0.04414803704845111+0.1391264408246853j),(0.004812350120645051+0.7998100676566666j),(0.1506241874950513+0.6976145335682555j),(0.13021543595470253-0.21482268353018363j),(1.4426459280898805-2.1642766261419215j),(0.5788549910356104+0.7030371435515487j)
1.72,(1.4232302264664705-2.16705945020097j),(0.5522808985242865+0.6802062929486148j),(0.5869011633664822+0.46780169926483284j),(-0.18234753974085038+0.17427693753478501j),(1.5215984343532103+1.2157560203989768j),(1.4961047077937266+0.854200295334295j),(-0.11532765881825124-0.24943142026495324j),(-0.04817794390523875-0.33397680587939904j),(1.005658867770873-0.8336177223066084j),(-0.0852686257761302+0.08829925896511447j),(-0.6619610022941406+2.960220712701308j),(-0.37730016870604316+2.019328271813885j),(0.5864690711798733-0.622393629582386j),(-0.9866246388703072+0.5391116649274664j),(-0.46638542099227304-0.6544388006718845j),(-1.5535925910394675-0.33805388151388444j),(-0.03835930508218967+0.13764936463745558j),(0.0026004127157895+0.7856851066367254j),(0.14398687730326223+0.6988265162431655j),(0.13943239768613563-0.22379333267798684j),(1.4232302264664705-2.16705945020097j),(0.5522808985242865+0.6802062929486148j)
1.73,(1.4036251165340887-2.1697885162958053j),(0.5252578370373162+0.6568375296756208j),(0.5859236480767004+0.47076292915437123j),(-0.17929300868214068+0.15771316932222962j),(1.509181606263365+1.203102322062802j),(1.4880389724183292+0.8377928978671778j),(-0.1152355569434109-0.2514256687394016j),(-0.046015923306893976-0.3438327143826178j),(1.0008509401179022-0.8379559671247919j),(-0.09338616669007618+0.06923462825448062j),(-0.5908074035382183+2.918105283234466j),(-0.328844761550719+1.981653437212037j),(0.5839908968962406-0.6145508834891009j),(-0.9817318248900355+0.5323857302893827j),(-0.47902478689066735-0.635929810356354j),(-1.5711562724814783-0.31041658287613955j),(-0.03249945631531707+0.1362473869272762j),(0.0002587036450780467+0.7712144921865417j),(0.13712244837041437+0.6999854870192551j),(0.14902964047812858-0.23299047563447603j),(1.4036251165340887-2.1697885162958053j),(0.5252578370373162+0.6568375296756208j)
1.74,(1.3837979617408331-2.172501634232904j),(0.4978077042954043+0.6329361345108673j),(0.5849067484518858+0.4737755042397126j),(-0.17594373004040184+0.1407216500010931j),(1.4963565281529485+1.1906211191199387j),(1.4799157225660373+0.821343530424774j),(-0.1153654599566424-0.2534709626826057j),(-0.0438833704487504-0.35402779278515883j),(0.9959405523775507-0.8423870859762576j),(-0.1016928565801015+0.04957457639509648j),(-0.522294139970809+2.8744806263643365j),(-0.2818283984282715+1.9429014169374672j),(0.581526879434939-0.6065013488205926j),(-0.9768666083642134+0.5252818651433714j),(-0.4915835502750323-0.6161506139927383j),(-1.5881406696114502-0.2810915851687308j),(-0.026580969079526937+0.1349266795659533j),(-0.0022068844048620277+0.7564021656192317j),(0.13001499669974775+0.7010856615946348j),(0.1590175383946129-0.2424115458667131j),(1.3837979617408331-2.172501634232904j),(0.4978077042954043+0.6329361345108673j)
1.75,(1.3637136861934613-2.175238145601526j),(0.4699534685763701+0.6085114371211203j),(0.5838428247100061+0.4768439833408803j),(-0.17229159863555352+0.1233029817060568j),(1.4831435520721616+1.1783126834604658j),(1.471763049220642+0.8048600213224691j),(-0.11573075315837328-0.25557443768574106j),(-0.041785094843752715-0.36457117900838204j),(0.990919723906302-0.8469245350905119j),(-0.11019774055914058+0.029316213560821505j),(-0.4564869391333456+2.8295495551010834j),(-0.23630271387427276+1.9031977081868474j),(0.5790808108159035-0.598250032238712j),(-0.9720393429582054+0.5178004943704423j),(-0.5039675016682738-0.5950608904121125j),(-1.6043782534601132-0.25005033592057957j),(-0.020617503251808462+0.13369346604152388j),(-0.004789777356823008+0.7412537778015394j),(0.12264814900543008+0.7021205174849187j),(0.16940591219911022-0.2520523397781834j),(1.3637136861934613-2.175238145601526j),(0.4699534685763701+0.6085114371211203j)
1.76,(1.3433349419750362-2.1780383798100686j),(0.44171855909445074+0.5835767717913747j),(0.5827236523925389+0.47997302920771767j),(-0.16832879383467594+0.10545922077902688j),(1.4695646697336773+1.1661770872371606j),(1.4636100000081513+0.7883515436452039j),(-0.11634506040129808-0.25774341713058607j),(-0.03972622974451596-0.37547123443059754j),(0.9857798603491359-0.8515824232538265j),(-0.11891080096179624+0.008458468490237066j),(-0.39343550906435504+2.7835169637384696j),(-0.19230977018168582+1.8626714262136626j),(0.5766565489123912-0.5898029618147548j),(-0.9672608815828249+0.509943656491422j),(-0.5160718683383868-0.57262986180895j),(-1.619687673891713-0.21728187819724468j),(-0.014623768156656607+0.13255395348919238j),(-0.0074827019505170865+0.7257765819549024j),(0.11500513565645869+0.7030827392776939j),(0.1802039886864348-0.26190701310556347j),(1.3433349419750362-2.1780383798100686j),(0.44171855909445074+0.5835767717913747j)
1.77,(1.322622276254381-2.1809430950969353j),(0.4131262722326215+0.558149411472838j),(0.5815404506483653+0.483167375520955j),(-0.16404777382724212+0.08719379904301952j),(1.4556432086549786+1.154214207506061j),(1.4554862378320303+0.7718285617308595j),(-0.11722222435093568-0.2599853772195463j),(-0.037712285470991876-0.386735533049768j),(0.9805117205771019-0.8563754394789435j),(-0.12784315268928753-0.012997985567695908j),(-0.3331731462156478+2.736587331013642j),(-0.14988148853416416+1.8214536553862968j),(0.5742579442342726-0.5811671120045501j),(-0.9625424637286347+0.5017150008396696j),(-0.5277820123713624-0.5488382913860964j),(-1.6338755502835922-0.18279590943936028j),(-0.008615384345766886+0.1315142635790304j),(-0.010277676224545302+0.7099793218284043j),(0.10706887442496335+0.7039641636745387j),(0.19142035714363315-0.271968081194115j),(1.322622276254381-2.1809430950969353j),(0.4131262722326215+0.558149411472838j)
1.78,(1.3015342944757087-2.1839929091800143j),(0.38419920461929985+0.5322504825281479j),(0.5802839137382015+0.4864317924168975j),(-0.15944127354032903+0.06851144143101898j),(1.4414035362678506+1.142423733911548j),(1.44742170356184+0.755302768517529j),(-0.11837628459900496-0.26230790860128j),(-0.03574920329577192-0.39837085312303333j),(0.9751053810583029-0.8613187738791268j),(-0.1370072440923252-0.035050802115753656j),(-0.27571676192709993+2.688962340811659j),(-0.10903937661331857+1.779675842214614j),(0.5718887710973986-0.5723503207253243j),(-0.957895598798945+0.4931197715882265j),(-0.5389745280716208-0.523680510112153j),(-1.6467389209890653-0.14662575763705907j),(-0.0026087409875902704+0.1305803631698876j),(-0.013166008331221416+0.6938721170042431j),(0.09882206546775361+0.704755725025136j),(0.2030629223359824-0.28222642318788005j),(1.3015342944757087-2.1839929091800143j),(0.38419920461929985+0.5322504825281479j)
1.79,(1.280027816849522-2.1872277240776365j),(0.35495872335292794+0.5059048633774118j),(0.5789442454434773+0.48977105071087557j),(-0.1545023069401068+0.04941808107506379j),(1.4268707759713366+1.13080517771433j),(1.4394462870911915+0.7387870130225443j),(-0.11982145358338446-0.2647186744572368j),(-0.03384340925496454-0.41038317083688514j),(0.9695501974779197-0.8664280319123118j),(-0.14641706149516448-0.05769602693190204j),(-0.22106728401690678+2.6408386823053718j),(-0.06979453034183221+1.7374682749839512j),(0.5695526643020274-0.563361199918298j),(-0.9533319472359307+0.4841647789693887j),(-0.5495187767740295-0.49716639248031946j),(-1.6580683865447685-0.10883113092239655j),(0.0033791493853291056+0.12975799563906737j),(-0.0161383036761426+0.6774663470654912j),(0.09024729791172907+0.7054474021979827j),(0.2151388534320394-0.29267129024288946j),(1.280027816849522-2.1872277240776365j),(0.35495872335292794+0.5059048633774118j)
1.8,(1.2580580264514214-2.190686149378578j),(0.3254244827586493+0.4791410709355279j),(0.5775111960738881+0.4931898849964205j),(-0.14922417435752525+0.02992077294846595j),(1.4120705387193728+1.1193578807418691j),(1.4315895107965417+0.7222952175274885j),(-0.12157209027555796-0.2672253649296126j),(-0.032001867212789144-0.42277765550725066j),(0.9638347634880919-0.8717191420928428j),(-0.156088335328838-0.08092815480360052j),(-0.16921038132500804+2.592406078195062j),(-0.03214788030023376+1.6949586866527515j),(0.5672530623024804-0.5542090410972559j),(-0.9488632012537346+0.4748583582282736j),(-0.5592788809588165-0.4693231848981538j),(-1.6676519497671154-0.06950047560963965j),(0.009330797050542513+0.12905261377766178j),(-0.01918448031155585+0.6607745362830837j),(0.08132716834482466+0.7060281677830985j),(0.2276545283162613-0.30329031795823735j),(1.2580580264514214-2.190686149378578j),(0.3254244827586493+0.4791410709355279j)
1.81,(1.2355786084274192-2.194404927880332j),(0.2956139959694993+0.4519911392350613j),(0.5759741017921182+0.4966929557960848j),(-0.14360047534643092+0.010027607126216545j),(1.3970286732769754+1.1080810231654472j),(1.4238802290644397+0.705842284361938j),(-0.12364267159646933-0.26983564779167085j),(-0.03023213047389607-0.43555866576043545j),(0.9579468665532294-0.8772082571751314j),(-0.16603874570639482-0.10474017434986997j),(-0.12011745371108286+2.5438455759008884j),(0.003909351612502672+1.652271008989892j),(0.5649931576818081-0.544903717460996j),(-0.944500966963442+0.4652103170400856j),(-0.5681161773885417-0.4401970771573431j),(-1.675279515366066-0.02875276369865619j),(0.015228380537222079+0.12846931510337836j),(-0.02229379245330466+0.6438102403676104j),(0.07204441143116394+0.7064859407826786j),(0.2406154727899268-0.3140695433211432j),(1.2355786084274192-2.194404927880332j),(0.2956139959694993+0.4519911392350613j)
