t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
0.0,(0.5+0.5j),(0.5-0.5j),(0.6710207093632369-0.4347091945796959j),(-0.03893531975864317-0.768873332375212j),(0.9829918551777055-1.0340222336554308j),(1.3562775089941055-0.6621135629133352j),(-1.2351915390039054+0.7460430126985744j),(0.35866072744276745+0.8141566350926532j),(1.1676480555168445+0.7490249718941626j),(0.6546282985788072-1.2780107309009487j),(0.9859420721729206-1.1614787615244642j),(1.0847896933047223+0.11326191296659482j),(1.038629168631516+0.9933474926867571j),(-1.3913732270768875-0.6225133517299318j),(-0.4059566436519766-1.008774026167071j),(1.363830162627994+0.9625593517463216j),(2.4227060135586695-0.4970384219445805j),(-0.10653192004713563+0.12912332817820404j),(0.010259412435459858-0.5574205739143709j),(-0.9018212263361169-1.1610440837591356j),(0.5+0.5j),(0.5-0.5j)
0.01,(0.4899325398574495+0.5023313860670119j),(0.5176122386256513-0.5201332742651185j),(0.6681814599914125-0.43760887936970516j),(-0.04393738314918684-0.8032848835566212j),(1.0002161684077968-1.0483946971461702j),(1.3649067085360225-0.6772024542234766j),(-1.2083106835063127+0.7313702448543452j),(0.3601329777789024+0.8099073482302298j),(1.1659463775008327+0.7614151998647565j),(0.6865744489311294-1.3321884218067086j),(0.9981328207365135-1.165346947118013j),(1.063983296993022+0.09977621366382912j),(1.0637925057777984+0.997548723675148j),(-1.4054900047249566-0.6232030157745246j),(-0.36630673833900906-1.021739779425399j),(1.3164130722588658+0.9575275646368959j),(2.412661067304592-0.5314868866978284j),(-0.11417162207819136+0.07760352448974306j),(-0.012946504044698715-0.553261926327305j),(-0.9503272859896222-1.1775746306716601j),(0.4899325398574495+0.5023313860670119j),(0.5176122386256513-0.5201332742651185j)
0.02,(0.47947937972638394+0.5045667150323627j),(0.5356888894630121-0.5402690956206904j),(0.6650847760641203-0.44078854295624514j),(-0.0494787636145108-0.8384285096781396j),(1.017811024279287-1.0630009756945817j),(1.3739931770114515-0.6926147633685534j),(-1.1821613542094467+0.7165441883695469j),(0.3613543794023196+0.8054096040975222j),(1.1638247597446523+0.7748333435039791j),(0.7201603376472868-1.3883035951164293j),(1.0097792700428554-1.1694860111757723j),(1.0436168900747833+0.08573353270209258j),(1.0896149726330224+1.0009824861713355j),(-1.419857254144116-0.6235338310837294j),(-0.32788017892455-1.032900750563975j),(1.2700923305290495+0.9509799273918074j),(2.4031216839788425-0.5663283714595315j),(-0.12234522574855221+0.02642094246753101j),(-0.037195616443185565-0.5481469433372492j),(-1.0015506226847732-1.192076534571885j),(0.47947937972638394+0.5045667150323627j),(0.5356888894630121-0.5402690956206904j)
0.03,(0.46864078618517374+0.5066920126662038j),(0.554212269969011-0.5603858800548225j),(0.6617227478447006-0.44424971063838986j),(-0.05562265030940067-0.8742994212577707j),(1.0357696707043342-1.0778338700649146j),(1.383541333548318-0.7083410934511276j),(-1.1567556219811843+0.7016158909329172j),(0.36232701018498675+0.8006859570417676j),(1.1612399922627201+0.7893188739653534j),(0.7554929532154372-1.4464227768627067j),(1.0208736556164448-1.1739226654773494j),(1.0237157085446245+0.0711692280604565j),(1.116055133642457+1.0035959771823868j),(-1.4344575868061242-0.62348286085364j),(-0.29075936546205033-1.0423975725719399j),(1.2249497671435547+0.9430614832431586j),(2.3940490202650047-0.6016092266375318j),(-0.13106727010857958-0.024440367585579617j),(-0.06244636612093685-0.5419535328147608j),(-1.0554695218173473-1.2042308371593362j),(0.46864078618517374+0.5066920126662038j),(0.554212269969011-0.5603858800548225j)
0.04,(0.4574188428739135+0.5086929181710701j),(0.5731622831709912-0.580462374468678j),(0.6580873788888475-0.44799283437547155j),(-0.062435637907960286-0.9108902707762925j),(1.0540838292615777-1.0928857217732009j),(1.3935538021502132-0.7243708889051546j),(-1.1321025612578857+0.6866334521413091j),(0.3630541572007293+0.7957593145316326j),(1.1581444112925205+0.8049111857534618j),(0.7926870547039153-1.5066126290706123j),(1.031410003814671-1.1786815063945932j),(1.0043012210119184+0.05612071062466625j),(1.1430662056160288+1.0053387197930312j),(-1.4492716167391058-0.623027761108529j),(-0.2550078049668852-1.050370552414893j),(1.1810499382504467+0.9339165801558126j),(2.3854011184497037-0.6373736816010029j),(-0.1403551840029759-0.07499410668306045j),(-0.08864022655796894-0.5345559365805961j),(-1.1120251734477127-1.2137016603185697j),(0.4574188428739135+0.5086929181710701j),(0.5731622831709912-0.580462374468678j)
0.05,(0.4458175566574926+0.5105548191420353j),(0.5925163558645766-0.6004777871973591j),(0.6541706172101006-0.45201719986916816j),(-0.06998762615514843-0.9481906940170604j),(1.0727435643034964-1.1081484277342089j),(1.4040312432379447-0.740692493437081j),(-1.1082084112456494+0.6716418956074769j),(0.36354019233785195+0.7906527634065004j),(1.1544855831739107+0.8216492989231636j),(0.831865490786757-1.568939311105737j),(1.0413838991167483-1.183784819011428j),(0.9853912019699056+0.04062707059462235j),(1.1705961742826698+1.0061631773740536j),(-1.4642779508006674-0.6221469950453722j),(-0.22067154076597462-1.0569575903764075j),(1.1384415008168973+0.9236869120488405j),(2.3771329366649985-0.6736636052236542j),(-0.15022904553793404-0.1252513498136214j),(-0.11569987634362354-0.5258269102736319j),(-1.1711162582042387-1.220140239774794j),(0.4458175566574926+0.5105548191420353j),(0.5925163558645766-0.6004777871973591j)
0.06,(0.4338429501890006+0.5122630020458377j),(0.6122493919424095-0.6204119296726937j),(0.6499643956626732-0.45632083153769193j),(-0.07835167884139595-0.9861868153079458j),(1.0917371522858603-1.1236134645968998j),(1.4149721901221184-0.7572932220975437j),(-1.0850767455313164+0.656683082406151j),(0.3637904462204247+0.7853894059098796j),(1.1502059912817948+0.8395715030123256j),(0.8731594656149512-1.6334677385546308j),(1.0507922536892798-1.189252418498157j),(0.9669998470777+0.024728725349010307j),(1.1985879924835943+1.0060253695095713j),(-1.4794532051450342-0.6208200593327913j),(-0.18778072483692104-1.0622924766259447j),(1.0971587040244788+0.9125099187850865j),(2.369196380387425-0.7105182431711905j),(-0.16071130591496316-0.17522018461924582j),(-0.14352759973052978-0.5156404315996418j),(-1.2325937768670467-1.223190289620496j),(0.4338429501890006+0.5122630020458377j),(0.6122493919424095-0.6204119296726937j)
0.07,(0.4215031377564566+0.513802816915771j),(0.6323337438358732-0.6402453684146261j),(0.6454606825333898-0.46090039646533976j),(-0.08760383618234584-1.0248607200332798j),(1.1110509543211329-1.1392719236308675j),(1.426372893289443-0.7741594476183127j),(-1.0627086468266946+0.6417956627365642j),(0.3638110826545113+0.7799922063387706j),(1.145242732624447+0.8587149364276564j),(0.9167087347509119-1.7002607331046184j),(1.0596330847784596-1.195101527330806j),(0.9491379240862768+0.008467090819724726j),(1.2269798633598277+1.0048854778991698j),(-1.4947720511985-0.6190277191688334j),(-0.15635126216179498-1.0665035458414702j),(1.0572229317986908+0.9005175241502135j),(2.3615403410413225-0.7479739312658042j),(-0.1718264768139701-0.22490536860787252j),(-0.17200405264202984-0.5038749404023499j),(-1.2962564376121255-1.2224947800616899j),(0.4215031377564566+0.513802816915771j),(0.6323337438358732-0.6402453684146261j)
0.08,(0.40880838127888514+0.5151598544235927j),(0.6527392051539844-0.6599595859584119j),(0.640651543271364-0.46575110871620196j),(-0.09782287411323631-1.0641898991466705j),(1.1306692953547763-1.155114556756433j),(1.4382271756511003-0.7912767009015629j),(-1.0411028839271457+0.6270150623269551j),(0.3636089755105627+0.774483848867639j),(1.1395272322348957+0.8791150952149231j),(0.9626617120944845-1.7693780580394038j),(1.067905304691003-1.2013466864970614j),(0.9318129530717951-0.008115722769118112j),(1.2557056100625061+1.0027084295027258j),(-1.5102072940420785-0.6167522481243322j),(-0.12638646818114027-1.0697126613752508j),(1.0186442423553828+0.8878351826480889j),(2.354110748038965-0.7860637852916424j),(-0.18360078091534254-0.2743080082181023j),(-0.2009875480546504-0.49041707909249616j),(-1.3618469700292974-1.217704139516094j),(0.40880838127888514+0.5151598544235927j),(0.6527392051539844-0.6599595859584119j)
0.09,(0.39577112339737575+0.5163201329311885j),(0.673433027616708-0.6795371487141791j),(0.6355292141728405-0.47086663573614446j),(-0.10909000368197247-1.1041466719868918j),(1.150574353721448-1.1711318339871397j),(1.4505263021414578-0.8086297852618121j),(-1.0202560883305696+0.6123734998873178j),(0.363191589643676+0.7688866068627709j),(1.132984985150752+0.9008052656490878j),(1.0111754664566808-1.8408753357013916j),(1.0756085273103744-1.2079996985479255j),(0.9150294098356726-0.02497719097877942j),(1.2846951314226662+0.9994644435057974j),(-1.5257299855032953-0.6139776680659702j),(-0.09787869243626621-1.0720344945957971j),(0.9814228622232882+0.8745812008600621j),(2.3468506409485985-0.8248173687774546j),(-0.19606176571342204-0.32342526391507953j),(-0.2303140222440375-0.47516585831724784j),(-1.4290497754984053-1.2084857964593898j),(0.39577112339737575+0.5163201329311885j),(0.673433027616708-0.6795371487141791j)
0.1,(0.3824059947944472+0.517270292562968j),(0.6943799652880416-0.698961879137558j),(0.6300861886685274-0.47623900892597626j),(-0.12148850361178226-1.1446975954763565j),(1.1707460651398072-1.187314012181534j),(1.4632588672563378-0.8262029036977206j),(-1.0001629283234137+0.5979000318170667j),(0.36256686715018116+0.7632222237914497j),(1.1255353375647716+0.9238158759541668j),(1.0624155843051757-1.9148028457077566j),(1.0827428942818573-1.215069600218255j),(0.8987889466507347-0.0420746320877576j),(1.3138749407103676+0.9951295283611361j),(-1.5413095734820754-0.6106899838093746j),(-0.07081087276965936-1.0735760621028874j),(0.9455506029807852+0.8608662967916885j),(2.33970026868224-0.8642603415997636j),(-0.20923788150495004-0.3722500863809515j),(-0.25979783853687755-0.4580371221636167j),(-1.497490339334373-1.1945348581891335j),(0.3824059947944472+0.517270292562968j),(0.6943799652880416-0.698961879137558j)
0.11,(0.36872979317860577+0.5179977927984796j),(0.7155423489046799-0.7182190289932778j),(0.6243153166204708-0.48185854084140656j),(-0.13510327927746932-1.1858028697492302j),(1.1911620454316598-1.2036512145908136j),(1.476410704266784-0.8439797981174986j),(-0.9808162786872934+0.5836206203787064j),(0.3617431199706665+0.7575118056504756j),(1.117091320578454+0.9481737637911898j),(1.1165558733805465-1.9912042059593673j),(1.0893089232120863-1.22256266232505j),(0.8830906249389222-0.059365442585106974j),(1.3431687821602885+0.9896859152683016j),(-1.5569140880916512-0.6068774066425993j),(-0.04515799458517283-1.0744364828945248j),(0.9110121785424796+0.8467933604743128j),(2.332597222602729-0.9044140936782925j),(-0.2231580253459727-0.4207709897256552j),(-0.28923356422159324-0.43896813318836947j),(-1.5667368108912745-1.175585589011119j),(0.36872979317860577+0.5179977927984796j),(0.7155423489046799-0.7182190289932778j)
0.12,(0.35476143179358616+0.5184911095900044j),(0.7368801927607996-0.7372954499497149j),(0.6182099167142814-0.48771375184843446j),(-0.15002034187900695-1.2274157523806064j),(1.211797536385778-1.2201335202528198j),(1.4899648199215065-0.8619438990665963j),(-0.962207384506635+0.5695582216404559j),(0.3607289295824925+0.751775724689258j),(1.107559551821106+0.9739013580227799j),(1.1737778805827759-2.070114942652413j),(1.0953073794826675-1.2304824147329188j),(0.8679311549256564-0.07680731341605668j),(1.3724983174283403+0.9831224150359047j),(-1.5725103641083837-0.6025305605275597j),(-0.020888438418085672-1.0747069186846723j),(0.8777864090488906+0.8324573805403744j),(2.325476610225702-0.9452953695609779j),(-0.23785105386440647-0.46897186843258787j),(-0.3183988163690003-0.4179220454940454j),(-1.6363040943726554-1.1514232099696968j),(0.35476143179358616+0.5184911095900044j),(0.7368801927607996-0.7372954499497149j)
0.13,(0.34052185585082434+0.5187399275902935j),(0.7583513361462645-0.7561797572852803j),(0.611763901620759-0.4937913094181937j),(-0.16632620258599776-1.2694819956142545j),(1.2326253792117385-1.2367510618377469j),(1.5039013584435075-0.8800784841223801j),(-0.9443260178596801+0.5557328896534836j),(0.35953305428352017+0.7460335340823022j),(1.0968402218913051+1.0010157757586917j),(1.2342701970284837-2.1515609606684793j),(1.100739172584307-1.238829694324642j),(0.8533051378016961-0.09435842947634196j),(1.4017838716729163+0.9754346863583638j),(-1.588064298031122-0.5976426646701294j),(0.0020347936496848363-1.0744706629070904j),(0.8458473041956415+0.8179455040502827j),(2.3182712756982764-0.9869158912838141j),(-0.25334526909081395-0.5168318654108038j),(-0.34705821257498287-0.39489199085739773j),(-1.7056606796108835-1.121895411479948j),(0.34052185585082434+0.5187399275902935j),(0.7583513361462645-0.7561797572852803j)
0.14,(0.3260339259301985+0.5187353227599231j),(0.7799116207488619-0.7748624821515346j),(0.6049719150917304-0.5000759835603072j),(-0.18410717794787346-1.3119393232333538j),(1.2536160199295847-1.253494130115789j),(1.5181975985193994-0.89836684274266j),(-0.9271606264496716+0.5421618935468585j),(0.3581643443557338+0.7403038931123884j),(1.0848271839831385+1.029527838880463j),(1.298227523814518-2.23555693191208j),(1.1056052772438985-1.2476027141049408j),(0.8392053064135583-0.11197765499190707j),(1.430945226636407+0.9666254051366024j),(-1.6035411367984533-0.5922096862791688j),(0.02365297634008634-1.0738033470500699j),(0.8151650242355083+0.803337200092865j),(2.3109120724353835-1.0292819884923838j),(-0.2696678829146967-0.5643252989869887j),(-0.37496838483278355-0.3699044764205294j),(-1.774238278399879-1.0869228679729959j),(0.3260339259301985+0.5187353227599231j),(0.7799116207488619-0.7748624821515346j)
0.15,(0.31132226813217684+0.5184699304393888j),(0.8015151047329553-0.793336207655573j),(0.5978294795452956-0.5065506221409983j),(-0.20344860499035972-1.3547169658766776j),(1.274737550805121-1.2703532828145359j),(1.5328279867617929-0.9167924450022423j),(-0.9106984734788026+0.5288598444806797j),(0.35663166521377826+0.7346045023565889j),(1.0714081659818167+1.0594410181840554j),(1.3658494741830487-2.3221046263509337j),(1.1099066790449723-1.2567971517736727j),(0.825622760982568-0.1296247074119808j),(1.4599024460535475+0.9567043265576888j),(-1.6189057939571425-0.5862304577296179j),(0.04401068337708572-1.0727732364909004j),(0.7857067210134265+0.7887045012716504j),(2.303328192156051-1.0723942463655554j),(-0.28684446736294383-0.611421656869497j),(-0.40188392394611583-0.34302179033317515j),(-1.8414441255869471-1.0465079901405467j),(0.31132226813217684+0.5184699304393888j),(0.8015151047329553-0.793336207655573j)
0.16,(0.2964130915716479+0.5179380939421222j),(0.8231143134164629-0.8115956840239573j),(0.5903331519884548-0.5131961499797902j),(-0.22443396720414696-1.3977352755314585j),(1.2959557915603197-1.287319455287737j),(1.5477642107866973-0.9353391113443094j),(-0.8949257682846272+0.5158388296815717j),(0.3549438284888929+0.7289520483198721j),(1.0564651245165264+1.0907503179776907j),(1.4373390919040367-2.4111912185667594j),(1.113644343732004-1.2664062563096874j),(0.8125471968098241-0.1472603223046818j),(1.4885767170461415+0.9456882341713898j),(-1.6341231878795062-0.5797067530098907j),(0.06315492925988646-1.0714415916614912j),(0.7574372644055317+0.7741123008660149j),(2.2954475530641525-1.1162471833112513j),(-0.30489839959095594-0.6580856649857111j),(-0.4275640265755001-0.3143431399579903j),(-1.9066755712037886-1.000741163731496j),(0.2964130915716479+0.5179380939421222j),(0.8231143134164629-0.8115956840239573j)
0.17,(0.28133397465118376+0.5171359888699107j),(0.8446605256116266-0.8296379183142465j),(0.5824806853305897-0.5199915956314708j),(-0.24714393610471438-1.4409054414632345j),(1.317234413560901-1.3043840701520175j),(1.5629753145846301-0.9539911802337866j),(-0.8798277874481419+0.5031085510831195j),(0.3531095308721282+0.7233621569327222j),(1.0398747596701663+1.1234411193818092j),(1.5129010722350058-2.502787611296264j),(1.1168192089399318-1.2764209712909853j),(0.7999671213539571-0.16484641149544982j),(1.5168911899812925+0.9336007730823904j),(-1.649158595555852-0.5726433192583003j),(0.0811344239880129-1.0698630739762958j),(0.7303198615989298+0.7596186870316701j),(2.287197248054182-1.1608289716214824j),(-0.32385031221844773-0.7042774385690767j),(-0.4517795284079994-0.2840043085078022j),(-1.969336354678122-0.949803816266366j),(0.28133397465118376+0.5171359888699107j),(0.8446605256116266-0.8296379183142465j)
0.18,(0.2661136224056521+0.5160617186833106j),(0.8661040938046873-0.847462234561147j),(0.5742711912791185-0.5269141496012851j),(-0.27165533719164314-1.4841293307752388j),(1.3385351095119637-1.321539142887882j),(1.5784278582766753-0.972733670449645j),(-0.8653889862462358+0.49067646639681894j),(0.3511373004401532+0.7178493553171826j),(1.021509206963914+1.157488006578198j),(1.5927396812448975-2.5968468263362197j),(1.119432196699857-1.2868300738270642j),(0.7878700584685467-0.18234621635058257j),(1.54477179865652+0.9204721675096736j),(-1.6639780146025807-0.5650478603494735j),(0.09799893259480504-1.0680861793528076j),(0.7043165779397063+0.7452752987517689j),(2.278504051604672-1.206121215180869j),(-0.3437175613560776-0.7499527218984194j),(-0.4743199376389927-0.25217570835430125j),(-2.0288537443872476-0.8939678268422192j),(0.2661136224056521+0.5160617186833106j),(0.8661040938046873-0.847462234561147j)
0.19,(0.25078159803406486+0.5147153775793617j),(0.8873947954614992-0.8650703008850255j),(0.5657053001092052-0.5339392573750072j),(-0.29804005389937827-1.5272994769092816j),(1.3598178103869818-1.3387773803669525j),(1.5940861236411232-0.9915524347128012j),(-0.8515931004608827+0.47854793073850793j),(0.3490354501099986+0.712427041227454j),(1.0012369195495865+1.19285360662677j),(1.677056382003084-2.69330252173685j),(1.1214842447379336-1.2976203280854872j),(0.7762427379572409-0.1997244577020247j),(1.5721480426881067+0.9063388262217162j),(-1.6785485254822554-0.5569309708361542j),(0.11379873049116163-1.066153685267325j),(0.6793887687525431+0.7311276912898278j),(2.2692949814852073-1.2520987988161367j),(-0.36451372626344947-0.7950632216290967j),(-0.49500004479863496-0.21905882556884448j),(-2.084695576380489-0.833591039380677j),(0.25078159803406486+0.5147153775793617j),(0.8873947954614992-0.8650703008850255j)
0.2,(0.23536803249027818+0.513099077430095j),(0.9084822118984301-0.8824661209413346j),(0.5567853117048973-0.5410407500394631j),(-0.3263638883849895-1.5702992384833805j),(1.3810409503922363-1.3560922693759832j),(1.6099123659853747-1.0104343014332449j),(-0.8384232386756614+0.4667263372244806j),(0.346812037813054+0.7071074595840985j),(0.978923747959258+1.2294874798784958j),(1.7660471924308396-2.792067701659289j),(1.1229763543053226-1.3087766524511175j),(0.765071268950062-0.21694748345620005j),(1.5989537146454238+0.8912428425963835j),(-1.6928386455731372-0.5483060200272902j),(0.12858414528299067-1.0641031000687033j),(0.6554974317393595+0.7172157015885249j),(2.259497908610377-1.2987298238512575j),(-0.3862481559460994-0.8395570366837558j),(-0.5136656866824496-0.1848811785212026j),(-2.13638616138902-0.7691089334787796j),(0.23536803249027818+0.513099077430095j),(0.9084822118984301-0.8824661209413346j)
0.21,(0.2199033166549623+0.5112169364004245j),(0.9293161303881704-0.8996559881281432j),(0.5475153314334705-0.54819101439899j),(-0.3566854035471127-1.6130031486953524j),(1.4021617797502612-1.373478152470436j),(1.6258671120398671-1.0293672015864885j),(-0.8258619652894741+0.45521325522557904j),(0.3444748329407896+0.7019016855427107j),(0.9544342170405489+1.2673251040001412j),(1.8598998195938765-2.893033690690526j),(1.123909652051367-1.320282299361094j),(0.7543412959281679-0.23398341444957918j),(1.6251275557848393+0.8752313991300626j),(-1.7068186666811815-0.5391889875217953j),(0.14240517577391498-1.061967105704684j),(0.6326034894198356+0.7035738063922672j),(2.249042205416529-1.345975643800133j),(-0.4089255790204195-0.883379185197449j),(-0.5301982872868379-0.14989003826621938j),(-2.1835200655151916-0.7010228163936241j),(0.2199033166549623+0.5112169364004245j),(0.9293161303881704-0.8996559881281432j)
0.22,(0.20441778112438735+0.5090750278653097j),(0.9498469645126372-0.9166484021607573j),(0.5379013837029952-0.5553612033471886j),(-0.3890547762437514-1.6552774719244738j),(1.423136724001299-1.3909302889091284j),(1.6419095025904706-1.0483402781009663j),(-0.8138913745601805+0.44400856522292j),(0.3420312885922474+0.6968196135664589j),(0.9276329897069994+1.306286999600006j),(1.9587906387135965-2.996069446697455j),(1.1242854632794712-1.3321190468129904j),(0.7440381365310897-0.25080228862656456j),(1.6506138261469676+0.8583560889883193j),(-1.720460967868737-0.5295982530447388j),(0.15531117918963086-1.059773987104433j),(0.6106680106863348+0.6902314678540004j),(2.237859420136152-1.393791012809388j),(-0.4325457937281254-0.926472226077889j),(-0.5445178842899159-0.11434526387612609j),(-2.2257729092112744-0.6298851862625918j),(0.20441778112438735+0.5090750278653097j),(0.9498469645126372-0.9166484021607573j)
0.23,(0.1889413690003957+0.5066812893466266j),(0.9700261872587026-0.9334539489210781j),(0.5279514955382468-0.5625214858359459j),(-0.4235126969317869-1.6969809790101846j),(1.4439217874041885-1.4084448989907918j),(1.6579976775719905-1.0673439756525311j),(-0.8024931560597138+0.4331105894431858j),(0.3394885191437515+0.691869952005254j),(0.8983864948734877+1.3462780486936832j),(2.062881611657529-3.1010212842690925j),(1.124105393805548-1.3442674004525954j),(0.7341469005745864-0.2673762031400957j),(1.6753627772106505+0.8406721695209759j),(-1.7337402960735693-0.5195543448739697j),(0.16735061817213262-1.0575480432266562j),(0.5896523799928012+0.6772134630391473j),(2.225883961446359-1.4421243574099198j),(-0.45710345494781685-0.9687769694230729j),(-0.5565844664339162-0.07851167782195283j),(-2.26290855752417-0.5562831434564224j),(0.1889413690003957+0.5066812893466266j),(0.9700261872587026-0.9334539489210781j)
0.24,(0.17350330723244803+0.5040453923457616j),(0.9898067709978766-0.9500851458398415j),(0.517675742269185-0.5696413341208092j),(-0.46008935548178304-1.737965945936762j),(1.464472996904954-1.4260191908173483j),(1.6740892003512344-1.0863701094084548j),(-0.7916486519793294+0.42251621766324227j),(0.33685328266210735+0.6870602227207533j),(0.8665646826528179+1.3871870579813805j),(2.1723172681683285-3.207713073238342j),(1.12337141757271-1.356706805019104j),(0.7246525899923796-0.2836794535298925j),(1.6993310181361458+0.822237764450934j),(-1.7466340078827143-0.5090796524288727j),(0.17857085971903097-1.0553099762529077j),(0.569518422047063+0.6645401950906525j),(2.2130537753404433-1.490918179335194j),(-0.48258797432674005-1.0102332664500058j),(-0.5663975808568469-0.04265143572553646j),(-2.2947823643845164-0.48082086521110606j),(0.17350330723244803+0.5040453923457616j),(0.9898067709978766-0.9500851458398415j)
0.25,(0.158131782038443+0.5011785751091862j),(1.009143628309956-0.966556256410271j),(0.5070862475343917-0.5766898441032913j),(-0.4988035562796235-1.7780793723752069j),(1.4847468820710867-1.4436513693212871j),(1.6901415169681333-1.1054119120208032j),(-0.7813389067709894+0.41222102776276137j),(0.3341319676916493+0.6823967653344467j),(0.8320428540528481+1.4288866162981007j),(2.2872219021396285-3.3159469626098392j),(1.1220859671635368-1.3694158637690368j),(0.7155401796935948-0.2996886687337251j),(1.722481769746118+0.8031130326125009j),(-1.7591222669648259-0.49819810965765016j),(0.18901801892974177-1.0530772566126658j),(0.550228489178561+0.6522279849018157j),(2.199310993892919-1.5401095936513394j),(-0.5089835481644064-1.050780865880225j),(-0.5739943032381765-0.007016828522976304j),(-2.321340448183684-0.40410219308854123j),(0.158131782038443+0.5011785751091862j),(1.009143628309956-0.966556256410271j)
0.26,(0.14285362371851476+0.49809344147983853j),(1.027994047604689-0.9828830786976014j),(0.49619713032481466-0.5836360826118737j),(-0.5396620074509003-1.8171644069294246j),(1.5047009854009616-1.461340628280822j),(1.7061124452130711-1.1244640590086332j),(-0.7715447096503103+0.40221940076970514j),(0.33133058396096016+0.6778847457144311j),(0.7947034958240834+1.4712332888727424j),(2.407697162883581-3.42550465864417j),(1.1202520243928282-1.382372564327804j),(0.7067946796008221-0.31538294034808334j),(1.7447850036392902+0.7833593216199372j),(-1.7711881929943951-0.4869348566564031j),(0.19873684112445858-1.0508644625037922j),(0.5317455178456196+0.6402893429920254j),(2.1846025340372455-1.5896310023039901j),(-0.5362693253822658-1.0903603200818794j),(-0.5794457813899024+0.028156102651117128j),(-2.342615275897725-0.3267143139545222j),(0.14285362371851476+0.49809344147983853j),(1.027994047604689-0.9828830786976014j)
0.27,(0.1276940057880099+0.4948037300065586j),(1.0463181176566299-0.9990827138366425j),(0.48502439277860954-0.5904494534642873j),(-0.5826588287027143-1.8550619553488705j),(1.5242943965476825-1.4790871269627472j),(1.7219606876315434-1.1435226735522115j),(-0.7622466305195212+0.392504630287648j),(0.3284547565752981+0.6735281683540781j),(0.7544380348656741+1.5140681795702058j),(2.533820245145141-3.5361492565097032j),(1.1178732082584462-1.3955545092422326j),(0.6984011784007649-0.3307439442884225j),(1.766217467057999+0.7630383246871922j),(-1.7828179593548987-0.4753158874508366j),(0.20777061659305518-1.048683593351722j),(0.5140330600541064+0.6287332219280599j),(2.168880623712775-1.639410898558675j),(-0.5644197248198584-1.1289139208865808j),(-0.5828526518203458+0.0626528479330172j),(-2.3587180840562696-0.24921335854516413j),(0.1276940057880099+0.4948037300065586j),(1.0463181176566299-0.9990827138366425j)
0.28,(0.11267616281480818+0.49132405836076826j),(1.0640791354798254-1.0151733214404224j),(0.4735857439071365-0.5971000722542499j),(-0.6277753195131623-1.8916124368944325j),(1.543488303277941-1.4968919539309258j),(1.7376463618943427-1.1625853126077659j),(-0.7534250498967345+0.3830690263170785j),(0.325509723284386+0.6693298923317794j),(0.7111484120815847+1.5572178757393982j),(2.6656428988788403-3.647627588077797j),(1.1149538576739682-1.408939149341835j),(0.6903448697984611-0.34575605281554606j),(1.786762597192783+0.7422112580280462j),(-1.7940008384132946-0.46336769205579653j),(0.2161611228882131-1.0465443572636166j),(0.49705529480017546+0.6175652501117178j),(2.1521032328947047-1.6893747928850347j),(-0.5934049072729901-1.1663866420932854j),(-0.5843396812619542+0.09628442326202596j),(-2.369828842469005-0.1721125238723225j),(0.11267616281480818+0.49132405836076826j),(1.0640791354798254-1.0151733214404224j)
0.29,(0.09782113068230852+0.48766964880453595j),(1.0812439924072532-1.0311738695265533j),(0.4619003563724761-0.6035591381396234j),(-0.6749800239788972-1.9266576430970275j),(1.562246551447389-1.514757081385241j),(1.7531315414787267-1.181650937089799j),(-0.7450601834615307+0.3739040135863191j),(0.322500334441107+0.6652916505746105j),(0.6647483643735843+1.600495768677503j),(2.8031914876919957-3.7596730051300162j),(1.111499106601038-1.4225040178739576j),(0.6826110623135081-0.36040643480046186j),(1.8064103313761146+0.7209380749084892j),(-1.8047291946442645-0.45111690080424055j),(0.22394859018645522-1.0444544330073267j),(0.480777024034642+0.6067879480919801j),(2.13423438818074-1.7394462458434885j),(-0.6231914032583517-1.2027270634435685j),(-0.5840499995540359+0.12889000619653182j),(-2.37618455938514-0.09587307864363988j),(0.09782113068230852+0.48766964880453595j),(1.0812439924072532-1.0311738695265533j)
0.3,(0.08314751224859845+0.4838560409367538j),(1.0977835337770765-1.0471038869656708j),(0.4499885557956347-0.6097992896118887j),(-0.7242291204943774-1.9600426430404623j),(1.580536205936363-1.5326853141011323j),(1.768380799294238-1.200719869612839j),(-0.7371321018470945+0.36500022459302495j),(0.3194310552939353+0.6614140721795959j),(0.6151642972167339+1.6437037165467092j),(2.9464683207577096-3.8720084692797743j),(1.1075149494369618-1.4362269632701128j),(0.6751851738880299-0.37468514209877096j),(1.8251568219875605+0.6992767305929588j),(-1.81499842728253-0.4385899385275189j),(0.23117168579448424-1.0424197074037234j),(0.46516365708119084+0.5964009287823709j),(2.115244351793697-1.7895479887386805j),(-0.6537428926336039-1.2378882494798142j),(-0.5821392703486287+0.1603382437444243j),(-2.378066736317278-0.02089836596037138j),(0.08314751224859845+0.4838560409367538j),(1.0977835337770765-1.0471038869656708j)
