t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
1.44,(-6.003532429681034e-13-2.0945000333753895e-11j),(-5.9093756576267833e-05-5.5055631185103296e-05j),(7.290269119716045e-14+1.7005255060341569e-15j),(-5.0896288027314444e-05-6.698090476194685e-06j),(2.611024920500561e-07-3.3473279256971883e-06j),(-4.555675329480555e-19+4.743729320252287e-19j),(-3.9143577211434336e-10-7.503524745241909e-10j),(8.592313825679674e-12-7.382640999434946e-12j),(-7.448166191327908e-08+7.109720441715915e-09j),(-3.168315361810847e-05-4.282390526595521e-06j),(-1.3070991295610364e-12-2.1380567110765076e-11j)
1.45,(-1.9755339338259768e-12-2.3672051340678955e-11j),(-6.818110773944187e-05-5.090415377343992e-05j),(8.437331975415384e-14-9.060404652854423e-15j),(-5.0521087729214836e-05+2.3640179283940393e-06j),(1.1470158285462507e-07-3.532068296775547e-06j),(-7.573450050526345e-19+4.113280841845706e-19j),(-3.3660144082633835e-10-8.407345320480549e-10j),(8.526306650943979e-12-6.185907031988017e-12j),(-8.395364131204701e-08+1.4254569207407359e-08j),(-3.165450739876395e-05+1.293229796226931e-07j),(-2.8020318172061397e-12-2.4130197494515724e-11j)
1.46,(-3.5604261817679213e-12-2.6577154461271093e-11j),(-7.710394441120081e-05-4.5344998821912066e-05j),(9.554091611418429e-14-2.277970792214355e-14j),(-4.8567454493397545e-05+1.1096663605746055e-05j),(-4.515057136573163e-08-3.7116062448105122e-06j),(-1.1019395772517938e-18+2.2593842810492407e-19j),(-2.7093949717715594e-10-9.288432229322949e-10j),(8.390799313401204e-12-5.079409084483171e-12j),(-9.368358179337575e-08+2.3285615077138103e-08j),(-3.099062128625595e-05+4.475410669823025e-06j),(-4.517919760148238e-12-2.7057039972735056e-11j)
1.47,(-5.367857723699341e-12-2.9675349851810346e-11j),(-8.56602524279992e-05-3.836226533825394e-05j),(1.0595023307857536e-13-3.971100365028642e-14j),(-4.513778995855879e-05+1.9226953326314756e-05j),(-2.1818412611287762e-07-3.8854282234621154e-06j),(-1.4583372410170844e-18-1.1926757107443437e-19j),(-1.942759303327331e-10-1.013890161865403e-09j),(8.194706473876855e-12-4.0564602684214476e-12j),(-1.034727843555866e-07+3.444915698372147e-08j),(-2.9708937607708352e-05+8.65995533167774e-06j),(-6.468533148223947e-12-3.017627454834242e-11j)
1.48,(-7.415146100436522e-12-3.298527575235765e-11j),(-9.364367307720299e-05-2.9968950311869607e-05j),(1.1506675022989017e-13-6.009155236816282e-14j),(-4.0381561215093513e-05+2.650745411825993e-05j),(-4.0414294123687074e-07-4.0530982060689975e-06j),(-1.779670855050521e-18-6.600198462660807e-19j),(-1.0634374713327189e-10-1.0950595175028245e-09j),(7.945182356030245e-12-3.111120895672654e-12j),(-1.1307594001546466e-07+4.799797492880457e-08j),(-2.784159540712403e-05+1.2590997312138597e-05j),(-8.672359658824406e-12-3.3506642381576073e-11j)
1.49,(-9.725161930927272e-12-3.65292168515651e-11j),(-0.0001008477587422168-2.0207168914438428e-05j),(1.2226031328505787e-13-8.413569548651558e-14j),(-3.448965089919403e-05+3.2724325187405975e-05j),(-6.027892669009205e-07-4.214244872542009e-06j),(-2.0007226560176033e-18-1.426694238640642e-18j),(-6.771419322712643e-12-1.171463868033404e-09j),(7.647908497933304e-12-2.2383072690638995e-12j),(-1.2219502785308853e-07+6.418921303680138e-08j),(-2.543460929800667e-05+1.618271248653895e-05j),(-1.115370013387505e-11-3.707046849832276e-11j)
1.5,(-1.232743703178509e-11-4.0333169968922126e-11j),(-0.00010707005918428309-9.147742744374623e-06j),(1.267845272549522e-13-1.1202268589356102e-13j),(-2.7687277402006284e-05+3.7704301483351e-05j),(-8.139051433960693e-07-4.368548418531224e-06j),(-2.0352810906460093e-18-2.439630572060287e-18j),(1.0492082891679824e-10-1.2420945394355834e-09j),(7.307371013702547e-12-1.4338729728361883e-12j),(-1.3047187693767675e-07+8.328175307770168e-08j),(-2.2546754202059706e-05+1.9357436924739666e-05j),(-1.3943812541273992e-11-4.089370135713091e-11j)
1.51,(-1.5259344178557398e-11-4.442693430686236e-11j),(-0.00011211594771555713+3.1107563795361416e-06j),(1.2775229987052299e-13-1.4387655746487866e-13j),(-2.022569860213127e-05+4.1320263812640133e-05j),(-1.037290482640112e-06-4.515727422359968e-06j),(-1.7733496524953095e-18-3.702957430663676e-18j),(2.2931598680157421e-10-1.3057663203963832e-09j),(6.927129781401261e-12-6.946656561144321e-13j),(-1.3747907465893558e-07+1.0553271095935275e-07j),(-1.9248180520228824e-05+2.204750680852439e-05j),(-1.7082131917829762e-11-4.500597599377957e-11j)
1.52,(-1.8567377934466773e-11-4.8844227535321346e-11j),(-0.0001158021256204143+1.6443408567646923e-05j),(1.241084476743701e-13-1.797352164726113e-13j),(-1.2372966921928743e-05+4.3495165851214275e-05j),(-1.272757794426165e-06-4.655526162487149e-06j),(-1.0782970683588725e-18-5.196317145389182e-18j),(3.6708510386524317e-10-1.3610562975250292e-09j),(6.510082667570141e-12-1.856041962813493e-14j),(-1.427089085252791e-07+1.3119255140879177e-07j),(-1.561878542225769e-05+2.4196884957699613e-05j),(-2.0617596555124797e-11-4.9440701280209265e-11j)
1.53,(-2.23085670178911e-11-5.362282419758052e-11j),(-0.00011795977267961268+3.070069225622342e-05j),(1.146010429194548e-13-2.195053982875519e-13j),(-4.404052941865776e-06+4.420413655567846e-05j),(-1.5201235110563687e-06-4.787702748545814e-06j),(2.1580560142189644e-19-6.863656167897996e-18j),(5.18960033124159e-10-1.406236542133207e-09j),(6.058727982990964e-12+5.95531080536089e-13j),(-1.4556005276374962e-07+1.6049815449035144e-07j),(-1.174636707785379e-05+2.5762547529385226e-05j),(-2.4610111677523638e-11-5.423516693456628e-11j)
1.54,(-2.655204813709678e-11-5.880470957537934e-11j),(-0.00011843733977851773+4.571047736877967e-05j),(9.775431259940709e-14-2.6289956171332394e-13j),(3.4093040019600806e-06+4.3474636837424264e-05j),(-1.7791958561977725e-06-4.912018411356184e-06j),(2.3061659730200747e-18-8.597959874558355e-18j),(6.856913309395015e-10-1.4392005494744238e-09j),(5.575427823858875e-12+1.1476787314127903e-12j),(-1.4532176192215277e-07+1.9366297711834337e-07j),(-7.72458998014815e-06+2.671560616882846e-05j),(-2.913218126903125e-11-5.943066251752078e-11j)
1.55,(-3.138082892324536e-11-6.443624043735199e-11j),(-0.0001171030047796678+6.128017864857037e-05j),(7.184754376821485e-14-3.093502843552439e-13j),(1.0808630157369766e-05+4.138462058141355e-05j),(-2.0497592037564468e-06-5.0282282894898925e-06j),(5.421687947929587e-18-1.0220452161396424e-17j),(8.679876845008769e-10-1.4573837390419006e-09j),(5.062673745813382e-12+1.6369841589709314e-12j),(-1.4115542142095202e-07+2.308632282140562e-07j),(-3.650791198636151e-06+2.704214223587612e-05j),(-3.42707363630779e-11-6.507259897599615e-11j)
1.56,(-3.689376320957912e-11-7.056830432305708e-11j),(-0.00011384683379328303+7.719899916824834e-05j),(3.4906762982345036e-14-3.578974439196948e-13j),(1.7558233503032973e-05+3.8058729894043406e-05j),(-2.3315548863179295e-06-5.136074048577579e-06j),(9.820354473315682e-18-1.1452332689546696e-17j),(1.0664322293631311e-09-1.4576790428638508e-09j),(4.523354286453104e-12+2.0616697056820368e-12j),(-1.320734444586819e-07+2.722187128837185e-07j),(3.763404047672972e-07+2.6743730857792063e-05j),(-4.012918368005828e-11-7.121062367673124e-11j)
1.57,(-4.3207754944128804e-11-7.725647165870968e-11j),(-0.00010858270561484612+9.324021518992344e-05j),(-1.528089304998917e-14-4.070436978086851e-13j),(2.3453800731457852e-05+3.366263971699629e-05j),(-2.624258446253111e-06-5.235278670119477e-06j),(1.5781212072603507e-17-1.187657252864734e-17j),(1.2813700244224678e-09-1.4363497302320832e-09j),(3.9610211353099766e-12+2.4192142945146885e-12j),(-1.1691571638089767e-07+3.1776669584882293e-07j),(4.25917711864968e-06+2.5837633646819365e-05j),(-4.6829691483575807e-11-7.789872281412767e-11j)
1.58,(-5.046019335200078e-11-8.456113466975657e-11j),(-0.0001012499682846148+0.00010916360492584742j),(-8.111602297980165e-14-4.5457202460967476e-13j),(2.8331935662425736e-05+2.8395792381792683e-05j),(-2.927455751284198e-06-5.325545747789242e-06j),(2.3587038075173667e-17-1.0886538854366842e-17j),(1.5127446828524993e-09-1.3890392227842143e-09j),(3.3801265280050846e-12+2.7068505541285443e-12j),(-9.432299026277776e-08+3.674257957771924e-07j),(7.903678005808232e-06+2.4356873331098403e-05j),(-5.451571927829151e-11-8.519531133066241e-11j)
1.59,(-5.881162506849449e-11-9.254764880100356e-11j),(-9.181492684746603e-05+0.00012471778761280318j),(-1.6507788906709024e-13-4.973277158217049e-13j),(3.207257054818649e-05+2.2480037748149955e-05j),(-3.240605325376214e-06-5.406551686984388e-06j),(3.349202156001814e-17-7.617881303787406e-18j),(1.7599302410940985e-09-1.3106811436264206e-09j),(2.786193233797122e-12+2.9214684253587972e-12j),(-6.270974249677654e-08+4.209472751364674e-07j),(1.122213656761738e-05+2.23494797595792e-05j),(-6.335478370087527e-11-9.31633211014397e-11j)
1.6,(-6.844862895582285e-11-1.0128651876999843e-10j),(-8.02726749863452e-05+0.00013964221824658868j),(-2.6953398565933183e-13-5.309786964531123e-13j),(3.459716725359981e-05+1.615258162532153e-05j),(-3.5629981974183197e-06-5.47794675208621e-06j),(4.566671576783064e-17-8.58993072801595e-19j),(2.021523827920213e-09-1.1952392665642544e-09j),(2.1861962852013006e-12+3.059372768102205e-12j),(-2.0241667727747666e-08+4.778557284384278e-07j),(1.4135298936441611e-05+1.987695367581975e-05j),(-7.354143374520204e-11-1.0187031447674e-10j)
1.61,(-7.95868194458114e-11-1.1085363915394559e-10j),(-6.664867039759742e-05+0.0001536697813968196j),(-3.9643714681496235e-13-5.497486779658918e-13j),(3.587663250407065e-05+9.658678684863147e-06j),(-3.8937303785263306e-06-5.539371557170916e-06j),(6.010591633970724e-17+1.1066278064191035e-17j),(2.295022881601456e-09-1.0358639898506922e-09j),(1.5887199406630721e-12+3.117468439539803e-12j),(3.518745189343474e-08+5.373698633689867e-07j),(1.657453905190452e-05+1.7013468224650398e-05j),(-8.530038328550549e-11-1.1138867402099408e-10j)
1.62,(-9.247392144756883e-11-1.2133069449409497e-10j),(-5.100043058421256e-05+0.00016652939861864753j),(-5.46871099354738e-13-5.461628939099908e-13j),(3.59317855089698e-05+3.240958575690149e-06j),(-4.231665601743004e-06-5.590468010953967e-06j),(7.64808361639128e-17+3.0449501072923404e-17j),(2.57648934525171e-09-8.24931959883616e-10j),(1.0039400232398637e-12+3.093738868543287e-12j),(1.0597062969537182e-07+5.983028555736659e-07j),(1.848404490734954e-05+1.3844207631722421e-05j),(-9.888971658389494e-11-1.2179595233050438e-10j)
1.6300000000000001,(-1.0739278303788255e-10-1.328058324651896e-10j),(-3.3419305681936896e-05+0.00017794890590866897j),(-7.204046111458966e-13-5.108506562179325e-13j),(3.4831324116325784e-05-2.8710945844024747e-06j),(-4.575397001647434e-06-5.6308936310041784e-06j),(9.390674459782144e-17+6.038921877400648e-17j),(2.8601569435326214e-09-5.541516445700667e-10j),(4.434982685822335e-13+2.98775393318197e-12j),(1.9479009811509494e-07+6.58938261357743e-07j),(1.982278773324375e-05+1.046329185189828e-05j),(-1.1460404185062518e-10-1.3317551010095985e-10j)
1.6400000000000001,(-1.2466415064400554e-10-1.4537478393925023e-10j),(-1.4032303847978452e-05+0.00018765831872747751j),(-9.14216691323463e-13-4.324790587485951e-13j),(3.2687479432683475e-05-8.470921235848584e-06j),(-4.923209106424421e-06-5.660339140633741e-06j),(1.1058377128140613e-16+1.0503001195524641e-16j),(3.1379836293678047e-09-2.1476448680698537e-10j),(-7.975774341880824e-14+2.8011968412224432e-12j),(3.046000408556399e-07+7.168780585397522e-07j),(2.0566195015508963e-05+6.971308876596646e-06j),(-1.3277741758954657e-10-1.4561762784119216e-10j)
1.6500000000000001,(-1.446489702481793e-10-1.5914267101456585e-10j),(6.996092643062789e-06+0.00019539360507179416j),(-1.1219687562048528e-12-2.979273098442934e-13j),(2.964959409923146e-05-1.3383400067380962e-05j),(-5.273041745069616e-06-5.678548898224189e-06j),(1.2324878752877928e-16+1.698545582181668e-16j),(3.399158893831153e-09+2.0212680654003467e-10j),(-5.521925682993419e-13+2.5383762330345347e-12j),(4.38579942511478e-07+7.688600470103378e-07j),(2.0707443194616928e-05+3.472482909271563e-06j),(-1.5378581482755408e-10-1.5922134775611918e-10j)
1.6600000000000001,(-1.6774990387238895e-10-1.7422682380581615e-10j),(2.946222701448479e-05+0.0002009010841209895j),(-1.3324302150106868e-12-9.28524621299594e-14j),(2.5895979851060555e-05-1.7471642839199172e-05j),(-5.622457846153892e-06-5.685343410054384e-06j),(1.2634750218406981e-16+2.620307941048579e-16j),(3.629585533947509e-09+7.050669729253787e-10j),(-9.599750348170097e-13+2.206677775362169e-12j),(6.000459710118903e-07+8.10543194464016e-07j),(2.02582828392865e-05+7.152477274807636e-08j),(-1.7804880349799417e-10-1.7409738690233287e-10j)
1.67,(-1.9441166122373426e-10-1.9076101639208166e-10j),(5.312183771420387e-05+0.00020394255340245513j),(-1.527919614150078e-12+1.9715993852472048e-13j),(2.1624510381403473e-05-2.064171486627124e-05j),(-5.968617484696325e-06-5.680642834952376e-06j),(1.1079407789571688e-16+3.90809619625781e-16j),(3.811368785927427e-09+1.3015555157871926e-09j),(-1.289848597787494e-12+1.816898270070727e-12j),(7.92304512432601e-07+8.362618821301209e-07j),(1.924930954989477e-05-3.1297677614758e-06j),(-2.060300608430963e-10-1.903725579637355e-10j)
1.68,(-2.2511963918923822e-10-2.0890162559110378e-10j),(7.768910172476073e-05+0.00020430121926802168j),(-1.6827130637565737e-12+5.846323366529469e-13j),(1.704247952631183e-05-2.2845046067206753e-05j),(-6.3082608935072064e-06-5.664490020043412e-06j),(6.212472582211875e-17+5.679568881471343e-16j),(3.92236270030387e-09+1.997115003326758e-09j),(-1.5300663189583024e-12+1.383396616519462e-12j),(1.018428444109129e-06+8.387537567222157e-07j),(1.772959921953053e-05-6.036067954543388e-06j),(-2.382361906682526e-10-2.0819623357001066e-10j)
1.69,(-2.6039623351703275e-10-2.2883630212711986e-10j),(0.00010283640196075266+0.00020178846204342468j),(-1.7617025057972641e-12+1.0771816431394393e-12j),(1.235629737744233e-05-2.407843332041444e-05j),(-6.637703459801555e-06-5.637071240185196e-06j),(-4.2236896249779675e-17+8.081844022490509e-16j),(3.93584406961811e-09+2.7940886294807172e-09j),(-1.671453915132142e-12+9.23992181776504e-13j),(1.2809332754146474e-06+8.088714430042521e-07j),(1.576563806406273e-05-8.56211871468806e-06j),(-2.75213210762164e-10-2.2774948266163775e-10j)
1.7,(-3.0079403361899864e-10-2.50795804828025e-10j),(0.00012819511022511083+0.00019625140730196916j),(-1.7197605755681774e-12+1.6732603632917361e-12j),(7.76160481402995e-06-2.4381678151336657e-05j),(-6.952845933562838e-06-5.598732489981635e-06j),(-2.370140138878485e-16+1.1295154723242129e-15j),(3.820407221821195e-09+3.6901487183871916e-09j),(-1.7085370732858502e-12+4.595448950608984e-13j),(1.5813274271265061e-06+7.352961436864357e-07j),(1.343949747413906e-05-1.0636227954518901e-05j),(-3.175399071875348e-10-2.492575750280749e-10j)
1.71,(-3.4688492907269407e-10-2.7506965924662147e-10j),(0.00015335770714785954+0.0001875811979621514j),(-1.5024771910779833e-12+2.3565848303917006e-12j),(3.434358784066863e-06-2.383304572280668e-05j),(-7.249203130324677e-06-5.549988948731871e-06j),(-5.750115369362664e-16+1.5534782807397364e-15j),(3.540196640103557e-09+4.676521250600618e-09j),(-1.6406400007591516e-12+1.316528888465626e-14j),(1.9195094456520894e-06+6.042815249148957e-07j),(1.084623241934477e-05-1.2203492504495933e-05j),(-3.6581706360931246e-10-2.7300656651656914e-10j)
1.72,(-3.9924394247282127e-10-3.020262276677488e-10j),(0.0001778815736755107+0.0001757217692077114j),(-1.0491468940425286e-12+3.0894384342256877e-12j),(-4.7662269500257463e-07-2.2542862622990517e-05j),(-7.521954261884853e-06-5.491525166664608e-06j),(-1.1358294269003804e-15+2.104962529100053e-15j),(3.0556153785693832e-09+5.735967299715805e-09j),(-1.4728345877864025e-12-3.909712190428979e-13j),(2.2929859581546767e-06+3.994694761230927e-07j),(8.090520475402622e-06-1.3228562933636567e-05j),(-4.206513476193999e-10-2.99364606413986e-10j)
1.73,(-4.5842635899776094e-10-3.321375728062355e-10j),(0.00020129477861489465+0.00016067882216697687j),(-2.990476033017806e-13+3.8054613111201304e-12j),(-3.855262258312265e-06-2.0645683162674478e-05j),(-7.766017616783993e-06-5.42418367085696e-06j),(-2.0386399162061777e-15+2.8115020593645343e-15j),(2.3246606904476326e-09+6.840612233643188e-09j),(-1.2165985295797208e-12-7.291924983359774e-13j),(2.695889109773452e-06+1.0183525827173116e-07j),(5.282606301075143e-06-1.3697750522149135e-05j),(-4.826323741224348e-10-3.288084033399169e-10j)
1.74,(-5.249364577329232e-10-3.6600910794067284e-10j),(0.000223104146880269+0.00014252857759612482j),(7.97934386769622e-13+4.4031535961584605e-12j),(-6.6217001001119706e-06-1.8291538723223564e-05j),(-7.976151585187547e-06-5.3489401230381645e-06j),(-3.460911928291204e-15+3.701665580593396e-15j),(1.3050374980323159e-09+7.94977791799765e-09j),(-8.900320925960305e-13-9.802162787345463e-13j),(3.1177828414741457e-06-3.1016236923441783e-07j),(2.533672101055883e-06-1.362027877583797e-05j),(-5.523011764528051e-10-3.619548895345825e-10j)
1.75,(-5.9918588730165e-10-4.044133900662349e-10j),(0.0002428058173351618+0.00012142577472319979j),(2.2655467563751354e-12+4.742109567771424e-12j),(-8.733515555408597e-06-1.5636835472630373e-05j),(-8.147082938728713e-06-5.266863925941628e-06j),(-5.665843271371343e-15+4.802171086967345e-15j),(-4.282290713870409e-11+9.008049697804806e-09j),(-5.174928105249811e-13-1.1272323770878517e-12j),(3.5422656330835836e-06-8.601315429074926e-07j),(-4.9184695435822544e-08-1.3028499145389944e-05j),(-6.30108022183803e-10-3.9959747075507124e-10j)
1.76,(-6.814395158784409e-10-4.4832646707352783e-10j),(0.0002598983827001352+9.761027286565299e-05j),(4.080209820352736e-12+4.644872426382572e-12j),(-1.0184713460519685e-05-1.2835477860393853e-05j),(-8.273661814232506e-06-5.179064288916864e-06j),(-9.042542933293216e-15+6.133337169007526e-15j),(-1.7517662971810091e-09+9.943892647073772e-09j),(-1.2854005659054795e-13-1.1599978859522404e-12j),(3.945405203008337e-06-1.5728862667685458e-06j),(-2.3681242943193904e-06-1.197692731241869e-05j),(-7.163572600425941e-10-4.4274527324065843e-10j)
1.77,(-7.717465042512314e-10-4.989638816563758e-10j),(0.0002738985445925032+7.141152700446346e-05j),(6.146103366899316e-12+3.9080495447750065e-12j),(-1.1002644862749104e-05-1.0030766685262796e-05j),(-8.351041021386837e-06-5.086623204088988e-06j),(-1.4164865348563645e-14+7.702648407599196e-15j),(-3.842963210037352e-09+1.0669209617140703e-08j),(2.4386059241170257e-13-1.0767107407630516e-12j),(4.2940796868012494e-06-2.4730495346850677e-06j),(-4.339590684326989e-06-1.0540014542634545e-05j),(-8.111367600331384e-10-4.926624422783128e-10j)
1.78,(-8.69854525950078e-10-5.578117366673089e-10j),(0.00028435901571313406+4.3250157928661354e-05j),(8.269577190566515e-12+2.3266109201203295e-12j),(-1.1243168651264441e-05-7.348552221528793e-06j),(-8.374875150231056e-06-4.990518474049364e-06j),(-2.1877465926996602e-14+9.49673554583344e-15j),(-6.320163615485096e-09+1.108029050157331e-08j),(5.658417388561999e-13-8.853941494526168e-13j),(4.5443506380372575e-06-3.5829934569026705e-06j),(-5.898852537341646e-06-8.808648133555378e-06j),(-9.142296411654432e-10-5.509027767082658e-10j)
1.79,(-9.751056686963295e-10-6.266461627880419e-10j),(0.00029088816473261573+1.3635838837746064e-05j),(1.0138813736594317e-11-2.6537436399563716e-13j),(-1.0984474210614504e-05-4.892019197484878e-06j),(-8.34153259745235e-06-4.891541731452016e-06j),(-3.342141005710557e-14+1.147329917896841e-14j),(-9.163507602266111e-09+1.1060615819942344e-08j),(8.057174032921263e-13-6.04521040902263e-13j),(4.640054790238264e-06-4.920002295823546e-06j),(-7.0037011829724555e-06-6.885473035434283e-06j),(-1.0250065565945447e-09-6.193328193891394e-10j)
1.8,(-1.0863138268100413e-09-7.075322065350498e-10j),(0.00029317063974405947-1.6839210863962e-05j),(1.131759617463642e-11-3.93648966200513e-12j),(-1.0320065574673117e-05-2.7383489082917042e-06j),(-8.248311220229771e-06-4.790218099091895e-06j),(-5.061685155078124e-14+1.3557025843020536e-14j),(-1.2323464022918746e-08+1.0485922059620284e-08j),(9.374116274816027e-13-2.6264190073719046e-13j),(4.511870417159876e-06-6.492579940983746e-06j),(-7.636959080713979e-06-4.879237066847738e-06j),(-1.1422980677383033e-09-7.001340692482661e-10j)
1.81,(-1.2016256015886427e-09-8.027908032052042e-10j),(0.000290987942040349-4.751168399448719e-05j),(1.1264475099218083e-11-8.585322218729801e-12j),(-9.351447477752527e-06-9.373548627544341e-07j),(-8.093646078720676e-06-4.686735505648372e-06j),(-7.612720200774917e-14+1.5648314129332132e-14j),(-1.571570628376935e-08+9.231784372010615e-09j),(9.439056120480107e-13+1.0314623663849394e-13j),(4.077183617863757e-06-8.295888300031952e-06j),(-7.80749997104011e-06-2.89847500545674e-06j),(-1.2642488719907642e-09-7.957724657196203e-10j)
1.82,(-1.318370130250091e-09-9.149205048333818e-10j),(0.00028423767881455574-7.766391617649238e-05j),(9.389375757915682e-12-1.3862887611763162e-11j),(-8.181049189360305e-06+4.879653036045319e-07j),(-7.877295907407216e-06-4.580892422647919e-06j),(-1.1383797734110914e-13+1.7662132651584446e-14j),(-1.9217948508151473e-08+7.183702386760054e-09j),(8.203098997304887e-13+4.49941808242699e-13j),(3.2411394141130097e-06-1.0306402703233914e-05j),(-7.549569451589965e-06-1.044949286938702e-06j),(-1.388159139848197e-09-9.089211187697356e-10j)
1.83,(-1.432908049377767e-09-1.046459709964411e-09j),(0.00027295012804156747-0.00010654579961969425j),(5.157208628067826e-12-1.9107644872405588e-11j),(-6.9062737696932265e-06+1.5387120414189808e-06j),(-7.600507820059316e-06-4.472060918175732e-06j),(-1.6939379163741113e-13+1.9628376724353628e-14j),(-2.2670930712641915e-08+4.2469455847701854e-09j),(5.761085468788562e-13+7.329761713689308e-13j),(1.8992910194227947e-06-1.2475987883637132e-05j),(-6.920325553407002e-06+5.926399651266376e-07j),(-1.5103231825272857e-09-1.0423210165707619e-09j)
1.84,(-1.5404956897758364e-09-1.1997757160891512e-09j),(0.00025730037444016596-0.00013340164061658916j),(-1.7593029910011059e-12-2.331887923225838e-11j),(-5.615103925216778e-06+2.2375056562195293e-06j),(-7.26614261934804e-06-4.359187530241767e-06j),(-2.509466548758372e-13+2.1908004438193576e-14j),(-2.5883150941043158e-08+3.535178826761128e-10j),(2.3594049756807934e-13+9.102328495883547e-13j),(-5.7704094168662175e-08-1.4725842294525992e-05j),(-5.995748470926166e-06+1.9441783117083416e-06j),(-1.625882144609756e-09-1.1985649465034794e-09j)
1.85,(-1.635188720059126e-09-1.376769353817665e-09j),(0.0002376142954616717-0.00015750114704681984j),(-1.1288668860071108e-11-2.5199970147283586e-11j),(-4.380013180188508e-06+2.624808223226842e-06j),(-6.878662802020619e-06-4.24087647796916e-06j),(-3.701785185900445e-13+2.561789744607411e-14j),(-2.863336021818188e-08-4.52223367810728e-09j),(-1.603701365063016e-13+9.471588098278612e-13j),(-2.7370402966033643e-06-1.6940909342987937e-05j),(-4.864918149065867e-06+2.9624953046870216e-06j),(-1.7287151056823235e-09-1.3797930885551644e-09j)
1.86,(-1.709816474949708e-09-1.5784926343511397e-09j),(0.00021436765202022327-0.00017817264092257146j),(-2.2761023226561816e-11-2.3302334785204104e-11j),(-3.255567095479591e-06+2.7518205669555463e-06j),(-6.444095094294602e-06-4.1154696212453664e-06j),(-5.436611807431939e-13+3.340651787257632e-14j),(-3.0680704988525043e-08-1.0354548524675526e-08j),(-5.591934220396349e-13+8.225232096064882e-13j),(-6.2342009658075125e-06-1.8965380300235766e-05j),(-3.6231945329875654e-06+3.6258250977399235e-06j),(-1.8114011025128662e-09-1.5872957057043272e-09j)
1.87,(-1.7560644489581067e-09-1.8046867626828254e-09j),(0.00018817666077293915-0.00019483713009842545j),(-3.475066208363299e-11-1.6289777720699265e-11j),(-2.278159639758732e-06+2.675010930057128e-06j),(-5.969910284242298e-06-3.9811784029409455e-06j),(-7.945988267580483e-13+5.079946103830884e-14j),(-3.177803573742339e-08-1.7058597715481952e-08j),(-8.969131246738183e-13+5.344331363012547e-13j),(-1.0620831645350753e-05-2.0600375184633143e-05j),(-2.364993375196271e-06+3.9382011375888895e-06j),(-1.865291750669411e-09-1.8210299142184911e-09j)
1.8800000000000001,(-1.7647064967576893e-09-2.0532642204615393e-09j),(0.0001597796606430716-0.00020704082702939643j),(-4.502945492480368e-11-3.318367778506563e-12j),(-1.4670899376009361e-06+2.4512473054533396e-06j),(-5.464820571593188e-06-3.836246541087641e-06j),(-1.1549513856713953e-12+8.843027294622004e-14j),(-3.168807679741857e-08-2.448670628497538e-08j),(-1.1064711306009075e-12+1.055859988741963e-13j),(-1.5930430576580245e-05-2.160482336598312e-05j),(-1.176748818550941e-06+3.927717975328208e-06j),(-1.8807382830908448e-09-2.0790740214139508e-09j)
1.8900000000000001,(-1.7260261164596754e-09-2.31977858941002e-09j),(0.00013000999846465093-0.0002144836112628501j),(-5.0706425108028505e-11+1.55111734048961e-11j),(-8.266941979117645e-07+2.1337814282779185e-06j),(-4.938499573972542e-06-3.6791308149079336e-06j),(-1.6678367135106348e-12+1.6558825323258937e-13j),(-3.0201159147896626e-08-3.24296587529221e-08j),(-1.126707543112797e-12-4.1347972341030625e-13j),(-2.214260836674385e-05-2.170060102973044e-05j),(-1.3073040652963064e-07+3.642791286538272e-06j),(-1.8475153058579165e-09-2.3570638196859913e-09j)
1.9000000000000001,(-1.6304559879514271e-09-2.5969479767816924e-09j),(9.976102928570687e-05-0.00021704089844963988j),(-4.861447080338742e-11+3.87181689440382e-11j),(-3.4919697194583627e-07+1.7692582236782952e-06j),(-4.401236382295876e-06-3.5086841869481386e-06j),(-2.3899316937227386e-12+3.1563648645280106e-13j),(-2.7152694156299555e-08-4.062373807314266e-08j),(-9.140049271483803e-13-9.445896233038156e-13j),(-2.916710854985488e-05-2.0582839750077804e-05j),(7.196812192403506e-07+3.146771665587629e-06j),(-1.7554735600382495e-09-2.6476786574359398e-09j)
1.9100000000000001,(-1.4694443068010502e-09-2.874318904438064e-09j),(6.994494347707233e-05-0.00021477659388004152j),(-3.596267137601669e-11+6.315700663597577e-11j),(-1.793226471419892e-08+1.3958169943272671e-06j),(-3.863541383706374e-06-3.324323483486601e-06j),(-3.39330771428915e-12+5.939498257101241e-13j),(-2.2438272041534866e-08-4.876342510526663e-08j),(-4.550026882620483e-13-1.3870040979448885e-12j),(-3.6829210448218276e-05-1.793600140807633e-05j),(1.3428001929223506e-06+2.5114625037029065e-06j),(-1.5954330494112346e-09-2.940267594087842e-09j)
