N,E [H]
1,-195.95576187437388
2,-195.98534140276027
3,-195.98864203987634
4,-195.994012267054
5,-195.99590855250094
6,-195.99591006402
7,-195.99666476454115
8,-195.996746188125
9,-195.9969284358821
10,-195.99749542200811
11,-195.99846975590856
12,-195.9985769774026
13,-195.99874398380481
14,-195.99877989148027
15,-195.99879287754092
16,-195.99881944356844
17,-195.99890375646814
18,-195.99926706404614
19,-195.99941226041867
20,-195.99959227663496
21,-195.99960004416127
22,-195.99963693211996
23,-195.99969715655152
24,-195.99999168230696
25,-196.00017180203187
26,-196.0002553711454
27,-196.0002670425166
28,-196.0003471998284
29,-196.00042277490368
30,-196.00052891303773
31,-196.00054667252374
32,-196.00060667294744
33,-196.00069677139817
34,-196.00074696008866
35,-196.0007579666668
36,-196.0007949964574
37,-196.00080964099604
38,-196.00082355327234
39,-196.00082544651568
40,-196.00084356967173
41,-196.0008471276511
42,-196.00085220974276
43,-196.00085806931895
44,-196.00085994704756
45,-196.000861361687
46,-196.00086583648226
47,-196.00086693960137
48,-196.00086767177297
49,-196.00086975417702
50,-196.00087947186583
51,-196.00088188365257
