N,E [H]
1,-14.562399207450502
2,-14.605338919361433
3,-14.606562431922862
4,-14.620423540021957
5,-14.625283084227929
6,-14.625317423697279
7,-14.625347990362933
8,-14.625484227219868
9,-14.625501328841105
10,-14.625514189625907
11,-14.625653787337642
12,-14.626133890465784
13,-14.626818173946777
14,-14.629467601276218
15,-14.629618606916289
16,-14.62971367461755
17,-14.630001738862518
18,-14.630079380695342
19,-14.630118113393246
20,-14.630133859924026
21,-14.630316735912928
