N,E [H]
1,-14.634822466962717
2,-14.641089200386208
3,-14.648427703979849
4,-14.651447824959192
5,-14.652740652484768
6,-14.654477669879535
7,-14.65616558408573
8,-14.656616111383919
9,-14.657408104191589
10,-14.658500098097377
11,-14.65873278312449
12,-14.659813743598738
13,-14.660164521415641
14,-14.660695826415592
15,-14.661199467337823
16,-14.661321035554629
17,-14.661501803494575
18,-14.661575032773081
19,-14.66157504485786
20,-14.661678655954686
21,-14.66180664314525
22,-14.661987768976203
23,-14.662000734884437
24,-14.662029030144733
25,-14.662115383398051
26,-14.662130698887008
27,-14.66214589905201
28,-14.662216662343708
29,-14.662246266876402
30,-14.662257095729482
31,-14.662277877141243
32,-14.662345639186025
33,-14.662369527618177
34,-14.662372745729614
35,-14.662375394741531
36,-14.66238367859521
37,-14.662415399537785
38,-14.66241738061326
39,-14.662443977933528
40,-14.662446318735318
41,-14.662470075577792
42,-14.662476443302083
43,-14.662489861959703
44,-14.66249601568013
45,-14.662519523824505
46,-14.662521059269075
47,-14.662522880990636
48,-14.662532142685519
49,-14.662533581139092
50,-14.662549831655763
51,-14.662550700580448
