N,E [H]
1,-15.539827076633653
2,-15.54285317174808
3,-15.547310655305104
4,-15.549017080732185
5,-15.552096939439048
6,-15.552944525917988
7,-15.553936047728495
8,-15.554666121137391
9,-15.555594576499328
10,-15.558063136669528
11,-15.558404363757957
12,-15.559507876802524
13,-15.560002947577622
14,-15.561051868707608
15,-15.562064061086502
16,-15.562378817856999
17,-15.562972402223597
18,-15.563239993613966
19,-15.56422676383407
20,-15.564538917574943
21,-15.565067596197174
22,-15.565467067327177
23,-15.565477111712125
24,-15.565736407693228
25,-15.565802010384026
26,-15.56611913819697
27,-15.567073303940804
28,-15.56738705166475
29,-15.567559723182706
30,-15.567825773502928
31,-15.56832258578677
32,-15.568424566026696
33,-15.568743053251968
34,-15.56906840874992
35,-15.569194839734843
36,-15.569260797337698
37,-15.56933207336761
38,-15.569589620421345
39,-15.569798020022064
40,-15.570062653875238
41,-15.570163685532584
42,-15.570234969735477
43,-15.570449559340775
44,-15.570596426218751
45,-15.570764707359313
46,-15.570908850002988
47,-15.571011697558566
48,-15.57119586349311
49,-15.571288604965181
50,-15.571426322311178
51,-15.571525852753537
