t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
0.97,(0.7249162597803946-0.22118807072882712j),(6.886655592908978e-05-7.707905737128678e-05j),(0.0011162630493952964-0.000446835580417807j),(-2.707660910294487e-09-3.290735081715775e-10j),(-0.17597116842672955+0.1612405468269581j),(0.7635768542972273+0.5372150269488406j)
0.98,(0.29435897108684406-0.6658287151192148j),(4.588212991883734e-06-0.000116899824169871j),(0.0007828740431570629-0.0009898864927160617j),(-2.5708889275938954e-09-1.2639584906150096e-10j),(0.015325034149679562+0.234772572804487j),(0.9173545286448075-0.17714594812622636j)
0.99,(-0.29677563574914156-0.6319762375874668j),(-7.326918955988094e-05-0.000107955693534807j),(0.0001354327877805094-0.0013257239016452073j),(-2.510384447825681e-09+3.97701060484569e-11j),(0.18632826427066584+0.13530329252150788j),(0.5071836301397389-0.7810184990894605j)
1.0,(-0.6442149736176439-0.1847536255438766j),(-0.00013089156819469058-5.4027340711476444e-05j),(-0.0006913328595461978-0.001252678630910565j),(-2.5345271334612237e-09+1.7772956232030101e-10j),(0.21859361106537933-0.05138247323492179j),(-0.20933952368688186-0.9006244035762426j)
1.01,(-0.5425341949884827+0.348283039652814j),(-0.00014696552127101673+2.1116219661013885e-05j),(-0.0014255616619709974-0.0006566422120549113j),(-2.6616562130301677e-09+2.938445544966324e-10j),(0.10492288954797957-0.19187908139107918j),(-0.7859405521106316-0.46840160804496667j)
1.02,(-0.09379481015406688+0.6144471175447845j),(-0.00012130831647991434+8.828538254022146e-05j),(-0.001715762019546395+0.00038851193064918664j),(-2.925375265245161e-09+3.928662714456954e-10j),(-0.06708448504943423-0.20217525614382859j),(-0.8701065932745832+0.23924012821458873j)
1.03,(0.3849850380348721+0.4610284855897829j),(-7.045508524389048e-05+0.00012813114741677635j),(-0.0012662503669461406+0.00155924469955686j),(-3.3827716634663246e-09+4.755405868805545e-10j),(-0.1873062332201767-0.09003177216813575j),(-0.42154708342441644+0.7803691764808165j)
1.04,(0.5820614954474292+0.016913226160932604j),(-1.510327226918259e-05+0.0001368276161092846j),(-2.374857938333328e-05+0.0023257904618920865j),(-4.1298314822393284e-09+5.348498293595599e-10j),(-0.19201805166668773+0.06727059937958868j),(0.26783514013786897+0.8262634803827338j)
1.05,(0.3884170144269581-0.41265154068152105j),(2.974888868467196e-05+0.00012196491149682131j),(0.0016736112682095847+0.002141749565349994j),(-5.33086937068155e-09+5.52980348214208e-10j),(-0.08970860911132995+0.17892763445853804j),(0.7643798033245354+0.36651525821531283j)
1.06,(-0.04921549867677805-0.5507178997591631j),(5.76007642700789e-05+9.550731010952418e-05j),(0.0031040020202201726+0.0007422479235375721j),(-7.26924936966317e-09+4.997473768838612e-10j),(0.056672609931695136+0.18961265780402856j),(0.7706247856359297-0.294360167849746j)
1.07,(-0.4338206169404787-0.3218724337418612j),(6.978767288180027e-05+6.763542660487279e-05j),(0.0033998145690715396-0.001582358931434219j),(-1.0431371363849714e-08+3.2557646914522787e-10j),(0.16898169515953176+0.10077755472111566j),(0.30595632805184886-0.7399590319168554j)
1.08,(-0.5178965394515692+0.10677233417050969j),(7.120560916276759e-05+4.3683732404538434e-05j),(0.001987146621085663-0.003920801557712676j),(-1.5653023461732084e-08-2.470498694745381e-11j),(0.19320607765552855-0.03793960987879949j),(-0.31890605537820244-0.706538477015478j)
1.09,(-0.26136717754477534+0.44810771856815107j),(6.659854188307503e-05+2.5157407745744625e-05j),(-0.0009751761476986234-0.005035325449269296j),(-2.4334750197222935e-08-4.900973182957605e-10j),(0.1207846930807853-0.15744693750973598j),(-0.7083870584206757-0.24140646957904943j)
1.1,(0.15534841008067293+0.48468323666825747j),(5.942904527002577e-05+1.1905035609411418e-05j),(-0.004451021287690085-0.003946068817047822j),(-3.8729356384296674e-08-6.721942834658721e-10j),(-0.012307242727489662-0.2008990159552163j),(-0.635201240267406+0.3404747711609484j)
1.11,(0.4542786381593665+0.20538240141332434j),(5.177245698624801e-05+2.6393809096769858e-06j),(-0.0068279860938273455-0.0005352272427399928j),(-6.231092811856783e-08+6.30437718597168e-10j),(-0.14315059457953602-0.14720519234253931j),(-0.17550745065089315+0.6699912984656456j)
1.12,(0.4475997972432359-0.19389083519145256j),(4.440018890483382e-05-3.934089136309001e-06j),(-0.006630679995563296+0.004165462704646445j),(-9.985795372443227e-08+6.514217358422567e-09j),(-0.2097197260150289-0.01948061299926518j),(0.35783521780234473+0.5599669992243234j)
1.1300000000000001,(0.15476533101058504-0.4505376939935105j),(3.753853801670566e-05-8.62621170401351e-06j),(-0.0032924913662862286+0.008265946136281375j),(-1.5691755095910283e-07+2.3248364696444777e-08j),(-0.17757379177050475+0.12476131920536222j),(0.626979614287398+0.11099412917754437j)
1.1400000000000001,(-0.22193622984871111-0.4063851806338157j),(3.126609238835113e-05-1.1983115157940294e-05j),(0.002424907166606561+0.009761427845465036j),(-2.3939831862964726e-07+6.156987407922397e-08j),(-0.05606807877165651+0.21709754988801297j),(0.4834670812110615-0.3706266418984122j)
1.1500000000000001,(-0.4345457817671313-0.10671787264057025j),(2.5434221821039056e-05-1.430275564448234e-05j),(0.008567920310538678+0.007417749437960647j),(-3.5134688049290355e-07+1.3858243001216044e-07j),(0.10185931812144941+0.20834264907125288j),(0.049640471961593435-0.5798796946302583j)
1.16,(-0.35759769255902757+0.23943932480442232j),(1.9972248129277675e-05-1.5648592111876934e-05j),(0.012686108592975278+0.0013830008543574438j),(-4.92287866227365e-07+2.778794685151004e-07j),(0.220423540033306+0.09461217028137572j),(-0.3776872126872486-0.40722455673059516j)
1.17,(-0.06022041051998575+0.40706092286218265j),(1.492555101880791e-05-1.6082144883671933e-05j),(0.012722760619252451-0.006746539032698252j),(-6.555279701339608e-07+5.109001762974981e-07j),(0.2359254926074899-0.07551149580626063j),(-0.5296407776650913+0.006306753200983985j)
1.18,(0.2492291259461456+0.30041625754583506j),(1.0375677313535696e-05-1.5669132044540465e-05j),(0.00778529957804905-0.01437126455285445j),(-8.242218832077064e-07+8.780752785264437e-07j),(0.1310460269721711-0.21866215520751128j),(-0.3338248485470464+0.37892977592618016j)
1.19,(0.36745291508720507+0.011758230468471468j),(6.467194709612474e-06-1.4502469472301591e-05j),(-0.0015078048707748526-0.018684656511176404j),(-9.685049879875217e-07+1.4294442118211057e-06j),(-0.048631510406892564-0.25654911214716064j),(0.05573205082357496+0.47819659062131975j)
1.2,(0.23382808348336842-0.25279717601283036j),(3.340485573836547e-06-1.2769602359581169e-05j),(-0.013170202207322687-0.01741764272429569j),(-1.0386042417894293e-06+2.231097744364835e-06j),(-0.21187324343323846-0.16098051013747472j),(0.3748239976860443+0.2647514638295686j)
1.21,(-0.03988224102814683-0.31795235306577513j),(1.0465366618768743e-06-1.0715697475657267e-05j),(-0.024299280118936232-0.009356944119901279j),(-9.539798562046528e-07+3.3685361085888185e-06j),(-0.2683566247834273+0.02451549223378585j),(0.4262246718736173-0.09809625131370889j)
1.22,(-0.2515575321768865-0.15576257332636134j),(-4.478017449892187e-07-8.5918647082743e-06j),(-0.03167568248337781+0.0056624510337660245j),(-5.885652983165241e-07+4.9574851847823315e-06j),(-0.18099369596942358+0.20154347302261735j),(0.20072221627756898-0.36539260355512665j)
1.23,(-0.25316072825333474+0.0971522684761095j),(-1.2546567218883381e-06-6.613576243343209e-06j),(-0.03177681154658258+0.027463428379872337j),(2.688215436572232e-07+7.161274433439977e-06j),(0.006130141757779426+0.27014451876128937j),(-0.132890723454264-0.3746949388638835j)
1.24,(-0.057129537793189133+0.23948729884928116j),(-1.539086286437724e-06-4.923834061900212e-06j),(-0.01883627872302927+0.05677522577232453j),(1.992675774915281e-06+1.019556029778493e-05j),(0.18872761457633538+0.18950438794636196j),(-0.35153047178689845-0.14280930569869535j)
1.25,(0.1609140683720581+0.14561664230394533j),(-1.484827629082748e-06-3.583220245699514e-06j),(0.026668307319298958+0.0953918543952243j),(5.243068389405769e-06+1.4320363537663846e-05j),(0.2624240523319055+0.005455824695367373j),(-0.3250006281066393+0.16057154297591542j)
1.26,(0.13663489251133482-0.07956516515346873j),(-1.2565283643461228e-06-2.5881071795074872e-06j),(0.17294867308023926+0.07836945002018685j),(1.121947955569881e-05+1.9702513488778718e-05j),(0.18647261070774956-0.17429374971467035j),(-0.09127769723380222+0.3344464501106453j)
1.27,(-0.0009783884086972533-0.0711221572329983j),(-9.569151948672304e-07-1.8698272730763926e-06j),(0.19570557520550513-0.18132994906696331j),(2.203202112025704e-05+2.6284648859465955e-05j),(0.010217250683511397-0.24566071165527784j),(0.18177445212630522+0.27764816029750694j)
1.28,(-0.02021304107504877-0.026787006345215893j),(-6.60997387437436e-07-1.3572231397226774e-06j),(-0.06144940786827897-0.2958063691672837j),(4.0967914563104714e-05+3.34965466708307e-05j),(-0.1579496574282779-0.17300264262079962j),(0.3146770765829388+0.04583178519521158j)
1.29,(-0.016776567681447682-0.008098445172018853j),(-4.0550183619329733e-07-9.989844762762159e-07j),(-0.30293550754477055-0.13671884009419724j),(7.369779304521826e-05+3.797379855537644e-05j),(-0.22039676391071547-0.010017810631168338j),(0.23294081674583944-0.19702463647643212j)
1.3,(-0.011577101580661518-0.00056862571237936j),(-2.0258125387080342e-07-7.474111276427007e-07j),(-0.3221245425932812+0.16736707899272332j),(0.00012744112408341095+3.0070876935358532e-05j),(-0.15104373407759683+0.13894189849805533j),(0.00642064203797788-0.29308218159889304j)
1.31,(-0.007560202475920621+0.002310110753470902j),(-5.016210996449934e-08-5.66729749095932e-07j),(-0.0823460651316662+0.3859567091835755j),(0.00020585797536880123-1.1592958515268388e-05j),(-0.0065384758133791715+0.18826074691340228j),(-0.20729324736509805-0.19145487162671995j)
1.32,(-0.004883149831261338+0.003293271258914727j),(6.160271648519061e-08-4.314356878611544e-07j),(0.26120955940872703+0.33798381792581816j),(0.00029459097262216365-0.00012206168320373653j),(0.11737637941627194+0.12330999055350864j),(-0.27072378944321235+0.027515075464329547j)
1.33,(-0.00319126165709727+0.0036270246587688333j),(1.443670434122511e-07-3.240799923587091e-07j),(0.4595084982219959+0.02476265884027079j),(0.0003414210863160726-0.0003354460047068948j),(0.15113056871861222+0.0018613066971227069j),(-0.1532511761212679+0.21357403147960363j)
1.34,(-0.0020840547516287984+0.00388965247267301j),(2.084279634319082e-07-2.3289740090934418e-07j),(0.3446034284799653-0.35333439941023803j),(0.0002490415655983721-0.0006462120056409008j),(0.0928107453262295-0.09317287876259678j),(0.056678494658277026+0.24795751880412187j)
1.35,(-0.001198908813027678+0.0043662918876337005j),(2.6193858817187997e-07-1.4872963782330315e-07j),(-0.038452856996099904-0.5259472536643788j),(-9.13789154617384e-05-0.0009592588445861787j),(-0.002095063094748842-0.11167574702371j),(0.21646408971398642+0.11799649696744477j)
1.36,(-0.00013792637841734034+0.005273559314884197j),(3.1155645134219634e-07-6.207594870181243e-08j),(-0.44453441047126646-0.34261452138154125j),(-0.0007160684666517672-0.001074212512410025j),(-0.06741621439140097-0.062421349600570365j),(0.22509062760509227-0.08157084554673721j)
1.37,(0.0019126201455217165+0.006806095444737239j),(3.6242187078230184e-07+3.718624374005487e-08j),(-0.5850637273660915+0.10701613622352474j),(-0.0014948113663279688-0.0007492604743035557j),(-0.07201152804682726+0.004320535144928875j),(0.08567349099957436-0.21667782360737445j)
1.3800000000000001,(0.0069921975930317525+0.00821819517715321j),(4.18003977775054e-07+1.6035929983832903e-07j),(-0.3310890327481113+0.5329723250309758j),(-0.002097471098426753+0.00015913602876883133j),(-0.034439436720984457+0.03988958235622551j),(-0.10289594151329176-0.2026551140546898j)
1.3900000000000001,(0.016790034869422026+0.0038447127059561027j),(4.808941281266634e-07+3.208501126733212e-07j),(0.17873935455549855+0.6342652615678052j),(-0.0020762289888116184+0.0015346751200980581j),(0.0011327686910419664+0.03463310502715436j),(-0.2150234001699186-0.056006115416737084j)
1.4000000000000001,(0.02059708997075768-0.014092461974685548j),(5.537223873970538e-07+5.31222796161043e-07j),(0.6148820186511111+0.31127984636735556j),(-0.001078285481212764+0.002910188669804083j),(0.012330468134173335+0.017064246561263294j),(-0.18071946303285424+0.12134689299262776j)
1.41,(0.0025133252626637244-0.0310505019397641j),(6.273941800609194e-07+8.067030443780654e-07j),(0.6728583703001416-0.25035247606998917j),(0.0008786773633082481+0.0035702505229457584j),(0.011669234411231931+0.006808833066623129j),(-0.028439086168287678+0.21178261350092425j)
1.42,(-0.02516279182156844-0.02453643448648482j),(6.916258099432677e-07+1.17351427391928e-06j),(0.28427195591058446-0.6883843451449885j),(0.0032552412893081277+0.002823029712587571j),(0.009576550607626992+0.001885196053570713j),(0.13737394360324856+0.15909709460698357j)
1.43,(-0.037227774297786134+0.003194532334918834j),(7.176395812015339e-07+1.6681501511341854e-06j),(-0.3207210436811794-0.6993543203726361j),(0.004994462790230742+0.000400017560584114j),(0.007780714790820854-0.0009791915280221981j),(0.20722625315579285+0.002704910440529269j)
1.44,(-0.02294909128841279+0.030554278741161223j),(6.536791540912064e-07+2.3502950874114554e-06j),(-0.7512214413224275-0.24935545052971286j),(0.004862409082298863-0.0031493268153018235j),(0.006087921746251513-0.003042137646159809j),(0.13789322764008854-0.15147591607892677j)
1.45,(0.006928286093981655+0.03738087164854904j),(4.067001347712272e-07+3.310278493552443e-06j),(-0.7127905820081396+0.3881392470507638j),(0.002103156552906172-0.0063294158337764j),(0.004179843086443601-0.004587355033492994j),(-0.021599448313008612-0.20181657587453677j)
1.46,(0.031147515168752794+0.02001770747896913j),(-1.8792690969403654e-07+4.679415267767402e-06j),(-0.20868503186522902+0.8031967249283467j),(-0.0028048009798778894-0.0071154073495529185j),(0.001946644349038634-0.005492258617043402j),(-0.16417685446411812-0.116972301090667j)
1.47,(0.03442886691469776-0.008267205291119059j),(-1.4192823494940819e-06+6.652709823165974e-06j),(0.45185006890762425+0.7151105350188113j),(-0.007754741236218053-0.004006365775394583j),(-0.00045834962510369-0.005545798271458451j),(-0.1955391929194798+0.044987203770040674j)
1.48,(0.01709412470428035-0.028606674088362673j),(-3.808150572339146e-06+9.524678745381825e-06j),(0.8437637889926899+0.16221472178564134j),(-0.009546473903507217+0.0025900597019811056j),(-0.0026796584713871044-0.004639803962273806j),(-0.09587039355130422+0.1756882378967278j)
1.49,(-0.007553444685342095-0.030025831907106552j),(-8.30285723224878e-06+1.373480213488123e-05j),(0.7049133331129378-0.5103835023533505j),(-0.005710621867035733+0.009525389370977872j),(-0.004283668804416078-0.002901325493612667j),(0.06776545781905777+0.1882706373084856j)
1.5,(-0.024239092660820413-0.01492029610530912j),(-1.6642667955268165e-05+1.9903456216689713e-05j),(0.11251244654045511-0.8723595216074305j),(0.003061642068298804+0.011947417985852533j),(-0.004950260867754978-0.0006994191066723343j),(0.18621814897150013+0.07443669715497866j)
1.51,(-0.02535892596120174+0.005339501136645509j),(-3.221852443062456e-05+2.9020776928142775e-05j),(-0.5628506114545817-0.6849460514621698j),(0.011861374593383964+0.006501047347249315j),(-0.004601642049045387+0.0014898560726990034j),(0.18014194723802124-0.09030078946675682j)
1.52,(-0.013579977554796648+0.019072364719013853j),(-6.211860580510355e-05+4.2631108868255515e-05j),(-0.88848119247779-0.059284932248828165j),(0.013753929958105975-0.004984472129196458j),(-0.0033938478326253014+0.0032352168203171384j),(0.05239253609199311-0.19608862225436507j)
1.53,(0.002321769485654955+0.020920474623869798j),(-0.00012229539539742923+6.227974865203294e-05j),(-0.6529194736144325+0.6076997627292988j),(0.00520758772058256-0.014738258934080107j),(-0.0016459999872784226+0.004251858459954058j),(-0.1130091707856551-0.17091222705761858j)
1.54,(0.013852299692126695+0.012811146407918524j),(-0.00025240338115151183+8.373689808355824e-05j),(-0.004461441249018816+0.8916221485194912j),(-0.009208280075361026-0.013828063474994679j),(0.0002672165302317587+0.004443358756769384j),(-0.20521960441341763-0.029144088866809928j)
1.55,(0.016859463946283217+0.0008039829115369353j),(-0.0005722659665006021+6.098038655684889e-05j),(0.6450598529345549+0.6111660216337846j),(-0.017899838970008557+8.048919113023273e-05j),(0.0020131741168910424+0.0038747352919613117j),(-0.16011108111186861+0.13610053452964752j)
1.56,(0.012145689365000593-0.008980306169927444j),(-0.0014476798637885267-0.0005254348887931821j),(0.8815733736429178-0.05242478455005123j),(-0.010243557173204569+0.018485855109048932j),(0.003342842566519774+0.002711304308500816j),(-0.004398918359680611+0.21349351105684153j)
1.57,(0.003491986709345213-0.01310087718062747j),(0.000577037564883118-0.0025743768552374886j),(0.5597046112552734-0.673812296334333j),(0.009005957284940944+0.02658022776377014j),(0.004105751641465395+0.0011465795484042454j),(0.15980996754293614+0.147576015892375j)
1.58,(-0.004645020116376478-0.011239106445321013j),(0.0009754837050551141-0.0007851499132174014j),(-0.10937932239450071-0.859653577202224j),(0.030024714293230257+0.008923084083795163j),(0.004175942244084933-0.00047163645202968343j),(0.2209915939639149-0.022232995863881264j)
1.59,(-0.009309608770151728-0.005691055887965062j),(0.0006778405607517337-0.00044720498863348615j),(-0.6947065970262272-0.4990080446748586j),(0.03136557992015149-0.023670448050254526j),(0.003669091899655776-0.0018725462610477462j),(0.1328429665169074-0.18440360318038143j)
1.6,(-0.009775034281618923+0.0005883810810539199j),(0.0005013318998926467-0.00038809036216442806j),(-0.8249662243899605+0.16767839188371852j),(0.0023072216599502385-0.04930413245768392j),(0.002752136787108099-0.0029032878382337906j),(-0.05136936403270269-0.22727498026948195j)
1.61,(-0.007015842478163859+0.005291302293393802j),(0.0003773481385118742-0.0004059129015674752j),(-0.427869480975895+0.7060750597830878j),(-0.04336131152668988-0.042442073719843855j),(0.0016115996903415708-0.0034774336959794215j),(-0.20983885875499178-0.11512305131363157j)
1.62,(-0.002795182524206503+0.007360285917170263j),(0.0002630300894828688-0.0004524721122098445j),(0.22562119395596658+0.7758450421363909j),(-0.07278802332887649+0.003322403803721008j),(0.0004314280896066669-0.00358242963927136j),(-0.23183723236056142+0.08331409925465127j)
1.6300000000000001,(0.001203397389834924+0.0069240949560138414j),(0.00013405890038650363-0.0005062418754542609j),(0.7087035971728839+0.34851005478892433j),(-0.05647782616981517+0.06439055234447044j),(-0.0006254378329989364-0.0032744213742241525j),(-0.09401123959457278+0.23609214863051345j)
1.6400000000000001,(0.00391011667181487+0.004858150824255848j),(-2.59186689628786e-05-0.0005483476161095339j),(0.7162926489790429-0.2841949040510842j),(0.00740872412125286+0.0984768958698493j),(-0.0014380954104495026-0.002662240501867665j),(0.11845800367732182+0.23444252428000334j)
1.6500000000000001,(0.005013691773235011+0.0022317335136244486j),(-0.00022613170806997304-0.0005527416809124244j),(0.2615987468101136-0.7043266455217891j),(0.08490627357164388+0.07289262009909282j),(-0.0019456761016337536-0.0018816148717396425j),(0.26314995144750875+0.06885364774702177j)
1.6600000000000001,(0.004774815199146382-0.0001136995028672861j),(-0.00046170136428024477-0.0004841223949328059j),(-0.34142743545679344-0.6493866608277559j),(0.12475534213797271-0.008593126510942475j),(-0.0021483660625031646-0.0010652571344769283j),(0.2342302392713893-0.15726746861368046j)
1.67,(0.003721771494207342-0.001733148925695745j),(-0.0007045128684225769-0.00030201248666636025j),(-0.6962033398855101-0.17418044231789537j),(0.09223114956101264-0.102821210871178j),(-0.0020913038317311276-0.00031746646313259236j),(0.038672331816407224-0.2904913182998707j)
1.68,(0.0023804866824650704-0.002549063619015708j),(-0.0008924135054333127+2.566951930500701e-05j),(-0.58037514583904+0.39571192891662793j),(-0.004982048062058507-0.15091856889400482j),(-0.001842370956047289+0.00029691920559303205j),(-0.19977895135314727-0.2302878783504656j)
1.69,(0.0011195786216380795-0.002714217036549692j),(-0.0009269455142398668+0.0004946597097993542j),(-0.08799367582651083+0.6829056784732045j),(-0.11626885230231053-0.11524712228925102j),(-0.0014729482338346554+0.0007511707784513041j),(-0.3176715640035762-0.0030399524785053866j)
1.7,(0.00012143376452588748-0.002458353126883783j),(-0.0006954238789890302+0.0010298359173579951j),(0.44477226364932143+0.5107917344003233j),(-0.17640359937117445-0.005536743965683405j),(-0.0010413188421763554+0.0010443922820168074j),(-0.22212519810174253+0.24612436337391513j)
1.71,(-0.0005699003170532811-0.001988014685291663j),(-0.00012437670382229378+0.0014648960572306927j),(0.6685088793573483+0.006418374315935116j),(-0.1435263306341071+0.12374562686747731j),(-0.0005917188228729801+0.0011851934569187704j),(0.0386259685215517+0.3442720734435783j)
1.72,(-0.0009875156076566743-0.0014479535737627158j),(0.000744688588959475+0.0015657763774160128j),(0.4442303311852886-0.49039331575041045j),(-0.0248112569797638+0.20139677655463528j),(-0.00015971505529782795+0.0011853575095060124j),(0.29627441206711536+0.20860108649783338j)
1.73,(-0.0011923028733797935-0.0009207222056700341j),(0.0016977551174229147+0.0011177241482983387j),(-0.06950421006034344-0.653683346672362j),(0.12403530931974341+0.17818633812141768j),(0.0002214448287032164+0.0010576478450719721j),(0.3691459820924798-0.08703926958593464j)
1.74,(-0.0012413674070160655-0.00044358241196693944j),(0.002363234385659819+5.8779369528331234e-05j),(-0.5317038962708158-0.38488095099302005j),(0.22602975774573786+0.05470033655191661j),(0.0005143857255382333+0.0008222139815536843j),(0.18875135428063738-0.3495787402249989j)
1.75,(-0.0011767581452598484-3.001975381465062e-05j),(0.002333286432989639-0.0014057637159084941j),(-0.6437525986034248+0.1357328540054752j),(0.22104208806419887-0.11601829313050678j),(0.0006841451829420117+0.0005179635837815599j),(-0.14207539732812652-0.39152252326098647j)
1.76,(-0.001025207538041745+0.00031674263163110057j),(0.0013643206730887666-0.0027912153962520755j),(-0.33651971492373955+0.5689235287246105j),(0.09735751330132762-0.25052295287736964j),(0.000713890236415752+0.00020289946621082476j),(-0.4056423055347024-0.16235203501200038j)
1.77,(-0.0008009681040819747+0.0005920351568485193j),(-0.0004293827154624955-0.003477741936680004j),(0.18850736446760258+0.6389547448057j),(-0.09739170250909782-0.27377787839937956j),(0.0006201609345919152-5.868181453988654e-05j),(-0.41079006456026523+0.20366669409990013j)
1.78,(-0.0005156897396653636+0.0007822170778631776j),(-0.002518763302803171-0.0029870650720789193j),(0.5995109679410133+0.3065987189570202j),(-0.27365316493426184-0.15739611530543665j),(0.000453912456841844-0.00022255763289174204j),(-0.12862580081284858+0.463623109474233j)
1.79,(-0.00019117001650030823+0.000867050762309009j),(-0.004119691194956357-0.0012587518090839296j),(0.6445658083807435-0.21892093049554512j),(-0.3392635345938315+0.06128612071603476j),(0.0002775832361263685-0.00028406981531000735j),(0.2714455663100082+0.42551853596563677j)
1.8,(0.00013366586276405008+0.0008318553075778533j),(-0.004536079715333019+0.0012404112519379343j),(0.3042915971192-0.6157958878434643j),(-0.24408772156790964+0.2892545088145747j),(0.00013568401757989106-0.00027220578835807975j),(0.5220167586018806+0.08756790566249334j)
1.81,(0.00040849519112147426+0.0006851731705825057j),(-0.003514527010002026+0.0037083200956187284j),(-0.20706867545019592-0.6590214849722763j),(-0.010216677379637523+0.41751337673317257j),(4.222035807645653e-05-0.00022572406915543546j),(0.43541253317847195-0.3440563921474716j)
1.82,(0.0005961955363845207+0.0004675110379860246j),(-0.0013319970140269824+0.005426137963419507j),(-0.5938211980766875-0.3475631532836767j),(0.27335726939007365+0.37316992280369043j),(-1.0988983415431611e-05-0.00017270110077414991j),(0.04015045969654657-0.5800881531390459j)
1.83,(0.0006999218241819596+0.0002283024691015408j),(0.0015152648464555676+0.0061098416402216105j),(-0.6620212596764161+0.11517827824294777j),(0.48831332190372767+0.1545057362247721j),(-3.832863650076646e-05-0.00012489256686104352j),(-0.4202932253422696-0.4403163766941772j)
1.84,(0.0007541801108213047-2.0573307039477686e-05j),(0.00489335593226773+0.005777878866849898j),(-0.42806483099975146+0.470112347298736j),(0.5370206441554233-0.16541901140254192j),(-4.946504131733569e-05-8.383142245504416e-05j),(-0.636200028012315+0.013175613892966787j)
1.85,(0.0007630152487337752-0.0003304167098920936j),(0.009259325886789274+0.00384043405354758j),(-0.06674828988328252+0.569201965578638j),(0.38011598240557-0.4672592956342495j),(-4.7665742353486204e-05-5.008312932146059e-05j),(-0.4393972221441091+0.49804291710932885j)
1.86,(0.0005993031268386465-0.0007380773639677017j),(0.014342611455989782-0.0022677966355104688j),(0.22651530645877563+0.4307161540201938j),(0.05168158393720758-0.6199838052473459j),(-3.7047331389901685e-05-2.7744699529034156e-05j),(0.07045673371566441+0.6885878852960728j)
1.87,(0.00010963762377242834-0.0010331338375519162j),(0.014988788773266891-0.015745270494643054j),(0.34832887623499587+0.1793104891779405j),(-0.3256498675469145-0.523271678181792j),(-2.5563750161193786e-05-1.6740406310661727e-05j),(0.5749202312544894+0.4337846314511004j)
1.8800000000000001,(-0.0004997493938503797-0.0009067250980551694j),(0.0011656205545256346-0.03199688926089647j),(0.29824047575397394-0.0518965647525943j),(-0.5619329228762999-0.1842592957965727j),(-1.731728432630737e-05-1.2133452703614818e-05j),(0.7366145445468979-0.12944067221726663j)
1.8900000000000001,(-0.0008419491770919032-0.00044430663503820073j),(-0.03009629515236284-0.03443590224762802j),(0.14703040938975168-0.17134959069050923j),(-0.5044266711507037+0.23600115331143506j),(-1.2015229446542501e-05-1.014614954595981e-05j),(0.42359491874956673-0.6487045456597584j)
1.9000000000000001,(-0.0008309574094125964+3.488627516814026e-05j),(-0.06343892502074225-0.005686477337057367j),(-0.0019008982540968666-0.1615210284513387j),(-0.17043023887170178+0.4931914476457886j),(-8.574547321625363e-06-9.211721707492197e-06j),(-0.18850115899813877-0.7778541906978623j)
1.9100000000000001,(-0.0006152707296190311+0.0003466521179084416j),(-0.06688660491085267+0.05491701155657165j),(-0.07334759911052613-0.08094617018883743j),(0.23712770271070133+0.4306891645115337j),(-6.218466474521056e-06-8.769468211309962e-06j),(-0.7160093635199959-0.4090474233199677j)
1.92,(-0.00035172482334618223+0.00047657632472109353j),(-0.009720087981649653+0.11276110701616733j),(-0.06845807003709994-0.010293920813315455j),(0.45944616025013657+0.09512419680891859j),(-4.50194676848257e-06-8.619466970317491e-06j),(-0.811312667619755+0.24463306966098441j)
1.93,(-0.00012391503747977834+0.00048097939718527553j),(0.09339201060922353+0.10547275524902022j),(-0.03738536452493193+0.018213797329642095j),(0.3550388976485298-0.28618672270660694j),(-3.1782038126350966e-06-8.68338061843551e-06j),(-0.391568116016982+0.774972846873467j)
1.94,(4.35091768705378e-05+0.00041717845413444905j),(0.16718099288604482+0.005996597391095697j),(-0.01428924680148071+0.01966843936141988j),(-0.0005732691773493864-0.45317803692507613j),(-2.1065337338082235e-06-8.94051646358245e-06j),(0.29643211502754707+0.8356862944502469j)
1.95,(0.00015278578365530193+0.0003248549313944107j),(0.1383940669287463-0.13237622001760885j),(-0.0037061974862304323+0.01380863858849685j),(-0.3609145504646991-0.2878037953701449j),(-1.2068551062120518e-06-9.407157070185115e-06j),(0.8228485633823421+0.37004508665952346j)
1.96,(0.00021662812190424328+0.00022625198844929633j),(0.005575194440133574-0.21371031062695695j),(-7.190110246363315e-05+0.008706321941924245j),(-0.47057265615940225+0.10390649410761421j),(-4.3615888321871437e-07-1.0126706859617572e-05j),(0.8484336470400757-0.3421531375331881j)
1.97,(0.00024690617941716523+0.000129081818199875j),(-0.15739848183538763-0.17432957028536436j),(0.0008700707777677033+0.0055420438063455806j),(-0.23528950782037109+0.4569455485220868j),(2.1621772798203695e-07-1.1167597570909844e-05j),(0.34516414125155326-0.8577536194955043j)
1.98,(0.0002469122386574981+3.6286895365869796e-05j),(-0.25389725849633343-0.02584694514800015j),(0.0010281846165048109+0.003745183987643533j),(0.20897709195446978+0.5163190158031786j),(7.252350295822017e-07-1.263289566659206e-05j),(-0.38110347618645557-0.8497060946095584j)
