t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
0.97,(-0.19122871629934093+0.09906582608398957j),(-1.9020507176267443+0.3240000289626498j),(-0.8433045510641364-1.264983823844936j),(5.978551149438755+1.9031165261962106j),(-0.1489560293102185-0.3157830488908981j),(0.11689075216374255-0.01593447904513383j)
0.98,(-0.20397748434305008+0.10228273802281619j),(-1.865920181383898+0.329385363964846j),(-0.8651454539742596-1.2358258897261805j),(6.1176467599550834+1.5109444676162656j),(-0.10813564767290096-0.31647745882632894j),(0.11718443017955439+0.008949529958977236j)
0.99,(-0.2168004289414943+0.10473597358758784j),(-1.8289252997578813+0.3471852938989659j),(-0.8778876028563457-1.2096539272800804j),(6.209861531760535+1.0996406024634784j),(-0.06846105028222699-0.31356660384811397j),(0.11538877418698193+0.03377163042105398j)
1.0,(-0.22947250519318002+0.10626123402390283j),(-1.7936104437754032+0.3774917504830685j),(-0.8819613740473731-1.1842896958175206j),(6.250782302157434+0.6719820069641662j),(-0.030862796191039474-0.3079066332359966j),(0.11152057302551525+0.0583606219933878j)
1.01,(-0.24185417207162715+0.10671184576739978j),(-1.7611828996505605+0.42008800124649015j),(-0.8786668255281718-1.1582253898111317j),(6.236068589204064+0.23224100288026145j),(0.0041334562666014985-0.29994703463180317j),(0.10561580969016877+0.08254869657038137j)
1.02,(-0.253900620156158+0.10595312336774769j),(-1.7312278665519407+0.47476433516292643j),(-0.8696182622690686-1.1307318020270254j),(6.161601310829224-0.213220650100378j),(0.03640041812879832-0.28988324941437155j),(0.09772892642905719+0.10617382775351887j)
1.03,(-0.2654609773542414+0.10393621322363604j),(-1.702831674646371+0.5411183705382275j),(-0.8564729694984885-1.101698353096695j),(6.024462581689188-0.6560608640723158j),(0.0658440526615077-0.2782228416303109j),(0.08793172516431044+0.12908200176064633j)
1.04,(-0.2763185314598633+0.10072031767114466j),(-1.6747700223713426+0.618873332811181j),(-0.840714195801172-1.07146086147559j),(5.82403206273192-1.0862232004372074j),(0.09236057491283563-0.2654077402965951j),(0.07631195425306778+0.1511292047004515j)
1.05,(-0.28629905941529404+0.09641566376184414j),(-1.6451384647926823+0.707918124732705j),(-0.8235534295792326-1.0404935735334995j),(5.56266678953388-1.4922909386889684j),(0.11594007685669516-0.25164709474872543j),(0.06297162323204723+0.17218314645642807j)
1.06,(-0.2952889350076062+0.09116322803346542j),(-1.6111427401097567+0.8075983123881111j),(-0.8058976753223293-1.009358304916561j),(5.2462094899942295-1.861951799746082j),(0.13670402873347104-0.23708429224604388j),(0.04802510415409956+0.19212467425436874j)
1.07,(-0.3031594870281376+0.08528455524302177j),(-1.5704425708497762+0.9165968394169179j),(-0.7884764770125717-0.9785872036260514j),(4.8850895687602875-2.1844894740227274j),(0.1546871628079249-0.22194585197936734j),(0.03159708700401717+0.21084884987202732j)
1.08,(-0.30989703942732627+0.07912320308287285j),(-1.5209210518674918+1.0331038876627927j),(-0.7718654058089119-0.9484778758963184j),(4.493282057935264-2.4527804762888525j),(0.16995381965227718-0.20632595804828008j),(0.013820445503779467+0.22826568823878157j)
1.09,(-0.3155142717575554+0.07288151901880649j),(-1.460543911453931+1.154335950191995j),(-0.7564698928299013-0.9191062446328937j),(4.086712936104153-2.663612167237477j),(0.18265058432534123-0.19022267917683378j),(-0.0051659080443239806+0.2443005449111469j)
1.1,(-0.32017737722581224+0.06701963639805916j),(-1.3885068334676018+1.2769166310297912j),(-0.7426125628982857-0.8906833105612898j),(3.6810287505310617-2.8189456165784055j),(0.1929023271317906-0.17380390299147816j),(-0.025219132873594938+0.2588941823680339j)
1.11,(-0.3243132108051365+0.06194087630448574j),(-1.30490195969684+1.3976597142270315j),(-0.7305425638877633-0.8632257146329374j),(3.288520415287862-2.925210542567114j),(0.2008607160858472-0.15715857156845328j),(-0.04619448319208649+0.2720025367432717j)
1.12,(-0.32820580020591544+0.05768078700243229j),(-1.2105905538759585+1.5135599016489794j),(-0.7202573638558698-0.8364961010633811j),(2.917698808208487-2.990637241843328j),(0.2067779972883649-0.14023467964276645j),(-0.06794719712702942+0.2835962158757061j)
1.1300000000000001,(-0.332011494744193+0.05425849904801843j),(-1.107159024766551+1.6225051347776753j),(-0.7116066078220575-0.8102661957840985j),(2.5729317053135086-3.0242379971827615j),(0.21093074886264584-0.12301218182070096j),(-0.09033421956262397+0.29365976983221237j)
1.1400000000000001,(-0.3364572988595284+0.051831704055657235j),(-0.9963287995742314+1.7234690124042922j),(-0.7045853322447708-0.7843548824144911j),(2.2543097061191957-3.033784533640913j),(0.21352171789653535-0.10553664389301637j),(-0.11321573288799035+0.3021907711195213j)
1.1500000000000001,(-0.34211514059874754+0.050159899419514056j),(-0.8798176374409695+1.8161542635938661j),(-0.6989911092617017-0.7583808324893795j),(1.9602598786202539-3.025205154584705j),(0.21480773846806053-0.08771486272414682j),(-0.13645647108998335+0.3091987484900445j)
1.16,(-0.3488903676038458+0.04895713236043335j),(-0.7589577692723336+1.9011942383591367j),(-0.694354117205059-0.7320087523075937j),(1.688025315231533-3.002797616960275j),(0.21508962374328466-0.0694625831125671j),(-0.15992682245632217+0.31470401908401663j)
1.17,(-0.35708777011933035+0.04803891883027263j),(-0.6344686338916299+1.9795556199496072j),(-0.6903675836203509-0.7048952476896605j),(1.4345485412804737-2.9690443438945557j),(0.2145655803654461-0.050724187899304954j),(-0.1835037154497858+0.31873645690969554j)
1.18,(-0.36751430366582405+0.04688434339082135j),(-0.5066907860106551+2.052340317425862j),(-0.686771197734755-0.6765218055647207j),(1.1971134385011746-2.9253394861466084j),(0.21335253127249268-0.03135168620135212j),(-0.20707129402788613+0.3213342344510042j)
1.19,(-0.38036749302178796+0.04490130740402801j),(-0.3752708693737834+2.1208197169587657j),(-0.6830419162798067-0.6463932486525018j),(0.9734324506685681-2.87227327177955j),(0.21156554534175204-0.01122214998424308j),(-0.23052139765760918+0.32254256965492956j)
1.2,(-0.39531981513213726+0.04203017100895068j),(-0.23903902638426722+2.1859581098845857j),(-0.6785644391659804-0.6141181043108778j),(0.7620237575595172-2.8098298153242394j),(0.20927639718075278+0.00965871342726277j),(-0.25375385816784335+0.3224125029813744j)
1.21,(-0.4130944635672132+0.037723536213697645j),(-0.09670397111921276+2.248303479701324j),(-0.6727365463809006-0.5789418579811889j),(0.561813601432898-2.737941436566467j),(0.20643857843199+0.03141158564358618j),(-0.2766766281775244+0.32099972973916363j)
1.22,(-0.43471612963228273+0.030826278326787047j),(0.05340275381554735+2.308023249311148j),(-0.6645896695299219-0.5399004231587344j),(0.37217656898727813-2.656389426068262j),(0.20295728068237714+0.05416514137978736j),(-0.29920576936835014+0.3183635037659184j)
1.23,(-0.4610725812493571+0.020240020702727925j),(0.21347167818803517+2.3645837265320018j),(-0.6525585704845988-0.49596187593602387j),(0.19322081208984124-2.564955046451981j),(0.19872759542999147+0.07790688963339938j),(-0.32126531782442214+0.3145656254805515j)
1.24,(-0.49397511586699494+0.00589732791102043j),(0.38606834212371444+2.416583055400276j),(-0.6338879596455307-0.445944912843168j),(0.025759157306671554-2.4636470849109635j),(0.19365681265155021+0.10256840357468222j),(-0.3427870469395724+0.3096695229347551j)
1.25,(-0.5391023477080409-0.011919459304806618j),(0.5736280639006418+2.461681663129927j),(-0.6024526545047535-0.3889861927501654j),(-0.12898815143079484-2.3529006735458133j),(0.18760120243488493+0.128182326276898j),(-0.363710148651401+0.3037394306418385j)
1.26,(-0.6082728565639396-0.02886810240540508j),(0.7779732557328578+2.495737946936806j),(-0.5457135722050498-0.33308141974188654j),(-0.2689295605427451-2.2342386505404574j),(0.1803244699947353+0.15477104453079227j),(-0.3839808531005831+0.2968396658249395j)
1.27,(-0.6934755899055134-0.003694555362280104j),(1.0019344265735617+2.515609892234044j),(-0.4723865447053563-0.310577651624534j),(-0.3929690953568822-2.1081862407516567j),(0.1718385624572158+0.1823150163639467j),(-0.40355199476738607+0.28903400502895665j)
1.28,(-0.7651015160447066+0.047072054146394496j),(1.2463589792906797+2.5173808678830416j),(-0.41445289981817995-0.30666939302421337j),(-0.5021785406088556-1.9758597780743894j),(0.1622608034074789+0.21070098484403518j),(-0.4223825485011591+0.28038515564813055j)
1.29,(-0.8214071499280513+0.10871931851292706j),(1.511355150005437+2.492627024905023j),(-0.368602873879671-0.3057578663993j),(-0.5937999964197522-1.8404839238586528j),(0.15145837240369142+0.24007429131800434j),(-0.440437146985125+0.2709543179856566j)
1.3,(-0.864250993060558+0.1789463233518404j),(1.794164469741482+2.4317008164192795j),(-0.3295793950138596-0.30427928968581247j),(-0.6663977365518747-1.7060420864408747j),(0.13934532685107262+0.27053693294622405j),(-0.4576855902427893+0.2608008323855216j)
1.31,(-0.8924626998921922+0.25661226946184j),(2.0874837405333393+2.3242506133353835j),(-0.29484174141541925-0.3012910013792109j),(-0.7202055244553542-1.5769690072276863j),(0.1259284035165925+0.3021141073828045j),(-0.4741023565646973+0.24998190501653236j)
1.32,(-0.9036575616173429+0.338327284583748j),(2.378318952619657+2.1612567415797854j),(-0.2633787657721603-0.29674583099711616j),(-0.7575372460444452-1.4573034102558096j),(0.11131180317392522+0.3351100057957536j),(-0.489666124965807+0.23855240348661025j)
1.33,(-0.8960003172699915+0.4201184138454516j),(2.64916323336461+1.93889436653384j),(-0.23456145071187984-0.2907747652786103j),(-0.7817015200590763-1.349325599879913j),(0.09563192201869947+0.37003755114392334j),(-0.5043593113630936+0.22656471723130586j)
1.34,(-0.8684796444063785+0.4967068450821023j),(2.880446001131451+1.6606615469709796j),(-0.20799822352356592-0.2834764116089058j),(-0.7960270839882347-1.2538583588617453j),(0.07917268170061069+0.4075163210832767j),(-0.5181676214669647+0.21406867838895355j)
1.35,(-0.8224178206705375+0.561744705310923j),(3.054158148077556+1.3385288690499124j),(-0.18349798947974197-0.27493315454872846j),(-0.8035957494845892-1.1706039457411188j),(0.062355503374055835+0.4481783715085679j),(-0.5310796297662113+0.20111153225604164j)
1.36,(-0.7615277173201007+0.6095181755335182j),(3.1597009128505125+0.9913112111722262j),(-0.1609755365556469-0.2654455985524365j),(-0.8067785526985133-1.0981578033974053j),(0.0459358901567911+0.49347080880941896j),(-0.5430863848718496+0.1877379523882458j)
1.37,(-0.6913356906791077+0.6349291150480684j),(3.195897813784789+0.6398894521438709j),(-0.14028676597239467-0.2553484609849693j),(-0.8070000415289234-1.0348550073537337j),(0.03180007083596091+0.5459213849246453j),(-0.5541810428214777+0.1739900944810188j)
1.3800000000000001,(-0.6209529347019561+0.6338854692220525j),(3.1699213513985254+0.3027830874735437j),(-0.12124173712620333-0.24485697747533677j),(-0.8050867038207283-0.9792891742775324j),(0.024934671620816758+0.6081632196259792j),(-0.5643585294019089+0.15990768329119698j)
1.3900000000000001,(-0.5635595084666233+0.6079550344313618j),(3.0946499447299964-0.0075340412763030065j),(-0.10363571755471279-0.23414125327424884j),(-0.8014394513219928-0.9302843935572672j),(0.03476283217615492+0.6776059034999775j),(-0.5736152342390037+0.14552812373154636j)
1.4000000000000001,(-0.5301995019434048+0.5674889489332753j),(2.984983895251893-0.2849127359220356j),(-0.08730642674709087-0.22334277643516587j),(-0.7963436688506629-0.8869635566957349j),(0.06506406046095332+0.741932548261784j),(-0.5819487291402908+0.130886641861614j)
1.41,(-0.5211034237026323+0.5308966985658485j),(2.8549978957113797-0.5328868782754476j),(-0.0720418414641719-0.21241507581657498j),(-0.789825804143352-0.8480775003196211j),(0.11053105366249892+0.790837344516633j),(-0.5893575161467557+0.11601644583872997j)
1.42,(-0.5246641827896177+0.5032400031482912j),(2.709157620220988-0.7564334779153479j),(-0.05757221973968851-0.20141328781169035j),(-0.7813907251162736-0.8132096959902865j),(0.15851302302508635+0.8209094269035997j),(-0.5958408050862251+0.1009489022946415j)
1.43,(-0.5340501229729112+0.4837617843247184j),(2.549132243460638-0.9599501998090945j),(-0.04371080623462205-0.19026591800917741j),(-0.7708183661882599-0.7819736614112931j),(0.20194539610669526+0.8370412933165982j),(-0.6013983187555918+0.08571372644216024j)
1.44,(-0.5469423610810081+0.4696629938211498j),(2.3735551624697644-1.1449785144304305j),(-0.03031465404350118-0.17884112849241776j),(-0.7579288759701897-0.7541311853027429j),(0.237897239901817+0.8442431905221346j),(-0.6060301248442166+0.07033918343109424j)
1.45,(-0.5624014410583369+0.45957094126700665j),(2.180999035929548-1.3100178188415639j),(-0.017349922271096732-0.1669622151173678j),(-0.7426899323202838-0.7294964346935979j),(0.2661091064920077+0.846760171059994j),(-0.6097364943806564+0.0548522951587961j)
1.46,(-0.5797462596648327+0.45290905236743684j),(1.9717974449507485-1.4513484116583457j),(-0.004813581829013314-0.15449034904806183j),(-0.7251419667392175-0.7080182437182578j),(0.2877373605439039+0.8475703219524641j),(-0.6125177845057014+0.03927905413840231j)
1.47,(-0.5983995733963167+0.4491729496021418j),(1.7487772070336531-1.564513886042997j),(0.007331949441342215-0.14131544388895234j),(-0.7053095078982963-0.6899316008053207j),(0.3045469705939657+0.8483047641804609j),(-0.6143743436106741+0.023644650343734294j)
1.48,(-0.6180517760414732+0.4479716009377852j),(1.5171224884298864-1.6462964101733057j),(0.019049917402238267-0.1272859304980975j),(-0.6833514974600573-0.6756110339683655j),(0.31820699906016137+0.8495828596564587j),(-0.6153064422036947+0.007973698097439724j)
1.49,(-0.6383078817594463+0.44935958858856895j),(1.2831091741138305-1.6957637207684397j),(0.03024357892510958-0.1122496222985236j),(-0.6594763231961828-0.665418168721307j),(0.330170556327817+0.851568147001967j),(-0.6153142273574435-0.007709534681044038j)
1.5,(-0.6584723502018002+0.4535433957106301j),(1.0526016985965356-1.7141807570655525j),(0.04083222064379582-0.09606006297043711j),(-0.633607358500202-0.6597384843885263j),(0.3417089075576393+0.8541256468603947j),(-0.6143977002723401-0.023380895690382975j)
1.51,(-0.6783569177087657+0.46027181798774597j),(0.8297998680006495-1.7037753454141908j),(0.05064608402827717-0.07854374750782259j),(-0.6056032490070725-0.6593108176285872j),(0.35349695769639294+0.8567045146074235j),(-0.6125567163161515-0.0390161180217507j)
1.52,(-0.697834022161227+0.46946734538669993j),(0.6173383636318122-1.667214552675727j),(0.05936315888674629-0.05957418994695466j),(-0.5754551325435314-0.6648188000856521j),(0.3658498770167146+0.8588199011629809j),(-0.6097910066728414-0.054590596403864225j)
1.53,(-0.7163992253325624+0.48113845075479084j),(0.41621515159952915-1.6071473651505823j),(0.06667041651414085-0.03909933959038557j),(-0.5425547583088052-0.6770803906543321j),(0.37911077575340074+0.8601306388648803j),(-0.6061002235030362-0.07007915334823392j)
1.54,(-0.7335419192378769+0.4951735803883501j),(0.2254861113090872-1.525337007220663j),(0.07230507604549942-0.01707634498530741j),(-0.5037823192391018-0.6983972304697053j),(0.3935846808589168+0.8603903824997444j),(-0.6014840092523601-0.08545581064537686j)
1.55,(-0.7493813601025786+0.511365251147723j),(0.041024895206331444-1.420807345573442j),(0.07574006591508016+0.00634284645491452j),(-0.45492001883454647-0.7315007369313025j),(0.4089284624688198+0.8594514907301091j),(-0.5959420899599082-0.100693566755877j)
1.56,(-0.7636152132549041+0.5294227108411279j),(-0.1520533876347489-1.2915987305693044j),(0.07661961464853329+0.030899125320391505j),(-0.3796386835452467-0.7810690643293845j),(0.42485521918258107+0.8574620981829368j),(-0.5894743930698241-0.11576417970516092j)
1.57,(-0.7762643578287869+0.5485947081548289j),(-0.401339612716643-1.188539209976605j),(0.07465539604084345+0.0560677597063963j),(-0.2274214371200311-0.799293176182367j),(0.440146617310478+0.8551332484569173j),(-0.5820811901381668-0.1306379571620517j)
1.58,(-0.7867410460740485+0.5708672496029523j),(-0.5994208440413709-1.1861435872066448j),(0.06948654594836383+0.08190046301835521j),(-0.11510429916363843-0.7159748741686972j),(0.4588735403803491+0.8516207179022425j),(-0.5737632611887642-0.1452835623097418j)
1.59,(-0.7947150215052653+0.5962896111493061j),(-0.7414610710969821-1.1632454275741673j),(0.06076746717344494+0.10783491131977499j),(-0.054689264829462174-0.6407600041518869j),(0.48104010657998186+0.8467460671125522j),(-0.5645220891395589-0.15966782198155058j)
1.6,(-0.8001635504523863+0.6246617943833829j),(-0.8528616713880088-1.1235458195326675j),(0.04828673203164163+0.13302978629248224j),(-0.012886585608849872-0.5791239363431704j),(0.5059383808631892+0.8412629202025839j),(-0.5543600840742026-0.17375554556210873j)
1.61,(-0.80283975933305+0.6561799771047293j),(-0.9429709946456661-1.0718982412092894j),(0.03210926561991404+0.15636059070772038j),(0.019897245402900318-0.5270800723978722j),(0.5334725113006356+0.8357356293733528j),(-0.54328083437078-0.18750936524589004j)
1.62,(-0.802521783953672+0.6910542413500516j),(-1.0160621841905335-1.011815354767351j),(0.012701361259430478+0.17732052068601367j),(0.04655714588474045-0.4810695814732853j),(0.5635445045239268+0.8307274304164579j),(-0.5312893866896338-0.20088959659137876j)
1.6300000000000001,(-0.7989745627970998+0.7296060215692538j),(-1.0744324996433563-0.9460176690345143j),(-0.009499365377304704+0.19548252886251835j),(0.06903689103317791-0.43922118098968665j),(0.5959055397278723+0.8265965719957478j),(-0.5183925551021785-0.21385412304859483j)
1.6400000000000001,(-0.7918026555286874+0.7722130893859728j),(-1.119492643497143-0.8767303407542131j),(-0.033678742158277236+0.20982292842285022j),(0.0886006102537944-0.40110911620656287j),(0.6303792127658425+0.8233747194075642j),(-0.5045992533231854-0.22635831368962198j)
1.6500000000000001,(-0.7806144479101615+0.8190905843088832j),(-1.1525533869479416-0.8059097948641577j),(-0.058699237694191164+0.22004287139399212j),(0.10555550307104138-0.36580404314907805j),(0.6666870656320564+0.820826517555248j),(-0.48992085890517906-0.23835496988837557j)
1.6600000000000001,(-0.7651360503097924+0.870295027989862j),(-1.1749370887308097-0.7352500679059251j),(-0.08401502005176147+0.22659688826175786j),(0.12010978172448364-0.3321457987883513j),(0.7043969736346494+0.8185519511314887j),(-0.47437161272945055-0.2497943037646161j)
1.67,(-0.7449840970597505+0.9255621467299403j),(-1.1879620271746985-0.6662349936507448j),(-0.10894035672851315+0.22952449985549403j),(0.13241352947141877-0.29980803501930253j),(0.7431262221120898+0.8160100396828504j),(-0.45796904047180653-0.2606239672093j)
1.68,(-0.7197311322624367+0.9842054240809878j),(-1.1929669768917541-0.6000310544223861j),(-0.13216620274381044+0.2289647740646692j),(0.14242556986405458-0.2689329417306551j),(0.7824472769388869+0.8126920523337196j),(-0.440734397563676-0.27078913227816337j)
1.69,(-0.6891274575200598+1.0451483062422562j),(-1.191397069282577-0.5374892385671175j),(-0.15309764838216716+0.22577224641706292j),(0.15008775382268924-0.23920969253385568j),(0.8218231096192451+0.8083855562448697j),(-0.42269313428230953-0.2802326292105738j)
1.7,(-0.6529504299668137+1.106935567242371j),(-1.1848033806924032-0.47917572409367803j),(-0.171989640432413+0.22056337146051558j),(0.15541415425271285-0.21017733127458368j),(0.8608270298028817+0.8032164875527174j),(-0.40387536929846135-0.28889515123576365j)
1.71,(-0.6110630572616171+1.167873275993054j),(-1.1745464630796567-0.42529198541512236j),(-0.18840872563847905+0.2138560667973269j),(0.1582828640436242-0.18194308997057876j),(0.8992513350826559+0.797564580772665j),(-0.38431637393649104-0.29671552942634155j)
1.72,(-0.5636368020751933+1.2263008958238464j),(-1.1617255890829097-0.3757204548946418j),(-0.20195245397863673+0.20661059930051698j),(0.15855726996775033-0.1547162928268972j),(0.9372295418221162+0.7921472092690247j),(-0.36405707112149593-0.3036310790499807j)
1.73,(-0.5110978518956442+1.2806389644030745j),(-1.1473692000887015-0.33017589040021145j),(-0.21305554963330042+0.19943269937223312j),(0.15621945890391986-0.12841913668453386j),(0.9754375841516174+0.7878550351103702j),(-0.343144519410592-0.3095780363810801j)
1.74,(-0.45417372988635735+1.3294957669576244j),(-1.1323820691197453-0.2882373327079655j),(-0.22215377568793285+0.19223738442683078j),(0.15129037991653907-0.10296643380271227j),(1.0151604101394736+0.7854380261263157j),(-0.3216323773190275-0.3144920868758604j)
1.75,(-0.3939376377932726+1.371891851660771j),(-1.1172840057374436-0.24942581239658912j),(-0.2291552203176944+0.18574310284985354j),(0.14372763775543876-0.07871302497179887j),(1.0581787236230058+0.7852358522155278j),(-0.2995813354209035-0.31830898865168467j)
1.76,(-0.3317484195574426+1.4072744566931852j),(-1.1025133911064826-0.21322072254157023j),(-0.23443078064516415+0.18065559685661634j),(0.13358739952231677-0.055933611585540895j),(1.1066759119752332+0.7869688098983715j),(-0.2770594936617918-0.3209652938780683j)
1.77,(-0.269138743518868+1.4356504823917826j),(-1.0884972568785725-0.17903536860100966j),(-0.23833606451518607+0.17695640398063991j),(0.12099399769580158-0.03480882366826304j),(1.162966155203913+0.789433307319661j),(-0.2541426768830829-0.32239916879243824j)
1.78,(-0.2075158899607526+1.4577304962049997j),(-1.0755070427367757-0.1462504401825434j),(-0.24085136008394495+0.17473577658130324j),(0.10610047192985635-0.015726309590391153j),(1.228927580805188+0.7903458069674493j),(-0.23091468413992366-0.3225513081950585j)
1.79,(-0.14773558884349303+1.4747970623815627j),(-1.0636517629116422-0.11405309289943136j),(-0.24247214074257106+0.17490279585137222j),(0.08903376413542731+0.0009022841356023364j),(1.3055091081908325+0.7865727511038395j),(-0.20746742655564576-0.32136594685241865j)
1.8,(-0.08971444718481254+1.4883161374252487j),(-1.052841739916323-0.08130118269417085j),(-0.24362082122097917+0.17782681275449916j),(0.0698450292399328+0.014817358114946284j),(1.3922154600805023+0.7745207838140378j),(-0.183900941402833-0.3187919560919257j)
1.81,(-0.0321698311062553+1.4993362717609522j),(-1.042448284649821-0.046674040317527615j),(-0.244067996324472+0.18393356917596937j),(0.04867399968590615+0.025463343811360426j),(1.4867617068271188+0.7512407772723805j),(-0.16032326253496132-0.3147840117448235j)
1.82,(0.027144873137493197+1.5069580668486784j),(-1.0307462205798739-0.00848757587293358j),(-0.24411536991431013+0.19417505553857134j),(0.025471032459461883+0.032575560055843195j),(1.5857774243279803+0.7157002646151236j),(-0.13685011786247728-0.3093038127637898j)
1.83,(0.08936544627619455+1.5070264721341102j),(-1.014011852008942+0.03441686549302278j),(-0.24406004137807674+0.20975190931040896j),(-1.9067196978889145e-05+0.03631056982798711j),(1.6867867521545437+0.669829166434914j),(-0.11360445501786295-0.30232133376570375j)
1.84,(0.15094856060573753+1.4931500360344023j),(-0.9868471942003+0.08018087751243601j),(-0.24302680665902623+0.23173228272357319j),(-0.02743202850291404+0.0367652448032581j),(1.7921311708624226+0.6172184461300084j),(-0.09071577984120134-0.2938160845783912j)
1.85,(0.19994663713563732+1.4628302511266558j),(-0.9450646246529332+0.12213273032568264j),(-0.2403650597233868+0.2602315936289245j),(-0.05582955574135606+0.03464108062670692j),(1.9103441476311178+0.5556351975027736j),(-0.06831927427191883-0.28377834449669087j)
1.86,(0.22414952842560773+1.4280172471523631j),(-0.8914544930569964+0.15141183053524818j),(-0.23521075576315623+0.2954996550778455j),(-0.08287998298110763+0.031159272393259562j),(2.0458464622829884+0.4700744431296008j),(-0.046554696212446484-0.2722103335918429j)
1.87,(0.22835311069530673+1.4080700737788117j),(-0.8348683022747115+0.16539673693845205j),(-0.2279654696876698+0.3344020257208902j),(-0.10550133404009772+0.026325734936142278j),(2.185578547511993+0.34429571533789527j),(-0.025565062283748295-0.25912727812161424j)
1.8800000000000001,(0.22945470954700092+1.4096144349087174j),(-0.7830513450311498+0.16957359146698123j),(-0.22344205736356684+0.37430262515923524j),(-0.12204476562729262+0.019826031730660512j),(2.3083664081905644+0.1772321680380872j),(-0.005495112078315597-0.2445583256581523j)
1.8900000000000001,(0.23935500386666042+1.4255021535776955j),(-0.7369377592514258+0.16958405787020112j),(-0.2220547831458594+0.417251108546075j),(-0.1311309101495659+0.012697962330391326j),(2.3999849344565742-0.02089480771429101j),(0.013510397643048932-0.2285472842712085j)
1.9000000000000001,(0.2623767534697475+1.4507073875738155j),(-0.6954934468653409+0.1693972807487165j),(-0.2247875400605467+0.46461420315182256j),(-0.13400799070451425+0.0060754239889897615j),(2.454654662309534-0.2379686154768259j),(0.03130857660960631-0.21115313213643724j)
1.9100000000000001,(0.29884604231287+1.4788442803410924j),(-0.6577116291308082+0.16843425508735163j),(-0.230796700690418+0.5181662746815899j),(-0.13210981287010604+0.0011802674962076154j),(2.4715339119536397-0.46396235045092515j),(0.04776042454795892-0.19245025762416257j)
1.92,(0.34670285402454+1.5065773897040313j),(-0.6242827301871707+0.1653693035025093j),(-0.23425977182947902+0.5799900651502576j),(-0.12687200527926654-0.000340484897743063j),(2.451831783688816-0.6905998433561895j),(0.062732943429344-0.1725283973239904j)
1.93,(0.40362927952225036+1.531505256527718j),(-0.5962261914245862+0.16019500585617638j),(-0.22876339448956068+0.6488490984362519j),(-0.12040641412358717+0.002587426476555769j),(2.398294362781377-0.9107581056899205j),(0.07610129246004904-0.1514922391216653j)
1.94,(0.4672548640526578+1.552127346744776j),(-0.5738176216808674+0.15425150034924212j),(-0.21144431517876425+0.722814402695165j),(-0.11494784716473291+0.010010404531482912j),(2.314683027611-1.118587436580644j),(0.0877509126441748-0.1294606978830832j)
1.95,(0.5355681581173781+1.567355470161501j),(-0.5561827396588173+0.14890883231781932j),(-0.17847165755566727+0.8020872328287028j),(-0.11257025096663589+0.021165061449884066j),(2.2053253737696172-1.3094695525935687j),(0.09757956929822856-0.10656585158791049j)
1.96,(0.6063196487913419+1.5767471268774327j),(-0.5421793531417854+0.1450707984715297j),(-0.12367488055054476+0.8835282225712474j),(-0.11491930437005765+0.03473165469929545j),(2.0748840755115676-1.4800545319862417j),(0.10549925671291453-0.08295153425524145j)
1.97,(0.6773706183855795+1.581419919596967j),(-0.5308043007321406+0.14339738918022105j),(-0.0463018406868514+0.9591784592147156j),(-0.12336067577157217+0.04873662805945504j),(1.9281648833366942-1.6281555640741578j),(0.11143789001675194-0.05877161648426951j)
1.98,(0.7486385967815004+1.5839646014310662j),(-0.5213313526247696+0.1444918964368291j),(0.04966329570910208+1.0229564920036889j),(-0.13800901907155333+0.06029344450252485j),(1.7697784524010243-1.7525479666533634j),(0.11534072726936206-0.03418800383871394j)
1.99,(0.8227855272697563+1.5870516382378719j),(-0.5133337134940225+0.14899270380118548j),(0.15691727862492053+1.0673805065648012j),(-0.15737571431511374+0.06707119769245157j),(1.6042438097372493-1.852829419303679j),(0.11717146895152936-0.0093684186416214j)
2.0,(0.904229941117179+1.5917387888775774j),(-0.5067528661732266+0.15754550523307614j),(0.2637224403134119+1.0878355008226543j),(-0.18004378258722847+0.06765396455358087j),(1.436080989930906-1.9295819504378802j),(0.11691299758811818+0.015515977957309919j)
