N,E [H]
1,-14.631766025983122
2,-14.638371063556615
3,-14.644764212306129
4,-14.650578142735542
5,-14.651503449784542
6,-14.652048482438747
7,-14.653349222908082
8,-14.653358447516343
9,-14.656753391457197
10,-14.6572974369415
11,-14.657480731337193
12,-14.657780726828088
13,-14.657891514449961
14,-14.65790582964301
15,-14.658544581886368
16,-14.658627388256047
17,-14.658927452613126
18,-14.658975025968214
19,-14.6591518118304
20,-14.659600033250053
21,-14.659606926686056
22,-14.65971872107437
23,-14.659731394923728
24,-14.659761150703194
25,-14.659766947253045
26,-14.659779550567889
27,-14.659786372589611
28,-14.659787148129315
29,-14.659825353093975
30,-14.659826065613496
31,-14.659827447936037
32,-14.659828764109257
33,-14.659828766337656
34,-14.659857741463368
35,-14.659857856561738
36,-14.659871623482049
37,-14.659871632550956
38,-14.659872273099547
39,-14.65987323774157
40,-14.659878802759216
41,-14.659879770727843
42,-14.659885755383241
43,-14.659886290134311
44,-14.659912976949121
45,-14.659914736597864
46,-14.65991476653768
47,-14.659919087423791
48,-14.659930560581723
49,-14.65993096604985
50,-14.659971351792837
51,-14.659972184189998
