N,E [H]
1,-14.634822466962728
2,-14.641679022486361
3,-14.648271849828792
4,-14.6538474538684
5,-14.654779006460787
6,-14.65534428086969
7,-14.656695744134534
8,-14.656696824098393
9,-14.659376818548298
10,-14.660057214685208
11,-14.660320510149765
12,-14.66062713733011
13,-14.660668323076282
14,-14.66068255252912
15,-14.661147396643829
16,-14.661216531742202
17,-14.661478498368142
18,-14.661533232737968
19,-14.66168567789102
20,-14.661970808570779
21,-14.661980225293822
22,-14.662129937481565
23,-14.6621443970124
24,-14.662203658951281
25,-14.662208129660705
26,-14.662225745207946
27,-14.662228269218323
28,-14.662231704115923
29,-14.66227689044547
30,-14.662278268656475
31,-14.662278370061905
32,-14.662284453531115
33,-14.66228749491517
34,-14.662301077530719
35,-14.66230407558621
36,-14.66236255625457
37,-14.662363240275072
38,-14.662370972811248
39,-14.662374311871174
40,-14.66238046714249
41,-14.662380718365105
42,-14.662384419717801
43,-14.662385373684055
44,-14.662417905208816
45,-14.662418093281735
46,-14.662418872441064
47,-14.662418879637181
48,-14.662420775097495
49,-14.66242157081065
50,-14.662433886616972
51,-14.662434827062741
