N,E [H]
1,-14.548739101083257
2,-14.57057570000061
3,-14.585573100346345
4,-14.589651428311207
5,-14.591212849569914
6,-14.592150417703419
7,-14.592897596298569
8,-14.59325069881597
9,-14.593533330480842
10,-14.593735791152874
11,-14.59397614752787
12,-14.594069617210033
13,-14.594123656662733
14,-14.594259006112821
15,-14.594347754179745
16,-14.594364117865759
17,-14.594436031430659
18,-14.594465009676611
19,-14.594478234735138
20,-14.594481669622905
21,-14.594514382743814
22,-14.594518852552811
23,-14.594524376044438
24,-14.594545587425856
25,-14.594560668039422
26,-14.594574438170469
27,-14.59458870559704
28,-14.594597677303899
29,-14.594605715267095
30,-14.59461276683637
31,-14.594619750833452
32,-14.59463175595829
33,-14.59463579780204
34,-14.594638806343506
35,-14.594643360701832
36,-14.59464831705864
37,-14.594655426327035
38,-14.594658899919377
39,-14.594663236594048
40,-14.594668749724912
41,-14.594669483538578
42,-14.594671437004145
43,-14.594679051213962
44,-14.594685273982826
45,-14.594687718718165
46,-14.594695875795232
47,-14.594697563618167
48,-14.5946988631521
49,-14.59469922927684
50,-14.59470200091168
51,-14.594703831074245
