N,E [H]
1,-14.63713509526249
2,-14.646222294027998
3,-14.652018088311424
4,-14.652337330671898
5,-14.652613354847547
6,-14.652655292231579
7,-14.652661289669755
8,-14.652668801066032
9,-14.652680994691945
10,-14.652683495922174
11,-14.652684013823455
12,-14.652688434207295
13,-14.652690188909999
14,-14.652690570275444
15,-14.652691276187246
16,-14.652691843297243
17,-14.652692164676465
18,-14.652695101237029
19,-14.652696038719943
20,-14.652697354107422
21,-14.652698487539267
