t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
0.5,(0.001455304878578658+0.0014034654895376585j),(-0.02902921896909057+0.0543749319801123j),(-2.735024284734349e-07-6.70796284854152e-07j),(0.006994770413546847-0.04115430320339886j),(-0.0012739169719122845-0.0005039290816847798j),(0.007645985444254011-0.0011631455316619885j),(0.0073347947683808055-0.016002943742210826j),(-1.3710827611828976e-06+4.5261042414946566e-07j),(0.0007478323434769659+0.0005137604455218859j),(-0.00021689629124135103-6.782455908922241e-05j),(0.006336965062904118+0.0025969016349945183j),(1.0043457102845843+1.0036483965420089j),(0.5977180276312128-0.21679075269687126j),(2.338857446663311+2.691566880193981j),(0.7575201935705409+0.18276052895734973j),(1.714396113919097-0.23536463790879966j),(-0.006526823787652409+0.695955459223972j),(0.6496358552050541-0.5376728385905527j),(-1.0919416699630498+2.6902306513199368j),(-0.788461078077241+0.5782592424378699j),(-0.8813069186941863-0.7264073771005104j),(-0.2981214367724949-0.26001704660308134j),0.0
0.51,(0.0015426925398984517+0.0013471846778122143j),(-0.02812735667398358+0.05694662144509224j),(-3.2804496881305595e-07-6.696979799508111e-07j),(0.005738258981967042-0.0422906898042547j),(-0.001304191598849414-0.0005090564874353188j),(0.007794196919408546-0.001564144430847926j),(0.007100750495066961-0.01677382377423508j),(-1.3866454808196575e-06+5.492232396433868e-07j),(0.0007986550259938157+0.0004918316727976095j),(-0.0002290018379714194-5.971846234148542e-05j),(0.006681330535242927+0.002407030296048787j),(1.0045103369799186+1.0035937720475052j),(0.5974845111193113-0.21701597309931916j),(2.338871286410191+2.691540990119392j),(0.7581504129874402+0.18271627339178992j),(1.7145757371741253-0.23590423600518323j),(-0.006469950730233033+0.6960966476071655j),(0.6492679985311844-0.5383673048383768j),(-1.091926214221251+2.6902494312049994j),(-0.788482177113234+0.5783349850772813j),(-0.8813923716163135-0.7264052385153132j),(-0.2982776599117185-0.25993539699682494j),0.0
0.52,(0.0016311778018032498+0.0012878659406332692j),(-0.02715526144633824+0.0595753654284214j),(-3.834424258171623e-07-6.66495659373151e-07j),(0.004428226191237726-0.04343140553906683j),(-0.001334642279393318-0.0005138162456972432j),(0.00793617534292766-0.0019802058910922075j),(0.006847573942091994-0.017563048375986774j),(-1.399268790506591e-06+6.490405065297592e-07j),(0.0008504255979951275+0.00046771763209870105j),(-0.0002413224887494503-5.093099598195914e-05j),(0.007032934961782866+0.0022019469789620917j),(1.0046822157438176+1.0035413361344676j),(0.5972413206456887-0.21725680462966535j),(2.338886940547264+2.6915143932979273j),(0.7588114783618716+0.18267785179162493j),(1.7147553139812268-0.23647119569052777j),(-0.006413701598553461+0.6962464086683423j),(0.6488863960185887-0.5391086540737038j),(-1.091910591236919+2.690269749749889j),(-0.7885065854531813+0.5784143279091005j),(-0.8814832333221121-0.7264053480618942j),(-0.29844516259603276-0.2598525308251384j),0.0
0.53,(0.0017206014949612842+0.0012254531232230251j),(-0.02611432806615776+0.06226009983494027j),(-4.3961900945144973e-07-6.611391316778647e-07j),(0.003066488502461025-0.04457486752730453j),(-0.0013652315339515318-0.0005183346336398051j),(0.008071378896104786-0.0024111998844637524j),(0.006575722607948437-0.018370606237093218j),(-1.4087765122191697e-06+7.519973260317184e-07j),(0.0009030888639017824+0.00044135056309991194j),(-0.0002538442907206997-4.143356085417607e-05j),(0.007391616671144699+0.00198123322939403j),(1.0048616655371823+1.0034916391984632j),(0.5969885958406612-0.21751431412283265j),(2.3389045399424817+2.691487133035505j),(0.7595043565870955+0.18264671934194848j),(1.7149347276614062-0.23706562951324972j),(-0.006358460417117002+0.6964051961999694j),(0.6484917190731776-0.5398998538277755j),(-1.0918948606278287+2.6902917071666064j),(-0.7885346535471753+0.5784973531545795j),(-0.8815797707217529-0.7264080732020943j),(-0.2986247010313879-0.25976879661166746j),0.0
0.54,(0.0018108189981950382+0.0011599065540562692j),(-0.025006119131468232+0.06500013399000765j),(-4.964960121409634e-07-6.535876003983331e-07j),(0.0016548756449073672-0.04571973949983772j),(-0.0013959156295528653-0.000522740911029718j),(0.008199306289541197-0.002857000319059542j),(0.006285704866760085-0.019196610092742372j),(-1.414998082952681e-06+8.580210626653472e-07j),(0.0009565913324333418+0.00041266360837265137j),(-0.0002665532073733096-3.1195864606962945e-05j),(0.007757249706391636+0.0017444559591531434j),(1.0050490401403671+1.003445267481622j),(0.5967264728619451-0.21778965262202812j),(2.3389242244980615+2.691459257278108j),(0.7602301074584299+0.1826244165430566j),(1.7151138948055258-0.23768771600883284j),(-0.006304634529557129+0.6965735039954394j),(0.6480846751538945-0.5407441160653106j),(-1.091879086260485+2.69031541189121j),(-0.7885667588878266+0.5785841527964475j),(-0.8816822747792015-0.7264138099966354j),(-0.2988170961493203-0.25968456583304605j),0.0
0.55,(0.0019017002384812448+0.0010912030448603739j),(-0.023832365058318636+0.06779515063950062j),(-5.539918087700968e-07-6.438096640446252e-07j),(0.00019523061601550186-0.046864931798937j),(-0.0014266445798474011-0.0005271673202311575j),(0.008319496763146014-0.0033174850390046166j),(0.005978079968281992-0.02004129672368283j),(-1.4177685547222289e-06+9.670313442396764e-07j),(0.00101088121660805+0.0003815908133849856j),(-0.0002794351185383074-2.0185921694440697e-05j),(0.008129743825029321+0.0014911674461969182j),(1.0052447281531796+1.0034028430726374j),(0.5964550843946564-0.21808405537874295j),(2.3389461431504888+2.6914308186117895j),(0.7609898836732505+0.18261256921044786j),(1.715292765274306-0.2383376996998285j),(-0.006252654598637485+0.6967518658490698j),(0.647666007772715-0.5416448971845045j),(-1.0918633362501238+2.6903409805838208j),(-0.7886033060102633+0.5786748285789111j),(-0.8817910605122184-0.7264229831051188j),(-0.2990232336069527-0.25960023291889583j),0.0
0.56,(0.001993129690950889+0.0010193358906152965j),(-0.02259496408078083+0.07064520594981452j),(-6.120218566825921e-07-6.317833161034981e-07j),(-0.0013105903186075053-0.04800960137827366j),(-0.0014573621451064967-0.000531749086205761j),(0.008431530086136212-0.003792535824452074j),(0.005653458037900471-0.020905026956223812j),(-1.416928594562733e-06+1.0789400618566842e-06j),(0.0010659084337428313+0.00034806712650163894j),(-0.0002924758203896067-8.370053376024496e-06j),(0.008509044499005842+0.0012209053346317858j),(1.0054491529948786+1.0033650239067646j),(0.5961745596513105-0.21839884185275235j),(2.338970453870515+2.6914018742626644j),(0.7617849308309905+0.18261288847482304j),(1.7154713221983253-0.23901589109585533j),(-0.006202974606251875+0.6969408555561037j),(0.6472364964946469-0.5426058980170293j),(-1.09184768296071+2.6903685381286175j),(-0.7886447264921325+0.5787694920076546j),(-0.881906466992359-0.7264360457860262j),(-0.2992440637869939-0.2595162152518261j),0.0
0.5700000000000001,(0.0020850063788892055+0.0009443148695535789j),(-0.021295982250949558+0.07355072950786298j),(-6.704986956815408e-07-6.17495945038397e-07j),(-0.002860717625186273-0.04915315180291964j),(-0.0014880058322227822-0.0005366244165126279j),(0.008535026557036612-0.004282038391583071j),(0.005312500076633101-0.021788285662235188j),(-1.41232448452893e-06+1.1936513699112963e-06j),(0.0011216246054532911+0.00031202839898399314j),(-0.00030566102544400653+4.28711228357619e-06j),(0.008895132914711727+0.0009331926347131243j),(1.005662772904177+1.0033325037658225j),(0.5958850243718228-0.21873541571211574j),(2.3389973236631585+2.6913724860969173j),(0.7626165874331406+0.18262717078208546j),(1.7156495819780198-0.23972266669359962j),(-0.006156071853424275+0.6971410869127098j),(0.6467969569377305-0.5436310638280338j),(-1.0918322030049397+2.6903982176338417j),(-0.7886914789535985+0.5788682643498401j),(-0.8820288573449733-0.7264534798967195j),(-0.29948060179773905-0.25943295316743425j),0.0
0.58,(0.00217724387373568+0.0008661662431603503j),(-0.01993765343894247+0.07651252432107786j),(-7.293319480293825e-07-6.009443342894553e-07j),(-0.004453268501777102-0.050295233249347544j),(-0.001518506894710162-0.0005419345013083189j),(0.008629647003679877-0.004785882392606824j),(0.004955917961128722-0.022691681759147455j),(-1.4038081216953727e-06+1.311061686091386e-06j),(0.001177983057653717+0.00027341138499008776j),(-0.0003189763625611919+1.7822640414357564e-05j),(0.009288025972979942+0.0006275377228452564j),(1.0058860809392394+1.0033060122781925j),(0.5955866008235082-0.21909526483317662j),(2.3390269285677046+2.691342720620797j),(0.763486284883249+0.18265729789334073j),(1.7158275942836838-0.240458468976815j),(-0.0061124469603088235+0.6973532137159816j),(0.6463482407730383-0.5447245843161438j),(-1.0918169772442383+2.6904301604317924j),(-0.7887440490573444+0.5789712766341064j),(-0.8821586187492061-0.7264757958934407j),(-0.29973392747306943-0.2593509099543053j),0.0
0.59,(0.00226977029508405+0.0007849327561733207j),(-0.018522379332900036+0.0795317668174094j),(-7.884283184479076e-07-5.821346622734939e-07j),(-0.006086346878268017-0.05143574250543069j),(-0.0015487903327038152-0.0005478235133468572j),(0.008715092783206528-0.005303961415760617j),(0.004584474443667428-0.023615948209951783j),(-1.3912370181564293e-06+1.4310596913777762e-06j),(0.001234938820557078+0.0002321537415746189j),(-0.00033240737694373377+3.2275289341022114e-05j),(0.009687776289085907+0.0003034343415814428j),(1.0061196049776835+1.0032863149188187j),(0.5952794078010816-0.21947996130056258j),(2.339059453657705+2.69131264898062j),(0.7643955474869217+0.18270523688489698j),(1.7160054420554693-0.24122380641632254j),(-0.006072623866189827+0.6975779297639382j),(0.6458912357246752-0.5458908936134617j),(-1.0918020907887624+2.690464516078831j),(-0.788802949508571+0.5790786696505708j),(-0.8822961624379972-0.7265035328313119j),(-0.3000051853724526-0.25927057185401226j),0.0
0.6,(0.0023625283106823046+0.0007006736365827893j),(-0.017052729438985677+0.08261000684532604j),(-8.476915941182532e-07-5.610825023840224e-07j),(-0.007758043416378684-0.05257482297044304j),(-0.0015787748929601937-0.0005544386079797275j),(0.008791105782064927-0.005836172985309786j),(0.004198983152160579-0.02456194202319993j),(-1.3744743010262857e-06+1.5535263300442353e-06j),(0.0012924486286750227+0.00018819402868894118j),(-0.0003459395301370887+4.768551058297747e-05j),(0.010094472192747462-3.9638400376102324e-05j),(1.00636390771658+1.003274213009208j),(0.5949635606266573-0.21989116140718534j),(2.3390950930409784+2.691282346962768j),(0.7653459924518219+0.18277304014826462j),(1.7161832415033864-0.2420192534700108j),(-0.006037149829481759+0.6978159688555241j),(0.6454268655697784-0.5471346702855666j),(-1.0917876329973977+2.690501442355379j),(-0.7888687200549972+0.5791905939508272j),(-0.8824419236980815-0.7265372583643355j),(-0.3002955847809423-0.25919244806111585j),0.0
0.61,(0.00245547513643268+0.0006134645956316388j),(-0.015531441081385666+0.08574916767381455j),(-9.070226446809064e-07-5.37812822991238e-07j),(-0.009466435509660458-0.05371286465505921j),(-0.0016083730688570231-0.0005619299231558764j),(0.008857468416011285-0.006382418561547722j),(0.003800308590150796-0.02553064425300434j),(-1.353388712438943e-06+1.67833480965748e-06j),(0.0013504709208178832+0.0001414717091810669j),(-0.0003595582000295989+6.40954488543373e-05j),(0.010508237728124908-0.0004022160281762204j),(1.0066195866724514+1.0032705437174307j),(0.5946391711497494-0.22033060565424079j),(2.33913404985961+2.69125189499369j),(0.7663393298876706+0.1828628453901565j),(1.716361142107303-0.24284545058283583j),(-0.0060065954277292565+0.698068104790609j),(0.6449560901385172-0.5484608373315146j),(-1.091773697477761+2.690541105265915j),(-0.7889419274868602+0.5793072098479476j),(-0.882596361869988-0.7265775687453937j),(-0.3006063997091786-0.25911707072316464j),0.0
0.62,(0.0025485825363916665+0.0005233978278153363j),(-0.013961419402309157+0.0889515459923799j),(-9.663194222357023e-07-5.123599874420264e-07j),(-0.01120958728349641-0.05485050418135451j),(-0.0016374911003933037-0.0005704505794217121j),(0.008914003630109663-0.006942603540795886j),(0.003389366136811959-0.026523159999038058j),(-1.3278546095482188e-06+1.8053506010771742e-06j),(0.0014089658400946712+9.192714879566524e-05j),(-0.0003732486808524927+8.154894206392116e-05j),(0.010929232653820974-0.0007848487008188165j),(1.006887274181274+1.0032761800581194j),(0.594306347747272-0.22080011875120883j),(2.339176536289952+2.691221378139901j),(0.7673773628062465+0.18297687563248782j),(1.716539326616945-0.24370310418682103j),(-0.005981554557607127+0.698335151369988j),(0.6444799053140935-0.5498745621838383j),(-1.0917603820861985+2.6905836790389825j),(-0.7890231656369151+0.5794286874164813j),(-0.8827599603480412-0.7266250888262493j),(-0.30093896889338756-0.25904499494069505j),0.0
0.63,(0.002641836822770005+0.0004305820108819354j),(-0.012345737361988206+0.09221981191104539j),(-1.0254769613418258e-06-4.847677540599611e-07j),(-0.012985549595101273-0.05598862478280495j),(-0.0016660289741893088-0.0005801566799211052j),(0.008960574898731966-0.00751663725540379j),(0.002967122046949211-0.027540718406534784j),(-1.297751964527747e-06+1.934431438455931e-06j),(0.00146789523391308+3.9501616174063324e-05j),(-0.00038699618317988393+0.00010009152131525407j),(0.011357652442880836-0.0011881012111548388j),(1.0071676373984757+1.0032920308924693j),(0.5939651953235383-0.22130160961585357j),(2.3392227735426245+2.6911908861079814j),(0.7684619871213854+0.18311743921237628j),(1.716718011051896-0.24459298670105736j),(-0.00596264443492034+0.6986179623953817j),(0.6439993430327414-0.5513812567085473j),(-1.0917477889277873+2.6906293461271815j),(-0.7891130553804353+0.5795552064924552j),(-0.88293322658036-0.7266804720575449j),(-0.30129469579538176-0.2589767987672314j),0.0
0.64,(0.0027350713206377155+0.00033513999450319j),(-0.010687321830701944+0.09555380306350979j),(-1.084365091117572e-06-4.55095645943757e-07j),(-0.014791654688534644-0.057126428354666095j),(-0.0016939566103295776-0.0005911672007597529j),(0.008996676390343171-0.008103688175702296j),(0.00253475139497902-0.028584975530748215j),(-1.2631146846776466e-06+2.0652297230403574e-06j),(0.0015270774870332349-1.5773125081203356e-05j),(-0.00040072486785609535+0.00011971730471815503j),(0.011792538473805283-0.0016122624630211246j),(1.0074610083394018+1.003318386240207j),(0.5936155871375781-0.2218347427984263j),(2.339272896797917+2.691160442943198j),(0.7695938928581486+0.1832854696927844j),(1.7168975051836968-0.24551548099864826j),(-0.0059499091552737025+0.6989169777797769j),(0.6435148460763646-0.5529816426540749j),(-1.0917359277320022+2.690678229356422j),(-0.7892117863946525+0.5796870515263383j),(-0.8831167427574691-0.7267436169975282j),(-0.30167413011830096-0.25891205048414256j),0.0
0.65,(0.002827851907428248+0.00023729073146676875j),(-0.008991989002988258+0.09894738834073434j),(-1.142814654978198e-06-4.234590509517062e-07j),(-0.016621646055443386-0.05826038158567856j),(-0.0017212886933784524-0.0006034834203726647j),(0.009021432950724283-0.008701352744514617j),(0.0020943629007646697-0.02965747533575811j),(-1.2243023747278016e-06+2.197055277464793e-06j),(0.0015860986390573908-7.367237645390934e-05j),(-0.0004142589625915177+0.0001403379757622832j),(0.012231133592938967-0.0020568480762113385j),(1.0077662241906178+1.003354464520096j),(0.5932585489028742-0.22239561592415438j),(2.3393266927749368+2.6911300958081514j),(0.7707695446383444+0.18348015649269342j),(1.7170781317946289-0.24646808690599686j),(-0.005942908146121131+0.6992311345569153j),(0.6430290180303453-0.5546684075044749j),(-1.0917247791774878+2.6907301649409723j),(-0.7893188064669648+0.5798240461071864j),(-0.8833104569495326-0.7268136686948624j),(-0.3020757921627601-0.25884981674052204j),0.0
0.66,(0.00292026353826669+0.00013736748787395624j),(-0.007270020675768256+0.10240318064728607j),(-1.2007185628380192e-06-3.8999941839332253e-07j),(-0.018468895614021215-0.05939317125529654j),(-0.001747710048811753-0.0006171623358169707j),(0.009035574552406939-0.009309168373211217j),(0.0016482483319407819-0.030757966776273633j),(-1.1812838842458147e-06+2.329818009973796e-06j),(0.0016450078294651862-0.00013420200852992667j),(-0.0004276167949870219+0.00016203465123280182j),(0.01267454679990093-0.0025219137076911598j),(1.0080823159629286+1.0034015048517515j),(0.5928974284285228-0.2229878043921662j),(2.3393840306899802+2.691100251087214j),(0.7719870642227561+0.18370577280355127j),(1.717259873926267-0.2474473670574102j),(-0.005943549219077749+0.6995599338992768j),(0.6425496771777668-0.5564495405168519j),(-1.0917147540850207+2.690785004649112j),(-0.7894349653693086+0.5799650492996012j),(-0.8835133341828746-0.7268927559061288j),(-0.3025004337392553-0.2587936537627664j),0.0
0.67,(0.003012361765066597+3.572264368845103e-05j),(-0.0055316058950662305+0.105922867346586j),(-1.2579548765753633e-06-3.548656029001595e-07j),(-0.020326676811953506-0.06052703821357519j),(-0.0017728994529313139-0.0006322344629369168j),(0.009039817612139789-0.009926542677003363j),(0.0011987106512044237-0.031886050141837124j),(-1.1340317235517622e-06+2.4633933390195526e-06j),(0.0017038397722981163-0.000197352695119661j),(-0.00044081325412054353+0.00018487986772103371j),(0.013123723220662754-0.0030074017136436496j),(1.0084082697899195+1.0034606420621341j),(0.5925355082113005-0.2236145148202193j),(2.3394447596136305+2.691071296744663j),(0.7732441982612348+0.18396618257574843j),(1.7174426629589197-0.2484497452884276j),(-0.005953608473985612+0.6999027756394415j),(0.6420843701607035-0.5583322590680047j),(-1.0917062375482598+2.6908425829195908j),(-0.789561007166216+0.5801089257233342j),(-0.883724272823533-0.7269828705763108j),(-0.3029486045846868-0.25874697631738386j),0.0
0.68,(0.003104132963629687-6.727585223358383e-05j),(-0.003786647237164967+0.10950647952808878j),(-1.314381414594714e-06-3.1821405096314784e-07j),(-0.0221880845065393-0.0616633085580836j),(-0.0017965503469749972-0.0006486960779255025j),(0.009034758013675079-0.010552588856783018j),(0.0007480784819032379-0.03304127296207999j),(-1.0825543760944388e-06+2.5975755792706795e-06j),(0.0017625801079781075-0.0002630802155946846j),(-0.0004538453247584866+0.00020892481493290835j),(0.013579156507619714-0.0035130825614846754j),(1.0087429720872196+1.003532751730457j),(0.5921758954882113-0.22427802387129003j),(2.3395086930169953+2.691043580641946j),(0.774538086079022+0.184264470196257j),(1.7176263965300458-0.2494714767841592j),(-0.005974570758608072+0.7002588785300377j),(0.6416401072887141-0.5603218385817293j),(-1.0916995612723395+2.690902707228214j),(-0.7896974612353685+0.5802545906454009j),(-0.8839421426450369-0.7270856627477644j),(-0.3034204539413023-0.25871276950296546j),0.0
0.6900000000000001,(0.003195494333645837-0.00017124448214352115j),(-0.0020447608086057393+0.11315239200728264j),(-1.369835751826713e-06-2.802088009325951e-07j),(-0.024046034964691314-0.06280239363390479j),(-0.0018183708371166912-0.0006665092173244808j),(0.009020871107768651-0.011186125699122838j),(0.00029870610803544185-0.034223130006722655j),(-1.0268962984513578e-06+2.7320779416122303e-06j),(0.001821165403307517-0.00033130545488773593j),(-0.0004666920873557244+0.00023419933568896213j),(0.014040888839590772-0.004038554829862919j),(1.0090852095525022+1.003618450188185j),(0.591821522236485-0.22497967825357373j),(2.3395756087717072+2.6910174105376834j),(0.7758652596767506+0.184602940488631j),(1.7178109385342546-0.2505086480792859j),(-0.006007629668629785+0.700627280243742j),(0.6412233625388419-0.5624216125288203j),(-1.0916950035738702+2.690965158087845j),(-0.7898446422675961+0.5804010099800809j),(-0.8841657848284058-0.7272024405602184j),(-0.3039157305566969-0.25869358875018517j),0.0
0.7000000000000001,(0.0032862938986930896-0.0002757841594002694j),(-0.0003152762461882952+0.11685732332568942j),(-1.4241352197281585e-06-2.410214830181861e-07j),(-0.025893265862935902-0.0639437900336357j),(-0.001838083694466313-0.0006856016780243589j),(0.008998511712179937-0.011825677576276162j),(-0.0001470265257501745-0.035431063285574604j),(-9.671379203287514e-07+2.866532533145691e-06j),(0.0018794831514691332-0.00040191440349272037j),(-0.0004793147180555985+0.00026071192592433786j),(0.014508510921818587-0.004583245208659868j),(1.0094336691654848+1.0037180945190356j),(0.5914751451735788-0.2257198947204845j),(2.339645249149923+2.690993054087665j),(0.7772216437304437+0.1849831187130061j),(1.7179961191233064-0.2515571770580596j),(-0.006053687547656704+0.7010068373732793j),(0.6408400735556148-0.564632972427069j),(-1.0916927893809376+2.691029689048403j),(-0.790002650266878+0.5805472002889177j),(-0.8843940119621496-0.7273341702507741j),(-0.304433782683813-0.2586915598217999j),0.0
0.71,(0.003376310506237645-0.00038048022847027177j),(0.0013927632830290967+0.12061633575086453j),(-1.4770769062820057e-06-2.0083131928898287e-07j),(-0.0277223362874131-0.06508607959738721j),(-0.0018554263550698055-0.0007058670172643974j),(0.008967914111671967-0.01246947444617702j),(-0.0005867138141542379-0.03666446204853436j),(-9.033956445615709e-07+3.0004903571889806e-06j),(0.0019373717720261746-0.00047475815746470874j),(-0.0004916564886899195+0.00028844973468878504j),(0.014981161985969504-0.005146408498989818j),(1.009786938187929+1.0038317825589778j),(0.5911393457571762-0.2264981600706554j),(2.3397173208243247+2.690970738844854j),(0.7786025555915158+0.18540575056609987j),(1.718181734706111-0.25261281295430266j),(-0.006113355487216085+0.7013962254314228j),(0.6404956416510446-0.5669553678412653j),(-1.0916930902331037+2.6910960266968664j),(-0.7901713705503424+0.5806922287807187j),(-0.8846256080422692-0.7274814761539053j),(-0.3049735580809404-0.2587083788126495j),0.0
0.72,(0.0034652538276338705-0.0004849024649275105j),(0.003070601081729749+0.12442283527639711j),(-1.5284376559973688e-06-1.598251236734233e-07j),(-0.029525626733876653-0.06622692941278414j),(-0.0018701509199091403-0.0007271645526326114j),(0.008929192058011366-0.01311545185244015j),(-0.0010179244912268191-0.03792266278558952j),(-8.358218471134836e-07+3.1334213132764547e-06j),(0.0019946206109222936-0.0005496529184199413j),(-0.0005036427667789671+0.00031737856414666064j),(0.015457529790133574-0.005727127613199891j),(1.0101435041636395+1.0039593528962332j),(0.5908165301851874-0.22731303114793833j),(2.339791494868119+2.690950652259383j),(0.780002705286772+0.18587080218121152j),(1.71836754794873-0.25367113635140853j),(-0.0061869533267564876+0.7017939388509938j),(0.6401949318046278-0.5693863063831964j),(-1.091696024281406+2.691163870657268j),(-0.790350473748266+0.5808352133115554j),(-0.8848593284722561-0.7276446407014587j),(-0.3055336040117164-0.25874531214965657j),0.0
0.73,(0.0035527643581242906-0.0005886050754534999j),(0.0047097669223384216+0.12826857162190974j),(-1.5779740699095167e-06-1.1819730195932372e-07j),(-0.0312953391076939-0.06736309181496519j),(-0.0018820241549023149-0.000749319362065769j),(0.008882338769968346-0.013761250924360962j),(-0.0014382016303673964-0.039204949226816686j),(-7.646048770768784e-07+3.2647141971589004e-06j),(0.00205096994048157-0.0006263799935358215j),(-0.0005151810155314895+0.00034744286957692755j),(0.01593585061882452-0.006324313574870002j),(1.0105017549184665+1.0041003848712755j),(0.5905089293957495-0.22816213484140405j),(2.339867406755036+2.6909329416785575j),(0.781416195518408+0.18637746012822215j),(1.7185532877743743-0.25472755918234147j),(-0.006274509653647768+0.7021982909848623j),(0.6399422726633457-0.5719213537116474j),(-1.0917016562883575+2.6912328935907j),(-0.7905394158040748+0.5809753223847632j),(-0.8850939000630922-0.7278236044226534j),(-0.3061120672451255-0.25880319659182666j),0.0
0.74,(0.0036384134168395924-0.0006911266978372908j),(0.006302077047021414+0.1321436382330587j),(-1.6254225055798766e-06-7.614985179387686e-08j),(-0.033023496723845885-0.06849040438658302j),(-0.0018908274909033552-0.0007721222838493924j),(0.008827226933316723-0.014404218376915561j),(-0.0018450626443248788-0.040510552342381524j),(-6.899690566728611e-07+3.393676700803539e-06j),(0.0021061109594085166-0.0007046857955509209j),(-0.0005261607938447036+0.00037856575937315553j),(0.016413909282979772-0.006936705518812884j),(1.0108599785603032+1.00425419857683j),(0.5902185990672258-0.22904216808534225j),(2.339944656359332+2.690917714346853j),(0.7828365216640107+0.1869241314135945j),(1.718738649363406-0.25577732472963643j),(-0.006375761803181084+0.7026074141059461j),(0.6397414565416634-0.5745541335324011j),(-1.0917099976279474+2.69130274119531j),(-0.7907374379743439+0.5811117751509416j),(-0.8853280210332501-0.7280179659440811j),(-0.30670669405549966-0.2588824392302483j),0.0
0.75,(0.003721703146798627-0.0007919904009754707j),(0.007839634167686533+0.13603647228153384j),(-1.6704990770960326e-06-3.3892362683652454e-08j),(-0.0347019443069273-0.06960378995780422j),(-0.0018963570237023138-0.0007953299166177578j),(0.0087636087008339-0.015041406510760746j),(-0.0022359992851976023-0.04183865034253875j),(-6.121746812512565e-07+3.5195354123940254e-06j),(0.002159685792788077-0.0007842818427649772j),(-0.0005364537563042953+0.0004106489950435212j),(0.016889039119960442-0.0075628706910740775j),(1.011216363479087+1.004419854857875j),(0.5899474196182068-0.22994889785926143j),(2.3400228079557874+2.690905037405918j),(0.7842565717765578+0.18750844348037324j),(1.7189232941533379-0.25681550762539923j),(-0.006490155858568895+0.7030192594072114j),(0.6395957394215307-0.5772763275982381j),(-1.0917210062856402+2.6913730322063034j),(-0.790943566828797+0.5812438414079538j),(-0.8855603610086935-0.7282269819897063j),(-0.3073148302225183-0.25898301748809277j),0.0
0.76,(0.0038020665149084048-0.0008907036848721625j),(0.009314827465983107+0.13993385466505864j),(-1.7128996550717262e-06+8.357984005402425e-09j),(-0.036322347991146524-0.07069725660630931j),(-0.0018984235140252705-0.0008186646193538948j),(0.00869111569230088-0.015669573212234004j),(-0.0026084776444333276-0.043188368677632115j),(-5.315180192906084e-07+3.6414358163304478e-06j),(0.002211287492085626-0.0008648447590388949j),(-0.0005459136531844192+0.0004435729912108078j),(0.017358121993551343-0.008201204448931933j),(1.0115689983467997+1.0045961553116405j),(0.5896970962075094-0.230877161187889j),(2.340101390219708+2.69089493789457j),(0.7856686265844175+0.18812724420818466j),(1.7191068498388327-0.2578370138513064j),(-0.006616846650944962+0.7034315970016731j),(0.6395078409523819-0.5800776757089365j),(-1.0917345868583763+2.6914433583959427j),(-0.7911566142503068+0.5813708416009273j),(-0.885789561022876-0.7284495673808659j),(-0.3079334210312081-0.25910447912061446j),0.0
0.77,(0.0038788673119640998-0.0009867584806390241j),(0.010720332593301966+0.14382091000739014j),(-1.752299866646856e-06+5.037641504796406e-08j),(-0.03787619532032558-0.07176389765729271j),(-0.001896852387534333-0.0008418145113895867j),(0.008609258994502258-0.016285181953353517j),(-0.0029599381528292393-0.04455878003809441j),(-4.483313123981781e-07+3.7584422932293302e-06j),(0.0022604600351469684-0.0009460162737947451j),(-0.0005543763304476988+0.0004771968156124055j),(0.01781758829396097-0.008849930260897615j),(1.011915872117467+1.0047816422876084j),(0.5894691587341772-0.23182086514117128j),(2.3401798962269225+2.6908874027487997j),(0.7870643594913491+0.18877660191323692j),(1.7192889103717037-0.25883658073860555j),(-0.0067546977593643445+0.7038420159223938j),(0.6394799444511357-0.5829459757112725j),(-1.0917505905545721+2.691513284573547j),(-0.7913751774348949+0.5814921468222534j),(-0.8860142335167422-0.7286842950362695j),(-0.30855901127194313-0.25924594221515046j),0.0
0.78,(0.003951400152649047-0.0010796311504952497j),(0.012049111670775454+0.14768110665831902j),(-1.7883550954874776e-06+9.193056535933143e-08j),(-0.03935479524790017-0.07279589168346279j),(-0.0018914837348276358-0.0008644334724053713j),(0.00851742916122622-0.01688440179181815j),(-0.0032877955805319485-0.04594890435444749j),(-3.6298277530994645e-07+3.869538119923628e-06j),(0.002306698326198341-0.0010274032220157646j),(-0.0005616597297452263+0.0005113581891003108j),(0.018263416937821512-0.009507099706715092j),(1.0122548740271584+1.0049745988875127j),(0.5892649618374804-0.2327729868342734j),(2.3402577834537857+2.690882378801769j),(0.7884348365765027+0.18945180534831993j),(1.7194690359609155-0.25980877696811483j),(-0.0069022815108034045+0.7042479241224846j),(0.639513696902195-0.5858670834990198j),(-1.0917688151941194+2.6915823485854924j),(-0.7915976388917321+0.5816071788115872j),(-0.8862329623387277-0.7289293959719996j),(-0.3091877452404449-0.2594060951911209j),0.0
