t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
1.01,(0.0028750590698555407-0.0017897291856935912j),(0.021993591587675186+0.18183545044137725j),(-1.154538154255377e-06+6.258262994175825e-07j),(-0.04308299069016244-0.06420520301029814j),(-0.0009091863683256792-0.0004884444621970345j),(0.0013161365854305101-0.01819706597618225j),(0.0028320964009247436-0.08245551126430109j),(1.4057294044774999e-06+2.9278638991365074e-06j),(0.0014344394129330222-0.002035526361823136j),(-3.277957391064318e-05+0.0008640544162710887j),(0.013285944672573017-0.021396485448305757j),(1.014821222262553+1.0059451018995043j),(0.5863868769681952-0.23489414523087965j),(2.340853368403592+2.6908173077101596j),(0.7962600215618998+0.19375176871786595j),(1.7209324117302183-0.2662675210954958j),(-0.00723808734867526+0.7078042188145779j),(0.6454439600766192-0.6190774932733533j),(-1.0918661840902801+2.692172592109008j),(-0.7934194953822221+0.5830006152200589j),(-0.8888343552911426-0.7312342211619216j),(-0.31629175739884235-0.25978058395367487j),0.0
1.02,(0.002710727925589809-0.0017920094230339401j),(0.02277645242430124+0.17961540662855915j),(-1.078992624420869e-06+6.370611197734222e-07j),(-0.042539560845897426-0.06184612645344312j),(-0.0008651913094632005-0.00043558994753436597j),(0.0007223202893793408-0.017688405436602137j),(0.004141899074310946-0.08432069912991771j),(1.462125667255769e-06+2.7539024330063716e-06j),(0.0013091040977974522-0.0020281592236656995j),(1.5705738327846316e-05+0.0008403330967917331j),(0.012153065023770452-0.021574575680452276j),(1.0148090549064683+1.0057225164865844j),(0.5857097826665265-0.23358235279203396j),(2.340836659998878+2.690785361814193j),(0.7957524496628174+0.19283535531599408j),(1.7207436292446814-0.2660376734082139j),(-0.006950230033121365+0.7077981033429213j),(0.6445667933701137-0.6172066948838635j),(-1.0918284807047696+2.6921720817846304j),(-0.7933191143578108+0.5831238714689223j),(-0.8890187432228832-0.7310986203059052j),(-0.3163768734378171-0.2592762349761633j),0.0
1.03,(0.002545173187691298-0.0017955985580145502j),(0.023763210269810153+0.17712459347765336j),(-1.0040804805953023e-06+6.477960582459284e-07j),(-0.042043706130272564-0.059382814695850085j),(-0.0008239160645743533-0.00038343729143844286j),(0.0001179667149084282-0.0171609636747011j),(0.005580979874112876-0.08621002568650747j),(1.5156094753390272e-06+2.5790615636897893e-06j),(0.0011818356085344275-0.0020175349929153243j),(6.339457175625689e-05+0.0008137793509028038j),(0.010969234447368305-0.021711129199743617j),(1.0148122969534783+1.0054918240576634j),(0.584938380535262-0.23220382968592473j),(2.3408220857242585+2.690750765954629j),(0.7952808837862639+0.1918467961598956j),(1.7205276322832488-0.26582217031797895j),(-0.0066467067793005135+0.7078098745006058j),(0.643457862149044-0.6150231642962379j),(-1.0917889261957727+2.6921747405129866j),(-0.7932214771073544+0.5832623928379387j),(-0.8892327837231814-0.730968587881679j),(-0.3164977132904658-0.2587287785461835j),0.0
1.04,(0.002379481208331413-0.001800302518093079j),(0.02496643945007982+0.17438679523235115j),(-9.301829059792622e-07+6.579310945863268e-07j),(-0.041609137750903705-0.056833632665774535j),(-0.000785333581677286-0.00033232793542216626j),(-0.0004920629739066003-0.016617949754531347j),(0.0071547674291255955-0.08810758820185585j),(1.5658281852533158e-06+2.404387055614731e-06j),(0.001053547095786831-0.002003623787849559j),(0.00010987474300676761+0.0007845398341568067j),(0.00974295122222727-0.02180193324575138j),(1.014830151328993+1.005254161383667j),(0.5840664128873243-0.23078844445387353j),(2.340809457550408+2.6907139271903615j),(0.7948543645854163+0.1907871333302441j),(1.7202900826913625-0.2656181163500243j),(-0.006331040215078217+0.707839475980027j),(0.642133117641519-0.6125436716735662j),(-1.0917479478569831+2.6921802351152473j),(-0.7931277117643997+0.5834137678508949j),(-0.8894694086852845-0.7308460766645932j),(-0.31665551371656375-0.25814963681022063j),0.0
1.05,(0.0022146769106673628-0.0018059076749383494j),(0.026396006672440922+0.17142613977969975j),(-8.576546606115984e-07+6.673684953777264e-07j),(-0.04124653702767943-0.054217121743820776j),(-0.0007493964416085861-0.00028257885827418617j),(-0.0011031176593955206-0.01606247658002851j),(0.008866187688013977-0.08999877200660591j),(1.6124596318117356e-06+2.230865248862365e-06j),(0.0009251116991627153-0.0019864238911471463j),(0.00015476505705265997+0.0007527916902705326j),(0.008482790891014433-0.021843482202118264j),(1.0148619086001347+1.0050108708809944j),(0.5830905791298785-0.22936322474861406j),(2.3407986413643265+2.6906752473854927j),(0.794480950766776+0.18965938014244857j),(1.7200360391747955-0.26542347500316793j),(-0.006006656067655473+0.7078868300628995j),(0.6406075488192928-0.6097850856332985j),(-1.0917059712846113+2.6921882817919527j),(-0.7930389339657091+0.5835757540298261j),(-0.8897223501460442-0.7307329852241374j),(-0.31685124028130174-0.2575493612793157j),0.0
1.06,(0.002051723788842153-0.0018121808444303497j),(0.028059071025676948+0.1682670986501023j),(-7.868240813694246e-07+6.760128140351188e-07j),(-0.040963555392761024-0.051551999762941975j),(-0.0007160368580232803-0.00023448257605890104j),(-0.0017107562702935132-0.015497560895011607j),(0.010715663919312687-0.09187025049425827j),(1.6552121281144462e-06+2.0594230591670536e-06j),(0.000797362547235301-0.001965961749888023j),(0.00019771530720831762+0.0007187425511250578j),(0.007197406260203282-0.021832977596558036j),(1.0149069469757384+1.0047635006115183j),(0.5820105357643324-0.22795235733429217j),(2.3407895569693413+2.6906351232093346j),(0.7941677190901703+0.1884685211466535j),(1.7197699572996523-0.2652370687498127j),(-0.005676883163568769+0.7079518376202562j),(0.638895182397765-0.6067643732472455j),(-1.0916634203773838+2.6921986461230065j),(-0.792956246851261+0.5837462778950154j),(-0.8899861402859166-0.7306311579239402j),(-0.31708558735528564-0.25693763282906534j),0.0
1.07,(0.0018915239079845925-0.0018188692866602327j),(0.029960083980024192+0.16493448701731786j),(-7.179930819681201e-07+6.837708908053787e-07j),(-0.04076481439058252-0.04885716100844015j),(-0.0006851666773948344-0.00018830714211645844j),(-0.0023107477817411563-0.014926123283183068j),(0.012701116711426192-0.09370998512117108j),(1.6938244655486672e-06+1.8909279779163564e-06j),(0.0006710927575429782-0.0019422919755533207j),(0.00023840627512922684+0.0006826305367657435j),(0.005895527400073689-0.021768328100855553j),(1.0149647323063518+1.0045138042825852j),(0.5808288963863368-0.22657718808646596j),(2.3407821780851052+2.6905939461364086j),(0.7939207643687508+0.1872215121277389j),(1.7194956894923699-0.2650585790359462j),(-0.00534495342869008+0.708034378112449j),(0.6370090828359802-0.6034986000415788j),(-1.0916207173365433+2.692211143067682j),(-0.7928807410642492+0.5839234349649943j),(-0.8902561114289624-0.7305423849217688j),(-0.3173589781145369-0.256323261699622j),0.0
1.08,(0.001734917904209288-0.001825700705930317j),(0.032100789387171744+0.16145346369846134j),(-6.514371529613278e-07+6.905518527672639e-07j),(-0.040651905677850646-0.04615167621796612j),(-0.0006566773790151533-0.0001442961470627543j),(-0.0028990712152844374-0.014350988168128733j),(0.014817963972628771-0.09550722540656002j),(1.7280659137886765e-06+1.726188072151029e-06j),(0.0005470554365893058-0.0019154973440253635j),(0.00027654973081197605+0.0006447242554022362j),(0.004585961644711934-0.021648149530866752j),(1.0150348180842346+1.0042637412470146j),(0.5795512316857856-0.22525622199210554j),(2.3407765323475966+2.6905521024464445j),(0.7937451994689947+0.1859272801053203j),(1.7192164850397158-0.26488854628114106j),(-0.005014001888226868+0.7081343095891485j),(0.6349613523366288-0.6000049299968303j),(-1.0915782826658493+2.6922256369646167j),(-0.7928134947510834+0.5841054897565425j),(-0.8905283960428465-0.7304684021695304j),(-0.317671564540492-0.2557141874956937j),0.0
1.09,(0.001582684984616648-0.0018323832507540858j),(0.034480223480261495+0.15784953115400363j),(-5.874053617409564e-07+6.962671138314149e-07j),(-0.040623391023544876-0.0434547925815196j),(-0.0006304400749945812-0.00010266871878943388j),(-0.003471915638874742-0.013774883813317845j),(0.01705912093106448-0.09725250893249837j),(1.757736220795812e-06+1.5659519845650229e-06j),(0.0004259636798430112-0.0018856887955876706j),(0.00031188843259425606+0.0006053228034084675j),(0.003277593592010686-0.021471764846518648j),(1.0151168454433595+1.0040154765030995j),(0.5781860694468153-0.22400512314959334j),(2.340772701309121+2.690509973224383j),(0.793645155310704+0.1845967233337487j),(1.7189349900887898-0.2647283698785546j),(-0.004687066666722082+0.7082514686893439j),(0.6327631308460461-0.5963006255478926j),(-1.0915365351715776+2.6922420415318156j),(-0.7927555735613889+0.5842908757846876j),(-0.8907999267388383-0.7304108914132701j),(-0.3180232274200029-0.2551174791865443j),0.0
1.1,(0.0014355429272928807-0.0018386055138561882j),(0.03709471487388814+0.15414853548777152j),(-5.26120352537178e-07+7.008303747403555e-07j),(-0.0406748023089174-0.04078593374144911j),(-0.0006063055102619012-6.361952246389062e-05j),(-0.004025680166868862-0.01320044232210305j),(0.019415000134747208-0.09893766134391692j),(1.7826656128184707e-06+1.4109089335054847e-06j),(0.0003084905717379912-0.001853005434924955j),(0.00034419612715486006+0.0005647557653226541j),(0.0019793851036690024-0.02123920415180934j),(1.0152105431594116+1.0037713806946065j),(0.5767448945478051-0.22283671476872383j),(2.3407708204383093+2.690467934360372j),(0.7936237808670057+0.1832427113021106j),(1.718653247647023-0.2645803081949289j),(-0.004367088988054161+0.7083856706413433j),(0.6304245960542129-0.5924030475840188j),(-1.0914958919625195+2.6922603198666497j),(-0.7927080306480069+0.5844781955627057j),(-0.8910684362718118-0.7303714801931731j),(-0.31841357634533674-0.25453933510599336j),0.0
1.11,(0.0012941480813099947-0.0018440365321724377j),(0.039937884564099205+0.15037666644694764j),(-4.6777834641843047e-07+7.041576230684922e-07j),(-0.04079864152749313-0.03816469979245202j),(-0.0005841040625643356-2.7318760529267084e-05j),(-0.004556973960028991-0.012630199637720402j),(0.021873511451560614-0.10055579634860401j),(1.8027147943921087e-06+1.2616887129727583e-06j),(0.00019526918567331123-0.0018176145311231235j),(0.0003732775495136838+0.000523383213847298j),(0.0007003753051923398-0.020951204694808014j),(1.0153157276497884+1.0035340301107754j),(0.5752421489613775-0.22176097917070364j),(2.340771079120118+2.6904263565497697j),(0.7936832431643519+0.18188008473422795j),(1.718372697582179-0.26444747857059103j),(-0.004056913175437029+0.7085367092627732j),(0.6279549633947553-0.5883296554488229j),(-1.091456768449984+2.692280484445858j),(-0.7926719066669937+0.5846662206021209j),(-0.8913324575402451-0.7303517418435631j),(-0.3188419497141761-0.2539850829524161j),0.0
1.12,(0.0011590953667257996-0.0018483257868498132j),(0.043000645928394955+0.1465604574220707j),(-4.1254914129141515e-07+7.061671332221147e-07j),(-0.0409843807850697-0.03561086728157454j),(-0.0005636457424675462+6.087827295545218e-06j),(-0.005062616225522722-0.012066595543289364j),(0.024420062069258175-0.10210131571720554j),(1.817774948339241e-06+1.1188616926203834e-06j),(8.689258401320659e-05-0.0017797115176692775j),(0.00039896842303172486+0.00048159570984918624j),(-0.0005503194141074363-0.02060921086765493j),(1.0154323029736003+1.0033062066863196j),(0.5736952317543975-0.22078505778815163j),(2.3407737206558314+2.690385605293144j),(0.79382472728252+0.1805256555886583j),(1.7180941766223512-0.2643338573194528j),(-0.003759286651420102+0.7087043569605792j),(0.6253624860449449-0.5840980069402788j),(-1.0914195783477953+2.692302597125544j),(-0.7926482297776221+0.5848538914127055j),(-0.8915913235862212-0.730353195492903j),(-0.31930741472961877-0.2534591797887435j),0.0
1.1300000000000001,(0.0010309182745839038-0.0018511032032464594j),(0.046271204725728515+0.14272678544703513j),(-3.605761119010994e-07+7.067794664393953e-07j),(-0.04121846229971747-0.033144389208211736j),(-0.0005447201933556334+3.647896401590676e-05j),(-0.0055396362169230565-0.0115119736618128j),(0.027037556495463175-0.10356990928322497j),(1.827767735769443e-06+9.829388177550948e-07j),(-1.6086181912920716e-05-0.0017395199924517114j),(0.00042113545941108366+0.0004398143023593912j),(-0.0017635054011120865-0.020215374206561436j),(1.0155602608316694+1.0030908980014264j),(0.572124499087973-0.21991325116509877j),(2.3407790422630583+2.6903460408962707j),(0.7940484363546118+0.17919820705869463j),(1.7178179183559663-0.2642442797290108j),(-0.0034768599378882793+0.7088883647310255j),(0.6226544549256985-0.5797257583107218j),(-1.0913847336722946+2.692326769141179j),(-0.7926380156423799+0.5850403175024799j),(-0.8918451675954271-0.7303773060637948j),(-0.31980876740017783-0.2529652120424622j),0.0
1.1400000000000001,(0.0009100888669137182-0.0018519791509316848j),(0.04973505909650579+0.13890287119909137j),(-3.119762098307136e-07+7.059174707903897e-07j),(-0.04148429840177952-0.030785395024107494j),(-0.0005270966914311373+6.375783536142815e-05j),(-0.005985273234208396-0.010968581456176983j),(0.02970639655766867-0.1049585549430233j),(1.8326452960793484e-06+8.543716093368231e-07j),(-0.00011315407181049751-0.0016972917177599152j),(0.00043967635869496274+0.00039849052857327j),(-0.0029299117388969665-0.019772553391809958j),(1.0156996805665313+1.0028912972817554j),(0.5705532642174551-0.21914701895698818j),(2.340787395075734+2.6903080184701356j),(0.7943535915670549+0.17791849357236544j),(1.717543553231782-0.2641844400603466j),(-0.003212186656061951+0.7090884621596947j),(0.6198371987015779-0.5752306642668472j),(-1.091352644742339+2.6923531611076013j),(-0.7926422674269712+0.5852247773777128j),(-0.8920949228971544-0.7304254842729795j),(-0.3203445325397818-0.2525058955056147j),0.0
1.1500000000000001,(0.0007970177767304509-0.0018505444436859645j),(0.053374999562585485+0.1351162789988458j),(-2.66839963501754e-07+7.035062811770363e-07j),(-0.041762271533871666-0.028554190633354563j),(-0.0005105241457150367+8.78520897859723e-05j),(-0.0063969766237625455-0.010438570229151588j),(0.03240448140323755-0.10626551865581906j),(1.8323902469526501e-06+7.335521639786973e-07j),(-0.00020383805641978358-0.001653306620284571j),(0.0004545198092676673+0.00035810641385046536j),(-0.004040190246731046-0.019284314247753998j),(1.0158507291624337+1.0027108033984409j),(0.5690077974924372-0.21848497993067512j),(2.3407991841441205+2.6902718879309337j),(0.7947384321596015+0.1767092407924347j),(1.7172701085588873-0.26416089154812633j),(-0.0029677235264969947+0.7093043574214885j),(0.6169160837807909-0.5706305779697114j),(-1.0913237201793025+2.6923819830190134j),(-0.7926619758003154+0.585406718542921j),(-0.8923423229642992-0.7304990866313371j),(-0.3209129637677743-0.25208307533479896j),0.0
1.16,(0.0006920542080351162-0.001846370339500938j),(0.05717110902727901+0.13139491681026066j),(-2.2523147817398197e-07+6.994733193331566e-07j),(-0.04202973425088242-0.026471258392394566j),(-0.00049473109804675+0.00010871383846765227j),(-0.006772405778374701-0.009923995123389711j),(0.03510720749940244-0.10749035444368833j),(1.8270156843601006e-06+6.208131539470424e-07j),(-0.0002877051175158652-0.001607872791117558j),(0.00046562548785460426+0.0003191744717149057j),(-0.005084915480076854-0.018754929742818168j),(1.0160136612453363+1.0025530208680897j),(0.567517326356756-0.2179229119644271j),(2.3408148684348045+2.6902379940000696j),(0.7952002154253289+0.1755951456164019j),(1.7169960085067035-0.26418104640060125j),(-0.002745830369084777+0.7095357372806271j),(0.6138955143151902-0.5659434510347309j),(-1.0912983669070748+2.6924134942489872j),(-0.7926981189345476+0.5855857575008696j),(-0.8925899014133619-0.7305994154438868j),(-0.3215120435089143-0.25169772605116897j),0.0
1.17,(0.0005951624623080712-0.0018390313307708737j),(0.061098783421510726+0.1277588173032953j),(-1.870607317077663e-07+6.937815791629471e-07j),(-0.04226470293604582-0.024550012085449758j),(-0.0004794610974089016+0.00012647058959613494j),(-0.007109525092596131-0.009425332186379243j),(0.037790127492467705-0.10862831165100632j),(1.816581303782731e-06+5.16143314871009e-07j),(-0.00036455010266338414-0.0015611537774489663j),(0.00047312390349655024+0.0002820526882441741j),(-0.006057253636511875-0.018187668055763422j),(1.0161866302774907+1.002418545503645j),(0.5661020154566765-0.21745870472286502j),(2.340834226403873+2.6902065046643093j),(0.7957300734338917+0.1745876769317942j),(1.7167220845078799-0.2642444393062515j),(-0.0025470170377982705+0.709780035421204j),(0.6107938791371238-0.5611886467406226j),(-1.0912766262354452+2.692447390886448j),(-0.7927496695300866+0.585760843761693j),(-0.8928366907466857-0.7307240456392313j),(-0.32213544521063375-0.25135082071372783j),0.0
1.18,(0.0005052619156115602-0.0018283593544251636j),(0.0651260454623471+0.12419420363202467j),(-1.5184608313368634e-07+6.865477025414174e-07j),(-0.04246023082196084-0.02277384861113342j),(-0.00046463256570128533+0.000141719286364416j),(-0.007407659209697028-0.008938807651272977j),(0.04043653119700574-0.10966598858343313j),(1.8013180707123466e-06+4.18626415156368e-07j),(-0.0004348426957121863-0.0015128707722968776j),(0.00047760625323476654+0.00024647289596565716j),(-0.00696001643085311-0.01758232887654247j),(1.016361719864486+1.002297679996029j),(0.5647424485670908-0.21709927824678366j),(2.340854878902447+2.6901769499507884j),(0.7963033299995181+0.17364629312097452j),(1.7164574521444482-0.2643242322435985j),(-0.002365614685483703+0.7100285947606015j),(0.6076703416181591-0.5563851842011734j),(-1.091257342168896+2.692481641769718j),(-0.7928096130888895+0.5859291240412866j),(-0.8930702277077429-0.7308600011798477j),(-0.32276612581755304-0.2510434158610048j),0.0
1.19,(0.0004220491155061683-0.0018143770968277462j),(0.06922685674095228+0.12069688515151517j),(-1.1943962875995324e-07+6.778665479651987e-07j),(-0.04260753950502926-0.021134831926554874j),(-0.00045017497884636124+0.00015467191080284232j),(-0.007667093678751625-0.008464688792524941j),(0.0430256448252599-0.11061256676893007j),(1.781538821456253e-06+3.2804483601015623e-07j),(-0.000498690745168699-0.0014632465501900162j),(0.0004793324887207409+0.00021251909855694515j),(-0.00779156204176638-0.01694433930744884j),(1.0165371357596003+1.0021880320581427j),(0.5634428328792888-0.2168345012334324j),(2.340876335945208+2.6901491577763377j),(0.7969090239322031+0.17276042251013762j),(1.7162031222571545-0.2644150670373603j),(-0.0021994546986240046+0.7102792049205041j),(0.604541787931851-0.5515432364546428j),(-1.0912401678688664+2.692515872086391j),(-0.7928760401861628+0.5860905651343195j),(-0.8932900001293147-0.7310042775094083j),(-0.32339929207334744-0.25077216108843753j),0.0
1.2,(0.00034530193174942675-0.0017971345989323915j),(0.07337669656977766+0.11726382467859267j),(-8.972830012888818e-08+6.678295329281392e-07j),(-0.04269829512780765-0.01962666488242336j),(-0.00043602180061457136+0.000165494376818606j),(-0.007888314841123154-0.008003614445644519j),(0.04553790298733354-0.11147891454933749j),(1.7575611805736928e-06+2.4424424370429213e-07j),(-0.0005561810566140206-0.0014125468529962658j),(0.000478523686455148+0.00018030084707367123j),(-0.008550208413107753-0.01627942756044365j),(1.0167117911989552+1.0020881394193883j),(0.5622093838293426-0.21665301829491485j),(2.3408983279981763+2.690123000473768j),(0.7975382303276362+0.17192379271929745j),(1.7159591969413837-0.26451415174991827j),(-0.0020468852546443547+0.7105303990479768j),(0.6014203276582093-0.5466716384870298j),(-1.091224862214205+2.692549892873326j),(-0.7929476622574761+0.586245395676848j),(-0.8934966922776689-0.7311549988373951j),(-0.32403161867280295-0.250533523976462j),0.0
1.21,(0.00027479388807721003-0.0017767063607926823j),(0.0775520105790747+0.11389135269102185j),(-6.259903581043653e-08+6.565312425445211e-07j),(-0.04272532620828263-0.018243126805623035j),(-0.00042211624597468457+0.00017434710139632514j),(-0.008071995819979895-0.00755618404955141j),(0.04795560475319041-0.11227576049381541j),(1.7297074297562961e-06+1.6705731641327152e-07j),(-0.0006074264518022086-0.001361031509549882j),(0.0004753987922159599+0.0001499076563312463j),(-0.009234878969702657-0.015593110313448054j),(1.0168847008227269+1.0019966446082478j),(0.5610473515562391-0.21654374722421157j),(2.340920608854362+2.6900983541892756j),(0.7981826690016501+0.17113071604752547j),(1.7157256896192938-0.2646189552840822j),(-0.0019063398468879924+0.7107808276790131j),(0.5983174512124649-0.5417784294678005j),(-1.0912111969568439+2.6925835334201658j),(-0.7930232773385257+0.5863938557444865j),(-0.8936909942743266-0.731310410018598j),(-0.3246600944991207-0.2503241088322481j),0.0
1.22,(0.00021029416220373496-0.0017531913415620133j),(0.08173021071689474+0.11057516732750616j),(-3.793878140216757e-08+6.440694295490597e-07j),(-0.04268262363987085-0.016978073499212976j),(-0.0004084112810937969+0.0001813850045980441j),(-0.008218996520295173-0.007122957646575631j),(0.05026291365265459-0.11301369339884355j),(1.698304507828079e-06+9.630374421416779e-08j),(-0.0006525657686602792-0.0013089544356514916j),(0.0004701746210584464+0.0001214090049048591j),(-0.009845102617345867-0.014890692710343255j),(1.0170549806751465+1.0019122949522823j),(0.5599610209018793-0.21649587899518022j),(2.3409429556337638+2.690075098882442j),(0.7988347044902213+0.1703760894729509j),(1.7155025250398164-0.2647272073830903j),(-0.0017763372846162158+0.7110292587385357j),(0.59524402984507-0.5368708527498873j),(-1.0911989567217988+2.692616641269336j),(-0.7931017700651335+0.5865361968524077j),(-0.8938736020960614-0.7314688765531139j),(-0.32528202262391714-0.25014065668969954j),0.0
1.23,(0.00015156758582156175-0.0017267129594935925j),(0.08588967524908908+0.10731033438768789j),(-1.5634489529274963e-08+6.305450142969049e-07j),(-0.04256534069141901-0.015825437242427173j),(-0.00039486962333733146+0.00018675750956323353j),(-0.00833036362884735-0.006704455882457517j),(0.052445857675410525-0.1137031622882213j),(1.6636840107454448e-06+3.17902290866325e-08j),(-0.0006917638612882076-0.0012565636340680932j),(0.00046306585731517493+9.485433512947626e-05j),(-0.010381013742801516-0.0141772683609705j),(1.0172218482044995+1.0018339425781322j),(0.5589537114110789-0.2164988777625554j),(2.340965168783371+2.6900531183262335j),(0.7994873460494691+0.16965539465276044j),(1.715289539278656-0.26483689863060905j),(-0.0016554816930083828+0.711274577540396j),(0.5922103156416972-0.5319553558696892j),(-1.0911879390071684+2.692649082216047j),(-0.7931821116732478+0.5866726819553412j),(-0.8940452175748999-0.7316288845863473j),(-0.32589502030722417-0.2499800453094539j),0.0
1.24,(9.837464460159295e-05-0.0016974190919404396j),(0.09000974875930906+0.10409128733214809j),(4.426880155423722e-09+6.160620847636393e-07j),(-0.04236979300720386-0.014779226790674536j),(-0.000381463741269038+0.00019060854250879013j),(-0.008407330614219844-0.00630116000634772j),(0.05449232927100303-0.11435447641306773j),(1.6261821915971835e-06-2.6689515087106298e-08j),(-0.0007252115999589279-0.001204101194533057j),(0.00045428505459601057+7.027305309984216e-05j),(-0.01084335221380309-0.013457719341131078j),(1.0173846222631253+1.0017605444115165j),(0.5580277773315682-0.21654248086194872j),(2.3409870720771626+2.6900323001070015j),(0.8001342476556561+0.16896469792319846j),(1.7150864797382912-0.2649462804507335j),(-0.0015424625131619102+0.711515786787374j),(0.5892259415232408-0.527037590547072j),(-1.091177954184135+2.6926807403082935j),(-0.793263359998943+0.5868035854475754j),(-0.8942065483981214-0.73178904090901j),(-0.32649701899748884-0.2498392891788825j),0.0
1.25,(5.047147819307429e-05-0.001665482075355387j),(0.09407074214900586+0.10091182728240661j),(2.235836097148676e-08+6.0072789654528e-07j),(-0.04209345860693217-0.013833527375538888j),(-0.0003681758546509936+0.00019307653272903686j),(-0.008451317726801112-0.005913511870807209j),(0.05639208534883726-0.11497780525182158j),(1.5861399606044716e-06-7.935476252224181e-08j),(-0.0007531258711183333-0.0011518032937461236j),(0.000444042635788116+4.767452867047897e-05j),(-0.01123346337905343-0.012736716192586327j),(1.017542723107419+1.0016911621772342j),(0.5571846076139919-0.21661669880984885j),(2.341008512616107+2.6900125356244824j),(0.8007697080051882+0.16830065029956692j),(1.7148930051479732-0.26505386510798684j),(-0.0014360545020922733+0.711752006571179j),(0.5862999212458156-0.5221224126853679j),(-1.0911688254969651+2.692711517846852j),(-0.7933446594784197+0.5869291931629563j),(-0.8943583081082583-0.731948072957121j),(-0.3270862643315735-0.24971553951209058j),0.0
1.26,(7.609880223593884e-06-0.0016310987052910802j),(0.09805393263743074+0.0977651230209221j),(3.827297921084841e-08+5.846528728582773e-07j),(-0.04173497788574077-0.012982500704778969j),(-0.00035499793444360216+0.00019429441259572296j),(-0.008463931998784658-0.005541913931807272j),(0.05813674727817873-0.11558317851024129j),(1.5439028851208724e-06-1.2643777553139066e-07j),(-0.0007757495773852757-0.0010999001953734071j),(0.0004325468930559516+2.704809545568676e-05j),(-0.011553298068224725-0.012018717923057627j),(1.0176956723978292+1.0016249623991629j),(0.5564246259119096-0.2167118153036214j),(2.3410293608281623+2.689993720091798j),(0.8013886705146144+0.16766048747622544j),(1.7147086855637266-0.26515842570732084j),(-0.001335117732733008+0.7119824743724487j),(0.583440649400758-0.5172138823713757j),(-1.0911603890630077+2.6927413353852856j),(-0.7934252411480046+0.5870498023748877j),(-0.8945012161030955-0.7321048288120071j),(-0.32766131613475596-0.24960608424991712j),0.0
1.27,(-3.0462701700916753e-05-0.001594490236399976j),(0.10194156376163485+0.09464371099109202j),(5.228375413781872e-08+5.679506045395158e-07j),(-0.04129415361419653-0.012220384962328433j),(-0.0003419317028055947+0.0001943896175580237j),(-0.008446967244169028-0.005186729248729511j),(0.059719800888153346-0.11618048612140494j),(1.4998211896323363e-06-1.6818380452459127e-07j),(-0.0007933516375515663-0.0010486162500473915j),(0.00042000398784127526+8.36305082954332e-06j),(-0.011805412591958525-0.011307972006226403j),(1.0178430931988596+1.0015612164002592j),(0.555747290581795-0.21681838722150906j),(2.3410495104682774+2.6899757525354553j),(0.8019867233206271+0.1670420298265912j),(1.71453300236835-0.2652589961941156j),(-0.001238597593935709+0.7122065450607497j),(0.5806559014146248-0.5123152638753609j),(-1.0911524938726955+2.6927701317299384j),(-0.7935044226441506+0.5871657217963315j),(-0.894635997635671-0.7322582772003022j),(-0.3282210484207292-0.24950834805993502j),0.0
1.28,(-6.400316599618379e-05-0.0015559023824343451j),(0.10571684537646929+0.09153949529725261j),(6.45036979890837e-08+5.507378500463131e-07j),(-0.04077195093829634-0.011541494808295857j),(-0.0003289886330940292+0.00019348408614254073j),(-0.008402404058757813-0.0048482814843658515j),(0.0611365964677473-0.11677947824571032j),(1.4542497557572002e-06-2.0485108800930462e-07j),(-0.0008062269865819746-0.000998169895366933j),(0.0004066179508631426-8.4313440740957e-06j),(-0.011992968741865725-0.010608514381734125j),(1.0179847099790682+1.0014993003025594j),(0.5551510946830365-0.21692724462263147j),(2.3410688786183886+2.6899585357953457j),(0.8025600992800619+0.16644368240313898j),(1.7143653482714145-0.2653548713541795j),(-0.0011455247904700293+0.7124236908945776j),(0.5779528335491941-0.5074290256510555j),(-1.091145001789545+2.6927978639399406j),(-0.7935816082034366+0.5872772715798074j),(-0.8947633838142756-0.7324075074939476j),(-0.3287646493916015-0.249419892336451j),0.0
1.29,(-9.327275709958998e-05-0.0015156053162462694j),(0.10936395365458518+0.0884437477046789j),(7.504581597370523e-08+5.331345354564209e-07j),(-0.040170497379467165-0.010940221378964728j),(-0.00031618994986429055+0.0001916942599533018j),(-0.008332409820159654-0.004526854904918529j),(0.06238434876580722-0.1173897652708749j),(1.4075481222461875e-06-2.3671085259041423e-07j),(-0.0008146965756142295-0.0009487736558972593j),(0.00039259068211790687-2.3405864361596726e-05j),(-0.012119733790526584-0.009924169455182307j),(1.0181203486110677+1.0014386950271785j),(0.5546335659779371-0.21702949074698527j),(2.341087405687425+2.6899419765247456j),(0.8031056759698975+0.1658644349374012j),(1.714205027309265-0.26544560681374946j),(-0.0010550153430236822+0.7126335015213567j),(0.5753379829014653-0.5025568403356585j),(-1.0911377875501556+2.692824507327205j),(-0.7936562886625678+0.5873847833173929j),(-0.8948841116024525-0.732551729710192j),(-0.32929162143789653-0.24933841520050554j),0.0
