t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
0.52,(0.36241576603994347-0.46516389749779863j),(0.003203709256561714-0.0025571464270981734j),(-0.2275213637380008+0.16824612315552379j),(-0.11035548809511005-0.04274406147631099j),(-0.3226884321262515+0.031594504006863276j),(-0.04731256547066429+0.06689008918725745j),(0.0517789792266834+0.07576080326758496j),(8.308795870658599e-05-2.4880307484820207e-05j),(0.07720357899319863+0.01298659515409987j),(-4.3567427508545496e-05-0.00045616923769689215j),(-0.0062684161189026835+0.011248421898141696j),(0.05605028749448939+0.7473365078523665j),(-1.0647827664339975-0.25353703183758924j),(0.2897389839643947+0.5938530829345977j),(-0.027875404256780055-0.9924131766063412j),(0.15001237034479767+0.8167987486047679j),(0.40687846797786775+0.092816217167096j),(-0.25389275742968714-1.0798256154978747j),(-0.8850232021880851+1.5887511138713648j),(-0.45388036043916224-0.6544252627254756j),(0.999118065489997-1.169236618533279j),(-0.07245901375260817-1.375776102907663j),0.0
0.53,(0.3582150734866405-0.46094694367791494j),(0.003074129368568871-0.0028590258329716563j),(-0.22857646684565447+0.1731525870132143j),(-0.1115609922348512-0.039010480213101426j),(-0.32670617310120076+0.035618439216745866j),(-0.04346173158070403+0.07000299682607988j),(0.05430554661528411+0.07532591243892019j),(8.310200391775664e-05-3.183536189346127e-05j),(0.07940638677605087+0.009034206779005004j),(-7.26075293000319e-05-0.00045642790087584297j),(-0.005751580695825701+0.01162103962431047j),(0.05786104891261262+0.7549418273082917j),(-1.0633334611680751-0.2535047982014353j),(0.2876188466207745+0.593341742542992j),(-0.027081403353304404-0.9953784776653247j),(0.15135211863640097+0.8205957714139102j),(0.406263698257427+0.093595062779646j),(-0.25565563436718547-1.077480160761986j),(-0.8855018976252563+1.5886077916423358j),(-0.45205951345469025-0.6518492046010733j),(0.9992706649342064-1.1695543302653988j),(-0.07374262680306591-1.3761086645008072j),0.0
0.54,(0.3542200239664067-0.45662590392569163j),(0.002919483301624111-0.0031582410908847936j),(-0.22932350061250475+0.17816693195299127j),(-0.11259703658699333-0.03524464174972618j),(-0.3305204506888754+0.03974377645450076j),(-0.03939162740504014+0.07289679129685156j),(0.056852734682878596+0.07479633254975766j),(8.256737919230933e-05-3.898773952043041e-05j),(0.08142373837447697+0.004882833555339109j),(-0.00010195160113787299-0.0004548074095272091j),(-0.005211142496835585+0.011970593870414537j),(0.05983645484415681+0.7625273234540879j),(-1.0618639755142416-0.2534554946376731j),(0.28542967074511727+0.5928935152007205j),(-0.026360873338460048-0.9983827399201585j),(0.15276204940555999+0.8244589831453825j),(0.4056379425565843+0.09437676810148447j),(-0.25738701861183944-1.0750970591961875j),(-0.8859899420951205+1.5884595631559462j),(-0.4502006117842942-0.6492287457628018j),(0.9994201809715421-1.1698765052685j),(-0.07504248980671635-1.3764297864069481j),0.0
0.55,(0.35043360079658153-0.45220001655537234j),(0.0027361712969570335-0.003452154315066395j),(-0.2297476163730543+0.1832914242722887j),(-0.11346044257633506-0.03144653475501535j),(-0.33412832004884657+0.043971290172284336j),(-0.03510076113727261+0.0755449050880725j),(0.059423606980649225+0.07416337057392264j),(8.138691117402364e-05-4.631516574800639e-05j),(0.0832324853302587+0.0005179911900142602j),(-0.0001315277526941017-0.0004511386421409985j),(-0.004646286457318448+0.012295481088929923j),(0.0619901645810203+0.770107992818863j),(-1.0603609171481678-0.253396423480625j),(0.28316604919571486+0.5925094360288777j),(-0.025717139162023478-1.0014339050366299j),(0.15425261270848098+0.8283982052664819j),(0.40500097177539174+0.09516334214325171j),(-0.2590876583025231-1.0726726469208359j),(-0.8864925056441608+1.5883077558476577j),(-0.4482910778149673-0.6465590263050643j),(0.9995671728808518-1.170204375250984j),(-0.0763626083293444-1.3767408652514832j),0.0
0.56,(0.3468585372585146-0.44767035669367944j),(0.0025213062946475764-0.003737881381744036j),(-0.22983288075733024+0.1885255834006562j),(-0.11414821340349775-0.027617057148839545j),(-0.33752715111712944+0.04829997251426362j),(-0.03059132906963001+0.07792191143324863j),(0.062019754062920804+0.07341838818468957j),(7.947537727553696e-05-5.378171418047396e-05j),(0.08480858448679804-0.0040699552618648875j),(-0.0001612442772157671-0.00044527623487566507j),(-0.0040564902437054805+0.012593974582499917j),(0.06433611040605497+0.777696487852503j),(-1.0588122744027584-0.25333365170570177j),(0.28082265870395157+0.5921924918646545j),(-0.0251537864193637-1.0045386630002056j),(0.15583543607141884+0.8324220579802207j),(0.4043522753283971+0.09595702910228629j),(-0.26075824122834695-1.0702034714865873j),(-0.8870143170258896+1.5881534477107784j),(-0.446319109850777-0.643835556161852j),(0.9997120610315529-1.1705390721547801j),(-0.07770676680211042-1.377042911870928j),0.0
0.5700000000000001,(0.3434973165975659-0.44303983627981414j),(0.0022727139336260168-0.004012291929144056j),(-0.22956227569088405+0.19386618189975913j),(-0.1146575340449255-0.023758016102109872j),(-0.3407146286061835+0.05272703331661627j),(-0.025869215592969494+0.08000352431089171j),(0.06464129348716054+0.07255280175478214j),(7.675950567834454e-05-6.133780664412382e-05j),(0.08612709798911716-0.008885791397001106j),(-0.0001909896515249343-0.0004370985815581085j),(-0.003441524253472945+0.012864224503935063j),(0.06688849759306631+0.7853031169256711j),(-1.0572074162681515-0.2532720109294027j),(0.2783942598743037+0.5919476212613387j),(-0.024674661351442216-1.0077024521160307j),(0.15752332449067707+0.8365379602253266j),(0.40369106114464437+0.096760308362625j),(-0.2623993948286575-1.0676862918743995j),(-0.8875596637008482+1.5879974672964603j),(-0.4442736821128652-0.6410542151067419j),(0.999855126883632-1.170881628155346j),(-0.07907852852155016-1.3773365513129152j),0.0
0.58,(0.34035217202310564-0.43831320406545665j),(0.0019889325516729748-0.004272009357491561j),(-0.22891769839479167+0.19930724546337839j),(-0.11498577125288509-0.019872128036777962j),(-0.3436887520049124+0.05724790010753052j),(-0.02094399319677684+0.08176659844451935j),(0.067286869813978+0.07155808235637322j),(7.317797533279949e-05-6.892021318725258e-05j),(0.08716219328385841-0.01392945346390452j),(-0.00022063253601868418-0.0004265078336836748j),(-0.002801451615142183+0.013104257856213164j),(0.06966180440681333+0.7929358443298086j),(-1.0555370923917184-0.25321509740931547j),(0.27587569718434013+0.5917817144883143j),(-0.024283870844813045-1.010929459008929j),(0.15933026043260792+0.8407521296762422j),(0.4030162556676735+0.09757589449500291j),(-0.2640116861930374-1.065118078495529j),(-0.8881323918366063+1.5878403937137018j),(-0.4421445447394484-0.638211252752899j),(0.9999965129876455-1.1712329756616666j),(-0.08048123564957481-1.3776220228361955j),0.0
0.59,(0.3374250867085142-0.43349704561476576j),(0.0016692131854193998-0.004513410829010429j),(-0.22787996138565342+0.20484005291741075j),(-0.11513047355546607-0.015963018625835823j),(-0.346447835578664+0.06185621810720537j),(-0.015828922469166243+0.08318912930265508j),(0.06995365460712527+0.07042575576108485j),(6.868141595811263e-05-7.645205208016306e-05j),(0.08788714311928439-0.019196028362892865j),(-0.00025002177466911457-0.0004134299004161553j),(-0.0021366281882795905+0.013311978492479294j),(0.07267078210300867+0.8006002902771343j),(-1.053793433078065-0.2531652720441161j),(0.27326189898472164+0.5917036135310619j),(-0.0239857824316227-1.0142226186234038j),(0.16127140383361227+0.8450695827431259j),(0.40232650385552066+0.09840673725685334j),(-0.2655956220613059-1.0624960131915335j),(-0.8887359063077629+1.5876825566293458j),(-0.4399222237858172-0.635303288553075j),(1.0001362229847195-1.1715939473162553j),(-0.08191800921347098-1.3778991799106375j),0.0
0.6,(0.3347177937911823-0.42859978330437926j),(0.0013135195703465902-0.004732627267923293j),(-0.22642879247559397+0.21045313621986855j),(-0.11508937125658068-0.012035222793316081j),(-0.3489905083692304+0.06654385022785031j),(-0.010540952096880662+0.08425025309882822j),(0.07263734643349674+0.06914740243998838j),(6.323240804235272e-05-8.384278981516373e-05j),(0.08827432554527787-0.02467575364609112j),(-0.00027898639502333886-0.0003978144485877878j),(-0.0014477025634966594+0.013485167116045778j),(0.07593045492831851+0.8082997309006444j),(-1.051969949289029-0.2531236603735692j),(0.2705478774992013+0.5917241120911587j),(-0.023785024289610213-1.0175836142236363j),(0.16336309210013955+0.8494941345718512j),(0.40162016918071775+0.09925602159230786j),(-0.267151648823518-1.0598174892342715j),(-0.8893731706959459+1.587524036268081j),(-0.4375980212243368-0.6323273117996085j),(1.0002741216065496-1.1719652759951529j),(-0.08339174910590065-1.3781674902172272j),0.0
0.61,(0.33223177637251095-0.42363167632341375j),(0.000922528140786178-0.0049255433604515585j),(-0.2245428347722625+0.21613228046087968j),(-0.11486037643596385-0.008094184714291804j),(-0.3513157141948478+0.07130087707368557j),(-0.005100718865291537+0.08493024679157399j),(0.07533217086312927+0.06771465756360426j),(5.680548284244631e-05-9.098824110656916e-05j),(0.08829522391334177-0.03035401751743176j),(-0.00030733560820348616-0.00037963490269925574j),(-0.0007356160624499468+0.0136214812803922j),(0.07945612012036257+0.8160350982541134j),(-1.050061532643684-0.2530901525785278j),(0.26772872882462456+0.5918559555862782j),(-0.023686485242107126-1.0210128773934866j),(0.165622840108688+0.8540283990440066j),(0.40089533363029306+0.1001271676321963j),(-0.26868015251996535-1.057080111325901j),(-0.890046707289812+1.587364663412441j),(-0.43516401494444656-0.6292806816244254j),(1.0004099346754014-1.1723475948079283j),(-0.08490513408490125-1.3784260356480686j),0.0
0.62,(0.3299682675179113-0.4186048206734648j),(0.0004976280299201392-0.005087797554815395j),(-0.22219964667883255+0.22186052386268787j),(-0.11444158294917327-0.004146257814876576j),(-0.35342271165019673+0.07611559694094189j),(0.0004674523416010462+0.08521052808443344j),(0.07803088046920208+0.06611921100190221j),(4.9387122384177824e-05-9.777056889069994e-05j),(0.08792042687659928-0.036211358832654646j),(-0.0003348588089067023-0.0003588884449196888j),(-1.602737841085826e-06+0.013718455389165413j),(0.0832633479077142+0.8238049803120926j),(-1.048064455418335-0.25306340348093326j),(0.26479963293092895+0.5921138411501908j),(-0.023695314758037475-1.024509588036494j),(0.16806934020580436+0.8586737887768962j),(0.4001497977057707+0.10102383069404675j),(-0.27018145884117556-1.0542816955988805j),(-0.8907585970850463+1.5872040194028048j),(-0.4326130587526606-0.6261611269990381j),(1.0005432491041095-1.1727414370976783j),(-0.08646062177388561-1.3786735123063836j),0.0
0.63,(0.32792825025680483-0.41353314916860645j),(4.09210697807842e-05-0.005214782061233737j),(-0.21937570189400202+0.22761815777965244j),(-0.11383126642758933-0.00019870477222446586j),(-0.35531107410640167+0.08097452581786074j),(0.0061355485411684965+0.0850736554259535j),(0.08072475482803682+0.06435280732430113j),(4.097575946218944e-05-0.0001040582843258825j),(0.08711962838979376-0.042223467099307105j),(-0.0003613255754051489-0.00033559601508666224j),(0.0007528106265832172+0.01377350069617952j),(0.08736798150990027+0.8316056209699116j),(-1.0459763705465215-0.25304083254381554j),(0.2617558536611443+0.592514417632763j),(-0.023816922951917813-1.0280716743758764j),(0.17072246220808412+0.8634305151235392j),(0.3993810804231709+0.10194990128208554j),(-0.27165583312791247-1.0514202696159693j),(-0.8915104797843637+1.5870414361373966j),(-0.42993878237256716-0.6229667467345468j),(1.0006735128960784-1.1731472364410274j),(-0.08806044866164198-1.378908230506511j),0.0
0.64,(0.3261124575826233-0.408432431435392j),(-0.0004447782087492343-0.005301642851924287j),(-0.21604638941199328+0.23338272669824842j),(-0.11302788427841513+0.0037403024854699776j),(-0.3569806897110316+0.0858623973846942j),(0.011871868652153596+0.08450332800968696j),(0.08340360051909754+0.062407245799669164j),(3.158177763998125e-05-0.00010970624679244929j),(0.08586162770928875-0.04836118247674384j),(-0.0003864856695460036-0.0003098023107061975j),(0.0015258045160311835+0.013783905305415891j),(0.0917861371374012+0.8394309200436776j),(-1.043796311619017-0.2530186238712929j),(0.25859273873139266+0.5930762855999582j),(-0.0240569805838572-1.0316958129545302j),(0.17360325340217145+0.8682975881726702j),(0.3985864193130099+0.1029095050872373j),(-0.27310348037117627-1.0484940723702267j),(-0.8923035537975073+1.586875996072286j),(-0.427135591444829-0.6196960094816379j),(1.0008000351452826-1.173565326648128j),(-0.089706630102334-1.3791281147739085j),0.0
0.65,(0.32452137245280865-0.40332027391285336j),(-0.0009559425759369262-0.005343279661103507j),(-0.21218601352255306+0.23912902823706644j),(-0.11203007568467652+0.007661682778971682j),(-0.3584317613880995+0.09076216301370495j),(0.01764102349467054+0.08348438577419247j),(0.08605575112499073+0.06027438039632362j),(2.1227511249911118e-05-0.00011455566389273876j),(0.08411432939306801-0.054590495776127027j),(-0.0004100690367514604-0.00028157578695276185j),(0.002315266684665961+0.013746834171023153j),(0.09653420399165105+0.8472724332702751j),(-1.0415246928838275-0.25299172620857213j),(0.2553057197308882+0.593819997333836j),(-0.024421419059557203-1.0353774286350308j),(0.17673393854475902+0.8732728167487391j),(0.39776277042030006+0.10390700298712485j),(-0.2745245452122033-1.0455015542850123j),(-0.893138576241249+1.5867065322213878j),(-0.4241986675271831-0.6163477537305856j),(1.0009219860362657-1.1739959417626609j),(-0.09140096031550074-1.3793307038451506j),0.0
0.66,(0.32315522778881306-0.39821611985250127j),(-0.0014883321031989635-0.005334345984986635j),(-0.20776779381095256+0.24482911314681288j),(-0.11083666160522203+0.011555445678005094j),(-0.35966480683806257+0.09565499176916634j),(0.023403935790204965+0.0820028094030345j),(0.08866806723146523+0.05794611978203103j),(9.947245393194729e-06-0.00011843409145109531j),(0.08184474330073549-0.060872548460426223j),(-0.00043178580601872904-0.0002510086566692686j),(0.0031187921556056226+0.013659329097317199j),(0.10162884426503743+0.8551193723073668j),(-1.0391633092461938-0.2529538529419484j),(0.2518903121219376+0.5947680568325526j),(-0.024916430430311887-1.0391106945996322j),(0.18013791986258834+0.878352808411911j),(0.3969068083045498+0.10494699104606932j),(-0.2759191119424661-1.042441377213986j),(-0.8940158629393901+1.586531628156462j),(-0.4211239680944411-0.6129211878112505j),(1.001038396844141-1.1744392160618338j),(-0.09314501238605671-1.37951315066793j),0.0
0.67,(0.322014006476099-0.39314124931832545j),(-0.002036994163101673-0.0052692490817876645j),(-0.20276386515798736+0.2504522853103097j),(-0.10944664477472293+0.01541069150125416j),(-0.3606806585378223+0.10052027040736235j),(0.029117840161613916+0.08004572032478348j),(0.09122593642741235+0.05541442732400714j),(-2.2127840600943006e-06-0.00012115543351386921j),(0.07901898459351536-0.06716363264441844j),(-0.00045132628992003573-0.0002182168903670769j),(0.003933683220923162+0.013518308738781175j),(0.10708699314090145+0.8629586047333926j),(-1.0367153362685895-0.2528974820988053j),(0.24834211523993932+0.595944919810361j),(-0.02554846739300784-1.0428885323502675j),(0.18383977705244944+0.8835329694580663j),(0.39601492603976335+0.10603430051509007j),(-0.27728720450367345-1.0393124144411086j),(-0.8949352884227604+1.5863496180071142j),(-0.41790822653848886-0.6094158898930806j),(1.0011481599345917-1.1748951840563833j),(-0.0949401382642918-1.3796722224010567j),0.0
0.68,(0.3210974413641393-0.3881187791867943j),(-0.002596263429361048-0.005142149971719361j),(-0.19714527773997736+0.25596510174249465j),(-0.10785920970367321+0.019215611316362367j),(-0.36148046374072423+0.10533560337658754j),(0.0347362831331259+0.07760138071301557j),(0.09371327330486579+0.0526713210889169j),(-1.5194390471024672e-05-0.0001225199423494169j),(0.07560227373425193-0.0734151910946881j),(-0.0004683609846026226-0.00018334021622599175j),(0.004756949441646502+0.01332056860006549j),(0.11292585879353789+0.8707746540475702j),(-1.0341853301707213-0.25281385634761494j),(0.24465681229338446+0.5973769936976102j),(-0.026324243290124148-1.0467026117085483j),(0.18786526728118108+0.8888075049188005j),(0.3950832352144413+0.1071739978319047j),(-0.2786287864877704-1.0361137506806404j),(-0.8958962859292187+1.5861585864607946j),(-0.4145489521682867-0.6058318079851106j),(1.0012500287638706-1.1753637804905728j),(-0.0967874687658713-1.3798043004144591j),0.0
0.6900000000000001,(0.3204036715333616-0.38317284605743385j),(-0.003160173775560696-0.004947818112650572j),(-0.19088699563364236+0.2613329746169716j),(-0.10607403660856894+0.022958449175662195j),(-0.36206700800570113+0.11007765776304598j),(0.040212221772938816+0.07466115576175317j),(0.0961131458690317+0.04970921338148574j),(-2.892171028346832e-05-0.00012232833284151506j),(0.07156262615343799-0.0795752408324132j),(-0.00048257377118668594-0.00014653713714523692j),(0.005585250927663069+0.013062883354351766j),(0.11915972488848557+0.8785500102955228j),(-1.0315810631362525-0.2526946999238103j),(0.24083227029531498+0.5990916840921419j),(-0.02725041913445958-1.050544349608926j),(0.1922385014934954+0.894168381939979j),(0.3941087916769849+0.10837037881134075j),(-0.2799439928133425-1.0328448248326632j),(-0.8968969112824651+1.5859570286617166j),(-0.4110451722445377-0.6021700306300674j),(1.0013428100788755-1.1758450234854831j),(-0.09868833418563758-1.37990589512665j),0.0
0.7000000000000001,(0.319917254987755-0.37832477173893175j),(-0.0037234582536906707-0.004686764089520489j),(-0.18399658310764105+0.26652722329042844j),(-0.10409546289503983+0.026632846688397077j),(-0.3624565796284138+0.11472620036190964j),(0.045510334384438696+0.07123673825014121j),(0.09841062780072847+0.046527289524130336j),(-4.320243542487347e-05-0.00012046873577490231j),(0.06689832066097118-0.08558965375946193j),(-0.0004938819938338927-0.00010800647796677846j),(0.006413628896949278+0.012743357408921732j),(0.12578118336345553+0.8862670312575125j),(-1.028910756056108-0.25254996530162394j),(0.23688457813491823+0.6011200562021178j),(-0.028330891161699595-1.0544113881048212j),(0.19696922801452268+0.8995966298887459j),(0.39309678795607056+0.1096186244701501j),(-0.2812343711571542-1.029507881984237j),(-0.8979340769857417+1.5857481305349514j),(-0.4073964584235211-0.5984395816714224j),(1.0014265092411478-1.1763403650113646j),(-0.10064675891871347-1.3799781359653354j),0.0
0.71,(0.3196251745762497-0.3736046497067165j),(-0.004274773529121259-0.004354056658803267j),(-0.17644796666905924+0.27150171760160763j),(-0.10192960433067078+0.030224344599161714j),(-0.3626631677200128+0.1192520879217147j),(0.05056159387941349+0.06733894219162954j),(0.10058367773525019+0.04313065213226554j),(-5.775830096644563e-05-0.00011674736656648225j),(0.061594960892244345-0.09137763407239398j),(-0.000502005002131616-6.809652608435655e-05j),(0.007235674828106685+0.012360802200745093j),(0.1328037220038799+0.8939038440754536j),(-1.0261478696814275-0.25238829436618776j),(0.23282274850207874+0.6035156149972446j),(-0.029570404376651076-1.0582938487771054j),(0.20209254910418478+0.9050745435220788j),(0.3920444220395753+0.1109165081322863j),(-0.282499475695435-1.0261068607218027j),(-0.8990207181931944+1.5855304673483457j),(-0.4035892825088745-0.5946486321138028j),(1.0014996414705473-1.1768503375245143j),(-0.10266339834803583-1.3800203331343874j),0.0
0.72,(0.3195151799352579-0.36904363310673827j),(-0.004801964722955779-0.003945546605782354j),(-0.1682203023476193+0.27620851401724805j),(-0.09958223157189951+0.0337175582674345j),(-0.3626999167137848+0.12362503596876456j),(0.055296553212689316+0.06298298247232781j),(0.10260903031277666+0.03952562851133276j),(-7.229844233312934e-05-0.00011100120369012465j),(0.05564452370352231-0.09685419843415607j),(-0.0005066576575906712-2.718515627557106e-05j),(0.00804484529509736+0.011914373393382693j),(0.1402381111227016+0.9014364848032811j),(-1.023267438245688-0.2522140304243493j),(0.22865769842079867+0.6063328840259858j),(-0.030973855081230236-1.0621797423004906j),(0.2076406222189624+0.9105829034142908j),(0.39095014827200975+0.11226132488277009j),(-0.2837385511198444-1.022645237897324j),(-0.9001693843058581+1.585301357608996j),(-0.39961193679439017-0.5908060417433773j),(1.0015604799531967-1.1773753099729365j),(-0.10473812084255874-1.3800305623923348j),0.0
0.73,(0.3195736259997013-0.36467197318176825j),(-0.005293203629615781-0.0034597279752669667j),(-0.159309103841323+0.28060176610497795j),(-0.09705902780181219+0.037098314916863356j),(-0.3625812406593674+0.12781562988491094j),(0.05965318520290812+0.058191819627104686j),(0.1044637051706846+0.03571977071579654j),(-8.651840772776057e-05-0.00010312914515689858j),(0.04905254503218183-0.10193452110919464j),(-0.0005076182838035843+1.4339708112838019e-05j),(0.008834508090405051+0.011403674590579053j),(0.14808538908188412+0.9088395650453125j),(-1.0202524273085605-0.25202950178605227j),(0.22440620009336518+0.6096238629633631j),(-0.03254576332079734-1.0660569989094255j),(0.21363574523840398+0.9160991801924881j),(0.3898163781245414+0.11364812012273029j),(-0.2849510479973722-1.0191260348592648j),(-0.9013892072280699+1.5850581916432556j),(-0.3954571074389583-0.5869226394123854j),(1.0016074661632894-1.1779158343164662j),(-0.10687089781804662-1.3800064978033897j),0.0
0.74,(0.3197854730030113-0.3605190192713976j),(-0.005736988716841076-0.002897738071592085j),(-0.14972624251645086+0.2846377245333153j),(-0.09436558873014335+0.040353653635265885j),(-0.36232282322274834+0.13179532490755402j),(0.06357688253252793+0.052996159839587755j),(0.10612500694354793+0.03172185554914435j),(-0.00010010015813106734-9.309200851507222e-05j),(0.041838119896711275-0.10653393396345612j),(-0.000504728666444592+5.6080095164992496e-05j),(0.009597942225035221+0.010828757336262363j),(0.1563368622924119+0.9160862719562488j),(-1.0170937337559092-0.25183502176433675j),(0.2200908809003501+0.6134380276109557j),(-0.03429027288415676-1.0699134683980953j),(0.22009035646512592+0.9215975345365701j),(0.3886494801949943+0.11506968956940401j),(-0.28613662277033824-1.0155518174525864j),(-0.9026859013674692+1.584798431596735j),(-0.39112187446656677-0.5830112230391384j),(1.0016392098630882-1.1784726455267678j),(-0.1090618037370744-1.3799454117374483j),0.0
0.75,(0.32013428647712905-0.356613218812038j),(-0.006122145125689726-0.0022633574586184506j),(-0.1394999474075626+0.28827473707166756j),(-0.0915074225932758+0.04347182537462933j),(-0.36194161768626587+0.13553644612964263j),(0.06702045774782273+0.04743445494216349j),(0.10757052526313765+0.027541884563886624j),(-0.00011271206730166966-8.091253085011284e-05j),(0.03403390239671075-0.11056792646438689j),(-0.0004978940532696418+9.76279843958754e-05j),(0.01032833792851504+0.010190121114544476j),(0.1649741052142901+0.9231483682411743j),(-1.013790185799792-0.2516288886753389j),(0.21574022340061005+0.6178223298969004j),(-0.03621115130355696-1.073736920120422j),(0.22700703462481253+0.9270488171792295j),(0.3874597802078493+0.11651657925613652j),(-0.28729513775639254-1.01192469601875j),(-0.9040617636349976+1.5845196114343016j),(-0.3866077117663012-0.5790865596080181j),(1.0016544891029264-1.1790466615873367j),(-0.11131101610902736-1.3798441748700916j),0.0
0.76,(0.32060223725250536-0.35298211733692153j),(-0.006437824670538042-0.0015630099597325692j),(-0.12867480521749683+0.29147324859033175j),(-0.08848995015424074+0.04644229295111062j),(-0.3614558469486087+0.13901218849967395j),(0.06994414325888255+0.04155290241597732j),(0.10877813475842187+0.023191084061556823j),(-0.00012400892177607937-6.667536878468699e-05j),(0.02568610571289206-0.11395214568093331j),(-0.00048708315411639166+0.000138565306751331j),(0.01101879664889338+0.009488713349720922j),(0.17396896035654466+0.9299961921555563j),(-1.010348542978461-0.25140738583829114j),(0.21138856533128653+0.6228211978758919j),(-0.038311789854690505-1.077515042990065j),(0.23437849886621603+0.9324205689059523j),(0.386261561014244+0.11797708553238129j),(-0.28842666114851534-1.008246325395716j),(-0.9055156734448988+1.5842193369400803j),(-0.38192048709234494-0.5751653851694778j),(1.001652250221207-1.1796389834934982j),(-0.11361881549010122-1.3796992561825847j),0.0
0.77,(0.32117010145810077-0.34965235847610054j),(-0.006673505839080593-0.0008057626578467109j),(-0.11731176031737121+0.2941958010604946j),(-0.08531850470271776+0.04925573104503628j),(-0.360885003524816+0.1421966168216937j),(0.07231559133961342+0.03540544539093354j),(0.10972599505556575+0.018681905092711358j),(-0.00013363192086870038-5.0527098478660244e-05j),(0.016854502107078714-0.11660239628354165j),(-0.0004723281409042108+0.0001784639446080647j),(0.011662331052740822+0.008725929406270889j),(0.18328353827722244+0.9365986575052454j),(-1.0067834961563618-0.25116478157552224j),(0.2070760996078057+0.6284765357291822j),(-0.04059520355669406-1.0812354454804196j),(0.24218760876115658+0.9376770205550176j),(0.38507306259197255+0.11943725506369998j),(-0.2895314670150169-1.0045179049179425j),(-0.9070430927147192+1.5838952857174529j),(-0.37707046206397915-0.5712664048400415j),(1.0016316078444034-1.1802508952524076j),(-0.11598558548330215-1.3795067229618767j),0.0
0.78,(0.32181726052138543-0.3466496839564478j),(-0.006818993792330195-3.325895398905397e-06j),(-0.10548811474658244+0.2964070335542322j),(-0.08199833205503475+0.051904026200902516j),(-0.36024984954627726+0.14506466575529608j),(0.07410987412773734+0.029053772645695426j),(0.11039255077793161+0.014028023456929627j),(-0.00014120867667182833-3.267621562909743e-05j),(0.007612422922205958-0.11843464054415812j),(-0.0004537246476341787+0.00021688573177364314j),(0.012251865025149647+0.007903612588857243j),(0.19287021758339093+0.9429232536464753j),(-1.0031176675241336-0.25089332921245705j),(0.20284887432387871+0.6348277237645813j),(-0.04306403117214837-1.0848856556246183j),(0.25040736430452215+0.9427790930174976j),(0.38391648204548584+0.12088088483176246j),(-0.2906100352995379-1.0007401784163883j),(-0.908636065865307+1.5835452071890577j),(-0.3720722921655826-0.5674102928023047j),(1.0015918448870584-1.1808838638830512j),(-0.11841181273844674-1.3792622408006012j),0.0
0.79,(0.3225217011683393-0.3439989336016565j),(-0.00686442036461792+0.0008299467256470518j),(-0.09329752821280615+0.2980736822445104j),(-0.07853459055416796+0.05438027682737518j),(-0.3595724167607325+0.14759213981562377j),(0.07530948362479235+0.022567318607685127j),(0.11075653154607887+0.009244339702813992j),(-0.00014635321405565097-1.3393135470262434e-05j),(-0.001953241417679316-0.11936499833622889j),(-0.00043143177038908566+0.0002533824534864946j),(0.012780233669733847+0.007024054142326514j),(0.20267164493113854+0.9489360454858631j),(-0.9993816105986093-0.25058326707761674j),(0.19875879275150132+0.6419116184164569j),(-0.04572053520707828-1.0884531210155302j),(0.2590009059142688+0.9476843972372584j),(0.3828179736058916+0.12228952213434681j),(-0.2916630518210488-0.9969134342185099j),(-0.910283219820813+1.5831669225967906j),(-0.3669450267466318-0.5636196923049337j),(1.0015324125517855-1.1815395394162447j),(-0.12089808695216198-1.3789610735970759j),0.0
0.8,(0.32326022615695044-0.34172397916161074j),(-0.006800756910599378+0.0016774860516116689j),(-0.08084946841316823+0.29916513246099696j),(-0.07493281196896595+0.0566790829939893j),(-0.3588757835129055+0.1497557823932193j),(0.07590385599564756+0.016023158802895787j),(0.11079809013978019+0.004347645379322226j),(-0.00014866936625567895+6.990228353264603e-06j),(-0.01174272315165243-0.11931238255988336j),(-0.0004056722830948111+0.00028750657691581805j),(0.01324027341079484+0.006090092911411711j),(0.21262084736507458+0.9546016939554172j),(-0.9956149892866131-0.2502256586348826j),(0.1948614540540067+0.6497619309568141j),(-0.0485658169752669-1.0919257607060406j),(0.26792161296807304+0.9523472445554854j),(0.3818073330426014+0.1236421378116423j),(-0.2926915818671669-0.9930382416056243j),(-0.9119700974050104+1.5827596811684106j),(-0.36171286271003894-0.5599198633863415j),(1.0014529620298362-1.1822196281425852j),(-0.12344523934065739-1.3785984886456046j),0.0
