t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
1.0,(0.3318600526563451-0.3534628237206068j),(0.009504044931083819+0.0015731811551114288j),(0.07860077539798849+0.2521972192011511j),(0.024692797211085908+0.06718489684412701j),(-0.35247023215598816+0.138225660226682j),(0.006177356103516517-0.06605300410948628j),(0.0377367226896903-0.09912792151035094j),(0.00019665952506732695-6.234989224769547e-05j),(-0.11620971093753127+0.06204660485703288j),(0.00047215840621870914+0.00021460886567153793j),(0.003171629409471797-0.016391655380093576j),(0.36101623320380494+1.0138479075022109j),(-0.9186776741311429-0.2217021092565264j),(0.19790081299872497+0.8750692396097486j),(-0.12791730916778368-1.157587856170359j),(0.4222922609081189+0.9965784978256406j),(0.4162970351325066+0.13132863562217123j),(-0.3290695281817441-0.9100596800942191j),(-0.9410831383526282+1.5596762035303104j),(-0.24673227957022195-0.50667328983761j),(1.0026544092809238-1.2041139872129343j),(-0.19235957896763328-1.3743630686891488j),0.0
1.01,(0.33160745130678765-0.3546051834595497j),(0.010056383627341594+0.00045577532191619103j),(0.080079068261209+0.249517240550125j),(0.029591520567871427+0.06634771135144744j),(-0.35277496349310855+0.13715923364325183j),(0.0024145772811516794-0.06651833375075145j),(0.03252873799138693-0.10291120026019j),(0.00019346957892037964-0.00010689693621713272j),(-0.11416853694848506+0.07298680271253045j),(0.0005102300204253834+0.00017924091671058076j),(0.0019790022104626305-0.017246529226012938j),(0.3643673944321772+1.0149342469014695j),(-0.9160515932627952-0.21872285816529896j),(0.2017512491620773+0.8825087290620167j),(-0.13097713708950243-1.161170242795284j),(0.4258989727867377+0.9969727806775757j),(0.41988149043278955+0.1313293250075602j),(-0.33271834178916404-0.906908480318077j),(-0.9412901534041198+1.5578840857880176j),(-0.24180904470225115-0.5042109583804276j),(1.0031660719758873-1.205378509242742j),(-0.19613016266450733-1.3753776658186485j),0.0
1.02,(0.3312970763597286-0.3556281072064207j),(0.010489151051437842-0.0006635966929116395j),(0.0812120478826592+0.2470183205330516j),(0.03416488017669666+0.0653563555233243j),(-0.3531232388865314+0.13620745450010993j),(-0.0010785069395236587-0.06673141677155646j),(0.027567109058534305-0.1062867159350929j),(0.00018323656339118871-0.00015275092682335382j),(-0.11169628948900273+0.08318624490362549j),(0.0005474679343947346+0.00014379006655047786j),(0.0007878965350276484-0.017998301649169674j),(0.3673184615784823+1.0157773127968366j),(-0.9136203381778873-0.21576032479639332j),(0.20567707986094177+0.8890211820186996j),(-0.13381872787367952-1.1645548920749202j),(0.42903142801894023+0.9972162612160437j),(0.4232887474372312+0.1313153062837518j),(-0.3363228539294496-0.9039168239660257j),(-0.9413806367817755+1.5561131886841877j),(-0.23710295749585286-0.5018811351880146j),(1.0036631856970415-1.206596154996646j),(-0.199780762561426-1.3763934703527887j),0.0
1.03,(0.33094974840330393-0.3565204170606688j),(0.010812002169144177-0.0017838341468334178j),(0.08198946291046348+0.24470271661416074j),(0.03839562570802922+0.06426368986387593j),(-0.3534943489434355+0.1353790432349153j),(-0.0042529177597535215-0.06671230516087369j),(0.022903633636773373-0.10926450034775288j),(0.00016569121543245615-0.00019871093601068853j),(-0.10889646003188114+0.09258060347653732j),(0.000582453636448378+0.00010898960396510006j),(-0.0003768813531997558-0.018667115021031248j),(0.36984556185615186+1.0163951385449346j),(-0.9113610403571216-0.2128873071626456j),(0.20965367880203892+0.8946250214512228j),(-0.13649185897552474-1.1677338465356815j),(0.4316539307978903+0.9973452111674838j),(0.4265061386204658+0.13126120522596416j),(-0.33985907030134166-0.9010683710024532j),(-0.9413750917669353+1.5544332153258524j),(-0.23264414870150577-0.4997167270280141j),(1.0041428929130674-1.2077816054691588j),(-0.2033108332540448-1.3773577091637206j),0.0
1.04,(0.3305928140815479-0.3572737542195471j),(0.011035983341815901-0.002887576010881017j),(0.08242399758333498+0.24260289009248426j),(0.04229424044375832+0.06317398920647108j),(-0.3538633043921071+0.13467974666094068j),(-0.007063324369071978-0.0665271452532066j),(0.01858003272422842-0.11192681291862529j),(0.000140938730311725-0.00024374241880243378j),(-0.1059437143832651+0.10112557753961131j),(0.0006150600198684885+7.552377194809755e-05j),(-0.001490408503022359-0.01927670258324407j),(0.371935360231997+1.0168404387334387j),(-0.9093312537861561-0.21011642376435993j),(0.21358019840122483+0.8993140075962289j),(-0.13893162675558754-1.1707195536404924j),(0.4337650588156649+0.9974247538178492j),(0.42951016311858026+0.13119468341674934j),(-0.3432943885007053-0.89842787737747j),(-0.941229034793402+1.5528308216303377j),(-0.22849757120549916-0.4977134612598765j),(1.004611447358771-1.2089113931269913j),(-0.2066493839043388-1.3783253107811682j),0.0
1.05,(0.33024818656059557-0.35788629549406514j),(0.011169374303616801-0.003951129860974192j),(0.08255399518831466+0.24075241543214237j),(0.045871032441168295+0.06216622220470254j),(-0.354210863956732+0.13410943898039393j),(-0.009486172223477779-0.06624649704108453j),(0.014624032185576322-0.11434464786625236j),(0.00010922794537469615-0.0002868848846701032j),(-0.10299733062132457+0.10879084130522698j),(0.0006458268565867755+4.3984232290034095e-05j),(-0.0025354704556308856-0.019840908124169j),(0.3735916400232943+1.0171659778810676j),(-0.9075859327890725-0.20745483094671002j),(0.21735048307153942+0.9030872100658494j),(-0.1410670622911639-1.1735128277867974j),(0.4353906843781608+0.9975162022987668j),(0.43227361053924207+0.13114979943039015j),(-0.34658408989246475-0.896053430180609j),(-0.9409078039354922+1.5512825455833161j),(-0.22471329649622504-0.4958673247132079j),(1.005071234370657-1.209956679130947j),(-0.20972685630111962-1.3793490844688447j),0.0
1.06,(0.32993381558588863-0.3583608580723439j),(0.011221085286474707-0.00495581014716788j),(0.08242016728093308+0.239175425033682j),(0.049139176515418805+0.06129662138457424j),(-0.3545216042062677+0.1336640415935617j),(-0.011511887325707432-0.06593086776490723j),(0.011050469586342444-0.11657308821275879j),(7.095233601314494e-05-0.0003272085563559413j),(-0.10018752021010353+0.11556943667451866j),(0.0006752565242931132+1.4840711414714316e-05j),(-0.0034999578592511535-0.020370979387677j),(0.3748303462414942+1.017423418175469j),(-0.9061556675958921-0.2049158462845252j),(0.2208784464993317+0.9059673551686638j),(-0.14285595809154278-1.1761156080055903j),(0.4365686210877807+0.9976747879823661j),(0.4347818570480518+0.1311506148567493j),(-0.34969179811426077-0.8939802815683285j),(-0.9403999086005822+1.5497835615890003j),(-0.2213219588360534-0.4941741789694471j),(1.0055240787744095-1.2108979904818606j),(-0.21249790310673827-1.3804596147512531j),0.0
1.07,(0.3296636874821753-0.3587048995196163j),(0.011200657020081505-0.005887938193652205j),(0.08206559368521049+0.23788660923407678j),(0.05211471423954481+0.060598683144501196j),(-0.35478391955444316+0.13333552309880958j),(-0.013144876225235205-0.06563071191294491j),(0.007861294192900617-0.1186513057838518j),(2.665001566492145e-05-0.00036381436987292445j),(-0.09761542799951987+0.12147777323737542j),(0.0007038140064355407-1.1558999620816217e-05j),(-0.004376866469144076-0.02087556807314915j),(0.37567958559222087+1.0176633194732214j),(-0.9050466843425756-0.20251894858229022j),(0.22409807164425954+0.9080008259096999j),(-0.14428486809800622-1.1785309579614147j),(0.43734862384343315+0.9979496604812794j),(0.43703286536854286+0.13121119430126937j),(-0.35258947907645083-0.8922208487640119j),(-0.9397170295291066+1.5483476804701415j),(-0.21833475526133228-0.49262976036186573j),(1.0059712448848919-1.2117252200205972j),(-0.21494138785708497-1.3816652614136875j),0.0
1.08,(0.32944782515351007-0.3589305177782268j),(0.011118260731893127-0.006738842198752479j),(0.08153572249365673+0.236891216306727j),(0.05481655394445656+0.06008316775530954j),(-0.354990022259759+0.133111899292582j),(-0.014403526018273131-0.06538643122133819j),(0.005045566972473155-0.12060256120882108j),(-2.299626418604951e-05-0.00039583397450475993j),(-0.0953531322253655+0.12655562827244107j),(0.0007319268922202624-3.498904512627091e-05j),(-0.005164297147605659-0.021360729835476645j),(0.37617962647527237+1.0179351392998308j),(-0.9042408450710236-0.2002897778741455j),(0.22696341073928986+0.909257661990434j),(-0.14536910768382935-1.1807630659523647j),(0.4377923888405327+0.9983838876486415j),(0.43903718478218157+0.13133560538497296j),(-0.355257440962109-0.8907647140579675j),(-0.9388940187945594+1.5470073494680299j),(-0.2157434455823877-0.4912296799755678j),(1.006413436506147-1.212437626428052j),(-0.21706038496158933-1.3829521595022316j),0.0
1.09,(0.3292922880832541-0.3590544511676316j),(0.010984698147129556-0.007504857234929193j),(0.0808783700672713+0.23618505246145968j),(0.05726647071893963+0.05973809936023652j),(-0.35513594242548746+0.13297723316940233j),(-0.015320204347771005-0.06522837467409813j),(0.002579460593130866-0.12243420392053886j),(-7.71591140097687e-05-0.0004224297328058864j),(-0.09344364450930623+0.1308661467471143j),(0.0007599853766116479-5.534550477812245e-05j),(-0.005865455863967003-0.021829924285060767j),(0.3763828989846204+1.0182872328497339j),(-0.9036956477290758-0.19826013542388704j),(0.22944858529069853+0.9098315598087904j),(-0.1461527536542804-1.1828172449100838j),(0.43797355357099976+0.9990144555780899j),(0.4408179511283672+0.13151791874446248j),(-0.357684334227026-0.8895786248074291j),(-0.9379888998034932+1.545813652242495j),(-0.21352035238352365-0.4899694236474902j),(1.006850796931397-1.213043834225151j),(-0.21888217970322021-1.38428421932376j),0.0
1.1,(0.3291991723340752-0.35909807838439856j),(0.010811401488774826-0.008187325248778025j),(0.08014372103554336+0.23575448184452857j),(0.05948910640965492+0.0595287659749305j),(-0.35522152799967227+0.13291163492187277j),(-0.01594125940341639-0.06517683850310618j),(0.0004262594237930059-0.12413767215545982j),(-0.00013486650623016175-0.0004427947206014739j),(-0.09190090985888189+0.13449584131754844j),(0.0007883422603322318-7.264639361960254e-05j),(-0.006488653694594303-0.022284014987812927j),(0.37635399490841076+1.0187668529862965j),(-0.9033442261705117-0.19646798372496632j),(0.23154778607807044+0.9098398724591419j),(-0.14670864424662058-1.1846999323997665j),(0.4379776968232608+0.9998722686037647j),(0.4424108868044319+0.13174220803192033j),(-0.35986715159970917-0.8886064934365552j),(-0.9370828672955199+1.544836308871905j),(-0.21161836102302226-0.4888443519664021j),(1.0072829089430428-1.2135618337728507j),(-0.2204582682384858-1.3856031264459374j),0.0
1.11,(0.3291666105479473-0.3590874185022073j),(0.010610433477577022-0.008792595061029845j),(0.07938432829645167+0.2355764265386141j),(0.061511969621138564+0.05939771948745096j),(-0.35525044477512885+0.13289126194067447j),(-0.01632701992163458-0.06524206618811428j),(-0.0014636404657726587-0.12568849295362117j),(-0.00019500177522508-0.0004561527269874237j),(-0.09070980666750625+0.1375545923286517j),(0.0008173129498627138-8.703166206070192e-05j),(-0.007047306822888849-0.022721269465154632j),(0.3761696677289629+1.0194201502418139j),(-0.9030953501550499-0.1949574465004904j),(0.23327527315429938+0.9094236097323093j),(-0.14713837913010422-1.1864186906201561j),(0.4379023386822481+1.0009821493003088j),(0.4438643007656409+0.13198254991510883j),(-0.3618112280813825-0.8877693974364298j),(-0.93628028734331+1.5441636758531674j),(-0.20997091963314352-0.48784970027290564j),(1.0077087948126657-1.2140189812721378j),(-0.22186435759743364-1.386828341697219j),0.0
1.12,(0.32918812834977107-0.3590502446080255j),(0.01039586429875689-0.00932852796397533j),(0.0786562014860084+0.23562839697197152j),(0.06336657120001353+0.05930062860800772j),(-0.3552310188959806+0.13289164610739462j),(-0.016540129369544-0.0654349385493174j),(-0.0031313308087265266-0.12707618950322253j),(-0.00025623464552664964-0.0004618833887772004j),(-0.08986325304657514+0.14016256263781007j),(0.0008471542856262383-9.876025347658088e-05j),(-0.007555208292818756-0.023142445192705002j),(0.3759205248503013+1.0203009555012703j),(-0.9028714109834106-0.19375331546342445j),(0.23463743257637926+0.908737696041146j),(-0.1475199660376099-1.1879892639915501j),(0.4378569766424401+1.0023618993245853j),(0.4452279458419931+0.1322195249565016j),(-0.36353116737566016-0.8870086549709912j),(-0.9356783586922034+1.5438744577620258j),(-0.20851986622016958-0.4869667120874695j),(1.0081313044925966-1.214437743041492j),(-0.22316297689208506-1.3879045701273443j),0.0
1.1300000000000001,(0.32926018275432745-0.35899851752871154j),(0.010184556670473958-0.009791937920168716j),(0.07800869064192421+0.23591575296555484j),(0.0651004339467083+0.05933215744939877j),(-0.35516876424078386+0.1329046071708234j),(-0.016607627653123968-0.06580313718870416j),(-0.004555275125647958-0.12842023895973523j),(-0.0003171729860097345-0.00046033384594712284j),(-0.08947572513581928+0.14241121333270193j),(0.0008780563199462626-0.0001082627678895732j),(-0.008008672535735267-0.023568911077032368j),(0.37568727069849844+1.0214434921178352j),(-0.9027830427820084-0.1927461740186155j),(0.23553982435532494+0.9078783995563223j),(-0.14771338094608494-1.1894761317637887j),(0.43792250619497236+1.0039859351396678j),(0.44650502392615204+0.13250291917948062j),(-0.36507034874519745-0.8864538795452391j),(-0.9351834943255763+1.5438784933590757j),(-0.20731491581840308-0.48611725778728115j),(1.0085764508847912-1.214789086351301j),(-0.2242723022233564-1.3889975260060818j),0.0
1.1400000000000001,(0.32938989997549656-0.3589437767121201j),(0.009983511089149563-0.01019138278720141j),(0.07746782078115426+0.23640054943529118j),(0.06676438972242647+0.05947483643235807j),(-0.3550568699949634+0.13291870018987056j),(-0.016595179618912638-0.06635346248714351j),(-0.005802815629672227-0.1297576794898019j),(-0.00037710104635284227-0.0004520160960526604j),(-0.08951712901273609+0.14443760095990218j),(0.0009102746559871865-0.00011610567548617105j),(-0.00841766642785889-0.024005926695139006j),(0.3755093073136447+1.0227825011083j),(-0.9028698204771259-0.19187233584352745j),(0.23599013247061254+0.9069258067436725j),(-0.14772792599167117-1.1909390421184924j),(0.43812768642657113+1.0057867408608903j),(0.4477220070265032+0.13283554899325548j),(-0.36649037702908116-0.8861196877669805j),(-0.9347066449775006+1.5441014490027756j),(-0.20632133348973833-0.4852702057721594j),(1.0090601671191681-1.215092247534208j),(-0.2252264679748779-1.3901601539526143j),0.0
1.1500000000000001,(0.3295803589548503-0.358897328516787j),(0.009797610074486362-0.010536877452677285j),(0.07705416154951371+0.23704046094678863j),(0.06839913574381051+0.05969561915832384j),(-0.35489215379690314+0.13292285514708715j),(-0.016564891880050673-0.06708056971118351j),(-0.006940461090777223-0.1311039631494042j),(-0.0004353712088848453-0.000437411848667302j),(-0.08993439089473138+0.14636431719494303j),(0.000943955854932117-0.00012283865822587737j),(-0.008793488491039884-0.024455049173575764j),(0.375420897969747+1.024254549473658j),(-0.9031424686856884-0.19108653575898135j),(0.2360204636792098+0.9059580112206653j),(-0.1475986187852377-1.1924237889328642j),(0.4384953453254122+1.007700739920817j),(0.4489061766688565+0.13320966210577892j),(-0.3678445615731061-0.8859937733077393j),(-0.934190294118106+1.5444929956089553j),(-0.20549409364873691-0.4844061746038603j),(1.0095919012971437-1.2153708098503762j),(-0.22607347088744245-1.3914132677387374j),0.0
1.16,(0.3298294837092385-0.3588692165852073j),(0.00963062122538847-0.010838005231920243j),(0.07678436798490511+0.23779480712444523j),(0.07003500370930016+0.05996502603406087j),(-0.35467631997788635+0.13290780368246885j),(-0.016568604026889113-0.06797271641084597j),(-0.008020668777392229-0.1324678841581185j),(-0.0004913400304188823-0.00041700891105543066j),(-0.09067255705653203+0.148291397295376j),(0.0009791198961525977-0.00012898591899124966j),(-0.00914629705814403-0.024916794345702875j),(0.3754541073028424+1.0258072748581346j),(-0.9035997316933394-0.19035057448631337j),(0.23567218327648515+0.9050485283689084j),(-0.14735918612719698-1.1939644860912095j),(0.4390452909292716+1.0096705372318937j),(0.4500802144650541+0.13361531437690347j),(-0.3691768739775826-0.8860583920864747j),(-0.9335985061788366+1.5450165544841712j),(-0.20479265607678288-0.483510104687813j),(1.0101765444828752-1.215644788362679j),(-0.22685515292431085-1.3927683156601436j),0.0
1.17,(0.33013004333078866-0.35886822184383527j),(0.009485197219961453-0.011103917867974255j),(0.07667118051731839+0.23862455265144902j),(0.07169195979913269+0.06025714427166052j),(-0.3544159595620956+0.13286607909345607j),(-0.016647888626989352-0.0690117624196266j),(-0.009081844456398003-0.133851578899116j),(-0.0005443682422523623-0.000391301188172322j),(-0.0916747938301862+0.15029632010077215j),(0.0010156601772086128-0.00013504618158790042j),(-0.009485110273052644-0.025390636751689972j),(0.3756388013109979+1.0273993855491874j),(-0.9042283734544417-0.18963331864737462j),(0.23499591509620749+0.9042662953341478j),(-0.1470420640075048-1.1955835674849378j),(0.43979431132552604+1.0116449191864467j),(0.45126220211297+0.13404036981838144j),(-0.3705219480973369-0.8862903622695807j),(-0.9329169265524498+1.545649297325706j),(-0.20418096592208249-0.48257125827311925j),(1.010814430703261-1.2159306299367025j),(-0.2276072012712119-1.3942273805364207j),0.0
1.18,(0.33046965198690637-0.3589018625030842j),(0.00936287581551234-0.011343335531603304j),(0.07672342496883092+0.239492307269778j),(0.07337960467534266+0.06054962788854067j),(-0.3541225502666128+0.1327920163349339j),(-0.016834051225123176-0.0701731698544948j),(-0.01014834239312664-0.13525052591916273j),(-0.0005938207501669582-0.0003607886826641468j),(-0.09288238760506312+0.15243400803272178j),(0.0010533435138485813-0.00014149269074449633j),(-0.009817806090662542-0.025875009638516033j),(0.3760026473543104+1.0290006604775057j),(-0.905003177592077-0.18891070076453134j),(0.23405154151054652+0.903675671026269j),(-0.14667839760566026-1.1972917870125608j),(0.44075617465115263+1.0135788536566834j),(0.4524656213965107+0.13447050059386495j),(-0.37190508004171074-0.8866610642708859j),(-0.9321527815930176+1.5463821462215703j),(-0.2036274536996645-0.4815832194525536j),(1.01150133694794-1.2162412132407432j),(-0.22835914833634224-1.3957831797110527j),0.0
1.19,(0.330830768920275-0.3589763940573266j),(0.009264079848549617-0.01156454682129143j),(0.07694601255360739+0.24036232578020006j),(0.07509717348176204+0.060823697707445806j),(-0.3538124565014193+0.13268175201923216j),(-0.017148130343272717-0.0714260031158938j),(-0.011230465351361667-0.13665354592861934j),(-0.000639066634428611-0.0003259774948679694j),(-0.0942347448278532+0.15473682709483472j),(0.0010918101400093606-0.00014877321211275888j),(-0.010151122276886065-0.026367304959969428j),(0.37657111415490657+1.0305919492170112j),(-0.9058869473980454-0.1881657192606648j),(0.23290820343007254+0.903336436119296j),(-0.14629804129070587-1.1990882185796936j),(0.44194162909272877+1.0154334899946917j),(0.45369935418561447+0.1348891870189059j),(-0.37334222817456153-0.8871364407516542j),(-0.9313348786159255+1.5472197736505005j),(-0.20310503529138002-0.48054389416256355j),(1.0122284831692927-1.2165858487458097j),(-0.22913437175036644-1.397419065051419j),0.0
1.2,(0.33119069844885585-0.3590968092848943j),(0.009188117234783227-0.011775408763242706j),(0.07733993987789994+0.24120050804227314j),(0.07683353584402014+0.061064141356446916j),(-0.35350692936939554+0.1325332244161253j),(-0.017600897480630488-0.07273292888774059j),(-0.01232446459333803-0.13804280180144138j),(-0.0006794791497875288-0.00028737982281174787j),(-0.09566939200256801+0.15721458687274006j),(0.001130573707816246-0.00015731003226746428j),(-0.01049065640865107-0.02686387337664791j),(0.37736747179694335+1.0321651719848575j),(-0.9068305058328662-0.18738843845917139j),(0.23164430030375643+0.9033037930513919j),(-0.14592955862122742-1.2009602560990544j),(0.4433584028864325+1.0171761590324406j),(0.45496768243625196+0.135277717560956j),(-0.3748400131142623-0.8876769966205841j),(-0.9305136058978729+1.5481806024819602j),(-0.20259111194590243-0.47945551018326926j),(1.0129825322824408-1.2169702787256218j),(-0.22995009436641703-1.399109022948796j),0.0
1.21,(0.33152158996588793-0.359266838248078j),(0.009133180969124566-0.011983346811381253j),(0.07790228894004808+0.2419743989743451j),(0.07856719586954374+0.0612593132689416j),(-0.3532321066663215+0.1323461734528325j),(-0.018192857113599366-0.07405021613742598j),(-0.01341253987974207-0.1393937985751791j),(-0.0007144357254781872-0.0002455139622143341j),(-0.09712197569054026+0.1598545405340864j),(0.0011690212875829708-0.00016749995870644327j),(-0.010840865873900946-0.027360024255958598j),(0.3784127917266073+1.0337233196414302j),(-0.907772695525777-0.18657598858396243j),(0.2303474901189698+0.9036283660248583j),(-0.14560022234535405-1.2028836134904648j),(0.44501120431804214+1.0187803730817802j),(0.4562702881904257+0.1356151888393667j),(-0.3763957177337018-0.8882377990338093j),(-0.9297609326768734+1.54929680597614j),(-0.20206757027872754-0.47832461713846386j),(1.0137455901652466-1.2173966772566116j),(-0.23081738426009443-1.4008176743183542j),0.0
1.22,(0.3317996488991175-0.35948766444991487j),(0.009094947622513049-0.012195940411649574j),(0.07862142034141331+0.24265333484236445j),(0.08027615765640515+0.06139437510679363j),(-0.35301019006537865+0.13212187163273129j),(-0.018921313316241747-0.07533188238106135j),(-0.014482644420427885-0.14068110263618208j),(-0.0007435205596111284-0.0002010084918668507j),(-0.09851873755297738+0.16263942967691153j),(0.00120655290914448-0.00017969540310603673j),(-0.011205964627130702-0.027849931566522903j),(0.37971180851713027+1.0352605827089385j),(-0.9086564401245326-0.18572303972846568j),(0.22910579317014734+0.904336277350361j),(-0.14534030481207946-1.2048342148952922j),(0.4468913367848323+1.0202219555579026j),(0.45760471602079283+0.13588022277988845j),(-0.378007487435165-0.8887717867657058j),(-0.9291313891604449+1.550587631810991j),(-0.2015141311484552-0.47716274617411797j),(1.0144987511847865-1.217868475314237j),(-0.2317501411409913-1.402508756813561j),0.0
1.23,(0.3320466884383139-0.3597534851538431j),(0.009062791234840844-0.012420228149083968j),(0.07946012325786593+0.24321793253454152j),(0.08198226512243018+0.06143135522959042j),(-0.35281974526999255+0.1318612475379722j),(-0.01980906569666403-0.07655840315340844j),(-0.015606733928151803-0.1419076175055519j),(-0.0007674395687665566-0.00015489715362490314j),(-0.09976794409113117+0.16561978418313597j),(0.0012432047719251195-0.00019406389277465871j),(-0.011592388651128901-0.028328099711500295j),(0.38119713934768823+1.036683560212326j),(-0.9095115972550006-0.18478842362515918j),(0.22794382777651975+0.9053449611869934j),(-0.1451901683046137-1.2068388206611562j),(0.44893761979807695+1.021463341553973j),(0.4589740787860292+0.13606315986199113j),(-0.3797133035179155-0.8892574533389468j),(-0.9284891032164556+1.5519456821279325j),(-0.20089177217612042-0.47598700686331613j),(1.0152399646759436-1.2184075965999719j),(-0.23279425754228486-1.4041881336311195j),0.0
1.24,(0.3322635787325193-0.3600622350492085j),(0.009032094850982116-0.012657045272317018j),(0.08039658901088689+0.24366259855794678j),(0.08368247728045825+0.06136303858740234j),(-0.3526595387193964+0.13156581779975657j),(-0.020854569065121713-0.07771390398327777j),(-0.01679403010825304-0.14306706659267274j),(-0.0007864934689200052-0.0001077372957486856j),(-0.10083030828994548+0.16878583868495292j),(0.0012786809024415923-0.00021070178408658368j),(-0.012001831522061655-0.028791511993439187j),(0.3828409580444739+1.0379622246070983j),(-0.9103437688866882-0.18376738816267266j),(0.2268747138899761+0.9066187275295212j),(-0.14516268973997498-1.2088907158372983j),(0.45112039288694533+1.0224830601831991j),(0.4603701888967673+0.1361568211826674j),(-0.3815157839171403-0.8896824491159947j),(-0.9277944202642304+1.5533354530251062j),(-0.20019606202341783-0.47481119199970034j),(1.015961012253641-1.219017689772323j),(-0.2339579408414119-1.4058471404303334j),0.0
1.25,(0.33244659415062966-0.3604122372283496j),(0.008999323100158371-0.012906447385800069j),(0.0814129208543182+0.24398400449408858j),(0.0853687306042481+0.061187527712714004j),(-0.3525327848254767+0.1312374879989017j),(-0.022050759083343467-0.07878269538859402j),(-0.01804165774579381-0.1441514583227655j),(-0.000800884248075053-5.998123001103793e-05j),(-0.1016764899834568+0.1721165652392788j),(0.0013126436940001495-0.00022967373976253674j),(-0.012435068984416835-0.029237514417729735j),(0.38462434831021425+1.0390826266597564j),(-0.9111494627418232-0.18266152065796995j),(0.2259135234496284+0.9081333853411961j),(-0.14526592276886133-1.2109771227486807j),(0.45341746352416407+1.0232671731332206j),(0.4617843393390543+0.13615473802398842j),(-0.3834107771984176-0.890034354243644j),(-0.9270333811597671+1.554739703081625j),(-0.19942731927695412-0.47364754523633856j),(1.0166527975369177-1.2196986772207397j),(-0.23524272149845507-1.4074735174207695j),0.0
1.26,(0.3325924337566144-0.3608014173999054j),(0.008961080427954656-0.013168308461119906j),(0.082492239591537+0.2441804218792596j),(0.08703341164713627+0.060903692657136646j),(-0.35244233008358283+0.1308784387612702j),(-0.023389250212947906-0.07975078538647702j),(-0.01934640138849601-0.1451539848033762j),(-0.0008108235297703129-1.204598610658026e-05j),(-0.10228103400429037+0.1755904622132015j),(0.0013447918118416114-0.00025100704957990955j),(-0.012892585766066061-0.02966362684128321j),(0.38652911840224957+1.0400352430388444j),(-0.9119239898071689-0.18147273229881583j),(0.22507433718507758+0.9098651923807505j),(-0.14550642046157167-1.2130860233823189j),(0.455807972696313+1.0238070416884488j),(0.46320900428646583+0.13605175531222985j),(-0.38539355802687514-0.8903014798891513j),(-0.926196303447307+1.5561444523663348j),(-0.1985858500714551-0.4725072228732397j),(1.0173071778479135-1.2204497648724568j),(-0.23664930616706184-1.4090557167992792j),0.0
1.27,(0.33269822130951676-0.36122730388881535j),(0.008914111096319555-0.013442320836998768j),(0.0836186835754556+0.24425172220453695j),(0.08866935704203713+0.06051117099140802j),(-0.3523906530725272+0.13049112575776978j),(-0.024860335715443594-0.08060587949324183j),(-0.020704705346741178-0.14606902182437626j),(-0.0008165325730794325+3.568668834828722e-05j),(-0.1026223701836602+0.17918555428398036j),(0.0013748601931413676-0.0002746916303727601j),(-0.013374575578264696-0.03006754297253202j),(0.38853780113253333+1.0408149763149488j),(-0.9126614643340252-0.18020325814377608j),(0.22437024461641325+0.9117908552023978j),(-0.1458892353080059-1.2152061593872812j),(0.4582723949038252+1.0240993267300664j),(0.46463783910010603+0.13584403161787179j),(-0.3874588271671899-0.890472868240236j),(-0.9252777813593343+1.557538982437816j),(-0.1976719480897658-0.4714002938573538j),(1.0179169642118708-1.2212694421924957j),(-0.23817757769444442-1.4105829027499972j),0.0
1.28,(0.3327615052634536-0.3616870276363195j),(0.008855299183565195-0.013727995219294332j),(0.08477740870852145+0.24419937691578217j),(0.09026985350144294+0.06001036780539247j),(-0.3523798644545853+0.13007827970435343j),(-0.02645298765222904-0.08133738072439863j),(-0.022112673693570537-0.14689212885796216j),(-0.0008182422726110937+8.287032781538413e-05j),(-0.10268281335136907+0.18287939243904616j),(0.0014026200470093767-0.0003006800260318128j),(-0.013880941115651855-0.03044713037142969j),(0.3906336538676323+1.0414211549606993j),(-0.9133548038382275-0.1788556571222175j),(0.2238133440542139+0.9138875291558326j),(-0.1464179192176649-1.2173270320746892j),(0.460792538160987+1.024145988736027j),(0.46606568032860757+0.13552903915559866j),(-0.3896007114835881-0.8905382925050794j),(-0.9242766858165763+1.5589158363443834j),(-0.1966858945628504-0.470335739782572j),(1.0184759213571342-1.222155482183664j),(-0.23982659512137988-1.412044951444343j),0.0
1.29,(0.3327802587676154-0.36217732219995813j),(0.008781668584367236-0.014024660680999723j),(0.08595458844271713+0.2440264574136412j),(0.09182863781742374+0.05940245570808088j),(-0.35241170697549545+0.12964290636201925j),(-0.028154856884592693-0.08193638959465285j),(-0.02356607026468496-0.1476200490586557j),(-0.000816193158509013+0.0001291937488347499j),(-0.10244856333580851+0.18664905397600118j),(0.0014278788544901666-0.0003288874075044584j),(-0.014411294056250395-0.03080043044945087j),(0.3928006585287267+1.0418575333507676j),(-0.9139957291001474-0.1774328120343078j),(0.22341474259954688+0.9161328183862305j),(-0.1470945235196504-1.219438902417718j),(0.4633515439959378+1.0239542877810555j),(0.46748854570813164+0.13510556378429942j),(-0.39181276393984565-0.8904882569123257j),(-0.9231961644280035+1.5602708186240848j),(-0.19562795826979226-0.4693214548897263j),(1.0189787677151498-1.2231049413865551j),(-0.24159459368221-1.4134324510410197j),0.0
