t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014,A_0015,A_0016,A_0017,A_0018,A_0019,A_0020,A_0021,A_0022,A_0023,A_0024,A_0025,A_0026,A_0027,A_0028,A_0029,A_0030,A_0031,A_0032,A_0033,A_0034,A_0035,A_0036,A_0037,A_0038,A_0039,A_0040,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00,z_0015_00,z_0016_00,z_0017_00,z_0018_00,z_0019_00,z_0020_00,z_0021_00,z_0022_00,z_0023_00,z_0024_00,z_0025_00,z_0026_00,z_0027_00,z_0028_00,z_0029_00,z_0030_00,z_0031_00,z_0032_00,z_0033_00,z_0034_00,z_0035_00,z_0036_00,z_0037_00,z_0038_00,z_0039_00,z_0040_00,E
0.0,(0.23395776634508614+0j),(0.10419167471136558+0j),(0.10419167471136558+0j),(0.10419167471136558+0j),(0.10419167471136558+0j),(0.014349394894155234+0j),(0.014349394894155234+0j),(0.05046055308166009-1.5749288155263165e-19j),(0.05046055308166009+1.5749288155263165e-19j),(0.05046055308166009+1.5749288155263165e-19j),(0.05046055308166009-1.5749288155263165e-19j),(0.014349394894155234+0j),(0.014349394894155234+0j),(0.0012882063484945718+0j),(0.0012882063484945718+0j),(0.00825352371022208-3.9778458543657345e-20j),(0.00825352371022208+3.9778458543657345e-20j),(0.00825352371022208+3.9778458543657345e-20j),(0.00825352371022208-3.9778458543657345e-20j),(0.00825352371022208-3.9778458543657345e-20j),(0.00825352371022208+3.9778458543657345e-20j),(0.00825352371022208+3.9778458543657345e-20j),(0.00825352371022208-3.9778458543657345e-20j),(0.0012882063484945718+0j),(0.0012882063484945718+0j),(0.00011751559098241138+0j),(0.00011751559098241138+0j),(0.0008666173093919802+6.356600363711231e-20j),(0.0008666173093919802-6.356600363711231e-20j),(0.0008666173093919802-6.356600363711231e-20j),(0.0008666173093919802+6.356600363711231e-20j),(0.0019610159884984584-1.539409668143774e-20j),(0.0019610159884984584+1.539409668143774e-20j),(0.0019610159884984584+1.539409668143774e-20j),(0.0019610159884984584-1.539409668143774e-20j),(0.0008666173093919802+6.356600363711231e-20j),(0.0008666173093919802-6.356600363711231e-20j),(0.0008666173093919802-6.356600363711231e-20j),(0.0008666173093919802+6.356600363711231e-20j),(0.00011751559098241138+0j),(0.00011751559098241138+0j),0j,0.35j,-0.35j,(0.35+0j),(-0.35+0j),0.7j,-0.7j,(0.35+0.35j),(0.35-0.35j),(-0.35+0.35j),(-0.35-0.35j),(0.7+0j),(-0.7+0j),1.0499999999999998j,-1.0499999999999998j,(0.35+0.7j),(0.35-0.7j),(-0.35+0.7j),(-0.35-0.7j),(0.7+0.35j),(0.7-0.35j),(-0.7+0.35j),(-0.7-0.35j),(1.0499999999999998+0j),(-1.0499999999999998+0j),1.4j,-1.4j,(0.35+1.0499999999999998j),(0.35-1.0499999999999998j),(-0.35+1.0499999999999998j),(-0.35-1.0499999999999998j),(0.7+0.7j),(0.7-0.7j),(-0.7+0.7j),(-0.7-0.7j),(1.0499999999999998+0.35j),(1.0499999999999998-0.35j),(-1.0499999999999998+0.35j),(-1.0499999999999998-0.35j),(1.4+0j),(-1.4+0j),0.9928566310749015
0.001006,(0.1843155091836278+0.003793919921874986j),(0.12163522191188625-0.0004792679036458279j),(0.10949519945094878+1.7450683593751948e-05j),(0.12207047948024571-0.0078599716796875j),(0.11155002069932123+0.0030899007161458475j),(0.01331000744298338-0.0006540921223958328j),(0.013736663082631816-0.0015915485026041683j),(0.04740384629455076+0.0024609633789062493j),(0.05163861940652994+0.0011373337402343746j),(0.05409255011128253-0.0024680343424479164j),(0.05172513663878902+0.0005451776936848948j),(0.01384493045730627+0.001378412679036458j),(0.014911013953400033+9.340657552083047e-06j),(0.0009893430468995202+5.2780517578124896e-05j),(0.0017067829679607161-9.309237670898422e-05j),(0.008545968290300198-0.00028719930013020836j),(0.009784463814388753+0.0006117123616536459j),(0.007887487796118899-0.0010678995666503902j),(0.008239256050716886-0.00026098388671874997j),(0.007374669851274327+0.0005140567220052075j),(0.007180555774024161-0.0006362620035807297j),(0.007560832141211666-0.0012445701904296883j),(0.008347076353044344-0.000686531336466471j),(0.001288504006779077+8.345082600911452e-05j),(0.0016004224027751709-3.855122884114515e-06j),(7.230561888986968e-06-7.506109110514324e-05j),(0.00019751768397964424-9.093363189697263e-05j),(0.0008433927407070834-7.44730021158853e-05j),(0.0006011869505052616+0.00013066528320312493j),(0.0008591965025072134-0.00011549214680989594j),(0.0010652456459805239+4.258967081705735e-05j),(0.002053678179253665+0.0001720014190673828j),(0.0021730311659073132+0.0003014668731689451j),(0.001985696103244548-0.0004176131744384765j),(0.0019481868259008024-1.5039428710937636e-05j),(0.0012660236712897662-2.029768880208341e-05j),(0.0012732902219896368-6.983060709635401e-05j),(0.0009641623024746632+9.459919230143233e-05j),(0.0008530451861823449-0.00015965587615966777j),(0.00027346536922134406+9.135315450032533e-05j),(0.00022063412379898052+4.580301920572882e-06j),(-0.0009847669270833302-0.0014563846028645827j),(-0.007016016276041663+0.3412633417968754j),(-0.002568399739583334-0.339169323567708j),(0.34589466015624964+0.003108190429687502j),(-0.3486256277669269-0.0009716901041666675j),(0.004101996093750013+0.6836159322916665j),(0.0025213193359374924-0.7047975361328113j),(0.34629657877604164+0.3456628424479159j),(0.35465399283854215-0.34951393457031266j),(-0.3464580149739584+0.3460965322265627j),(-0.3458719571329753-0.35610871321614557j),(0.7162970026041665+0.005139289062499999j),(-0.7073693535156251-0.001251975260416666j),(0.027590031250000025+1.082623880208332j),(0.03533613997395832-1.0511787786458322j),(0.35278331184895856+0.7220967421875008j),(0.3538086292317703-0.704298165364583j),(-0.3565963463541665+0.7132899479166677j),(-0.36268559830729136-0.6971669895833332j),(0.6975492851562511+0.3796901901041665j),(0.7105737526041672-0.36541461197916664j),(-0.7243564518229171+0.35741531119791664j),(-0.695193232421876-0.34368445312499984j),(1.0576757083333324+0.0533718020833333j),(-0.9741344166666662-0.04894652864583336j),(0.4197640416666668+1.4022652083333325j),(-0.010834281249999984-1.480023124999997j),(0.3385819322916672+1.0963542708333336j),(0.31764390104166734-1.0970995833333332j),(-0.27869419270833357+1.0162089192708348j),(-0.3429022239583324-1.0379569609374988j),(0.6833574010416663+0.6227539583333327j),(0.6472370657552093-0.7038589114583338j),(-0.6933292486979147+0.721543552083334j),(-0.6915144661458322-0.6912801093749992j),(1.057697374999999+0.3367389374999995j),(1.0154909583333347-0.32053980729166603j),(-1.058670520833333+0.3415323177083339j),(-1.0301076145833332-0.3676557812499996j),(1.1817789166666668-0.06150688541666671j),(-1.3342363958333354+0.25187195833333326j),0.9723535478240347
0.002012,(0.1875627362344089-0.009763832519531258j),(0.11635418455837052-0.001346939615885406j),(0.11201888841579244+0.007613988037109386j),(0.12077404946722492-0.004012026529947901j),(0.12120602045518067+0.00098921252441408j),(0.012520838446808246-0.0016991805826822915j),(0.012504119869741195-0.002963810139973962j),(0.04594824994038407+0.0017712447102864572j),(0.04945178281798828+0.0018877793782552106j),(0.05265794427632161-0.0031300544433593694j),(0.05255598588195306-0.0008810581461588555j),(0.0145224458279931+0.0007069101765950526j),(0.01445137605463699-0.0007491922607421876j),(0.0011363046252686616+0.0003160057373046872j),(0.002054990985945742-0.00021707806396484375j),(0.007964992724707758+0.00011844773356119833j),(0.012131978564551511+0.0017612407836914061j),(0.008704364789933984-0.0012280888163248706j),(0.008987510608008557+0.0011101902770996096j),(0.007523185934037999+0.0007546746419270828j),(0.00800746184091869+0.00013969124348958182j),(0.00743416250416739-0.001198315521240235j),(0.008099208229671934-0.0006980558319091776j),(0.0009575840340414453-9.032633463541672e-05j),(0.0009861470121501716-0.00021742408243815116j),(-1.2055754028981796e-05-8.076404571533193e-06j),(0.00010318005529718977-0.00015169686635335287j),(0.0006700031431322136-6.667375183105498e-05j),(0.0006417878212734895-0.00035571146647135436j),(0.0007259482216641151-0.00040219757080078167j),(0.0011466172636156156-0.0002667786763509112j),(0.002101430142551188+0.0009092709706624343j),(0.001696985506524176+2.673264058430949e-05j),(0.001989302020857261-0.00036850774637858043j),(0.0016410495985245044-0.0004341147054036459j),(0.001254627705713594+0.0001038433736165365j),(0.0010803283486172425+6.9867858886718295e-06j),(0.000822960866113986+0.00026983562215169264j),(0.0007359165240729704-0.00011029654947916654j),(0.0004687425438530978+0.0002548809102376298j),(0.00018247727361994398+8.555356343587201e-06j),(0.010161790364583343+0.0025421629231770835j),(-0.00846141145833333+0.34006478597005285j),(-0.007687672526041663-0.3355370792643227j),(0.3414022124023438-0.00017596907552083475j),(-0.34649773453776045+0.001958740722656249j),(0.026379636393229225+0.7021553253580723j),(-0.00589013476562501-0.6777807568359362j),(0.3407197208658851+0.36054905501301954j),(0.34235348258463627-0.35551106542968797j),(-0.34675457307942703+0.35010459016927087j),(-0.34196493695068336-0.35875260774739604j),(0.7323763164062501-0.0047283398437500046j),(-0.7116717221679688+0.0029898144531250066j),(0.07213570312500002+1.0102471510416653j),(0.05580710091145831-1.0254186015624995j),(0.35980091210937515+0.7312306243489596j),(0.3534705374348951-0.7035635908203125j),(-0.3628276256510417+0.7265934830729182j),(-0.37319804101562526-0.6751261692708332j),(0.6864913152669273+0.3708123359374997j),(0.7079637630208334-0.36030811653645833j),(-0.7309034114583338+0.34524412565104173j),(-0.7045095019531246-0.35089673567708285j),(1.0658596015625+0.1158107630208333j),(-1.0688257421875003-0.048641893229166525j),(0.8130518958333335+1.9553782916666653j),(0.020863124999999993-1.4977092031249974j),(0.390117804687501+1.018449091145834j),(0.30713354427083395-1.156841634114582j),(-0.24730101562500012+0.9675575286458353j),(-0.33113180989583213-1.0234165963541664j),(0.6982281041666648+0.5606468541666653j),(0.6952242311197923-0.7440120260416672j),(-0.7175981717936174+0.7483094414062499j),(-0.6986457356770817-0.6646368697916654j),(1.0306118736979164+0.31007146093749927j),(1.034830262207034-0.32126394270833253j),(-1.0807948177083342+0.34845045833333393j),(-1.0072450052083333-0.40228966145833234j),(1.1924092786458331+0.05575114062499988j),(-1.3519798177083353+0.12529707291666667j),0.9756504414020446
0.003016,(0.20509801846097167+0.05608363704427086j),(0.11365900511501087-0.01724422591145833j),(0.11305271930771954+0.00042439363606772303j),(0.11992854360784995-0.014108402018229157j),(0.11742670925726403-0.009655052449544246j),(0.012756258775584287+6.412296549479108e-05j),(0.01248181969884276-0.0035703105468750055j),(0.04518454901264973+0.0021509558919270873j),(0.04867611956929041-0.0006148929850260401j),(0.05263769753152989-0.002629109537760411j),(0.0500271529656933-0.007205506955464683j),(0.013656289659373306+0.0008192331542968759j),(0.013118247392527623-8.458532714843767e-05j),(0.0012380230294027766+0.00032830398050943954j),(0.0020689966266114333-0.00014522713216145845j),(0.008035997556657638-6.345750172932889e-05j),(0.009884660896908268+0.003460242858886717j),(0.00891828280446033-0.0011774964141845702j),(0.009598084094336707+0.0012738835144042978j),(0.007678592428178618+0.0008677893880208326j),(0.00773429912119215-0.00026795898437500154j),(0.007185512235612702-0.0006801798604329428j),(0.007763498065283932-0.0008495858612060515j),(0.0010226716550945053-0.00012070441945393887j),(0.0012188769824463931-0.00028216833496093736j),(-1.3850613915151238e-05-1.3484683036804168e-05j),(0.00017009414831476807+5.190299987792948e-05j),(0.0007196887561286327-0.00010329087320963577j),(0.0009648567808275262-0.0005117576700846354j),(0.0006422376630907108-0.00030379819742838623j),(0.0014945001269782477-0.00027665648396809896j),(0.001956471954176349+0.0007608029937744146j),(0.002044117388238041+0.0004691800486246741j),(0.0020067974432205456-0.0004867146759033207j),(0.0018315493950739827-0.00019517895507812475j),(0.0011581696775560426+6.60212249755859e-05j),(0.000846830128809299+0.000222904022216797j),(0.0009411018217210825+0.00028544889322916657j),(0.0007047684883877499-0.0004011987253824867j),(0.0004926853640842179+0.000236844643910726j),(0.00015109455267267835+0.00013276423899332676j),(0.005000186197916668-0.00041821012369791657j),(-0.007909741536458317+0.3391339404296881j),(-0.007834484375000004-0.33817861702473934j),(0.3429435699869785-0.0020166232096354175j),(-0.34322688736979146+0.004066796386718747j),(0.028317231445312556+0.6991966274414051j),(0.015320458984374978-0.6795837646484357j),(0.3384936425781251+0.3638308977864571j),(0.3465436661783865-0.3518252399088547j),(-0.3457312690429684+0.3471021106770826j),(-0.34252770062255844-0.3601789840494794j),(0.7454331054687491+0.0037482516276041667j),(-0.7029062651367194+0.00330569531250001j),(0.07196108430989588+0.9872540709635392j),(0.057115387369791604-1.0542644934895824j),(0.3584357819010421+0.7313510761718764j),(0.3443289261067697-0.7165272132161444j),(-0.3619480787760419+0.7207230494791675j),(-0.38677354101562483-0.7015241406249997j),(0.6890449842122414+0.37180442708333306j),(0.7114020416666665-0.35117486263020903j),(-0.7361469913736982+0.35471549023437493j),(-0.7004453821614577-0.35375580859374894j),(1.0387297493489578+0.12734277864583315j),(-1.0527833723958346-0.06839840885416654j),(0.7021356562499999+2.063335885416664j),(0.5549203333333332-0.8087628645833294j),(0.38629549609375113+1.0283682822265625j),(0.3061058151041673-1.1516013164062495j),(-0.2140978281250002+1.0025137213541693j),(-0.3562515182291657-1.005899268229167j),(0.6951345201822904+0.5702226868489562j),(0.6734933743489588-0.7644084479166672j),(-0.7290400520019503+0.7484027851562485j),(-0.6904984882812475-0.6250547031249972j),(1.0444733033854177+0.31231897135416603j),(1.0443392934570357-0.3222920755208321j),(-1.0711953854166683+0.3422138333333337j),(-1.0318886770833338-0.39342468229166566j),(1.183671546875003+0.0281646197916665j),(-1.397859119791667+0.1829579687499999j),0.978116817377455
0.0040219999999999995,(0.19816882705472177+0.05374666178385419j),(0.1183260309939172-0.018261978027343768j),(0.11558243284938623-0.003189523030598943j),(0.11811403905055826-0.01569544449869791j),(0.12087454291611807-0.009907227579752568j),(0.011487247992706688-0.000190659993489584j),(0.013336329464467764-0.004215367187500005j),(0.044940368511347716+0.0036039091796875034j),(0.05084536012918623+0.0017295757649739597j),(0.051299126242467394-0.002768267740885412j),(0.04971318486673494-0.011281960731506344j),(0.01412790062128739+0.001268741495768229j),(0.013125745927683851+0.0007014612630208319j),(0.0013156546618897547+0.00022608470153808529j),(0.002404012821272892+0.000675687093098958j),(0.008229020200700585+6.0536903381348234e-05j),(0.009345520271908275+0.004000559305826825j),(0.008692886157324924-0.001314963455200194j),(0.01124501744394607+0.0013658981628417968j),(0.007797489034623928+0.0004942095133463545j),(0.007503483203223399+7.264355468749834e-05j),(0.006267612292578846-0.0013322406514485682j),(0.006550261777849032-0.001119627772013343j),(0.0011293958779135158+8.67353998819988e-05j),(0.0010816798795818094-8.888260904947903e-05j),(-1.8485057198232272e-05-1.4208371798197386e-05j),(0.00018603352005955952+0.0007890730438232426j),(0.000754024693628633-0.00010198919677734399j),(0.0009453579608405457-0.0008092053426106762j),(0.000666765032272026-0.00024411224365234447j),(0.0017347886198167877-0.0005583050028483062j),(0.0018720246580337717+0.0007060661977132154j),(0.0024315235568578304+0.0004799989776611327j),(0.002054933083682791-0.0003169807281494144j),(0.0014098138807510665-0.0002685356445312502j),(0.0011399853513841666+3.950953165690005e-06j),(0.0007515762022142477+0.0002725501810709637j),(0.000893587397079155+0.0003062325032552083j),(0.0006376724800869674-0.00046878551737467445j),(0.0005306169131564843+0.00022257278315226213j),(0.0001362347707716367+0.00013818920644124345j),(-0.00065949609375+0.003848577636718749j),(-0.007792967447916646+0.3400753873697928j),(-0.002954947916666668-0.33484446207682306j),(0.33807550423177013-0.0019108719075520875j),(-0.3472177031250002+0.006089041178385415j),(0.03165881152343759+0.6989446254882792j),(0.0481760475260416-0.6654590628255198j),(0.339016970703125+0.3612070553385402j),(0.3487204659830739-0.3532447477213547j),(-0.3456660681966136+0.3523128828124994j),(-0.34417652614339167-0.36258412597656264j),(0.7419749544270826+0.01176674641927081j),(-0.7074374239908838+0.0074102747395833465j),(0.06518817285156252+0.982556870442706j),(0.04394834570312493-1.0741230247395837j),(0.3632715683593751+0.73404024153646j),(0.3296170823567695-0.7196019632161443j),(-0.3584839837239583+0.7207392994791677j),(-0.3950353951822913-0.7010117916666664j),(0.690907257649742+0.3717873138020826j),(0.7160250989583316-0.359833388671876j),(-0.7363952439778662+0.35744533138020795j),(-0.7050342571614581-0.35685035026041567j),(1.0663754472656257+0.13732999739583288j),(-1.05169908072917-0.058694523437499854j),(0.6978285104166677+2.063747541666661j),(0.6367257083333339-0.6796377708333288j),(0.3821387096354178+1.034210636393228j),(0.31095341927083486-1.1735362747395812j),(-0.22470887760416694+1.0029830130208348j),(-0.33371755989583307-0.9651154921874984j),(0.6993723951822901+0.562574738932289j),(0.6889613951822916-0.7725390572916676j),(-0.7203626327311166+0.7391386966145822j),(-0.6677743424479149-0.6996787864583304j),(1.0114468085937502+0.29280839843749945j),(1.0365952830403717-0.3399814713541649j),(-1.0392463281250033+0.34613594791666674j),(-1.0630163333333336-0.3387332760416654j),(1.182064463541672+0.07288064062499985j),(-1.3389334739583327+0.16776007291666664j),0.9956288579191102
0.005026,(0.18822877562242987+0.026763850585937502j),(0.11809296898219848-0.00916285481770836j),(0.11929620758896954-0.005248164957682275j),(0.11763295474066254-0.00916970328776041j),(0.12203694753851392-0.0021908304443358927j),(0.01142540798619625-0.001914555521647135j),(0.00976225329259277-0.0022327838541666804j),(0.04550877183166015+0.002754270996093751j),(0.05561912966043618-0.0008562836100260402j),(0.05345316725809244-0.004513503580729165j),(0.04831854977558916-0.011443127072652166j),(0.01537447776972489+0.0019889171142578126j),(0.013017011389923451+0.0014205120442708327j),(0.0014481984240967863+0.00012973075866699155j),(0.0024386262652833076+0.0009626709391276055j),(0.00800526792205473+0.00017559161122640045j),(0.011427330818783289+0.0016786747029622457j),(0.008858568082780655-0.0008905846608479807j),(0.012388437609961705+0.002283375701904296j),(0.007707210185340075+0.0004674845581054692j),(0.008010200081478612+0.0021184142252604135j),(0.005875178047787177-0.0006973482767740891j),(0.004879890765479233-0.0008448728892008438j),(0.001223750125960391+0.0002817014643351238j),(0.001222869739607853-8.922102864583321e-05j),(-1.0863471670176426e-05-1.4253013292948357e-05j),(2.2172842976226038e-05+0.0016341900685628266j),(0.0008153407387539588-8.427052815755474e-06j),(0.0008580255633796073-0.0008435840861002593j),(0.0006956194634243698-0.0003028841552734377j),(0.0017113753711188715-0.0006896453755696611j),(0.0018964488523697117+0.00080223811340332j),(0.0028001572645401248+0.0008678898874918628j),(0.002110622658878104-0.0004421937001546227j),(0.0012884329806859625-0.0007941844889322927j),(0.0010069744057461484+3.420368957519515e-05j),(0.000634721974512425+1.9768595377604336e-05j),(0.0008522244515225142+0.0001108900349934896j),(0.000615506220321344-0.0008309191029866526j),(0.0004290016940402735+0.00027035256830851176j),(0.00012274847316421473+0.00017663952382405583j),(-0.004340962239583331+0.01249225472005208j),(-0.007628324544270828+0.33874709863281355j),(-0.003753942708333336-0.32461595426432294j),(0.3346381461588534-0.0012659480794270882j),(-0.3496703678385425+0.003012867350260406j),(0.03414577246093762+0.7003196554361955j),(0.019611253255208315-0.6880220836588535j),(0.3362925292968752+0.3605819199218744j),(0.3488562263997407-0.35568572949218863j),(-0.3431381901041656+0.3527835100911453j),(-0.3531528659871419-0.36436234277343715j),(0.734793678385416+0.010579584960937477j),(-0.6965434890950504-0.001696973958333316j),(0.06206356087239588+0.9715845266927062j),(0.04210012695312494-1.1019247122395848j),(0.3680075110677084+0.7329035104166691j),(0.3537719313151026-0.6988325908203109j),(-0.36004947721354147+0.7259433776041683j),(-0.39697713997395834-0.7046768802083325j),(0.6991830079752636+0.36717857942708243j),(0.7147471822916652-0.35361187825520957j),(-0.7410786971028664+0.3717459407552077j),(-0.6754786425781252-0.34880398046874933j),(1.037676093098958+0.1530403515624997j),(-0.9828500234375042-0.09478667447916651j),(0.689971135416667+2.093671958333324j),(0.5897672291666685-0.5143241145833299j),(0.36890189192708456+1.0475783811848947j),(0.3036995859375014-1.1795170351562503j),(-0.2307536276041669+1.0152652421875026j),(-0.3435034140624995-0.960882888020833j),(0.703135650390623+0.562201603515622j),(0.6633018430989587-0.778116317708335j),(-0.7221708827311162+0.7363243736979156j),(-0.6409316653645809-0.6831510117187463j),(0.9926119557291673+0.27548770670572903j),(1.0388842726237024-0.3264087838541645j),(-1.0625605781250005+0.32433776041666745j),(-1.022488416666668-0.3535469114583326j),(1.1803905677083384+0.0438525572916666j),(-1.3995178697916675+0.2672894270833332j),0.9972826496573797
0.006032,(0.2455120920286799-0.0005159557291666963j),(0.0940616864301149+0.0027058727213541494j),(0.10236065518011539+0.0025047530110677285j),(0.11455719757920416-0.005187261881510418j),(0.11070563324814933+0.006515611002604213j),(0.013260697903188434-0.002511136088053384j),(0.010309838253530275-0.003872766276041675j),(0.04526950913634762+0.005302805094401044j),(0.05819500270731129-0.006650320068359378j),(0.05375464618061849-0.0057870686848958295j),(0.04770052373392251-0.011416047645568835j),(0.015683711900584263+0.0020920203450520833j),(0.014678775224558878+0.0004749871419270828j),(0.0015161445300538182+6.844802347818957e-05j),(0.0018232007078288807+0.0006544361979166685j),(0.00829477459523183+0.00031991212717692144j),(0.010802974739681729+0.0013827599487304743j),(0.008910413928321037-0.0009209357452392578j),(0.011714150500586691+0.001606265920003256j),(0.007791644918412994+0.0009150731404622398j),(0.00804132198903069+0.0021026127115885383j),(0.0058764740276048815-0.0008612258809407559j),(0.004856530535987041-0.0011038505910237612j),(0.0011998383014161177+0.00031627983347574907j),(0.0009495027759034268-0.00022671632893880186j),(-1.8989031159108748e-05-8.807089805602994e-06j),(-0.0008319765710862737+0.0024998158823649067j),(0.0007259634295905472-1.2774058024088799e-05j),(0.0005570046791836437-0.0008934486287434888j),(0.0005853756279751508-0.00022400754801432264j),(0.0016416529590094963-9.87497456868491e-05j),(0.001937893646070884+0.0007349314320882154j),(0.002689092363823981+0.0002511562550862645j),(0.002058013609398941-0.0004214052886962892j),(0.0007570819878474209-0.0011179141438802107j),(0.0008261362302904192+0.0001312525787353514j),(0.0005602086078132062-4.571748860677075e-05j),(0.0007356056974535041+6.009501139322992e-06j),(0.0003012735949958229-0.0009468715769449863j),(0.000482585963246003+0.00018953849665323826j),(0.00011014891465184476+0.0002076178766886388j),(-0.002371307291666661+0.01807940706380207j),(-0.003920064778645831+0.3396010221354183j),(0.009312906250000003-0.324557981608073j),(0.33213805175781164-0.00027476578776042206j),(-0.3490525488281257-0.001797271972656261j),(0.031433143554687654+0.7045385030924453j),(0.012299284505208346-0.6793994117838535j),(0.3324878567708334+0.3568000859374989j),(0.35224080322265716-0.3498327770182306j),(-0.3417768164062488+0.35472696256510383j),(-0.3485561947631838-0.3633841272786459j),(0.7398930605468742+0.008298902669270797j),(-0.6878840906575489-0.019665630208333326j),(0.06651042285156267+0.956833205078123j),(0.05134672070312493-1.120524503906252j),(0.37216422591145837+0.7339391640625034j),(0.36335462402343566-0.7197453564453108j),(-0.3607018359375001+0.7217431197916679j),(-0.40017493164062473-0.7087209427083324j),(0.6970414936523462+0.3608068528645822j),(0.708079153645833-0.3514325462239595j),(-0.7408248012695324+0.37207769075520825j),(-0.6707685748697904-0.4022081210937498j),(1.0273291959635413+0.12653955989583315j),(-0.990335263020838-0.06733159114583318j),(0.7265833020833337+2.016964541666651j),(0.6437114583333344-0.4058578229166629j),(0.3648073138020845+1.0527731123046895j),(0.34082502343750093-1.2150925559895838j),(-0.24062901822916696+0.9740234192708366j),(-0.39924876822916583-1.0095645963541666j),(0.7014146503906236+0.5694428457031206j),(0.6914501816406258-0.7709231041666688j),(-0.7203702069498652+0.7343602252604152j),(-0.6440811653645803-0.7138802356770794j),(0.997108031250001+0.2632522483723953j),(1.0466875955403705-0.35496976302083055j),(-1.0664397499999991+0.2958935312500007j),(-1.083685427083332-0.3671458697916663j),(1.1813394427083395+0.06307762499999993j),(-1.3805883125000022+0.18568718229166623j),1.0043693303561794
0.007036,(0.19378965713284665-0.07245382291666669j),(0.10877919001084398+0.019043987955729137j),(0.09833156484808436+0.02156454158528649j),(0.11325392251409998+0.006516584635416664j),(0.11847055121689937+0.009963763346354192j),(0.012553050360870737-0.0037022168172200563j),(0.013507181515249026-0.0015844012044270912j),(0.04803039186746744+0.004301656575520837j),(0.05733967100158214-0.0036052588704427024j),(0.052219259787389276-0.006370696289062495j),(0.055641336233922443-0.01102972586822507j),(0.015908711412303003+0.002989916666666666j),(0.015344564775340111+0.0018136862792968742j),(0.001323152749454861+0.0004713255666096996j),(0.0015770435626465895-0.0011017583821614568j),(0.007633444720557353+0.00041516546376546315j),(0.013411636686296306+0.0026746105346679727j),(0.00850650649830803-0.0006547582956949896j),(0.01250877859303462-0.000472626983642577j),(0.007881971924435127+0.0009331160278320317j),(0.009628815926205165+0.0015583378092447876j),(0.006078266548763735-1.0772186279297932e-05j),(0.0032770144227057857+0.00042914509582519714j),(0.0015302064247885133-0.00010386673227945863j),(0.0011755152474203546+0.00035886582438151085j),(-1.764327335678123e-05-2.4938778877258243e-05j),(-0.0014601846195888776+3.661277770995816e-05j),(0.0005861168109382032+3.706708780924452e-05j),(0.0007939602455898933-0.0012355097452799472j),(0.00033333358492502053-0.0005627222849527996j),(0.0013078551888272053+0.00021259038289388j),(0.0017808429868911976+0.0007562426706949876j),(0.003945821042209394+1.580282084147269e-05j),(0.0020436592799718566-0.00039637499491373756j),(0.0005817943901911688-0.002149794392903649j),(0.0006682433876797417+0.00044326006571451804j),(0.00014060051455148814+0.0011205844319661454j),(0.00118028935223866-0.0001739053751627602j),(0.0004508902128343648-0.0003586752675374339j),(0.0006466306206353256-4.615343856811574e-05j),(0.0001393959747918185+0.00010756532541910797j),(-0.004550441243489577+0.024854656412760388j),(-0.008181493815104154+0.33730784602864805j),(0.03292377799479167-0.30767456168619756j),(0.3261809469401028-0.0024301453450520896j),(-0.3512813470052094-0.002514335449218757j),(0.03313578157552102+0.7137440096028622j),(0.0011360917968749901-0.7228869951171857j),(0.33185504793294224+0.35291173160807177j),(0.3593589985351571-0.3473680875651059j),(-0.33646838606770696+0.3593603525390625j),(-0.34355099684651713-0.3594737379557296j),(0.7314519121093733+0.0021869840494791255j),(-0.6777079630533814-0.015138989583333318j),(0.07431781347656266+0.9695719993489573j),(0.0257524186197916-1.1913274830729206j),(0.3782133457031255+0.7361168157552113j),(0.37587537923176856-0.706375984049478j),(-0.3624980986328127+0.7175826611328147j),(-0.39743815950520756-0.7071072369791676j),(0.7077062540690142+0.3626777936197904j),(0.6722828697916657-0.3521057024739592j),(-0.7292700356445329+0.3878231542968751j),(-0.6855135852864568-0.4087737044270831j),(1.0016622636718766+0.08684219531250002j),(-1.0115078151041756-0.05588850781249982j),(0.7786124166666671+2.0338572916666546j),(0.6586885000000003-0.42037984374999554j),(0.3635232122395847+1.0627320237630218j),(0.32053909635416755-1.2742301914062495j),(-0.2858515963541667+0.967961158854169j),(-0.4796458307291654-0.926005117187501j),(0.6855079082031236+0.5561827467447883j),(0.6607865904947924-0.7189989010416689j),(-0.7022881704915336+0.7512738138020824j),(-0.5072630820312485-0.6842059648437472j),(1.0104766458333352+0.26955579003906227j),(0.9145931319987024-0.16485136718749702j),(-1.0931413124999985+0.351032239583334j),(-1.145184395833331-0.3691901614583327j),(1.1652798411458387+0.07452109895833325j),(-1.402498208333336+0.2670064635416664j),0.9647697951169879
