t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
0.51,(0.005705016922269635-0.001925116356075743j),(0.0010033113838934888+0.00022124085187367565j),(-4.947771615209474e-05+0.0006729640358227647j),(6.701274499916581e-06-8.496294724504716e-05j),(4.344815208260638e-05+5.5138348708239895e-05j),(4.709692719915881e-05+0.0018965435151708275j),(1.7305806337970567e-06+5.723512484435577e-06j),(0.001406805652761691-0.00032199422790613833j),(-0.009527272087339295+0.009116771951046248j),(0.0022730278730390156-0.00926247566602635j),(-0.0009198182690340597-0.00037442822317466576j),(1.0000865042164835+1.0005383450832002j),(0.7344840098886753+2.1578465284616986j),(0.991987156455883-0.7677038367438177j),(1.3238533663483016+2.5988427471625877j),(0.3085813091318239-1.3973292342775399j),(-0.3334599397118535+1.6412783461587925j),(3.2986466921900606-0.06519236208691795j),(-0.17649634837282419+1.9516836125161268j),(0.25768818608586197+0.7108609985729921j),(0.5424211775529287+0.15560424669687786j),(-0.33770701614415877-0.034367461565336356j),0.0
0.52,(0.0060301452125829874-0.001857833290544314j),(0.0010439194335474865+0.0002503747749841388j),(-7.246347791772147e-05+0.0007176462314766815j),(8.415005741827434e-06-8.841451058846648e-05j),(4.5448520269906376e-05+5.9716719657678226e-05j),(1.4360146234955072e-05+0.0019922023714389675j),(1.8059452545958207e-06+5.860010641836188e-06j),(0.0014811481631070659-0.0003121457487306002j),(-0.010244781305017488+0.009374419168581331j),(0.002647686039086449-0.009729061781761607j),(-0.0009654681035870843-0.0004144616674601125j),(1.0001069524818533+1.0005554048454075j),(0.73448589185008+2.1578549104244513j),(0.9920071347288161-0.7677104837902483j),(1.323857067380344+2.598847605076337j),(0.30859137490383803-1.3973342099696924j),(-0.33346821870105864+1.6412835702630078j),(3.2986436253995786-0.06520409425739668j),(-0.17650121759122017+1.9516911321918546j),(0.2576661389262607+0.7108616806963778j),(0.5424501066333183+0.1555805604786096j),(-0.3377099671692205-0.03438258632290644j),0.0
0.53,(0.006362929693605919-0.0017899387833715129j),(0.0010858644842129121+0.00027971777481807864j),(-9.69286352700524e-05+0.0007643354002655228j),(1.0117755924183773e-05-9.196881930582433e-05j),(4.759671414550038e-05+6.452081258856875e-05j),(-1.8216546868853597e-05+0.0020910230349193985j),(1.8840540361116695e-06+5.995310452023423e-06j),(0.0015576848333368454-0.00030293184801075633j),(-0.010982836605096928+0.009643860978398719j),(0.0030349739457320862-0.010211875430387303j),(-0.0010131623194799644-0.0004556202449135705j),(1.000129469061907+1.0005731880601938j),(0.7344881107568357+2.1578638715126113j),(0.9920288134335007-0.7677183151962775j),(1.3238611377238856+2.5988527340336804j),(0.30860228281658564-1.3973398489242619j),(-0.33347704207286255+1.6412894043351371j),(3.298640398255965-0.06521649806611027j),(-0.17650629308866214+1.9516993497177189j),(0.25764226799502715+0.7108630117699115j),(0.542480916683013+0.15555407714808964j),(-0.3377135263636863-0.034398952727632146j),0.0
0.54,(0.00670179980934892-0.0017225676020505402j),(0.0011289414834905684+0.00030904244651177996j),(-0.00012307291757334505+0.0008126869938606042j),(1.1796516827022482e-05-9.560664770189065e-05j),(4.992627494531967e-05+6.953648118249285e-05j),(-5.023925397659459e-05+0.002192460541367245j),(1.964559071441938e-06+6.128809875814004e-06j),(0.001635958453265772-0.0002945454161881915j),(-0.011736763073819479+0.009925140581054625j),(0.003431862227890844-0.01070877046774846j),(-0.001062757525378851-0.0004975606439522752j),(1.000153503773751+1.0005913973500087j),(0.7344906126145984+2.157873231180288j),(0.992051810412-0.767726934783942j),(1.3238654975363153+2.5988580360891453j),(0.30861370423259604-1.3973458430066186j),(-0.33348621385462696+1.6412957156631443j),(3.298636999436903-0.06522941728810065j),(-0.17651146641455764+1.9517080817605152j),(0.2576171159568699+0.7108649024410244j),(0.5425130057400153+0.15552555832513518j),(-0.3377175728196267-0.03441614895261713j),0.0
0.55,(0.007048220633005712-0.0016546549580510328j),(0.0011732914994693545+0.00033854100584573344j),(-0.00015109760998893612+0.0008631150651116479j),(1.3463764242320832e-05-9.93397418310804e-05j),(5.244720722503491e-05+7.480211677893318e-05j),(-8.196914521283714e-05+0.0022969606008893593j),(2.0468065877581007e-06+6.260891742022535e-06j),(0.0017163177858067165-0.00028685852395393137j),(-0.012510965675724035+0.01021859642862828j),(0.0038416245989296785-0.011222090208697568j),(-0.0011145153966145103-0.0005405647266709429j),(1.0001795023497566+1.0006102119220257j),(0.7344934508470304+2.1578831305095343j),(0.9920765568130058-0.767736734984428j),(1.3238702149674213+2.5988635859818587j),(0.3086259113247828-1.3973524280611123j),(-0.33349588457286944+1.6413026312360335j),(3.2986334396166574-0.06524298037391721j),(-0.17651681212611636+1.9517174837799458j),(0.25759023169250744+0.7108674895035539j),(0.5425468385350058+0.15549427126003418j),(-0.3377222459464342-0.034434520575614073j),0.0
0.56,(0.0074040072951014006-0.0015847027563967713j),(0.0012190882566816361+0.0003684740796118865j),(-0.0001812356175293231+0.0009161373605651543j),(1.5136365203746661e-05-0.00010318305585508601j),(5.5166673061332376e-05+8.036434952956892e-05j),(-0.00011378887750089661+0.0024050864180778903j),(2.1300579728775136e-06+6.392039281939123e-06j),(0.0017992128572801571-0.0002796740323683094j),(-0.013311147791893399+0.01052431462063552j),(0.004268590876579613-0.011754633373921412j),(-0.0011687383246639766-0.0005850151250889188j),(1.0002080563443456+1.0006299056067083j),(0.7344966895674572+2.157893762033133j),(0.9921036292138535-0.7677482276651353j),(1.323875377748855+2.598869487658644j),(0.30863928810809926-1.3973599139496653j),(-0.33350626332049527+1.6413103120481194j),(3.29862973783857-0.0652573576057273j),(-0.17652243922992483+1.9517277600525649j),(0.2575610038740399+0.7108709278960804j),(0.5425830779757306+0.15545926768827895j),(-0.33772771156079484-0.03445453816236347j),0.0
0.5700000000000001,(0.0077705586049257435-0.0015112914414371278j),(0.0012664510567142707+0.00039906913263507496j),(-0.00021376226426575873+0.0009721992117058623j),(1.6829409731342246e-05-0.0001071470070104184j),(5.809487398200274e-05+8.626635096791073e-05j),(-0.00014604670464763358+0.00251727454619808j),(2.2135638068132068e-06+6.522592119750746e-06j),(0.0018849966538636604-0.0002728008353500096j),(-0.01414211682942069+0.010841994860815602j),(0.004716685318261887-0.012308527414933816j),(-0.0012256713615771365-0.0006312474212117336j),(1.0002396737278096+1.000650734476219j),(0.7345003784364704+2.1579052956662994j),(0.992133572508914-0.7677618703872676j),(1.3238810586150083+2.5988758345807574j),(0.3086541975545493-1.3973685611488007j),(-0.33351753876965806+1.6413188934421872j),(3.2986259184572444-0.0652726936018021j),(-0.17652844961223874+1.9517390857335783j),(0.2575288870745522+0.7108753405298129j),(0.5426223422788203+0.15541971826553613j),(-0.33773410285366706-0.034476626634938806j),0.0
0.58,(0.008148857050533139-0.0014330799968470679j),(0.0013154447782086054+0.0004305204677730219j),(-0.00024899529332825026+0.0010316735349567483j),(1.8556210831524293e-05-0.00011123747560840684j),(6.124505096594108e-05+9.254783400930066e-05j),(-0.00017905647734345348+0.002633834887188263j),(2.296563861773884e-06+6.652746272541262e-06j),(0.0019739251215918807-0.00026605385967606686j),(-0.015007784221409318+0.011170950457131207j),(0.005189426621087952-0.012885228514075635j),(-0.0012855022199767293-0.0006795501470311042j),(1.000274778886311+1.0006729368444196j),(0.7345045526619278+2.157917878706681j),(0.992166899909593-0.7677780664058322j),(1.3238873153030117+2.598882709723889j),(0.30867098159318723-1.3973785807496426j),(-0.3335298791717594+1.6413284851094918j),(3.2986220111385465-0.06528910731651644j),(-0.176534938038983+1.9517516068568426j),(0.25749340176811386+0.7108808182885891j),(0.5426652049697911+0.15537491256764682j),(-0.33774152039028127-0.03450116527174658j),0.0
0.59,(0.008539468798742646-0.0013488059456271447j),(0.0013660798768604812+0.0004629892259163404j),(-0.0002872948669055614+0.001094860831679029j),(2.0328304497084013e-05-0.00011545580503519923j),(6.463348444314699e-05+9.924505295091244e-05j),(-0.0002130976431623081+0.002754950691659871j),(2.3782871021639277e-06+6.782554150291403e-06j),(0.0020661571663565647-0.0002592540649818664j),(-0.01591116542697303+0.011510108321768457j),(0.005689927921859491-0.013485521584514791j),(-0.0013483612730583487-0.0007301647845249352j),(1.000313712621881+1.0006967332668708j),(0.7345092329989531+2.1579316358343577j),(0.9922040929443319-0.7677971646696402j),(1.3238941905527357+2.59889018557816j),(0.30868996111011776-1.397390134457916j),(-0.3335434323574491+1.641339171089759j),(3.298618050859605-0.06530669204034893j),(-0.1765419921557518+1.951765440334865j),(0.2574541343297792+0.7108874200288754j),(0.5427121948830439+0.15532425909062653j),(-0.33775003211014-0.03452848770752626j),0.0
0.6,(0.008942543695137962-0.001257285350103507j),(0.001418312385420228+0.0004966033859885301j),(-0.00032906356624520957+0.0011619891881721573j),(2.215544970718699e-05-0.00011979880175176174j),(6.82794942947244e-05+0.00010639080347175106j),(-0.0002484152465616933+0.0028806785588974255j),(2.4579516845833923e-06+6.911924555878777e-06j),(0.0021617546539065445-0.0002522284437611443j),(-0.016854379931235862+0.011858008971136884j),(0.006220896797068385-0.014109520270246222j),(-0.0014143215545904392-0.0007832857656573161j),(1.000356732152423+1.000722326540832j),(0.7345144257499363+2.1579466691118414j),(0.992245601458607-0.7678194598213065j),(1.3239017121067898+2.598898324148125j),(0.3087114359484961-1.3974033345939476j),(-0.33355832573662497+1.6413510097711834j),(3.2986140779088085-0.0653255153998819j),(-0.17654969248780852+1.951780673958804j),(0.2574107370355871+0.7108951725797671j),(0.542763796161865+0.15526728525066502j),(-0.33775967332701784-0.034558881933350334j),0.0
0.61,(0.009357815264067433-0.0011574128119278943j),(0.001472043913692667+0.0005314577649459795j),(-0.00037474639165346803+0.0012332142756738252j),(2.4045628427373288e-05-0.00012425873529387904j),(7.220543985288171e-05+0.00011401442263265306j),(-0.0002852199288826505+0.0030109484368585427j),(2.534764957828007e-06+7.040622685077866e-06j),(0.0022606824098477417-0.00024481002136598725j),(-0.01783865124533215+0.012212806525869452j),(0.006784635262896738-0.014756666946091913j),(-0.0014833987589142987-0.0008390604723785223j),(1.0004040111117083+1.0007499017052617j),(0.7345201227645336+2.1579630579840767j),(0.9922918436149304-0.7678451921972496j),(1.3239098927105233+2.5989071769527703j),(0.308735684908528-1.3974182440926648j),(-0.333574666298433+1.6413640338904307j),(3.2986101378858104-0.06534561935780143j),(-0.17655811244008573+1.951797366398469j),(0.2573629280625611+0.7109040707429879j),(0.5428204482584257+0.15520363738412657j),(-0.3377704467289615-0.034592590296624266j),0.0
0.62,(0.009784600708644058-0.0010481614720776367j),(0.0015271216485371114+0.000567614017777965j),(-0.0004248307624953647+0.001308619350359962j),(2.600504560955741e-05-0.00012882333827215432j),(7.643671990093171e-05+0.00012214178887628643j),(-0.0003236879283497666+0.003145563622173931j),(2.6079234628891777e-06+7.16827012656003e-06j),(0.002362808219643167-0.00023683785600683255j),(-0.01886430690640655+0.012572268710822553j),(0.007383039775216868-0.015425732717700893j),(-0.0015555512409440783-0.0008975892366250169j),(1.0004556395493795+1.0007796260408173j),(0.7345263014396672+2.15798085927844j),(0.992343205892849-0.7678745478276919j),(1.3239187301120245+2.598916785025516j),(0.30876296574746953-1.3974348765035955j),(-0.3335925406112673+1.641378250532636j),(3.2986062817015247-0.06536702021289732j),(-0.17656731829718528+1.9518155472023204j),(0.25731049148870955+0.7109140772928906j),(0.5428825459337822+0.15513308074754978j),(-0.33778232237828987-0.03462980950108653j),0.0
0.63,(0.010221800910745479-0.0009285830108556572j),(0.001583338353867365+0.0006051006375066517j),(-0.00047984651719468294+0.0013882152533447366j),(2.8038129192028296e-05-0.00013347580637200907j),(8.100177267329165e-05+0.00013079532202715062j),(-0.0003639610800711734+0.003284200760147395j),(2.6766129329539842e-06+7.294344861893503e-06j),(0.0024679028286129206-0.00022815703875246818j),(-0.019930778477614017+0.012933776855076j),(0.00801760122959131-0.01611481742154923j),(-0.0016306800161667813-0.0009589253403194478j),(1.0005116239309495+1.000811649069855j),(0.7345329247195256+2.158000107204741j),(0.9924000430889451-0.7679076584366596j),(1.3239282070621214+2.598927178914214j),(0.3087935151796273-1.3974531959908696j),(-0.33361201482277003+1.6413936411314047j),(3.2986025655781273-0.06538970860006312j),(-0.17657736922337816+1.9518352167974693j),(0.2572532772930253+0.7109251229764564j),(0.5429504392578762+0.15505549951764766j),(-0.33779523771159375-0.03467069060680859j),0.0
0.64,(0.010667900431013988-0.0007978076478904696j),(0.0016404323706517227+0.000643912955187092j),(-0.000540365913233961+0.0014719404106805548j),(3.0147530099449333e-05-0.00013819479835368339j),(8.593207585548318e-05+0.00013999398329157662j),(-0.00040614681603854807+0.0034264098447558304j),(2.740008293405181e-06+7.418181265543396e-06j),(0.00257563994193419-0.0002186186935300328j),(-0.021036601548119822+0.01329432589193304j),(0.008689404961272818-0.016821349624940026j),(-0.0017086287606422636-0.0010230750153706499j),(1.0005718871378004+1.0008461025564308j),(0.7345399410955633+2.15802081335522j),(0.9924626783168365-0.7679446014419825j),(1.3239382913143811+2.5989383786811486j),(0.3088275488763583-1.3974731173332176j),(-0.33363313465983163+1.6414101614688121j),(3.2985990510490573-0.06541364949029607j),(-0.17658831726260465+1.9518563464896785j),(0.25719120135548595+0.7109371065132954j),(0.5430244336095343+0.15497089679130763j),(-0.3378090975397362-0.03471533903019489j),0.0
0.65,(0.011120967508856529-0.00065504414213618j),(0.0016980876169129713+0.0006840131399072275j),(-0.0006070036271544922+0.0015596608333580619j),(3.2334122242858366e-05-0.00014295443605223567j),(9.126214658413241e-05+0.0001497532752577268j),(-0.0004503181651271131+0.003571614218649227j),(2.797273661821199e-06+7.5389701048716944e-06j),(0.0026855962246412537-0.00020807997712501554j),(-0.022179415733099533+0.013650524358920342j),(0.009399130745204355-0.01754208662600344j),(-0.0017891838110032348-0.0010899974436736446j),(1.0006362684671855+1.0008831005062984j),(0.7345472846065009+2.158042966704552j),(0.9925314030071762-0.7679853999552942j),(1.3239489356251104+2.5989503939030376j),(0.30886526146607013-1.3974945059239707j),(-0.3336559254285904+1.6414277416754042j),(3.2985958049590147-0.0654387821906972j),(-0.17660020733847423+1.9518788784633607j),(0.2571242454570538+0.7109498945956465j),(0.5431047896764681+0.1548793945855914j),(-0.33782377404785235-0.0347638145439829j),0.0
0.66,(0.011578654062444686-0.0004995797918724862j),(0.0017559335877283875+0.0007253301987878875j),(-0.0006804167545563255+0.0016511701173061407j),(3.459700251966767e-05-0.0001477243043775429j),(9.702954144696986e-05+0.00016008524189559505j),(-0.0004965137530956361+0.0037191105731506687j),(2.8475623479761427e-06+7.655758540137261e-06j),(0.0027972513016254765-0.00019640407918125634j),(-0.02335596467373904+0.013998594397787997j),(0.010147052796019103-0.01827311445369665j),(-0.0018720741644552563-0.001159604757109639j),(1.0007045236322272+1.000922739166911j),(0.7345548748383253+2.158066533609842j),(0.9926064769076524-0.7680300227820321j),(1.3239600777533556+2.59896322367103j),(0.3089068265342207-1.3975171777710622j),(-0.333680392014433+1.6414462862301957j),(3.298592899463962-0.06546502034447126j),(-0.17661307725426553+1.9519027257815806j),(0.25705245727967585+0.7109633218883771j),(0.5431917234552744+0.1547812338377352j),(-0.3378391067953494-0.03481613127724305j),0.0
0.67,(0.012038195688714701-0.0003307804347046771j),(0.0018135453552297403+0.0007677599769827892j),(-0.000761304810098264+0.0017461894433919115j),(3.693349081366397e-05-0.0001524694513143004j),(0.00010327485648283042+0.0001709984685570067j),(-0.0005447378025864298+0.0038680689482563316j),(2.890016853839793e-06+7.767450124495833e-06j),(0.002909987757635314-0.00018346022220094588j),(-0.02456209603723453+0.014334371754509532j),(0.010933039768040465-0.019009847867803895j),(-0.001956971478776743-0.001231762037546026j),(1.0007763247619186+1.000965097027421j),(0.7345626169242893+2.1580914578106283j),(0.9926881280829886-0.7680783844214375j),(1.3239716404609019+2.5989768565907085j),(0.3089523966233184-1.3975408994970255j),(-0.3337065188819941+1.6414656739606728j),(3.2985904120311242-0.0654922519309267j),(-0.17662695769292655+1.951927772386053j),(0.2569759504062836+0.7109771910289833j),(0.5432854062514353+0.15467677440514951j),(-0.3378549027159067-0.03487225771537879j),0.0
0.68,(0.012496411663367459-0.00014809044756363397j),(0.0018704435686032889+0.0008111651576785385j),(-0.0008504097274978667+0.001844367577420734j),(3.933912999500842e-05-0.00015715038792202195j),(0.00011004172718165351+0.0001824980819756186j),(-0.0005949601331253525+0.004017532732635486j),(2.9237688735776027e-06+7.872804804000022e-06j),(0.0030230911372763096-0.00016912366154462526j),(-0.025792761516792495+0.014653305779281887j),(0.01175655475528205-0.01974703035893644j),(-0.002043490072318962-0.001306287316836386j),(1.0008512604011228+1.0010102348186798j),(0.734570401544912+2.1581176604288816j),(0.9927765529149435-0.7681303450665551j),(1.3239835315122743+2.5989912707820886j),(0.30900210323292215-1.3975653883389956j),(-0.3337342700751565+1.6414857580427908j),(3.298588425438988-0.06552033926547576j),(-0.17664187221707434+1.9519538730971444j),(0.2568949043207935+0.7109912726275901j),(0.5433859646793177+0.15456649506541933j),(-0.3378709361174755-0.03493211670012656j),0.0
0.6900000000000001,(0.012949704940868488+4.896725329417125e-05j),(0.0019260944540897846+0.0008553752620946293j),(-0.0009485158595314474+0.0019452808701362063j),(4.180768592023664e-05-0.00016172308833503987j),(0.0001173768284844829+0.00019458575026691895j),(-0.0006471161611218073+0.004166418663630498j),(2.947939293550704e-06+7.97043891759932e-06j),(0.0031357499450110947-0.00015327568543118625j),(-0.027042016831629736+0.014950459426525443j),(0.012616655291447688-0.020478734148532594j),(-0.0021311869240060333-0.0013829515768204851j),(1.000928835510573+1.001058195513237j),(0.7345781049279789+2.158145039969005j),(0.9928719161023112-0.7681857106042337j),(1.3239956436747373+2.5990064338796173j),(0.30905605681964127-1.397590312148708j),(-0.333763589217051+1.6415063660009757j),(3.298587027777302-0.06554911899963438j),(-0.17665783726899528+1.9519808536138719j),(0.2568095644081063+0.7110053052669512j),(0.5434934806621736+0.15445099351630395j),(-0.3378869486822794-0.03499558542955579j),0.0
0.7000000000000001,(0.013394062154447977+0.0002607912122866737j),(0.001979909814984469+0.0009001866494834436j),(-0.0010564499780340753+0.002048433257220164j),(4.433114743225871e-05-0.00016613898976250478j),(0.00012532987478346678+0.00020725968292822764j),(-0.0007011068998687428+0.00431351682725682j),(2.961638192315901e-06+8.058825197140088e-06j),(0.0032470556451593925-0.00013580361493787142j),(-0.028303021726973382+0.015220509254883996j),(0.013511993349931431-0.021198360188857714j),(-0.0022195616733349296-0.0014614787493242756j),(1.0010084714668726+1.001109004325342j),(0.7345855888485412+2.158173472317834j),(0.9929743506609213-0.7682442326151255j),(1.3240078547182945+2.599022303032174j),(0.30911434679713556-1.3976152893924998j),(-0.33379439951005674+1.6415272997081227j),(3.298586312447078-0.06557840212102224j),(-0.17667486217064493+1.9520085105139036j),(0.2567202419541078+0.7110189955024488j),(0.5436079914321404+0.15433098637573706j),(-0.3379026494668141-0.03506249545806891j),0.0
0.71,(0.013825053616100744+0.0004877014345062141j),(0.002031247031637075+0.0009453625171302511j),(-0.0011750812738995722+0.0021532562592926786j),(4.689972636035905e-05-0.00017034499248838586j),(0.00013395361992185774+0.00022051463083869562j),(-0.0007567989595426523+0.004457490658203006j),(2.9639648406256734e-06+8.13629276736557e-06j),(0.003356002661898011-0.00011660080400027414j),(-0.029568039974060812+0.015457745427224771j),(0.014440815343817522-0.021898638163004178j),(-0.002308056620375476-0.0015415457161598943j),(1.0010895060624945+1.0011626687109425j),(0.7345927006289162+2.1582028107446347j),(0.9930839579236382-0.7683056083736869j),(1.324020027415689+2.599038824903073j),(0.3091770415361153-1.397639889151309j),(-0.3338266037358008+1.641548335385598j),(3.2985863781605875-0.06560797395336275j),(-0.17669294912364808+1.9520366112535583j),(0.2566273141456682+0.7110320178620942j),(0.5437294895302405+0.15420730918182676j),(-0.3379177149018471-0.035132632696401336j),0.0
0.72,(0.01423783331658628+0.0007299393857195507j),(0.002079409061451827+0.0009906329003532117j),(-0.0013053213570805204+0.002259108981912067j),(4.950185752019671e-05-0.00017428345987147072j),(0.00014330385719401302+0.00023434188625930593j),(-0.0008140245472035759+0.0045968769398307j),(2.9540077014281767e-06+8.20102714591588e-06j),(0.0034614883792608514-9.556663941233775e-05j),(-0.030828439370139796+0.015656071710638424j),(0.015400962125880465-0.022571626484891444j),(-0.0023960567257703524-0.0016227823091256686j),(1.0011711935057828+1.0012191783676856j),(0.7345992731386879+2.1582328859011084j),(0.9932008075403621-0.7683694808481776j),(1.3240320095424032+2.599055935670058j),(0.30924418836434114-1.397663631120675j),(-0.33386008425515845+1.641569223603237j),(3.298587328941367-0.06563759415648306j),(-0.17671209320929873+1.9520648941678065j),(0.2565312240706426+0.7110440148465272j),(0.5438579228063811+0.15408091639285557j),(-0.3379317887924183-0.035205737411621495j),0.0
0.73,(0.014627138925428707+0.0009876679923678418j),(0.0021236444388874408+0.001035694672503371j),(-0.0014481242565882529+0.0023652781155748762j),(5.212419871380503e-05-0.0001778922183453654j),(0.00015343941934539403+0.0002487292828328726j),(-0.0008725814667950969+0.00473008580417464j),(2.9308444298672403e-06+8.25107024332801e-06j),(0.0035623131411389-7.260654082635675e-05j),(-0.03207469173846836+0.015809005476439035j),(0.016389868988584938-0.023208712299265966j),(-0.0024828896107350895-0.0017047713100061083j),(1.001252704420951+1.0012785052349171j),(0.7346051247947057+2.158263505821387j),(0.993324937478028-0.7684354387006616j),(1.3240436338766595+2.599073561025308j),(0.30931581356662424-1.397685985610737j),(-0.3338947030082531+1.641589689279346j),(3.298589274124213-0.06566699672631407j),(-0.17673228238856012+1.9520930684702689j),(0.2564324807178705+0.7110545969290162j),(0.543993194419355+0.15395288138728028j),(-0.3379444823178396-0.03528150422713079j),0.0
0.74,(0.014987291790916797+0.0012609716415666553j),(0.002163147275457123+0.0010802115449646634j),(-0.001604486420492859+0.0024709779357158955j),(5.4751630729591864e-05-0.00018110455741849438j),(0.00016442217857256665+0.00026366119558404125j),(-0.0009322331191443454+0.004855400731942654j),(2.8935418732823695e-06+8.284320363035827e-06j),(0.003657180251280234-4.7631960752976435e-05j),(-0.03329637292831483+0.015909677700164104j),(0.017404565664085856-0.023800611481701265j),(-0.002567825557058071-0.0017870484505719108j),(1.0013331258480824+1.0013406034936823j),(0.7346100595610857+2.1582944559220336j),(0.9934563540206065-0.7685030162870059j),(1.324054718199419+2.599091616175433j),(0.3093919223848263-1.3977063735462372j),(-0.33393030151445613+1.6416094316807004j),(3.2985923283551846-0.06569588999489039j),(-0.17675349750206468+1.9521208142532176j),(0.25633165897717636+0.7110633425554586j),(0.5441351628368397+0.15382439646373217j),(-0.33795537403169496-0.035359582122663644j),0.0
0.75,(0.015315403564426856+0.0015494986397813918j),(0.0021974784129647597+0.0011240998262310679j),(-0.0017746609680815571+0.002574449300433703j),(5.73854832863227e-05-0.00018388891696566648j),(0.00017633385962166983+0.0002790271658677165j),(-0.0009930920826910223+0.004971707378357933j),(2.8418536153081127e-06+8.300424686171263e-06j),(0.0037453452812460306-2.039064485636124e-05j),(-0.0344854881089138+0.01595397699177371j),(0.01843972315495473-0.024341183991967413j),(-0.0026500798136015365-0.0018691498813607655j),(1.0014117986531752+1.001405179151445j),(0.7346139381128572+2.158325535171961j),(0.9935950558671267-0.7685733347503422j),(1.3240651070490768+2.599110003580427j),(0.3094731617198438-1.3977247632426972j),(-0.3339667638677445+1.641628243982527j),(3.298596549139378-0.06572393090567671j),(-0.17677571553528212+1.9521478876470484j),(0.25622908090783025+0.7110701867957874j),(0.5442835455012718+0.15369549242321312j),(-0.33796429454876575-0.03543998382395539j),0.0
0.76,(0.01560651600486177+0.001851109486626242j),(0.0022259861001486234+0.0011670328360244774j),(-0.001959028117074319+0.002673038473324814j),(6.001220597135322e-05-0.0001861978460154629j),(0.00018926675021734376+0.000294651155887015j),(-0.0010550109554133716+0.005077156374534526j),(2.776176849586673e-06+8.298650786315963e-06j),(0.0038255319638431603+9.276811061441184e-06j),(-0.03562710216422881+0.015936582007012336j),(0.019484500850493226-0.024819440487082955j),(-0.0027282639944897847-0.0019501916872017282j),(1.0014867755729477+1.0014717892134724j),(0.7346164302077525+2.1583562022423095j),(0.9937398493154369-0.7686448461221405j),(1.3240744605920025+2.599128465417375j),(0.3095587839958692-1.397739731185966j),(-0.3340035695011416+1.6416454764223867j),(3.2986019799806128-0.06575061923355345j),(-0.17679875824746324+1.9521735867155694j),(0.25612646008837503+0.7110742495419186j),(0.5444370428420323+0.1535693094014943j),(-0.3379703757903794-0.03552146255772007j),0.0
0.77,(0.015851130421052316+0.0021630574721865164j),(0.0022474751157044153+0.001208202359252187j),(-0.0021589363184959876+0.0027646801431460205j),(6.25864881168254e-05-0.00018793296215388212j),(0.00020329842387672965+0.0003104301087454481j),(-0.0011171790017477149+0.005168810619765709j),(2.696533567745729e-06+8.275884151502821e-06j),(0.003895512958889402+4.1202091407927874e-05j),(-0.03669963021915864+0.015848590819969467j),(0.02052807020679409-0.025218161271264302j),(-0.0028008037488390473-0.002029070746385928j),(1.0015552010529747+1.001540217996034j),(0.7346170602364844+2.1583857383532936j),(0.9938889929791975-0.7687124131759009j),(1.324082330676498+2.599146681440232j),(0.30964630929896836-1.3977484851847297j),(-0.33403993752340644+1.64166016548681j),(3.2986087174238294-0.06577546520440793j),(-0.17682236157561662+1.9521969077840138j),(0.2560265249561834+0.7110738170686228j),(0.5445939935985302+0.1534520444937444j),(-0.33797211553012285-0.03560164224688627j),0.0
0.78,(0.016041546558840596+0.002482491026294096j),(0.002261010254337584+0.0012469043475497705j),(-0.0023753862839799387+0.0028470066911076564j),(6.506783090501482e-05-0.00018901754491321019j),(0.00021851282366024913+0.00032622937576950875j),(-0.0011788502636013566+0.005244273138229445j),(2.6033032509436106e-06+8.229821385907982e-06j),(0.003953470391067623+7.518321800736626e-05j),(-0.0376844853206511+0.01568339793950884j),(0.021560090933508705-0.025523048508240897j),(-0.0028663542229638156-0.002104809131454401j),(1.0016146944951554+1.0016102126569673j),(0.7346154504216647+2.158413528609701j),(0.9940410238890466-0.768771484650141j),(1.3240883526284057+2.5991643703795937j),(0.30973336746514213-1.3977487001698727j),(-0.3340751856372944+1.641671517633125j),(3.2986168182405495-0.06579806216664323j),(-0.1768462763477285+1.9522170156183842j),(0.255931620679778+0.7110674833880768j),(0.5447528735813014+0.15334896237281773j),(-0.33796828584100286-0.03567845375418593j),0.0
0.79,(0.01617188384123309+0.0028064537906832545j),(0.002265919052137603+0.0012825408665700015j),(-0.002609026238724543+0.0029173439749590113j),(6.742067038059636e-05-0.00018939678685290216j),(0.00023500035019523747+0.00034188226064644085j),(-0.0012393460715579543+0.0053016922590154916j),(2.4972261851322244e-06+8.158981688841786e-06j),(0.003998000297614386+0.00011098561750688137j),(-0.03856610646633099+0.015436714340446866j),(0.022570706526929545-0.02572275461332013j),(-0.0029238008639337126-0.0021765549110406572j),(1.001663353900257+1.0016814820345008j),(0.7346113214874268+2.1584390626516425j),(0.9941947591938548-0.7688181081274738j),(1.3240922457384925+2.5991812901352107j),(0.30981770362661365-1.3977385234746307j),(-0.3341087310235094+1.6416789105674268j),(3.2986262990785202-0.06581808664978395j),(-0.1768702684941371+1.9522332446363697j),(0.2558437055147689+0.7110541535765594j),(0.5449122964010054+0.15326438384541036j),(-0.33795793566963284-0.03575013886799963j),0.0
