t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
1.03,(0.019956705753993973+0.0081819160590732j),(0.0027827601548462313+0.0019744706403104274j),(-0.008660096952346623-0.008390382594492445j),(0.00010525178233493806-0.00023196065015746494j),(0.0012483945505802122-0.00013683442368759769j),(-0.0023346356365817247+0.007311259103470896j),(2.56174851752982e-06+8.493086596309608e-06j),(0.0054841346334148855+0.0005865814950132977j),(-0.06068849009001673+0.012341263823827097j),(0.04830303441741732-0.028261418446314312j),(-0.004893605740553206-0.004078716838184883j),(1.003005199195205+1.002512427594135j),(0.7346587454589799+2.158963708565262j),(0.993132427812262-0.7755169858942704j),(1.3242342335674044+2.5994872323066587j),(0.3141891972304351-1.394398209372555j),(-0.33484564536006756+1.6420256296661497j),(3.298764984086914-0.06614396562941086j),(-0.17730331599996535+1.952710476391669j),(0.2534847441743922+0.7115187779678389j),(0.5476247241025398+0.14912707501008257j),(-0.33810684849622785-0.038104912191391296j),0.0
1.04,(0.02182907866415825+0.008670341114865587j),(0.003063647235671239+0.0021146533974619607j),(-0.008462569630642059-0.009596447661609888j),(0.00011151679838651775-0.00025460710301057767j),(0.0013137825802868274-0.00022295277557571008j),(-0.002441584935536974+0.008013141816356805j),(2.902951343881717e-06+9.219513088736145e-06j),(0.005993233226822239+0.0005613084585280821j),(-0.06594258527267256+0.01424587619218797j),(0.05244650264633823-0.03145189646174356j),(-0.005433090133478779-0.004374063358803914j),(1.0036598472120337+1.0025702325930494j),(0.7347670179494893+2.159137892380275j),(0.9908970509494147-0.7772535963387194j),(1.3243389431429469+2.59956646770279j),(0.31534515048232536-1.3934734147219756j),(-0.33504199559698805+1.6422505833025438j),(3.298744087740283-0.06627502171773023j),(-0.17737337748955448+1.9529476807182702j),(0.25277744990949363+0.7119454776832147j),(0.5479982049011177+0.14748820953041245j),(-0.33844449934707205-0.03879317765939942j),0.0
1.05,(0.023870638492952338+0.009219574794983679j),(0.0033716085797509633+0.002268494073950113j),(-0.008179685229217323-0.01083251245027854j),(0.00011840764452629592-0.0002794312148110495j),(0.0013784977874344714-0.0003150072976752096j),(-0.002555761838982842+0.008784360229436081j),(3.264123643741851e-06+1.0009156190943153e-05j),(0.006551884039108589+0.0005320900790508723j),(-0.07170417641228387+0.016343579546689732j),(0.05710105448156618-0.035014242320923004j),(-0.006043619054896793-0.004687442945378705j),(1.0044437368993735+1.0026485482820635j),(0.7348943769077152+2.1593483378642673j),(0.9881748145399704-0.7790833558320335j),(1.324463319391206+2.5996629937089133j),(0.31661989182661576-1.3923427355281353j),(-0.3352815097778422+1.6425178086613705j),(3.298720626509504-0.06643199920463673j),(-0.17746104055255776+1.9532314726832867j),(0.25192144299340236+0.7124490131137101j),(0.5484758293320932+0.14550452601864064j),(-0.3388392137300002-0.03963156804367207j),0.0
1.06,(0.026047008205653983+0.009823183584019126j),(0.0037030783164947673+0.002434156214761716j),(-0.007808607139099451-0.012086165640579067j),(0.00012584229685896453-0.0003061754448931312j),(0.001441914993572839-0.00041280205173981294j),(-0.0026756163363567307+0.009615682076758395j),(3.640972133354956e-06+1.0851666604496976e-05j),(0.0071535112843408265+0.0004993188331837058j),(-0.07788101457518795+0.018596195027305983j),(0.06222338883630746-0.038899632184596175j),(-0.006721885937562816-0.005011550103545099j),(1.0053644599695097+1.0027472829850679j),(0.7350415511725248+2.1595973462221485j),(0.9849955694847174-0.7809376130104627j),(1.3246082068835323+2.5997779481860643j),(0.3179796922475901-1.3910086992207797j),(-0.3355684195460988+1.6428290064207864j),(3.2986945535654772-0.06661543832247219j),(-0.1775683083308104+1.9535647443896158j),(0.2509048269464246+0.7130309508272006j),(0.5490680020436192+0.1431383293148129j),(-0.3392878640859172-0.04063667979373175j),0.0
1.07,(0.02832518678849987+0.010473754072772174j),(0.004054399196762837+0.002609636211856847j),(-0.007348543009224356-0.013345831920356046j),(0.00013372665170208366-0.00033456693071743054j),(0.0015034126725225801-0.0005160075095327131j),(-0.002799334709776693+0.010497625564734584j),(4.029480388326698e-06+1.1736524788132344e-05j),(0.007791300786174241+0.000463204891987497j),(-0.08438245282838877+0.020969430964213377j),(0.06777045811382329-0.043060709776357j),(-0.007463805933212597-0.005339097827685654j),(1.0064247161562279+1.0028662282113734j),(0.7352086614714123+2.1598859105378647j),(0.9813921273467923-0.7827566469052685j),(1.324773816970566+2.5999118551459093j),(0.3193945371209313-1.3894777732310493j),(-0.33590508202624836+1.6431846138902841j),(3.2986659121647794-0.0668252220339434j),(-0.17769633755701247+1.9539487242052787j),(0.24972128439295016+0.7136913130820094j),(0.5497823642410167+0.1403656343957345j),(-0.3397870129577491-0.04181893082142536j),0.0
1.08,(0.030673549248685608+0.01116289295825167j),(0.00442182259286618+0.002792763304168829j),(-0.006800744746436825-0.014600771985217968j),(0.00014195452558608156-0.0003643174878709126j),(0.0015623729503752995-0.0006241605528265789j),(-0.0029248395340414333+0.011420459372136644j),(4.425908843623674e-06+1.2653040957752363e-05j),(0.008458199977852522+0.00042377612098203695j),(-0.09111944623955687+0.02343288287779166j),(0.07369946820742987-0.0474515863826498j),(-0.008264515912562066-0.005662817600929647j),(1.0076223132148128+1.0030050586557135j),(0.7353952204204982+2.1602137157743972j),(0.9774002603516794-0.7844896669427238j),(1.3249597277822367+2.600064624750741j),(0.3208381262137216-1.3877603649914787j),(-0.3362919798238035+1.6435838050106937j),(3.2986348356496644-0.06706057603212225j),(-0.1778454385547291+1.9543829767634187j),(0.24837007706145256+0.7144285778269078j),(0.5506237936867735+0.1371761663749702j),(-0.34033291299044277-0.04318256050092421j),0.0
1.09,(0.03306184661436576+0.011881227043675049j),(0.004801508498566632+0.002981199577604232j),(-0.006168508515490523-0.015841082538537242j),(0.00015040765525425464-0.00039512361006689966j),(0.0016181816054935574-0.0007366644734035557j),(-0.0030497896766303093+0.012374202650097744j),(4.826794793573417e-06+1.3590355086428523e-05j),(0.009146917902207764+0.00038087808014599376j),(-0.0980045518770295+0.02596003347862363j),(0.07996787850049833-0.05202784085276929j),(-0.009118374465307324-0.005975459395153078j),(1.0089501669220486+1.0031633321982432j),(0.7356001325245299+2.1605791387737647j),(0.9730587013872111-0.7860948129441132j),(1.3251648842277635+2.60023555331348j),(0.3222878736844424-1.3858708219359979j),(-0.3367277210252985+1.6440244903541807j),(3.2986015474480648-0.06732006874044565j),(-0.17801507523839027+1.9548654029623032j),(0.246856045784489+0.7152396787011153j),(0.5515944047005455+0.1335733605028444j),(-0.34092150693096623-0.044725629668723996j),0.0
1.1,(0.03546120593465381+0.01261840323846835j),(0.005189525529076845+0.0031724399650428694j),(-0.005457174739047995-0.01705769629145017j),(0.0001589556976627673-0.000426666469145071j),(0.0016702280685108681-0.0008527889730552643j),(-0.0031715802977033284+0.013348625022112207j),(5.2289523918643895e-06+1.4537436904400699e-05j),(0.009849925211660449+0.00033417402391691247j),(-0.10495192880981045+0.028528252667495167j),(0.08653340186645474-0.05674651959886057j),(-0.010018961900124659-0.00626979167097866j),(1.010396301076219+1.0033404899045384j),(0.7358216941768816+2.1609792482570214j),(0.968409144003568-0.7875391551257327j),(1.3253875979956558+2.6004233232976754j),(0.32372490808297427-1.383827431499931j),(-0.3372090391982896+1.6445033171242485j),(3.2985663610735885-0.06760161131271554j),(-0.17820386511329098+1.9553922399653214j),(0.24518961049870033+0.7161200050342988j),(0.5526935481591556+0.129574362166441j),(-0.3415484276283084-0.04644002062364484j),0.0
1.11,(0.03784413027962217+0.013363088558266206j),(0.0055818509210603+0.0033638122463378033j),(-0.004674128097680657-0.01824238196285699j),(0.00016745622998065227-0.0004586119150714634j),(0.0017179054223317022-0.0009716701635828025j),(-0.003287342850101152+0.014333246584035534j),(5.629472651545988e-06+1.5483085899077145e-05j),(0.010559454168219476+0.0002831449011912146j),(-0.11187733810757028+0.03111879753539522j),(0.09335400466878013-0.061566136595919134j),(-0.010959080244670535-0.006538601377775828j),(1.0119438474971063+1.0035358560255974j),(0.7360575936595538+2.161409804824258j),(0.9634962424132789-0.7887986940988898j),(1.3256255475537122+2.6006260033175033j),(0.325134072350597-1.3816524211199972j),(-0.337730793391355+1.6450156691557365j),(3.2985296801255224-0.06790245763309892j),(-0.17840957927559115+1.9559580612009866j),(0.24338677024481112+0.717063401846574j),(0.5539178114965942+0.12521002688960345j),(-0.3422089980334791-0.048311437126831246j),0.0
1.12,(0.040184498740302194+0.01410297012491184j),(0.005974370532631302+0.0035524770483153396j),(-0.0038287975298688043-0.01938774427942183j),(0.00017575474958981022-0.0004906104759384705j),(0.001760610402131484-0.0010923105667967436j),(-0.0033939450793450906+0.01531733790408438j),(6.025723445028541e-06+1.6415931315034495e-05j),(0.011267498643482126+0.00022708935532419876j),(-0.118698142840646+0.03371681236351581j),(0.10038790676101048-0.06644667338179087j),(-0.011930753245581589-0.006774693953660736j),(1.0135710460259935+1.0037486379978395j),(0.7363049111431742+2.161865260954602j),(0.9583676114912204-0.7898583608699036j),(1.3258757781490214+2.600841048137768j),(0.32650392381998955-1.3793719582343105j),(-0.3382859681340945+1.645555666914821j),(3.2984919982888297-0.0682192043161278j),(-0.1786291424123156+1.9565557763629344j),(0.24146910316762962+0.7180621698485041j),(0.5552610187040194+0.12052492033293476j),(-0.34289823119950924-0.05031940440175213j),0.0
1.1300000000000001,(0.042457566428684174+0.01482475516645708j),(0.006362878843354971+0.00373542784477503j),(-0.0029326562320016103-0.020487223975572743j),(0.00018368467408501007-0.0005222973579648432j),(0.0017977433953565935-0.0012135791145171375j),(-0.0034879910236371094+0.016289920022836572j),(6.41534950408331e-06+1.7324432154017767e-05j),(0.011965814118634096+0.00016512372413004058j),(-0.12533330808004145+0.03631132862325201j),(0.10759358148673671-0.07134957905717206j),(-0.012925226368474645-0.0069708933254962555j),(1.0152512445256618+1.0039779264431061j),(0.7365601186869967+2.162338761006217j),(0.9530738267746173-0.7907120168401046j),(1.326134701807961+2.601065298673902j),(0.3278267342152302-1.377016150282379j),(-0.3388656734371301+1.6461161674990148j),(3.298453899334151-0.06854779070669925j),(-0.17885863280135417+1.9571766314099237j),(0.23946376651604773+0.7191070654411004j),(0.5567142303297566+0.11557731829379747j),(-0.3436108302814507-0.052437269134200805j),0.0
1.1400000000000001,(0.044639964477717335+0.015514171017162343j),(0.006743078954247259+0.003909490956489674j),(-0.00199922165837712-0.02153509779350169j),(0.00019106734127388887-0.00055329244549569j),(0.0018287084417243655-0.0013342111485735095j),(-0.0035658210138598233+0.017239764453231093j),(6.796272419842488e-06+1.8196877174940356e-05j),(0.012645917684449474+9.61820398817922e-05j),(-0.13170340089742694+0.038895264976202j),(0.1149297556796047-0.07623777028560935j),(-0.013932966797946703-0.007120041908891974j),(1.0169528988803926+1.0042226951686601j),(0.7368190802389023+2.162822141216302j),(0.9476684244630422-0.7913624538058349j),(1.3263980973361993+2.601294981991965j),(0.32909848965179617-1.3746190447051065j),(-0.3394591447921054+1.6466887646371673j),(3.2984160571178047-0.06888349888007538j),(-0.17909328231146163+1.957810208565836j),(0.23740349664304106+0.7201873007158223j),(0.5582657434792986+0.1104392067063137j),(-0.3443411885363763-0.05463219947229499j),0.0
1.1500000000000001,(0.04670970023105715+0.016155965193129156j),(0.007110582652134781+0.004071325592546102j),(-0.0010440553819071926-0.022526478273471207j),(0.00019771201156495145-0.0005832003075232178j),(0.0018529132416881735-0.0014528084387355176j),(-0.0036235117352269685+0.018155393323350835j),(7.166690702095749e-06+1.9021385063096053e-05j),(0.013299088157054044+1.901605127880772e-05j),(-0.13773059066937093+0.041465426839112376j),(0.12235540882637036-0.08107563139257343j),(-0.014943663437210717-0.007215000668162684j),(1.0186395735802163+1.0044818009029544j),(0.7370770517286641+2.163305929808045j),(0.9422079031377664-0.7918213931597982j),(1.3266611103914274+2.6015257113432764j),(0.33031888998354403-1.3722186291063436j),(-0.3400537433496656+1.6472637888194905j),(3.2983792355478383-0.06922095366065628j),(-0.1793274764608771+1.9584444265006116j),(0.23532660850347922+0.7212905436159883j),(0.559901091259977+0.10519627972343436j),(-0.34508338911756636-0.05686518565022217j),0.0
1.16,(0.048654199120042096+0.016738061439327843j),(0.007463156532439695+0.004218947134531675j),(-8.049220899503497e-05-0.023452250850521696j),(0.0002035035792404373-0.0006118316837018935j),(0.0018700829000713826-0.0015684282856768409j),(-0.0036590627729349893+0.019030217634866106j),(7.5268556381095e-06+1.9791853839418515e-05j),(0.013920496231781997-6.703424448868092e-05j),(-0.1433574240311791+0.04400988708457762j),(0.12980881113929144-0.08583610262313787j),(-0.015946567559323794-0.007251355862106889j),(1.0202903982366012+1.0047462952254405j),(0.7373318791369541+2.1637833509982265j),(0.9367933098720398-0.7920869331861526j),(1.3269208514910042+2.6017538987956357j),(0.3314739548842388-1.3698562513283068j),(-0.34064122710834954+1.647835156902259j),(3.298343223070412-0.06955523423298005j),(-0.17955692557278038+1.9590719605624052j),(0.23325890829679571+0.7224090770773474j),(0.5615874681617641+0.0998862040999353j),(-0.3458273496288728-0.05911249544730236j),0.0
1.17,(0.05047374726081901+0.017256400286450313j),(0.007800637953243385+0.004351967817078747j),(0.0008794077836368555-0.02430615431850199j),(0.0002084167875218641-0.000639178692248792j),(0.0018803084852236575-0.0016805054152096595j),(-0.003672504324321419+0.019862871650544924j),(7.877958984024416e-06+2.0507876838190677e-05j),(0.014509370887865919-0.00016199157113592637j),(-0.14857051823583844+0.04651543577305345j),(0.13723449574234906-0.0905112983489606j),(-0.016932045397643126-0.007229268024226861j),(1.0219009461811872+1.005004877165928j),(0.7375838462892882+2.164251444646384j),(0.9315088923613003-0.7921580810423556j),(1.327176665392422+2.6019775541455106j),(0.33255242323250667-1.3675559227152732j),(-0.34121829039737117+1.6484014922458532j),(3.2983072379914407-0.06988349372522362j),(-0.1797792715141797+1.9596908109121822j),(0.23121094890858854+0.7235415735455757j),(0.563287741173413+0.09451334194606259j),(-0.3465692149798542-0.061365671166655165j),0.0
1.18,(0.052167356060022194+0.017707627714800667j),(0.00812186749849654+0.0044694858534657395j),(0.0018216648812619473-0.02508832761325239j),(0.00021239710156505077-0.0006651250527613437j),(0.0018835987170919362-0.001788199370446169j),(-0.003663002292407258+0.020650054710407914j),(8.219887517975372e-06+2.1166559055241554e-05j),(0.015063303676061405-0.0002661848939138713j),(-0.1533618203585034+0.04897949914432091j),(0.14460128905110595-0.095097040614784j),(-0.017891428413275783-0.007148985745702864j),(1.0234576990579414+1.0052529353942086j),(0.7378316372313714+2.164705956536796j),(0.9263867052332629-0.7920531537807639j),(1.3274268140538807+2.602194447562048j),(0.33356016673165784-1.365331410213767j),(-0.341778936759688+1.6489596418575594j),(3.2982712077049787-0.07020322220218618j),(-0.17999146471133148+1.9602962192515054j),(0.22920060704508624+0.7246845887909386j),(0.5649791600739659+0.08911926981873387j),(-0.3473117965410218-0.06360574362369863j),0.0
1.19,(0.05373469989704978+0.01808910283800817j),(0.008425857624755114+0.004570771556481314j),(0.002733723686885564-0.025799339036659426j),(0.00021540089295602255-0.0006895708376305585j),(0.0018800171704823488-0.0018907690026185872j),(-0.0036299644691204593+0.021388987854552958j),(8.552544776138406e-06+2.1765548509315932e-05j),(0.015580275567379271-0.00037983805986746403j),(-0.15772617739298447+0.05139957058814467j),(0.15187944610373688-0.09959112422801661j),(-0.01881678693134948-0.007011363294093578j),(1.0249489454144558+1.0054863971335697j),(0.7380741189223442+2.1651431280058966j),(0.9214546334761724-0.7917895441802835j),(1.327669785387438+2.6024025987860173j),(0.3345029751889322-1.3631947119988295j),(-0.34231779847453886+1.6495068239826973j),(3.2982350382318057-0.07051221514575712j),(-0.18019078313979012+1.9608839719666757j),(0.22724408396426396+0.7258350859693617j),(0.566640064656344+0.08374211382886598j),(-0.3480576636584168-0.06581528916059984j),0.0
1.2,(0.05517611612406367+0.01839889790302726j),(0.008711792661180311+0.004655267338424363j),(0.0036044531212448645-0.026440186256655833j),(0.00021739543971101096-0.0007124324720410252j),(0.001869682275060216-0.001987572471079152j),(-0.0035730405352959282+0.02207741382315518j),(8.8758510527307e-06+2.2303036242074374e-05j),(0.01605865695308553-0.0005030697978356569j),(-0.16166133625174828+0.053773210644272915j),(0.15904065056102856-0.10399331675873305j),(-0.019700930141012526-0.00681786061333609j),(1.0263647807019474+1.0057017281607932j),(0.7383103412347832+2.1655596959422745j),(0.9167363924388026-0.7913837207463705j),(1.3279042932590086+2.602600277129807j),(0.33538655651549903-1.361156057474018j),(-0.34283013655744377+1.650040628104619j),(3.298198614219425-0.07080857345491608j),(-0.18037483232440793+1.9614504001287303j),(0.22535590547584333+0.7269904356224317j),(0.5682498847273475+0.07841654964137508j),(-0.34880914365361093-0.06797842964627494j),0.0
1.21,(0.05649260506598956+0.018635798290137534j),(0.008979028809538594+0.004722587711104016j),(0.004424146422808836-0.027012296307220542j),(0.00021835892627645374-0.0007336427339709116j),(0.0018527673153500498-0.00207806724330012j),(-0.0034921220606755243+0.022713597056466937j),(9.189743400010586e-06+2.277775631809322e-05j),(0.01649720764470139-0.0006358937184514061j),(-0.1651679437659175+0.05609804700243739j),(0.16605801470637954-0.10830535853967398j),(-0.020537406095433867-0.006570543323745897j),(1.0276971072752572+1.0058959328061554j),(0.7385395369547011+2.1659528927866742j),(0.9122515278304569-0.7908512277110311j),(1.3281292774883653+2.6027860014774293j),(0.33621653672645724-1.359223907271407j),(-0.3433118407602042+1.6505590149447094j),(3.2981617989420635-0.07109070344573289j),(-0.18054154533933506+1.9619923794934442j),(0.22354892194129267+0.728148415677395j),(0.5697891401076558+0.07317380247517662j),(-0.34956832182370595-0.07008083247638909j),0.0
1.22,(0.05768583002051694+0.018799302512943747j),(0.009227094144201682+0.004772519285839639j),(0.005184521147778307-0.027517525588378697j),(0.00021828044352899495-0.0007531507541919643j),(0.001829500430735553-0.0021618100948737687j),(-0.0033873425039080574+0.023296323694817836j),(9.494175628277544e-06+2.3188985824864567e-05j),(0.01689507687400326-0.0007782183141416715j),(-0.16824954668527087+0.05837177450235337j),(0.17290607944580028-0.11253096266624607j),(-0.021320501711803042-0.006272082722016909j),(1.0289396343928512+1.0060665539534284j),(0.7387611217815461+2.1663204465319956j),(0.9080154157209682-0.7902066850328208j),(1.328343903849138+2.602958540284517j),(0.33699845994083516-1.3574049532515866j),(-0.3437594295709028+1.651060316462386j),(3.2981244343006746-0.07135731685136769j),(-0.18068918280801963+1.9625073305013294j),(0.2218343082738267+0.7293072114471588j),(0.5712394406318271+0.06804164710318539j),(-0.350337041441334-0.07210971057335644j),0.0
1.23,(0.05875811725809907+0.018889622218375816j),(0.009455688612146542+0.0048050207734608285j),(0.0058787191700859324-0.02795815986620164j),(0.00021715998877548475-0.0007709220162695088j),(0.0018001646154596192-0.002238457109512395j),(-0.0032590772125492915+0.023824901578614714j),(9.789118305872203e-06+2.3536544872796282e-05j),(0.01725180329302275-0.000929846959127417j),(-0.1709125916782431+0.0605921551337197j),(0.1795608143079131-0.1166758149965221j),(-0.02204524277133021-0.005925755781221445j),(1.0300878782168197+1.006211673039878j),(0.7389746943282026+2.166660580723293j),(0.9040392625406988-0.7894637883968453j),(1.3285475640688138+2.603116911578324j),(0.33773778838159074-1.355704118503665j),(-0.34417005021390346+1.6515432358550997j),(3.298086340822934-0.07160743082207079j),(-0.18081633290320762+1.9629932182776353j),(0.22022156393840678+0.730465415630291j),(0.5725834861482987+0.06304440785231549j),(-0.3511169037546574-0.07405382238634017j),0.0
1.24,(0.059712456021953+0.018907682186688826j),(0.009664684032955406+0.0048202229843074176j),(0.006501306681396202-0.02833691427280692j),(0.0002150084657529796-0.0007869383565624496j),(0.001765097718624333-0.002307763679048315j),(-0.0031079434230619424+0.024299160248341653j),(1.0074558759176342e-05+2.382079659521201e-05j),(0.017567314974046663-0.0010904779094236105j),(-0.1731664253319251+0.06275701803621875j),(0.1859996174439522-0.12074757415124085j),(-0.02270739391924615-0.005535445150810236j),(1.0311391618128782+1.0063299100562655j),(0.7391800361209908+2.166972014457777j),(0.9003301050805402-0.7886353092147598j),(1.3287398758287379+2.603260382957726j),(0.3384399023756113-1.3541245573452656j),(-0.3445414786498514+1.6520068475583334j),(3.298047317663243-0.07184036792518274j),(-0.18092191134694297+1.9634485526323484j),(0.21871851295174088+0.7316220283110196j),(0.5738050665193869+0.0582029586034803j),(-0.35190926798736855-0.07590347189125247j),0.0
1.25,(0.060552498528059565+0.01885512033146302j),(0.009854124098815748+0.004818428828229477j),(0.0070482741911054424-0.02865693330635829j),(0.00021184768462874227-0.00080119796422327j),(0.0017246924441909704-0.002369584503433865j),(-0.0029348002608156794+0.02471945094455997j),(1.0350501072612887e-05+2.4042647148351157e-05j),(0.017841929409617006-0.0012597043028392241j),(-0.17502329415206372+0.06486425949951641j),(0.19220131562776369-0.12475587151380718j),(-0.02330345866480224-0.005105639156612423j),(1.0320926151503664+1.0064204235468468j),(0.739377111599667+2.1672539623848133j),(0.8968908104919137-0.7877330946247696j),(1.3289206827641125+2.6033884715932203j),(0.3391101003537137-1.352667655322529j),(-0.34487211957567326+1.6524505972456034j),(3.298007142602727-0.07205575614513438j),(-0.1810051614105674+1.9638723880601923j),(0.21733130388228347+0.7327764569592331j),(0.5748890616212872+0.05353472279159258j),(-0.35271525133869047-0.07765050859075459j),0.0
1.26,(0.0612825599651634+0.0187342876996038j),(0.010024224374520309+0.0048001133145873075j),(0.00751703652634181-0.0289217908310657j),(0.0002077103620002416-0.0008137153811980325j),(0.001679396350979998-0.002423873590741401j),(-0.0027407487400871234+0.02508664660790822j),(1.0616966088645915e-05+2.4203545711368907e-05j),(0.018076353512530976-0.0014370141589772328j),(-0.17649834456306196+0.06691184296326218j),(0.1981461642558055-0.12871231123029203j),(-0.02383067938127048-0.0046414318008355555j),(1.0329491751022484+1.006482910609373j),(0.739566068117423+2.1675061347059223j),(0.8937200762867697-0.7867680674916298j),(1.3290900544639972+2.6035009442269246j),(0.33975359885064443-1.3513330292101127j),(-0.3451610064245767+1.6528743018284586j),(3.297965572049236-0.0722535288834467j),(-0.18106565391472074+1.9642643237406279j),(0.2160644098502356+0.7339285164304807j),(0.5758214413440739+0.04905367340556434j),(-0.35353572898337604-0.07928832751425674j),0.0
1.27,(0.0619076184947729+0.01854824847134174j),(0.010175372297467077+0.004765923552251447j),(0.007906432831965297-0.02913549007718532j),(0.00020264012089515288-0.0008245215022263779j),(0.0016297118526710733-0.0024706842571632992j),(-0.0025271317640598485+0.025402141879102204j),(1.0873991407780651e-05+2.43054844863362e-05j),(0.018271683615840983-0.0016217903792346156j),(-0.17760962290797877+0.06889779901708905j),(0.20381584734714758-0.1326304702094323j),(-0.024287037305943483-0.004148522762065597j),(1.0337115854451135+1.0065176068950894j),(0.7397472359408869+2.16772873717478j),(0.8908124303375884-0.7857502264066449j),(1.3292482864713098+2.60359781717258j),(0.3403755325050793-1.35011852701119j),(-0.3454078013660508+1.6532781494564806j),(3.2979223410373435-0.07243392495873101j),(-0.1811032872293405+1.9646245035378536j),(0.21492062852754482+0.7350784289659719j),(0.5765892655917003+0.04477033298830694j),(-0.35437133407170857-0.0808118692179182j),0.0
1.28,(0.06243331525116026+0.018300779960232563j),(0.010308127177659297+0.004716678749602668j),(0.008216726570567724-0.029302463641019506j),(0.00019669149077135745-0.0008336635748415266j),(0.001576196217803045-0.0025101691270119552j),(-0.00229553412482438+0.02566785309893496j),(1.1121631388563466e-05+2.4350998698239757e-05j),(0.01842940547285462-0.0018133107468023572j),(-0.1783780754485293+0.07082022540061357j),(0.20919347754347162-0.13652589812263105j),(-0.02467125254013447-0.0036332173952669197j),(1.0343843968591755+1.0065252866087366j),(0.7399211282501226+2.1679224710972185j),(0.8881582308773789-0.7846886456876697j),(1.3293959002828244+2.603679356315547j),(0.3409809540596238-1.3490202279574517j),(-0.34561279530586597+1.6536626995172836j),(3.297877163228349-0.07259748860668878j),(-0.18111828727366222+1.9649536160008045j),(0.21390108213790535+0.7362268241925765j),(0.577180684281999+0.04069177363673103j),(-0.35522245772950156-0.08221761978464724j),0.0
1.29,(0.06286595434136145+0.01799637261315716j),(0.010423220197705472+0.004653370214531979j),(0.008449605522472751-0.029427573484916827j),(0.00018992990751694295-0.0008412051993702775j),(0.001519461569773953-0.002542580132719784j),(-0.0020477825033781982+0.02588621830827676j),(1.1359957147581883e-05+2.434316659498207e-05j),(0.018551394257134687-0.002010747926665444j),(-0.17882754836508458+0.07267728700343581j),(0.2142635961090712-0.1404161174039573j),(-0.024982784049177274-0.003102426731782305j),(1.0349739669282723+1.0065072625085498j),(0.7400884411386297+2.1680885333312245j),(0.8857436664996803-0.7835914753791088j),(1.3295336433491736+2.6037460771128087j),(0.3415748343608128-1.3480324425091044j),(-0.3457769078860738+1.6540288826365153j),(3.297829730910274-0.07274506948011175j),(-0.1811112075162193+1.9652528943631533j),(0.21300521745675788+0.7373747391228251j),(0.5775849373466814+0.03682161700174656j),(-0.35608924905809874-0.08350361082410115j),0.0
1.3,(0.06321161237612677+0.017640555385179762j),(0.010521428081570864+0.004577148274773187j),(0.008607356858413084-0.02951549049182287j),(0.00018243357989066155-0.0008472187433512441j),(0.001460080811640473-0.0025681994306768906j),(-0.001785867062152364+0.026059743852001875j),(1.158870418139375e-05+2.4285576294035186e-05j),(0.01863963322731523-0.002213110693659632j),(-0.17898390748194812+0.07446550318144518j),(0.2190153622794766-0.1443175834195511j),(-0.02522221059628872-0.0025630695832030087j),(1.0354871374307746+1.0064646588220503j),(0.7402499105619826+2.1682284272402272j),(0.8835537034038197-0.7824645353172519j),(1.3296623256382318+2.6037986627225904j),(0.34216207993884795-1.3471479529026302j),(-0.3459017186758108+1.6543779118126463j),(3.297779812382861-0.07287765492999904j),(-0.181082921455373+1.9655239924156986j),(0.212230543231111+0.7385227308127311j),(0.5777955723066911+0.03316059111370702j),(-0.35697387984734624-0.08467017275501972j),0.0
1.31,(0.06347310063471313+0.017240226593159408j),(0.01060316078388802+0.004489296817724443j),(0.008692065486182886-0.029567801194030068j),(0.00017429994314921708-0.0008517610232776955j),(0.0013983718134316862-0.002587185371191933j),(-0.0015118905743413398+0.026189726735769484j),(1.1806299531714948e-05+2.4182015724486163e-05j),(0.01869540743286171-0.0024189638858994338j),(-0.1788696929255282+0.07617565957997188j),(0.22344908871809113-0.14823711839571604j),(-0.02539310238005918-0.0020196118504956307j),(1.0359273997480165+1.0063972140262443j),(0.7404057678631331+2.1683434200479184j),(0.8815811701904511-0.7813077746676468j),(1.3297822937438175+2.6038377695405157j),(0.3427457530860997-1.3463599711509633j),(-0.34598948042083344+1.6547106381956367j),(3.297727570188088-0.07299586673504307j),(-0.18103470546467262+1.9657684171064964j),(0.21157251603851834+0.7396680785989502j),(0.5778172516616571+0.029705765472247833j),(-0.3578827328001-0.08572242743462444j),0.0
