N,E [H]
1,-14.634822466962714
2,-14.640771989543994
3,-14.644744237650924
4,-14.6487196499891
5,-14.650077707082643
6,-14.651767445682284
7,-14.652386285622422
8,-14.65303884027295
9,-14.653766177099758
10,-14.654262067723092
11,-14.654265712480685
12,-14.65469518690013
13,-14.657873694061724
14,-14.657882356331358
15,-14.65890298836101
16,-14.659262270441795
17,-14.659490341149546
18,-14.659516642802787
19,-14.659538148943621
20,-14.659590735396765
21,-14.66106188124519
22,-14.661384850501053
23,-14.661544274120201
24,-14.661575871968658
25,-14.661706886958497
26,-14.661833133240293
27,-14.662011049624498
28,-14.662013905812506
29,-14.662020296123904
30,-14.662024757182028
31,-14.662027726939016
32,-14.662074488383519
33,-14.662097128161665
34,-14.662105743244222
35,-14.66213777130431
36,-14.66214776448571
37,-14.662152038222192
38,-14.662159161782563
39,-14.662207736739214
40,-14.662214492337219
41,-14.662247562540388
42,-14.66225103048319
43,-14.662281288231346
44,-14.662281396246874
45,-14.662282525582825
46,-14.662282772295132
47,-14.662285785719162
48,-14.66228746757706
49,-14.662292203476168
50,-14.662307358570109
51,-14.662307358641433
