N,E [H]
1,-195.62694895797082
2,-195.63881994488221
3,-195.64020906016043
4,-195.6410923272975
5,-195.64230898742457
6,-195.6430818498942
7,-195.94819710637165
8,-195.94877006170302
9,-195.952684732681
10,-195.95283924611735
11,-195.95284145486883
12,-195.95310016690559
13,-195.95372010861712
14,-195.95440325789187
15,-195.9545099826276
16,-195.95773762386486
17,-195.9621359853075
18,-195.9647092799496
19,-195.96544600627197
20,-195.96656497628962
21,-195.9678747537047
22,-195.9683503626883
23,-195.96885649038472
24,-195.97013284897477
25,-195.9721214914302
26,-195.97276184283567
27,-195.9727634948666
28,-195.97300475037247
29,-195.97325832836566
30,-195.97328890381525
31,-195.97331383742346
32,-195.9733607943239
33,-195.97337417980174
34,-195.9734485651037
35,-195.97350091616315
36,-195.9735344812363
37,-195.97357553351196
38,-195.9736104260261
39,-195.9736303899537
40,-195.97363255034537
41,-195.97363908209468
42,-195.97365944465582
43,-195.9736729755481
44,-195.97373666721103
45,-195.97374145959566
46,-195.97378918482704
47,-195.9737933629247
48,-195.9738061762112
49,-195.97382955964238
50,-195.97383834239045
51,-195.97384011029928
