t,S_00,S_01,S_02
0.0,0.018691588785046696,0.046728971962616786,0.9345794392523353
0.01,0.017857297460534584,0.05563671136958453,0.9298401990159861
0.02,0.017004708356198963,0.06451468272137793,0.9259192152394508
0.03,0.016147927287687644,0.07302497733967184,0.9220919395632764
0.04,0.015305460999161536,0.08085881300697385,0.9180864103649685
0.05,0.014499374404936538,0.08774702147953141,0.9139234471719604
0.06,0.013757038841234508,0.09350170527795333,0.9102461183936498
0.07,0.013107700365817376,0.09801874561901452,0.9080705077073863
0.08,0.012573772916870738,0.10121575786308945,0.9078539842333184
0.09,0.012169705385250985,0.10306181612349097,0.9101353035453206
0.1,0.01189472383204829,0.10342474650438811,0.9137849118808726
0.11,0.011745682137724863,0.10222367845451565,0.9177480039581517
0.12,0.01172305034310796,0.09951645441717923,0.9220412238246195
0.13,0.011828706874545306,0.09547314408935219,0.9274457283542261
0.14,0.012060008874547733,0.09029921679419636,0.9345633472972448
0.15,0.012405906620387125,0.08418748833221253,0.9432994323059494
0.16,0.012851566573066221,0.07734033392780922,0.9537595571242544
0.17,0.013370669335006663,0.06993424630229704,0.9647437283188052
0.18,0.013936070088601038,0.06220119164683057,0.9752966488067508
0.19,0.014523520059227036,0.05442507242122718,0.9850320849338108
0.2,0.015112719044454302,0.04691319355104093,0.9940405896794292
0.21,0.015686673867071173,0.03996577583145533,1.0026125656784142
0.22,0.016229890862251056,0.03385348720663254,1.0108952926789327
0.23,0.016726375361748688,0.028804577577817753,1.0186107860822808
0.24,0.017165353224085803,0.02499837217626948,1.0258151863242022
0.25,0.01753701196440439,0.02256441330113709,1.032330792888231
0.26,0.01783200510740961,0.021577827025228206,1.0375442615846826
0.27,0.018045885082702818,0.0220505763403756,1.040929068460052
0.28,0.01817925216079811,0.023926422686812512,1.0420730601267112
0.29,0.01823950241509045,0.02708436580404463,1.0408819698171838
0.3,0.018245588761599645,0.031356763503075785,1.0380851429099174
0.31,0.018224878774616333,0.03654375554262682,1.0348788721039266
0.32,0.0182031827290156,0.04240458152977716,1.0318471477609308
0.33,0.0182023983242178,0.04870258907985763,1.0296108348411375
0.34,0.018221735052538796,0.055082912204895786,1.0262004019275717
0.35000000000000003,0.018272122660642025,0.061222731525484374,1.0210483705150488
0.36,0.018385021390413404,0.06693835295280672,1.0161220469937258
0.37,0.018593609149391174,0.0720682728649911,1.0129664036242052
0.38,0.018914546294887705,0.07646655278279117,1.0121851294923172
0.39,0.019331326442003645,0.07983051579734206,1.0114294161640707
0.4,0.01983497349127761,0.0819676629023559,1.0096973199161714
0.41000000000000003,0.02044361115348314,0.08292759731025182,1.0089232941002169
0.42,0.02117503998342724,0.08281137525763015,1.01073066170701
0.43,0.022022193191130014,0.0816366877325903,1.0150723737509646
0.44,0.022938185714163752,0.07927673466208918,1.0189775994716481
0.45,0.023900561817151188,0.07581570621460858,1.022065370394885
0.46,0.024920660010862385,0.07153369534320335,1.026489188107366
0.47000000000000003,0.026002290329216547,0.06667666453667075,1.033353263799693
0.48,0.027111521209374285,0.061351460996155294,1.041503831169287
0.49,0.028186210584661666,0.05564318806627591,1.0480925245901505
0.5,0.029212051892343573,0.04979309670871312,1.0535552585046624
