t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
1.54,(0.030666132833987128+0.4335238200964409j),(-0.6711579402826029+1.3477397456667541j),(1.6896909290740538+2.081564284769333j),(0.7317387065404872+0.3508128396527627j),(0.06361625555447877-0.7135760377940916j),(-0.47824803179829933-0.533752984420029j),(-0.0975051983329025-0.8229497999428177j),(-1.316209988723273-1.089587029368896j),(0.4773220839981054+1.002830275898084j),(-0.6451888213543765-0.18738879587760396j),(0.9648085503672837+0.45328969455518203j)
1.55,(0.03129840712566435+0.43413333336497434j),(-0.6710249989938003+1.3480861451058395j),(1.6898148710325538+2.081484053822475j),(0.731564053040578+0.3501598869463652j),(0.060827149710285924-0.7170132240739356j),(-0.4811279190486809-0.5326632925950667j),(-0.1015584795631531-0.8235571861800282j),(-1.3176821367376603-1.0902576409752034j),(0.4778830232171107+1.002791807668726j),(-0.6456354309774621-0.1853290765837794j),(0.9651430840024878+0.45228321246842057j)
1.56,(0.031933054967888674+0.4347582372944618j),(-0.6708955790780335+1.3484425156031188j),(1.6899426887856437+2.081405919657855j),(0.7313952910203286+0.34949064765449933j),(0.05797580959411919-0.7205083699709225j),(-0.48403665256117395-0.5315677641974128j),(-0.10563356507396252-0.8241764612134062j),(-1.3191964146611148-1.0909358863163776j),(0.478453371965148+1.0027599871774213j),(-0.6460932487251183-0.18323725199966098j),(0.9654923108560577+0.45127075657839616j)
1.57,(0.03256934220412134+0.43540230199124724j),(-0.6707702960656393+1.3488103670634881j),(1.690074944280521+2.081329884971831j),(0.7312331569937592+0.3488015383967621j),(0.055060057744804346-0.7240702998137508j),(-0.48697863293603416-0.530470473299758j),(-0.10973332454140794-0.8248135493821143j),(-1.3207543699898592-1.0916233617770759j),(0.4790352125571137+1.002736336319297j),(-0.6465671051532196-0.181111975945024j),(0.9658607572484464+0.45024958437032825j)
1.58,(0.033206599946318874+0.43606961843872993j),(-0.670649716155429+1.3491913330514733j),(1.6902122215868174+2.081255874245855j),(0.7310782204969204+0.34808859492002936j),(0.052077133717203454-0.7277076615292566j),(-0.4899582572023923-0.5293753061925346j),(-0.11386048773253067-0.8254742330916791j),(-1.3223577565443432-1.0923214574121847j),(0.47963091711059347+1.0027223694952083j),(-0.64706188335786-0.17895178721142704j),(0.966253214406807+0.44921636451586583j)
1.59,(0.03384422457493319+0.43676459849736454j),(-0.6705343562146882+1.3495871707912284j),(1.690355126896599+2.0811837337464714j),(0.7309308840878934+0.34734747209845634j),(0.04902369408221477-0.7314289266424132j),(-0.49297991881825415-0.5282859613839157j),(-0.11801764450533643-0.82616415281399j),(-1.324008534469244-1.0930313569468204j),(0.480243147545862+1.002719593611739j),(-0.6475825189753526-0.1767551095622117j),(0.966674738464992+0.44816717687308694j)
1.6,(0.034481677738911524+0.4374919749046609j),(-0.6704246837791769+1.3499997611665362j),(1.690504288524366+2.0811132315253182j),(0.73079138334679+0.3465734439334772j),(0.04589581242677278-0.7352423902763318j),(-0.4960480076705006-0.5272059495998163j),(-0.12220724480879508-0.8268888070873004j),(-1.3257088702334665-1.0937540377763293j),(0.48087485558588317+1.002729508081202j),(-0.6481340001822297-0.1745202517325028j),(0.9671306504635534+0.4470975124864993j)
1.61,(0.03511848635569645+0.43825680127518435j),(-0.6703211170531298+1.350431108720809j),(1.6906603569070522+2.0810440574191262j),(0.730659786875752+0.3457614035538054j),(0.042688979353848217-0.7391561711522605j),(-0.49916691007488756-0.5261385937838918j),(-0.1264315986828407-0.8276535525162265j),(-1.327461136630143-1.0944902709662871j),(0.4815292827563101+1.002753604821638j),(-0.6487213676952426-0.17224540742920835j),(0.9676265363497434+0.44600227358703987j)
1.62,(0.035754242611225895+0.4390644521005554j),(-0.6702240249092559+1.3508833416570876j),(1.6908240046040264+2.0809758230497204j),(0.730535996298952+0.34490586321543326j),(0.03939810248244804-0.7431782115895855j),(-0.502341008776046-0.5250870290975398j),(-0.1306928762583717-0.8284636037717483j),(-1.329267912776633-1.0952406212524992j),(0.48220996038548486+1.0027933682568164j),(-0.649349714771362-0.16992865533101953j),(0.9681682469775135+0.4448757735920749j)
1.6300000000000001,(0.03638860395993313+0.4399206227494499j),(-0.6701337268887386+1.3513587118380412j),(1.6909959262970915+2.0809080618240174j),(0.7304197462625934+0.34400095430163236j),(0.0360175064476154-0.74731627750583j),(-0.5055746829474821-0.5240542029198986j),(-0.1349931077572507-0.829324033591209j),(-1.3311319841145233-1.0960054470410008j),(0.482920709604439+1.0028502753162354j),(-0.6500241872077778-0.1675679590884106j),(0.9687618981075149+0.4437117371054003j)
1.6400000000000001,(0.03702129312474676+0.44083132946759906j),(-0.6700504932012357+1.351859594785969j),(1.6911768387904846+2.080840228934029j),(0.7303106044349095+0.3430404273229534j),(0.032540932900429725-0.7515779584166548j),(-0.5088723081915767-0.5230428748478477j),(-0.13933418349230453-0.8302397727783152j),(-1.333056342409629-1.096784900408057j),(0.48366564134689294+1.0029257954351214j),(-0.6507499833418988-0.1651611673236391j),(0.9694138704070988+0.442503299917241j)
1.6500000000000001,(0.03765209809709072+0.4418029093777895j),(-0.6699745447248795+1.3523884896827978j),(1.6913674810108765+2.080771701356858j),(0.7302079715061645+0.3420176519172262j),(0.028961540508006672-0.7559706674358581j),(-0.5122382565395861-0.5220556166960083j),(-0.14371785386732427-0.8312156102031368j),(-1.3350441857519915-1.0975789271001624j),(0.4844491563492564+1.0030213905544298j),(-0.6515323540513533-0.1627060136307457j),(0.9701308094503156+0.4412430090042516j)
1.6600000000000001,(0.03828087213688432+0.4428420204798629j),(-0.6699060530062767+1.3529480193700842j),(1.6915686140073727+2.0807017778547023j),(0.7301110811886526+0.3409256168495596j),(0.025271904953498084-0.7605016412753758j),(-0.5156768964516416-0.5210948124967425j),(-0.14814572937706533-0.8322561928021074j),(-1.3370989185558806-1.098387266534041j),(0.4852759451506283+1.0031385151208438j),(-0.6523766027539886-0.16020011657555414j),(0.9709196257179158+0.4399228225295159j)
1.67,(0.03890943833302953+0.44394329910669966j),(-0.6698424126837483+1.3535363258818116j),(1.6917804711969595+2.080630046003875j),(0.7300187197065942+0.33976831619069475j),(0.021470997696324233-0.7651688109621376j),(-0.5191857024852652-0.5201539917961712j),(-0.15261991510037595-0.8333585589961588j),(-1.3392223237078462-1.0992083324505224j),(0.4861446322019949+1.003275168001036j),(-0.6532715845544522-0.15764946374333794j),(0.9717759195734698+0.43854332596617984j)
1.68,(0.03953757422186203+0.4450946465463326j),(-0.6697817862781211+1.3541498904704559j),(1.6920035850464896+2.0805580119899965j),(0.7299340325129156+0.338555956484468j),(0.017567919643173724-0.7699574316274629j),(-0.5227555871147901-0.519220380377954j),(-0.1571396675309487-0.8345119327873604j),(-1.3414141910087023-1.1000369459689616j),(0.48704896712451734+1.00343033991497j),(-0.6541960969372153-0.1550660499037954j),(0.9726906989625814+0.43711638777545075j)
1.69,(0.04015877156867659+0.44631080273245066j),(-0.6697298237563394+1.3547958215380378j),(1.6922400777288567+2.0804875819267696j),(0.7298638053959117+0.3372738246432569j),(0.01356154654512069-0.7748658832489419j),(-0.5263895924393379-0.5182989471482558j),(-0.1616999275741702-0.8357185103832944j),(-1.3436766352215843-1.1008679004276243j),(0.4879955536880764+1.0036124439735419j),(-0.6551640746653389-0.15244456076672255j),(0.9736812282489311+0.4356382333411343j)
1.7,(0.04076737887618721+0.44760505626339736j),(-0.669691347347223+1.3554805713146862j),(1.692491871945712+2.0804203546298603j),(0.7298137000460674+0.33590824322515617j),(0.009451001185319042-0.7798904610347285j),(-0.5300889477796613-0.5173936148221323j),(-0.1662951090687495-0.8369790308078126j),(-1.3460103969325914-1.1016956315760158j),(0.48899060540381156+1.003828795169047j),(-0.6561874134353258-0.14978078475212145j),(0.9747629082934846+0.4341048810698885j)
1.71,(0.04135875285601704+0.44898850173332766j),(-0.6696701600270545+1.356209649087096j),(1.692760650893578+2.080357623131372j),(0.7297881826943817+0.3344472539701676j),(0.005235998590425603-0.7850249046473605j),(-0.5338526815146095-0.5165067524160045j),(-0.17091916941944715-0.8382923634595717j),(-1.348414741335178-1.1025141805594494j),(0.4900395806789877+1.004085368321995j),(-0.6572749853051643-0.14707210944768734j),(0.9759485591418768+0.4325126212302262j)
1.72,(0.041929258428698366+0.4504700397322081j),(-0.6696690455195781+1.3569876211985274j),(1.6930478582638488+2.080300374679848j),(0.729790524112368+0.33288061780020006j),(0.0009168460306000874-0.7902603982037602j),(-0.5376776210811285-0.5156391752476576j),(-0.17556560959707526-0.839655508112033j),(-1.3508874582301542-1.1033171939190474j),(0.4911471828169953+1.0043867980811096j),(-0.6584326386943279-0.14431752160880873j),(0.9772484200244118+0.4308580159525151j)
1.73,(0.04247626872367263+0.452056376845817j),(-0.6696897682960004+1.357818111048807j),(1.693354698242791+2.0802492907402685j),(0.7298227996120535+0.33119981481906935j),(-0.0035055569804948554-0.7955855702752334j),(-0.5415583929742609-0.5147901449362412j),(-0.1802274741384974-0.8410635949134624j),(-1.3534248620256855-1.1040979235917403j),(0.49231736001735044+1.004736378923329j),(-0.6596631983837761-0.14151760715856732j),(0.9786701493560628+0.4291378992289774j)
1.74,(0.042998165079290405+0.45375202565574424j),(-0.6697330735749899+1.3587037990943274j),(1.6936821355115417+2.0802047469940534j),(0.7298858890459798+0.3293980443124983j),(-0.00802971868569368-0.8009864938874703j),(-0.5454874227471462-0.5139573694022695j),(-0.18489735114662867-0.8425098843869303j),(-1.3560217917372932-1.1048492269102674j),(0.4935533053756945+1.0051360651538055j),(-0.6609664655159535-0.13867455118773803j),(0.9802188247364721+0.4273493769136899j)
1.75,(0.04349433704281142+0.4555593047393912j),(-0.6697986873226773+1.3596464228480463j),(1.6940308952461105+2.080166813339061j),(0.7299794768072027+0.32747022474811677j),(-0.012653555084327951-0.8064466865205455j),(-0.5494549350110208-0.5131370028676211j),(-0.18956737229043574-0.8439857674303116j),(-1.3586716109878538-1.1055635666031767j),(0.4948574568837944+1.0055864709059055j),(-0.6623392175947906-0.13579213795478892j),(0.9818969429499514+0.42548982672258434j)
1.76,(0.043965182370404546+0.4574783386699711j),(-0.6698853162526558+1.360646776879488j),(1.6944014631173785+2.080135253889588j),(0.7301020518292918+0.32541299377546157j),(-0.017374389932226265-0.8119471101089173j),(-0.5534489534352175-0.512323645855539j),(-0.1942292128049367-0.8454807653162861j),(-1.3613662080075997-1.1062330107948244j),(0.4962314974295427+1.00608687014121j),(-0.6637752084857034-0.13287575088588138j),(0.9837044199654813+0.423556898233447j)
1.77,(0.04441210702714779+0.45950705801650865j),(-0.66999064782598+1.3617047128147428j),(1.694794085291098+2.08010952697637j),(0.730250907586331+0.3232247082259766j),(-0.022188954741714367-0.817466171041428j),(-0.5574553007471659-0.5115103451906309j),(-0.19887409149120125-0.8469825296923382j),(-1.3640959956341188-1.1068492330053754j),(0.4976763547969574+1.006635196649514j),(-0.6652651684155931-0.12993237257486995j),(0.9856385909367117+0.42154851288591877j)
1.78,(0.044837525187028306+0.46164119934384024j),(-0.6701113502511671+1.3628191393364666j),(1.695208768427894+2.08008878514658j),(0.7304221420929188+0.3209054441130127j),(-0.02709338878161508-0.8229797201613044j),(-0.5614575987323925-0.5106885939988687j),(-0.20349277071635052-0.8484768425807567j),(-1.366849911312354-1.1074035121508035j),(0.4991922016661818+1.0072280440488268j),(-0.666796803972847-0.1269705847833023j),(0.9876942102019616+0.41946286398149535j)
1.79,(0.04524485923294241+0.4638743052126138j),(-0.6702430724841963+1.363988022183881j),(1.6956452796832622+2.080071875163832j),(0.7306106579041671+0.31845699663182775j),(-0.032083239077248284-0.828461052766157j),(-0.5654372682345207-0.5098483317075888j),(-0.20807555641355724-0.849947616378635j),(-1.3696154170946047-1.10788673254289j),(0.500778455613485+1.007860665785372j),(-0.6683547981073376-0.12400056844041946j),(0.989863451284219+0.4172984166835272j)
1.8,(0.04563853975669554+0.466197724179289j),(-0.6703804442285091+1.365208384152774j),(1.6961031467075702+2.0800573380081757j),(0.7308101621157025+0.3158828801595866j),(-0.037153460410430994-0.8338809086079806j),(-0.5693735291552701-0.5089779440454923j),(-0.21261229808204554-0.8513768938578715j),(-1.372378499640525-1.1082893838892263j),(0.5024337791112615+1.0085269751335875j),(-0.6699208101304228-0.12103410364315556j),(0.9921359068911415+0.4150539080172192j)
1.81,(0.04602400555900229+0.4686006107961371j),(-0.6705170759350086+1.3664763050954989j),(1.696581657646058+2.0800434088761017j),(0.7310131663636653+0.31318832825536125j),(-0.04229841531947731-0.8392074718931541j),(-0.5732434004544573-0.5080642630426448j),(-0.21709238878709117-0.8527448481651687j),(-1.3751236702171252-1.1086015612932112j),(0.5041560795280311+1.0092195451961252j),(-0.6714734757149465-0.118084569656138j),(0.9944985889150555+0.4127283468696312j)
1.82,(0.04640770364948639+0.47106992561124084j),(-0.6706455588020607+1.3677869219209755j),(1.697079861138836+2.0800280171805383j),(0.7312109868247104+0.3103802936601305j),(-0.047511874099198353-0.8444063712824404j),(-0.577021700149996-0.5070925670304759j),(-0.22150476516002138-0.854029782822034j),(-1.3778339646987705-1.1088129652540524j),(0.5059425091284395+1.0099296089038514j),(-0.6729884068952379-0.11516694491168736j),(0.9969359284329565+0.4103210139896776j)
1.83,(0.04679708924668074+0.47359043516849486j),(-0.6707574647754929+1.3691344285946891j),(1.6975965663208874+2.080008786550852j),(0.7313937442160067+0.3074674482967803j),(-0.05278701480090242-0.8494406798909865j),(-0.5806810453178961-0.5060465806417802j),(-0.22583790739821488-0.8552081317247794j),(-1.3804909435671822-1.108912901666766j),(0.5077894650732575+1.010647059015847j),(-0.6744381920671116-0.11229780700981741j),(0.9994297757065095+0.40783146198812736j)
1.84,(0.04720062577802734+0.4761447120076052j),(-0.6708433465485951+1.3705120761386913j),(1.6981303428220667+2.079983034832848j),(0.731550363795237+0.3044601832701036j),(-0.058116423232394854-0.8542709152883236j),(-0.5841918520922644-0.5049084748107164j),(-0.23007983926510195-0.8562544591445215j),(-1.3830746919114367-1.1088902818221773j),(0.5096925894193816+1.0113604481194063j),(-0.675792395987868-0.1094953327182352j),(1.0019594001820482+0.40525951533760446j)
1.85,(0.04762778487987737+0.47871313466408966j),(-0.6708927375621192+1.371912172631599j),(1.6986795207671+2.0799477740887706j),(0.7316685753605984+0.30137060886680034j),(-0.06349209295797811-0.8588550394983667j),(-0.5875223356653048-0.5036588667728079j),(-0.2342181280901643-0.8571414597271814j),(-1.3855638194279662-1.1087336224069193j),(0.5116467691198338+1.0120569886300388j),(-0.677017559776293-0.10677929797234093j),(1.004501490490576+0.40260527037258725j)
1.86,(0.048089046397491154+0.4812738876692776j),(-0.6708941520042792+1.3733260832085956j),(1.6992421907755848+2.079899710597303j),(0.7317349132508023+0.2982125545554774j),(-0.06890542529845177-0.8631484589994153j),(-0.5906385102873173-0.5022768200649425j),(-0.23823988476893526-0.857839958493485j),(-1.387935460420559-1.1084310455034343j),(0.5136461360237616+1.0127225527914674j),(-0.6780772009126579-0.10417107787522799j),(1.0070301544477651+0.39986909528940895j)
1.87,(0.0485959150600474+0.483803714989204j),(-0.6708353261121228+1.3747445923971275j),(1.6998161362218014+2.079835449762241j),(0.731734870971522+0.2950007935464778j),(-0.07434791119682055-0.867105610749146j),(-0.5935054741697829-0.5007404367546221j),(-0.24213237625694073-0.8583200949646121j),(-1.390165876454775-1.1079708787614853j),(0.5156843875966141+1.0133419454799577j),(-0.6789326102328918-0.10169236454580301j),(1.0095176408234585+0.3970510141335313j)
1.8800000000000001,(0.04916149368500322+0.48630293625861515j),(-0.6707117991751493+1.376169076354391j),(1.700396499916065+2.0797578767370353j),(0.7316570864569376+0.2917260484758848j),(-0.07983676607899885-0.870740286947839j),(-0.5961371273359586-0.49905327182661857j),(-0.24590608601890596-0.8585975554093118j),(-1.3922550249820742-1.1073673487652986j),(0.5177640839444405+1.01390741311915j),(-0.6795756797009289-0.0993167583958783j),(1.011958307988625+0.39413233268080594j)
1.8900000000000001,(0.049798485200094535+0.48874819489990323j),(-0.6705131561836284+1.3775868387066637j),(1.7009800421231736+2.079662374291824j),(0.7314825756278053+0.2884049121966398j),(-0.08537631776482144-0.8740393756537875j),(-0.5985274779674342-0.4972190314070598j),(-0.2495606058226594-0.8586710410347277j),(-1.394197000093328-1.1066322932254717j),(0.5198740508976183+1.0144009234097633j),(-0.679990930552037-0.09704190350549544j),(1.014323887734428+0.391118428232334j)
1.9000000000000001,(0.05051800107030827+0.49110236402944263j),(-0.6702253371355674+1.3789773621784378j),(1.7015646721327997+2.0795402841162436j),(0.7311898965179497+0.285067779227353j),(-0.09095815964383322-0.8769647366215183j),(-0.6006496936996103-0.49523292969071747j),(-0.2530854053339162-0.8585204530838852j),(-1.395977193533723-1.1057679674271912j),(0.5219967315198829+1.0147995735972792j),(-0.6801516716045054-0.09488955183729146j),(1.0165736875389066+0.3880262951138968j)
1.9100000000000001,(0.05132979700374844+0.49333191745645216j),(-0.6698359744135327+1.38032102223707j),(1.7021479499491352+2.079383811872243j),(0.7307592637168916+0.2817405940152197j),(-0.0965752465557008-0.8794859744986646j),(-0.6024821955490083-0.49309203087174175j),(-0.2564725502742384-0.8581307439028417j),(-1.3975839864023116-1.1047779451042412j),(0.5241162279347802+1.0150821990491192j),(-0.680035370822051-0.09287914378379247j),(1.0186713032123198+0.3848693938999909j)
1.92,(0.052242272951636144+0.49540692968299505j),(-0.6693343927846498+1.3815990870927835j),(1.7027270862908908+2.0791860271940847j),(0.7301725483698467+0.2784448509360202j),(-0.10222189479021226-0.8815804388259673j),(-0.6040086579132703-0.4907952491436615j),(-0.25971670242103434-0.8574919169406865j),(-1.3990087491520102-1.1036671184390032j),(0.5262183013256656+1.0152293732546445j),(-0.6796236553138174-0.09102780816741353j),(1.0205846188971475+0.3816576514138281j)
1.93,(0.05326247310830962+0.4973010759039788j),(-0.6687116094006026+1.382793717698665j),(1.7032989425912959+2.078940863688343j),(0.7294132781777268+0.2751975942941197j),(-0.10789378208727785-0.883233224037274j),(-0.6052180085711595-0.48834334869938384j),(-0.2628151196075597-0.8565990267495405j),(-1.4002458415895995-1.1024416980624554j),(0.5282903719357049+1.015223407825157j),(-0.6789023113343757-0.08935036224045866j),(1.02228580706809+0.37839746072733527j)
1.94,(0.05439608591122416+0.4989916320071554j),(-0.6679603337976343+1.383887967750667j),(1.7038600309980994+2.0786431189339045j),(0.7284666373971392+0.27201141832246833j),(-0.11358794763692899-0.8844371694595397j),(-0.6061044286825599-0.48573894373119453j),(-0.2657676557229165-0.8554521789845568j),(-1.401292612875725-1.101109213054173j),(0.5303215190678734+1.0150483524938982j),(-0.677861284283724-0.08785931168512093j),(1.0237513285320685+0.3750916811611547j)
1.95,(0.055647444040952156+0.500459474573121j),(-0.6670749678965467+1.384865783687607j),(1.7044065143735683+2.078288454481969j),(0.7273194668403868+0.26889446718260146j),(-0.11930279207931899-0.885192859312826j),(-0.6066673527884762-0.4829864984307578j),(-0.26857676071205366-0.8540565304039205j),(-1.4021494015248965-1.099678510942329j),(0.5323024810849564+1.0146899951160502j),(-0.6764946787072877-0.08656485061348243j),(1.0249619324282242+0.3717396382846438j)
1.96,(0.0570195244211831+0.5016890808753162j),(-0.6660516060027007+1.3857120046911675j),(1.7049342062944892+2.0778733958560482j),(0.7259602638754684+0.26585043496463934j),(-0.12503807750472276-0.8855086227103021j),(-0.6069114688110343-0.4800923269891164j),(-0.27124748057576675-0.8524222888688481j),(-1.4028195354054886-1.0981597577036928j),(0.5342256554095491+1.0141358616687353j),(-0.6748007582959193-0.08547486156751424j),(1.025902656227919+0.3683371239158753j)
1.97,(0.05851394821872357+0.5026685288800259j),(-0.664888034806016+1.3864123626858955j),(1.705438571052168+2.0773953325519665j),(0.7243791824260779+0.26287856568728707j),(-0.13079492745353696-0.8854005336582441j),(-0.6068467180534808-0.4770645935966917j),(-0.2737874573706982-0.8505647133435885j),(-1.4033093317397403-1.0965644377636314j),(0.536085098524057+1.0133752162510155j),(-0.6727819458858987-0.08459491551907641j),(1.0265628257347352+0.364876396121637j)
1.98,(0.06013098084349726+0.5033894972463794j),(-0.6635837333809712+1.3869534823392038j),(1.7059147236524284+2.0768525180378608j),(0.7225680329716054+0.259973653297835j),(-0.13657582691627984-0.8848924110560352j),(-0.6064882952001831-0.47391331244328333j),(-0.27620692920933704-0.8485041138954224j),(-1.4036280971037551-1.0949053539961087j),(0.5378765259706949+1.0123990610838935j),(-0.6704448234589327-0.08392827186991801j),(1.026936055084476+0.36134617921743223j)
1.99,(0.061869531948544935+0.5038472653263503j),(-0.6621398731866038+1.38732288106137j),(1.7063574298156141+2.0762440697541806j),(0.7205202825471363+0.25712604167215836j),(-0.14238462233359142-0.8840158186961657j),(-0.6058566483166299-0.4706503477180697j),(-0.27851873026001917-0.8462658516946622j),(-1.403788127427501-1.0931966277236858j),(0.5395973123514879+1.0112001365103116j),(-0.6678001321421554-0.08347587845167712j),(1.0270202467451641+0.35773166376747917j)
2.0,(0.06372715543002447+0.5040407131647566j),(-0.6605593180665101+1.3875089690055367j),(1.706761105976587+2.075569969113688j),(0.7182310547434516+0.25432162461471736j),(-0.14822652159623326-0.8828100652642329j),(-0.6049774788494302-0.4672894136096076j),(-0.28073829074692713-0.8438803390146524j),(-1.4038047079948108-1.091453698717521j),(0.5412464913282711+1.0097729209951527j),(-0.6648627722081282-0.08323637152588079j),(1.026817591517044+0.35401450658471145j)
