t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
0.15,(-0.06219467706410884+0.36454628742149037j),(-0.6654522769013397+1.3346254168433214j),(1.6836903806240815+2.078488020324144j),(0.7308140705636211+0.29778543022316145j),(0.17446890873973545+0.0894748150137746j),(-0.47296382344335125-0.4158118686487398j),(0.16831894524533825-0.6720699528749734j),(-1.314461543596567-1.0579834991723336j),(0.485720527624454+0.9782929634533761j),(-0.6809629039008416-0.12563335353290073j),(0.8899541473461194+0.47382494557985944j)
0.16,(-0.06538852655257019+0.35699732236667564j),(-0.6655293807645505+1.334297206834885j),(1.6836387099672132+2.0786177690258163j),(0.7322730333979776+0.29905993794361513j),(0.17382292979441044+0.08158966659400967j),(-0.4727561283210782-0.41439336299092605j),(0.1668839315740297-0.6723463137583451j),(-1.3144203991490429-1.05774041938857j),(0.48470319268011014+0.9788162148407136j),(-0.679840291180267-0.12494473403798914j),(0.8909855344397687+0.4750111989592074j)
0.17,(-0.06833030895734662+0.3499164085490571j),(-0.6656213149820048+1.3339765631059226j),(1.683593165547633+2.078750917610635j),(0.7337315050570755+0.3003155138771053j),(0.17314591526886705+0.07341715431993164j),(-0.47239746904136476-0.41295311880491725j),(0.16536814841320685-0.6725404326166734j),(-1.3143608979628527-1.057497576935887j),(0.4836991730873188+0.9793798497338985j),(-0.6786336012756422-0.12435727185357541j),(0.8920892726113684+0.47616000912605516j)
0.18,(-0.070993371612693+0.3433173584488194j),(-0.6657258583999712+1.333665956750743j),(1.6835539444632022+2.078886326047839j),(0.7351735327482501+0.30154946996591525j),(0.17242820787037993+0.0650001103277435j),(-0.47188176830866796-0.411515383114871j),(0.1637814845734206-0.6726427854549445j),(-1.3142834344426075-1.0572579131798383j),(0.4827137517179576+0.9799775177522113j),(-0.6773589039884075-0.12388417856166539j),(0.8932569581964903+0.4772624485812635j)
0.19,(-0.07335092565665294+0.33720570638339875j),(-0.6658401955172922+1.3333674427926114j),(1.683521014859534+2.079022807231969j),(0.736582672610754+0.30276210773158685j),(0.17165919341020291+0.05638160405562112j),(-0.47120595511133645-0.41010677845656324j),(0.1621351455691395-0.6726448507036353j),(-1.3141889091296306-1.0570243975765594j),(0.4817510727732386+0.9806015938494286j),(-0.676035174551987-0.12353651515674233j),(0.8944780812306037+0.47831091736720827j)
0.2,(-0.07537601506208151+0.33157955216149154j),(-0.6659608166977411+1.3330828955511442j),(1.683494103657851+2.0791589986463994j),(0.7379406779869175+0.3039534843703865j),(0.17082664940008532+0.04760391796042477j),(-0.47037089764444073-0.40875510859221614j),(0.16044095314989157-0.6725405545761459j),(-1.3140788683480547-1.0568000553855255j),(0.4808147601698013+0.98124359596019j),(-0.674684888010866-0.12332231616887179j),(0.8957420465413514+0.47929785540746367j)
0.21,(-0.07705034479147306+0.3264328568130917j),(-0.6660839334072184+1.3328147564527626j),(1.6834726910661757+2.0792931574699596j),(0.7392291230242958+0.30511038404959634j),(0.16991902964330313+0.038702239327667386j),(-0.46938738155568543-0.4074797967434198j),(0.1587065690623238-0.6723333971114864j),(-1.313955825156733-1.0565873000149333j),(0.47990926601634504+0.9818973409390472j),(-0.6733308340423529-0.12323968980705631j),(0.897047465824741+0.4802138511408627j)
0.22,(-0.0783715691456668+0.32174992085751086j),(-0.6662075463579659+1.3325633445350122j),(1.6834563046372832+2.0794248839937914j),(0.740448967688483+0.30624178024225956j),(0.16893721681732377+0.029713428317689996j),(-0.4682654289125028-0.4063002338140824j),(0.15694127734083765-0.6720204260564576j),(-1.3138212064759784-1.0563870251447018j),(0.4790326426138511+0.9825559690269826j),(-0.6719834763403428-0.12328569531810478j),(0.8983811799051742+0.48106380415986155j)
0.23,(-0.07934058092296789+0.31751423146305147j),(-0.6663300011359541+1.3323286290101592j),(1.683444497743167+2.0795539630789683j),(0.741602655243664+0.30735892788410774j),(0.16788438388979166+0.02067205326018335j),(-0.46701493486148543-0.40523409183811854j),(0.1551540530418742-0.6715982179606897j),(-1.3136762430253193-1.0561998659388885j),(0.47818235289698724+0.983212878947023j),(-0.6706507638790568-0.12345740570649351j),(0.8997293628243582+0.48185391330725724j)
0.24,(-0.0799603558316885+0.3137098410386822j),(-0.6664497615749952+1.3321105883762425j),(1.6834368325810727+2.079680147739275j),(0.7426913953993411+0.3084708010743324j),(0.16676450231610312+0.011609181038102268j),(-0.4656466079217816-0.40429618016107305j),(0.15335279912924776-0.6710647006709292j),(-1.313522180951528-1.056026334966609j),(0.47735630505632676+0.9838621553646291j),(-0.6693395798329563-0.12375117781204731j),(0.9010802438761224+0.4825894269158945j)
0.25,(-0.08023595249014785+0.31032136723403797j),(-0.6665654097567422+1.3319092104170733j),(1.683432880173499+2.0798031591412034j),(0.7437151643103349+0.309584093075585j),(0.16558234203940614+0.00255237708766564j),(-0.46417196998509463-0.4034984454401211j),(0.1515443464741457-0.6704191533310382j),(-1.3133602818286239-1.055866822202037j),(0.47655285253834845+0.9844985688876949j),(-0.6680557415767441-0.12416265230993942j),(0.9024241076064179+0.4832746428086657j)
0.26,(-0.08017451242667215+0.30733399293942015j),(-0.6666756460106894+1.3317244922022355j),(1.6834322203681982+2.0799226866039557j),(0.7446727045767831+0.31070321631397707j),(0.16434347149060055-0.006474294601643463j),(-0.46260335631568356-0.40284997164406827j),(0.14973445385512874-0.6696622063819955j),(-1.3131918226578705-1.0557215950244052j),(0.4757707940454365+0.9851175760665488j),(-0.6668040006853626-0.12468675371069163j),(0.9037532938133177+0.4839129082985108j)
0.27,(-0.07978526007959458+0.3047334662857964j),(-0.6667792889141724+1.3315564400870854j),(1.6834344418381755+2.0800383875994437j),(0.7455615252441417+0.3118303023790801j),(0.163054257588338-0.015450271487077921j),(-0.4609539155503626-0.4023569800533506j),(0.14792780795813076-0.6687958415618958j),(-1.313018095867778-1.0555907982180044j),(0.4750093735358805+0.9857153193939525j),(-0.6655880429339956-0.12531769036017418j),(0.9050621975470167+0.4845066201884175j)
0.28,(-0.0790795027972554+0.30250610064480055j),(-0.6668752752923679+1.3314050697127515j),(1.683439142081689+2.0801498877522877j),(0.7463779018031839+0.3129652020239255j),(0.16172186573902184-0.024358492472626503j),(-0.4592376096985015-0.4020228292600343j),(0.14612802337645883-0.66782339190595j),(-1.3128404093141015-1.0554744539721836j),(0.4742682802238757+0.9862886273051015j),(-0.664410488298067-0.12604895443960576j),(0.9063472691098317+0.4850572247714211j)
0.29,(-0.07807063083800181+0.300638774628733j),(-0.666962660218294+1.3312704060061349j),(1.6834459274222502+2.080256780839817j),(0.7471168761900011+0.3141054851650049j),(0.16035425983680732-0.033185397909013786j),(-0.4574692141420254-0.40184801516781615j),(0.14433764261079324-0.6667495417464852j),(-1.3126600862798419-1.0553724618813507j),(0.4735476485795226+0.9868350141776249j),(-0.6632728909532414-0.12687332196555362j),(0.907607014056201+0.48556521783060463j)
0.3,(-0.07677411737018806+0.2991189320905603j),(-0.6670406170128098+1.3311524831799095j),(1.683454413008624+2.080358628792071j),(0.7477722567860025+0.31524644088226955j),(0.15896020226360136-0.04192092959370042j),(-0.45566431763541476-0.4018301709920233j),(0.14255813606918744-0.6655803267129444j),(-1.312478465475246-1.0552845989449713j),(0.47284805832882715+0.9873526803315859j),(-0.662175739275424-0.1277828527899334j),(0.9088419931926854+0.48603014463909877j)
0.31,(-0.0752075184721754+0.2979345821239153j),(-0.6671084372446158+1.3310513447325212j),(1.6834642228148273+2.0804549616917964j),(0.7483366184179144+0.316381077419131j),(0.15754925388906277-0.05055853077088275j),(-0.4538393223057055-0.4019640672596131j),(0.14078990206706815-0.6643231337318872j),(-1.3122969010378054-1.0552105195675698j),(0.47217053445370094+0.9878405120294811j),(-0.6611184558407606-0.12876889060000934j),(0.9100548225779671+0.4864505999600818j)
0.32,(-0.07339047313233209+0.29707429906309735j),(-0.6671655307302536+1.3309670434481886j),(1.6834749896401315+2.080545277774452j),(0.7488013023577819+0.31750012218246065j),(0.15613177407060208-0.05909514613149315j),(-0.45201144365248896-0.4022416118091735j),(0.13903226682723527-0.6629867010269889j),(-1.3121167625322578-1.0551497555587293j),(0.47151654719196084+0.9882980814762409j),(-0.6600993974256375-0.12982206291839402j),(0.9112501735228502+0.4868242280467796j)
0.33,(-0.07134470324903339+0.29652722248307195j),(-0.6672114255341061+1.330899641396903j),(1.6834863551090604+2.0806290434282038j),(0.7491564163229667+0.3185920217425899j),(0.15471892065338166-0.06753122181319983j),(-0.45019871054791183-0.4026518497909227j),(0.13728348447986183-0.661581118119041j),(-1.3119394349505864-1.0551017161330905j),(0.47088801203732933+0.9887256468192296j),(-0.6591158550066818-0.13093228110304864j),(0.9124347725902608+0.48714772264246603j)
0.34,(-0.06909356359650078+0.296284684571143j),(-0.6672465164372425+1.330849133908382j),(1.6834982089421422+2.0807063628778337j),(0.7494068731225186+0.31966009952639085j),(0.1533220927810143-0.07585690075916983j),(-0.448406736746274-0.40318969884071937j),(0.13554521663040076-0.6601112199960755j),(-1.3117649641505382-1.0550655333514336j),(0.4702843730494748+0.9891221555746192j),(-0.6581628077644974-0.13209901609681202j),(0.9136058474886954+0.4874254158435145j)
0.35000000000000003,(-0.06666223857796265+0.2963393696359856j),(-0.6672728465538582+1.3308148912072477j),(1.683510764801315+2.080778288117886j),(0.7495742440450596+0.320720905440881j),(0.15194919619522054-0.08405982769856282j),(-0.4466244698698107-0.40385107674828935j),(0.13381532417604858-0.6585684656275875j),(-1.3115916296517367-1.0550398889156065j),(0.46970252139006313+0.9894861437234995j),(-0.6572286965488917-0.1333282896013497j),(0.9147500780362371+0.48766885473022636j)
0.36,(-0.06407615500778135+0.29668174640708495j),(-0.6672922133544761+1.3307960570743884j),(1.6835240788016916+2.0808454254208493j),(0.7496664364886552+0.32177439335927566j),(0.1506065098434454-0.09214544168242109j),(-0.44485025311885484-0.4046214943011675j),(0.1320839040364584-0.6569462195254367j),(-1.3114186916152493-1.055023529938602j),(0.4691420147660684+0.9898186963149167j),(-0.6563010964903405-0.13461545811784686j),(0.9158645744741281+0.4878813076924469j)
0.37,(-0.061359545645502965+0.2973016394806903j),(-0.6673062661555799+1.3307918358495607j),(1.6835382079419121+2.0809083167166205j),(0.7496905382829259+0.32282032929049614j),(0.14930021127178816-0.10011939860531537j),(-0.4430828713926449-0.4054877148244199j),(0.13034213170038578-0.655238873917442j),(-1.3112455013340887-1.0550153034219312j),(0.46860251015217097+0.9901210186626836j),(-0.6553688663161001-0.13595620308537001j),(0.9169471535279571+0.4880655735644491j)
0.38,(-0.05853544566809371+0.29818823718161336j),(-0.6673165083935506+1.33080149280599j),(1.6835532110775857+2.0809674421914983j),(0.7496528873278959+0.3238583710379402j),(0.14803637843155637-0.1079874984318433j),(-0.4413214972289786-0.406437800935406j),(0.12858229108028554-0.6534418291650714j),(-1.3110714957315526-1.0550141558655795j),(0.4680837507037297+0.9903944260709955j),(-0.6544221489439005-0.13734658102124156j),(0.9179962874775665+0.4882240207800528j)
0.39,(-0.05562569266993988+0.29933009156322776j),(-0.6673242976246668+1.3308243541503684j),(1.68356914892129+2.081023220288182j),(0.7495590715939935+0.32488806819948235j),(0.1468209896792657-0.11575568519662971j),(-0.439565690804213-0.4074611145437788j),(0.1267977745123119-0.6515514937634423j),(-1.3108961973612236-1.0550191332680043j),(0.46758556575678256+0.9906403438344294j),(-0.6534523714819452-0.13878302352103963j),(0.9190111041570517+0.48835858737262483j)
0.4,(-0.05265092666284788+0.3007151184074697j),(-0.6673308455251049+1.3308598070228579j),(1.6835860840425716+2.081076007705774j),(0.74941392912205+0.3259088621674736j),(0.1456599237766402-0.12343004700432644j),(-0.43781539993326385-0.4085483168514847j),(0.12498308275631827-0.649565284341321j),(-1.3107192144069686-1.0550293811261362j),(0.4671078708280464+0.9908603072379447j),(-0.6524522452289122-0.14026233725859824j),(0.9199913869547619+0.4884707809750789j)
0.41000000000000003,(-0.04963059007604421+0.30233059722483735j),(-0.6673372178909386+1.3309072994970872j),(1.6836040808679467+2.0811260993997776j),(0.7492215480233007+0.32692008612874174j),(0.144558959890612-0.13101681602961252j),(-0.43607096006960655-0.4096913683527635j),(0.12313382499585743-0.6474816256611232j),(-1.3105402406829396-1.055044144435379j),(0.4666506676149168+0.9910559615568827j),(-0.6514157656739528-0.14178170398600715j),(0.9209375748132995+0.48856167881987583j)
0.42,(-0.04658292775617548+0.30416317125439135j),(-0.667344334638139+1.3309663405801542j),(1.683623205680899+2.0811737285820975j),(0.7489852664793845+0.327920965064591j),(0.14352377759332147-0.13852236851719393j),(-0.4343330943052753-0.4108835288341486j),(0.12124671883818147-0.6452999506189137j),(-1.3103590556335736-1.0550627676896092j),(0.4662140439954683+0.9912290620569669j),(-0.6503382124966921-0.14333868053361196j),(0.9218507622295203+0.4886319277390232j)
0.43,(-0.04352498696730833+0.3061988474637545j),(-0.6673529698025752+1.3310365002126243j),(1.683643526621883+2.081219066721041j),(0.7487076727423441+0.3289106157508023j),(0.14255995686211734-0.14595322478180395j),(-0.43260291337086354-0.41211935737446675j),(0.11931959031424173-0.6430207002444065j),(-1.3101755243335922-1.0550846948811763j),(0.4657981740284543+0.9913814739943029j),(-0.6492161495672294-0.14493119881001404j),(0.9227326992545338+0.4886817441640756j)
0.44,(-0.040472617390929576+0.30842299654911176j),(-0.6673637515400135+1.3311174092685312j),(1.6836651136883205+2.0812622235413163j),(0.7483906051346257+0.3298880467576333j),(0.1416729780795564-0.1533160492082028j),(-0.43088191563552397-0.41339471234483816j),(0.11735137387868891-0.6406453237009648j),(-1.309989597488002-1.0551094695009027j),(0.4654033179533071+0.9915151726153782j),(-0.6480474249461377-0.14655756580207066j),(0.9235857914937026+0.4887109141261346j)
0.45,(-0.03744047112594609+0.31082035293521043j),(-0.6673771621261178+1.3312087595553768j),(1.683688038734603+2.0813032470240334j),(0.7480351520490793+0.330852158449818j),(0.14086822203340374-0.16061765025117772j),(-0.4291719871069683-0.41470675140867647j),(0.11534211240987298-0.638176278285601j),(-1.3098013114320939-1.0551367345380838j),(0.4650298221901378+0.9916322431570629j),(-0.6468311708844635-0.1482164635748948j),(0.9244131001066427+0.48871879325584866j)
0.46,(-0.03444200268868484+0.3133750147753601j),(-0.6673935379564495+1.331310303814131j),(1.6837123754720906+2.081342123406704j),(0.7476416519489585+0.33180174298656734j),(0.14015096991663273-0.16786498043554324j),(-0.4274754014314675-0.4160539315216889j),(0.11329295720984323-0.6356170294289767j),(-1.3096107881314443-1.055166232480488j),(0.4646781193397364+0.9917348808466085j),(-0.6455678038237276-0.14990694927185527j),(0.9252183418072237+0.4887043067834132j)
0.47000000000000003,(-0.031489469012892915+0.31607044395143247j),(-0.6674130695464678+1.3314218557192319j),(1.6837381994691125+2.081378777183242j),(0.7472096933679204+0.33273548432156863j),(0.13952640332742486-0.17506513635614085j),(-0.42579481989385154-0.41743600893187593j),(0.11120616800434825-0.6329720506954026j),(-1.3094182351819141-1.0551978053143567j),(0.4643487281835718+0.9918253909016491j),(-0.6442590243959242-0.15162845511457676j),(0.9260058888635686+0.4886659495385706j)
