t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010
1.67,(-0.05386671563583352-0.10032660194774981j),(0.0006856524638532098+0.0004949620219810579j),(-4.98562414699923e-06+9.324961542858157e-06j),(0.0038184889010617596+0.08222325112236224j),(-0.2560857520430855-0.0788490417175884j),(0.24506997933323363-0.031144126720259076j),(0.135829455465778+0.25451150584864624j),(-0.0011155769380662508+0.0008000877302269245j),(-0.014789241139379412+0.0038452838867406593j),(-0.045590073181437374-0.10784859661230563j),(-0.011995675624384987-0.02290468136377898j)
1.68,(-0.057700224453246955-0.10072504965222319j),(0.000727736407052104+0.0004844652116525679j),(-4.631419452008583e-06+9.831126541499336e-06j),(0.006595436616937374+0.08339979241622156j),(-0.2548590945772931-0.07722889852752529j),(0.24622034158570463-0.03352425038174867j),(0.13744957181712433+0.25496395070862005j),(-0.0011180966019144066+0.0008331819460418862j),(-0.014962649452934323+0.004479787614424894j),(-0.04718947167933175-0.10926384086935824j),(-0.012971684079647765-0.02278853660131571j)
1.69,(-0.06169259779713458-0.10112907767260117j),(0.0007719637792889519+0.00047319804889312846j),(-4.24829591628706e-06+1.035659864570411e-05j),(0.009485953649619532+0.0846180365648768j),(-0.253576752716361-0.07561199383149365j),(0.2473643808865731-0.03595454170569394j),(0.13912567357199987+0.25540085703643944j),(-0.001120295981461076+0.0008662593057382455j),(-0.015139212940429681+0.00514348401273294j),(-0.04881796732929303-0.11072025576751424j),(-0.013984159140113393-0.022661772634979357j)
1.7,(-0.06585984642206194-0.10152592587741772j),(0.0008186577733098372+0.0004608510588167362j),(-3.828555258112248e-06+1.0907008573622991e-05j),(0.012506356703858986+0.08587759377794185j),(-0.25223709861437504-0.07400517915141719j),(0.2484988911136632-0.03843498304640647j),(0.14085742756800593+0.25581626693583986j),(-0.0011220647178656843+0.0008991853080786064j),(-0.015317923250629282+0.005841003745308503j),(-0.050482406490364395-0.1122222414250169j),(-0.01503663263395678-0.02251911420185705j)
1.71,(-0.07021381605790768-0.10190298343457417j),(0.000868085261338729+0.00044714190443978567j),(-3.3648583130480357e-06+1.1486635736372479e-05j),(0.015670055835522882+0.08717633615784294j),(-0.25083921116654-0.07241529692908903j),(0.24961965593455182-0.040964677298774205j),(0.14264373828404758+0.25620432773028384j),(-0.0011232897178788475+0.0009318245503219074j),(-0.015497526101660872+0.0065761820578783305j),(-0.05218832933533145-0.11377225587862796j),(-0.016131558046342583-0.022355547555693182j)
1.72,(-0.07476218740986346-0.10224778881133914j),(0.0009204567950774824+0.0004318153866810691j),(-2.850225033944615e-06+1.209840823803504e-05j),(0.01898755445159474+0.08851039769981861j),(-0.24938287600917966-0.07084918052617177j),(0.25072144880656877-0.04354184789826142j),(0.14448274784033385+0.2565592919629613j),(-0.001123855153842371+0.0009640407282234208j),(-0.015676521281016143+0.0073520587782522065j),(-0.053939969850722226-0.11537081508362766j),(-0.017270310519425205-0.02216632046688936j)
1.73,(-0.07950847615843401-0.10254802977434861j),(0.0009759266057058375+0.0004146434443617767j),(-2.2780344909384824e-06+1.2743902875659114e-05j),(0.0224664493101745+0.08987417429191977j),(-0.2478685855197367-0.06931365422419736j),(0.25179803297679654-0.04616383882090878j),(0.14637183599837755+0.2568755173967894j),(-0.0011236424636892502+0.0009956966360347534j),(-0.01585316264555073+0.008170878316322957j),(-0.055740255836807154-0.11701649291381465j),(-0.01845318685234881-0.02194694222250445j)
1.74,(-0.08445203295943715-0.10279154338960586j),(0.00103459260388142+0.0003954251542054965j),(-1.6420248714524365e-06+1.3423345139259119e-05j),(0.02611143052047846+0.09126032371500963j),(-0.2462975388167728-0.06781553322456721j),(0.25284216148207045-0.04882711458333326j),(0.1483076201609954+0.25714746701441255j),(-0.0011225303509436713+0.0010266541665038458j),(-0.016025458121484232+0.009034089664066451j),(-0.057590808907599114-0.11870592116150606j),(-0.019679405501247305-0.021693183626254546j)
1.75,(-0.08958804344400378-0.10296631602248155j),(0.0010964963797397422+0.00037398673083821436j),(-9.362934801955798e-07+1.4135609211815444e-05j),(0.029924281542839323+0.09265976564276379j),(-0.2446716417599686-0.06636162364855214j),(0.2538455771489787-0.051527260242728204j),(0.150285955372308+0.25736970901820244j),(-0.0011203947847210098+0.0010567743108749728j),(-0.016191169704400172+0.009942346395541594j),(-0.05949194449085339-0.1204337895375375j),(-0.020947106579244347-0.021401076998512993j)
1.76,(-0.09490752821857781-0.10306048333771363j),(0.0011616232028941998+0.000350181526788314j),(-1.5529673916331997e-07+1.4878217969274453e-05j),(0.03390387918870618+0.09406168164167013j),(-0.2429935069501237-0.0649587225372924j),(0.2547990125938622-0.05425898139686331j),(0.15230193431773967+0.25753691683025814j),(-0.0011171089997278315+0.0010859171588887436j),(-0.016347813459246036+0.01089550666689033j),(-0.061442671828067674-0.12219284567126303j),(-0.022253351856453343-0.021066916176310364j)
1.77,(-0.10039734286491625-0.10306233029940741j),(0.001229902022436076+0.000323890032486577j),(7.061498123626349e-07+1.5647342980548487e-05j),(0.0380461936206445+0.0954535151710289j),(-0.24126645372915662-0.06361361785179767j),(0.25569219022281453-0.05701610418408462j),(0.15434988732401875+0.2576438690924059j),(-0.001112543496261892+0.001113941898782101j),(-0.016492659520333255+0.011892633216337654j),(-0.06344069397448211-0.12397389511055516j),(-0.023594124759977467-0.02068725651333448j)
1.78,(-0.10604017794008916-0.10296029117103551j),(0.0013012054669345385+0.00029501987626618276j),(1.652871517814272e-06+1.643780450751586e-05j),(0.04234428835233616+0.09682097158295268j),(-0.23949450818010481-0.06233308847294701j),(0.25651382223168245-0.05979157528331451j),(0.15642338235917735+0.2576854496661992j),(-0.0011065660402121375+0.0011407068172883228j),(-0.016622732091337203+0.012931993364191588j),(-0.06548240779907924-0.1257658013218049j),(-0.02496433037390962-0.020258914879930395j)
1.79,(-0.11181455897647968-0.1027429495154379j),(0.0013753498444366405+0.00026350582436270855j),(2.689334603337275e-06+1.7243071505020862e-05j),(0.04678832024857942+0.09814801812236637j),(-0.23768240312712482-0.06112390420148893j),(0.25725161060606516-0.06257746191405175j),(0.15851522503255144+0.25765664763291896j),(-0.0010990416630587037+0.0011660692996370197j),(-0.01673480944529721+0.014011059012843198j),(-0.06756290398458403-0.12755548568992173j),(-0.02635779543933247-0.019778969663100412j)
1.8,(-0.11769484648178404-0.10239903819482188j),(0.0014520951424673218+0.00022930978091412945j),(3.819646177791025e-06+1.805526162087375e-05j),(0.05136553952528894+0.09941688392700725j),(-0.235835578135492-0.05999282575804138j),(0.25789224712131487-0.06536495183637142j),(0.16061745859478094+0.25755255729357324j),(-0.0010898326618729165+0.0011898858295541375j),(-0.01682542392461654+0.0151265066467666j),(-0.0696759670274639-0.1293279275183335j),(-0.027767268354318433-0.01924476076650406j)
1.81,(-0.12365123593901142-0.10191743937076207j),(0.0015311450280294059+0.0001924207879608185j),(5.047554232748594e-06+1.8865141195850757e-05j),(0.05606028974949573+0.10060806002742487j),(-0.23396017951160072-0.05894660478309168j),(0.2584214133425364-0.06814435335092495j),(0.16272136393780948+0.2573683781688974j),(-0.001078798599317292+0.0012120119892619558j),(-0.016890861941062412+0.01627421733251893j),(-0.0718140752379286-0.13106616402898666j),(-0.029184419173929672-0.01865388961045813j)
1.82,(-0.1296497578064842-0.10128718450420045j),(0.0016121468476036037+0.0001528550254455464j),(6.376447642496763e-06+1.9662125263694104e-05j),(0.060854007839347225+0.10170029934698116j),(-0.23206306030296434-0.05799198383699662j),(0.25882378062458744-0.07090509529894015j),(0.16481745959488464+0.2570994149993541j),(-0.001065796303645536+0.0012323024594790885j),(-0.016927163975766+0.01744927671874039j),(-0.0739684007399304-0.132751290362346j),(-0.0305998396102181-0.018004219131936627j)
1.83,(-0.13565227751783776-0.10049745435544628j),(0.0016946916271485101+0.00011065581121348189j),(7.809356164035992e-06+2.043427755111197e-05j),(0.06572522406410725+0.10267061670185038j),(-0.23015178029821512-0.05713569639998239j),(0.2590830101120787-0.07363572706222116j),(0.1668955017405578+0.25674107774513333j),(-0.0010506798687025445+0.0012506110194204832j),(-0.01693012457922241+0.0186459750361542j),(-0.07612880947116395-0.13436245957739487j),(-0.032003043032225384-0.017293873784570812j)
1.84,(-0.14161649548202054-0.09953757898417621j),(0.0017783140721006068+6.589360101219143e-05j),(9.34895043708046e-06+2.1168310477778515e-05j),(0.07064956204415598+0.10349428880101913j),(-0.22823460602710427-0.0563844668721446j),(0.25918175273937333-0.07632391856314848j),(0.16894448419068434+0.2562888815861523j),(-0.001033300653924404+0.0012667905467974223j),(-0.016895292371290713+0.019857807097566633j),(-0.07828386118306632-0.13587688265163506j),(-0.03338246446598295-0.016521239538649184j)
1.85,(-0.14749594708329405-0.09839703774943422j),(0.0018624925673742599+1.866598849163952e-05j),(1.0997541984058018e-05+2.184958515633387e-05j),(0.07559973875099005+0.10414485424628632j),(-0.22632051076050202-0.05574501057344827j),(0.25910164923058754-0.07895646026467894j),(0.1709526384024233+0.2557384469220555j),(-0.0010135072843383904+0.0012806930178175216j),(-0.016817970041193904+0.021077472297866988j),(-0.080420809440817-0.1372698284810867j),(-0.03472546059451195-0.015684963881117474j)
1.86,(-0.1532400026812329-0.09706545930963155j),(0.001946649177361722-3.090229479581208e-05j),(1.2757083210110241e-05+2.2462111392384143e-05j),(0.08054556450722244+0.10459411353226325j),(-0.2244191745103975-0.05522403374372788j),(0.2588233300995902-0.08151926317034576j),(0.1729074334742377+0.25508549937221464j),(-0.0009911456505629695+0.0012921695071847314j),(-0.01669321434751895+0.022296874614027642j),(-0.08252560162333791-0.13851462388028865j),(-0.036018309757823316-0.014783955815578662j)
1.87,(-0.15879543044710218-0.09553263766859553j),(0.0020301536322084998-8.265988412566258e-05j),(1.4629035783674369e-05+2.298887738591425e-05j),(0.085455196133648+0.10481252230930643j),(-0.22254061071963196-0.054828042924304925j),(0.25832714663163164-0.08399793035662949j),(0.17479598372572208+0.254325921403661j),(-0.0009660623810096585+0.001301069210546169j),(-0.01651599643778446+0.02350740033544072j),(-0.08458391589870652-0.13958340043309275j),(-0.037246745984861294-0.01381722120173427j)
1.8800000000000001,(-0.1641638863549666-0.09379090918167328j),(0.002112416893689922-0.00013633958075100233j),(1.660472822549425e-05+2.3421810453700273e-05j),(0.0903377193867734+0.10478873239313119j),(-0.22068121987582495-0.05455584642364752j),(0.257623384248052-0.08639730955216511j),(0.17662014272111348+0.253458379426537j),(-0.000938276114957496+0.0013071465250373727j),(-0.016287600817313248+0.02470886373892695j),(-0.0866205014502478-0.14047705840381047j),(-0.038414878468284085-0.0127806760367521j)
1.8900000000000001,(-0.1693139480253413-0.09183816696603134j),(0.0021926148501708537-0.00019133964278680545j),(1.8664152176325587e-05+2.374042962324691e-05j),(0.0951660982237501+0.10451698389667792j),(-0.21884463928851253-0.05440851402249245j),(0.25671612547565276-0.08870640116921259j),(0.17837373397110903+0.2524827555744133j),(-0.0009078694048592256+0.0013100431335353179j),(-0.016007533282914935+0.025891691834011882j),(-0.08864115379377321-0.14118743016662338j),(-0.039513819152474816-0.011681643364119773j)
1.9000000000000001,(-0.17418834717833537-0.08967466999186673j),(0.002269892788969081-0.0002469866139420812j),(2.0786771054566906e-05+2.3920044936536664e-05j),(0.09989104560225436+0.10398744202098406j),(-0.2170408300777215-0.05438979464040646j),(0.2555974076438033-0.0909041127606408j),(0.18004418434517083+0.2513986994087327j),(-0.0008749139610498372+0.0013094593607887255j),(-0.01567311438484315+0.027041366002091213j),(-0.09063218572276974-0.14169444430490996j),(-0.0405258614276499-0.010531374161410529j)
1.9100000000000001,(-0.17873728627087027-0.08730261905924867j),(0.0023434822203003652-0.0003025987778972982j),(2.2951042532907776e-05+2.393999229904475e-05j),(0.10446941358706921+0.10319217929945958j),(-0.2152782538903362-0.05450230324738312j),(0.25426105923004305-0.09297211685845033j),(0.18162116263305408+0.25020637997687734j),(-0.0008395248533927119+0.0013051650842895498j),(-0.01528265841952187+0.02814497268710244j),(-0.09258170043808313-0.14198080147080985j),(-0.041436214606428164-0.009340156141584633j)
1.92,(-0.18291843849667974-0.08472615679811868j),(0.002412700877278441-0.00035748615830438345j),(2.5134418538328798e-05+2.3783633479739096e-05j),(0.10886419335008457+0.10212517559788709j),(-0.2135638729000983-0.05474752086384283j),(0.2527026998600817-0.09489485097377352j),(0.1830965795448072+0.2489064858121685j),(-0.0008018605112796226+0.0012969997342729782j),(-0.014835473429545429+0.029191203395524824j),(-0.09447959154791792-0.14203197438522408j),(-0.04223300392383088-0.008117313752989404j)
1.93,(-0.18669694778631016-0.08195136766829036j),(0.0024769527159150227-0.00041095051878672727j),(2.731334525210175e-05+2.3438356111080326e-05j),(0.11304451517029743+0.10078231811442163j),(-0.21190314980760674-0.05512579456063281j),(0.250919740307799-0.09665951759687459j),(0.18446458771077176+0.24750022493386695j),(-0.0007621227236307314+0.001284872293717431j),(-0.014331861203678476+0.030170354696379485j),(-0.09631754306783755-0.14183620783781492j),(-0.04290727053728179-0.006871208179359102j)
1.94,(-0.19004542880712-0.0789862779594497j),(0.002535727915119794-0.00046228536293917524j),(2.9463263109789333e-05+2.289557368902179e-05j),(0.11698564843381143+0.09916140137959094j),(-0.2103000478403182-0.05563633745902711j),(0.24891138249524497-0.09825608419714939j),(0.18572158168158237+0.24598932484717265j),(-0.0007205566388945933+0.0012687612983445628j),(-0.013773117276856033+0.03107432822122928j),(-0.09808902942076411-0.14138451868700594j),(-0.043452971526607057-0.005609237339815089j)
1.95,(-0.1929439669632801-0.07584085579115483j),(0.002588602876700415-0.0005107759343280342j),(3.155860680124535e-05+2.2150725573009552e-05j),(0.12066900163383715+0.09726212725629527j),(-0.20875703075254648-0.056277228730726596j),(0.24667861949263975-0.09967728322312555j),(0.18686619792816686+0.24437603254322496j),(-0.0006774507650481542+0.0012487148366192606j),(-0.013161530930183456+0.031896630664178874j),(-0.09978931543697854-0.14067069585998204j),(-0.04386697989403525-0.0043378358888657206j)
1.96,(-0.1953801183957737-0.0725270111128362j),(0.0026352402253625225-0.0005556992164910703j),(3.357280527061466e-05+2.1203276985982365e-05j),(0.12408212237069204+0.09508610493980746j),(-0.20727506282546299-0.057045413597858974j),(0.24422423551837366-0.10091861210246252j),(0.18789931484174613+0.2426631144991025j),(-0.0006331369695967508+0.0012248505497496453j),(-0.01250038519093645+0.03263237378187473j),(-0.10141545635412058-0.13969130035268937j),(-0.04414908456419742-0.0030624752164063827j)
1.97,(-0.19734890998239651-0.06905859570379645j),(0.002675388808709726-0.0005963239329375088j),(3.547828171633317e-05+2.005671901437172e-05j),(0.12721869735180044+0.09263685095777291j),(-0.20585360886709642-0.05793670333297875j),(0.24155280593900721-0.10197833324195144j),(0.1888240527338343+0.24085385667782322j),(-0.0005879904795741111+0.0011973556316870707j),(-0.011793956832561063+0.0332782743935051j),(-0.10296629781718875-0.13844566522983537j),(-0.044301990384127035-0.0017876634477194866j)
1.98,(-0.19885283933775638-0.06545140317321041j),(0.0027088836972436097-0.000631910547148035j),(3.724645359112786e-05+1.87185686081018e-05j),(0.13007855239169355+0.08991978917020957j),(-0.20449063421233302-0.05894577525906727j),(0.23867069726927104-0.10285747402751524j),(0.18964577383623848+0.2389520645283444j),(-0.0005424298815423543+0.001166486829126124j),(-0.011047516374673685+0.03383265438080005j),(-0.10444247587854033-0.13693589562488878j),(-0.04433131812326-0.0005169454434744581j)
1.99,(-0.19990187481327368-0.06172316896012524j),(0.0027356461843637348-0.0006617112625747934j),(3.884773260201676e-05+1.720036858058951e-05j),(0.13266765241200942+0.08694225076950801j),(-0.20318260472291633-0.06006617274953272j),(0.23558606717206595-0.10355982682420864j),(0.1903720823010591+0.23696206298556258j),(-0.0004969171215919905+0.001132570441504626j),(-0.010267328083061057+0.034295440688031406j),(-0.10584641699789146-0.13516686874007972j),(-0.044245604473434674+0.0007470972002722506j)
2.0,(-0.20051345549718108-0.05789357033346025j),(0.0027556837863676356-0.0006849700226413879j),(4.0251524710308946e-05+1.551768760874446e-05j),(0.13499810144149305+0.0837134742804313j),(-0.20192448678744734-0.06129030522821007j),(0.23230886445846297-0.10409194897621808j),(0.19101282420068957+0.23488869647031368j),(-0.0004519575053419213+0.001096002321003631j),(-0.009460649969680263+0.03466816532201282j),(-0.107182338042317-0.13314623384639945j),(-0.04405630204889184+0.0020028461520771555j)
