t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010
0.54,(0.01397478539215781-0.25822231590071704j),(-2.1046102193011975e-05+0.0003238377924031737j),(-2.52704995854558e-06-2.373885745049547e-06j),(-0.06861437537134396-0.012481380532676948j),(-0.34754428378401153-0.44657907029760147j),(-0.08900528400849789-0.06879877952911109j),(-0.04842532776615785+0.023221029878148173j),(-3.9866191919319305e-05+6.153974834582587e-05j),(-0.003897587231387307-0.0088992263790402j),(-0.05351995755543908+0.015187924442859917j),(0.017912015010418596-0.010777071036068498j)
0.55,(0.0036683261285304983-0.25132845418388083j),(-3.7487999448910137e-06+0.0003240925583290489j),(-2.663966554582715e-06-2.2440426127623568e-06j),(-0.06955879446344203-0.0085323727812288j),(-0.35727630323408427-0.43870184007566654j),(-0.094278050045145-0.0654342477403916j),(-0.05096987652263487+0.02685909672378485j),(-3.739983862142627e-05+6.379271383212637e-05j),(-0.004421146048637652-0.008681540122084734j),(-0.05326558763797323+0.01814395745135542j),(0.017315607286364148-0.011629728995160897j)
0.56,(-0.006184003846958913-0.2440801033084949j),(1.3342636092038371e-05+0.00032301453737621134j),(-2.7893643229785677e-06-2.104764459842943e-06j),(-0.07018537432675455-0.004534404780688464j),(-0.36651977553370285-0.4305003120584733j),(-0.0993274463386016-0.06179303800656973j),(-0.05358642024945541+0.030833473394219338j),(-3.480422585943535e-05+6.584940520780938e-05j),(-0.004920645535967547-0.008425875397343779j),(-0.052820793260103145+0.021065185922897776j),(0.016670648214867544-0.012432664439938818j)
0.5700000000000001,(-0.015557613082682262-0.2364840877650795j),(3.0136185019310498e-05+0.0003205916409464101j),(-2.9022513154568293e-06-1.9565321366656564e-06j),(-0.07048299572283032-0.0005046307539227461j),(-0.3752650328819782-0.42199724140527867j),(-0.10412372550620999-0.057902729606590445j),(-0.056261971223665996+0.03516114245944377j),(-3.208796635165487e-05+6.769489741187935e-05j),(-0.005392817880553229-0.008133226854856295j),(-0.052183734093625936+0.023934649134819755j),(0.015980043265375155-0.013183398824387514j)
0.58,(-0.024429361926027862-0.2285494687903839j),(4.653947058206874e-05+0.0003168243088452284j),(-3.001740289409356e-06-1.7999571332544398e-06j),(-0.07044301657092644+0.0035375030254508263j),(-0.38350220375907634-0.4132144849309912j),(-0.10863890240879165-0.05379006501067398j),(-0.058979992222727984+0.039854925981697896j),(-2.9261221064383213e-05+6.931584115621606e-05j),(-0.005834575286980825-0.007804929021926298j),(-0.051353756912098696+0.026735162327403052j),(0.015246669139138167-0.013879309395963855j)
0.59,(-0.03277756252340065-0.220287544367386j),(6.245976116906588e-05+0.0003117255092820833j),(-3.0870487078961727e-06-1.6357815792828278e-06j),(-0.07005927194800843+0.0075702582330641685j),(-0.39122121292621864-0.404173001106171j),(-0.11284675415064734-0.04948094988031576j),(-0.06172039652451762+0.04492348551546936j),(-2.633569921190868e-05+7.07004629255747e-05j),(-0.006243009977246377-0.00744265630312283j),(-0.050331395590838504+0.029449316703878393j),(0.014473373769212539-0.014517629195596363j)
0.6,(-0.04058197882022185-0.2117118492252929j),(7.780396981266332e-05+0.0003053207388702262j),(-3.1574987396454675e-06-1.4648782440739547e-06j),(-0.06932807408875008+0.011569604493798458j),(-0.39841178142568123-0.3948928500570301j),(-0.11672282007955695-0.04500045306828664j),(-0.06445954790732594+0.05037132210749329j),(-2.3324658256509724e-05+7.18385649775857e-05j),(-0.006615394190755798-0.007048422980279991j),(-0.04911837110692245+0.03205947943042528j),(0.013662976320459045-0.015095447057685167j)
0.61,(-0.04782382656092929-0.2028381548395405j),(9.247865418883166e-05+0.00029764802262674257j),(-3.212517259053594e-06-1.2882505366005452e-06j),(-0.06824821238553358+0.015509219381784213j),(-0.4050634265807954-0.38539319356543217j),(-0.12024440178677956-0.040372806618632684j),(-0.0671702606498588+0.05619877629675261j),(-2.0242903908454766e-05+7.272152534275485e-05j),(-0.006949180184324903-0.00662458321249692j),(-0.047717591539187594+0.034547793636172205j),(0.01281826718954325-0.01560970761010203j)
0.62,(-0.05448577328897722-0.19368446943179365j),(0.00010639001661715052+0.00028875791397255194j),(-3.2516358461850726e-06-1.1070325054849217e-06j),(-0.06682095338844946+0.01936048842040127j),(-0.4111654619959477-0.37569229506889246j),(-0.1233905631070535-0.035621405766675295j),(-0.0698217995312369+0.06240202811447786j),(-1.7106790126002293e-05+7.334229782446323e-05j),(-0.007242000232179409-0.0061738310361378005j),(-0.046133152068231015+0.03689617841319656j),(0.011942008004935526-0.016057211274190356j)
0.63,(-0.06055193834683635-0.1842710379699461j),(0.00011944390406080848+0.0002787134947324079j),(-3.2744907867725876e-06-9.224888389989977e-07j),(-0.06505004080529658+0.023092505082278857j),(-0.4167069975565796-0.36580751966057795j),(-0.1261421301185963-0.030768808939011162j),(-0.07237987983099581+0.06897309708414738j),(-1.393421911540079e-05+7.36954119989673e-05j),(-0.007491666625954912-0.005699200364831858j),(-0.04437033497640974+0.03908632881652467j),(0.011036931626911032-0.01643461426476516j)
0.64,(-0.06600789287599396-0.17462034216812047j),(0.00013154580812660337+0.00026759037513489836j),(-3.280823072216992e-06-7.360148650642833e-07j),(-0.0629416955015822+0.026672070789295454j),(-0.42167693942918766-0.3557553340893075j),(-0.12848169114310462-0.025836737753512244j),(-0.07480666732908585+0.07589984222148705j),(-1.074464133088881e-05+7.377697321539879e-05j),(-0.007696171674696919-0.005204064989473368j),(-0.04243560964784084+0.04109971586413179j),(0.010105742147549735-0.0167384285901131j)
0.65,(-0.07084065981695375-0.16475710048666836j),(0.00014260086506494193+0.00025547669381244503j),(-3.2704783995873013e-06-5.491365512518827e-07j),(-0.060504615500521865+0.03006369491257893j),(-0.42606399006132367-0.3455513067595515j),(-0.13039359674575443-0.020846077019325795j),(-0.07706077830587227+0.0831659620344706j),(-7.559055474694886e-06+7.358466259576481e-05j),(-0.007853687704860824-0.004692138578221641j),(-0.04033663256840134+0.042917586536942054j),(0.009151114890736391-0.01696502205199247j)
0.66,(-0.07503871390923589-0.15470826813217023j),(0.00015251385576983985+0.00024247311780130397j),(-3.2434071716206986e-06-3.6351050478249283e-07j),(-0.05774997598303952+0.033229594772506504j),(-0.4298566481815944-0.3352101077314319j),(-0.13186395973520082-0.01581687473687439j),(-0.07909727954213508+0.09075099452331936j),(-4.400008497037626e-06+7.311773703494773e-05j),(-0.00796256706031191-0.004167474676501038j),(-0.03808224732572825+0.04452096377882858j),(0.008175696412160557-0.017110618245633168j)
0.67,(-0.07859198169137704-0.1445030370574355j),(0.00016118920577892215+0.00022869284254156523j),(-3.1996644967225335e-06-1.8092397252640807e-07j),(-0.05469142928776746+0.036129695638704676j),(-0.4330432087996617-0.3247455087207226j),(-0.13288065516357814-0.010768342097855904j),(-0.08086768831906915+0.09863031718050233j),(-1.2915955961256465e-06+7.237702920070535e-05j),(-0.008021342102325364-0.003634466707000966j),(-0.03568248460921861+0.045890646496613355j),(0.0071821044993165915-0.017171296559736742j)
0.68,(-0.08149184150093042-0.13417283596150248j),(0.00016853098527342262+0.00021426159187715296j),(-3.139410188966318e-06-3.2948410035133434e-09j),(-0.05134510491104629+0.03872163073004932j),(-0.4356117632062425-0.31417038309884915j),(-0.1334333203264999-0.005718853485243425j),(-0.08231997241828423+0.10677514699073627j),(1.7405397818424199e-06+7.136494753367064e-05j),(-0.008028725209586264-0.0030978479696758656j),(-0.0331485622100294+0.04700720956006729j),(0.006172928171503644-0.017142992176476364j)
0.6900000000000001,(-0.08373112347446562-0.12375133028963836j),(0.0001744429090781843+0.0001993176180558255j),(-3.0629087680937322e-06+1.6732836361670875e-07j),(-0.047729609506925+0.040960741214665614j),(-0.4375501989731091-0.3034967058928887j),(-0.1335133547630588-0.0006859464732854037j),(-0.08339855012180478+0.11515254043098565j),(4.669205942677861e-06+7.008547624735208e-05j),(-0.007983608778189578-0.0025626916417452296j),(-0.03049288502107764+0.047851003801910263j),(0.0051507276798256636-0.017021496071496844j)
0.7000000000000001,(-0.08530304700294755-0.11327166108691356j),(0.00017892917319089924+0.00018393319114918427j),(-2.9705048680812555e-06+3.3026533354794526e-07j),(-0.04387766157625367+0.04282784260956717j),(-0.43885847902607555-0.29274182104162816j),(-0.1331218133303844+0.0042924572206445395j),(-0.08406271984791021+0.12373937902312011j),(7.4874428760672466e-06+6.85407414770324e-05j),(-0.007885999848434577-0.002032463953338203j),(-0.027729816200142424+0.04841742660585734j),(0.004126357765869844-0.016805333707893357j)
0.71,(-0.08619399529555015-0.10278556984975586j),(0.0001820652020022213+0.00016812311908247313j),(-2.8624479585935795e-06+4.856735387766058e-07j),(-0.03983206544424937+0.04431821526490377j),(-0.43954379922391185-0.2819262247542471j),(-0.1322586625697883+0.009164370256987216j),(-0.08429627831017969+0.1325252749020656j),(1.0203084835917043e-05+6.672204712462698e-05j),(-0.007736849653647545-0.0015100816615792527j),(-0.024876464594574082+0.04870911484790995j),(0.0031150937895198776-0.016495833797125374j)
0.72,(-0.08639348428653962-0.09236138307653118j),(0.00018380326391630465+0.00015200648420466827j),(-2.739123368038049e-06+6.316966712505541e-07j),(-0.03562371361257761+0.045393407174287775j),(-0.43959691415915086-0.2710633093497437j),(-0.13090897944990382+0.01390499716869471j),(-0.08406929960157486+0.14148322174324493j),(1.2794774252781296e-05+6.46230378054548e-05j),(-0.007536530132240684-0.001001305161483675j),(-0.021951659262007976+0.0487088734417683j),(0.0021207728366743265-0.016091941216623117j)
0.73,(-0.08590012052442084-0.08206721849472823j),(0.00018411376186077568+0.00013570872715724355j),(-2.6011945824264254e-06+7.66632061249007e-07j),(-0.031288422131456634+0.046024026751501905j),(-0.4390100208692945-0.26016915041882666j),(-0.12905911669096173+0.018487065700651718j),(-0.08335483796735414+0.15058445358569866j),(1.5241141371971059e-05+6.224302410280105e-05j),(-0.007286211032782931-0.0005115924179303877j),(-0.018976693465226534+0.04840389508907873j),(0.0011483121780145739-0.015593928015167693j)
0.74,(-0.08472161878551854-0.07197088094353084j),(0.00018298671272606529+0.00011936055121149055j),(-2.4496036767770943e-06+8.889529993611126e-07j),(-0.026867103803568684+0.04619016642659568j),(-0.43777694269281375-0.2492626025536728j),(-0.1266968450802321+0.022880515495720715j),(-0.08212915099656215+0.1597986264282253j),(1.752111837380844e-05+5.9586970436110886e-05j),(-0.006987873735077651-4.606845854367115e-05j),(-0.015975333721856028+0.04778599750439559j),(0.00020383587768630935-0.015003433551954309j)
0.75,(-0.08287480207397716-0.062139862373818036j),(0.0001804317473654089+0.00010309792226851867j),(-2.285571315115067e-06+9.973087364859493e-07j),(-0.022405768184060027+0.04588140264588546j),(-0.4358931292691479-0.23836529934792708j),(-0.12381135347202418+0.027052498094741924j),(-0.08037169962202975+0.16909381822938124j),(1.961393937362659e-05+5.666549506098942e-05j),(-0.006644311250162641+0.000390474626306825j),(-0.012973819804366599+0.04685162341518124j),(-0.0007053252067004663-0.014323464496592251j)
0.76,(-0.08038560162176092-0.05264134184816413j),(0.00017647811059484636+8.706206885925509e-05j),(-2.110596750471977e-06+1.090524483832524e-06j),(-0.017955521580540916+0.04509679587195441j),(-0.4333556565387052-0.2275016533967027j),(-0.12039324878768651+0.03096737693653331j),(-0.07806514812037398+0.17843652890748088j),(2.1499140421769707e-05+5.349487006920176e-05j),(-0.006259128220310126+0.0007935776835060861j),(-0.010000864740072269+0.045601840561806044j),(-0.001570633424071437-0.013558394829104899j)
0.77,(-0.0772890568886538-0.043542185540838635j),(0.00017117466119322212+7.139948214444485e-05j),(-1.9264578248860854e-06+1.1676014129197743e-06j),(-0.013572567053085648+0.043844890583652506j),(-0.4301632267428626-0.21669885629658098j),(-0.11643455601560683+0.034586727357890555j),(-0.07519536411199809+0.18779168034059657j),(2.3156559503593006e-05+5.009702138867296e-05j),(-0.005836740919026763+0.0011591144971937251j),(-0.007087654811130932+0.04404234169754839j),(-0.0023823443298879718-0.012713965839929724j)
0.78,(-0.07362931556225953-0.03490894673780631j),(0.00016458987190218503+5.626191591465095e-05j),(-1.7352109694022759e-06+1.227716655576567e-06j),(-0.009318204414232499+0.04214371527609655j),(-0.42631616842396564-0.20598687864561147j),(-0.11192871821121214+0.03786933659358713j),(-0.07175141856109156+0.1971226163665585j),(2.456633653946276e-05+4.649952878348808e-05j),(-0.005382377251053639+0.0014832917887639902j),(-0.004267849554544338+0.04218344458859466j),(-0.003129506686147126-0.01179728612991828j)
0.79,(-0.06945963355800164-0.02680786583672716j),(0.00015681182942618846+4.1806386590254084e-05j),(-1.539191204072058e-06+1.270223303941698e-06j),(-0.00525883022898381+0.04002078246067015j),(-0.4218164364253287-0.1953984700433119j),(-0.1068705964969687+0.04077120377637415j),(-0.06772558577563008+0.20639110278295492j),(2.570891338475626e-05+4.2735625853892165e-05j),(-0.004902076752366268+0.0017626492168657595j),(-0.0015775817621581437+0.04004009201403927j),(-0.00379996246138164-0.010816831610336223j)
0.8,(-0.06484237501912334-0.019304870346956396j),(0.0001479482344324903+2.81951732214529e-05j),(-1.3410121379535662e-06+1.2946504104638943e-06j),(-0.0014659378148058969+0.03751308866502373j),(-0.41666761189123475-0.18496915909066813j),(-0.10125647006238195+0.04324553993698055j),(-0.06311334340737551+0.2155573273471319j),(2.6565033829861852e-05+3.88442000362902e-05j),(-0.0044026905901746+0.0019940593774025427j),(0.000944542519338152+0.03763185176588463j),(-0.004380346830659944-0.00978244550286329j)
0.81,(-0.059849012316687676-0.0124655748895445j),(0.0001381264015511529+1.5595817488263798e-05j),(-1.1435659691115585e-06+1.3007029879018102e-06j),(0.0019838827583709+0.03466711443307453j),(-0.41087490226693557-0.17473725339013435j),(-0.09508403616399666+0.045242768004112976j),(-0.057913372451875965+0.22457989977619353j),(2.7115743600178906e-05+3.486979260324717e-05j),(-0.003891881562923011+0.0021747278035324806j),(0.0032574439884111538+0.03498291664904114j),(-0.0048560881755861495-0.008705338339593307j)
0.8200000000000001,(-0.054560126049577426-0.006355281197237189j),(0.0001274932593750431+4.1811237005210376e-06j),(-9.500234846174191e-07+1.288262009324032e-06j),(0.005008944668152222+0.03153882432500661j),(-0.4044451412986516-0.1647438395456327j),(-0.08835241012539674+0.04671052280445582j),(-0.05212755724846576+0.2334158517470018j),(2.7342390356117845e-05+3.0862598663488015e-05j),(-0.003378124100290308+0.002302192965668348j),(0.005317570088683599+0.032122104481327275j),(-0.00521140808430005-0.007598087963034196j)
0.8300000000000001,(-0.04906239700356824-0.0010359929717933094j),(0.00011621208948604693-5.877943459475845e-06j),(-7.637419117850486e-07+1.257438009328106e-06j),(0.007532585173016335+0.02819494605891361j),(-0.39738893508373907-0.15503250614582686j),(-0.08106458992286977+0.047598717028183336j),(-0.04576305110280534+0.24202010487503758j),(2.7226902258118522e-05+2.6878417578153383e-05j),(-0.0028704925579950214+0.0023745697110085953j),(0.007081592659560394+0.029081157066587295j),(-0.005431992406578516-0.006476287240300529j)
0.84,(-0.04342995898052408+0.0034674618876425183j),(0.00010443985539831285-1.4485790235646242e-05j),(-5.873238377278188e-07+1.20912359322589e-06j),(0.009572565200556899+0.024721669406214484j),(-0.38974239295773017-0.14564127437071506j),(-0.073249688809199+0.0478766624300837j),(-0.03885199488762866+0.2503433460443902j),(2.6754858253659082e-05+2.2974734752674563e-05j),(-0.00237673214554782+0.0023930827199331157j),(0.008524883400653462+0.025893071799622403j),(-0.005528413958867254-0.005370854510148026j)
0.85,(-0.03776173437201627+0.007141519065007247j),(9.236334633811759e-05-2.1554798223703194e-05j),(-4.234368615043121e-07+1.144419420580061e-06j),(0.011118418538156212+0.021199535877188893j),(-0.381542905906175-0.13660300130251518j),(-0.06493908977609189+0.0474605254243885j),(-0.03142650363867844+0.2583404241390506j),(2.591448170485465e-05+1.9205573886296222e-05j),(-0.0019051365328607687+0.002359497903993248j),(0.00960936300281404+0.022620045245473713j),(-0.0055034033604882265-0.00430358548046113j)
0.86,(-0.032155286301417604+0.009982232460931752j),(8.017266697824765e-05-2.7013475304711093e-05j),(-2.7461989707384195e-07+1.0646359681829364e-06j),(0.012155092465283217+0.017703306472589823j),(-0.372828952854939-0.12795595470330717j),(-0.05617710526987002+0.04628369198595206j),(-0.023519792031718487+0.2659645698047518j),(2.4698139992825766e-05+1.5624375340284296e-05j),(-0.0014635088917487932+0.0022761081616810897j),(0.010303868045758108+0.01932315500171438j),(-0.005358158366874113-0.0032921534450981293j)
0.87,(-0.026699645231702034+0.011999570378198146j),(6.805375802477841e-05-3.0817937958124486e-05j),(-1.4312794891237265e-07+9.713768013697766e-07j),(0.012681202895374218+0.014304280727811848j),(-0.36364344859440306-0.11974441323043993j),(-0.04702568045594042+0.04431151246175554j),(-0.015169566663699396+0.2731659681070858j),(2.31028512103483e-05+1.2284351238058183e-05j),(-0.0010587519926179598+0.002146108398157178j),(0.01059026617662007+0.016056697382603912j),(-0.005097178969977056-0.002353321357108775j)
0.88,(-0.02147530896544467+0.013217415521739738j),(5.6188396217074244e-05-3.2951911261788e-05j),(-3.093211201252022e-08+8.665385740187838e-07j),(0.012709034375832873+0.011070296712891177j),(-0.3540337437794636-0.11201866643653124j),(-0.03756439321879555+0.04154130157090691j),(-0.006418026052758652+0.27989175853150394j),(2.1130284161853454e-05+9.238485465190764e-06j),(-0.0006968682044654765+0.001973595525250493j),(0.010463456109952715+0.012868187419088187j),(-0.004728267398268662-0.0015029418287342998j)
0.89,(-0.01655424264482183+0.013673564998641027j),(4.4754194327788506e-05-3.3426728891936284e-05j),(6.028042811644715e-08+7.523110285511042e-07j),(0.012264540088030174+0.00806573103250564j),(-0.3440516249295328-0.10483501476946802j),(-0.02789045416201339+0.03800233840464097j),(0.0026881393617793625+0.2860860349833167j),(1.8786758363427773e-05+6.539533669408442e-06j),(-0.00038295949487969884+0.0017635684614584575j),(0.009931367627727228+0.009798358858799476j),(-0.004262528116740004-0.0007559571314074177j)
0.9,(-0.011999878751611001+0.013419730318137695j),(3.392460116286357e-05-3.228133312319404e-05j),(1.291063954486079e-07+6.311769959308262e-07j),(0.011387341847304458+0.005351498825974698j),(-0.33375331442853834-0.09825576957240617j),(-0.018118706608257415+0.03375586642631936j),(0.01209774721940337+0.2916898457876937j),(1.6083244042813134e-05+4.240023260591085e-06j),(-0.00012122743004012136+0.0015219281319469348j),(0.009014961579333186+0.006881164166056438j),(-0.003714367826901612-0.00012639919575231987j)
0.91,(-0.007867117107190853+0.012521537391616641j),(2.3868901561530844e-05-2.958227482857607e-05j),(1.7442642344138887e-07+5.059123956649817e-07j),(0.010130730102961413+0.002985053767259452j),(-0.3231994705249237-0.09234925308377054j),(-0.008381626599276576+0.028895093471430558j),(0.021755123238415212+0.29664119368966385j),(1.3035362139406766e-05+2.392253410772086e-06j),(8.502682528261111e-05+0.001255477468550231j),(0.0077482298815785625+0.00414377452186411j),(-0.003101495466783488+0.0003726103884153214j)
0.92,(-0.004202324872541241+0.011058526532615921j),(1.4752216396310644e-05-2.542371347948714e-05j),(1.9540505503556425e-07+3.7958623580354424e-07j),(0.008561663938274055+0.0010203880649625949j),(-0.31245518733164773-0.08718979843725506j),(0.001170677104094714+0.023545191747589816j),(0.031600101215929884+0.3008750358541151j),(9.663384304261207e-06+1.0482950541383254e-06j),(0.00023340250772671588+0.0009719214097710924j),(0.006178195518689713+0.0016065798239139027j),(-0.0024449222109350867+0.0007288603720883536j)
0.93,(-0.001043454561521985+0.009123283958188363j),(6.7350071618660835e-06-1.9925482372768854e-05j),(1.9148273551767833e-07+2.5554411786375563e-07j),(0.006760097438849792-0.0004924160031391254j),(-0.3015894348073406-0.08285575214833277j),(0.01037111597241469+0.01785997035811373j),(0.04156893344359491+0.30432484465520604j),(5.9912626182385485e-06+2.604616181198921e-07j),(0.00032238070509368454+0.0006798038929237893j),(0.004363853555046627-0.0007166077998929164j),(-0.0017688142065382636+0.0009312306566149825j)
0.9400000000000001,(0.0015855397876190693+0.00679973809019577j),(-8.660213544073661e-08-1.322938333993996e-05j),(1.6342400533063194e-07+1.36630404863731e-07j),(0.004793200416264928-0.0015490973449953833j),(-0.2906623127282553-0.07938805833674877j),(0.01907119736195213+0.011951669861743362j),(0.051612440989449976+0.3069588908231088j),(2.035550352092668e-06+6.42060994398929e-08j),(0.0003531389788746838+0.0003862202228450152j),(0.002348200937371797-0.002812448474196374j),(-0.0010935786339451373+0.0009860619158051772j)
0.9500000000000001,(0.003706743338584586+0.0042352950316950355j),(-5.744259990920407e-06-5.738677794957172e-06j),(1.1618988519796923e-07+2.5531278353713304e-08j),(0.002752236605505144-0.0022046570664434016j),(-0.27979256063837205-0.0769769627808431j),(0.027148516821215586+0.006205694272918186j),(0.06159523302062057+0.30864251923322644j),(-2.0917146703779638e-06+3.713939720331659e-07j),(0.00033531099888178416+0.00010026264104636047j),(0.0002486502787915684-0.004688869127007342j),(-0.00044052904549265115+0.0009204786941361202j)
0.96,(0.0053683237279231666+0.0015813360164683155j),(-1.0339207895307432e-05+2.129481667736271e-06j),(5.51793811211931e-08-7.595106326663764e-08j),(0.0007248306189389748-0.0025200534487758697j),(-0.26914244064857096-0.07581141198926288j),(0.03454094356167502+0.0010411248235264077j),(0.07134592900910533+0.30924746194331293j),(-6.28474225968055e-06+1.0534227721270356e-06j),(0.00028012556608689865-0.00017020482899438353j),(-0.001804438763618887-0.006371762862642842j),(0.00017249081828140961+0.0007606183587631958j)
0.97,(0.006636632142115134-0.0010394383014357307j),(-1.4038955328919779e-05+1.004046819239632e-05j),(-1.4732765393418824e-08-1.673812637284227e-07j),(-0.00122610424806399-0.0025622679998224046j),(-0.2588987993255057-0.07600029569400461j),(0.041265065451672495-0.003218963554157999j),(0.08069130777619338+0.3087114803195121j),(-1.0487593926129858e-05+1.971757113678492e-06j),(0.00019853060965631776-0.0004206157522602264j),(-0.0037060221581709674-0.007898719563331697j),(0.000735204740646487+0.0005317653211786846j)
0.98,(0.007596203317572426-0.0035330078477017433j),(-1.707727976165857e-05+1.7742180661977603e-05j),(-8.919607733481014e-08-2.496908088934958e-07j),(-0.0030623660171329673-0.0024043054539495267j),(-0.24927306769160423-0.07757244685041427j),(0.0474161890164217-0.006347502227474881j),(0.08945630749246347+0.30703836503635784j),(-1.4694182879847925e-05+2.9779286883741457e-06j),(0.00010119318695071334-0.0006497012821949587j),(-0.0053763714985624825-0.009319025889214428j),(0.0012449040286792064+0.0002583510372117742j)
0.99,(0.008349755540638668-0.005834033127747797j),(-1.9754226653008276e-05+2.506504369813377e-05j),(-1.643843421871483e-07-3.2517802675447e-07j),(-0.004770464026896067-0.0021251937720606793j),(-0.24050126122506824-0.08047664163718725j),(0.05316833943800831-0.008213428863378208j),(0.09746402567778463+0.3042979360767742j),(-1.8948274030764262e-05+3.913536265630251e-06j),(-1.500516474863781e-06-0.0008594901607031666j),(-0.0067610740038777685-0.01069366527834332j),(0.0017064475132634082-3.6045992971445694e-05j)
1.0,(0.00901819064758916-0.00790585522672537j),(-2.243610945203669e-05+3.192200766121743e-05j),(-2.3699561192982388e-07-3.975080874347149e-07j),(-0.006361618932980291-0.001809984141596224j),(-0.23284397985987318-0.08458159945636835j),(0.058774260555389805-0.008781687428435995j),(0.10453571920131591+0.30062604273207505j),(-2.334348398861581e-05+4.6102456925927076e-06j),(-9.94451868709833e-05-0.0010553087181502268j),(-0.007831032518587647-0.012095317946682413j),(0.002132261549090136-0.0003287002248679861j)
1.01,(0.00973799346812993-0.009743190371000859j),(-2.5545852618873185e-05+3.831635048628819e-05j),(-3.044115431380113e-07-4.71644017714307e-07j),(-0.007872416451739922-0.0015469972636410736j),(-0.22657977875834942-0.08967261159067108j),(0.06456042815625161-0.008118781246480964j),(0.11049499281841191+0.2962260874403821j),(-2.8022902298757063e-05+4.895234827163272e-06j),(-0.00018318995305945714-0.0012457532805734489j),(-0.008584558255619393-0.013607350227746872j),(0.0025422125021992265-0.0005985945394335391j)
1.02,(0.010541575814835854-0.011456499245929508j),(-2.914836132429807e-05+4.458377392128384e-05j),(-3.704828324519282e-07-5.504071892918079e-07j),(-0.009374302443065339-0.0013151445368050406j),(-0.22169177612462004-0.09536445700211767j),(0.07062997785044241-0.0065846995085137j),(0.11536636639376185+0.2913929677232903j),(-3.3144012411987704e-05+4.796084623588552e-06j),(-0.0002583204643024602-0.001439422790904393j),(-0.00910823814888064-0.015258897207455956j),(0.0029540087943711263-0.0008595794515413077j)
1.03,(0.011430598240788716-0.013102551766664632j),(-3.3271499824547196e-05+5.0898076605594494e-05j),(-4.374897116185499e-07-6.35423834806615e-07j),(-0.01090346470049047-0.0010936771827809166j),(-0.21805390589443943-0.10137519080874532j),(0.07687758304143068-0.004484131818334093j),(0.11925202537823469+0.28634166552525436j),(-3.883150268697892e-05+4.294441894828452e-06j),(-0.0003285197585071995-0.0016405350096815958j),(-0.009438230808074856-0.017022077267697985j),(0.0033765704429239763-0.0011215893815285328j)
1.04,(0.012425185344761242-0.0146937594976753j),(-3.8014370129034605e-05+5.7303441530459536e-05j),(-5.056190635004096e-07-7.283254750081512e-07j),(-0.012475547138001322-0.000891601285740755j),(-0.2155952352276648-0.10751122695498265j),(0.08323309634345036-0.002000480711566533j),(0.12221773721256358+0.28122205147901225j),(-4.518913314041383e-05+3.3128111773395108e-06j),(-0.00039306739646811884-0.001851878426283596j),(-0.00957991558967384-0.01887580709376497j),(0.003816178358317916-0.0013838582057735557j)
1.05,(0.01352757968920296-0.016251138126431797j),(-4.3397930600010874e-05+6.386882293027613e-05j),(-5.758025359461003e-07-8.298361084493066e-07j),(-0.014102310479210806-0.0007036387547279907j),(-0.21421316973473695-0.11359643741700078j),(0.08962262815117289+0.0007077656562500499j),(0.12434652965962163+0.2761553392796233j),(-5.229903185204221e-05+1.8103282837873257e-06j),(-0.00045317439899385703-0.0020751368128090353j),(-0.009551358900258093-0.02080046257129212j),(0.00427593798038395-0.0016492675061877328j)
1.06,(0.01472214180024019-0.017804307463405604j),(-4.9364995952563046e-05+7.068794628259929e-05j),(-6.497165417902747e-07-9.397722114864387e-07j),(-0.015791632257358725-0.0005102273236574414j),(-0.2137734534766801-0.11947215220271326j),(0.09596854663970723+0.0035070335096621854j),(0.12573869080442182+0.27123408568446816j),(-6.022169496468039e-05-2.172396969534417e-07j),(-0.0005119832469072476-0.002310889224076659j),(-0.009383314196516812-0.02277787878625785j),(0.00475577927832395-0.0019243465702154365j)
1.07,(0.015975350167676056-0.019391491442069413j),(-5.578023725461473e-05+7.78793083081418e-05j),(-7.297822588536451e-07-1.0570427382793722e-06j),(-0.01754750681531178-0.00027752055131530576j),(-0.214110168965102-0.12499715935177619j),(0.10218947776459997+0.006288663453301884j),(0.12651176905411707+0.26652219051324866j),(-6.899598668421136e-05-2.7374943997990783e-06j),(-0.0005745678810453192-0.0025586099976253143j),(-0.009119221985247901-0.024791350024983786j),(0.005252456750710651-0.002219272390834053j)
1.08,(0.017235801244990467-0.0210595181188971j),(-6.243018192692597e-05+8.558617697077423e-05j),(-8.191656299429839e-07-1.1796491207913985e-06j),(-0.01937004530556357+4.261217864083393e-05j),(-0.2150257371621939-0.13004770493558804j),(0.1082003052618351+0.008968910471886585j),(0.12680057313800017+0.262054896647988j),(-7.863913927958467e-05-5.681406183456794e-06j),(-0.000647933702259295-0.0028166687537139524j),(-0.008815209823357956-0.02682562977413476j),(0.005759549425487655-0.002547869666553986j)
1.09,(0.01848599447055002-0.02281055987692136j),(-6.924709522511705e-05+9.382625519044878e-05j),(-9.185932988530023e-07-1.3066663357951504e-06j),(-0.02124931318674918+0.0004614487130861836j),(-0.21641652377540987-0.13458641023740892j),(0.11396114108062039+0.011532262526916342j),(0.12668962792196878+0.2578504990558486j),(-8.918568682096487e-05-9.066545057269605e-06j),(-0.0007336057187751961-0.0030836475185202676j),(-0.0084827631244399-0.028868825913828347j),(0.006272882459079999-0.002912308998996209j)
