N,E [H]
1,-14.70765355264177
2,-14.709708408195869
3,-14.711465514956322
4,-14.711840329120218
5,-14.71226609899687
6,-14.712347937287912
7,-14.712491303312234
8,-14.71292538368663
9,-14.71336502233875
10,-14.71362483989224
11,-14.713806331348838
12,-14.71536048496824
13,-14.715502797248197
14,-14.715566304045819
15,-14.71557042742263
16,-14.716088578864843
17,-14.71653385967341
18,-14.716813588234555
19,-14.716932668434938
20,-14.716946566801491
21,-14.717367656794728
22,-14.717747910502448
23,-14.717793140217488
24,-14.718318187170633
25,-14.71833444649928
26,-14.718444715613606
27,-14.718553561079784
28,-14.719385660719448
29,-14.719575758699216
30,-14.719634175369922
31,-14.719723764474312
32,-14.719915414554448
33,-14.719998651639523
34,-14.720309615337953
35,-14.720353465230152
36,-14.720427092741728
37,-14.720434664940417
38,-14.720792973178915
39,-14.720868232702065
40,-14.720941733729598
41,-14.721457343357946
42,-14.721628454274759
43,-14.721662335951507
44,-14.722307805794493
45,-14.723043020594929
46,-14.7230484599494
47,-14.723304911166347
48,-14.723607594490929
49,-14.723660061394531
50,-14.723886342864605
51,-14.7251018800759
