N,E [H]
1,-14.634002746588315
2,-14.642688768104028
3,-14.64762334768397
4,-14.653475290698422
5,-14.655270194490393
6,-14.657523776877525
7,-14.65868407170805
8,-14.660158645624188
9,-14.660982953484888
10,-14.661237738424818
11,-14.661394157249404
12,-14.661655610129152
13,-14.661857806133282
14,-14.66188732366038
15,-14.662365364351333
16,-14.662558858472003
17,-14.662598926930517
18,-14.662689312994294
19,-14.66271379800738
20,-14.662935214177379
21,-14.663063206724722
22,-14.663304313748673
23,-14.663344593724347
24,-14.663392717419525
25,-14.66341724301171
26,-14.663482726221561
27,-14.66352645471001
28,-14.663540938915641
29,-14.6635486848598
30,-14.663555145769823
31,-14.663566618299448
32,-14.66358294687256
33,-14.663607751100045
34,-14.663627823186067
35,-14.663651390269772
36,-14.663679152453144
37,-14.663692217660207
38,-14.663703818068113
39,-14.663731751895957
40,-14.663738897432422
41,-14.663749944080664
42,-14.663762728920823
43,-14.663767499141318
44,-14.663769813622988
45,-14.663771794705315
46,-14.66377475031116
47,-14.663782556284664
48,-14.663793830164431
49,-14.663796280051622
50,-14.663801060435738
51,-14.663801060441234
