t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
0.97,(0.9320651989587084+0.23908064770155457j),(-2.9991062397404936e-05-0.00034364303193352947j),(-5.996544351809676e-05-2.6058192422015077e-06j),(1.6898315443790366e-06+1.6864490316736819e-06j),(0.007079898287211206-0.00035375671421265537j),(0.6759774961172567+0.5153489046527945j)
0.98,(0.8409769812459411-0.4633179748790764j),(-0.00030030155610317924-0.00016337714142929916j),(-7.756456228010201e-05+4.747131993694737e-05j),(2.6568703104478683e-06+1.5522891828905697e-06j),(0.00538472537550371-0.005521519216845204j),(0.847186789290943-0.0873569435060543j)
0.99,(0.29242130770681324-0.9143153845519119j),(-8.416994826539169e-05+0.00019677723468257906j),(7.44153823343422e-06+0.00010293137824387831j),(2.63211732536919e-06+2.9431516319004765e-07j),(-0.002098236017998723-0.004827889076723656j),(0.5479904058847382-0.6342050704258877j)
1.0,(-0.40555488540090295-0.8678898345854036j),(0.00023558620536299045-0.00020103303174765142j),(5.564884015821217e-05-1.4639174490135579e-05j),(1.4111900521763388e-06+9.299767191033303e-07j),(0.00011554177667025267+0.0047022614991164245j),(-0.019213649219223194-0.8207439279787468j)
1.01,(-0.8754369118609983-0.3753442974743765j),(-0.0004374655241240206-0.000378808282172366j),(-8.59271779843967e-05-2.0193378760515866e-05j),(3.2526567395333865e-06+2.0169735160478764e-06j),(0.011934949662602275-0.0009806757168416638j),(-0.5343362775672105-0.5969375747751062j)
1.02,(-0.8994802300168244+0.27651217599013644j),(-0.0005239528602634207+0.00047467510752095024j),(-7.317450458989317e-05+0.00013649553036352807j),(4.362551275788894e-06-6.372892870472131e-07j),(0.004921354368812738-0.01471038398812875j),(-0.7711571177083849-0.12412217268206754j)
1.03,(-0.520188167232481+0.7710289419479445j),(0.0003604471101019758+0.0005915024551955936j),(8.5892735133045e-05+0.00015090865147874698j),(1.7623725478101113e-06-1.864754605159393e-06j),(-0.009673989164825847-0.009800196524057642j),(-0.6759371616785639+0.37426130358016996j)
1.04,(0.06910230394114421+0.9237958378489509j),(0.0005654676101041876-0.00011546725055757372j),(0.00014231409385366604+3.162979279207336e-05j),(5.115469274557891e-07-1.0592883059075856e-07j),(-0.009078327324342763+0.0024149111576871373j),(-0.3048882229740016+0.7171104350384593j)
1.05,(0.6357883494627056+0.6813247043449147j),(0.00011340235453237427-0.00037530692842076903j),(8.54547206819454e-05-4.176443646715716e-05j),(1.334731504276555e-06+1.2319436600152178e-06j),(-0.0010637169745993766+0.005045163649774348j),(0.21295780769586625+0.7591181636393189j)
1.06,(0.9361333898773444+0.11287575458032113j),(-0.00013967574567167878-0.00015520391939342107j),(2.9074431466942357e-05-3.617485727217473e-05j),(2.747450409437659e-06+1.0627927321927005e-06j),(0.0027422205664276735+0.0012314058422756772j),(0.6590648078673037+0.44836961929542496j)
1.07,(0.7835503117455213-0.5472603855966388j),(-6.768691084907042e-05+6.408122810684996e-05j),(1.3874395526824202e-05-6.145702272035214e-06j),(2.9961727253312274e-06-1.3518118244065443e-07j),(0.0018891063348971783-0.0024129092473988934j),(0.8029164953272947-0.10763439497056432j)
1.08,(0.19945867330476313-0.9428048028255834j),(0.00012909360502209118+0.00010133675945350851j),(2.5259294875777858e-05+1.5036229018120897e-05j),(2.2766687792062378e-06-7.337123182689501e-07j),(-0.0010351438131439808-0.003842351343255884j),(0.5181998113696532-0.6346072164401471j)
1.09,(-0.5003323266816131-0.8202905097281478j),(0.0003058774121365874-7.929816484249976e-05j),(5.411696638062795e-05+2.9939090103442725e-05j),(1.2993115192455338e-06-4.5805511950377696e-07j),(-0.004740841535653672-0.0023713697777948683j),(-0.05862517651566093-0.8164211644448693j)
1.1,(-0.9122175304140647-0.26601398340455856j),(0.00015674603332529365-0.0004470745057830725j),(0.00012186098242979041-9.845598770472823e-06j),(1.1105771601822687e-06+1.1073716894901554e-06j),(-0.005705743594209718+0.003605132641034919j),(-0.5859973835485386-0.5566060038214056j)
1.11,(-0.8561006228722017+0.39300914126524955j),(-0.0004276609518953733-0.00030715877214103696j),(6.858091432315144e-05-0.0001422912444326421j),(3.507977215718045e-06+1.9257398933545432e-06j),(0.002703644291959772+0.007444014804213581j),(-0.7915025379115609-0.03872478749029992j)
1.12,(-0.4034527591779775+0.8497122203351894j),(-0.00024353386917812725+0.00044064109811395937j),(-0.00010069219381650269-7.641923142772659e-05j),(5.025538883547477e-06-1.1186922383388314e-06j),(0.009065358457882143-0.0031757935048377785j),(-0.6307653326821834+0.4648605396521551j)
1.1300000000000001,(0.2309687431075544+0.9145004192924475j),(0.00059433748240592+0.00018984760709839745j),(-3.020833763946234e-05+0.00010093848495066196j),(1.7645442244900536e-06-3.1446513913719695e-06j),(-0.0029563387796238518-0.011500826392883367j),(-0.2083655781974662+0.7531768365218846j)
1.1400000000000001,(0.7602327059734753+0.5602897691157567j),(0.00032622148280559804-0.000669639513113589j),(0.000144573782896418+4.245272046104661e-05j),(-4.7131354780068283e-07-3.174484576912666e-08j),(-0.01262192268292478+0.0002034352722802119j),(0.29900440146182405+0.7235112415518673j)
1.1500000000000001,(0.9456455840873473-0.051183731369630364j),(-0.0004522985546990034-0.00046310434885533263j),(0.00011660453939847167-0.00011538572146738821j),(2.0598855344225257e-06+2.139242264127229e-06j),(-0.0033490588027159547+0.009826945573951997j),(0.6942960400310629+0.3837091129983581j)
1.16,(0.6949257855673662-0.6541124060516209j),(-0.00035675643289328026+0.0001405720989947327j),(-2.3495785051171393e-06-0.00012295430599640998j),(3.999110607694698e-06+7.583721553377972e-07j),(0.004889001710529214+0.004144109134153274j),(0.7924344543397194-0.15354130446293884j)
1.17,(0.08689461676358709-0.9613959818419979j),(2.5285232754250694e-05+0.00013855946753559676j),(-2.7074678045550562e-05-5.646738882987437e-05j),(3.887159122874907e-06-8.011139199762101e-07j),(0.002589958110298355-0.0017288074096150552j),(0.49794077518005553-0.6497509695390231j)
1.18,(-0.5958164112747613-0.76867932713028j),(6.774959476754051e-05-8.16080818128303e-05j),(2.5959785267592647e-06-3.471082432486296e-05j),(2.819837142198624e-06-1.2269063725441048e-06j),(-0.0012040532863304438-0.0015737257746468922j),(-0.0791702116443576-0.8192767955571343j)
1.19,(-0.9608453755270528-0.14938186362869066j),(-7.410428561662217e-05-0.00015716787506496712j),(2.0091097190953613e-05-4.9404072077385154e-05j),(2.4084316854161983e-06-6.237328446763763e-07j),(-0.002391564292790204+0.0008533779567411202j),(-0.6172372874327379-0.5384311890147534j)
1.2,(-0.8004200907368031+0.5342563763341258j),(-0.00022499367565235884-7.348839616691547e-05j),(2.123909331648938e-05-7.043846982134828e-05j),(2.73316379609188e-06+4.546703454379835e-09j),(-0.0013400726673333612+0.0034510582935569464j),(-0.8023618169589689+0.0212633356335461j)
1.21,(-0.24999268559346455+0.9137115721731968j),(-0.00026799551165809007+0.00017557376008501229j),(3.989277690376118e-06-0.00010969170695749477j),(3.8045977651391203e-06+3.378108813790419e-07j),(0.0022816287883118567+0.00502706532749471j),(-0.5804082974217194+0.5324525526238796j)
1.22,(0.38327397317404077+0.8569361489677795j),(6.083430212627706e-05+0.0004115924689957319j),(-8.931372949697473e-05-0.00010832736962470741j),(5.37927072380288e-06-7.729765536971784e-07j),(0.007546860490106997+0.001761726653418918j),(-0.10921081652425141+0.7687120959680911j)
1.23,(0.8315648803219864+0.43181236474680007j),(0.0005132542812320017+5.05083960936882e-05j),(-0.00010910708926765417+3.2292481880044434e-05j),(5.118927982814962e-06-3.517255041194683e-06j),(0.006714591773773155-0.0072328780498134935j),(0.3876018951904997+0.666322990545904j)
1.24,(0.9287561682971414-0.18410771943087606j),(0.00015583422968447374-0.0005010171857605095j),(4.371211396634628e-05+5.3746254457210074e-05j),(2.1871214736494965e-06-4.267887716434023e-06j),(-0.0038974832456111414-0.009336026484057241j),(0.7157724351082824+0.28741061355850384j)
1.25,(0.6083121565738545-0.7460290298215075j),(-0.00040509268608768294-0.000143127710514464j),(5.881028007882106e-05-9.274855220006538e-05j),(1.1435973040162936e-06-1.6598781137263453e-06j),(-0.008231431922424008+0.0016141594456462358j),(0.7442558905566803-0.2209857631146842j)
1.26,(-0.028900819677948122-0.9765749440675272j),(-4.993934774306179e-05+0.0002878701343329631j),(-5.577240952862373e-05-9.237546223595086e-05j),(3.4303933410765016e-06-1.1133187148299884e-06j),(0.001606341036716277+0.005898946764744751j),(0.43651845655078225-0.6529044915918625j)
1.27,(-0.6814993365146139-0.7122068969346916j),(0.0002084634692958342-5.334052528723252e-05j),(-3.992665654563271e-05-1.6666936378924417e-05j),(3.5064106976369283e-06-3.1019913896552305e-06j),(0.004520603936633616-0.0024817613001817487j),(-0.10477881504886073-0.7899159386776563j)
1.28,(-0.9893973476750353-0.056732020439567356j),(-6.448238361185326e-05-0.00016448646117513832j),(-4.902249287691078e-07-4.121878001135114e-05j),(2.180143816223564e-06-3.304876576011717e-06j),(-0.0015848007372282424-0.004055607190516116j),(-0.6209646399112478-0.5136317249092271j)
1.29,(-0.7614616269831822+0.6406635090672387j),(-0.0001129481835714269+1.60310558629777e-05j),(-2.3263320049437484e-05-6.180957598556113e-05j),(1.8237766106027826e-06-2.559493331300181e-06j),(-0.0027310296367019757-0.000254563846594961j),(-0.8046835947154591+0.05367563691690913j)
1.3,(-0.1248712698791627+0.9844360336510971j),(-6.516588387841789e-06+6.331466166739211e-05j),(-3.8431101834614626e-05-4.730294505435089e-05j),(2.4282999497430417e-06-2.4417984692417965e-06j),(-0.000600167950588804+0.0012299423608342851j),(-0.5469170764512254+0.5778356746078263j)
1.31,(0.5455283443230131+0.8100545849353313j),(5.024348960140049e-05+1.0656055556400003e-05j),(-2.780660102540862e-05-3.516736104207506e-05j),(2.580835574182704e-06-3.090914781937417e-06j),(0.0013059340556860212+0.0006762340287168047j),(-0.029080410912683596+0.7787070397723175j)
1.32,(0.9179546493912617+0.27010367684108916j),(3.517646015615766e-05-4.493606257393581e-05j),(-1.91665822012449e-05-5.090915246793427e-05j),(2.081758002726398e-06-3.698810504207966e-06j),(0.0023552297743689617-0.0008469038218931655j),(0.46768646107092715+0.6102095713573443j)
1.33,(0.8833265943005629-0.3564591241814368j),(-1.5203241508740076e-05-6.548099923724791e-05j),(-4.8261883501577634e-05-5.6994632120171694e-05j),(1.0700952193727604e-06-3.8455267681686785e-06j),(0.00222264853298694-0.003112888093201465j),(0.743562441132731+0.1873628438572812j)
1.34,(0.47884860899655957-0.8263178742551163j),(-9.226185025607131e-05-4.5251474121905816e-05j),(-4.712114858180742e-05-2.4857651630108918e-05j),(7.178088022635377e-08-2.919169690600972e-06j),(0.000194406466451508-0.005518597479787916j),(0.7089291969934457-0.3125038461040116j)
1.35,(-0.13851445878512397-0.9535788086565462j),(-0.00012503953740298606+9.931398017189194e-05j),(-2.756624804385615e-05-4.0317041015672846e-05j),(6.947106790903552e-07-1.1248476314491406e-06j),(-0.004323901391266694-0.0057055993738801955j),(0.36619953784211423-0.6904539583802893j)
1.36,(-0.728153832282799-0.6574023548601784j),(7.275919498716457e-05+0.00016221187326907272j),(-5.0046782092627804e-05-3.9658079871168055e-05j),(3.0894581240038785e-06-1.6845792745877065e-06j),(-0.00712933411691299-0.0006425712907321135j),(-0.15871466220578326-0.77726235022122j)
1.37,(-1.0045700582501134-0.008942911623769478j),(0.00010612021103993257-4.41656023881223e-05j),(-3.9022628840339e-05-2.7873587237051926e-05j),(1.9816607717437e-06-4.069728751793028e-06j),(-0.0021022325777933747+0.0032456615384862837j),(-0.6417783840986233-0.49016688882229853j)
1.3800000000000001,(-0.7503360329260049+0.6948598027779973j),(-4.0605177957649696e-05-4.691164994878691e-06j),(-4.518969531724173e-05-3.5648269697616245e-05j),(1.1844183283175878e-06-1.6269282805746015e-06j),(0.0008652977348403521-0.0026314403314315073j),(-0.8117501627767643+0.07489654492287347j)
1.3900000000000001,(-0.058862799663690464+1.0257058116436704j),(4.136486445438462e-05+3.51216582924768e-05j),(-4.410797216497762e-05-2.4104307847541158e-05j),(4.1874215359262e-06-3.896897824050996e-06j),(-0.0056956912201453335-0.0030477683041435838j),(-0.5382058313201105+0.6124295448356458j)
1.4000000000000001,(0.6495370890421324+0.7811063651814658j),(2.368050054668759e-05-3.2905578836831715e-05j),(-3.837402109540251e-05-2.863415538706128e-05j),(3.0195831255454654e-07-5.704200387795635e-06j),(-0.004515776889951518+0.0030641818474890542j),(0.022755153713501647+0.8101111405350166j)
1.41,(0.9858418402997102+0.15316437549852585j),(-1.1977205291183894e-05-1.380406395617333e-05j),(-4.110048334678136e-05-3.0358179742572713e-05j),(1.6018151589736617e-07-2.7211463871743947e-06j),(0.00029363403367956703+0.0020725867901742667j),(0.545372421032859+0.5828893089682347j)
1.42,(0.8445306473163111-0.5063011847563732j),(-1.879901549631929e-06-6.4870361411873735e-06j),(-4.088390945966982e-05-3.4305258787380845e-05j),(2.0876968506602005e-06-3.692166195517199e-06j),(0.0003318702908678704-0.001438510746315485j),(0.7772968097085577+0.09682208015577354j)
1.43,(0.3420692823730883-0.9113980858341577j),(-7.067925310540559e-06-2.3937466105631174e-05j),(-5.359463667978147e-05-4.4835418772093513e-05j),(9.16534380137959e-07-5.969723871836027e-06j),(-0.0020456124463625372-0.0027917322168268025j),(0.6610197731464327-0.4044672652256739j)
1.44,(-0.28829784799381053-0.9175683859582571j),(-3.4048833193523266e-05-3.0571321855315866e-05j),(-7.872416635977786e-05-2.8164632362776417e-05j),(-2.0061774785626385e-06-5.967420664279777e-06j),(-0.00423482248734453-0.002200818275012869j),(0.2728510317495112-0.7257337019764137j)
1.45,(-0.8020422086119039-0.5460913167618549j),(-6.498866422732864e-05-1.1670146731629812e-05j),(-5.794495499454827e-05+4.1733316541004015e-06j),(-3.907753275990479e-06-3.258663366600892e-06j),(-0.00562895041742355-0.000371726328511911j),(-0.23522595764123644-0.7428616473157542j)
1.46,(-0.9873326351209633+0.08836630438816212j),(-7.232278315276709e-05+3.952499782185015e-05j),(-3.469806454240032e-05-2.284325139030997e-05j),(-2.7679046464390014e-06+2.555708898666061e-07j),(-0.00587929599803586+0.0021287610212713717j),(-0.6608104256649292-0.4314539884283757j)
1.47,(-0.7034592676143352+0.7301161820952056j),(-7.375498756171017e-06+6.316159682816567e-05j),(-6.400176414188536e-05-3.185300863123017e-05j),(1.3654938357033987e-06+1.3993390345763748e-06j),(-0.004438345557200565+0.004700088005717088j),(-0.7958298958435708+0.10744563543306387j)
1.48,(-0.024206725514482774+1.0328289099846997j),(-1.0063100612088415e-05-7.850423788017707e-06j),(-6.653024592963377e-05-1.2375471023897711e-05j),(4.221720868494352e-06-2.4502676118038974e-06j),(-0.0009973463413224326+0.005328014452954177j),(-0.5199421437252042+0.6225338248901452j)
1.49,(0.6989335357581427+0.7709169359703225j),(-6.22168231841384e-05+4.4240729717380376e-05j),(-5.792300105467943e-05-8.637875552954332e-06j),(1.7620176814254967e-07-5.131069563341938e-06j),(0.0007260677821606181+0.001482197340362418j),(0.0496380649999021+0.8090389842581996j)
1.5,(1.0377237451787467+0.07922901048922314j),(-4.006892738885469e-06+6.0003088453375586e-05j),(-5.612835024780368e-05-1.2150742508190783e-05j),(1.4012622450797107e-06+2.783957847981718e-07j),(-0.004678494136798909+0.0008112445743700688j),(0.5823652217775176+0.5511397935253022j)
1.51,(0.8160730355533048-0.6354283961585913j),(7.358779639507128e-06+3.1692139141332104e-05j),(-5.905701217388441e-05-1.3014888960346383e-05j),(7.683745592259798e-06-6.7572251054798765e-06j),(-0.0035288134002042027+0.008362241658496014j),(0.7828649703973543+0.02224825017380125j)
1.52,(0.2043467808242752-0.9971024153935605j),(6.062158370399655e-06+1.1272914994707543e-05j),(-6.250203656888853e-05-1.2735971141485467e-05j),(-2.708526117180334e-06-1.2741290299524583e-05j),(0.005088604765382634+0.006679968485553832j),(0.6026220391281757-0.47856470681178925j)
1.53,(-0.45914041610128653-0.8881165687149997j),(-1.3797725225550974e-05-2.785168617771564e-06j),(-6.769152348389925e-05-1.157447444160394e-05j),(-7.137832068977659e-06-3.25483722391808e-06j),(0.0042611470144300855-0.0009169764117117088j),(0.1699245206917837-0.7444022787147248j)
1.54,(-0.9006995272446361-0.41161275296293054j),(-3.264976320541642e-05+8.789468198544111e-06j),(-7.693158004335642e-05-6.482608381823116e-06j),(-3.0435571947715017e-08-5.679366762070467e-07j),(-0.0016038518425137945-0.001390236151494357j),(-0.32575195736465556-0.6943636719403938j)
1.55,(-0.9675249735161121+0.235423148018269j),(-3.163669509040016e-05+2.791445214622147e-05j),(-8.128896220543883e-05+1.3389674182815077e-05j),(1.7792455097517077e-06-5.9950598191987e-06j),(-0.003313875115494128+0.0025702298906682833j),(-0.6970845080558508-0.3510984085765979j)
1.56,(-0.6095582524507424+0.8035078087814109j),(-1.7930186230759722e-05+4.234651324248033e-05j),(-5.3531601203023515e-05+2.6061516026716183e-05j),(-2.383583319663145e-06-8.855571320194672e-06j),(-0.0014713381905016331+0.005271962456393596j),(-0.7731201989117954+0.16840812556891752j)
1.57,(0.06320605614532554+1.0258042811141788j),(1.1661692685746433e-05+4.767635885973475e-05j),(-5.061952390536515e-05-7.715925072552987e-06j),(-6.600459438122466e-06-7.314759690729251e-06j),(0.0009844359534336988+0.005759512010221181j),(-0.48556222684577616+0.6422967142492468j)
1.58,(0.7468578121494465+0.7261302656473287j),(5.181022200243732e-05+1.1875043179053792e-05j),(-8.870125429180111e-05+9.649864305946172e-06j),(-8.575931338078691e-06-3.492551502060767e-06j),(0.002992825660368123+0.004862117321210282j),(0.07379709442601157+0.8152037658237223j)
1.59,(1.0398267290826726+0.014909641330262735j),(1.2226126238424283e-05-4.436947211512328e-05j),(-6.921833438049043e-05+3.165041003778703e-05j),(-7.285822627047607e-06+4.964543864181731e-07j),(0.004005207416324241+0.0029210479342470044j),(0.6158085410898967+0.5450373120571953j)
1.6,(0.7670554165988428-0.7019289384364982j),(-9.657021502563308e-06+1.779926682355257e-05j),(-6.500293250105716e-05+2.0482639205644034e-05j),(-3.649864031806378e-06+8.216692233660203e-07j),(0.0025584503035439017+0.0009901644329700413j),(0.8141352089315151-0.023980125568720284j)
1.61,(0.09894482447149391-1.0292266227857225j),(6.288147986949327e-05-1.0514190427270745e-05j),(-7.37348054950491e-05+2.304246686953422e-05j),(-3.949891756530222e-06-3.149528475025531e-06j),(-0.0004955288272286296+0.002754720617377292j),(0.5782393751743227-0.5523899709810766j)
1.62,(-0.592901490243684-0.8468460742122246j),(2.8530367412877276e-05-5.037894296240725e-05j),(-7.542096188920443e-05+3.156417040391461e-05j),(-1.0625353518536314e-05-1.580759756725107e-07j),(0.002541216131279553+0.007516341342739104j),(0.08257092162041568-0.7801381258945412j)
1.6300000000000001,(-0.9909876364778918-0.27920707065857014j),(3.133849071992046e-05-4.187468980480808e-05j),(-7.439332476239053e-05+3.7703903440494224e-05j),(-6.37635976471281e-06+1.0486024399883312e-05j),(0.009729770076154037+0.0040766177365382465j),(-0.4154750902184043-0.6439833217258354j)
1.6400000000000001,(-0.9440035081242508+0.3985592840132123j),(2.662972033654658e-05-7.833840503823626e-05j),(-7.363295415949114e-05+4.477540622632162e-05j),(5.174863533764193e-06+6.912122188613998e-06j),(0.006985980250376289-0.0037369877125592033j),(-0.7147877497403679-0.24781403236115784j)
1.6500000000000001,(-0.48783091203080065+0.8964990288919339j),(-1.694253694017065e-05-8.016508601014794e-05j),(-7.030329940260135e-05+5.328498025158197e-05j),(2.833974830338117e-06-2.7361043257735006e-06j),(-8.043476589198308e-05-0.0021649934531938306j),(-0.7140426180437751+0.24491665616390942j)
1.6600000000000001,(0.18956488082367998+1.0074696751222636j),(-2.072126012959708e-05-4.6409003905394524e-05j),(-6.156969180838394e-05+6.185067293926085e-05j),(-3.633716412769759e-06-6.903316578493331e-07j),(0.000523106013606023+0.0030737475023999224j),(-0.40482075399325274+0.6427861402908921j)
1.67,(0.808961344440096+0.6516585754595497j),(1.0185075326061674e-05-4.176162952282105e-05j),(-4.4723071548277453e-05+5.943617412033051e-05j),(-1.7331114173349704e-06+4.380145334356559e-06j),(0.00442764268736225+0.0033185764931293812j),(0.1079931924652768+0.7590010709324779j)
1.68,(1.0475175425632217-0.05884263346449478j),(3.1744704610077295e-05-7.037559695734101e-05j),(-5.291986831178008e-05+3.9671802886118985e-05j),(2.778413519732646e-06+4.318972109236458e-06j),(0.005872949594508877+0.000933223963809414j),(0.5900397427090369+0.49327352048346673j)
1.69,(0.723974976738373-0.7624466349817648j),(1.9401035665535364e-05-0.00011349257634903374j),(-6.712652329659466e-05+6.759207083412452e-05j),(5.0770021371456095e-06+1.3653268658772341e-06j),(0.0053491079496481315-0.0010432731870746682j),(0.7729177910156213-0.0452223097685987j)
1.7,(0.004037862764197042-1.0585482325748727j),(-3.2413762619303004e-05-0.00011321545546535801j),(-3.300880088527212e-05+6.677343605487055e-05j),(4.389326312738632e-06-1.6343369331274772e-06j),(0.003891837383331882-0.001836905277229891j),(0.529656737232963-0.5608481757028642j)
1.71,(-0.7000309786193746-0.7779691709716401j),(-1.5423335776290362e-05-5.7505505799676176e-05j),(-4.658739742910858e-05+4.596457374428786e-05j),(2.2471370105563035e-06-2.7851251997952287e-06j),(0.0021528339741360594-0.0013087110627370284j),(0.015280166069389756-0.7577988149322256j)
1.72,(-1.022712863123387-0.1338061562061376j),(2.264642450663771e-05-0.00012186189634070772j),(-5.5754849468047155e-05+6.092061451461362e-05j),(4.4847448417034463e-07-1.3889743468411809e-06j),(0.0018061045550360722+0.0011450850364569294j),(-0.4707526710757566-0.5726893054671829j)
1.73,(-0.8729106856740415+0.5353056783986152j),(-6.133250398985885e-05-0.0001356321447609263j),(-4.664622291953388e-05+7.412849287551855e-05j),(3.3281521910876125e-06+1.883970687605991e-06j),(0.005701091759407679+0.0029059707333457412j),(-0.7133594908670384-0.14595656515002742j)
1.74,(-0.355171272785081+0.9614850110744346j),(-4.498223501017196e-05-8.49747524462553e-05j),(-3.4489831388739084e-05+7.653143532973179e-05j),(9.521704382837903e-06-3.3455387570799416e-06j),(0.009801920552915153-0.0021291747763803083j),(-0.647605727066436+0.3240472484242282j)
1.75,(0.3207442985606654+0.9770779382072052j),(-3.1650831223618226e-05-0.0001306998542739581j),(-2.911869925170388e-05+7.470471022700635e-05j),(3.493774739930645e-06-1.231511586931519e-05j),(0.004805349141335585-0.008564633596443095j),(-0.31258954600195366+0.6573373607525992j)
1.76,(0.8693689213456641+0.5502031718797825j),(-8.343971058030559e-05-0.00012763984231562467j),(-2.4937080447260807e-05+7.69412441446625e-05j),(-4.698063610068333e-06-7.688907070220262e-06j),(-0.0016948109701315694-0.004799128354347665j),(0.16832710260417338+0.71479334104197j)
1.77,(1.027080729878435-0.15334345916382508j),(-7.463240062767391e-05-9.684664666758043e-05j),(-1.677198689132015e-05+7.730732010305413e-05j),(-7.417944447322928e-07-3.33668806678851e-06j),(0.0017893586425598673+7.544286060066511e-05j),(0.5988598755365192+0.4446566823785514j)
1.78,(0.6665529284688163-0.8122003891747835j),(-6.83774182377983e-05-0.00012284046869003043j),(-1.3144747901476186e-05+7.018500060045462e-05j),(1.1476063064898617e-07-7.693711768509463e-06j),(0.005190431959392631-0.0031347470392040664j),(0.7552303627615711-0.06880424465711991j)
1.79,(-0.06957674339684405-1.053764581546466j),(-0.00010905742409798818-0.00013562646045472946j),(-2.5581395971013812e-05+6.862795024716289e-05j),(-4.478216146490177e-06-8.334269628106792e-06j),(0.0031378484009507365-0.006027401458000573j),(0.5077157810012063-0.5701137949119205j)
1.8,(-0.7633209507885247-0.7080352706136288j),(-0.00014700223374736234-0.00010906760096630336j),(-2.0600049976806916e-05+9.315211636334605e-05j),(-6.963694026162164e-06-5.402929632743383e-06j),(0.000694361709192228-0.006000276108886814j),(-0.022326919636941153-0.7582956834149717j)
1.81,(-1.0177080520868935-0.007031550656312502j),(-0.00015515386361777018-5.92884098347307e-05j),(6.114769588123801e-06+7.545885274820962e-05j),(-6.750300069179091e-06-2.445079626688049e-06j),(-0.0005788406403568448-0.004777631106628504j),(-0.5208771405238978-0.5370083983633761j)
1.82,(-0.7576389835245023+0.6456904284268933j),(-0.00010117416421041393-3.3036624878134303e-05j),(-2.077061488834276e-05+6.795579449658223e-05j),(-5.06619621474716e-06-1.242611456320371e-06j),(-0.0006564868313262796-0.0032923172316096003j),(-0.7347808968523426-0.0657333623965557j)
1.83,(-0.17629122268748776+0.9666675651604839j),(-9.872164390663651e-05-0.00010823465178792742j),(-1.2983230645904518e-05+9.307828581200569e-05j),(-4.69571797351865e-06-2.0310129464758376e-06j),(0.0006515943864429117-0.00230502304847396j),(-0.6016619492997218+0.40722845893722875j)
1.84,(0.45982849263719094+0.8731298906832757j),(-0.0002004066205703912-7.603370870577981e-05j),(6.734663446001062e-07+8.900299232951564e-05j),(-6.167076545001825e-06-1.4862020889863633e-06j),(0.0029277446433529967-0.003364424072122626j),(-0.21862796100586412+0.6855590953375739j)
1.85,(0.9014217179800127+0.41011907769043643j),(-0.0001723687279524949+3.438936572588107e-05j),(1.2408402702247939e-06+8.944937536146762e-05j),(-6.828878065083939e-06+1.0232666288863299e-06j),(0.0037861289905715767-0.007465435378719581j),(0.2493945029751825+0.6761620844801759j)
1.86,(0.9695213306343694-0.24279496324893446j),(-9.817021880183133e-05+3.5894038948547504e-05j),(7.874695535114908e-06+9.205564954999464e-05j),(-4.1817683821750675e-06+4.0267690651294004e-06j),(-0.0009753908931101674-0.011181330113367518j),(0.6247828901467788+0.37746373504630126j)
1.87,(0.5933802232616844-0.8282394021369377j),(-7.959198166706222e-05-7.81274175963625e-07j),(1.4992836622877873e-05+9.033733205187477e-05j),(-2.9580659730325907e-07+1.7558742393203255e-06j),(-0.006482138901191256-0.0069375978869212j),(0.7339892860565439-0.11281978703967996j)
1.8800000000000001,(-0.12341235678004449-1.025114178228997j),(-9.908439959075898e-05-1.794964978792084e-05j),(1.734819514474605e-05+8.531345814468475e-05j),(-2.2438878698091873e-06-6.957241525490886e-07j),(-0.0023402448087936688-0.0017802554372776166j),(0.48109350012916163-0.5792474440028377j)
1.8900000000000001,(-0.8051917830032251-0.6596427541242177j),(-0.00010394296714760744-3.4329733277413846e-06j),(1.519667659779876e-05+8.512379933557813e-05j),(-2.027882452041251e-06+5.968730830050495e-07j),(0.00021608004237321952-0.0067166288906082595j),(-0.04313658246673627-0.7557400269118136j)
1.9000000000000001,(-1.0340178732861067+0.07797034224460456j),(-9.702902800895226e-05-2.830269218730498e-06j),(1.5837959553947182e-05+9.178064001678545e-05j),(-1.5628449647837631e-06-9.418462270291934e-07j),(-0.00497496199460864-0.007796149033891031j),(-0.5478601303956647-0.5168762180493387j)
1.9100000000000001,(-0.7041114437911078+0.7503182157238305j),(-9.789845760888026e-05-8.890652001544447e-07j),(3.387919270961765e-05+9.370603087824942e-05j),(-2.999307694315225e-06-1.179231659607259e-06j),(-0.006352495863287026-0.0040480910335680695j),(-0.7376993704359758-0.008688457392149768j)
1.92,(-0.04136947934587995+1.0178474945811309j),(-8.979438420783859e-05+1.1396369711771301e-05j),(3.439234986852921e-05+6.255967302156297e-05j),(-3.4444502715453617e-06-2.845634577457927e-07j),(-0.004445551170879103-0.002312965337310458j),(-0.5510693860363873+0.46884646925531126j)
1.93,(0.6076936903113477+0.8072105000644698j),(-5.323645548863528e-05-1.0408721060076364e-05j),(7.526579046662501e-07+8.0241725635941e-05j),(-3.0987537391884008e-06-5.635011648946508e-08j),(-0.003011136733957208-0.00275676018828024j),(-0.12597342463897498+0.7014338623836447j)
