t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
1.08,(-0.1059173125147379-0.01488174714928448j),(1.24432829980632+0.6475151231494496j),(-0.03962483830940078+1.4904387782326003j),(0.9519313149259875-1.9065593576265627j),(0.7998914156719412+0.3705963426878835j),(-0.1059173125147379-0.01488174714928448j)
1.09,(-0.08731564628417571+0.06747319934845616j),(1.2864856672509941+0.5612804277506995j),(0.08578111206016523+1.4905305174356822j),(0.8085518166510779-1.9698708711021595j),(0.8305058099779521+0.299096421103437j),(-0.08731564628417571+0.06747319934845616j)
1.1,(-0.023455077948404443+0.11916356910528496j),(1.3223321290589285+0.47297381900740737j),(0.20860940810970371+1.480412717350939j),(0.6592056990013888-2.0229889663348057j),(0.8542724541267851+0.22584014628927376j),(-0.023455077948404443+0.11916356910528496j)
1.11,(0.054683392573210775+0.12246930045189564j),(1.351838394785778+0.38296450862196396j),(0.32813043135922043+1.460665527745751j),(0.5045021986420652-2.065297986214702j),(0.8712249510150338+0.15129208948281153j),(0.054683392573210775+0.12246930045189564j)
1.12,(0.11747406396830645+0.08287195152322549j),(1.3749862661574286+0.29159617161201945j),(0.44370167904485464+1.4319021563256769j),(0.34513747787837157-2.096143955281887j),(0.8813880491525453+0.0759033161141196j),(0.11747406396830645+0.08287195152322549j)
1.1300000000000001,(0.14712456748651112+0.017699167546647028j),(1.3917678087657341+0.19920553700687854j),(0.5547679131222168+1.3947357479715399j),(0.18190486840343173-2.114848868532823j),(0.88477764266242+0.00011138580591846248j),(0.14712456748651112+0.017699167546647028j)
1.1400000000000001,(0.13691274514681134-0.052613893985075405j),(1.4021780018623737+0.10612582428400774j),(0.6608611602663895+1.349779384739427j),(0.015683805276051066-2.1208197274498066j),(0.8814007712810121-0.07565964762641963j),(0.13691274514681134-0.052613893985075405j)
1.1500000000000001,(0.08901589390574896-0.10732398705070027j),(1.4062147383588506+0.01268674336903619j),(0.7616007118719259+1.2976460858606906j),(-0.1525601842088702-2.1135486539750468j),(0.8712556203579296-0.15099923617487143j),(0.08901589390574896-0.10732398705070027j)
1.16,(0.015424308324357622-0.12690482651799667j),(1.4038788248264926-0.080785505364243j),(0.8566931240528494+1.238948807741948j),(-0.32177548052033333-2.0926128905106642j),(0.8543315208560341-0.22551033763876016j),(0.015424308324357622-0.12690482651799667j)
1.17,(-0.05970443122272966-0.09854173138363315j),(1.3951739814964523-0.1739682310938805j),(0.9459312533194001+1.1742997707628604j),(-0.4908243718912555-2.05767479991869j),(0.830610894444071-0.2987622110516063j),(-0.05970443122272966-0.09854173138363315j)
1.18,(-0.10375054615384516-0.027487315269289075j),(1.3801068422597065-0.26654225254975816j),(1.029109381651404+1.1042508791984589j),(-0.6584830543184472-2.008481865521068j),(0.8000326639621488-0.37028120398578235j),(-0.10375054615384516-0.027487315269289075j)
1.19,(-0.09350028230307264+0.056422303147947286j),(1.3586869546670568-0.35819189801359863j),(1.1060434701332478+1.0293152875180844j),(-0.8234481459534149-1.944868647582379j),(0.7625329238299106-0.4395845894921155j),(-0.09350028230307264+0.056422303147947286j)
1.2,(-0.034634226693951574+0.11441260194485062j),(1.3309308753585458-0.4486026907945354j),(1.1766039682455607+0.9500030247456308j),(-0.9844554860411032-1.8668125318917506j),(0.7180808287189002-0.5061216858904808j),(-0.034634226693951574+0.11441260194485062j)
1.21,(0.043480576000473815+0.12499233350865065j),(1.2968569264745071-0.5374297428696835j),(1.2406851437908357+0.8668011033053589j),(-1.140002065970175-1.7744063103209191j),(0.6666786681854002-0.5692736107562602j),(0.043480576000473815+0.12499233350865065j)
1.22,(0.10996577699594497+0.09080916579965612j),(1.2564326213730066-0.6242994872329967j),(1.2982050828934297+0.7801735190218972j),(-1.2885442536115077-1.6679045581833416j),(0.6083618666704325-0.6283532809203412j),(0.10996577699594497+0.09080916579965612j)
1.23,(0.14516055669009448+0.028154692711902803j),(1.2096426542748773-0.7088196639170021j),(1.3491056899995633+0.6905612511202412j),(-1.4286028718914763-1.547749993190872j),(0.5431989834997569-0.6826054124691188j),(0.14516055669009448+0.028154692711902803j)
1.24,(0.14090102813897112-0.042692503570751494j),(1.156498400871534-0.7905783641652051j),(1.3933526878773208+0.5983822622257537j),(-1.5587631987919548-1.4145734754537607j),(0.47129171288387306-0.7312065207444939j),(0.14090102813897112-0.042692503570751494j)
1.25,(0.0981155442399203-0.1009943049927611j),(1.0970379183249734-0.8691440304320899j),(1.4309356176166506+0.5040314983641646j),(-1.6776749673503142-1.2691940074806554j),(0.39277744301000067-0.7732651296835494j),(0.0981155442399203-0.1009943049927611j)
1.26,(0.027117469644274625-0.12684520807949795j),(1.0313259452677743-0.9440654563831195j),(1.4618678042812792+0.40788091240085234j),(-1.7840523656594236-1.1126187341786007j),(0.3079794985715679-0.8078018520109348j),(0.027117469644274625-0.12684520807949795j)
1.27,(-0.04975885343836277-0.10581184616976315j),(0.9594539018030968-1.0148717868947346j),(1.4861472739272514+0.3102991038508533j),(-1.8766740368676507-0.9460429428530372j),(0.21737681722692112-0.8337094539307495j),(-0.04975885343836277-0.10581184616976315j)
1.28,(-0.10034166177838401-0.0397170797848956j),(0.8815398895046831-1.0810725180543552j),(1.5037440438102287+0.21164445789246616j),(-1.9544020946371279-0.7708201458207261j),(0.12163984812158479-0.8498680210574021j),(-0.10034166177838401-0.0397170797848956j)
1.29,(-0.09852860576602936+0.044820601330405115j),(0.7977286914168573-1.14215749716038j),(1.514645202786206+0.11226033465622193j),(-2.0162918683594206-0.5883693628596633j),(0.021696210206123778-0.8551707871619539j),(-0.09852860576602936+0.044820601330405115j)
1.3,(-0.0453320572436385+0.10858899252960388j),(0.7081917720545253-1.1975969227221859j),(1.5188421774491725+0.012490596475139393j),(-2.0614991451095013-0.40042331028076006j),(-0.08126930776385644-0.8485241341721194j),(-0.0453320572436385+0.10858899252960388j)
1.31,(0.03205198650971019+0.12648504214923428j),(0.6131355539925938-1.2468416186954876j),(1.5163307321311117-0.08732039211527481j),(-2.0894045387447284-0.2087629767791821j),(-0.18581474722771024-0.8288475921722653j),(0.03205198650971019+0.12648504214923428j)
1.32,(0.10178002999579214+0.09807409830070203j),(0.5128541678985801-1.2892746623951552j),(1.5071109689020012-0.1868277643770263j),(-2.0996359430607767-0.01517497606389373j),(-0.2902334078994462-0.795135921098569j),(0.10178002999579214+0.09807409830070203j)
1.33,(0.1423437469478088+0.038391798164056856j),(0.4076975743251698-1.3242069259391607j),(1.491187327569813-0.2856861513696326j),(-2.092068531791636+0.17854845314234247j),(-0.39238270228230887-0.7467736694222639j),(0.1423437469478088+0.038391798164056856j)
1.34,(0.14405335482461812-0.03254646817877465j),(0.2981067182293584-1.3509701767703801j),(1.4685685856805142-0.3835496819501234j),(-2.0668247586096133+0.37060944710296595j),(-0.4897932928906194-0.6835018652460503j),(0.14405335482461812-0.03254646817877465j)
1.35,(0.1065251263470404-0.09397543807083585j),(0.1846205479929104-1.3689235777908166j),(1.4392678585180647-0.48007198277304075j),(-2.024274357125332+0.5592045170676174j),(-0.5798970952392545-0.6055718332268377j),(0.1065251263470404-0.09397543807083585j)
1.36,(0.03859637231209746-0.1257144225473416j),(0.06787601542235921-1.3774536873615988j),(1.403303031313092-0.5749061631169695j),(-1.9650098792442552+0.742547823420125j),(-0.6600346377499741-0.5137612895594792j),(0.03859637231209746-0.1257144225473416j)
1.37,(-0.03926943822778768-0.11200206210088934j),(-0.051391924250992815-1.375974459302981j),(1.3607196026751924-0.6676914024172654j),(-1.8897095378892397+0.9190279921320542j),(-0.7274586591508966-0.40937281657092056j),(-0.03926943822778768-0.11200206210088934j)
1.3800000000000001,(-0.09576846676665687-0.05148429236655454j),(-0.1723503123710748-1.3639272428943445j),(1.311516815505486-0.7580218353599217j),(-1.7993403117445093+1.0870639316342945j),(-0.7796480875671238-0.2943377879445662j),(-0.09576846676665687-0.05148429236655454j)
1.3900000000000001,(-0.10239282039158439+0.032789733262152135j),(-0.29406847773943606-1.3407811827857519j),(1.255691668190516-0.8454681761808823j),(-1.69500104697402+1.2452427230551426j),(-0.814586664603394-0.17155045158788934j),(-0.10239282039158439+0.032789733262152135j)
1.4000000000000001,(-0.055466390559772275+0.1017645466867115j),(-0.4155197053034151-1.3061022535403253j),(1.1932755240376545-0.9295832893597757j),(-1.577886810644274+1.3923514383497477j),(-0.8308924536673296-0.04420664402097568j),(-0.055466390559772275+0.1017645466867115j)
1.41,(0.020486252923499336+0.1269643630182801j),(-0.5354347601681028-1.2595391197170849j),(1.1243341112751035-1.0099021896199136j),(-1.4492888907243247+1.5273771403001066j),(-0.8279156344961721+0.08436989234342868j),(0.020486252923499336+0.1269643630182801j)
1.42,(0.09298841809845342+0.10463489262714441j),(-0.6524438645478922-1.2008821766108742j),(1.0489675230518873-1.085942041928298j),(-1.3105947960857636+1.6495068825150765j),(-0.8057385031567825+0.2107275091999286j),(0.09298841809845342+0.10463489262714441j)
1.43,(0.1386755013577576+0.04833146268524623j),(-0.7651501317055609-1.1301219653325716j),(0.9673102174378648-1.15720216149561j),(-1.163288256502738+1.7581277094303573j),(-0.7651775421344692+0.3313770915345222j),(0.1386755013577576+0.04833146268524623j)
1.44,(0.14629725963617823-0.022240331327701007j),(-0.8721295659522824-1.0474491728090864j),(0.87953101742372-1.223164013776218j),(-1.0088661600163484+1.8527868765762399j),(-0.7079604804769895+0.4433054252729443j),(0.14629725963617823-0.022240331327701007j)
1.45,(0.11423597058670018-0.08634840719876867j),(-0.9719310626476225-0.9532546317833601j),(0.7858331109209657-1.2832912144681738j),(-0.8487236724569951+1.9331401014026264j),(-0.6363922156558282+0.5440167763522585j),(0.11423597058670018-0.08634840719876867j)
1.46,(0.04980209363045229-0.12362147047570281j),(-1.0630764081995399-0.8481293208143658j),(0.6864540507619432-1.3370295295132157j),(-0.6843226162138828+1.9990411173153424j),(-0.5529429602025284+0.6316592258685227j),(0.04980209363045229-0.12362147047570281j)
1.47,(-0.028384143139848578-0.11711501343499897j),(-1.1441058857918391-0.7328432901827147j),(0.5816677764741958-1.3838085837239633j),(-0.5170484598525319+2.050475449341225j),(-0.46023659396793726+0.7050381594237477j),(-0.028384143139848578-0.11711501343499897j)
1.48,(-0.09008797531710812-0.06262704591580791j),(-1.213650578238204-0.608482319135327j),(0.47183147101951706-1.4230329430143769j),(-0.34820495013985797+2.087557851580751j),(-0.36104310974056486+0.7636069796655633j),(-0.09008797531710812-0.06262704591580791j)
1.49,(-0.10500854867939502+0.020470612053655867j),(-1.2703816592203898-0.47651157130390676j),(0.3573784484624333-1.4540161036288366j),(-0.17901411204417206+2.110532307208036j),(-0.2579757657383417+0.8072997207655451j),(-0.10500854867939502+0.020470612053655867j)
1.5,(-0.0649023936644385+0.09397319605010157j),(-1.3132365183960923-0.3385036537390747j),(0.23882836657715223-1.4760919212090644j),(-0.010616248735180855+2.1197720284708326j),(-0.15330598417456853+0.8366166853486817j),(-0.0649023936644385+0.09397319605010157j)
1.51,(0.008885935565803138+0.1263737138747102j),(-1.3414317195386642-0.19612639831136247j),(0.11679768820092445-1.4886388822229715j),(0.1559300584160137+2.1157794566905337j),(-0.04902791925539374+0.8522974241813971j),(0.008885935565803138+0.1263737138747102j)
1.52,(0.08363687507249834+0.11041856643116929j),(-1.3544630005371132-0.05114286171121263j),(-0.008000318765957415-1.491080103964658j),(0.3196528214036881+2.099075434540927j),(0.0531683356909205+0.8552186947714859j),(0.08363687507249834+0.11041856643116929j)
1.53,(0.13420546506896797+0.057925944074333116j),(-1.3521052733961039+0.09458867455102149j),(-0.13475558136015875-1.4828833345544132j),(0.4796557898095398+2.070176804956621j),(0.15189674821399857+0.8463944613681138j),(0.13420546506896797+0.057925944074333116j)
1.54,(0.14770072851761593-0.011844045195989417j),(-1.3344081015633322+0.23912150826566778j),(-0.2625612215553017-1.4635609529387157j),(0.6351186442319259+2.0296973895777977j),(0.24607534674135134+0.8269758949618169j),(0.14770072851761593-0.011844045195989417j)
1.55,(0.12118566079689558-0.07817809842628842j),(-1.3016562279951909+0.38056190806695034j),(-0.3904135562619675-1.432669968890232j),(0.7853065580080937+1.9782649708323583j),(0.3349169353938062+0.798237701300031j),(0.12118566079689558-0.07817809842628842j)
1.56,(0.060618480779515205-0.12054342066478349j),(-1.2545281708740523+0.5170199240249158j),(-0.5172340652515469-1.389852335635259j),(0.9295701995584931+1.9165212607960869j),(0.417800112342425+0.7612872656347311j),(0.060618480779515205-0.12054342066478349j)
1.57,(-0.017183856094269492-0.1211481037054605j),(-1.1939248378771292+0.6467851716952284j),(-0.6417588576477931-1.334875321729797j),(1.0673457323867745+1.8451219011926503j),(0.49434397877305325+0.7171178326480455j),(-0.017183856094269492-0.1211481037054605j)
1.58,(-0.08340579643551901-0.07309973980924336j),(-1.120912629059937+0.768391869036269j),(-0.7625821960005996-1.267628611270387j),(1.1981548150797892+1.7647364633935994j),(0.5642814944152765+0.6666822561668814j),(-0.08340579643551901-0.07309973980924336j)
1.59,(-0.10640946490085094+0.007981755050727998j),(-1.0367234368562945+0.8806188364091355j),(-0.8782987139134801-1.1882008728406355j),(1.321604601307589+1.6760484484183678j),(0.6274157585314923+0.6108599612202485j),(-0.10640946490085094+0.007981755050727998j)
1.6,(-0.07357847947769866+0.08530550559861264j),(-0.9427546460783245+0.9824894965776425j),(-0.987504772414256-1.0968808019425482j),(1.437353765777144+1.5797303743537854j),(0.683620009916911+0.5504569440392593j),(-0.07357847947769866+0.08530550559861264j)
1.61,(-0.0026647288215040157+0.1247430611494741j),(-0.8405562698478813+1.0732663539735026j),(-1.088798459955056-0.9941571209965288j),(1.5450493103905343+1.4764082280811834j),(0.7328376268995542+0.48620577205712867j),(-0.0026647288215040157+0.1247430611494741j)
1.62,(0.07379573114777555+0.11539922623560224j),(-0.7316022110975569+1.1523776693430823j),(-1.1807795924123168-0.8807185793413793j),(1.6444134588334083+1.3667270327410401j),(0.7750821273402575+0.4187655839091739j),(0.07379573114777555+0.11539922623560224j)
1.6300000000000001,(0.12894288283464403+0.06710177933866643j),(-0.617400736767392+1.2195105432022706j),(-1.2620611235970178-0.7574443081173955j),(1.7352065294817964+1.2513161534899686j),(0.8104305614783462+0.34872626730021156j),(0.12894288283464403+0.06710177933866643j)
1.6400000000000001,(0.1482055617689213-0.00142427729618326j),(-0.4994142686348972+1.274546038585981j),(-1.3313916539779975-0.6253936016009686j),(1.8172250085481991+1.1307877462728644j),(0.8389146719391789+0.2766397295538969j),(0.1482055617689213-0.00142427729618326j)
1.6500000000000001,(0.12737909551511004-0.06953524938866755j),(-0.3790021343669412+1.3175290771418569j),(-1.3875553468881916-0.48603463443786754j),(1.8903015500815863+1.005736757822906j),(0.860563719811552+0.20296244698483665j),(0.12737909551511004-0.06953524938866755j)
1.6600000000000001,(0.0710226083169872-0.11661898767046462j),(-0.25742056751975206+1.3486684391302726j),(-1.4295579128114537-0.3409617695491144j),(1.954304975967399+0.8767409256615554j),(0.8754115711100924+0.12812959351290135j),(0.0710226083169872-0.11661898767046462j)
1.67,(-0.005818972315385187-0.1240841687346683j),(-0.13582270753891856+1.3683367634243324j),(-1.4566773057771982-0.1918336785541609j),(2.0091402759275465+0.7443607780985612j),(0.8834815567532007+0.05257396215642257j),(-0.005818972315385187-0.1240841687346683j)
1.68,(-0.07579839108509279-0.08275228534005331j),(-0.015258593895140192+1.3770704557426254j),(-1.468463723360402-0.04037334177087526j),(2.0547484908386493+0.6091397010029903j),(0.8847864725630521-0.02327403496781405j),(-0.07579839108509279-0.08275228534005331j)
1.69,(-0.10653927860371634-0.004524145272288879j),(0.10334061170582821+1.3754230514791923j),(-1.4647396066816023+0.11163195178443908j),(2.0910668570051807+0.4716222484429428j),(0.8793285792655948-0.09898636664455795j),(-0.10653927860371634-0.004524145272288879j)
1.7,(-0.08136877708866702+0.0758239207210125j),(0.21917531740160417+1.363939862639324j),(-1.4455996404068974+0.26233060439705447j),(2.1180229937451567+0.332347624857142j),(0.8670996024905515-0.17413738256010164j),(-0.08136877708866702+0.0758239207210125j)
1.71,(-0.014052779452215045+0.12204003717165061j),(0.3315418726279438+1.3432496241199163j),(-1.4113608786208471+0.4098777862532642j),(2.135572534363686+0.19184258787631692j),(0.8480807327714186-0.24830381330227785j),(-0.014052779452215045+0.12204003717165061j)
1.72,(0.06352622528293701+0.11951648460829338j),(0.4398306584259781+1.3139812215950768j),(-1.3626032493570321+0.5525147110346731j),(2.143686408496708+0.05063240193095564j),(0.8222426255454666-0.3210647703604596j),(0.06352622528293701+0.11951648460829338j)
1.73,(0.12294314283821775+0.07581702006125537j),(0.5435260874422118+1.2767636915161247j),(-1.3002090248772413+0.6885534299898171j),(2.142350842110993-0.0907591617486948j),(0.7895554447646775-0.3919605670112191j),(0.12294314283821775+0.07581702006125537j)
1.74,(0.14788215261812426+0.008960871754312073j),(0.642206603928524+1.2322262211115895j),(-1.225201828242353+0.8165341728985566j),(2.1315673575041423-0.2318098251326277j),(0.7499611729686152-0.46045654290149396j),(0.14788215261812426+0.008960871754312073j)
1.75,(0.1327691466747969-0.06048967083916476j),(0.7355446837421689+1.1809981483872132j),(-1.1387437877824163+0.9352284307394073j),(2.111352773304589-0.37199880339107816j),(0.7033987037301064-0.5260035653398445j),(0.1327691466747969-0.06048967083916476j)
1.76,(0.08089890999221139-0.11183237902783782j),(0.8233068343457741+1.1237089621259484j),(-1.0421355370966507+1.0436389556895407j),(2.081739204471596-0.510806804894522j),(0.6498609833466785-0.5879765683935755j),(0.08089890999221139-0.11183237902783782j)
1.77,(0.005639956884606237-0.12596001186118566j),(0.9053138152325543+1.0609581265185524j),(-0.9368162150534468+1.140999761124783j),(2.042774062295258-0.6477160312136754j),(0.5893956575450691-0.6456733326527366j),(0.005639956884606237-0.12596001186118566j)
1.78,(-0.06739921788858327-0.09156328211496191j),(0.981363616924152+0.9932568681256725j),(-0.8242931791059913+1.2267451694474798j),(1.994533558024441-0.7822030956561682j),(0.5221050714812259-0.6983144852301231j),(-0.06739921788858327-0.09156328211496191j)
1.79,(-0.10546219204725876-0.016913885315853982j),(1.0513284907337814+0.9211202657843794j),(-0.7059620174830291+1.3004593069010881j),(1.9370987974558238-0.9137147091380943j),(0.44814626974030664-0.7450434997612745j),(-0.10546219204725876-0.016913885315853982j)
1.8,(-0.08820936057118542+0.06565009129975816j),(1.1151064282375263+0.8450404476967179j),(-0.583275754834071+1.3619640703112026j),(1.8705261171624439-1.041686197776505j),(0.3677309963366799-0.7849266964044761j),(-0.08820936057118542+0.06565009129975816j)
1.81,(-0.02517027027430747+0.11830495567281808j),(1.172618635517491+0.7654847922940817j),(-0.4576001268922882+1.4112343991403717j),(1.7949101306792254-1.1655410854153936j),(0.2811393748590185-0.8169567498616674j),(-0.02517027027430747+0.11830495567281808j)
1.82,(0.052919597786296554+0.12273368527171774j),(1.2238095331618015+0.682895928237214j),(-0.3302032273784826+1.4483930072254183j),(1.7103856308320498-1.2846907501280103j),(0.1889186632130066-0.8400558005486655j),(0.052919597786296554+0.12273368527171774j)
1.83,(0.11623160160139885+0.08397860241769002j),(1.2686467562646038+0.597691734416208j),(-0.2022555080010875+1.47371038277744j),(1.6171275897377548-1.3985344242168622j),(0.09180675852575346-0.8530473624913558j),(0.11623160160139885+0.08397860241769002j)
1.84,(0.1466864547886808+0.01922103931405529j),(1.3071211544260657+0.5102653399505057j),(-0.07482977845616667+1.4876047883818093j),(1.515351158804136-1.506459194213714j),(-0.009208711574065331-0.8548026765543266j),(0.1466864547886808+0.01922103931405529j)
1.85,(0.13735744842278713-0.05112276166429984j),(1.339246791752375+0.420985124188899j),(0.051099293071664054+1.4906341139351933j),(1.4053116687299458-1.607840000879587j),(-0.11285347370168625-0.8442639936971782j),(0.13735744842278713-0.05112276166429984j)
1.86,(0.09022831841696946-0.10632250904395259j),(1.3650526716860532+0.3301992257657597j),(0.17467061626687308+1.4833066780596436j),(1.2873046295048933-1.70203963920476j),(-0.217566608716258-0.8204445749745229j),(0.09022831841696946-0.10632250904395259j)
1.87,(0.017039613946147038-0.12675935259332957j),(1.384519341215193+0.23825808682974753j),(0.29512792433136303+1.4661844146875098j),(1.1616657304096445-1.788408758408769j),(-0.321500746310257-0.7824291145965567j),(0.017039613946147038-0.12675935259332957j)
1.8800000000000001,(-0.058277264474509496-0.09942049891582398j),(1.3976307370717977+0.14548777479723046j),(0.4118028395389188+1.4398775423460313j),(1.028783131818254-1.8663152687517766j),(-0.4225158674339427-0.7295960557949615j),(-0.058277264474509496-0.09942049891582398j)
1.8900000000000001,(-0.10317030685888925-0.029080362135923965j),(1.4043784357775704+0.05221152745054425j),(0.5241157045044463+1.404997775989743j),(0.889099446385814-1.9351039623035236j),(-0.5180389982803592-0.6618519457975853j),(-0.10317030685888925-0.029080362135923965j)
1.9000000000000001,(-0.09403904468942789+0.0548517540512337j),(1.4047570255773727-0.04124616434096501j),(0.6315755821839726+1.3621583270004762j),(0.7431032685695567-1.9940451105382342j),(-0.605398956265264-0.5795997914247883j),(-0.09403904468942789+0.0548517540512337j)
1.9100000000000001,(-0.03594323153842702+0.11354567767655084j),(1.3987641064392238-0.13455955662094077j),(0.7337802558746456+1.311973903187359j),(0.5913691208830563-2.0424477783793713j),(-0.6819545524818766-0.4838176477442061j),(-0.03594323153842702+0.11354567767655084j)
1.92,(0.04202537173475991+0.12503905421073053j),(1.3864002900543007-0.22740165234601406j),(0.8304162292147327+1.2550607087868166j),(0.43455844814775046-2.0796625959257673j),(-0.7450945917008769-0.3760586180707524j),(0.04202537173475991+0.12503905421073053j)
1.93,(0.10886494914608938+0.0915901310397011j),(1.3676691998369381-0.3194442013858114j),(0.921258663508201+1.192036401407306j),(0.2734196174929262-2.1050817584516244j),(-0.7923223655409946-0.25843553434254724j),(0.10886494914608938+0.0915901310397011j)
1.94,(0.14468255078951298+0.029333872835042154j),(1.3425774709246288-0.4103577005229435j),(1.0060966552800157+1.1234679548620918j),(0.10878791835574098-2.118139026406512j),(-0.8217980409892535-0.1338422128084927j),(0.14468255078951298+0.029333872835042154j)
1.95,(0.14111529023987002-0.04147579370604046j),(1.311134750178023-0.49981139345301207j),(1.0847279063369188+1.0498715448295923j),(-0.058414437518790274-2.118309725415369j),(-0.8323575612460153-0.005718612605847384j),(0.14111529023987002-0.04147579370604046j)
1.96,(0.09895034270965838-0.10008669770675048j),(1.2733523396667115-0.5874703301944026j),(1.1570164109463594+0.9717641235036487j),(-0.22717831607779426-2.105110746278503j),(-0.8235818230969723+0.12251395740972115j),(0.09895034270965838-0.10008669770675048j)
1.97,(0.02835485180981849-0.126581008043259j),(1.2292263771932754-0.6729515881292812j),(1.2228529545505173+0.889638284248913j),(-0.3964115636874176-2.078106914211287j),(-0.7958098263531801+0.24747463826146254j),(0.02835485180981849-0.126581008043259j)
1.98,(-0.04857911474941483-0.1063345476727367j),(1.1787670316432688-0.7558574305106356j),(1.2821551137663023+0.8039622616008466j),(-0.5649428748048777-2.0369571307753356j),(-0.7501396268046077+0.36583033819643307j),(-0.04857911474941483-0.1063345476727367j)
1.99,(-0.0997432887312114-0.040882501432144655j),(1.1220036790848622-0.83577545231378j),(1.3348672563853543+0.7151799312657212j),(-0.731512883690605-1.9814358779280465j),(-0.6884180513393263+0.4746413892893414j),(-0.0997432887312114-0.040882501432144655j)
2.0,(-0.09878426041849901+0.04355975714022299j),(1.0589812136682508-0.9122705819955478j),(1.3809605413740433+0.6237108101206184j),(-0.8947940137471841-1.911443484121534j),(-0.6129786535253059+0.5716351651101916j),(-0.09878426041849901+0.04355975714022299j)
