N,E [H]
1,-195.97902343903834
2,-196.0193934320186
3,-196.02233872550198
4,-196.02824050266432
5,-196.03029628107242
6,-196.03029667863998
7,-196.03098657136596
8,-196.03110586283663
9,-196.0314214636859
10,-196.03188037043978
11,-196.03275543705197
12,-196.032801124606
13,-196.0328915212063
14,-196.0330574403655
15,-196.03308588202606
16,-196.03319081759375
17,-196.03319140880103
18,-196.03350791981302
19,-196.0336533555939
20,-196.03374017836722
21,-196.0338441595325
22,-196.0338845061363
23,-196.03391175358013
24,-196.03404003982175
25,-196.03440945992307
26,-196.03450009440118
27,-196.03450961519417
28,-196.0345482831547
29,-196.0345885703631
30,-196.03469704546035
31,-196.0347803185663
32,-196.03479911440388
33,-196.03489369937714
34,-196.03493901791947
35,-196.03494029811492
36,-196.0349615477908
37,-196.03496942994107
38,-196.03500884430753
39,-196.03501037648599
40,-196.035027447369
41,-196.03504613353383
42,-196.0350512324645
43,-196.03506180458982
44,-196.0350661110378
45,-196.03506643995755
46,-196.03507107483978
47,-196.0350724188869
48,-196.0350742555055
49,-196.03507996892486
50,-196.03508158332335
51,-196.03508293850675
