N,E [H]
1,-14.5867386024994
2,-14.592750926025943
3,-14.60939657415578
4,-14.611534168586404
5,-14.61341620808754
6,-14.614341931858828
7,-14.626932893713215
8,-14.628104273423494
9,-14.628767609264258
10,-14.629103871488606
11,-14.63009747124856
12,-14.630178680685884
13,-14.631331981982322
14,-14.631454966125878
15,-14.631473436018947
16,-14.631602381100397
17,-14.631723311962682
18,-14.632036308927681
19,-14.632189383884192
20,-14.632490447665546
21,-14.632614605238524
22,-14.632829491643108
23,-14.633540725781032
24,-14.633922992086903
25,-14.634558191764809
26,-14.634564853192968
27,-14.634587466869968
28,-14.634680976918505
29,-14.634836842785516
30,-14.634873408200958
31,-14.635156984157794
32,-14.635176129283748
33,-14.635230644710882
34,-14.635270011915985
35,-14.635294920679542
36,-14.635796212183333
37,-14.635808144251005
38,-14.635841836017706
39,-14.636096567811686
40,-14.636473462656637
41,-14.636605899916061
42,-14.636605958907886
43,-14.636608122609776
44,-14.636610928889288
45,-14.636616415109724
46,-14.63662412092264
47,-14.636632847791558
48,-14.636881193284143
49,-14.63690760674165
50,-14.636912687223633
51,-14.636912687306477
