N,E [H]
1,-102.44065471196063
2,-102.44389340411225
3,-102.44447722672035
4,-102.44449087241479
5,-102.44477210462574
6,-102.44478175187984
7,-102.44534714267644
8,-102.44573543119323
9,-102.44651497944298
10,-102.44723956946842
11,-102.44734266555132
12,-102.44819685614802
13,-102.44846385096824
14,-102.4484638553547
15,-102.44851170069212
16,-102.44858406842702
17,-102.44863158844115
18,-102.44868837252683
19,-102.44887044964966
20,-102.44925465263967
21,-102.44967431527228
22,-102.45047240052291
23,-102.45082497614018
24,-102.45082502090935
25,-102.45146720895589
26,-102.45435925347142
27,-102.45436475995211
28,-102.45436516850332
29,-102.45440567097675
30,-102.45440567955713
31,-102.45442757134872
32,-102.45459488215091
33,-102.4546173494394
34,-102.45529436158569
35,-102.4558545005634
36,-102.4558546315117
37,-102.45606116313606
38,-102.45611273412209
39,-102.4567145024952
40,-102.45671478086655
41,-102.4567688696874
42,-102.4567688822041
43,-102.45684835645217
44,-102.45684835682812
45,-102.4569914751022
46,-102.4570342275223
47,-102.45707137256666
48,-102.45707388763819
49,-102.45709161319255
50,-102.4570916191241
51,-102.45709207150402
52,-102.45709613504592
53,-102.45710180758684
54,-102.45710906979498
55,-102.45711708821752
56,-102.45736788107024
57,-102.45740794231378
58,-102.45741369531889
59,-102.45768894863805
60,-102.45768905006479
61,-102.45769070709902
62,-102.45769792826817
63,-102.45801834146143
64,-102.45802887501108
65,-102.45808984874868
66,-102.45810435816747
67,-102.45817474574979
68,-102.45839826520768
69,-102.45840472656658
70,-102.45873536403523
71,-102.45876772055365
72,-102.45877601004568
73,-102.45880232469771
74,-102.45901845486696
75,-102.45902228710209
76,-102.45902710639473
77,-102.45904314700502
78,-102.45904658883708
79,-102.45904688400212
80,-102.45910265875442
81,-102.45911015418679
82,-102.45917233403937
83,-102.4591993113606
84,-102.45924946931729
85,-102.45929563229373
86,-102.45941756754337
87,-102.45946077174658
88,-102.45948627404891
89,-102.45948651598896
90,-102.45951951170059
91,-102.45953294759903
92,-102.45958804613328
93,-102.45959686715985
94,-102.46084430241645
95,-102.46086467590284
96,-102.46112411393497
97,-102.46213905994317
98,-102.46213935494978
99,-102.46213938939384
100,-102.46215129054974
101,-102.462151304804
