N,E [H]
1,-193.16984323835587
2,-193.17167529758117
3,-193.17404472833027
4,-193.17507668549166
5,-193.17542750189529
6,-193.1754351859005
7,-193.17632665229527
8,-193.17643843151575
9,-193.1765201399036
10,-193.1767367656661
11,-193.17748615710212
12,-193.17750129600557
13,-193.1775038490173
14,-193.1775072282126
15,-193.17751838024128
16,-193.1775226024445
17,-193.17754243112972
18,-193.17758936559622
19,-193.1776243067691
20,-193.1776378804038
21,-193.17764064155912
22,-193.1776822028406
23,-193.17782908286003
24,-193.17791573200242
25,-193.1779240374497
26,-193.1780255724459
27,-193.17803729875754
28,-193.17809275246574
29,-193.17813593862803
30,-193.17821446077804
31,-193.17831610886458
32,-193.17833076308636
33,-193.17852465145228
34,-193.17854632435714
35,-193.17854841515327
36,-193.17854935759632
37,-193.17857810697961
38,-193.17862380834407
39,-193.17862433289807
40,-193.17864896102333
41,-193.17864947159063
42,-193.17865036973487
43,-193.17866504869338
44,-193.17866934111905
45,-193.17867044277415
46,-193.17867382728593
47,-193.17867426089586
48,-193.1786760099862
49,-193.17868127640162
50,-193.17869197010106
51,-193.17869491681847
