N,E [H]
1,-15.504728697794505
2,-15.506403263907895
3,-15.509616987980307
4,-15.510602315187285
5,-15.512135599493398
6,-15.512968873297533
7,-15.514078992548
8,-15.514722207272426
9,-15.515278817067843
10,-15.516678284055708
11,-15.516925539293453
12,-15.517750240929875
13,-15.518093614208217
14,-15.518733063851855
15,-15.519236250428552
16,-15.519402970704224
17,-15.520101468647225
18,-15.520286525072125
19,-15.520829102197503
20,-15.52100595684421
21,-15.521449220581129
22,-15.521921132617642
23,-15.521935177958216
24,-15.522138885518906
25,-15.522178216027893
26,-15.522748911567867
27,-15.523175949736526
28,-15.523310633123257
29,-15.523440688597898
30,-15.523804449092838
31,-15.524095913696677
32,-15.524148853484967
33,-15.524339226124065
34,-15.52449068358306
35,-15.524575478068817
36,-15.524630459013798
37,-15.524687761825664
38,-15.524861738259231
39,-15.525046825202837
40,-15.525188534239764
41,-15.525262104696397
42,-15.525304803487533
43,-15.525406860906237
44,-15.525492744745428
45,-15.525661595102315
46,-15.52573405793935
47,-15.52587079627295
48,-15.525992251066329
49,-15.526073309096518
50,-15.526216479236956
51,-15.526318506977029
