t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
1.87,(2.0348112957043676e-18+9.12069642920215e-18j),(-7.218019251395266e-08+5.739282242932109e-07j),(1.8453315649397226e-12-2.7099821350912773e-12j),(3.741548978664179e-06+7.556140787412463e-06j),(-1.056294232437447e-10-2.1935417771552793e-10j),(-9.981346270097647e-08-1.5096051345121522e-07j)
1.8800000000000001,(4.028837096835355e-19+1.836927242791885e-18j),(-4.701370623241882e-08-3.8298392897569737e-07j),(8.689332827820392e-12-2.416845445205501e-13j),(1.0306134492580297e-05+1.7599596152612144e-05j),(1.721465449777217e-10+7.308769743267989e-11j),(2.808440339907764e-07+4.2152427685284733e-07j)
1.8900000000000001,(9.187383829724479e-20+4.1745267032358814e-19j),(-4.122660254385622e-07-5.386638036943113e-07j),(1.525493611410809e-11+1.7511348207203298e-11j),(2.4724411862818877e-05+3.7382448112434904e-05j),(2.604563062668505e-10-1.2381164584483515e-11j),(-1.869973632776521e-07-2.6655815824537005e-07j)
1.9000000000000001,(5.808508129779554e-20+2.380356980966039e-19j),(-4.73956809754449e-08+9.459657674923022e-08j),(-6.3817151027422164e-12+6.182209215815204e-11j),(5.476108355223949e-05+7.40683009027429e-05j),(-2.1304865815950683e-11-5.957673448367685e-11j),(5.353905623148437e-09+2.6306519893331557e-08j)
1.9100000000000001,(1.571594485508435e-20+5.934589124122315e-20j),(-1.7879564286211708e-07+9.319588856824833e-08j),(-1.2589718649590475e-10+1.0820942881188637e-10j),(0.00011826331920983771+0.00013936591907005202j),(-6.956534537263515e-12-6.961290910765603e-11j),(3.7152470291860733e-07+4.988971228204408e-07j)
1.92,(5.826901896534143e-21+1.9458221042062435e-20j),(-1.2971082115942185e-08+1.7681326222833963e-07j),(-4.403618903859973e-10+5.102704052280113e-12j),(0.000246595782200933+0.00024859931976735773j),(-5.025692138302073e-11-2.8056636899123206e-11j),(9.865565404535122e-08+1.202988302404098e-07j)
1.93,(5.130944866415959e-22+1.7292222860077307e-21j),(-3.1628331882284326e-07+3.151987170248749e-07j),(-9.35566633899326e-10-6.808704815644701e-10j),(0.0005039760480067322+0.0004201152729283347j),(-3.278656009806787e-11-8.419837545142392e-11j),(-6.214917224392397e-08-5.156910273415056e-08j)
1.94,(-2.473314630159229e-24+3.48848070892727e-23j),(-1.8775605725653428e-07+3.7942392239503185e-07j),(-1.0460665792633387e-09-2.8100847457984847e-09j),(0.0009938512915125858+0.0006648889550124027j),(-4.880875756122424e-11-5.261911110531914e-11j),(-1.0086415276649752e-07-9.014352046589787e-08j)
1.95,(7.13356699299293e-24+2.3102663355923077e-23j),(8.180357658980068e-09+2.6982160103388e-07j),(1.3358319247467245e-09-7.524331916538439e-09j),(0.0018933506401430096+0.0009683791059643973j),(-3.752324493220733e-11-8.850166410430332e-12j),(-4.189266202027376e-07-3.525611100636464e-07j)
1.96,(1.0242631043500747e-23+2.04321176640706e-23j),(9.345769983376935e-08+1.3680324598139556e-07j),(1.1677446642271731e-08-1.5141448813303192e-08j),(0.003490251677577108+0.001246049117970771j),(-1.7832908237569965e-11+9.022241381290042e-12j),(-1.8071368996787588e-07-1.137941749875624e-07j)
1.97,(2.825783313778321e-25+7.67485845733122e-25j),(9.681000805766973e-08+6.78098280245116e-08j),(4.157329793247417e-08-2.1701741252099764e-08j),(0.006214240382267781+0.0012593096217827764j),(-6.9788024706789974e-12+9.399671239363839e-12j),(-5.118177836066663e-09+2.64268931842535e-09j)
1.98,(1.7842002123050825e-25+2.668818991308354e-25j),(7.380750465487743e-08+8.256605771762498e-09j),(1.120249247718861e-07-1.0636122314488172e-08j),(0.010627839326205762+0.000482764950225171j),(1.4984267202902697e-14+6.092217432419967e-12j),(2.5985235252084347e-07+1.319947777566403e-07j)
1.99,(1.5469238190666224e-25+1.8146754357083854e-25j),(4.271466183739986e-08-1.8202299550063063e-08j),(2.558291820033984e-07+6.473160640665986e-08j),(0.017399827177779378-0.0021090182651442822j),(1.9831698710319514e-12+2.464956599172959e-12j),(5.514444422931296e-07+2.2415681297761307e-07j)
2.0,(2.1921640265558768e-26+2.2313561457988738e-26j),(1.8420556268480183e-08-2.1839552834948608e-08j),(5.156257144797718e-07+3.15092148961089e-07j),(0.02711673936271164-0.008314850631678087j),(1.5390130546471165e-12+4.0518755384204343e-13j),(2.1843497828388276e-07+6.899956879399825e-08j)
