t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
0.98,(-4.447642753020476e-05+6.787784923117269e-06j),(-0.015607261711202915+0.014248155011738733j),(-3.177845890394465e-06-3.4423552474248186e-06j),(2.910142398989599e-10+7.183485979581407e-10j),(7.875724432764022e-06+0.000141240362765754j),(-5.014299477950276e-05-8.847306814311333e-06j)
0.99,(-2.5635561296294292e-05+2.3174818022422913e-05j),(-0.006168404480316334+0.01810016908719863j),(-2.635845716442089e-06-1.4720388749664022e-06j),(2.5843250857926567e-11+4.1844165858740873e-10j),(7.9433737827193e-05+9.319980804549612e-05j),(-3.601964068806804e-05+1.5774266610708603e-05j)
1.0,(-6.618720411097469e-06+2.5577002696037725e-05j),(0.0030219448761382335+0.01694953505823985j),(-1.8767245857082384e-06-3.892186666073363e-07j),(-6.593092373243874e-11+2.1417253505720612e-10j),(0.00010332415749667693+2.2544624014854288e-05j),(-1.6680300715921954e-05+2.5140631644487223e-05j)
1.01,(6.47367994965635e-06+1.90363011865689e-05j),(0.00974411614230499+0.011959563703117392j),(-1.1942408929912865e-06+1.0577644919543265e-07j),(-7.613008054852282e-11+9.088360313070384e-11j),(8.264657208083639e-05-3.83943319220616e-05j),(1.0149348324495767e-07+2.2975702361239633e-05j)
1.02,(1.2000122316142729e-05+9.389994999185911e-06j),(0.012789314175759476+0.005073462771017281j),(-6.894922749841715e-07+2.661576651208977e-07j),(-5.6395196376878066e-11+2.625866003377294e-11j),(3.6680220165443806e-05-6.925898560954525e-05j),(9.475009671999485e-06+1.4722611882883219e-05j)
1.03,(1.1456992477906674e-05+1.0054037872073037e-06j),(0.012108308771038816-0.001630931737246137j),(-3.6157831627840005e-07+2.663509808378846e-07j),(-3.240208849732668e-11-1.3553081000581756e-12j),(-1.0743975026660561e-05-6.64186680262047e-05j),(1.1982819711059472e-05+5.407236902066733e-06j)
1.04,(7.649293708126917e-06-4.037825987132043e-06j),(0.008618394029543855-0.006515230575540385j),(-1.6994651049349855e-07+2.0854453849713251e-07j),(-1.4252113728874493e-11-8.946671864180923e-12j),(-4.15989816260778e-05-3.99394908506484e-05j),(9.782827085448624e-06-1.61598435140571e-06j)
1.05,(3.1974637238264358e-06-5.641339601545003e-06j),(0.0037796976593736714-0.008733883489467688j),(-6.867417335830107e-08+1.4330545977214975e-07j),(-3.779827933673753e-12-7.850295181317559e-12j),(-4.89942955886336e-05-6.025335594028809e-06j),(5.648844349779449e-06-4.738587698634623e-06j)
1.06,(-2.4018701893487023e-07-4.841369805530991e-06j),(-0.0009007589217791776-0.008304080409190766j),(-2.0756313982361182e-08+9.024342387239499e-08j),(7.008403463819665e-13-4.462174687305219e-12j),(-3.6693011132868976e-05+2.0869876129509948e-05j),(1.5646297149133233e-06-5.18869143991527e-06j)
1.07,(-2.0699712938028407e-06-2.9616442111434257e-06j),(-0.004280028592710939-0.005922576324912993j),(-1.1637157146029606e-09+5.324789643699147e-08j),(1.6853809800055225e-12-1.63638531391483e-12j),(-1.4629529023263515e-05+3.2970692770647134e-05j),(-1.1690869729249262e-06-3.879815617846043e-06j)
1.08,(-2.468687948575247e-06-1.060669221786268e-06j),(-0.005803016301119326-0.0026355732588690794j),(4.97085330022788e-09+2.9836627541232e-08j),(1.2225328151712552e-12-1.0565769162030664e-13j),(6.553389290348875e-06+3.009973352583524e-05j),(-2.050905350080582e-06-2.0945588879863646e-06j)
1.09,(-1.974230363031845e-06+2.841584890906113e-07j),(-0.005520072244368665+0.0005146405235323859j),(5.55512025123739e-09+1.603292170639162e-08j),(5.202834971138215e-13+3.885378841851852e-13j),(1.9605849659651653e-05+1.7524512276207416e-05j),(-2.0277029266054785e-06-5.059355691379097e-07j)
1.1,(-1.145039280449141e-06+9.356802568119774e-07j),(-0.00393686281049816+0.0027661630520412796j),(4.3672976710738746e-09+8.334882010636461e-09j),(5.616737237324094e-14+3.4522282591952427e-13j),(2.2318660840110263e-05+2.4177805353265246e-06j),(-1.3990120575917415e-06+5.676846812536452e-07j)
1.11,(-3.759541472912942e-07+1.0279454108491553e-06j),(-0.001769993368821202+0.0037732155453902546j),(2.9684607289811662e-09+4.2217756644262625e-09j),(-1.1370712459901964e-13+1.516547280114472e-13j),(1.6748742879668638e-05-9.327791196567203e-06j),(-7.306740872962275e-07+8.381956426373063e-07j)
1.12,(1.4204291162989112e-07+7.968747936164714e-07j),(0.00029090894514115706+0.003592287846114543j),(1.852738202488839e-09+2.100560856061849e-09j),(-1.0411990973438186e-13+8.968701046471366e-15j),(7.165665708126991e-06-1.4725334896235962e-05j),(-2.5608354303013244e-07+6.574411608641283e-07j)
1.1300000000000001,(3.8335098954350524e-07+4.598620929536032e-07j),(0.0017558433495987694+0.0025701235626044076j),(1.092341833631229e-09+1.0380462296684922e-09j),(-4.2455194629062756e-14-4.204356757725056e-14j),(-2.0840445568272887e-06-1.3842398763511764e-05j),(1.0385016956238392e-07+4.5883897882819345e-07j)
1.1400000000000001,(4.1324688657788993e-07+1.584828690173419e-07j),(0.0024143070973835635+0.0011773755444692477j),(6.182576700089822e-10+5.127849882564944e-10j),(4.07008790393224e-15-3.429279825733041e-14j),(-8.119978748321891e-06-8.807914507016457e-06j),(2.7941876451278645e-07+1.8720983279751823e-07j)
1.1500000000000001,(3.2430563324391305e-07-4.3581995668058414e-08j),(0.0023119690678930233-0.00014532194066159095j),(3.387344093509178e-10+2.5584090217686986e-10j),(1.781389634347183e-14-9.935746299912249e-15j),(-9.971777332215055e-06-2.4225305833853396e-06j),(2.451197586094855e-07+4.3185942073729243e-08j)
1.16,(1.9673872727460894e-07-1.4142220557004087e-07j),(0.0016738897841497493-0.0010899169040449162j),(1.8130359045784336e-10+1.3061835739772184e-10j),(1.1329645591674979e-14+5.171883852474371e-15j),(-8.297945069189546e-06+2.9373695488311978e-06j),(1.0374856880391093e-07+4.175174773311564e-08j)
1.17,(8.100765677065077e-08-1.6007918072918465e-07j),(0.000796777322092038-0.0015275893681243042j),(9.451763755935584e-11+6.806054411381484e-11j),(1.0309719790214716e-15+7.828833278451111e-15j),(-4.637573095476599e-06+5.976816518456757e-06j),(5.572462784901211e-08+2.7731082267171412e-08j)
1.18,(1.4803318020574634e-10-1.3312033982839296e-07j),(-4.3694680054526356e-05-0.0014857897935406496j),(4.8356185246323145e-11+3.653619231373619e-11j),(-3.871949204124764e-15+3.2524921469975726e-15j),(-6.433662060168607e-07+6.477908999078342e-06j),(2.6009701237277162e-08-1.3671891887901188e-08j)
1.19,(-4.347209101172552e-08-8.887446989611635e-08j),(-0.00065655361883894-0.0011032638385000092j),(2.4177140773349893e-11+2.0049966445079005e-11j),(-3.2144312822156297e-15-1.1007353958902602e-15j),(2.454120229280265e-06+5.050849823105152e-06j),(-6.329695077203172e-09-3.5273798766455574e-08j)
1.2,(-5.760158320713406e-08-4.588523431272997e-08j),(-0.0009581427550498988-0.0005603625758747404j),(1.1692139366245294e-11+1.1203743971737042e-11j),(-4.15918086301741e-16-2.379355640582419e-15j),(4.06817279722106e-06+2.6457128666675558e-06j),(-1.7966442970484524e-08-2.8482261190066594e-08j)
1.21,(-5.340236886529115e-08-1.3162758965298631e-08j),(-0.0009606804516362831-2.741122568251475e-05j),(5.5168928149990176e-12+6.300177004662186e-12j),(1.328817816507853e-15-1.0757510755854184e-15j),(4.199533303160782e-06+1.935352942011943e-07j),(-3.749659159026847e-09-4.9966845276908524e-11j)
1.22,(-4.0498239007801726e-08+7.1862177680106184e-09j),(-0.0007435212284352422+0.00037724778176132694j),(2.4141190377910546e-12+3.5639182898610173e-12j),(1.2691309876229124e-15+5.219346666279574e-16j),(3.2463852719998203e-06-1.6705830618878163e-06j),(2.3295304800306377e-08+2.792533171640276e-08j)
1.23,(-2.584323119846241e-08+1.6930727140103084e-08j),(-0.00041409072026459914+0.0005945182813990499j),(1.0005960452704573e-12+1.9806022036753875e-12j),(8.961614614091431e-17+1.0596197090129192e-15j),(1.7593861905940417e-06-2.6470502475570365e-06j),(3.147298044715118e-08+2.158873148481105e-08j)
1.24,(-1.314612538925759e-08+1.9169860880257567e-08j),(-7.448497418969391e-05+0.0006268953114222627j),(3.2997339350296935e-13+1.0988622466331763e-12j),(-7.657216805359888e-16+5.432078407095978e-16j),(2.414765508560168e-07-2.7644023002261866e-06j),(-7.944040757842536e-09+5.478718821177821e-09j)
1.25,(-3.914636983137059e-09+1.713140779419458e-08j),(0.0001972058056790093+0.0005146872007310523j),(7.072950565330103e-14+5.835805569463766e-13j),(-7.254129672189473e-16-3.668660455687986e-16j),(-9.447955160535376e-07-2.237881989696563e-06j),(-6.690017766232273e-08-2.2988672163416845e-09j)
1.26,(1.8097524717696077e-09+1.3195087464988955e-08j),(0.0003616867543427599+0.0003196815898878703j),(-3.085251188498416e-14+3.058114837269652e-13j),(-7.761203575259699e-17-7.683164603217482e-16j),(-1.6382315033756954e-06-1.3649672612381255e-06j),(-1.1613421951647323e-07-1.2373732742623725e-09j)
1.27,(4.714785901316711e-09+8.974233977853086e-09j),(0.0004108681499327406+0.00010442178741289747j),(-5.1284658023440394e-14+1.4963209236368673e-13j),(5.836480463246109e-16-4.460720497284095e-16j),(-1.828421717200779e-06-4.2905105559700455e-07j),(-1.3638159086223351e-07+7.818531055593593e-09j)
1.28,(5.642125210155009e-09+5.311384760140607e-09j),(0.00036408909684261515-8.209381342527175e-05j),(-4.524861341693645e-14+6.821720617141615e-14j),(7.058202324071711e-16+2.4100479225037546e-16j),(-1.6169366855666607e-06+3.6568011602351525e-07j),(-1.183743515332984e-07+2.267285323609682e-08j)
1.29,(5.379971665860266e-09+2.5204070104671e-09j),(0.0002550460738222388-0.00020951229176853037j),(-3.379652884667959e-14+2.82893935481424e-14j),(2.3976383601033466e-16+7.164794213469694e-16j),(-1.1565653198018752e-06+9.058897013089124e-07j),(-6.284119665511788e-08+3.977827778481057e-08j)
1.3,(4.539140535508026e-09+6.170304635565887e-10j),(0.0001202086622769695-0.0002662406499205991j),(-2.0216176614023815e-14+7.778105320605375e-15j),(-4.857044437095204e-16+6.639964321554941e-16j),(-5.993447512188195e-07+1.1585176278093206e-06j),(1.9492543355101356e-08+5.423616627399106e-08j)
1.31,(3.502249713159589e-09-5.347200668063112e-10j),(-8.457280791474616e-06-0.0002599450931624991j),(-1.2236591923324066e-14+6.511872087904411e-16j),(-8.684220393779933e-16+8.485364392596363e-17j),(-6.729515163758188e-08+1.1604559158895206e-06j),(1.0790490278839855e-07+5.979655733058711e-08j)
1.32,(2.5075021245649217e-09-1.1342867018157446e-09j),(-0.00010731931115592875-0.00020564349381922706j),(-6.056148197973594e-15-2.1528983910888405e-15j),(-6.925295291963313e-16-6.787555544790333e-16j),(3.551253766540957e-07+9.764515380568116e-07j),(1.7167728064405783e-07+4.885816663624028e-08j)
1.33,(1.6663745117560264e-09-1.355894707421361e-09j),(-0.00016565677757323258-0.00012478878073167766j),(-2.4080045885973604e-15-2.458630718014904e-15j),(2.8412272871871335e-17-1.1043709075078743e-15j),(6.306963870222608e-07+6.844502758391532e-07j),(1.711407815444555e-07+1.3017094546055701e-08j)
1.34,(1.0116697238187427e-09-1.3448166873814986e-09j),(-0.000182753192077058-3.7967974208595614e-05j),(-8.758754478498858e-16-1.7973686120719405e-15j),(8.714207557906845e-16-8.52374058768988e-16j),(7.571400394512789e-07+3.565175989567429e-07j),(1.753908193303804e-07-7.880910026862916e-10j)
1.35,(5.334788134614661e-10-1.2113332052384595e-09j),(-0.00016357045875558846+3.7810797178669395e-05j),(1.3542835697065443e-16-1.1399656274966336e-15j),(1.4398693991852982e-15-2.3658160617066337e-18j),(7.52479891337091e-07+4.997927075175532e-08j),(2.2443779240766976e-07+2.3845969728095e-08j)
1.36,(2.0700322421780894e-10-1.0249914948899984e-09j),(-0.00012011248746541865+9.250734059074089e-05j),(4.099978502659682e-16-5.705847116469351e-16j),(1.259921844184075e-15+1.116296379430865e-15j),(6.51218716819376e-07-1.9986238710686313e-07j),(2.8749250097361467e-07+6.406721945139044e-08j)
1.37,(-1.6735728519497343e-12-8.29067054079581e-10j),(-6.474009180448614e-05+0.00012170139523269178j),(3.1900601078248657e-16-2.3500530274940006e-16j),(2.8466393716952847e-16+1.903052416622397e-15j),(4.903888160495799e-07-3.7511557740025344e-07j),(3.403601499450565e-07+1.0187511301614458e-07j)
1.3800000000000001,(-1.2525074948834463e-10-6.472146062265237e-10j),(-9.013588314028641e-06+0.0001248082752954552j),(2.733874007684928e-16-5.024368139594157e-18j),(-1.1807514853812788e-15+1.997175507381668e-15j),(3.043492975124456e-07-4.708376935456399e-07j),(3.6544034895838614e-07+1.2412061740725566e-07j)
1.3900000000000001,(-1.8908282436361144e-10-4.909959838475313e-10j),(3.816033841972331e-05+0.00010723521783157998j),(1.7984569462117498e-16+1.0208494357297852e-16j),(-2.5857844598827212e-15+1.063352881769823e-15j),(1.2062324726761498e-07-4.954512392256025e-07j),(3.517271123695457e-07+1.225062117455754e-07j)
1.4000000000000001,(-2.1344916569515036e-10-3.63270859123954e-10j),(7.150886830828451e-05+7.607543268453148e-05j),(6.734354893284605e-17+7.677810232867035e-17j),(-3.1795420039724444e-15-7.440218165170859e-16j),(-4.137690074355826e-08-4.63336966603875e-07j),(2.9480885925402547e-07+9.35858872879092e-08j)
1.41,(-2.1340554269242443e-10-2.621318241325974e-10j),(8.776740404889733e-05+3.839842557501545e-05j),(1.2703841689418956e-17+6.566685771834738e-17j),(-2.629757445572523e-15-2.9452485467824018e-15j),(-1.6850096090169007e-07-3.9039850813014755e-07j),(1.9686841340687103e-07+3.876514742701777e-08j)
1.42,(-1.9951494382571527e-10-1.844395851582443e-10j),(8.750049069055274e-05+1.0687005182711005e-06j),(-1.101018302291299e-17+7.935677295102369e-17j),(-7.578022639452318e-16-4.82743549446724e-15j),(-2.5540354264345515e-07-2.9296936576216663e-07j),(6.668300334266824e-08-3.569899230838888e-08j)
1.43,(-1.7868683378449401e-10-1.2637408475633844e-10j),(7.46730557445147e-05-3.043317883792857e-05j),(-2.5421879993759114e-17+3.4347302569307715e-17j),(2.271510606362632e-15-5.324186673217702e-15j),(-3.0368015434085766e-07-1.8591667677114433e-07j),(-8.037573770443906e-08-1.1869800425364311e-07j)
1.44,(-1.5530561478092133e-10-8.381417318342734e-11j),(5.2947849595005946e-05-5.2677379635741176e-05j),(-1.5914765520011073e-17-1.3063045871804012e-18j),(5.6288946542956835e-15-3.946600846071772e-15j),(-3.1659237283088324e-07-8.11297220717568e-08j),(-2.2234177178075726e-07-1.942718486081258e-07j)
1.45,(-1.3200318575899568e-10-5.321712034829752e-11j),(2.6767373460817003e-05-6.348207567275615e-05j),(-1.5080942840918507e-17+2.0822211963526348e-18j),(8.599574287788091e-15-8.509123691404136e-16j),(-3.0002739598797435e-07+1.1679968160193146e-08j),(-3.3065465621305e-07-2.416089734352639e-07j)
1.46,(-1.1032045806836267e-10-3.172974312816594e-11j),(6.709907914802238e-07-6.333962628088776e-05j),(-2.2171124853428907e-17+1.3683863405922455e-17j),(1.0010725426306228e-14+4.0394835331280915e-15j),(-2.6132380041223323e-07+8.72958090403827e-08j),(-3.701595436085206e-07-2.3504631466252842e-07j)
1.47,(-9.10006830460895e-11-1.7060672368647093e-11j),(-2.165033131948479e-05-5.4743953068249986e-05j),(-1.0416376189446438e-17-6.772633872044258e-18j),(7.81005934313456e-15+1.1106041968014599e-14j),(-2.0824137411480766e-07+1.4350230462306346e-07j),(-3.3629646303436973e-07-1.5270192464991703e-07j)
1.48,(-7.419242505033505e-11-7.307859719964531e-12j),(-3.780910864229363e-05-3.9818683625881304e-05j),(5.431682569003073e-18-1.5969696248938344e-17j),(1.748982022738413e-15+1.7286984125766026e-14j),(-1.476568748751746e-07+1.7907780614799653e-07j),(-3.4210269805064814e-07-2.968186531152792e-08j)
1.49,(-5.967267060322728e-11-1.0574377067385379e-12j),(-4.599623302198946e-05-2.1188824065477106e-05j),(4.8308393998152926e-18-2.665159260647452e-18j),(-6.6479603940454254e-15+1.9135333548379153e-14j),(-8.605941601563606e-08+1.9526903028798893e-07j),(-3.6785918930319553e-07+9.458058209111045e-08j)
1.5,(-4.742716071960792e-11+2.751341489127104e-12j),(-4.6343043581955556e-05-2.083215686967127e-06j),(-9.025165004050336e-18+1.538796289975092e-17j),(-1.6414387082450627e-14+1.6320889111669428e-14j),(-2.8417171424035063e-08+1.9411255396846143e-07j),(-3.8509561119038044e-07+1.9181547925740377e-07j)
1.51,(-3.7429036675407626e-11+4.8294443621332106e-12j),(-4.053691225530072e-05+1.405933572151074e-05j),(-1.695796998698863e-17-4.748601688415965e-18j),(-1.130251417777346e-14+1.0080707692972538e-14j),(2.230692817255171e-08+1.7803589527669047e-07j),(-3.7426204135607096e-07+2.430988510531488e-07j)
1.52,(-2.909148290751948e-11+5.752126512329985e-12j),(-2.992652035540314e-05+2.602113870004895e-05j),(-1.594110890658995e-17-4.472513249431212e-17j),(2.0403897572117685e-14+5.151006961793419e-15j),(6.412479003330404e-08+1.507665184238748e-07j),(-3.24728960689634e-07+2.3885268551053217e-07j)
1.53,(-2.254401202433541e-11+6.049144584146809e-12j),(-1.6819661571500994e-05+3.3087505732929645e-05j),(4.7399411606397664e-18-4.1316834623391384e-17j),(-3.6594276421958945e-16+7.20738666008219e-15j),(9.305388294899778e-08+1.1856282084199533e-07j),(-2.3478725332593602e-07+1.7884493382813186e-07j)
1.54,(-1.7633619260901337e-11+5.974184443458525e-12j),(-3.384560633569076e-06+3.490152087165215e-05j),(3.304330120493297e-17+1.3251237319194574e-17j),(-8.382045955070008e-14-1.421452738797756e-15j),(1.0821217511030827e-07+8.511908112101122e-08j),(-1.1164820664534331e-07+7.218951037091597e-08j)
1.55,(-1.3802946390699467e-11+5.492177480339471e-12j),(8.51779385660867e-06+3.1571419787229297e-05j),(3.044538241457258e-17+6.717222078552523e-17j),(-1.582084415830227e-13-6.33327967035759e-14j),(1.1223095400303236e-07+5.119840555456067e-08j),(2.8556488726278294e-08-6.265370732975704e-08j)
1.56,(-1.0474114360460372e-11+4.726277040936859e-12j),(1.8012966150841303e-05+2.417416082338587e-05j),(-3.819382847196455e-17+5.202170291552996e-17j),(-2.510428911845718e-13-3.068857554874768e-13j),(1.0993023121429185e-07+1.831439730879005e-08j),(1.607747389175647e-07-1.9787887857613773e-07j)
1.57,(-7.885303100564965e-12+3.898446702120984e-12j),(2.32933407605447e-05+1.510467699468178e-05j),(-6.189331489750937e-17+4.626091311342294e-18j),(-7.376903965235115e-14-5.520519669816984e-13j),(9.853630456918432e-08-9.695616153867942e-09j),(2.5103404681165244e-07-2.963341995040862e-07j)
1.58,(-5.853690536775159e-12+2.733938203811114e-12j),(2.288884665916445e-05+5.703211867935623e-06j),(1.697320560788781e-18-3.663947779349724e-17j),(6.723306794982989e-13-3.9315017305511506e-13j),(7.797425489986147e-08-3.389020702742974e-08j),(2.564415120461773e-07-3.115219030830725e-07j)
1.59,(-4.1890534119811855e-12+2.049462674112155e-12j),(2.074588664396438e-05-3.092164392396046e-06j),(4.620898405528531e-17-1.0144752959559016e-17j),(1.5674640016212071e-12-5.658340209411016e-14j),(5.802521626328114e-08-4.9098978913352525e-08j),(1.4723797340821265e-07-2.3953057085062943e-07j)
1.6,(-3.0163786467046067e-12+1.635842064624732e-12j),(1.7157125948755784e-05-9.70140730122793e-06j),(5.2369043401460305e-17+3.7870012084153376e-17j),(2.859583144122441e-12+6.721915214365501e-13j),(3.8583169485746e-08-5.482078311135046e-08j),(2.5246708276715725e-10-1.731934327039041e-07j)
1.61,(-1.945198206798844e-12+1.0522016361479834e-12j),(9.211907512675036e-06-1.2655957581704231e-05j),(-2.342156203519239e-17+3.9951232831410365e-17j),(3.4431576717440326e-13+3.4802624815031576e-12j),(1.4386290000798117e-08-5.826579375599234e-08j),(-1.0465036758559176e-07-1.198751856619276e-07j)
1.62,(-1.1143735346948147e-12+6.723458627329012e-13j),(1.1159066178368986e-06-1.3363592253237147e-05j),(-6.817832947850577e-17-1.6532992027862586e-17j),(-4.341810356100073e-12+4.633283473599282e-12j),(-5.691182669533866e-09-5.6807001492500925e-08j),(-1.2434612678046616e-07-8.094937036611775e-08j)
1.6300000000000001,(-7.51257381891891e-13+5.279927891257714e-13j),(-2.9980968279562635e-06-1.2587465079614125e-05j),(-3.6007272355667516e-17-8.363556100170877e-17j),(-8.571046260060982e-12+9.132419101984683e-12j),(-1.642124811872806e-08-4.578578810523295e-08j),(-5.203955356462152e-08-5.5998380002247944e-08j)
1.6400000000000001,(-3.2581774947938475e-13+3.7627101576211887e-13j),(-9.08711370375142e-06-7.696311776025189e-06j),(6.617110946863224e-17-3.928757974328279e-17j),(-1.7554937553975342e-11-1.0201684478172667e-11j),(-3.0281974032036114e-08-3.756541086559625e-08j),(8.273546212001265e-08-4.281346030044783e-08j)
1.6500000000000001,(-8.026244945467525e-14+3.2169963299069307e-13j),(-1.309853616335385e-05-3.1544942026632602e-06j),(8.49487027875446e-17+7.317170502491176e-17j),(-1.5821403053939784e-11-2.9226701215127377e-11j),(-3.655182724310428e-08-2.909207759020799e-08j),(2.141158834523433e-07-3.7394709535202454e-08j)
1.6600000000000001,(-1.0153733672620822e-13+2.472547265138876e-13j),(-1.2148860527926283e-05-1.35383977199593e-06j),(3.5480413871700553e-17+1.4125435096449557e-16j),(-3.746267313473498e-11-1.2086147756048417e-11j),(-3.109927658463566e-08-1.6135485952347513e-08j),(2.39909526732113e-07-3.3951078525352865e-08j)
1.67,(6.637625334993701e-14+1.4893500350137464e-13j),(-9.31616122932632e-06+8.662176459028973e-06j),(-1.8839037759766556e-16+3.373146741890129e-17j),(7.999917803392597e-11-1.5880891137182758e-10j),(-4.0025434598655864e-08-1.990090112869227e-09j),(4.4252399338806624e-08-6.541730656056858e-08j)
1.68,(1.0506700423200254e-13+1.4618967741135002e-13j),(-7.774591490173732e-06+1.3549778600752678e-05j),(-1.6331621161153495e-16-2.0467404465617334e-16j),(2.635643429900118e-10-1.4656026937570844e-10j),(-3.9261795798309126e-08+3.414459497075619e-09j),(-2.0266330595025253e-07-1.243101703726052e-07j)
1.69,(6.36459136374801e-14+1.2100310701787874e-13j),(-3.71806131774849e-06+1.4389783331192047e-05j),(1.2737882231636408e-16-2.2724101982343595e-16j),(5.826242911969361e-10+3.471688446666146e-11j),(-3.182042324916574e-08+8.99620933409776e-09j),(-2.6743220410824997e-07-1.2493890512374485e-07j)
1.7,(7.360712243898678e-14+9.561871891759892e-14j),(3.1314817402661486e-06+1.7517138617333827e-05j),(3.692385243828718e-16+1.0962648456716437e-16j),(1.3350125881797528e-09+7.40008251698938e-10j),(-3.098759776215066e-08+1.6794890586842657e-08j),(-8.4281313818348e-08-4.2561775341966205e-08j)
1.71,(2.9754944043663576e-14+7.534316482671461e-14j),(4.5828252856455066e-06+1.6421385680175843e-05j),(9.13590924803179e-17+3.283748092718134e-16j),(7.725961576262297e-10+2.2303124540857795e-09j),(-2.4448801341264243e-08+1.4053156030040136e-08j),(2.4338138438386357e-07+8.478746837044895e-08j)
1.72,(2.8222071666479282e-14+4.0512400214914936e-14j),(1.1979545132341628e-05+1.0282518364268363e-05j),(-5.190747233059276e-16+3.3634113576309064e-16j),(2.038909374950174e-09+4.745800538056802e-09j),(-1.4301684959102202e-08+2.18489221741073e-08j),(4.429669481103536e-07+1.5629958933691237e-07j)
1.73,(1.4611541908466103e-14+3.028623838005438e-14j),(1.538757179713163e-05+8.600732577796484e-06j),(-3.660234784000853e-16-2.556518019258117e-16j),(-3.1067733997784044e-09+1.1270428336698824e-08j),(-1.2512201700728838e-08+2.2038264356057062e-08j),(1.9443241679286533e-07+3.39725672561355e-08j)
1.74,(6.767180501866245e-15+1.590347533870028e-14j),(1.3352879557296833e-05+2.4904950312849974e-06j),(1.036812990044462e-16-7.482458561260256e-16j),(-6.6959868458282825e-09+1.5702676744062998e-08j),(-4.206753009148813e-09+1.7497220491406593e-08j),(-4.550310448207309e-08-9.026248450163038e-08j)
1.75,(4.39505928657232e-15+7.453834050007606e-15j),(1.1818311899673214e-05-3.988328320621188e-06j),(6.251223723696419e-16+9.329001529841383e-18j),(-1.8454453643977937e-08+3.214444892253276e-08j),(2.9195990600470923e-09+1.5473965834838067e-08j),(5.128276968120254e-08+1.33641984927248e-08j)
1.76,(2.109523693251831e-15+4.05174686332313e-15j),(9.907824697924905e-06-7.1879795026443295e-06j),(-1.5843720049742934e-16+7.950733407576724e-16j),(-5.2190468931834044e-08+4.7393569649341445e-08j),(5.428206390941884e-09+1.3000129331606317e-08j),(2.257611090341407e-07+1.562037468535346e-07j)
1.77,(8.909747761830619e-16+2.0948867707444435e-15j),(5.962239360290395e-06-6.931921145670403e-06j),(-2.0605353426349345e-16-3.9568466989245967e-16j),(-9.895303943310184e-08+4.144236534708683e-08j),(5.069907532732924e-09+7.853543788010863e-09j),(-1.610961852193061e-07-2.046197802934141e-07j)
1.78,(-2.1725848619588688e-16-1.1459572791044783e-15j),(2.195946880376703e-06-6.322758669943378e-06j),(1.976623199460944e-15+4.472749493861322e-16j),(-1.8107888543742762e-07+3.940714939908199e-08j),(4.913732818631226e-09+3.602623126736752e-09j),(-3.6136682068756287e-07-3.856274956695163e-07j)
1.79,(5.3192512468798504e-18-1.0927533332742094e-17j),(-3.203231218873996e-07-5.4606428411370505e-06j),(-7.591298386329968e-16+2.8885280783182503e-15j),(-2.778858195907646e-07-3.753763284387152e-10j),(4.346290618862641e-09+1.4013377393835981e-09j),(2.0361191179010665e-07+2.113944558917474e-07j)
1.8,(6.983016396778269e-16+2.4911708754314742e-15j),(-1.7040917907743817e-06-4.319585574137442e-06j),(-7.778064009168723e-15-4.2155627762567873e-16j),(-3.8068490136432505e-07-7.43100768474188e-08j),(3.6088589446831464e-09+4.4498173084391313e-10j),(5.01308839405098e-07+5.126826754587025e-07j)
1.81,(2.2490746414028263e-16+7.168468698557639e-16j),(-2.1305255333991223e-06-1.8504633178880295e-06j),(-2.377722265139574e-15-1.598357194763965e-14j),(-5.039254384518063e-07-1.5535628285697248e-07j),(1.7442852959194381e-09-7.708029942737096e-10j),(1.141704535849802e-08-3.429154912633992e-08j)
1.82,(6.953514968212425e-17+2.2011191573458532e-16j),(-1.6198403742490316e-06-3.3243626287203114e-07j),(3.2395607487085304e-14-1.4328316956080015e-14j),(-6.292729878546393e-07-2.4247863800501366e-07j),(4.836838646685031e-10-8.294402635842254e-10j),(1.967478162874007e-07+2.409234584708741e-07j)
1.83,(2.3624950581414484e-17+8.027267229954614e-17j),(-9.409679649739539e-07+3.5689630526604115e-07j),(5.480299014278608e-14+6.028858963497658e-14j),(-7.191950663584979e-07-2.741699499560156e-07j),(-8.861558460071943e-11-5.155365905269597e-10j),(-7.951457487052787e-08-1.278376973928099e-07j)
1.84,(1.5082964760569091e-18+2.8249742532987365e-19j),(9.519420008022131e-08+3.4613989917084025e-07j),(-9.48513563657494e-14+1.753964192324663e-13j),(-6.221271231731504e-07-8.047655409512959e-08j),(-3.857186403847741e-10+9.37789105041317e-11j),(1.1473977351495192e-07+1.6081356588973551e-07j)
1.85,(4.8816302132605765e-18+1.944534910451321e-17j),(-8.268639865923364e-09+2.664693755797961e-07j),(-4.873954221737006e-13-2.958150255428107e-14j),(-2.511241816098565e-07+6.908060295463589e-07j),(-1.244044032186154e-10+4.0070586331075227e-11j),(-1.0139376095361255e-07-1.6070841416349735e-07j)
1.86,(-1.066428070968219e-19-1.1263579833146976e-18j),(4.709539408542448e-07-4.174773815898147e-07j),(-5.10152875488009e-13-1.1629732559966027e-12j),(9.965884916768748e-07+2.7967368981931884e-06j),(2.3370734564856996e-11+4.310228183518322e-10j),(1.0947929074319081e-07+1.634283316582275e-07j)
