t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
1.1,(0.9587225352985649-0.7020897367825658j),(-7.484553733832949-4.65319359746716j),(-2.2045202576605396+0.996548730642415j),(0.6923908122125748-0.10549595190655678j),(0.7334373262075418-0.02240753515447417j),(0.9587225352985649-0.7020897367825658j)
1.11,(0.9741187426414857-0.7150049190083227j),(-7.833545701911703-4.420086983912481j),(-2.1220201885643983+1.075872599229833j),(0.6954789329024221-0.10604562926534604j),(0.7340914849712337-0.022478165125640357j),(0.9741187426414857-0.7150049190083227j)
1.12,(0.9894876122554901-0.7281866872951182j),(-8.155015135416004-4.16750691501697j),(-2.0372667307616603+1.1455579172719177j),(0.6985488314602639-0.10648093403997916j),(0.7347396286844499-0.022454780477569384j),(0.9894876122554901-0.7281866872951182j)
1.1300000000000001,(1.0047976743490028-0.7416424998090755j),(-8.44873046535476-3.8987905592036514j),(-1.9515199747180358+1.2059857098313052j),(0.7015944799065814-0.1067954455764039j),(0.7353784715008407-0.02233085026120825j),(1.0047976743490028-0.7416424998090755j)
1.1400000000000001,(1.020015857854267-0.7553807943816837j),(-8.714849588078996-3.6170239632392853j),(-1.8658625780178355+1.2576895182343526j),(0.7046098791693405-0.10698333672093555j),(0.7360046755902717-0.022100269155851567j),(1.020015857854267-0.7553807943816837j)
1.1500000000000001,(1.0351075912519985-0.7694109320102311j),(-8.953832961904084-3.325028962355524j),(-1.7812071476651308+1.3012996746113148j),(0.7075891123939912-0.10703938597642952j),(0.7366148859484913-0.021757377038109985j),(1.0351075912519985-0.7694109320102311j)
1.16,(1.0500369217067769-0.7837431189900762j),(-9.166369730299627-3.0253671760563248j),(-1.698291822257033+1.3375080098611274j),(0.7105263969715198-0.10695898588436546j),(0.7372057645574931-0.021296976310048423j),(1.0500369217067769-0.7837431189900762j)
1.17,(1.0647666528540878-0.7983883074018077j),(-9.353321223586319-2.720349376591099j),(-1.6176955804306399+1.3670312967479363j),(0.7134161345722283-0.10673814776896445j),(0.7377740233646544-0.02071434702571768j),(1.0647666528540878-0.7983883074018077j)
1.18,(1.0792585014634763-0.813358074260959j),(-9.515676108073002-2.4120494325571387j),(-1.539853531331638+1.390584631266749j),(0.7162529585027073-0.10637350302382832j),(0.7383164555699844-0.020005259876731143j),(1.0792585014634763-0.813358074260959j)
1.19,(1.093473273083729-0.8286644802980181j),(-9.654515728817355-2.1023187855404357j),(-1.4650746243982413+1.408861201899991j),(0.7190317777456942-0.10586230116071128j),(0.7388299647408404-0.019165987115302426j),(1.093473273083729-0.8286644802980181j)
1.2,(1.1073710566514436-0.8443199100583066j),(-9.770987296114663-1.7927989785460519j),(-1.3935602357699155+1.4225178961940912j),(0.7217478170962979-0.10520240487276394j),(0.7393115913117125-0.01819331150684653j),(1.1073710566514436-0.8443199100583066j)
1.21,(1.120911437908076-0.8603368957779318j),(-9.866280102845042-1.4849398461141556j),(-1.3254226977770205+1.4321658377172006j),(0.7243966528723446-0.10439228238996487j),(0.7397585360723687-0.01708453341359172j),(1.120911437908076-0.8603368957779318j)
1.22,(1.1340537313145502-0.8767279282817807j),(-9.941608941840858-1.180008972495692j),(-1.260702033894771+1.4383651381478606j),(0.726974243749934-0.10343099742181194j),(0.7401681802999545-0.015837476115572714j),(1.1340537313145502-0.8767279282817807j)
1.23,(1.1467572299674296-0.8935052589375949j),(-9.998198135762129-0.8791075067422889j),(-1.1993808062225475+1.441622760668802j),(0.7294769563561403-0.10231819699127982j),(0.7405381022485222-0.014450489475935059j),(1.1467572299674296-0.8935052589375949j)
1.24,(1.1589814727962329-0.9106806974585391j),(-10.03726943678034-0.5831805997537671j),(-1.1413971344111506+1.4423926468012567j),(0.7319015853373374-0.10105409746451628j),(0.7408660897718516-0.012922452053942515j),(1.1589814727962329-0.9106806974585391j)
1.25,(1.1706865280475856-0.9282654110449893j),(-10.060031213013438-0.293028575367436j),(-1.086655760002564+1.4410774560262845j),(0.7342453677120575-0.09963946907297096j),(0.7411501489211348-0.011252771761833345j),(1.1706865280475856-0.9282654110449893j)
1.26,(1.1818332917298209-0.9462697309628272j),(-10.06766910641667-0.009317524908784654j),(-1.0350372655683304+1.438031366548114j),(0.7365059914096418-0.09807561920923923j),(0.7413885084269387-0.00944138515125383j),(1.1818332917298209-0.9462697309628272j)
1.27,(1.1923837992953294-0.9647029731384066j),(-10.061337858033024+0.2674111143933861j),(-0.9864056218353332+1.4335635100802682j),(0.7386815979883312-0.09636437475567272j),(0.7415796200435993-0.007488755402099531j),(1.1923837992953294-0.9647029731384066j)
1.28,(1.2023015483754176-0.983573279678591j),(-10.04215411584009+0.5367304138893848j),(-0.9406142652735995+1.4279417215039494j),(0.7407707796170416-0.09450806367687813j),(0.7417221548026454-0.0053958690719130425j),(1.2023015483754176-0.983573279678591j)
1.29,(1.211551829857435-1.0028874883696361j),(-10.011190023328421+0.798319654620219j),(-0.897510914585162+1.4213963735846369j),(0.742772570492118-0.09250949607488983j),(0.7418149952888229-0.0031642316483788467j),(1.211551829857435-1.0028874883696361j)
1.3,(1.2201020640162408-1.0226510371468578j),(-9.969467510499216+1.0519552966872434j),(-0.8569413258182653+1.4141241381602372j),(0.7446864329423319-0.09037194487047086j),(0.7418572241167183-0.0007958619316941378j),(1.2201020640162408-1.0226510371468578j)
1.31,(1.2279221377993295-1.0428679102398308j),(-9.917953235533238+1.2975025750391165j),(-0.8187521687552505+1.4062915702344922j),(0.7465122385508972-0.08809912623716645j),(0.7418481088468214+0.0017067147414914035j),(1.2279221377993295-1.0428679102398308j)
1.32,(1.2349847387417645-1.0635406321747158j),(-9.85755425861172+1.5349067398863616j),(-0.7827931861761043+1.3980384526972174j),(0.7482502446911742-0.08569517987789708j),(0.7417870836362588+0.004340474434552336j),(1.2349847387417645-1.0635406321747158j)
1.33,(1.241265680385177-1.0846703150548052j),(-9.789114135984004+1.7641853085415997j),(-0.7489187754756352+1.3894808695015846j),(0.7499010669321013-0.08316464919844083j),(0.7416737279705368+0.007101903721363238j),(1.241265680385177-1.0846703150548052j)
1.34,(1.2467442135320383-1.1062567635520606j),(-9.713409725871218+1.985419824989788j),(-0.7169891106969992+1.3807139964201725j),(0.7514656478195586-0.08051246139943387j),(0.741507742867855+0.009987009993340184j),(1.2467442135320383-1.1062567635520606j)
1.35,(1.2514033172233594-1.128298640847599j),(-9.631148565600128+2.1987478802993987j),(-0.6868709033432198+1.3718146130217823j),(0.7529452225803771-0.07774390747961694j),(0.7412889249863036+0.012991332991537255j),(1.2514033172233594-1.128298640847599j)
1.36,(1.2552299630274841-1.1507936973912685j),(-9.542966780266319+2.404355356353841j),(-0.6584378828195473+1.3628433489523333j),(0.7543412823263631-0.07486462211889802j),(0.7410171390961996+0.016109957594931116j),(1.2552299630274841-1.1507936973912685j)
1.37,(1.2582153461102081-1.1737390628554698j),(-9.449427477936664+2.602468954781882j),(-0.6315710621811353+1.3538466833203848j),(0.7556555353564745-0.0718805633910426j),(0.7406922894046511+0.019337527895223628j),(1.2582153461102081-1.1737390628554698j)
1.3800000000000001,(1.260355076657287-1.19713160009331j),(-9.351020220094622+2.7933478624241608j),(-0.6061588419456009+1.344858719035398j),(0.7568898671663764-0.06879799224285774j),(0.7403142902370482+0.02266826258433859j),(1.260355076657287-1.19713160009331j)
1.3900000000000001,(1.2616493255659798-1.2209683183416407j),(-9.248159874554698+2.977277765161915j),(-0.5820969938978524+1.3359027551274183j),(0.7580462997763364-0.0656234516697519j),(0.7398830365905228+0.026095971673453167j),(1.2616493255659798-1.2209683183416407j)
1.4000000000000001,(1.2621029189269855-1.245246841409109j),(-9.141187263971407+3.1545625685327567j),(-0.5592885578315426+1.3269926799888727j),(0.7591269509812864-0.06236374551642899j),(0.7393983750775948+0.029614074552225356j),(1.2621029189269855-1.245246841409109j)
1.41,(1.2617253766822956-1.2699659252326407j),(-9.030369825432484+3.325517366272143j),(-0.537643676789656+1.3181342075596683j),(0.7601339941114776-0.05902591683587933j),(0.7388600757743587+0.03321561938433146j),(1.2617253766822956-1.2699659252326407j)
1.42,(1.2605308919521234-1.2951260180478625j),(-8.91590228756252+3.490462075081486j),(-0.5170793903463264+1.3093259770392718j),(0.7610696188691498-0.05561722574922945j),(0.7382678054769403+0.036893303821042195j),(1.2605308919521234-1.2951260180478625j)
1.43,(1.2585382488433015-1.32072985556873j),(-8.79790888168846+3.6497138911658897j),(-0.4975194005940752+1.30056053497345j),(0.7619359937767634-0.052145126762693735j),(0.7376211028528081+0.04063949699899004j),(1.2585382488433015-1.32072985556873j)
1.44,(1.2557706780350015-1.3467830830675864j),(-8.67644470773009+3.8035815407861047j),(-0.4788938215726852+1.291825216679404j),(0.7627352307363788-0.0486172455150083j),(0.7369193559502332+0.04444626277218911j),(1.2557706780350015-1.3467830830675864j)
1.45,(1.2522556510251446-1.37329489613495j),(-8.551498183921+3.952358637630056j),(-0.4611389197334749+1.2831029420414117j),(0.7634693521584842-0.04504135494838421j),(0.73616178250007+0.048305384112451936j),(1.2522556510251446-1.37329489613495j)
1.46,(1.2480246155427295-1.4002786922068482j),(-8.422993778058867+4.096317319138144j),(-0.444196850537988+1.2743729387944758j),(0.7641402610727498-0.041425350917214755j),(0.7353474134094806+0.05220838859730412j),(1.2480246155427295-1.4002786922068482j)
1.47,(1.2431126762129288-1.4277527256867781j),(-8.290795140839814+4.235701966917792j),(-0.4280153943300872+1.2656114045562197j),(0.7647497145835904-0.03777722727053869j),(0.7344750798076048+0.05614657489097928j),(1.2431126762129288-1.4277527256867781j)
1.48,(1.2375582260285116-1.4557407606509813j),(-8.154708529244113+4.370723037640242j),(-0.4125476931034639+1.2567921170914742j),(0.7652993009807723-0.03410505046561162j),(0.7335434039588594+0.06011104011268681j),(1.2375582260285116-1.4557407606509813j)
1.49,(1.2314025354634024-1.484272716683495j),(-8.014486683944533+4.501550847998515j),(-0.3977519886393188+1.2478870006139189j),(0.7657904207602969-0.030416933789992082j),(0.7325507943109267+0.06409270797759359j),(1.2314025354634024-1.484272716683495j)
1.5,(1.2246893071022091-1.5133853053005624j),(-7.869833132720573+4.628309336071458j),(-0.38359136165294316+1.2388666543532998j),(0.7662242717541009-0.026721011287492498j),(0.731495444891915+0.06808235759027281j),(1.2246893071022091-1.5133853053005624j)
1.51,(1.217464204407367-1.5431226566404876j),(-7.720407077047209+4.751069696327602j),(-0.3700334710166871+1.2297008481513165j),(0.7666018385093178-0.02302541149846494j),(0.7303753392150315+0.07207065276804844j),(1.217464204407367-1.5431226566404876j)
1.52,(1.209774363673504-1.5735369385575997j),(-7.565828774915689+4.869844039407169j),(-0.35705029178292574+1.2203589884998978j),(0.7669238859995484-0.01933823113664219j),(0.7291882587897968+0.07604817177286635j),(1.209774363673504-1.5735369385575997j)
1.53,(1.201667898315177-1.6046889729092157j),(-7.405685464007492+4.984579080005064j),(-0.3446178505832275+1.2108105572086654j),(0.7671909576922982-0.01566750883270656j),(0.7279317962767538+0.08000543733508658j),(1.201667898315177-1.6046889729092157j)
1.54,(1.1931934044053523-1.6366488566104478j),(-7.2395377719812615+5.095149968895925j),(-0.33271595700248074+1.2010255237916627j),(0.7674033779389905-0.012021199078645427j),(0.7266033732582534+0.08393294686079462j),(1.1931934044053523-1.6366488566104478j)
1.55,(1.1843994758506002-1.6694965979114071j),(-7.066928529621104+5.201353007753628j),(-0.3213279296952264+1.1909747317058113j),(0.7675612585972156-0.008407146506680462j),(0.7252002625317256+0.08782120272559887j),(1.1843994758506002-1.6694965979114071j)
1.56,(1.175334236791284-1.7033227812996767j),(-6.887391999006068+5.302899217405847j),(-0.3104403163027322+1.180630257764819j),(0.7676645097396179-0.004833060632180328j),(0.7237196147644583+0.09166074257200085j),(1.175334236791284-1.7033227812996767j)
1.57,(1.1660448977980267-1.7382292774418224j),(-6.700462077425417+5.399409603693152j),(-0.3000426066202498+1.1699657434021744j),(0.767712854250503-0.001306491181693032j),(0.7221584892809456+0.095442169543733j),(1.1660448977980267-1.7382292774418224j)
1.58,(1.1565773412525002-1.7743300176689536j),(-6.50568934765766+5.490406495398199j),(-0.2901269389302374+1.158956695974095j),(0.7677058460603319+0.0021651958845711567j),(0.7205138886860893+0.09915618240825902j),(1.1565773412525002-1.7743300176689536j)
1.59,(1.1469757400067742-1.8117518557252583j),(-6.302650198690483+5.575311621675793j),(-0.2806877999338503+1.147580757984435j),(0.7676428917202166+0.00557484156129891j),(0.7187827969607662+0.10279360553711658j),(1.1469757400067742-1.8117518557252583j)
1.6,(1.1372822120648054-1.8506355429038293j),(-6.0909692935440205+5.653439413313149j),(-0.2717217192532377+1.1358179419818086j),(0.7675232749738196+0.008915516120434687j),(0.7169622206014623+0.10634541873207376j),(1.1372822120648054-1.8506355429038293j)
1.61,(1.1275365126703945-1.8911368463876446j),(-5.870337255481995+5.723996473300493j),(-0.2632269600141357+1.123650828923283j),(0.7673461839431541+0.012180540509050087j),(0.7150492323138486+0.10980278690217793j),(1.1275365126703945-1.8911368463876446j)
1.62,(1.1177757638586132-1.9334278447184148j),(-5.640534635973459+5.78608202790349j),(-0.25520320752502074+1.1110647280125934j),(0.7671107405081715+0.01536350678430335j),(0.7130410167124445+0.11315708961175334j),(1.1177757638586132-1.9334278447184148j)
1.6300000000000001,(1.108034220260768-1.97769843898665j),(-5.401460490728648+5.83869213256218j),(-0.24765125851999767+1.098047796391606j),(0.766816031428192+0.01845829756701482j),(0.7109349174260876+0.11639995053126097j),(1.108034220260768-1.97769843898665j)
1.6400000000000001,(1.0983430687630502-2.024158123759407j),(-5.153164148048558+5.880729600671574j),(-0.2405727138043833+1.0845911175736604j),(0.7664611407266527+0.021459104514556588j),(0.7087284849630228+0.11952326683076327j),(1.0983430687630502-2.024158123759407j)
1.6500000000000001,(1.0887302585054994-2.073038068172938j),(-4.895881098208802+5.911021016732391j),(-0.23396967741494384+1.0706887381326518j),(0.7660451828397907+0.024360445831292713j),(0.7064195246512923+0.12251923855873188j),(1.0887302585054994-2.073038068172938j)
1.6600000000000001,(1.0792203566513714-2.1245935653244556j),(-4.630071591050709+5.928343071538323j),(-0.22784446556604268+1.0563376628736674j),(0.7655673360151737+0.0271571828499308j),(0.7040061439409949+0.12538039804644807j),(1.0792203566513714-2.1245935653244556j)
1.67,(1.069834424309741-2.179106917559752j),(-4.356457727221603+5.931460346462363j),(-0.22219932868934697+1.0415378094772727j),(0.7650268754378442+0.029844535729129276j),(0.7014867983360372+0.12809963936979227j),(1.069834424309741-2.179106917559752j)
1.68,(1.0605899058628458-2.2368908372535117j),(-4.076067938627419+5.919176137617618j),(-0.2170361897853241+1.0262919243955664j),(0.7644232055606016+0.03241809832092731j),(0.6988603352153169+0.13067024788558676j),(1.0605899058628458-2.2368908372535117j)
1.69,(1.05150052355785-2.2982924587594145j),(-3.7902647986294533+5.890398721997956j),(-0.2123564020931222+1.0106054625486793j),(0.7637558911208873+0.03487385226557331j),(0.6961260348077375+0.13308592983887108j),(1.05150052355785-2.2982924587594145j)
1.7,(1.042576167215598-2.363698080764528j),(-3.500760992180709+5.844220725620133j),(-0.20816052876155433+0.9944864340915913j),(0.7630246863400624+0.0372081803707919j),(0.6932836476028021+0.13534084201088292j),(1.042576167215598-2.363698080764528j)
1.71,(1.0338227371488313-2.433538982715331j),(-3.209631634594772+5.780012301280956j),(-0.20444814678342418+0.9779452221620787j),(0.7622295618216803+0.03941787932733914j),(0.6903334275092047+0.13742962134569503j),(1.0338227371488313-2.433538982715331j)
1.72,(1.025242293719457-2.50829576814944j),(-2.9192697332725808+5.697514772776289j),(-0.20121767695868328+0.9609943760549744j),(0.7613707286936345+0.04150017180290742j),(0.6872761601180257+0.139347414457357j),(1.025242293719457-2.50829576814944j)
1.73,(1.0168326769290896-2.5885072776953244j),(-2.632313613678081+5.596924924848967j),(-0.19846624110256528+0.9436483846752576j),(0.7604486595746888+0.04345271794232034j),(0.6841131854846741+0.1410899068801467j),(1.0168326769290896-2.5885072776953244j)
1.74,(1.0085872265044844-2.674779908869459j),(-2.3515732941155463+5.47897163073713j),(-0.19618954713845668+0.9259234353890406j),(0.7594641059885918+0.045273626283982474j),(0.6808464149141055+0.1426533518836236j),(1.0085872265044844-2.674779908869459j)
1.75,(1.000494963212596-2.7677933306182245j),(-2.0798532288879654+5.344931398478062j),(-0.19438180213756812+0.9078371635106574j),(0.7584181118983373+0.04696146408133301j),(0.6774783413161934+0.14403459863312026j),(1.000494963212596-2.7677933306182245j)
1.76,(0.9925393253435433-2.8683210680164426j),(-1.819812875412376+5.196613429200475j),(-0.19303565281291427+0.8894083976361968j),(0.7573120230885896+0.04851526699443721j),(0.6740120427912133+0.14523111943687086j),(0.9925393253435433-2.8683210680164426j)
1.77,(0.9846990999234507-2.9772286469621148j),(-1.5737865892212275+5.036271580882476j),(-0.19214215246547034+0.8706569058659778j),(0.7561474921851643+0.04993454809174864j),(0.6704511792075691+0.14624103578486444j),(0.9846990999234507-2.9772286469621148j)
1.78,(0.9769467691011375-3.09549998818778j),(-1.3436523366030126+4.866478348383102j),(-0.1916907529335813+0.8516031476633265j),(0.7549264791658701+0.051219306076521004j),(0.6667999816432669+0.14706314285343944j),(0.9769467691011375-3.09549998818778j)
1.79,(0.9692487116077632-3.2242417373183523j),(-1.13073449024247+4.689961390023359j),(-0.19166931972616227+0.8322680356918949j),(0.753651247286005+0.0523700326274436j),(0.6630632346769485+0.14769693212516471j),(0.9692487116077632-3.2242417373183523j)
1.8,(0.961564231618858-3.364699246986016j),(-0.9357668277374014+4.509433060480533j),(-0.19206416823432026+0.8126727114792338j),(0.7523243544132691+0.05338771871989357j),(0.6592462516311429+0.14814261175703414j),(0.961564231618858-3.364699246986016j)
1.81,(0.953844986598949-3.5182637146783633j),(-0.7589174093186664+4.327440898233013j),(-0.19286011871809286+0.7928383381929436j),(0.7509486398395726+0.05427385977379394j),(0.6553548429871485+0.14840112432251773j),(0.953844986598949-3.5182637146783633j)
1.82,(0.9460341218189036-3.6864775697664003j),(-0.599859450455695+4.1462541295484785j),(-0.19404056765360306+0.7727859132106397j),(0.7495272067099334+0.05503045945742236j),(0.6513952783049902+0.1484741615552701j),(0.9460341218189036-3.6864775697664003j)
1.83,(0.9380658986302512-3.871020492633397j),(-0.45786892205864266+3.9677918219312946j),(-0.19558757299542293+0.7525361025388743j),(0.7480634002800127+0.05566003196444359j),(0.6473742420905707+0.14836417573464566j),(0.9380658986302512-3.871020492633397j)
1.84,(0.9298653199534063-4.073681388400175j),(-0.3319387486878845+3.793601165123573j),(-0.1974819509502082+0.732109098510227j),(0.7465607822824925+0.05616560257462346j),(0.6432987841529091+0.14807438737555362j),(0.9298653199534063-4.073681388400175j)
1.85,(0.921348599204752-4.296294702402338j),(-0.22087864966155613+3.6248595788270266j),(-0.19970338195905585+0.7115245015809826j),(0.7450231017471188+0.05655070630762242j),(0.6391762650849732+0.14760878891709467j),(0.921348599204752-4.296294702402338j)
1.86,(0.9124249042311235-4.540627457344945j),(-0.12341031513025777+3.46241329332655j),(-0.20223052373430628+0.6908012264803041j),(0.7434542626785322+0.05681938448417171j),(0.635014297579983+0.1469721441450415j),(0.9124249042311235-4.540627457344945j)
1.87,(0.9029996255756594-4.808211084242539j),(-0.03823559717259173+3.306819013555073j),(-0.20504112937790012+0.6699574324386388j),(0.7418582890487784+0.05697617901991623j),(0.6308206843595663+0.1461699831313105j),(0.9029996255756594-4.808211084242539j)
1.8800000000000001,(0.8929802377369023-5.100100538484894j),(0.03591146258558144+3.158394307957158j),(-0.20811216880950145+0.6490104767578451j),(0.740239287606579+0.05702612429401913j),(0.6266033535395058+0.14520859252768553j),(0.8929802377369023-5.100100538484894j)
1.8900000000000001,(0.8822846590274357-5.4165810472895j),(0.1002298691630312+3.0172670347136634j),(-0.21141995194146954+0.6279768905842182j),(0.7386014090420899+0.056974736456909245j),(0.6223702922922154+0.14409500110948023j),(0.8822846590274357-5.4165810472895j)
1.9000000000000001,(0.8708515816098727-5.756866191028777j),(0.155832484193979+2.8834165213339387j),(-0.21494025224459642+0.6068723754103782j),(0.7369488080732619+0.05682800006870658j),(0.6181294796821701+0.1428369605257918j),(0.8708515816098727-5.756866191028777j)
1.9100000000000001,(0.8586507243173579-6.118875153931709j),(0.2037337424184902+2.7567163951770293j),(-0.21864842954646993+0.5857118185610098j),(0.7352856030374684+0.056592351991133626j),(0.6138888195513886+0.1414429212746504j),(0.8586507243173579-6.118875153931709j)
1.92,(0.84568986592955-6.499194204650872j),(0.2448489697547774+2.636962238793735j),(-0.2225195510898258+0.5645093257047448j),(0.7336158355794469+0.05627466249023909j),(0.6096560743172456+0.13992200398195273j),(0.84568986592955-6.499194204650872j)
1.93,(0.8320154530762643-6.8932950378962j),(0.27999632796648044+2.5238971414091997j),(-0.2265285100511134+0.5432782682701387j),(0.7319434310236957+0.05588221354403252j),(0.6054388005152911+0.13828396612093277j),(0.8320154530762643-6.8932950378962j)
1.94,(0.8177055454487304-7.295992313732068j),(0.30990345056060165+2.417227387128738j),(-0.23065014088220764+0.5220313435148176j),(0.7302721600063464+0.055422674387148756j),(0.6012442868766106+0.13653916436262858j),(0.8177055454487304-7.295992313732068j)
1.95,(0.8028569928219139-7.702017243998749j),(0.33521212058559724+2.3166450183450644j),(-0.23485933099464731+0.5007806448891248j),(0.7286056019185284+0.054904074362876525j),(0.5970794956740565+0.13469851279618325j),(0.8028569928219139-7.702017243998749j)
1.96,(0.7875709355235215-8.106542971488073j),(0.35648788675742854+2.2218334684478007j),(-0.23913112845906978+0.4795377402364496j),(0.7269471106808344+0.054334773190311464j),(0.5929510080061399+0.13277343729994823j),(0.7875709355235215-8.106542971488073j)
1.97,(0.7719407660128853-8.505536384638047j),(0.3742278873783734+2.1324755796186285j),(-0.24344084554242598+0.4583137552747125j),(0.7252997833273714+0.05372342879005717j),(0.5888649736132481+0.13077582637968155j),(0.7719407660128853-8.505536384638047j)
1.98,(0.7560448391283767-8.895899002215444j),(0.3888681597178818+2.048260521251862j),(-0.24776415804596916+0.43711945970992006j),(0.7236664318288862+0.05307896284496845j),(0.5848270657400346+0.12871797881834063j),(0.7560448391283767-8.895899002215444j)
1.99,(0.739943796078888-9.27544051428558j),(0.4007908655888118+1.968887366288915j),(-0.25207720052443156+0.4159653532588758j),(0.7220495585285545+0.05241052430215859j),(0.58084244146463+0.12661254849897743j),(0.739943796078888-9.27544051428558j)
2.0,(0.7236813596172299-9.642750340580534j),(0.4103308014193792+1.8940677029135098j),(-0.2563566575462524+0.39486174881445973j),(0.7204513352689075+0.05172745094789252j),(0.5769157077702957+0.12447248674415201j),(0.7236813596172299-9.642750340580534j)
