t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
0.12,(-0.028373198014481266-0.1585707452366024j),(0.261272909257958+0.4892090574740042j),(-0.46073569760903776+0.08245822861274296j),(-1.34568369567626+0.24954998364215686j),(-0.5625561038654753-0.38768401923339646j),(-0.961228087431087-1.0059924988725557j),(1.2382851595135318-0.28580714741788604j),(0.5611270391727385-0.9915379065459572j),(0.41667310061157325-1.058762578651423j),(-0.028373198014481266-0.1585707452366024j),(1.243539830431144-0.7890873948202257j),(-0.41484330339140485-0.8308832794603899j),(0.5090251907696386-0.7247493735345399j),(0.9823838302728989-0.004097648176821789j),(-0.028373198014481266-0.1585707452366024j)
0.13,(-0.03192372188340435-0.16880619896017615j),(0.2726292628559933+0.47855481118370935j),(-0.46265680275972065+0.0655312819355782j),(-1.3489556001151912+0.2290623310210551j),(-0.5551961773790701-0.4016458204294869j),(-0.9525989266221364-1.0161084099663902j),(1.2321734995300662-0.31318101836881923j),(0.5484677265521003-1.000815964982929j),(0.40581508764496366-1.0651955153362822j),(-0.03192372188340435-0.16880619896017615j),(1.2306017299024632-0.8109917276291108j),(-0.4091203352813662-0.8363317323654266j),(0.4962042342062762-0.7363097396785772j),(0.9819722338769833-0.03194432784153789j),(-0.03192372188340435-0.16880619896017615j)
0.14,(-0.035480014947984403-0.17856721106988277j),(0.2840398539844178+0.46749368262220575j),(-0.4641268127190506+0.04883725238783837j),(-1.3519152995595811+0.20889344050294836j),(-0.5479093420687519-0.4149608630323786j),(-0.9442045650225648-1.0258257105741997j),(1.2256581445090275-0.3399076642294477j),(0.5360989246508951-1.0096767495701777j),(0.3952401780780127-1.0713472841846958j),(-0.035480014947984403-0.17856721106988277j),(1.2176317301701096-0.8322052694420308j),(-0.4036512909276002-0.8415501199662458j),(0.4836631216380331-0.7472799046014479j),(0.9808793128665442-0.059328169583855506j),(-0.035480014947984403-0.17856721106988277j)
0.15,(-0.03902410457032308-0.18786776638616015j),(0.2954687855095066+0.45602788304919384j),(-0.4651581113862243+0.032429076919512856j),(-1.3545721818644818+0.1890802286428132j),(-0.5407280098759837-0.4276343353070735j),(-0.9360574540751916-1.0351465738590788j),(1.2187764177836573-0.3659579445719148j),(0.5240275390246064-1.0181341775751367j),(0.3849482487599617-1.0772279881840623j),(-0.03902410457032308-0.18786776638616015j),(1.2046616403899197-0.8527255432964358j),(-0.39843758182596056-0.8465432820985217j),(0.47141789465145145-0.7576820993266147j),(0.9791351474397242-0.08619594415109594j),(-0.03902410457032308-0.18786776638616015j)
0.16,(-0.04254155893412194-0.19672219801247565j),(0.3068783167770318+0.4441627131211219j),(-0.465768284626877+0.0163565973394664j),(-1.3569361874238979+0.16965677980638247j),(-0.5336816366828144-0.439674475682344j),(-0.9281687778385085-1.0440738373693434j),(1.211564905802813-0.3913068840158751j),(0.5122589700838921-1.0262021942700692j),(0.37493837020155474-1.0828475859643312j),(-0.04254155893412194-0.19672219801247565j),(1.191721248198693-0.87255214521522j),(-0.39347996104543853-0.8513161556078355j),(0.45948146602648954-0.7675390845826303j),(0.9767725650433362-0.11249981500300882j),(-0.04254155893412194-0.19672219801247565j)
0.17,(-0.04602148704468238-0.205145187335326j),(0.318228863612262+0.4319065628911857j),(-0.4659801202730831+0.0006665603154393518j),(-1.3590178091707854+0.15065434617014548j),(-0.5267967223118795-0.4510925727507327j),(-0.9205484529866804-1.0526110030385303j),(1.2040594581309692-0.41593367222849514j),(0.5007971130945847-1.0338947729320684j),(0.3652088065750384-1.088215891798004j),(-0.04602148704468238-0.205145187335326j),(1.178838319714192-0.8916867442067207j),(-0.3887785232281626-0.8558737743496757j),(0.4478636197365221-0.7768741508031383j),(0.9738271403728628-0.13819733831177122j),(-0.04602148704468238-0.205145187335326j)
0.18,(-0.049456538728905694-0.2131517640242372j),(0.32947899831996263+0.4192709118093292j),(-0.46582160812335555-0.014597382625952532j),(-1.3608280925770535+0.13210134772134807j),(-0.5200968105264-0.4619029652685528j),(-0.9132051288095447-1.060762237185398j),(1.1962951874482168-0.4398216639244523j),(0.4896443581776919-1.0412259148430572j),(0.35575701571416185-1.093342575600134j),(-0.049456538728905694-0.2131517640242372j),(1.166038599535142-0.9101330822647191j),(-0.3843327045893987-0.8602212691894383j),(0.4365710109483394-0.7857111181268726j),(0.9703371953724566-0.16325146296198767j),(-0.049456538728905694-0.2131517640242372j)
0.19,(-0.05284290463529304-0.22075730603176486j),(0.3405854496843961+0.4062703287222438j),(-0.4653259399426461-0.029394675099217893j),(-1.3623786356535625+0.11402337225799197j),(-0.5136024890301831-0.4721230421558877j),(-0.9061461872126118-1.0685323705139256j),(1.1883064695502634-0.46295837886593644j),(0.47880159030939523-1.0482096492897883j),(0.34657964911417705-1.0982371629283265j),(-0.05284290463529304-0.22075730603176486j),(1.1533458107412315-0.9278969743684402j),(-0.38014128291755017-0.8643638680024266j),(0.4256071660221483-0.794074336397657j),(0.9663437992349404-0.187630530550691j),(-0.05284290463529304-0.22075730603176486j)
0.2,(-0.056180316233945454-0.22797753959349376j),(0.35150310296932114+0.3929224718733687j),(-0.4645315094623454-0.04368785585999013j),(-1.3636815889501257+0.09644317538883573j),(-0.5073313894676221-0.48177324249659126j),(-0.8993777427170643-1.0759268981133145j),(1.1801269433484327-0.4853355018626478j),(0.4682681893210513-1.0548600335638445j),(0.3376725519318381-1.1029090349827377j),(-0.056180316233945454-0.22797753959349376j),(1.1407816548931118-0.9449863084825525j),(-0.3762023775741577-0.8683068956738511j),(0.41497248251157137-0.8019886851644066j),(0.9618907684018071-0.2113082753873412j),(-0.056180316233945454-0.22797753959349376j)
0.21,(-0.05947204581656382-0.23482853922803829j),(0.3621849999179935+0.37924808890289097j),(-0.4634819123802829-0.05744255880502702j),(-1.3647496555555074+0.07938068053339398j),(-0.5012981874236963-0.4908770555382876j),(-0.892904642459758-1.0829519794579867j),(1.1717895108696652-0.5069488827717988j),(0.4580420298991914-1.0611911529616387j),(0.32903076298540224-1.1073674286060764j),(-0.05947204581656382-0.23482853922803829j),(1.1283658120323976-0.961411045557168j),(-0.3725134494938993-0.8720557740988297j),(0.40466422916364747-0.8094795736811262j),(0.9570246665632194-0.2342638244938262j),(-0.05947204581656382-0.23482853922803829j)
0.22,(-0.06272174083162922-0.241326219359547j),(0.3725823387531658+0.36527101684774527j),(-0.4622259463607269-0.07062751297221093j),(-1.3655960910974252+0.06285297892193781j),(-0.49551460242397094-0.4994610206923714j),(-0.8867304661932214-1.0896144384075857j),(1.1633263372565181-0.5277985364981134j),(0.4481194815855213-1.0672171207844132j),(0.32064851475462897-1.1116214362836028j),(-0.06272174083162922-0.241326219359547j),(1.116115940681666-0.9771832195278429j),(-0.3690713011845905-0.8756160221823878j),(0.39467654591883145-0.8165729409069113j),(0.9517948046580101-0.25648169760446177j),(-0.06272174083162922-0.241326219359547j)
0.23,(-0.065928687193659-0.24748344551074963j),(0.38264447417708713+0.3510181821416142j),(-0.46081369521393717-0.08321504327720693j),(-1.366234703742548+0.0468743295954947j),(-0.48998939793459734-0.5075547275340075j),(-0.8808575262856555-1.0959217632069758j),(1.154768850767165-0.5478886429938268j),(0.4384954087769214-1.0729520783382402j),(0.3125192333807805-1.115680006143129j),(-0.065928687193659-0.24748344551074963j),(1.1040476778444577-0.9923169373155762j),(-0.3658720767271839-0.8789932558394578j),(0.3850004439109943-0.8232952555059482j),(0.9462532408736822-0.27795180716599127j),(-0.065928687193659-0.24748344551074963j)
0.24,(-0.0690978084683342-0.2533118593543306j),(0.3923202323729658+0.33651929351795556j),(-0.45927270788485125-0.09519611893152513j),(-1.3666798541964968+0.03145615940584856j),(-0.4847296134386941-0.5151869748539198j),(-0.8752868677209342-1.101882106486243j),(1.1461477427753959-0.5672275472586854j),(0.42916317072544696-1.0784101949340226j),(0.30463553866662163-1.1195519419550184j),(-0.0690978084683342-0.2533118593543306j),(1.0921746390052758-1.0068283788268113j),(-0.3629112617757699-0.8821931879948797j),(0.3756271751373715-0.8296717370882164j),(0.9404547806464084-0.29866945833758557j),(-0.0690978084683342-0.2533118593543306j)
0.25,(-0.07223401186289305-0.258823020935137j),(0.4015882275173173+0.32180627469248446j),(-0.45762998842795116-0.10658052100142229j),(-1.3669464557038453+0.01660706301553938j),(-0.4797427652128671-0.5223673699606822j),(-0.8700182680986043-1.1075042852606947j),(1.1374929677706174-0.5858277593399484j),(0.4201146215383277-1.083605667887492j),(0.29698924407641974-1.1232459031321869j),(-0.07223401186289305-0.258823020935137j),(1.080508418129587-1.020735796953435j),(-0.3601836835575759-0.8852216285834007j),(0.3665597391271733-0.8357172016248134j),(0.9344569766610317-0.31863534899084395j),(-0.07223401186289305-0.258823020935137j)
0.26,(-0.07534185779629855-0.2640284027696437j),(0.4104352114911931+0.3069247786126292j),(-0.455912086954715-0.1173798417350323j),(-1.367049974048119+0.0023328028978636395j),(-0.4750271905791452-0.5291136318911172j),(-0.8650502376338849-1.1127977809308591j),(1.1288337433578526-0.6037059543323845j),(0.41134011017796784-1.0885527225192106j),(0.28957135673594475-1.1267704047301015j),(-0.07534185779629855-0.2640284027696437j),(1.0690585876638206-1.0340595175727776j),(-0.357683510872967-0.8880844845496753j),(0.3577886764269101-0.84144800484082j),(0.928315427752091-0.337852940690081j),(-0.07534185779629855-0.2640284027696437j)
0.27,(-0.0784255598992385-0.26893938984595306j),(0.4188451184800226+0.291920847506594j),(-0.4541436074453659-0.1276066735952106j),(-1.3670064275517952-0.011363690663125758j),(-0.47057953689450693-0.5354453663361077j),(-0.8603800191576682-1.117772739282486j),(1.1201985502577414-0.6208829723782758j),(0.4028284804619467-1.0932656121545705j),(0.2823720774324694-1.130133817446781j),(-0.0784255598992385-0.26893938984595306j),(1.057832698535369-1.0468219395476133j),(-0.35540425409544535-0.8907877598482654j),(0.3493025885858159-0.8468808156879747j),(0.9220482490876372-0.3563194516743857j),(-0.0784255598992385-0.26893938984595306j)
0.28,(-0.0814889850141254-0.2735672796237953j),(0.42680476614388274+0.27683731382805765j),(-0.452347207748872-0.13727460925953408j),(-1.3668323870763035-0.024482319572619426j),(-0.46639577721853565-0.5413819567036567j),(-0.856003588116519-1.1224399704865466j),(1.1116151323065397-0.6373838186674148j),(0.3945670710630179-1.0977586181237933j),(0.27538080061476866-1.1333443676227963j),(-0.0814889850141254-0.2735672796237953j),(1.0468362801525875-1.0590475347261596j),(-0.35333876517165075-0.8933375554436405j),(0.3410901217094179-0.8520318270888491j),(0.9156781360187696-0.3740552033445729j),(-0.0814889850141254-0.2735672796237953j)
0.29,(-0.08453565319509654-0.2779232820345281j),(0.4343038556174979+0.26171380025617375j),(-0.45054359958294643-0.14639824162030105j),(-1.3665449760220258-0.03702581792505183j),(-0.46247121031342003-0.5469425641188863j),(-0.851915652572675-1.126810949099233j),(1.1031104964561207-0.6532376634371059j),(0.38654173248914525-1.1020460444262605j),(0.2685861143931205-1.13641013724127j),(-0.08453565319509654-0.2779232820345281j),(1.0360728404047945-1.070762847942078j),(-0.35147923762136024-0.8957400693101767j),(0.3331399664595361-0.8569167559368491j),(0.9092300315258048-0.3910847601158828j),(-0.08453565319509654-0.2779232820345281j)
0.3,(-0.08756873770801402-0.2820185194811371j),(0.44133497151024015+0.24658671969557008j),(-0.44875154853404736-0.15499316378453143j),(-1.366161870328296-0.04899975200410128j),(-0.4588004606439537-0.552146127424038j),(-0.8481096532040462-1.1308978140619588j),(1.0947108703664177-0.6684776038733125j),(0.3787491279047026-1.1061378491957519j),(0.26197580053930525-1.139339063927876j),(-0.08756873770801402-0.2820185194811371j),(1.0255438656622715-1.0819964970144742j),(-0.34981720653748827-0.8980015964321582j),(0.32544085805428336-0.8615508430962143j),(0.9027267541623815-0.40743302086149286j),(-0.08756873770801402-0.2820185194811371j)
0.31,(-0.09059106503046467-0.28586402683823536j),(0.4478935819061287+0.2314892752763495j),(-0.44698787405737783-0.16307596907396651j),(-1.3657012984733998-0.060412520282689175j),(-0.4553774783775354-0.5570113631784728j),(-0.844577763304216-1.1347133687013586j),(1.0864315016145032-0.6831094730675692j),(0.3711858461843389-1.1100418097408846j),(0.2555368344866058-1.1421389409508407j),(-0.09059106503046467-0.28586402683823536j),(1.015248820776263-1.0927791727478957j),(-0.3483435485860866-0.900128528803776j),(0.3179815762680656-0.8659488534020179j),(0.8961889980554598-0.4231252189125172j),(-0.09059106503046467-0.28586402683823536j)
0.32,(-0.09360511485176007-0.28947075145206375j),(0.45397803836383044+0.21645146035408921j),(-0.4452674494768861-0.170664251025069j),(-1.3651820414745757-0.07127535342298102j),(-0.4521955393841691-0.5615567656586714j),(-0.8413108887824399-1.1382710807292888j),(1.0782721994876998-0.6971453929127605j),(0.36383920903852457-1.1137680122761842j),(0.24926156010760478-1.1448160776165435j),(-0.09360511485176007-0.28947075145206375j),(1.0051864669194097-1.1031419159726656j),(-0.34704848200634447-0.9021273554291288j),(0.3107509454315817-0.8701250756601672j),(0.8896353329053219-0.43818692205800686j),(-0.09360511485176007-0.28947075145206375j)
0.33,(-0.09661302007293654-0.2928495531404907j),(0.4595895759166596+0.20150005850984115j),(-0.44360320198526537-0.17777660338902312j),(-1.3646234328880134-0.08160231427638565j),(-0.44924724523646375-0.5658006068582335j),(-0.8382986681636465-1.1415850822428264j),(1.070232398235684-0.7106170331336109j),(0.3566968419533576-1.1173262965376052j),(0.2431488330940998-1.1473750344389766j),(-0.09661302007293654-0.2928495531404907j),(0.9953738643698518-1.1130849309410136j),(-0.34592431531581697-0.9040032444690956j),(0.30373783443182345-0.8740933226474028j),(0.8830822039855716-0.45264403254494984j),(-0.09661302007293654-0.2928495531404907j)
0.34,(-0.09961656680675524-0.29601120419301247j),(0.46473231307257806+0.18665864355013173j),(-0.44200611264395373-0.18443262013173467j),(-1.3640453588088555-0.0914102978835557j),(-0.4465245232096335-0.5697609364878787j),(-0.835529472588437-1.1446701697242703j),(1.0623107808132575-0.7235554669833751j),(0.34974667419056343-1.1207262557825313j),(0.23718850589247983-1.1498221699937643j),(-0.09961656680675524-0.29601120419301247j),(0.9858050073369972-1.1226230245869149j),(-0.3449708075438443-0.9057577152992871j),(0.29693115671207554-0.8778669311112994j),(0.8765439321431345-0.4665227870782709j),(-0.09961656680675524-0.29601120419301247j)
0.35000000000000003,(-0.10261719437770203-0.2989663893707529j),(0.469413251814195+0.17194757950696213j),(-0.4404852163831343-0.19065289543383074j),(-1.3634629608259963-0.10071064088797052j),(-0.44401862628149746-0.5734555819754459j),(-0.8329904119544227-1.1475417983120446j),(1.0545052788803444-0.735991171243838j),(0.34297693878749497-1.1239772367897742j),(0.23137057903966335-1.1521637537292222j),(-0.10261719437770203-0.2989663893707529j),(0.9764638666972807-1.1317815930666364j),(-0.34417848363999476-0.9073974871525394j),(0.2903198702719157-0.8814587617702655j),(0.8700327137982581-0.47984975682083203j),(-0.10261719437770203-0.2989663893707529j)
0.36,(-0.10561599532198751-0.3017257059064635j),(0.4736422775987672+0.157384020637808j),(-0.4390476020017354-0.19645902369066007j),(-1.3628692927425508-0.10949937908216958j),(-0.44172013313248-0.5769021484658933j),(-0.8306785731064977-1.1502052077387661j),(1.0468130728019938-0.7479540262253137j),(0.3363761725571328-1.1270883398595746j),(0.22568540529747713-1.1544059223566643j),(-0.10561599532198751-0.3017257059064635j),(0.9673346340395528-1.140585290396401j),(-0.34353691051817786-0.9089298006981532j),(0.28389297766721444-0.8848811993135431j),(0.8635586209445114-0.4926518473934317j),(-0.10561599532198751-0.3017257059064635j)
0.37,(-0.10861371538754719-0.3042996635045234j),(0.4774321593581988+0.14298191142561956j),(-0.4376984121674301-0.2018735995122927j),(-1.3622661752857017-0.11780938551883155j),(-0.4396189481456105-0.5801180188212987j),(-0.8285882633211996-1.1526663746483246j),(1.039230591648378-0.759473315766647j),(0.32993321608808474-1.1300684188136019j),(0.220123689652656-1.1565546798504014j),(-0.10861371538754719-0.3042996635045234j),(0.9584017216650789-1.1490580284523888j),(-0.3430357065367017-0.9103618764483401j),(0.2776395260101354-0.8881461524012084j),(0.8571296011487857-0.5049562988748058j),(-0.10861371538754719-0.3042996635045234j)
0.38,(-0.11161075353404118-0.30669868434093966j),(0.4807985494990415+0.12875198657882175j),(-0.4364408434166367-0.20692021772352026j),(-1.3616564868265553-0.12567670862284197j),(-0.4377043014065234-0.5831203536208593j),(-0.8267031029665793-1.154940780036879j),(1.0317535131947932-0.7705777272352126j),(0.3236372137445862-1.132926080994954j),(0.21467648931684313-1.1586158974477427j),(-0.11161075353404118-0.30669868434093966j),(0.94964976258754-1.1572229769707345j),(-0.34266454149827286-0.911700914758223j),(0.27154860696913513-0.8912650536641709j),(0.8507514775512933-0.5167906858016265j),(-0.11161075353404118-0.30669868434093966j)
0.39,(-0.11460735648072726-0.3089329035412238j),(0.4837599839024945+0.11470177103131421j),(-0.43527614615451826-0.21162347336385584j),(-1.361042585052832-0.13313708011448566j),(-0.4359647487034584-0.585926091160892j),(-0.825006852864311-1.1570436989134898j),(1.0243767639216597-0.7812953515269148j),(0.31747761366650035-1.1356696872681578j),(0.20933521372659003-1.1605953136489948j),(-0.11460735648072726-0.3089329035412238j),(0.9410636105330323-1.1651025635475298j),(-0.3424131366499967-0.9129540958258363j),(0.26560935676896297-0.8942488597041742j),(0.844427948865569-0.5281829171685034j),(-0.11460735648072726-0.3089329035412238j)
0.4,(-0.11760495297822718-0.311010832013347j),(0.4863378819244043+0.10083557994247094j),(-0.4342036246549831-0.2160089616875339j),(-1.3604263069688671-0.14022591500944684j),(-0.4343881715272602-0.5885519474548327j),(-0.8234834142896916-1.158990200300121j),(1.0170945190145215-0.7916536830661881j),(0.31144416776931744-1.1383073520191684j),(0.20409162454335625-1.1624985342174619j),(-0.11760495297822718-0.311010832013347j),(0.9326283399400674-1.1727184736388228j),(-0.3422712646833771-0.9141285796921255j),(0.2598109561906613-0.8971080510937954j),(0.8381605893784693-0.5391612364279829j),(-0.11760495297822718-0.311010832013347j)
0.41000000000000003,(-0.12060076734713872-0.3129450170180813j),(0.488556546395265+0.08715451869714064j),(-0.43322063706068437-0.22010327816351044j),(-1.35980896889561-0.14697831161880884j),(-0.4329617770713786-0.5910144162332371j),(-0.8221168289716415-1.1607951472316376j),(1.0099002023640464-0.801679619805997j),(0.3055269317441555-1.1408469431553703j),(0.19893783565350975-1.1643310321794456j),(-0.12060076734713872-0.3129450170180813j),(0.9243292459595722-1.180091650560617j),(-0.3422287497343166-0.9152315062409472j),(0.2541426305715656-0.8998526323764459j),(0.8319488489501718-0.549754221490548j),(-0.12060076734713872-0.3129450170180813j)
0.42,(-0.12359072755804087-0.3147491140843855j),(0.4904373868248704+0.0736623277240077j),(-0.4323225953830203-0.22393401847546301j),(-1.3591913664706248-0.1534290515490544j),(-0.43167209823186853-0.5933297689437803j),(-0.8208912790927038-1.1624731967558075j),(1.0027864865660263-0.811399463227836j),(0.29971626505776-1.143296082105576j),(0.19386631316832664-1.1660981478242456j),(-0.12359072755804087-0.3147491140843855j),(0.9161518444548888-1.1872422954888724j),(-0.34227546738311626-0.9162699951990696j),(0.24859364980530402-0.9024921320663701j),(0.8257900530141769-0.5599907847246189j),(-0.12359072755804087-0.3147491140843855j)
0.43,(-0.12657058791121975-0.3164367359292431j),(0.4919869979937497+0.06035888939307989j),(-0.43150296550213413-0.22752977852179043j),(-1.35857377464809-0.15961259970206554j),(-0.43050499360739-0.5955140547512567j),(-0.8197910872890448-1.1640387999333006j),(0.9957452929213764-0.8208389183417295j),(0.2940028309525039-1.1456621438200267j),(0.1888698754239913-1.167805088704159j),(-0.12657058791121975-0.3164367359292431j),(0.9080818720017748-1.1941898674595055j),(-0.3424013446544758-0.9172511461361721j),(0.24315332834179781-0.9050356026486469j),(0.8196794025773059-0.5699001729565527j),(-0.12657058791121975-0.3164367359292431j)
0.44,(-0.12953592903666833-0.3180214524576622j),(0.49321740075348125+0.04722027443393084j),(-0.4307532671669141-0.2309201544156132j),(-1.3579559476987981-0.1655631042751235j),(-0.42944564749920805-0.5975831005375805j),(-0.8188007166504538-1.1655062018376892j),(0.9887677914361364-0.830023093686232j),(0.28837759644638755-1.147952256770393j),(0.1839416929815963-1.1694569296344808j),(-0.12953592903666833-0.3180214524576622j),(0.9001052858884029-1.2009530833683884j),(-0.3425963600174935-0.9181820384648451j),(0.23781102518726113-0.9074916205791885j),(0.8136099742197024-0.5795119674706435j),(-0.12953592903666833-0.3180214524576622j)
0.45,(-0.13248215789408674-0.3195167907626759j),(0.49413954046018915+0.03422254827213302j),(-0.4300630739949934-0.23413574248477317j),(-1.3573371192101567-0.17131439676090887j),(-0.428478569911193-0.5995525109017847j),(-0.8179047707203434-1.1668894415554476j),(0.9818444008214694-0.8389765013284276j),(0.282831832333039-1.1501733029497736j),(0.1790752886271425-1.1710586126935032j),(-0.13248215789408674-0.3195167907626759j),(0.8922082641153612-1.2075499179713496j),(-0.34285054338566634-0.9190697314405907j),(0.23255614390420115-0.9098682862847411j),(0.8075727200948314-0.5888560840091217j),(-0.13248215789408674-0.3195167907626759j)
0.46,(-0.13540450777288202-0.3209362351253417j),(0.4947627496248366+0.021342725149211768j),(-0.4294200134727503-0.23720813927183376j),(-1.356716002086187-0.1768999919475014j),(-0.42758759654982015-0.6014376681600226j),(-0.8170879934957489-1.1682023521859526j),(0.9749647884936625-0.847723056863931j),(0.27735711318171363-1.1523319178726958j),(0.17426453737153902-1.1726149472225167j),(-0.13540450777288202-0.3209362351253417j),(0.8843772053956533-1.2139976038841735j),(-0.3431539761168898-0.9199212641618219j),(0.22737813261141784-0.9121732241628845j),(0.8015564679294801-0.5979627727721555j),(-0.13540450777288202-0.3209362351253417j)
0.47000000000000003,(-0.1382980382921683-0.32229322701474195j),(0.4950947479132261+0.008558768122645305j),(-0.42881022059733037-0.2401692511990889j),(-1.3560907885475253-0.18235308791838023j),(-0.4267575313335907-0.6032529674823522j),(-0.8163352694273289-1.169458560841483j),(0.9681178705741267-0.8562860794168865j),(0.2719453173372945-1.1544344905751158j),(0.16950366645060316-1.1741306098258089j),(-0.1382980382921683-0.32229322701474195j),(0.876598729154698-1.2203126315826014j),(-0.3434967910134581-0.9207436555698629j),(0.22226648398400423-0.9144135825820325j),(0.7955479210237573-0.6068626184178492j),(-0.1382980382921683-0.32229322701474195j)
0.48,(-0.14115763540076665-0.32360116508798376j),(0.49514164214599965-0.004150410934135179j),(-0.4282297690861264-0.24303550557745102j),(-1.3554591501314222-0.18770656605242375j),(-0.4259805431674574-0.6050102966499824j),(-0.815631623419365-1.1706714886472196j),(0.9612918118893967-0.8646882916399681j),(0.266588626920292-1.1564871636144187j),(0.1647872553250605-1.1756101443706652j),(-0.14115763540076665-0.32360116508798376j),(0.8688596755303294-1.2265107494023295j),(-0.3438691723220638-0.9215439044489498j),(0.2172107352533463-0.9165960338814325j),(0.7895316582510934-0.6155865400622447j),(-0.14115763540076665-0.32360116508798376j)
0.49,(-0.14397801137720523-0.32487340519019897j),(0.4949079262986384-0.016804951331745824j),(-0.42767075817182126-0.24583180682716674j),(-1.3548182376917426-0.1929929910239097j),(-0.4252411021045663-0.606726833029518j),(-0.814962220829762-1.1718543507412464j),(0.9544740259711312-0.8729518197143805j),(0.26127952782684405-1.1584958330694177j),(0.16011023568054478-1.177057961987369j),(-0.14397801137720523-0.32487340519019897j),(0.8611471053727966-1.2326069635390111j),(-0.34426135573379846-0.9223289894262294j),(0.2122017958829457-0.9187279585638263j),(0.7834901340582409-0.62416579127932j),(-0.14397801137720523-0.32487340519019897j)
0.5,(-0.14675370482971917-0.3261232603545441j),(0.494396481501463-0.029424043564849692j),(-0.42712115403225515-0.24858870118806428j),(-1.3541646813989656-0.19824461080251496j),(-0.42452280255261376-0.6084197986690479j),(-0.8143123674700473-1.1730201562745484j),(0.9476511750561125-0.8810981933498577j),(0.2560108097287161-1.1604661485403553j),(0.1554678914275981-1.1784783410692004j),(-0.14675370482971917-0.3261232603545441j),(0.8534483002447646-1.2386155380482555j),(-0.3446636283841519-0.9231058689717598j),(0.2072332218435131-0.9208165420572633j),(0.7774156857817399-0.6326241768129464j),(-0.14675370482971917-0.3261232603545441j)
0.51,(-0.14947908069625063-0.3273640008022003j),(0.4936085760396332-0.04202592931215704j),(-0.4265690915536248-0.2513352547897165j),(-1.3534945907401852-0.20349335665331575j),(-0.4238099023450201-0.6101055894575942j),(-0.813667509605372-1.1741817084110138j),(0.9408091700862471-0.8891483457846641j),(0.2507755660733011-1.1624035131489026j),(0.15085585870167076-1.1798754272724383j),(-0.14947908069625063-0.3273640008022003j),(0.8457507624213134-1.2445499948456282j),(-0.34506632885301264-0.9238814813985106j),(0.20229889511527654-0.9228676155640932j),(0.771305617465509-0.6409777020819134j),(-0.14947908069625063-0.3273640008022003j)
0.52,(-0.1521483302444488-0.32860885394237355j),(0.4925438653531483-0.05462790143642515j),(-0.42600287433048356-0.2540990536514409j),(-1.3528035545191095-0.2087708431367877j),(-0.42308732274092914-0.6117997751251123j),(-0.8130132339545099-1.1753516043274324j),(0.933933170708565-0.8971226137855939j),(0.24556719408361957-1.1643130835381585j),(0.14627012586312121-1.1812532335163588j),(-0.1521483302444488-0.32860885394237355j),(0.8380422148899382-1.2504231137066502j),(-0.34545984716466793-0.9246627448623624j),(0.1973931597231478-0.9248867654665407j),(0.7651410568324278-0.6492495008856876j),(-0.1521483302444488-0.32860885394237355j)
0.53,(-0.1547554710716698-0.3298710043722946j),(0.49120039203684684-0.06724630398445852j),(-0.4254109746657413-0.2569062036822994j),(-1.3520866408560612-0.21410836810880546j),(-0.4223406484252085-0.6135170992424915j),(-0.8123352676898578-1.1765422352134964j),(0.9270075852752202-0.9050407376479712j),(0.2403793947583194-1.1661997698726518j),(0.14170703349721625-1.1826156399832353j),(-0.1547554710716698-0.3298710043722946j),(0.83031060135055-1.2562469322667995j),(-0.3458346247878035-0.9254565573621075j),(0.19251082173768155-0.9268793333282288j),(0.7589040062061546-0.6574611099331943j),(-0.1547554710716698-0.3298710043722946j)
0.54,(-0.15729434710497686-0.33116359387721883j),(0.4895745858404067-0.07989653218710874j),(-0.42478203357066446-0.2597813306810986j),(-1.351338397187977-0.21953691272064318j),(-0.42155612750844956-0.6152714792215543j),(-0.8116194784374356-1.1777657862718005j),(0.9200160708434907-0.9129218611956506j),(0.23520617287167603-1.1680682358383396j),(0.13716327441413084-1.1839663941183396j),(-0.15729434710497686-0.33116359387721883j),(0.8225440862154746-1.2620327460215095j),(-0.34618115463550375-0.9262697967394491j),(0.18764714927507556-0.928850415894179j),(0.7525774879122702-0.665632384348119j),(-0.15729434710497686-0.33116359387721883j)
0.55,(-0.15975862860114018-0.33249972143042633j),(0.487661263668345-0.09259303245927442j),(-0.424104860764876-0.26274758033638956j),(-1.350552850268409-0.22508714141897423j),(-0.4207206715269672-0.6170760063150571j),(-0.8108518742768867-1.1790342367178415j),(0.912941533175778-0.9207845317810156j),(0.23004183697359248-1.1699228986426071j),(0.13263589364894834-1.1853091106299403j),(-0.15975862860114018-0.33249972143042633j),(0.8147310546094533-1.2677911083261704j),(-0.34648998106525164-0.9271093206790016j),(0.1827978724971706-0.9308048650908117j),(0.7461455442782782-0.6737814976689066j),(-0.15975862860114018-0.33249972143042633j)
