t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
1.0,(-0.15251648526490003-0.5187476407687266j),(0.1211176849363715-0.6005094205174067j),(-0.26029039703692114-0.5551440584573336j),(-1.1359415579866063-0.8097272346194885j),(-0.26910072550174075-0.7975020509089081j),(-0.6237678920935389-1.3516245754214102j),(0.43139907307273573-1.2868836343598549j),(0.006844625195314655-1.2659926275108835j),(-0.04465821273193116-1.265800570056965j),(-0.15251648526490003-0.5187476407687266j),(0.3586701068573676-1.5255212561396023j),(-0.26405855202316664-1.0368788428387987j),(-0.012742243377550963-1.035064973454884j),(0.30295906506737513-1.033718255833844j),(-0.15251648526490003-0.5187476407687266j)
1.01,(-0.15112268176504184-0.5240733229204066j),(0.11333421354824183-0.6063496602770208j),(-0.2556626934497696-0.5616109059848837j),(-1.1260956287966304-0.8254546592589498j),(-0.2651566466567239-0.8019858283709641j),(-0.6179074523658806-1.3563860300209885j),(0.420022304053389-1.292839253011095j),(0.0030483814807657633-1.268312872649535j),(-0.047461156324725966-1.2679895635888114j),(-0.15112268176504184-0.5240733229204066j),(0.34848187596994745-1.529902466787003j),(-0.2614350378324326-1.0401270513445053j),(-0.015745407793916172-1.0376715655453157j),(0.29311283374131747-1.039120744938199j),(-0.15112268176504184-0.5240733229204066j)
1.02,(-0.14978414252358851-0.5293258457127246j),(0.10582445648232441-0.611990792750723j),(-0.2511816363763004-0.5679173749332662j),(-1.11621412708715-0.8408675141528296j),(-0.26133122441758705-0.8063901758451509j),(-0.6121546741884479-1.3610611869459759j),(0.4088273616171979-1.2986183266221378j),(-0.0006750365205999594-1.2706172816287984j),(-0.050211645587242996-1.2701705220792607j),(-0.14978414252358851-0.5293258457127246j),(0.3384468761155913-1.5341715104913334j),(-0.2588909906490771-1.0433398745644813j),(-0.018679914527527736-1.040262905473895j),(0.28347920683160266-1.0443517868279923j),(-0.14978414252358851-0.5293258457127246j)
1.03,(-0.14850478417529805-0.5344998947713725j),(0.09858430139608783-0.6174417408512689j),(-0.24685479470700683-0.5740612493636645j),(-1.106324171555579-0.8559464148095961j),(-0.25762957420436217-0.8107119042657355j),(-0.6065206184692628-1.3656449559036707j),(0.39782232850316346-1.3042215981060754j),(-0.004329417227592031-1.2729026492693343j),(-0.05291254905517274-1.2723414352955427j),(-0.14850478417529805-0.5344998947713725j),(0.328574741148613-1.5383277751029867j),(-0.2564310584297659-1.0465132317993138j),(-0.02154847634877055-1.0428361727812598j),(0.2740594052203683-1.0494149946034361j),(-0.14850478417529805-0.5344998947713725j)
1.04,(-0.1472882910273906-0.5395904512981469j),(0.09160888875968924-0.6227109046509568j),(-0.24268877811634304-0.5800408255060009j),(-1.0964517641879274-0.8706736248063089j),(-0.2540564041030519-0.814948038510737j),(-0.6010157168933139-1.3701325685931818j),(0.387014329207642-1.3096501163557404j),(-0.007918459783529255-1.275165913575111j),(-0.055568144607645614-1.274498659830105j),(-0.1472882910273906-0.5395904512981469j),(0.31887503030207326-1.5423709128576535j),(-0.25405960443489606-1.0496432463138972j),(-0.0243541116228166-1.0453884756533995j),(0.26485424424457843-1.0543139577080884j),(-0.1472882910273906-0.5395904512981469j)
1.05,(-0.14613811505954855-0.5445927920709492j),(0.08489261185597446-0.6278061613816281j),(-0.2386892370627237-0.5858549117589358j),(-1.0866217902588027-0.8850330557886189j),(-0.25061601486562907-0.8190958174019273j),(-0.5956497719225567-1.374519578705427j),(0.3764095299843454-1.314905236243705j),(-0.011445774056239703-1.2774041557334048j),(-0.05818257615090786-1.2766387132094015j),(-0.14613811505954855-0.5445927920709492j),(0.309357228187779-1.5463008403763232j),(-0.25178070722859597-1.0527262453374344j),(-0.027100144309624832-1.0479168509216545j),(0.25586413369602373-1.0590522419288544j),(-0.14613811505954855-0.5445927920709492j)
1.06,(-0.1450574759239164-0.5495024894437855j),(0.07842911678047788-0.6327348654346676j),(-0.2348608627885243-0.5915028286898683j),(-1.0768580183314087-0.8990102674707681j),(-0.24731229991003695-0.8231526937048305j),(-0.5904319567959135-1.3788018619231344j),(0.3660131388443413-1.3199886186222825j),(-0.01491488063806072-1.2796146001148014j),(-0.060759853618321494-1.278758273893893j),(-0.1450574759239164-0.5495024894437855j),(0.30002955157439093-1.5501182108560103j),(-0.2495981606787256-1.0557587600634366j),(-0.029790203963941178-1.050418264062717j),(0.24708907782132128-1.0636333893959862j),(-0.1450574759239164-0.5495024894437855j)
1.07,(-0.14404936094510082-0.5543154113467667j),(0.07221130244142253-0.6375038483610024j),(-0.23120738732008078-0.5969844090349359j),(-1.0671831002575467-0.9125924676355895j),(-0.24414874532018924-0.8271163341287228j),(-0.5853708155292732-1.3829756159208422j),(0.3558294055560527-1.3249022303235256j),(-0.018329210845838904-1.2817946142731942j),(-0.06330385297036435-1.2808541812780463j),(-0.14404936094510082-0.5543154113467667j),(0.29088968921090974-1.5538262847196591j),(-0.2475154739568761-1.0587375256497227j),(-0.03242822573529859-1.0528896091986306j),(0.23852867532191482-1.0680609185830825j),(-0.14404936094510082-0.5543154113467667j)
1.08,(-0.14311652512017065-0.5590277212861081j),(0.06623132055972-0.6421194188711031j),(-0.2277315834676899-0.6022999976990148j),(-1.057618571177615-0.9257685121345081j),(-0.24112842984597-0.8309846193266331j),(-0.5804742629154913-1.3870373603648982j),(0.345861621645258-1.3296483441592275j),(-0.021692106720930124-1.2839417089457847j),(-0.06581831619463004-1.2829234356903345j),(-0.14311652512017065-0.5590277212861081j),(0.28193339621660746-1.5574265290616942j),(-0.24553587153837014-1.06165948121842j),(-0.035018450368017096-1.0553277090967892j),(0.2301821193540746-1.0723383243070883j),(-0.14311652512017065-0.5590277212861081j)
1.09,(-0.14226149111865688-0.5636358783441301j),(0.06048057566897054-0.6465873628349835j),(-0.224435264825609-0.6074504517557197j),(-1.0481848495206079-0.9385289048875394j),(-0.23825402490323375-0.8347556438953427j),(-0.5757495845243903-1.3909839369134607j),(0.3361121203950916-1.3342295389209213j),(-0.025006821029199537-1.2860535380530833j),(-0.06830685130582798-1.2849631983932377j),(-0.14226149111865688-0.5636358783441301j),(0.2731569280624331-1.560920079023982j),(-0.24366229320226176-1.0645217698559633j),(-0.03756542420120362-1.0577293151699394j),(0.22204819752889732-1.0764690777282964j),(-0.14226149111865688-0.5636358783441301j)
1.1,(-0.14148654928255272-0.5681366371792576j),(0.05494972511546299-0.6509129432822j),(-0.22131928577205615-0.6124371404474034j),(-1.0389012370041177-0.9508657978832904j),(-0.23552779457380532-0.8384277163753852j),(-0.5712034367027595-1.3948125092164971j),(0.32658227684604285-1.3386486993798805j),(-0.02827651726102158-1.2881278986989089j),(-0.07077293234578341-1.2869707915832416j),(-0.14148654928255272-0.5681366371792576j),(0.2645565175972337-1.564308121024802j),(-0.2418973940313363-1.0673217386130964j),(-0.04007284363658401-1.0600915023164879j),(0.21412529191230636-1.0804566263503455j),(-0.14148654928255272-0.5681366371792576j)
1.11,(-0.14079375762631346-0.5725270480260202j),(0.04962867905817482-0.6551009004018521j),(-0.21838354146921-0.6172619451851578j),(-1.0297859186343332-0.9627729911789598j),(-0.23295159560548-0.8419993592510463j),(-0.5668418465743547-1.3985205629157855j),(0.31727250779595706-1.3429090162871191j),(-0.03150426963127994-1.290162731170388j),(-0.07321989938343731-1.2889436983908389j),(-0.14079375762631346-0.5725270480260202j),(0.2561283750477544-1.567591892758846j),(-0.24024354441211063-1.0700569385048708j),(-0.04253897072833598-1.0624134256309588j),(0.20641137902505147-1.0843043940202213j),(-0.14079375762631346-0.5725270480260202j)
1.12,(-0.14018494183685665-0.5768044566950522j),(0.0445066004687721-0.6591554515425827j),(-0.2156269678632099-0.6219272595488128j),(-1.02085596270604-0.9742459329003365j),(-0.23052687741202352-0.8454693089503644j),(-0.5626702120398984-1.4021059056449132j),(0.308182271800035-1.3470139863733903j),(-0.034693063079367564-1.2921561189379565j),(-0.07565095851484657-1.2908795628805285j),(-0.14018494183685665-0.5768044566950522j),(0.24786868801863832-1.5707726831972193j),(-0.2387028300348329-1.0727251245106457j),(-0.044967349585739544-1.0646928026652505j),(0.198904029842709-1.0880157809282567j),(-0.14018494183685665-0.5768044566950522j)
1.1300000000000001,(-0.1396616952735619-0.580966504573093j),(0.03957190513160945-0.6630802912125773j),(-0.21304754168415585-0.6264359892869373j),(-1.0121273208026211-0.9852817192418017j),(-0.22825468207317187-0.8488365158451302j),(-0.5586933017770802-1.4055666670292783j),(0.2993100691708328-1.3509674123491884j),(-0.037845793269186696-1.2941062886553576j),(-0.07806918186318373-1.2927761900508157j),(-0.1396616952735619-0.580966504573093j),(0.23977362149242665-1.5738518325874404j),(-0.23727705189348264-1.0753242555740887j),(-0.047362377867158356-1.0669271943941125j),(0.19160040979568183-1.0915941636081308j),(-0.1396616952735619-0.580966504573093j)
1.1400000000000001,(-0.13922537896827103-0.5850111286229862j),(0.03481226164373019-0.6668785910795647j),(-0.21064228044610855-0.6307915523168381j),(-1.0036148277960557-0.9958790944663274j),(-0.2261356443346315-0.8521001442508868j),(-0.554915255240556-1.4089012986860878j),(0.2906534419782623-1.3547734029047476j),(-0.04096526658914885-1.2960116101596437j),(-0.08047750757873727-1.294631545834212j),(-0.13922537896827103-0.5850111286229862j),(0.23183931782955858-1.576830732453441j),(-0.23596772628577087-1.077852494603176j),(-0.049728254589133186-1.0691143463864556j),(0.18449727876919947-1.0950428949368696j),(-0.13922537896827103-0.5850111286229862j)
1.1500000000000001,(-0.1388771216252881-0.5889365613836803j),(0.030215222562516356-0.6705531701653344j),(-0.20840833135120815-0.6349970777178561j),(-0.9953322018469205-1.0060384509054767j),(-0.22416999160807938-0.8552595724269295j),(-0.5513395826619487-1.4121085742243595j),(0.28220897404959094-1.3584363727100417j),(-0.04405420015217475-1.2978705964711754j),(-0.08287873983891134-1.2964437570972354j),(-0.1388771216252881-0.5889365613836803j),(0.2240618967683713-1.5797108255955652j),(-0.23477608481313988-1.0803082084701907j),(-0.05206898012638186-1.07125218880535j),(0.1775909911033178-1.0983653041348462j),(-0.1388771216252881-0.5889365613836803j)
1.16,(-0.1386178196213792-0.5927413309702286j),(0.025774348804692225-0.6741074563493903j),(-0.20634674601415873-0.6390519704123776j),(-0.9872920444043892-1.015761828959404j),(-0.2223575439711627-0.8583143925763062j),(-0.547969165049848-1.4151875892449204j),(0.27397229096944165-1.3619610424147854j),(-0.04711522179569444-1.2996819037936211j),(-0.08527554884822595-1.2982111116404107j),(-0.1386178196213792-0.5927413309702286j),(0.21643745542510023-1.5824936060905708j),(-0.23370307438076346-1.0826899680117252j),(-0.05438835621179927-1.0733388364080259j),(0.17087749559291945-1.1015646967657802j),(-0.1386178196213792-0.5927413309702286j)
1.17,(-0.1384481370057727-0.5964242610737892j),(0.021480882532803322-0.6775427868543606j),(-0.20445551126495584-0.6429569782443845j),(-0.9795058402062318-1.0250529170968554j),(-0.22069771416749911-0.8612644108458171j),(-0.5448062541898101-1.4181377613404083j),(0.2659380600797925-1.3653524386484335j),(-0.05015087008164734-1.3014443315139583j),(-0.087670470838317-1.2999320581982685j),(-0.1384481370057727-0.5964242610737892j),(0.20896206829387834-1.5851806192916282j),(-0.2327493571975467-1.0849965480286794j),(-0.056689985936457576-1.075372588545875j),(0.16435233548771316-1.1046443547367377j),(-0.1384481370057727-0.5964242610737892j)
1.18,(-0.13836850550015903-0.5999844709616245j),(0.01732511576969409-0.680860142248368j),(-0.20273197675334936-0.6467133454639216j),(-0.9719839572788159-1.0339170518551677j),(-0.21918950760667666-0.8641096473260146j),(-0.5418524726443581-1.42095883009527j),(0.25809999047997767-1.3686158940201807j),(-0.053163594296481945-1.3031568222024725j),(-0.09006590806793605-1.3016052064393462j),(-0.13836850550015903-0.5999844709616245j),(0.20163178724673708-1.5877734618283212j),(-0.23191531077612607-1.0872269272862614j),(-0.05897727374960584-1.0773519291644484j),(0.1580106484922347-1.1076075362981326j),(-0.13836850550015903-0.5999844709616245j)
1.19,(-0.1383791244986909-0.6034213754771022j),(0.01329771029923512-0.6840606459669792j),(-0.2011733283044752-0.6503225134355816j),(-0.9647356469371056-1.0423612178402695j),(-0.21783152236425385-0.8668503360512037j),(-0.5391088137529817-1.4236508570857627j),(0.2504508330266865-1.3717570471189615j),(-0.05615575445115614-1.3048184616127576j),(-0.09246412882295049-1.3032293269661874j),(-0.1383791244986909-0.6034213754771022j),(0.19444264153360588-1.5902737816066466j),(-0.2312010279328695-1.0893802885139874j),(-0.0612534254586703-1.0792755268034575j),(0.15184716676584606-1.110457476043724j),(-0.1383791244986909-0.6034213754771022j)
1.2,(-0.13847996106798305-0.6067346850396941j),(0.00938969766632321-0.6871455643132048j),(-0.1997765879188553-0.6537861206385049j),(-0.9577690437846622-1.0503940477266795j),(-0.21662194918175942-0.8694869249994417j),(-0.5365756416321376-1.4262142258799535j),(0.2429837906174012-1.3747812316397532j),(-0.05912962128113705-1.306428478681716j),(-0.09486726741634355-1.3048033513153423j),(-0.13847996106798305-0.6067346850396941j),(0.18739063778231196-1.5926832778090139j),(-0.23060631678787633-1.0914560184056814j),(-0.06352144822925429-1.0811422345967745j),(0.14585621692273587-1.1131973849106194j),(-0.13847996106798305-0.6067346850396941j)
1.21,(-0.1386707499471125-0.6099244056449772j),(0.0055924791768813785-0.6901163064574993j),(-0.19853861377239762-0.6571060026663796j),(-0.9510911657136438-1.0580258222575094j),(-0.21555857146669277-0.8720200760925383j),(-0.534252691175249-1.4286496420377193j),(0.23570318138904794-1.3776880871810249j),(-0.06208737624640105-1.3079862455295586j),(-0.09727732418821425-1.306326371957367j),(-0.1386707499471125-0.6099244056449772j),(0.18047175999858084-1.5950037008942461j),(-0.23013070076497716-1.0934537076194761j),(-0.06578415058513823-1.082951090272431j),(0.14003172003191933-1.1158304501792717j),(-0.1386707499471125-0.6099244056449772j)
1.22,(-0.13895099354761842-0.612990838864633j),(0.0018978258978588833-0.692974424437761j),(-0.19745610021639615-0.6602841922274415j),(-0.9447079139048056-1.0652684702444604j),(-0.21463876529252346-0.8744506651960554j),(-0.5321390680527058-1.430958133110747j),(0.22860381169287516-1.3804799069622233j),(-0.06503111153143386-1.309491277459804j),(-0.09969616550577737-1.3077976422968247j),(-0.13895099354761842-0.612990838864633j),(0.1736819695660359-1.5972368525975793j),(-0.22977341859173406-1.0953731507778117j),(-0.06804414240827965-1.0847013161526202j),(0.13436719161723812-1.1183598354734816j),(-0.13895099354761842-0.612990838864633j)
1.23,(-0.13931996195350208-0.6159345818464478j),(-0.001702121342768828-0.6957216131593322j),(-0.19652557777753096-0.6633229191444738j),(-0.9386240728274995-1.0721355685678264j),(-0.21385949939869153-0.8767797821193076j),(-0.530233248711865-1.4331410486425336j),(0.22167754620871793-1.3831601897276338j),(-0.06796283004523035-1.3109432329592798j),(-0.10212552376336351-1.3092165766722845j),(-0.13931996195350208-0.6159345818464478j),(0.16701720524619854-1.5993845859306621j),(-0.22953342429944049-1.097214346467437j),(-0.07030383493881313-1.0863923191536942j),(0.12885574165736038-1.1207886807603962j),(-0.13931996195350208-0.6159345818464478j)
1.24,(-0.13977669292122696-0.6187565273143124j),(-0.0052148519560000495-0.6983597103949992j),(-0.19574341315786814-0.6662246103548077j),(-0.9328433102396744-1.0786423421764915j),(-0.21321733519060743-0.8790087306153616j),(-0.5285330803770498-1.4352000601683854j),(0.21491645070561818-1.3857324258533796j),(-0.0708844454212948-1.3123419136981218j),(-0.10456699738241909-1.3105827503563219j),(-0.13977669292122696-0.6187565273143124j),(0.1604733831784883-1.601448805181557j),(-0.2294093872231213-1.0989774972394086j),(-0.07256544077505042-1.088023690786166j),(0.12349007458578096-1.1231201023505089j),(-0.13977669292122696-0.6187565273143124j)
1.25,(-0.14031999187971872-0.6214578635682227j),(-0.008647485591806885-0.7008906967849919j),(-0.19510580923485982-0.668991889910322j),(-0.9273715487316241-1.084794863103162j),(-0.21270842673965198-0.8811390283810364j),(-0.5270357810495506-1.4371371612154196j),(0.2083127920418245-1.3882000973474242j),(-0.0737977820176406-1.3136872645297744j),(-0.10702205081150631-1.311895899555519j),(-0.14031999187971872-0.6214578635682227j),(0.15404639688022273-1.6034314659147384j),(-0.22939969200153268-1.1006630096090912j),(-0.07483097387348034-1.0895952071547093j),(0.11826248929082112-1.1253571928976605j),(-0.14031999187971872-0.6214578635682227j)
1.26,(-0.1409484319303651-0.624040074484279j),(-0.01200677213913521-0.7033166958369844j),(-0.19460880506134418-0.6716275789774429j),(-0.9222098074404619-1.0905930991862225j),(-0.21232852078317643-0.8831724070569038j),(-0.5257379395076244-1.4389546673025622j),(0.20185903816479234-1.390566677849569j),(-0.07670457491679057-1.3149793734909898j),(-0.10949201452630315-1.3131559214104644j),(-0.1409484319303651-0.624040074484279j),(0.14773211724661728-1.6053345749710948j),(-0.2295024385771623-1.1022714940561578j),(-0.07710224954876874-1.0911068289581571j),(0.11316487911562861-1.1275030213990385j),(-0.1409484319303651-0.624040074484279j)
1.27,(-0.14166035384701614-0.6265049395146864j),(-0.01529909172590465-0.7056399739260947j),(-0.1942482758655454-0.6741346958371445j),(-0.9173509635844398-1.0960494048268925j),(-0.21207295672450244-0.8851108122272875j),(-0.5246355153064948-1.4406552159405501j),(0.1955478581111837-1.3928356326314553j),(-0.0796064699257767-1.3162184718018293j),(-0.11197808502960344-1.3143628739957527j),(-0.14166035384701614-0.6265049395146864j),(0.1415263925507856-1.6071601904679276j),(-0.22971544219622905-1.1038037650245889j),(-0.07938088447375866-1.092558701489504j),(0.10818873185817787-1.129560633195177j),(-0.14166035384701614-0.6265049395146864j)
1.28,(-0.14245386607598393-0.6288545336877549j),(-0.018530454719008646-0.7078629402948843j),(-0.1940199330510738-0.6765164558849486j),(-0.9127874710877925-1.101176315500455j),(-0.21193666663292193-0.8869564034202638j),(-0.5237238387783523-1.4422417666319298j),(0.18937212200686754-1.3950104185965624j),(-0.08250502357614031-1.317404933865662j),(-0.11448132485131678-1.3155169763199852j),(-0.14245386607598393-0.6288545336877549j),(0.13542504844373932-1.6089104217989505j),(-0.23003623340868345-1.105260840922674j),(-0.0816682966794702-1.0939511546359035j),(0.10332512977126979-1.131533049969957j),(-0.14245386607598393-0.6288545336877549j)
1.29,(-0.14332684473604276-0.6310912276078988j),(-0.02170650172431441-0.709988147053359j),(-0.1939193241969256-0.6787762716309246j),(-0.9085113917934173-1.1059864795314973j),(-0.21191417524369746-0.8887115541076614j),(-0.5229976110323541-1.4437176008710573j),(0.18332490106691945-1.3970944842802093j),(-0.08540170312393192-1.318539277269165j),(-0.11700266254846851-1.3166186083257696j),(-0.14332684473604276-0.6310912276078988j),(0.12942388795438795-1.6105874296342915j),(-0.2304620580682072-1.1066439441230098j),(-0.08396570555510055-1.09528470287867j),(0.09856474956253172-1.133423269750606j),(-0.14332684473604276-0.6310912276078988j)
1.3,(-0.1442769336184291-0.6332176874556374j),(-0.02483250358666292-0.7120182891789684j),(-0.19394183305748317-0.6809177526996895j),(-0.9045143954628745-1.1104926580939094j),(-0.21199961278172502-0.8903788445883373j),(-0.522450903954624-1.4450863221440988j),(0.17739946759562178-1.3990912698495535j),(-0.08829788654971141-1.3196221627823255j),(-0.11954289270519991-1.3176683108897196j),(-0.1442769336184291-0.6332176874556374j),(0.12351869148953928-1.6121934259204902j),(-0.23098987733221343-1.107954500962502j),(-0.08627413184802397-1.0965600452932787j),(0.09389786239441753-1.1352342669076985j),(-0.1442769336184291-0.6332176874556374j)
1.31,(-0.14530154418684157-0.635236874987595j),(-0.027913361389868913-0.713956204516606j),(-0.19408267956251488-0.6829447058304081j),(-0.9007877597763869-1.1147077252108855j),(-0.21219493501708697-0.8919568002640728j),(-0.5220771602082528-1.446351855929031j),(0.17158929498646364-1.4010042071035917j),(-0.09119486255854782-1.3206543943584368j),(-0.1221026759327679-1.3186667858224561j),(-0.14530154418684157-0.635236874987595j),(0.11770521683389884-1.6137306738805006j),(-0.23161636766184676-1.1091941417423634j),(-0.08859439766379189-1.0977780655493643j),(0.08932044293811595-1.1369673398273825j),(-0.14530154418684157-0.635236874987595j)
1.32,(-0.14639785557744098-0.6371520475364998j),(-0.03095360645672096-0.7158048737786092j),(-0.19433691981717516-0.6848611348767928j),(-0.8973223703328402-1.1186446677549229j),(-0.21250104953956903-0.8934456339297937j),(-0.521869193233298-1.4475184496956395j),(0.16588805772214088-1.40283671947316j),(-0.09409383058001959-1.3216369191341022j),(-0.12468253886954533-1.3196148958686054j),(-0.14639785557744098-0.6371520475364998j),(0.11197919915007049-1.615201488013689j),(-0.23233792082198312-1.1103647007281159j),(-0.09092712646613277-1.098939831910722j),(0.08483190238997196-1.1386239345419735j),(-0.14639785557744098-0.6371520475364998j)
1.33,(-0.14756281459885023-0.6389667580111855j),(-0.033957400348981384-0.7175674205447593j),(-0.19469944610200443-0.6866712408071036j),(-0.8941087206497828-1.1223165854478228j),(-0.2129119802204175-0.8948496513580108j),(-0.5218195895594532-1.4485904238050562j),(0.1602896313745561-1.4045922220209324j),(-0.09699590076821431-1.3225708274292327j),(-0.12728287418102074-1.320513664706801j),(-0.14756281459885023-0.6389667580111855j),(0.10633635097855595-1.6166082340958348j),(-0.23315064388122983-1.1114682161495886j),(-0.09327274307695221-1.1000465972353073j),(0.08042645538538286-1.1402075754522112j),(-0.14756281459885023-0.6389667580111855j)
1.34,(-0.14879313573215452-0.6406848548965903j),(-0.036928534867386245-0.7192471112622814j),(-0.1951649868729292-0.6883794217041486j),(-0.8911369121634257-1.1257366908606896j),(-0.21342171990139966-0.8961731963407287j),(-0.5219329785722884-1.449564526626997j),(0.15478809260481863-1.4062741214414227j),(-0.09990209400172893-1.323457352747048j),(-0.12990394055979856-1.3213642769496825j),(-0.14879313573215452-0.6406848548965903j),(0.10077236223775496-1.6179533291791306j),(-0.23405035921192557-1.1125069302009192j),(-0.09563147367633287-1.101099798975236j),(0.07609858150756205-1.1417217731563867j),(-0.14879313573215452-0.6406848548965903j)
1.35,(-0.15008530113090102-0.642310482253757j),(-0.03987043205164548-0.7208473552458445j),(-0.195728106761262-0.6899902727652827j),(-0.8883966542286427-1.1289183094139315j),(-0.21402423039480398-0.8974206506894463j),(-0.5222052711199205-1.4504427458148612j),(0.1493777191632446-1.4078858160609837j),(-0.10281334188366964-1.3242978717740757j),(-0.13254586272559896-1.3221680781438956j),(-0.15008530113090102-0.642310482253757j),(0.0952829002239653-1.6192392415921824j),(-0.23503260449014046-1.1134832890405535j),(-0.0980033458025345-1.1021010591767846j),(0.07184303158018338-1.1431700224268833j),(-0.15008530113090102-0.642310482253757j)
1.36,(-0.15143556062109928-0.643848079719833j),(-0.04278614418044269-0.7223717046775618j),(-0.19638320657370145-0.6915085863024093j),(-0.8858772641189705-1.1318748793772602j),(-0.2147134424834399-0.8985964342351569j),(-0.5226255338940082-1.4512313102306955j),(0.14405298988935678-1.4094306958378067j),(-0.10573048674165185-1.3250939043801522j),(-0.13520863142525794-1.322926574770093j),(-0.15143556062109928-0.643848079719833j),(0.08986360961138293-1.6204684909400084j),(-0.236092632695676-1.114399942791245j),(-0.10038818835199399-1.103052184480389j),(0.06765482766738104-1.1445558022101758j),(-0.15143556062109928-0.643848079719833j)
1.37,(-0.15283993170122084-0.6453023825080708j),(-0.045678353771435296-0.7238238546069901j),(-0.1971245232923321-0.6929393517419791j),(-0.8835676670266082-1.134619951869691j),(-0.215483255920638-0.8997050048283479j),(-0.5231829134580752-1.4519364295116415j),(0.13880858471188476-1.4109121423619224j),(-0.10865428162780033-1.325847113618422j),(-0.1378921034327273-1.3236414342429332j),(-0.15283993170122084-0.6453023825080708j),(0.0845101124521015-1.6216436481040408j),(-0.2372254121120651-1.115259745540056j),(-0.10278563157932531-1.1039551661206464j),(0.06352926307374968-1.1458825756268318j),(-0.15283993170122084-0.6453023825080708j)
1.3800000000000001,(-0.15429449999076053-0.646678149710293j),(-0.04854937358125455-0.72520764295113j),(-0.19794613007462467-0.6942877556249905j),(-0.8814563960624179-1.1371671908595424j),(-0.21632753943024982-0.9007508583390009j),(-0.5238666362475101-1.4525642940699341j),(0.1336393846487649-1.4123335288552001j),(-0.11158539031874906-1.3265593057253382j),(-0.1405960015490746-1.3243144849110817j),(-0.15429449999076053-0.646678149710293j),(0.07921800817611316-1.6227673352421244j),(-0.23842562632657197-1.1160657553383562j),(-0.10519510709731952-1.1048121799263133j),(0.05946190234434432-1.14715378997151j),(-0.15429449999076053-0.646678149710293j)
1.3900000000000001,(-0.1558021967761202-0.6479740025755999j),(-0.05140114660550546-0.7265270504944265j),(-0.1988419362534358-0.6955591816069895j),(-0.8795315922559244-1.139530373164437j),(-0.21724013070664808-0.9017385286565919j),(-0.5246660085695664-1.4531210750929036j),(0.12854047180714023-1.4136982201713484j),(-0.1145243873156413-1.3272324301206622j),(-0.14331991460248317-1.3249477160572098j),(-0.1558021967761202-0.6479740025755999j),(0.07398287359130756-1.6238422257885166j),(-0.23969142543928576-1.1168192177258411j),(-0.10761584787694477-1.1056255863203073j),(0.055448581264680365-1.148372876712962j),(-0.1558021967761202-0.6479740025755999j)
1.4000000000000001,(-0.15735971925028724-0.6491941538493141j),(-0.054235246078766744-0.727786200888768j),(-0.19980568733700824-0.69675921045807j),(-0.877781004555315-1.141723388451301j),(-0.2182148364147265-0.902672587690091j),(-0.5255704166033626-1.4536129245429734j),(0.12350712938336063-1.4150095727959147j),(-0.11747175784412955-1.3278685794074638j),(-0.1460632974482523-1.3255432778979956j),(-0.15735971925028724-0.6491941538493141j),(0.06880026288347285-1.624871044453889j),(-0.24102502989125488-1.1175196442329918j),(-0.1100468882473463-1.1063979303197053j),(0.05148540686073365-1.1495432514940302j),(-0.15735971925028724-0.6491941538493141j)
1.41,(-0.1589599917339699-0.6503461936169159j),(-0.0570528754745909-0.7289893606534869j),(-0.20083102907320727-0.6978935580548056j),(-0.8761919898274403-1.143760239236363j),(-0.21924543218989984-0.9035576453679623j),(-0.5265693263998824-1.4540459751576624j),(0.1185348416629827-1.416270934846285j),(-0.12042789785437569-1.3284699893721208j),(-0.14882547096879684-1.3261034815841233j),(-0.1589599917339699-0.6503461936169159j),(0.06366570761629514-1.6258565672253251j),(-0.24241863356845111-1.1181723327054676j),(-0.11248706389584645-1.107131941535746j),(0.047568757398940446-1.1506683141316505j),(-0.1589599917339699-0.6503461936169159j)
1.42,(-0.1605960188387383-0.6514376123532133j),(-0.05985567089247731-0.7301403438366958j),(-0.20191722283730557-0.6989624398432032j),(-0.8747515128578128-1.1456550408851567j),(-0.22032566263810405-0.9043983496381648j),(-0.5276522838819744-1.4544263404495827j),(0.11361929402076959-1.4174856460716851j),(-0.12339311402105083-1.3290390389843199j),(-0.15160737435036958-1.3266291154966476j),(-0.1605960188387383-0.6514376123532133j),(0.05857471673135797-1.6268016213663221j),(-0.24386412191010395-1.1187827483053405j),(-0.11493501186794472-1.1078305341738268j),(0.04369528238619725-1.1517514486168496j),(-0.1605960188387383-0.6514376123532133j)
1.43,(-0.16226088546702427-0.6524758009223416j),(-0.06265517932157626-0.7312352331539158j),(-0.20305872915404363-0.6999704205937359j),(-0.8734461463506085-1.1474220216125182j),(-0.22144924133579602-0.905199386468151j),(-0.528808914844352-1.4547601147064417j),(0.1087563729206914-1.4186570378531795j),(-0.12636762374333518-1.3295782503970557j),(-0.15441002629278167-1.327119616781284j),(-0.16226088546702427-0.6524758009223416j),(0.05352277654814386-1.6277090854167902j),(-0.24535353742726998-1.119356264380871j),(-0.11738917056731762-1.1084968070335066j),(0.03986190256986112-1.152796023114747j),(-0.16226088546702427-0.6524758009223416j)
