t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
0.41000000000000003,(-0.4529868922918653-0.25172577154275244j),(-0.014642888903110154+0.0020369291726506054j),(0.11135617888231299-0.0875926318220257j),(0.00035735379158627584+6.070445906561684e-05j),(0.17511683687064145+0.029687573417003475j),(-0.0009068787315864692+0.0018489593685900446j),(0.001167645089116551-0.0006207605815348471j),(0.03780160459590727+0.043052031948600876j),(-0.0016145526588062916-0.06336470202908356j),(0.02681767597833849-0.39581915498443204j),(-0.00012346727316050777-0.000668636630763431j),(0.008238681498610637-0.00866773887557352j),(-0.007945605327133669-0.03201468771095146j),(-0.003067100927815209-0.007058634933361887j),(0.24580321589432028-0.5309875290551584j)
0.42,(-0.4647478437173583-0.21035713494012565j),(-0.014928483981130823+0.0022479104417104344j),(0.10515258435747168-0.09786153298398292j),(0.0003636746923069615+2.513407182044855e-05j),(0.18023327748570322+0.01689078576071308j),(-0.0007692552124505778+0.001954779114982466j),(0.001185852350024153-0.0006724535431352275j),(0.04108126024855193+0.04307760112567352j),(-0.004625678616337314-0.06564517324405492j),(0.012504456575777312-0.3863069566343844j),(-0.0001529996137875694-0.0006694755837785057j),(0.00786154412602234-0.009146424623465741j),(-0.009050680053717064-0.03250131240422962j),(-0.003298498959365064-0.007162701180114615j),(0.2342982732014683-0.5307943007262896j)
0.43,(-0.473177953201101-0.16893201547961273j),(-0.01523495408932597+0.00250886902260645j),(0.09806502288728394-0.10753596321309519j),(0.0003665848670937393-1.0456831294292039e-05j),(0.18416417582414352+0.003600074189253205j),(-0.0006213535648643162+0.0020483447353396985j),(0.0012005427782383637-0.0007283539940811074j),(0.044470436574377256+0.04282999149009032j),(-0.007917727776487214-0.06774085615172971j),(-0.0011129469677509714-0.37662574960191986j),(-0.00018302578634734275-0.0006688730281150955j),(0.007448325743013331-0.009590782308202565j),(-0.010198109172990914-0.03292846120751749j),(-0.003543256800074136-0.007258288193874926j),(0.2230008877419763-0.53045769093058j)
0.44,(-0.47850316129007725-0.12732144699611772j),(-0.015543049035795021+0.0027728778844515237j),(0.0901024412392028-0.11675038517708344j),(0.00036598415092479173-4.627295744340604e-05j),(0.1870307119945226-0.010203900093524109j),(-0.00046366206414630464+0.002130432518862563j),(0.0012137214459249227-0.0007854834348522126j),(0.047924332020334505+0.042414913164587995j),(-0.011393105757247153-0.06971168531906756j),(-0.014086947276691585-0.3667625410035916j),(-0.0002131929662327971-0.0006666707418810165j),(0.007001597495954685-0.010001331067797723j),(-0.011368203725255167-0.03329743979968674j),(-0.003794579602451436-0.007345035878547382j),(0.2119230629314747-0.529994316511001j)
0.45,(-0.48060784126462625-0.08589331685315166j),(-0.015862795492417623+0.0030648206737209993j),(0.08131769615946932-0.1253353849965262j),(0.0003618898759937842-8.182015786019672e-05j),(0.18869723941287095-0.024362941935691915j),(-0.00029735445803863913+0.0021990236237696232j),(0.0012239317852450599-0.0008449968233205689j),(0.051438025230138545+0.041761684774963254j),(-0.015085703359805028-0.07149214960309389j),(-0.026466196483705053-0.3567024458749791j),(-0.00024315705456899443-0.0006627179616496703j),(0.0065240163278084-0.010378931264095106j),(-0.012541110478648216-0.033610165116807665j),(-0.004045577628800057-0.007422726704311684j),(0.20106817668401042-0.5294234354833237j)
0.46,(-0.47947446135504235-0.044851033806703126j),(-0.016194258188466874+0.0033890159292012585j),(0.07174508936039733-0.13321106929781987j),(0.00035432111176565744-0.00011675716157520433j),(0.189108473588062-0.03878271826848876j),(-0.00012339746974740842+0.0022531095343965007j),(0.0012308060430257324-0.0009070313912856995j),(0.05500384081705118+0.040851680499865345j),(-0.018998574108458066-0.07305974434639577j),(-0.038159716056773874-0.3465058982821976j),(-0.0002736099913327762-0.0006571127274522487j),(0.006016880960830383-0.01071381289765436j),(-0.013756953225806827-0.03385289044800751j),(-0.0043128628936399535-0.00748906079156819j),(0.19042975978252766-0.5287659826956099j)
0.47000000000000003,(-0.47510034847053534-0.004448662393390326j),(-0.0165405083040616+0.003748966591342174j),(0.06143403171276415-0.14029620268052315j),(0.0003432465321119645-0.00015077761740463883j),(0.18821594383240065-0.053332774758868565j),(5.687540158200524e-05+0.002291400809726211j),(0.001233906956766312-0.000971238089551126j),(0.05859286410111831+0.039669308542923276j),(-0.023113971391854633-0.07438069499722197j),(-0.04918466768098498-0.33617010660342533j),(-0.00030437296306237374-0.0006497149355724085j),(0.005482785445848007-0.011004485763568068j),(-0.015006792072886913-0.03402401827275j),(-0.004593736589451648-0.007543218496283698j),(0.17997980271807662-0.5280075358025749j)
0.48,(-0.46755746074184223+0.03525524006936562j),(-0.016890494868012015+0.0041325851493121115j),(0.050409212702130696-0.14658441808570835j),(0.00032877100534771375-0.0001836677621790484j),(0.18603565177929562-0.06797584562687516j),(0.00024278108537916854+0.0023139590137618168j),(0.001233667610583617-0.0010372098209251051j),(0.06220484422399366+0.03823298103506249j),(-0.02742134242958174-0.07546956610873896j),(-0.05954965735293646-0.3257056927926005j),(-0.0003353502217712608-0.0006402922357642253j),(0.0049243027503707544-0.011246960636300193j),(-0.01628714158744967-0.034117224346090456j),(-0.004888222009725465-0.00758392904362779j),(0.16972780842139154-0.5271102308521439j)
0.49,(-0.4569480984555816+0.0742157788426413j),(-0.017232906032700182+0.004522773169064069j),(0.03869432425410724-0.15208664854111648j),(0.00031097231969198856-0.00021525608171439885j),(0.18260790325857815-0.08267722030301172j),(0.0004334552713092861+0.002321005005132402j),(0.0012308570899895947-0.001103988663275826j),(0.06582869851446563+0.03657928021119707j),(-0.03189029108908631-0.07634947894696155j),(-0.0692570097958105-0.3151170252861975j),(-0.0003664052580001485-0.0006287281490261353j),(0.00434451716274252-0.011439153306518244j),(-0.01759253190758217-0.034129561635878804j),(-0.005195096621621192-0.007610050506330124j),(0.15968405649495987-0.5260514975432987j)
0.5,(-0.4431562203643258+0.11191248731786j),(-0.01758523552411398+0.00495110200373057j),(0.026372970762523148-0.15658916013607835j),(0.00028984709827224026-0.0002449654021964158j),(0.1777953977057403-0.09719937315785541j),(0.0006266682249782386+0.0023099408596719308j),(0.0012236821606745475-0.0011721966209709874j),(0.06942574120206295+0.034630450749110794j),(-0.036527688136135265-0.07692700943134706j),(-0.07831270751663702-0.3043970600025677j),(-0.0003972959871564021-0.0006150110993071644j),(0.003747108779250258-0.011581961085437138j),(-0.01891104532958206-0.03406326459422859j),(-0.005510002927266382-0.007620606890098346j),(0.1498431434703663-0.5248219467075387j)
0.51,(-0.4262200158369764+0.1481087172862246j),(-0.017945150621319055+0.0054201936853567586j),(0.013506681132457354-0.16001757448626772j),(0.0002655324265703021-0.00027242625962862273j),(0.17157866468794397-0.11142140057421876j),(0.0008208607726635187+0.002280059613708021j),(0.0012117971741707125-0.0012416778167022393j),(0.07297723243094507+0.03237343679294071j),(-0.041322954898027224-0.07717781351540254j),(-0.08671167838485958-0.29356267338755737j),(-0.0004278899740139554-0.0005989747449731259j),(0.0031358458431657707-0.011671547689668313j),(-0.02024038923034657-0.03391180596725626j),(-0.005833743440779898-0.007613830007417109j),(0.14018398280829278-0.5234253703088817j)
0.52,(-0.4061922925461121+0.18254506936242454j),(-0.018314039642769182+0.0059313521641206094j),(0.0001550371364498447-0.1622974570165087j),(0.00023813317066515374-0.00029723998925121846j),(0.1639524258040268-0.12521081366385878j),(0.001014078822472049+0.0022306389849311623j),(0.0011952290724799612-0.0013118402639291126j),(0.07645402368972663+0.029809592417798306j),(-0.04624771570141618-0.0770824227398605j),(-0.0944484840038137-0.2826341799770128j),(-0.0004580350768792361-0.0005804217571077351j),(0.0025147976971225975-0.011703584460028954j),(-0.021578270593648502-0.03366739493636033j),(-0.006167342659392519-0.007588024177598355j),(0.13066980489851832-0.5218787414438636j)
0.53,(-0.3831496069645242+0.21495432616851007j),(-0.01869049527486001+0.006487308640378807j),(-0.013604624146650347-0.16335214812249477j),(0.0002078502842973155-0.0003190224768371716j),(0.15491831300633152-0.13843023806488852j),(0.0012043993859063725+0.0021611736732129816j),(0.0011737919988979513-0.001382315134674445j),(0.07983076907368372+0.026932745348605056j),(-0.051281091628409686-0.0766180224532989j),(-0.10151121091182694-0.27162706824575905j),(-0.0004875829861037871-0.0005592723856183121j),(0.0018883388378349835-0.011676176611168206j),(-0.022920680456328384-0.0333266857341831j),(-0.006510231707145625-0.00754179442777707j),(0.12135292582486182-0.5201779394535736j)
0.54,(-0.35724835584321596+0.2451783421675405j),(-0.0190613717825076+0.007081066040200376j),(-0.02768515103570954-0.16315743817432582j),(0.00017504194775060846-0.0003375102136616576j),(0.14452657983742775-0.15098579244428362j),(0.0013903189865066131+0.002072121078332607j),(0.0011474930037640551-0.0014527489229109057j),(0.08309492094559047+0.023749772636442925j),(-0.05640671182965719-0.07578267598564348j),(-0.10789233025143784-0.26055486878115447j),(-0.0005163068641648281-0.0005354575432537006j),(0.0012614602901485365-0.011587954314765557j),(-0.024260549165688525-0.03288705999673751j),(-0.006860958534772198-0.007474020389168404j),(0.1122695435509258-0.5182825942181959j)
0.55,(-0.3286077638591831+0.2729241694709791j),(-0.019425724703004327+0.007715878539731148j),(-0.04199105930217753-0.16163358515462653j),(0.00014000509688317725-0.00035231718520057156j),(0.13280057237467663-0.16272676073822828j),(0.0015696231883709781+0.001963264187861508j),(0.0011162965332876561-0.001522696664956363j),(0.08621831142194922+0.02025861070116052j),(-0.06159820968131664-0.0745550684868483j),(-0.11359599416014146-0.24944291766452867j),(-0.0005438871353231786-0.0005087574994039684j),(0.0006398322841740401-0.01143456692063108j),(-0.02559059558277509-0.03233955558519099j),(-0.007219715397605429-0.0073830831387757465j),(0.1033479729257406-0.5161765787249675j)
0.56,(-0.2973522054572452+0.2978280197463184j),(-0.01979013755350621+0.008400260661994629j),(-0.05641583501529237-0.15867642444830934j),(0.00010301818074043044-0.0003629937812607692j),(0.11976269264072772-0.17347223970885306j),(0.0017396241408511235+0.0018341493029858718j),(0.001080380137455824-0.0015915714790420722j),(0.08916436163530071+0.016459434390755975j),(-0.06681963249661935-0.07290889781941125j),(-0.11858148860016118-0.23831616795138413j),(-0.000570362005831014-0.000479360713578221j),(2.813386771091447e-05-0.011218408679629626j),(-0.02691139160585545-0.031687645682875645j),(-0.007585065847107791-0.007266850274017991j),(0.09455677659570663-0.513850704058744j)
0.5700000000000001,(-0.26368962972807375+0.31961273797927325j),(-0.020149219530596296+0.009136326210208004j),(-0.07082610871560485-0.1542289662716632j),(6.454052969462348e-05-0.0003692430384794489j),(0.10547656492201125-0.18307087745452982j),(0.0018980307234369655+0.0016851968691584717j),(0.0010396151383754387-0.0016589987486272078j),(0.09190462875250519+0.012350693754233897j),(-0.07204332985398662-0.07082429504737661j),(-0.12282655832866146-0.2272015931363275j),(-0.0005956064469660326-0.0004473654323298861j),(-0.0005679665469178392-0.010940400789302827j),(-0.02821912089238438-0.030931448992204253j),(-0.007955565544304441-0.007123455318770985j),(0.08590497298503796-0.511302674821608j)
0.58,(-0.22789269872372653+0.33804405080849875j),(-0.020492752445408793+0.009923568342890288j),(-0.08506762275329721-0.14825993461060605j),(2.5152985147451523e-05-0.00037084799003808796j),(0.09003839603168914-0.1913862248571304j),(0.002042670312123268+0.0015174045931802469j),(0.0009938807345693222-0.0017247011842683516j),(0.09441682024678656+0.007934692721502287j),(-0.07724474695405102-0.06828882288687124j),(-0.12633296774909888-0.21612896248913888j),(-0.000619287884363484-0.0004127306834902814j),(-0.0011416435733451668-0.010599150865771276j),(-0.02950467464302294-0.030066104589570035j),(-0.008330004553956246-0.006951329117207357j),(0.0774420362957625-0.5085370891328684j)
0.59,(-0.1902498748857552+0.3528622926230517j),(-0.02081154641875049+0.010762690566299245j),(-0.09897562260123152-0.14073737824265484j),(-1.4540664933507201e-05-0.0003676337095830193j),(0.07355027392387595-0.19826634024998094j),(0.0021711430623525116+0.0013318555353869508j),(0.0009429309925406136-0.0017882693402373356j),(0.09666536392621856+0.0032105753933623273j),(-0.08238834930164698-0.06528096820323047j),(-0.12912650060643452-0.2051308408689531j),(-0.0006408662001658818-0.0003752762811543012j),(-0.0016849148358412825-0.010190953011542362j),(-0.030753651595514523-0.02908177204184041j),(-0.008707407346851492-0.006749199839475803j),(0.0692578965077216-0.5055654386290608j)
0.6,(-0.15110882009934842+0.36386672551289706j),(-0.021087048146825663+0.01165011177946576j),(-0.11236321816540977-0.13166978916224203j),(-5.382413365104209e-05-0.0003595951828352465j),(0.05614149348825533-0.2035745311014493j),(0.002281335411773099+0.0011302781483854426j),(0.000885986494681739-0.0018493465616222645j),(0.09860886434697581-0.0018302912401377339j),(-0.0874373961046464-0.06177384072277232j),(-0.131230594992847-0.1942396412109645j),(-0.000659817337664854-0.0003349336671422934j),(-0.0021892332475326034-0.009713623598987928j),(-0.03195090630119581-0.027970733361379983j),(-0.009086734167274577-0.006515960655817799j),(0.061464082110798714-0.5024014557521665j)
0.61,(-0.11083843457377549+0.3707753342190214j),(-0.021321359738389653+0.012592860486908084j),(-0.12504031869604632-0.12103084517251672j),(-9.207415382416585e-05-0.00034658208610084695j),(0.03795651175594114-0.2071511057173926j),(0.0023704227263701707+0.0009141060454030493j),(0.0008234883974420125-0.001907256495606322j),(0.10021096529363607-0.00716677711737846j),(-0.09234176339082574-0.05775959488189278j),(-0.13261987168349135-0.18349619345291654j),(-0.000676083647195932-0.00029200622526933897j),(-0.002648738014800514-0.009171322649393323j),(-0.0330942963841873-0.02673711884653056j),(-0.009465730144382324-0.0062497788399120185j),(0.053835712752738005-0.49898719173772477j)
0.62,(-0.06982862301982033+0.37322606550142934j),(-0.021537114194150553+0.013608354432313828j),(-0.13681331843481476-0.10875996934447839j),(-0.00012876234279954823-0.0003283021402386638j),(0.019154562076020624-0.20881351037490203j),(0.0024348841841537808+0.0006844726119969686j),(0.0007570701136669186-0.0019610177257782502j),(0.10144049504361437-0.012748834030978172j),(-0.09703856345730771-0.05324880554763725j),(-0.1332809427607336-0.17294457905431077j),(-0.0006895529020983066-0.000246768001635523j),(-0.003057482092505913-0.008567884666282175j),(-0.0341802680376662-0.025383807083727703j),(-0.00984188725801353-0.005948962840556764j),(0.04650138559742506-0.49537758523754505j)
0.63,(-0.02856838803836869+0.3710047917890449j),(-0.021737520844633387+0.014705771823931003j),(-0.1474503568698979-0.09488233087334008j),(-0.00016318073066199236-0.0003047710244439237j),(-6.173241814537433e-05-0.20842290446343134j),(0.002472005468478632+0.0004435708835888911j),(0.0006872505180617791-0.002010167750546627j),(0.10226387670484331-0.01854980332321289j),(-0.10147453941557379-0.04824099380349304j),(-0.13322220127978354-0.16262484388073087j),(-0.0006999553383289564-0.000199487588401836j),(-0.0034080361523666503-0.007906736771734792j),(-0.03519902420114689-0.023911767945911246j),(-0.01021284709864572-0.005612408688857886j),(0.03960133673597491-0.49161486701440066j)
0.64,(0.01235560280701109+0.364062919633088j),(-0.021904063766479832+0.015891396532488996j),(-0.15669818416438852-0.07952105810797762j),(-0.00019441528036995571-0.0002763245774952312j),(-0.019438523192113172-0.20589761427036338j),(0.002479794581828826+0.00019494532170932625j),(0.0006138861756525371-0.0020545434595518144j),(0.10263314515166538-0.024552799289811154j),(-0.10558659394463374-0.042734415481501885j),(-0.13247382126869456-0.1525729982038427j),(-0.0007068636544626471-0.00015042812379017373j),(-0.0036914885829575257-0.007190898706388164j),(-0.03613452456048094-0.022320062592525308j),(-0.010576400867395157-0.005239599998228779j),(0.033054392476440826-0.48766464881373445j)
0.65,(0.05235296348959992+0.35241153157694555j),(-0.022016476995221183+0.017168026147883462j),(-0.1643195087922296-0.06283081849219282j),(-0.00022162936721360868-0.0002434565843863708j),(-0.03871295473897492-0.20118004332948292j),(0.0024566891090321737-5.752655957637679e-05j),(0.0005367963909933794-0.0020938596505105165j),(0.10250036395363554-0.030734633280709512j),(-0.10930968617126172-0.03673207940536333j),(-0.13108775772836373-0.1428210167013943j),(-0.0007096930116919323-9.98472920833373e-05j),(-0.0038974454897102934-0.006422982829435973j),(-0.03696448554785709-0.020605843469518298j),(-0.010930489376016825-0.004830607964390389j),(0.026557969343814394-0.4834159233636582j)
0.66,(0.0908325748575492+0.3361379363331367j),(-0.022049997744711433+0.018531443493633355j),(-0.17009199685402096-0.04500449771627851j),(-0.0002440697817651287-0.00020686127691572388j),(-0.05761635487629001-0.1942403296623094j),(0.002401751079946162-0.000309616938188251j),(0.0004554607346539028-0.002127790528470251j),(0.10181997530901538-0.03707269512668837j),(-0.11258353373006946-0.03023716552614485j),(-0.12907788578805554-0.1334105628835491j),(-0.0007082961246651357-4.820558242236162e-05j),(-0.0040213667390564985-0.005609199907824328j),(-0.037683099678965715-0.018776998671450888j),(-0.011270791222936038-0.004385490114954661j),(0.02019131854268489-0.47890220589234034j)
0.67,(0.12718069393298503+0.3153700553960377j),(-0.02198378267622552+0.019985861966937364j),(-0.17380813296623598-0.026256334195573033j),(-0.0002610337148202273-0.0001672847063129899j),(-0.07585848104769946-0.1850750218730041j),(0.0023142283714412053-0.0005566322867106444j),(0.00037005169751900716-0.002156025715560472j),(0.10055233846319406-0.0435244301150737j),(-0.11534131082793368-0.023271401954316893j),(-0.12642107840167247-0.1243999030254544j),(-0.0007030580262726442+3.8078004243064515e-06j),(-0.004061949660855192-0.00476066677052417j),(-0.03829843647057999-0.016847149851922184j),(-0.011593906006138473-0.003903933778496508j),(0.014172836551887313-0.47420728248363475j)
0.68,(0.16078855332558614+0.29032470110570474j),(-0.021799227608773095+0.021518391542158104j),(-0.1752705499694761-0.006836498195385038j),(-0.0002719683237499452-0.0001256559336023872j),(-0.093146240393537-0.1737131354813819j),(0.0021941861480725407-0.0007939202699506827j),(0.00028020198215100624-0.0021779589608415463j),(0.09865473022354106-0.05005044245858175j),(-0.11751681589985367-0.015853373853972216j),(-0.12316739652290122-0.11583171419400132j),(-0.0006937736160030564+5.568393894200073e-05j),(-0.004010081482793955-0.0038852540488270013j),(-0.038793048110924974-0.014816132398427485j),(-0.011899780851700532-0.0033866167384148244j),(0.008307919255578663-0.46926444657083255j)
0.6900000000000001,(0.1910620764827853+0.2613258120874373j),(-0.021474600428810293+0.023111370104195117j),(-0.1743124415857364+0.012961494593156445j),(-0.0002764930264656286-8.306695467823197e-05j),(-0.10918446523796721-0.16023174235992335j),(0.0020425682029705998-0.001016706579116405j),(0.00018544186791468766-0.0021930637110948734j),(0.09608988790660569-0.056607444005296714j),(-0.11904730528578614-0.00801007320468957j),(-0.11936423801414592-0.10774371015460384j),(-0.0006803345288229731+0.00010685701184678779j),(-0.003860504597254401-0.002991599312534352j),(-0.03915495967799888-0.012690153908727658j),(-0.012186131608986996-0.0028347484740580305j),(0.002567137865633066-0.4640709316155197j)
0.7000000000000001,(0.2173836146121929+0.22874172677668253j),(-0.020995457713100567+0.02477907800774842j),(-0.1708069743051362+0.03282753483524557j),(-0.00027432079297743853-4.0503693345051e-05j),(-0.12364650834923131-0.14475749413319544j),(0.0018603478259805527-0.001219663625574703j),(8.731271511528191e-05-0.0022012408728109287j),(0.0928378700718499-0.06310744288019926j),(-0.1198558354263963+0.00018417350611520805j),(-0.11505554465128426-0.10016879395031558j),(-0.0006627366909084+0.00015670165210783602j),(-0.003611923957816906-0.002089155267014j),(-0.03937797947242553-0.010481979999439346j),(-0.012448399489475926-0.002250063556049986j),(-0.002913589392947724-0.4586879744171619j)
0.71,(0.23912230778766577+0.19300923957037397j),(-0.0203500165277142+0.026559967699614828j),(-0.16466831449891564+0.05242350919972194j),(-0.0002652832266012122+1.0987241063735781e-06j),(-0.13618134894585904-0.12746992523763004j),(0.0016487769551618765-0.0013970142733634398j),(-1.1131027701261578e-05-0.0022028085638562795j),(0.08889463347975952-0.0694276950254515j),(-0.11985669822448951+0.008616343556779352j),(-0.11028180212366748-0.09313505790182985j),(-0.0006410803196447476+0.00020453294694741485j),(-0.0032670070792606134-0.0011881897531999773j),(-0.03946169901745434-0.00821093430603496j),(-0.01267975106675867-0.001634821646289994j),(-0.007885607058706915-0.45322593130894395j)
0.72,(0.25577886701199626+0.15480378908152215j),(-0.01950238570194666+0.028421132478311854j),(-0.15583969300508202+0.07130951012259487j),(-0.00024963693873897774+4.034653761944451e-05j),(-0.14651370062870628-0.1085938544417637j),(0.0014116583467870083-0.001544212808200455j),(-0.00011094095193908736-0.002197524484455938j),(0.08424058332540207-0.07552386835906295j),(-0.11900564989756043+0.01724265951214308j),(-0.10508004003412023-0.08666578360747931j),(-0.0006155699236268301+0.0002496064378408974j),(-0.0028323840375634127-0.0002997857475925377j),(-0.039411493058960335-0.005902898482842605j),(-0.012871078276539863-0.0009918074979527727j),(-0.012466718187206474-0.44765374525538604j)
0.73,(0.2669674211776405+0.11483174567253689j),(-0.018434107855704523+0.030313248100152835j),(-0.1443098535540234+0.08905923347685452j),(-0.00022790990560859255+7.592465933025008e-05j),(-0.15441494643600231-0.08837149619595042j),(0.0011533667550822596-0.0016576177082807848j),(-0.0002135043377540752-0.0021845292545581733j),(0.07885132765019444-0.08135595064837164j),(-0.11726035648501264+0.026024607254279516j),(-0.09948625996196055-0.08077873168828621j),(-0.0005864912936651237+0.0002911275152388259j),(-0.002318135919791103+0.000564396997048197j),(-0.03923738994103815-0.0035894470684426838j),(-0.013011369294171817-0.00032439985380343665j),(-0.016897439286774757-0.44187758057175996j)
0.74,(0.272358360001175+0.07390268330830477j),(-0.01711874865166512+0.03222355866330779j),(-0.13018124647968893+0.10522649249032999j),(-0.0002007555975103518+0.00010673913711536269j),(-0.1596467304635998-0.06713998210422115j),(0.0008786577923431037-0.0017332781006233022j),(-0.0003180051746000809-0.0021641391849931036j),(0.07273822833876727-0.08683674069154035j),(-0.11457818496663058+0.03486351281745921j),(-0.09358688291146229-0.07547562155059774j),(-0.000553783382124299+0.00032843609561715713j),(-0.0017265796942468885+0.001395304656246049j),(-0.038928578697724495-0.001287786831617432j),(-0.013096722560363101+0.00036336417142016737j),(-0.02122523689337374-0.4358880686282882j)
0.75,(0.27168573545983543+0.032949993480685065j),(-0.015517635850679059+0.03416962533839155j),(-0.11366970452295802+0.11933419401109979j),(-0.00016897186075018846+0.00013186733340801265j),(-0.16196666062535475-0.04533338614947283j),(0.0005928789777875516-0.0017670122527339224j),(-0.00042188075102151545-0.0021378539014733256j),(0.0659468919711552-0.09184095584183471j),(-0.11092090355750218+0.043608566513972095j),(-0.087473273956081-0.07075594450557524j),(-0.0005175059581647835+0.00036083934722065366j),(-0.0010616435880905885+0.0021817056878851463j),(-0.03847343589572092+0.0009847004409633021j),(-0.01312440692692786+0.0010691670394242182j),(-0.02530063908805812-0.4297628456362164j)
0.76,(0.26489755440155094-0.007127848825298835j),(-0.01361857266730871+0.03610389438970203j),(-0.09499278688055077+0.13095044517096777j),(-0.00013372748273442718+0.00015041238770031916j),(-0.16125915095949225-0.02332598980174577j),(0.00030211428784878184-0.001756967039313883j),(-0.0005258937268205241-0.0021053836316320806j),(0.05848226487780356-0.0963129943749879j),(-0.10626585251126136+0.052188376113642375j),(-0.08121978458265855-0.06660794750102562j),(-0.00047788090547618955+0.00038758803283381793j),(-0.00033458096167885126+0.002914272939506552j),(-0.03787391479233275+0.0031984829663029178j),(-0.013086611341255286+0.0017893843174200653j),(-0.02900736124273315-0.4235642206749717j)
0.77,(0.25213382311008903-0.04519333325306027j),(-0.011348090083673908+0.03799436566390756j),(-0.07460494576907054+0.13962046701367356j),(-9.631139196681539e-05+0.00016177247727448504j),(-0.1574563435020436-0.0016696958102389442j),(1.372232858630495e-05-0.0017015016674105626j),(-0.0006286982180679757-0.0020688783080269873j),(0.050423798115769414-0.10016543177751039j),(-0.10063309237129411+0.06046202459955845j),(-0.07489324355004352-0.06300397593579986j),(-0.00043518048748110476+0.00040792019286144934j),(0.0004378886944667775+0.003587280626252447j),(-0.03714168530682625+0.005314682700700596j),(-0.01297149853504669+0.0025183249380319236j),(-0.03236705990155915-0.4173076324953296j)
0.78,(0.23366489931504608-0.08026224002014065j),(-0.00867692486658639+0.0397980415318636j),(-0.05294736019433907+0.1449740407441402j),(-5.8127012920953364e-05+0.00016561140742259097j),(-0.15056191771989053+0.019163169707655053j),(-0.0002655066145984085-0.0016003417633261856j),(-0.00072982876318705-0.002029577188139793j),(0.04182402014816958-0.10333320932534297j),(-0.09403595858022405+0.0683233838892064j),(-0.06855295688909122-0.059900473659792876j),(-0.00038972734733509306+0.00042106114532864406j),(0.0012335797596598522+0.004198604330866133j),(-0.03629813402042858+0.0072850753397512985j),(-0.012763205024315523+0.003248231199296876j),(-0.03534756793063658-0.4110299263770214j)
0.79,(0.20991985306444388-0.11164910362044037j),(-0.005659780460030083+0.04142219596312038j),(-0.030344746192336583+0.1467723750767451j),(-2.077824501441255e-05+0.00016178127357723777j),(-0.14069764094098922+0.038895659194642794j),(-0.0005297158652247942-0.0014556878517985761j),(-0.0008322017119587868-0.001985921022822865j),(0.03265667447999057-0.10582311480851167j),(-0.08647122113894018+0.0757717163149435j),(-0.06225805437120824-0.05724232749389319j),(-0.0003418864465315328+0.00042626309255219043j),(0.002027438344625573+0.00474845436712312j),(-0.035368306380300495+0.009057134023484698j),(-0.012444259940670482+0.0039711507468794755j),(-0.038046190388501225-0.40469579350355717j)
0.8,(0.18152317363471865-0.13842765489954417j),(-0.0022706887562943664+0.04280190410581529j),(-0.007405766529083722+0.14477278031974866j),(1.41929203651549e-05+0.00015048699455120002j),(-0.12802003279684812+0.05704387963010878j),(-0.0007719911740898686-0.001269391036851255j),(-0.0009358541356079216-0.0019397045170802525j),(0.022984723585829772-0.1075922279117884j),(-0.07797754296438524+0.0827128757120356j),(-0.05609659582728973-0.05497834481293472j),(-0.0002919424450711588+0.0004230649631453192j),(0.0028033978757846492+0.005235582874268485j),(-0.034355667354640976+0.010596571028125178j),(-0.012007482293114585+0.004685557241941647j),(-0.04064800423575422-0.398220311392297j)
0.81,(0.14931038048319722-0.1597640359365515j),(0.001511454576085463+0.04385582999650043j),(0.015166119650210988+0.13884888533899775j),(4.53336043562479e-05+0.00013231410778895546j),(-0.11277702202069131+0.07313716923023053j),(-0.0009859876581272539-0.001044377806591584j),(-0.0010407860390560177-0.0018936628361846896j),(0.012882897394598553-0.10861436393741844j),(-0.06861307185626395+0.08906166070022685j),(-0.050112132304964384-0.05302201282257561j),(-0.00024009881747336163+0.00041104153339160417j),(0.003531590563421476+0.005670641340118787j),(-0.03329878108161194+0.011842091523578822j),(-0.011434639025833583+0.0053789624649062074j),(-0.04305276718097628-0.3916736442297251j)
0.8200000000000001,(0.11408438837187891-0.17520306609825584j),(0.005613482511216739+0.044511433001813816j),(0.036865092508573116+0.12897712505899075j),(7.126127352196186e-05+0.00010804621117148534j),(-0.0952304732605282+0.08693265442711096j),(-0.001167227747049658-0.0007846992937759794j),(-0.0011490474850058521-0.00184794646732838j),(0.002336346076121487-0.1089037646378332j),(-0.058386330804744535+0.09481882866947791j),(-0.044345311785459515-0.051283403956823015j),(-0.0001865427165848052+0.0003899497360512367j),(0.0041827581070297114+0.006067147947982395j),(-0.03223601916106651+0.012733432487762378j),(-0.010708008275763918+0.00604132917548993j),(-0.045175200509300316-0.38512057782615683j)
