t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.27,(-9.980417244245437-10.411341914217608j),(-11.447203819736403+2.922186685993845j),(17.59751534249134-5.645987570449311j),(-0.038879087527813785+0.08510015975646319j),(10.206132325062415+15.027684648404843j),(0.2134962246749559+0.5330082898492075j),(0.4745256100135847+0.6194636413741681j),(19.020252363476878-35.367811404446186j),(-26.038011439527008+32.23643191796837j),(-0.2946544540733396+0.34062435153439835j),(0.013756728308509101+0.014074744888228161j),(-0.6449021926983147+0.31011490544197995j),(1.0293973667756653-1.173167682973996j),(-0.2055455230048901+0.5637037156134033j),(-0.06928169876081222-0.16285600332207043j)
1.28,(-10.362114747475376-11.317397765074455j),(-12.719562707737024+3.185572859944174j),(18.731360976194033-5.958003042662146j),(-0.03865919488185233+0.09833442723755942j),(11.34259262827336+16.117166661289385j),(0.26000855281389357+0.583254051190831j),(0.5205006644838958+0.7129667280284907j),(21.18098010558171-39.75438373339285j),(-28.906378246689602+36.330948352976414j),(-0.30876397256212823+0.36003143913405145j),(0.014416648455875165+0.014608039271749215j),(-0.6865102781539858+0.3457021629850691j),(1.0938030647050763-1.268858262924567j),(-0.21992932747823551+0.6069762176159655j),(-0.06959524483887232-0.16054911327738933j)
1.29,(-10.751131333766624-12.220032666109027j),(-14.046534470784339+3.492492266917103j),(19.850673765021455-6.325587479407911j),(-0.03763415404633614+0.1125840738119471j),(12.589119727974513+17.199824054045013j),(0.3120495731037377+0.6343816251675802j),(0.5698329484879534+0.8131962381957305j),(23.369595048935896-44.49350031484459j),(-31.845892518978136+40.78476415518243j),(-0.3217581656875359+0.38004725065447864j),(0.015084585624651339+0.015099255643326556j),(-0.7270137021092964+0.3839692262175763j),(1.1546845124719272-1.3683509173275634j),(-0.23289474520671902+0.6510374027743002j),(-0.06992101184154798-0.15833356553775707j)
1.3,(-11.148837874327752-13.114375718228704j),(-15.435595428985717+3.8557154527000073j),(20.95315931769397-6.760537545075569j),(-0.035539218638768466+0.12798231325637957j),(13.958842110714388+18.266384302482933j),(0.37068717233029486+0.6861419715422923j),(0.6228079153721903+0.9212208405585073j),(25.585252834234243-49.63694490769801j),(-34.85930027211566+45.65205453640298j),(-0.33353826447837376+0.40058084292607415j),(0.015756223410830304+0.015551342329473574j),(-0.7663686444799254+0.42512916688791663j),(1.2121117412240718-1.471824392132445j),(-0.2445935356496816+0.6959439836269443j),(-0.07025511488985071-0.1562143152737605j)
1.31,(-11.555923057754647-13.999278692399717j),(-16.87998060648256+4.2805164237466125j),(22.031459746012523-7.2620570031326j),(-0.03225594458922158+0.1444605647936386j),(15.451812616138474+19.305815122318872j),(0.43605382441023044+0.7379453927416157j),(0.6798361653923558+1.0367737187977428j),(27.793870673220287-55.18941150655995j),(-37.91200001347092+50.94232329577248j),(-0.34404393033788394+0.42158287543843814j),(0.0164296408960583+0.01596398947498843j),(-0.8043444460233522+0.46908521956879534j),(1.265681808243519-1.579009824439606j),(-0.2548877636878067+0.7415682996581869j),(-0.07059290270409402-0.15419796040722555j)
1.32,(-11.973689294611447-14.871222099500029j),(-18.3777008716778+4.776930205093421j),(23.078753453469584-7.8356367592892235j),(-0.027577426382995367+0.1620259937505676j),(17.074514325760703+20.305755822705166j),(0.5087487308907709+0.7892419052198891j),(0.7413989323750759+1.160205615387506j),(29.969950237802077-61.18119776580458j),(-40.98010991415014+56.69046918992638j),(-0.35321993197501544+0.4429898480132356j),(0.017103098897915576+0.016337169291685924j),(-0.8407135798597012+0.5157375734154674j),(1.3150289386942677-1.6896186863788312j),(-0.26366811583911653+0.7877785304624751j),(-0.0709391301187361-0.15227022503154283j)
1.33,(-12.399957318317748-15.732138997916028j),(-19.900848601774094+5.329212778581969j),(24.08830102996906-8.457110396917104j),(-0.021733962503667003+0.180211073954789j),(18.792071088138126+21.25917434045256j),(0.5865790894438814+0.8391215323278841j),(0.8072402942196827+1.2884343649254137j),(32.04381596876409-67.48280130459594j),(-43.97971994352431+62.77176750600458j),(-0.36100568468389144+0.4647193362268294j),(0.017776123559512063+0.01666987086847439j),(-0.8751741973508765+0.564963563681664j),(1.3596886340584005-1.803311155941622j),(-0.27080765995922546+0.8344323848737425j),(-0.07130409491482083-0.15040299900234042j)
1.34,(-12.836028873419092-16.576202217441175j),(-21.461416361854273+5.95576142523207j),(25.056989246056148-9.142850264457833j),(-0.01433304864905998+0.1992095468070683j),(20.624866649893768+22.154410425094657j),(0.6711517319588222+0.8873216515974144j),(0.877803041303158+1.4233773044786555j),(34.02395961861253-74.1820921253584j),(-46.92580845993871+69.27607935372798j),(-0.36734786195156527+0.48669243320830546j),(0.018449962960477826+0.016958530544913742j),(-0.9072893287413807+0.6164250516339953j),(1.3988984547362733-1.9193830766538373j),(-0.2760258917322519+0.8812356608534326j),(-0.07168706268989884-0.14859160591757867j)
1.35,(-13.28191129882275-17.4034663635547j),(-23.05040981937548+6.658740471536867j),(25.978948186972204-9.887567407760674j),(-0.005323834526751415+0.21887986793395697j),(22.56672301715715+22.981632021681442j),(0.762080706329954+0.9333051613661306j),(0.9534106071410469+1.5643271151458074j),(35.87294748292199-81.2583659110937j),(-49.77788061701925+76.1866207004578j),(-0.37219635706807186+0.5088226047497904j),(0.019126226848769922+0.01719954136805645j),(-0.9366134022957042+0.6697806984854429j),(1.431896440463604-2.0371199542575695j),(-0.2790492125812551+0.9278941249040666j),(-0.07208698071027411-0.1468319709729634j)
1.36,(-13.736855569092642-18.213941260689012j),(-24.65699491398974+7.437287672123833j),(26.848962913999358-10.68354092241631j),(0.0052926279058789875+0.23903013916277643j),(24.606873596162828+23.732253739695754j),(0.8587875123443885+0.9765161190249179j),(1.0342261488549944+1.7102428938164156j),(37.55352138691008-88.67323376700925j),(-52.49380261395742+83.46850129851178j),(-0.3756091415863854+0.5310605310482557j),(0.019796863193130215+0.01740502873607921j),(-0.9637176869814345+0.7255333558971346j),(1.4599842625129293-2.157429026596126j),(-0.2804985909665673+0.9748366894636344j),(-0.07250251648706287-0.14512053702368252j)
1.37,(-14.201143822443804-19.003673682939482j),(-26.28138655447152+8.300002276596624j),(27.662974860980945-11.535642040801207j),(0.017745879945960014+0.25964416634770865j),(26.749547209804245+24.395800166273908j),(0.9618899323516917+1.0164667168136863j),(1.120513712212595+1.8617556735490024j),(39.053569781599265-96.45757702481121j),(-55.062343640681796+91.15520227640985j),(-0.37756998282702264+0.5533447791454484j),(0.02046480600488993+0.017570115887479296j),(-0.9881239088347993+0.7832050472843537j),(1.4822786411107514-2.279414789943553j),(-0.27999755539303883+1.0216983020673558j),(-0.07293205777619362-0.14345426458440586j)
1.3800000000000001,(-14.676155425240836-19.77042882095563j),(-27.935901029867942+9.275753171700215j),(28.410990677678-12.465009776156668j),(0.032597804513095116+0.280939578473873j),(29.026396964062734+24.955283226502566j),(1.073653982281024+1.052565123619557j),(1.2133985034612775+2.0217914627255795j),(40.36752872861081-104.75593715662959j),(-57.4898105886427+99.39589624271497j),(-0.3780643187658062+0.5755943478103349j),(0.021131721294331437+0.017691402734057678j),(-1.0094455943724823+0.8422939716013895j),(1.4981155367234908-2.4021746681665226j),(-0.27729134565143826+1.068147897794843j),(-0.07337371257840715-0.1418306318292853j)
1.3900000000000001,(-15.161115907148732-20.520948844582453j),(-29.575984253493935+10.325885611709307j),(29.09309210952967-13.422441840396528j),(0.04903820058868149+0.302164786225895j),(31.373426033421183+25.410429598195833j),(1.189711033614193+1.0841552773419354j),(1.3127079259627077+2.183917148778859j),(41.39131003249531-113.30071955968744j),(-59.64820025810292+107.92729697880374j),(-0.3771217458150123+0.5977446057966962j),(0.02179551715818534+0.017772080443263727j),(-1.0277203537062403+0.9027099717890992j),(1.5077039733441093-2.525575827922026j),(-0.2725103734759244+1.1141899366546404j),(-0.07382530913925653-0.14024763459195477j)
1.4000000000000001,(-15.655145236162221-21.253796249784884j),(-31.20038260925482+11.447444736278841j),(29.713649288710634-14.404057632305571j),(0.06710440094977568+0.32318719531283147j),(33.780595605541684+25.76024220992013j),(1.3098294632415104+1.1109652682519204j),(1.4181658555917822+2.347880242354652j),(42.125037178340726-122.07048931053792j),(-61.53360577219678+116.727181237707j),(-0.37478733182052776+0.6197459717640161j),(0.02245429784455092+0.01781594482189834j),(-1.0430355501205706+0.9644725485074889j),(1.5113466933140183-2.64968158063724j),(-0.2658144150518121+1.1599003202780045j),(-0.07428439594910709-0.13870378636553024j)
1.41,(-16.159150103866754-21.965548479360578j),(-32.82326741247107+12.664722039560374j),(30.267704493663587-15.430855631780467j),(0.08733226669301283+0.34420193402007254j),(36.27477565424306+25.993425828403446j),(1.436072858117075+1.1325838133571673j),(1.5304248700442542+2.5167273035800957j),(42.58151452622683-131.1982226247305j),(-63.16889206840809+125.93031877940923j),(-0.3711247510963746+0.6415664962121093j),(0.02310586328544699+0.017827982913569282j),(-1.055581314171361+1.027747498955139j),(1.5095440051237614-2.7748284271908776j),(-0.2574397188462142+1.2054627377124079j),(-0.07474824174313639-0.13719811830260972j)
1.42,(-16.67439056460379-22.657545797416837j),(-34.43891472401173+13.984009216553856j),(30.748913272788375-16.501290122174677j),(0.10983235598622869+0.3651160148758077j),(38.857582262837845+26.10050555832919j),(1.5685469878735632+1.1484999677668197j),(1.6501131779129352+2.690525225143957j),(42.731700826758285-140.69036088501102j),(-64.52567741518212+135.5465402387328j),(-0.3661925957501408+0.6631904920319629j),(0.02375009168719487+0.01781005995019348j),(-1.0653703981331284+1.0924080402832541j),(1.502364614199652-2.900855965031132j),(-0.24739449016829748+1.2508457268721995j),(-0.07521383550148238-0.13573017921469116j)
1.43,(-17.19988761282642-23.33171734797395j),(-36.029287153529836+15.40443906851773j),(31.148172576588273-17.605008599269908j),(0.13431865187830952+0.3856513655396889j),(41.51305700583934+26.073431327286666j),(1.7058875302806218+1.1582849034913607j),(1.7776140093066595+2.8665138339385816j),(42.54472310157132-150.44391942022014j),(-65.56573932526449+145.47692848861303j),(-0.3600220463208636+0.6845955693281116j),(0.024390573471616564+0.017758843969546176j),(-1.0720274600203186+1.1579180831667868j),(1.4890616147469828-3.026835876409978j),(-0.23530473924443063+1.2956772558838456j),(-0.07567862931649848-0.1342983597952999j)
1.44,(-17.73551381104594-23.988483983861787j),(-37.58923482980645+16.929581161839643j),(31.46343358432219-18.740918808305366j),(0.1607998786093059+0.4056732349890051j),(44.23616557618297+25.907460292146478j),(1.8478534651141367+1.1615642146691094j),(1.913191272039667+3.0443082647742985j),(42.013065826969296-160.4577059615749j),(-66.27976848600505+155.72167936055698j),(-0.3526574798029023+0.7057605771428378j),(0.025028511796721227+0.017674715388260757j),(-1.075443245547997+1.2241062923252306j),(1.469472858821429-3.1524938448704143j),(-0.22108694493990474+1.33986752690593j),(-0.07614204790333706-0.1328976101452865j)
1.45,(-18.282308515290378-24.627936876626737j),(-39.12498651285978+18.56381909891677j),(31.70078747517292-19.913146863659527j),(0.18954420287320964+0.4251593844407599j),(47.03000603618451+25.602233866177684j),(1.995126251631685+1.158014162512181j),(2.0570019121954637+3.2256858453465296j),(41.142583559341155-170.8213230642973j),(-66.67666783126319+166.36909404632348j),(-0.3441586822092093+0.7266664657992127j),(0.025662403061567935+0.017562212334522938j),(-1.0758091128338092+1.291202343206752j),(1.4440929898121841-3.2782779410046703j),(-0.20498201079488287+1.3836393244569145j),(-0.07660359998038976-0.13152300674620188j)
1.46,(-18.84163724660786-25.251044171604118j),(-40.63415812101046+20.311379285968798j),(31.859303459532487-21.123165122994262j),(0.22062328203364495+0.4440295669140138j),(49.89546401216719+25.15452361518471j),(2.1477910188081064+1.147271856474539j),(2.2097236286526094+3.4109387867648557j),(39.89841162097383-181.59586884187001j),(-66.72338420709242+177.48189039832008j),(-0.33459858580460966+0.7472958738881369j),(0.026288970187419648+0.0174271603547055j),(-1.073497798087225+1.3595907366619358j),(1.4137982299981116-3.4049523691391976j),(-0.1874128616157413+1.4273709885590744j),(-0.07706248713467213-0.13017003157441404j)
1.47,(-19.414620912488665-25.859866741645668j),(-42.110331215202145+22.17178880183908j),(31.938645986641962-22.36934772940903j),(0.2539494896909942+0.4621291649906084j),(52.82722239752687+24.56479237343899j),(2.3054006825871376+1.1290087330200889j),(2.3722192396374044+3.599555914524923j),(38.23637357652409-192.81063737487494j),(-66.37565922463007+189.09080328382404j),(-0.32404179544308975+0.767672905021675j),(0.026909666327473398+0.017271805466155872j),(-1.068457313665463+1.4291998457150865j),(1.3784818828333785-3.532453526616125j),(-0.16828039789494592+1.4710426291424576j),(-0.0775176038218236-0.12883457210110816j)
1.48,(-20.002564868610317-26.45473163447501j),(-43.55279766148775+24.14908892121089j),(31.93908563802645-23.65397587056071j),(0.28963842090942804+0.4793635095753974j),(55.82669426743448+23.830331388036235j),(2.4680732193977244+1.1028660701920197j),(2.5451651444003156+3.792325766074814j),(36.13392966353922-204.49456599940163j),(-65.61297395760695+201.2256903914356j),(-0.3125426515175341+0.7878410417759005j),(0.02752747486697516+0.017099862064870637j),(-1.0605443683660827+1.5000626646779398j),(1.3378518452703356-3.6608390593282722j),(-0.14740064245351966+1.5146370177733057j),(-0.07796753736610747-0.1275129212922866j)
1.49,(-20.60517051581059-27.034102062261066j),(-44.964192833751895+26.251238132463087j),(31.857975866198355-24.983312853160843j),(0.3279678908799395+0.49567967644661887j),(58.90164087912096+22.945510404677652j),(2.6364050243578676+1.0684055223956441j),(2.729399459638536+3.9910493877779785j),(33.576653480354246-216.68588032279092j),(-64.42536120295858+213.92594594117497j),(-0.3001517542698559+0.8078248008201582j),(0.02814380500737316+0.016913711140171078j),(-1.0497354892125461+1.5722671042729426j),(1.2919088799455176-3.7903071181799213j),(-0.1247629461833685+1.5582374725612393j),(-0.07841056796041095-0.12620177760876888j)
1.5,(-21.224831291702568-27.599132417190674j),(-46.34478938708089+28.48668454535881j),(31.694051892231382-26.362308527747672j),(0.36906500897349914+0.5110122824587348j),(62.05791402646917+21.906042671913536j),(2.8106953652186637+1.0252786486552088j),(2.925630086831252+4.196483675903355j),(30.543866144868304-229.4204625879337j),(-62.79523200071123+227.22903165141565j),(-0.2869160097249071+0.8276293359446535j),(0.028758476649560903+0.016714315882137225j),(-1.0361269940919728+1.6459506582951065j),(1.2409463890720183-3.9211886648227647j),(-0.10052994133240778+1.602025844921j),(-0.07884466866624511-0.12489824500619165j)
1.51,(-21.868182485877554-28.152806029579445j),(-47.695637679443465+30.86515157347007j),(31.450997268843608-27.7953578227553j),(0.4130370896823173+0.5252849051037664j),(65.30090823901101+20.707907670632366j),(2.9911651740655762+0.9731691254849257j),(3.134301543088953+4.409296182290656j),(27.0205956779971-242.7278221946218j),(-60.710032506926616+241.1656123525423j),(-0.2728946936958728+0.8472231743231086j),(0.029369210852341673+0.016501077866308562j),(-1.0199157864042434+1.721089632134742j),(1.1854749370380628-4.053505395668682j),(-0.07497409738423064+1.6460674062585539j),(-0.07926750541374492-0.12359983293500876j)
1.52,(-22.53684280796983-28.696136882647952j),(-49.01570049962247+33.39568717634764j),(31.12514957253051-29.28998250506531j),(0.460083191305554+0.5383648968189702j),(68.63851567596186+19.34764458598111j),(3.178218947828657+0.9114799113070499j),(3.3570525491322014+4.630965284388976j),(22.964865521069626-256.6778140367768j),(-58.13359567142363+255.80779076125305j),(-0.25812386838232576+0.866654593705947j),(0.029978065720199648+0.01627521831435104j),(-1.0009916432485633+1.7978042920698103j),(1.1253096812641272-4.1876153417641975j),(-0.04799494997842221+1.6905582122311569j),(-0.07967643700166921-0.12230445634049121j)
1.53,(-23.22773065890081-29.227810364665014j),(-50.301678979152726+36.087468496400504j),(30.705018730531616-30.857631547240146j),(0.5105245326434993+0.5500573827539335j),(72.08198451871982+17.821675097857455j),(3.3725050880221117+0.8392888623043744j),(3.596817598929526+4.863915554261274j),(18.305706018693886-271.38492623642173j),(-55.00460307300418+271.27362304459064j),(-0.2426041910245826+0.8860331000894119j),(0.030589961411225955+0.016039173263100177j),(-0.9790952139874941+1.8765372012999266j),(1.0599630732396599-4.324550438188239j),(-0.01936038873192114+1.7359955156776006j),(-0.08006851509740075-0.12101043566272716j)
1.54,(-23.943912969870567-29.744883339062717j),(-51.550895627140754+38.958304616574345j),(30.179703770191676-32.513752792161824j),(0.5649091983179306+0.5601488484108474j),(75.64910177607594+16.117753854504464j),(3.575099276575175+0.7554353218290589j),(3.856561088788058+5.11127744440213j),(12.971919945993811-286.97120809632j),(-51.26301419732921+287.69042231841894j),(-0.22634562179679654+0.9054278420865598j),(0.03120774758202222+0.015794318797172704j),(-0.9540565398389468+1.957557368856062j),(0.9891313401993597-4.464958111048608j),(0.011068032716346321+1.782699605767969j),(-0.08044048423694612-0.11971649683662196j)
1.55,(-24.69021611293723-30.25337138059513j),(-52.766185459292785+42.016543584942994j),(29.55468823002844-34.25445460884945j),(0.6231478074262868+0.5685835911753193j),(79.34056640872345+14.228865967944563j),(3.785773253801002+0.6598265188730015j),(4.135632586686379+5.372438227707986j),(6.959606973712662-303.4226300902793j),(-46.902681827326305+305.0453288224693j),(-0.20936771143975716+0.9248670765295862j),(0.03183217930700496+0.015540960276191939j),(-0.9257959614552346+2.040956885278037j),(0.9126961245462548-4.609094163825874j),(0.04333450675910672+1.8308105139319164j),(-0.08078878182493586-0.11842177129189807j)
1.56,(-25.469749093231606-30.756651962279193j),(-53.94804572908676+45.27476733692602j),(28.828571180317685-36.08286598170172j),(0.685345332827196+0.5751903312339045j),(83.16259414584292+12.146284195231546j),(4.004675292853656+0.5519116524162954j),(4.434611560038655+5.648130490189911j),(0.23886485444190697-320.77679054751775j),(-41.895774936449776+323.37841261056315j),(-0.19169960126089058+0.9443381684698264j),(0.03246191707840558+0.015278332334787802j),(-0.8943241189230731+2.1266509226145223j),(0.8307244838517027-4.756822777373376j),(0.07738897182073884+1.8802880138586668j),(-0.0811078750756517-0.11712885833791487j)
1.57,(-26.285305984281898-31.252769094835383j),(-55.0933641006811+48.75481656523496j),(27.989158843291754-38.015431756539456j),(0.7520261409583444+0.5796292915978223j),(87.13309369239315+9.855982118755788j),(4.232779455258588+0.43033448416479964j),(4.7562231550989065+5.941606089835378j),(-7.262976922263128-339.16032086362924j),(-36.17983388015294+342.8215124597645j),(-0.1733520664149594+0.9638439636765667j),(0.03309617216165224+0.015005783784851776j),(-0.8595859352753823+2.2146823076699387j),(0.7431650014558513-4.90829314317643j),(0.11322497204019719+1.931236617964981j),(-0.08139159427141304-0.11584305902784524j)
1.58,(-27.139358800631022-31.734442932451813j),(-56.19542331439722+52.487784367888956j),(27.013466278238596-40.08189614725644j),(0.8241337868047782+0.5813922932996276j),(91.28166069044389+7.338633408181645j),(4.471885256717888+0.29293366001117815j),(5.105337610621255+6.258635230893623j),(-15.661351420644017-358.7888474419793j),(-29.657772507183974+363.5981977387804j),(-0.15429059494982875+0.9834860447597512j),(0.03373872445860257+0.014724670682242376j),(-0.8212471647079289+2.3055558619885588j),(0.6494068114941365-5.064673298929538j),(0.15109919777187866+1.9842388450456092j),(-0.08163987739681422-0.11456021363681274j)
1.59,(-28.030790850033675-32.19937535875276j),(-57.246720286917196+56.50802601262713j),(25.872822252208667-42.30580085226717j),(0.902694487146444+0.5798906103100006j),(95.63980798799555+4.567034712515719j),(4.723984807050133+0.13710477088090806j),(5.487798299106105+6.605604574747666j),(-25.102605276700643-379.9014615693492j),(-22.203227227828975+385.958311593727j),(-0.13453261769450958+1.003261684820379j),(0.034388576488601455+0.014434189027546352j),(-0.7792257030001801+2.399159128340509j),(0.549326737974393-5.225744896999113j),(0.19105055455843942+2.0391983051631515j),(-0.08185263281246928-0.11327656528351147j)
1.6,(-28.967558777387282-32.64826075452617j),(-58.2330233141029+60.85253014250099j),(24.544806482754566-44.70063393833529j),(0.9883851609326383+0.5744455103643287j),(100.22871089547515+1.5051872765573382j),(4.990211949451341-0.03988664236027761j),(5.90826845142262+6.986335535664333j),(-35.734792690711714-402.670523158665j),(-13.680343342468653+410.0868317396304j),(-0.11407506820246775+1.0231775329849921j),(0.0350452915839156+0.014133686732652362j),(-0.7333418048428332+2.4954995228607384j),(0.44263992859425544-5.391544914395193j),(0.23317223434798334+2.096145872593083j),(-0.08202945594781767-0.11198924350994773j)
1.61,(-29.95732095123938-33.0787078129092j),(-59.1383649161051+65.55554513666785j),(23.008205993909684-47.281553387437995j),(1.0817366971649838+0.5643514741021014j),(105.06492102736898-1.8797385821002646j),(5.271220880934679-0.24060097015742477j),(6.370835933373444+7.403787992242184j),(-47.703028273903485-427.2454300816983j),(-3.9533352751425213+436.1449533486494j),(-0.09289020187242147+1.0432572151821058j),(0.03570934957438238+0.013822820697735206j),(-0.6832962844440396+2.594748602294369j),(0.3288581803005407-5.562464150156675j),(0.2776300505068896+2.155287479725457j),(-0.08216962930112418-0.11069626428143993j)
1.62,(-30.998407023854767-33.492024925907366j),(-59.95046866755084+70.6424276957544j),(21.242068516665633-50.05478744126709j),(1.183055643208999+0.5489669888335869j),(110.15795424317962-5.6155104450602735j),(5.567105842029698-0.46713751319955366j),(6.878894269112564+7.859998282428468j),(-61.14712343654067-453.7403822596681j),(7.112054117791224+464.2573602205429j),(-0.07092559594834141+1.0635413341422084j),(0.03638214678740986+0.013501556811255835j),(-0.6286705155294057+2.6972420639966974j),(0.20728993928924822-5.7392472253513205j),(0.32466243781981263+2.217004117064906j),(-0.08227212243947898-0.1093965299866187j)
1.6300000000000001,(-32.08316353996325-33.89092550620946j),(-60.65545861806457+76.1434122245646j),(19.215841919686707-53.02657526482198j),(1.2928114438527294+0.5275073593303032j),(115.5215776461661-9.735682312807542j),(5.87818607477478-0.7221680614413355j),(7.4370378757569+8.358258000417706j),(-76.24092783591931-482.313989974395j),(19.680786293226497+494.59523239802814j),(-0.048100015085801646+1.0840936264228203j),(0.03706621491420725+0.013170371790475368j),(-0.5688992606992767+2.8035320957295675j),(0.07699546230987228-5.9230967145799704j),(0.3745962642104537+2.281897389138225j),(-0.08233559199879766-0.10808982943742677j)
1.6400000000000001,(-33.232442184020925-34.26664959392173j),(-61.22139765746879+82.11199787651152j),(16.899246910634908-56.2307041648744j),(1.4118744473983098+0.4986463801683317j),(121.18093501117676-14.284654478677949j),(6.205386951826553-1.0099155076337354j),(8.052085340996664+8.905388200008442j),(-93.20577004741747-513.2328212899058j),(33.957543805323965+527.4396304569443j),(-0.024301442939980922+1.10501059563261j),(0.03776483657980794+0.012831506332117049j),(-0.5031966027077994+2.914500772615484j),(-0.06332301240935567-6.115822210782669j),(0.42787817147788065+2.3508093086850304j),(-0.0823583816838211-0.10677683786911912j)
1.6500000000000001,(-34.44866630196724-34.61331284856236j),(-61.61543918390915+88.59431665769681j),(14.24988422518675-59.688300058890434j),(1.5409135626867398+0.46101088774417587j),(127.15305180242149-19.309680749030345j),(6.548975631480311-1.3346669719020736j),(8.73082359474555+9.50728921261971j),(-112.28877047034041-546.738032890589j),(50.17666868821776+563.0475791495302j),(0.00042717757929770783+1.1261493742420758j),(0.03847169552830835+0.012481147945873088j),(-0.4316640265831346+3.029122467210611j),(-0.2134577500048262-6.315303037031872j),(0.4844011120657751+2.422788732535416j),(-0.08233852226811564-0.10545911694026283j)
1.6600000000000001,(-35.71079060077838-34.932579603865896j),(-61.799339017286385+95.64276798207271j),(11.19538971185009-63.404845293139765j),(1.6808871191751242+0.41303894180378403j),(133.45987249565704-24.879530926275173j),(6.909529175110003-1.7020840557869912j),(9.48288642586764+10.171163962698563j),(-133.83537977984162-583.1416413138204j),(68.6656217940553+601.7552066576435j),(0.0260879153300769+1.147405814798679j),(0.03918266491605399+0.012116377984089446j),(-0.354068072872277+3.1468033752867575j),(-0.3737165873190276-6.520323509624384j),(0.5442248217958293+2.497317866419374j),(-0.08227373159407292-0.10413911473273718j)
1.67,(-37.030520602112446-35.230820713938385j),(-61.72751524592856+103.30785165206045j),(7.699426757047382-67.38996128014395j),(1.8322255681308781+0.3528016305847546j),(140.10427161822793-31.045459245583512j),(7.286060769179583-2.1173420424711447j),(10.315704410541793+10.903663640438605j),(-158.15011685455244-622.6831187293715j),(89.72143167046013+643.8183264509463j),(0.052783924986657876+1.1687952873244785j),(0.039898953430362157+0.011737491018791046j),(-0.269489122453356+3.268061469986558j),(-0.5455047947438015-6.731952728925853j),(0.607782814675801+2.574932368590823j),(-0.08216176339365436-0.1028195227371879j)
1.68,(-38.409274143714526-35.5023387261998j),(-61.34627905397039+111.64272371388202j),(3.7040255343005413-71.66256237479172j),(1.995433018112957+0.27811327499489935j),(147.09234189862147-37.86865822132908j),(7.677364824534557-2.586783007422935j),(11.238921462825322+11.712480112220604j),(-185.62837079831712-665.651180081389j),(113.7300498563248+689.5480428593902j),(0.08071944703960252+1.1904526793161327j),(0.04062710528952197+0.011347994841681733j),(-0.17632139653562784+3.39452650182349j),(-0.7313250762203586-6.953544579370792j),(0.6758823828995193+2.657221349827615j),(-0.08201357906075343-0.10147896047562503j)
1.69,(-39.85110790660791-35.7257878424447j),(-60.57884890106421+120.71395683460884j),(-0.8798361747918486-76.25417181663201j),(2.171369357330249+0.18645335148764033j),(154.44222146141018-45.43907453696951j),(8.082412171253397-3.1188753324827783j),(12.26706824965428+12.60757160627416j),(-216.833018572422-712.4524917883089j),(141.23607357284556+739.3859568642363j),(0.1099302293837713+1.2122958033796787j),(0.041363570551221585+0.010945856102371284j),(-0.07419155176579546+3.525739061778091j),(-0.9317608054286887-7.1843650754110016j),(0.7487104139856573+2.7439911707194753j),(-0.08183342959712948-0.1001087870064705j)
1.7,(-41.35487448141157-35.92734434745115j),(-59.37392229993523+130.57807071092316j),(-6.099148334897988-81.15812861058289j),(2.360074796155446+0.07488877142293987j),(162.1447743848382-53.81249246796487j),(8.498105636980117-3.719749581408374j),(13.410675018828499+13.597551161845832j),(-252.2343709026435-763.3593347456977j),(172.7071220030141+793.6238346446215j),(0.14043948645676357+1.234108574414391j),(0.042101256204542865+0.010527449990819547j),(0.03756411701576451+3.6607708479678576j),(-1.1477122627431182-7.422450780898869j),(0.8264637371045687+2.834404783193531j),(-0.0816187582409417-0.0987135795072013j)
1.71,(-42.9378265346173-36.1015183683918j),(-57.647559827260736+141.2911323807675j),(-12.012913893517394-86.3907803626423j),(2.5615659593574183-0.05988338222088457j),(170.18545634493483-63.05908586396889j),(8.92075143665214-4.396477031131275j),(14.683033156228467+14.692262681052336j),(-292.42178275441427-818.683918823027j),(208.72929877996313+852.5987849066844j),(0.17247582711421566+1.2558892620762552j),(0.04284372732524853+0.010095854658276723j),(0.16116731088834602+3.8009693574912995j),(-1.3824858685053347-7.670355438833382j),(0.9101049032438226+2.9296456861735547j),(-0.08136743139083129-0.09729784277081513j)
1.72,(-44.58023944721755-36.244554270653694j),(-55.34587293192836+152.80833451910456j),(-18.639022845270738-91.89642310315355j),(2.7735182711267505-0.21932250704178188j),(178.48143623742746-73.18934890262676j),(9.343169767825891-5.148729143564535j),(16.085112802554747+15.88934743723357j),(-337.6083125196224-878.1273863140914j),(249.55307624032463+916.0107423927827j),(0.2061633022498816+1.2775329977469023j),(0.043588984758264296+0.009651644028391864j),(0.2979339923621823+3.9464214795957213j),(-1.6380145333938188-7.928349633442218j),(1.0001810477916404+3.0299797694723103j),(-0.08107773860592152-0.09586600920583022j)
