t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B00_z_0020_00,B00_z_0020_01,B00_z_0021_00,B00_z_0021_01,B00_z_0022_00,B00_z_0022_01,B00_z_0023_00,B00_z_0023_01,B00_z_0024_00,B00_z_0024_01,B00_z_0025_00,B00_z_0025_01,B00_z_0026_00,B00_z_0026_01,B00_z_0027_00,B00_z_0027_01,B00_z_0028_00,B00_z_0028_01,B00_z_0029_00,B00_z_0029_01,B00_z_0030_00,B00_z_0030_01,B00_z_0031_00,B00_z_0031_01,B00_z_0032_00,B00_z_0032_01,B00_z_0033_00,B00_z_0033_01,B00_z_0034_00,B00_z_0034_01,B00_z_0035_00,B00_z_0035_01,B00_z_0036_00,B00_z_0036_01,B00_z_0037_00,B00_z_0037_01,B00_z_0038_00,B00_z_0038_01,B00_z_0039_00,B00_z_0039_01,B01_z_0000_00,B01_z_0000_01,B01_z_0001_00,B01_z_0001_01,B01_z_0002_00,B01_z_0002_01,B01_z_0003_00,B01_z_0003_01,B01_z_0004_00,B01_z_0004_01,B01_z_0005_00,B01_z_0005_01,B01_z_0006_00,B01_z_0006_01,B01_z_0007_00,B01_z_0007_01,B01_z_0008_00,B01_z_0008_01,B01_z_0009_00,B01_z_0009_01,B02_z_0000_00,B02_z_0000_01
0.0,(0.5+0.5j),(0.5-0.5j),(1.3543778853280761-0.3320255634527901j),(0.11055660781838805-1.976216767711539j),(1.5338054803334311+0.1969701527682453j),(0.6647584474058393-2.407964091313986j),(-0.71798173021309+0.969390207585651j),(1.7009584531907564-1.3528196654076576j),(0.5878887256177194+2.326341236559803j),(0.6524626019034011+0.15640863293915197j),(-1.0190626781569307-0.015494893150382438j),(2.083849080528971+0.08321774306060858j),(-1.460839883187411+2.17487163063098j),(-0.22157453730876908-1.0572735716578403j),(2.1047483205173494+0.6768908900635869j),(1.6804022204019018-0.72108165842329j),(-0.0726803067429398+0.27831791830685537j),(-1.0937352096403177-0.9862390136586603j),(0.7804854413837019+0.5069397267376731j),(1.2387785968279514-0.664877685756835j),(0.3581035912806996+0.45451022084929915j),(1.0263424748890255-2.1780485705824955j),(1.4882178546331573-1.3906835041921075j),(1.327725653077309-1.3021225948342985j),(0.9189158661995742+2.1610225979027184j),(0.9470743702069844-3.2029662637451093j),(1.3621703998637198-2.016626037624551j),(0.44892687106542584-0.19310739155407336j),(0.6840858434140693+0.6528970264891719j),(-0.30272836959406324-0.10324611277228102j),(2.666326460400031+0.09171160662406064j),(0.4279551152824457-2.8066497516100557j),(0.9113499643422986+0.5386606024052231j),(0.49682058333326345+0.2324321126051836j),(0.014094130535192873+0.4436422505941171j),(1.4427458437843417+1.1502465862448792j),(0.7900486569190455+1.038859564491191j),(2.166714230270483-1.7525042243816298j),(-0.32860198860988377+1.6166621720692418j),(0.7240259775685282+1.1820565655053186j),(0.591867908740784+0.3712475849201934j),(1.455791071481835-0.3951376665239611j),(0.13687822540405342+1.1014847079889043j),(0.8443912852540587+0.8365925088100257j),(-0.09308280817053927-0.49772712386181517j),(-0.22465443572834587+0.37750280007684567j),(-0.12042422635647454+1.4766023593322464j),(0.6626480783192161-1.4270420245591802j),(0.3142934127326865+1.2250852126590797j),(1.4740188764178064-1.3228753945479879j),(2.1033879661941954+0.8316535538137177j),(1.5853302965151896+0.37797359092608374j),(-1.183228803835901-0.32227411243918824j),(1.1307329362261385+0.41383490707192117j),(0.8572194128154063-0.36657442163533005j),(2.528941488222228+1.5649981754204978j),(0.42200356936930644+0.8551089287791079j),(0.6702328152518823-0.5577958510715691j),(1.0936609063195046-1.249434092526461j),(1.5213904225002295-0.5424395933368097j),(0.8425865148599692+0.16820266768428133j),(0.40376277230815216-1.1116089863457828j),(1.4783241333109753+0.6798854350051765j),(1.3275389505870043+0.29225066435536884j),(0.34269626727588565+1.1069383431071969j),(1.9536923318135924-0.3350912504443753j),(3.3407246181439922+1.725135627786199j),(2.032855786737473-0.3722383854611229j),(-0.6145584777946715+0.5097509460521085j),(-0.4306891588055083+0.2959489096209583j),(0.9248662678598278-0.018203457659021538j),(-1.1203589189264773+1.3652962368933095j),(-1.2304125496955838+0.4213323261528953j),(-0.3728959551285552-1.154563877528251j),(-1.0831683333920863+1.0143244178010322j),(-1.6506258262107871-0.978074461458061j),(0.3334907263066238-1.9251115561239134j),(1.2460502685047352+0.0190954208749482j),(-0.45441886655949393+1.0651427715880166j),(0.4816266720373404-2.5044834457030767j),(0.5+0.5j),(0.5-0.5j),(0.646662759167077+0.078904609008416j),(1.0143214254096624-1.871336055372817j),(-0.6013930609181677+2.2352236556503855j),(-0.39480896736441873-1.0609687196495674j),(-0.6545136034952825+0.3920664548476878j),(-0.45033339023703134-0.36336157185381135j),(-0.2245925593872654+0.5691902115395882j),(0.4966121967688992-0.9243438617640978j),(-0.2428543551893536-1.8248898521190289j),(-1.3469286975586843-1.5631114636312555j),(1.6411666899700694+0.8989474201150873j),(1.8323136229587076+1.432548723683931j),(0.9641868363591464+0.6024817864978509j),(-0.04735942634439161-0.8642218781185593j),(0.23829299473090093-0.5139400218645427j),(0.9554833237097864+0.8415566336428626j),(-0.3737132913813903-0.9731707634808078j),(0.6120672011862015-0.0522582832169991j),(0.5+0.5j),(0.5-0.5j)
0.005,(0.4967947222675003+0.4925660594223402j),(0.49999328947408245-0.5118197917498163j),(1.3361620820441888-0.3334085398150612j),(0.10574366455659924-1.9894688331588932j),(1.5131229495740859+0.18943990041580425j),(0.6612646000699398-2.4233959698226286j),(-0.7244161789682424+0.957233147989695j),(1.701794900793945-1.3578438235160188j),(0.5939748136970888+2.3205155698218536j),(0.6702827492308974+0.14322473949777811j),(-1.0186429340857757-0.027497070811631615j),(2.084183815372919+0.07569988105353997j),(-1.4651320818723088+2.1761428057971846j),(-0.20605564242447738-1.0526780632655417j),(2.0994809585389187+0.6591917565320261j),(1.6828002650534022-0.7476002619244496j),(-0.08041918488656137+0.28554847097856945j),(-1.0867847262078512-0.9922764010170395j),(0.7760904325175244+0.4939913072907253j),(1.2380764882995958-0.681851532644596j),(0.34198185618292604+0.4449363716020869j),(1.021735632944862-2.1856287973168307j),(1.4738925442960802-1.4019353906822019j),(1.313143853350406-1.321831905655807j),(0.8964743179227109+2.149920025397908j),(0.9576153012752238-3.2144343496230094j),(1.3564087812766037-2.022151148134254j),(0.4333265144740003-0.21154059428403743j),(0.6825852390511582+0.654934578710606j),(-0.2975754318376816-0.11592339535859314j),(2.6419736530556936+0.08563669186593655j),(0.425109637608106-2.8309955205120803j),(0.9157612918846061+0.5323483211348229j),(0.5020791324122655+0.21664808524674511j),(0.024408125742627573+0.43362299927634057j),(1.453646336802724+1.1391896636205001j),(0.7785384386949299+1.0192950335364626j),(2.166937634124933-1.7696083971126733j),(-0.3172602728970735+1.6144939932921556j),(0.7395511241180822+1.1776081843327761j),(0.5898881996354369+0.35736525295319527j),(1.4553013890613653-0.4132919450669757j),(0.1466055582428086+1.096942526480184j),(0.8568057438234296+0.8272477412782038j),(-0.09055360722939697-0.49834730742263084j),(-0.22954690170829328+0.37235480026085493j),(-0.12832710726680105+1.468844489812161j),(0.6698378075681758-1.4318873664512302j),(0.3070736138367425+1.211249287203432j),(1.4771577640575104-1.3346320278547064j),(2.1086651103157537+0.8151741737291509j),(1.5928138345799587+0.3512571715971944j),(-1.1822874013380076-0.32713354157377494j),(1.1306955748230643+0.41184122239253595j),(0.8686811044457333-0.38852757821067946j),(2.5336986004571003+1.5447429585817751j),(0.4198430872151735+0.8467722755844007j),(0.673208532590782-0.5695791872221817j),(1.0854080528804715-1.2628652975712678j),(1.5094587804857187-0.5617899219022814j),(0.8317354931893614+0.1628723479560633j),(0.40125318349257033-1.1224867973835495j),(1.4829242552664672+0.6660471576050488j),(1.3339118785423+0.270088830630732j),(0.34368780493307755+1.0906282893952186j),(1.9598947770428465-0.3518173814959853j),(3.340542437672252+1.7033253979085274j),(2.044732778357769-0.40833498542165364j),(-0.6143067603036817+0.5130792668148646j),(-0.42814192889738106+0.2929901706793292j),(0.9371683819776205-0.008969466490157712j),(-1.1240887163806466+1.352966204623783j),(-1.2360956284657354+0.42316822343212873j),(-0.36888744497061926-1.1500557029826775j),(-1.0903521801878078+1.0244228026891564j),(-1.640206476359655-0.977958566610436j),(0.32876853672287454-1.9352596425679602j),(1.2316241655758307+0.006118502610198457j),(-0.47065166941824516+1.059940896923287j),(0.48455231812856553-2.5039627894577126j),(0.4967947222675003+0.4925660594223402j),(0.49999328947408245-0.5118197917498163j),(0.6311769565265638+0.06952261963265281j),(1.0073090909160092-1.881640525825059j),(-0.6070394591698229+2.2361978892033787j),(-0.3782981123583443-1.0625650479386304j),(-0.656295280847713+0.3934208361595376j),(-0.44570640561140284-0.36579886368451703j),(-0.22884098757870946+0.5639416547995293j),(0.4958909462203066-0.9280789783694748j),(-0.25360499914037216-1.8123549323405608j),(-1.3582024388753877-1.567065909731747j),(1.6555576763103612+0.8824516701271509j),(1.8441658839671955+1.4100421259838978j),(0.9554925171445767+0.6004310196205722j),(-0.04336335694889483-0.876500285230261j),(0.24304410595563888-0.5235620866875231j),(0.9578396210011251+0.830441215336526j),(-0.37768838252941384-0.9760919454137404j),(0.6044066397625565-0.059163321770439044j),(0.4967947222675003+0.4925660594223402j),(0.49999328947408245-0.5118197917498163j)
0.01,(0.49344368962066626+0.485141926152008j),(0.49984820889803033-0.5235372855102175j),(1.3178747334533358-0.3347308967543196j),(0.10090914533953169-2.002518489609572j),(1.492344613187442+0.18197163415751333j),(0.6576695396797182-2.438612597462096j),(-0.7309036502041836+0.9451076948574474j),(1.7025102764352515-1.3628137457931595j),(0.5999664332323892+2.3145052463327622j),(0.6880222188894118+0.12995288888607046j),(-1.0183130497414314-0.039498856556362816j),(2.0843815765697573+0.06817757040318144j),(-1.4693504216680744+2.1773356101444588j),(-0.19056040222536474-1.0480714048260382j),(2.0939343476004306+0.6414941262464898j),(1.6849691836496086-0.7740431975690216j),(-0.08818535077687584+0.2926865921060604j),(-1.0797941561633968-0.9981901274531699j),(0.771500565177177+0.4810692354843501j),(1.2371643836687172-0.6987367740379811j),(0.32582324008568975+0.4354577561972835j),(1.0170367091770038-2.193044639913537j),(1.4594135192633704-1.4129887481062413j),(1.2984563972267902-1.3413360728040926j),(0.8739845531829504+2.138769090776236j),(0.9680001649873309-3.225727157364101j),(1.350503034331071-2.0274857946330407j),(0.41765596189479287-0.22988183277706192j),(0.6809591843990155+0.6568575214641438j),(-0.29238849556043-0.1285549970252877j),(2.617443922281412+0.0796196532458854j),(0.4221852432219583-2.855088768841425j),(0.9199846272726147+0.5259176270108908j),(0.5072109410699591+0.20077642177177166j),(0.0346283804116278+0.42345609631793835j),(1.46444827557104+1.1279314793891664j),(0.7668690825541747+0.9997706996204163j),(2.1669197742558013-1.7866062785353671j),(-0.3059054360728476+1.612182391804603j),(0.7550939958238289+1.1730166868810907j),(0.587690069348202+0.34349732051281123j),(1.4545620804769854-0.4313946082207117j),(0.1562973181249604+1.0922422748954654j),(0.8691875310115086+0.817731261482848j),(-0.08801818168393152-0.49891213163464704j),(-0.23447340480294365+0.367131353574227j),(-0.13624594802055917+1.4610579387262863j),(0.6769235582072446-1.436674174669948j),(0.29975098948689727+1.197417135247288j),(1.4801180361635253-1.3463208171995007j),(2.113660259042869+0.7985966079352255j),(1.600079358507693+0.3244683073870273j),(-1.1813719026373632-0.33199605950478833j),(1.1306106714615143+0.4098369960908736j),(0.8799231927412132-0.4105564768151887j),(2.5381871188231093+1.5243661672160345j),(0.417558132370233+0.8384030767109306j),(0.6760389543329893-0.5813083174155813j),(1.0769755029774313-1.2761252834700019j),(1.497360572605594-0.5809897851660878j),(0.8208080084949351+0.15760193309359757j),(0.3986793146304728-1.1332045898968053j),(1.4872770986096644+0.6521132398486442j),(1.3400788570307072+0.2478531006074337j),(0.3445071405152623+1.074253855438686j),(1.9658642561506483-0.3685862888334885j),(3.3399997179455374+1.681425464513977j),(2.0563501927302443-0.44442477739274766j),(-0.6140608220444151+0.5163964012387395j),(-0.4255480702378245+0.2900309608067315j),(0.949374603069294+0.00033464592087859013j),(-1.1277462918699586+1.3404732663178058j),(-1.2417384523220618+0.42498720946949914j),(-0.36489032492909734-1.1455265970561648j),(-1.097525411388521+1.0344323675700868j),(-1.6297348751069425-0.9777669109612878j),(0.3239371315502395-1.9452502758513495j),(1.217076175228559-0.00676991491963623j),(-0.4868468583616582+1.054756449176055j),(0.48742914424491446-2.5033314168460166j),(0.49344368962066626+0.485141926152008j),(0.49984820889803033-0.5235372855102175j),(0.6156273397491338+0.06025922694949644j),(1.0002067055766775-1.8917585071044147j),(-0.6126443235296021+2.23706043441435j),(-0.3618240202632577-1.0641188561975141j),(-0.6580698850691377+0.39475125361785945j),(-0.4410844426934691-0.36818863365857685j),(-0.23311548330636012+0.5587278986261518j),(0.49511950167106944-0.9317525757919297j),(-0.2643556380602845-1.799757724278621j),(-1.3693480526288624-1.5709405935471126j),(1.669732832320786+0.8657948848326014j),(1.8558314903018098+1.387347420275931j),(0.9467011949114061+0.5983360180188072j),(-0.03941059398422043-0.8886463784014561j),(0.2476721638756632-0.5332271326633794j),(0.9600490578700295+0.8192238151246009j),(-0.38168568504357486-0.9789202833320151j),(0.5966876048047856-0.06598717149818079j),(0.49344368962066626+0.485141926152008j),(0.49984820889803033-0.5235372855102175j)
0.015,(0.4899504866723575+0.4777332293801173j),(0.4995666732775799-0.5351461268790263j),(1.2995245013552557-0.33599294594299084j),(0.0960542923886472-2.0153617625954405j),(1.4714802412256835+0.1745683247628517j),(0.6539743804718667-2.453609102332106j),(-0.7374412554490186+0.9330192191570699j),(1.7031050560980783-1.3677273831366175j),(0.6058604123731696+2.3083130984310563j),(0.7056726730415305+0.11659837206977339j),(-1.0180730496625054-0.051494579196734454j),(2.0844424634341925+0.060654649355839564j),(-1.4734930799087365+2.1784505257958506j),(-0.17509451963617076-1.04345620341136j),(2.0881121421400333+0.6238066168635399j),(1.686908748768496-0.8003984536360234j),(-0.09597440533108206+0.2997302057206362j),(-1.072768178653278-1.0039785462346558j),(0.7667192524837521+0.46818125893521323j),(1.236044039147347-0.7155246016026346j),(0.30963505054471646+0.42607819876508596j),(1.0122487718745588-2.2002941505186824j),(1.4447888438942553-1.4238398889487835j),(1.283671430885111-1.3606280055186095j),(0.8514563824643334+2.1275753532803727j),(0.9782243524843387-3.2368415827637365j),(1.3444570936063245-2.032627796388518j),(0.40192341138023857-0.24812366286777215j),(0.6792097267481474+0.6586650549157459j),(-0.28717211705169116-0.1411341341278919j),(2.5927488943155144+0.07366140829758609j),(0.4191817507285464-2.878920833724618j),(0.9240158895210105+0.519373362998184j),(0.5122112486666709+0.184826541932706j),(0.044748363052795774+0.4131456108191103j),(1.4751445038760778+1.1164759432425844j),(0.755046025948766+0.9802958807081061j),(2.1666612343292404-1.803490874364027j),(-0.29454230485370064+1.609727195505738j),(0.770647840142987+1.168282230345902j),(0.5852753515894428+0.3296527128176624j),(1.4535746015166815-0.4494350367856551j),(0.1659478467178211+1.0873847775774388j),(0.8815293047880801+0.8080454630803834j),(-0.08547808540943808-0.4994198553425913j),(-0.2394303935051584+0.361833314464354j),(-0.14417739868663043+1.4532466955190901j),(0.6839027964217598-1.441401143017953j),(0.2923290951272693+1.183595623821066j),(1.4828989245675273-1.3579370289460277j),(2.1183706936428983+0.7819295371175379j),(1.6071229839437224+0.2976198303407657j),(-1.1804827286000426-0.33685930457470603j),(1.1304782624780314+0.40782312031251994j),(0.8909405932629662-0.4326503479435504j),(2.5424046800387035+1.503877391232177j),(0.41515052067252056+0.8300068197926141j),(0.6787233383637513-0.592977298112755j),(1.068369013993961-1.289208197691064j),(1.4851033713100876-0.6000310097414302j),(0.8098106759073483+0.15239349197477442j),(0.39604306306068754-1.1437590909256057j),(1.4913798306868973+0.6380916894728117j),(1.3460360821557196+0.2255549294438441j),(0.34515339168227194+1.0578236078354513j),(1.9715975383251536-0.38538996907296086j),(3.339097614179853+1.6594459081951367j),(2.0677035907325036-0.4804918931138883j),(-0.6138201048726627+0.5197012534823142j),(-0.422908453180334+0.2870727629296009j),(0.9614783704156349+0.009704645355105665j),(-1.1313280343751586+1.3278228126729743j),(-1.2473391024533533+0.4267894266237432j),(-0.3609062211640263-1.1409783769982809j),(-1.104684302205263+1.0443504502257437j),(-1.6192160962088507-0.9774992047649346j),(0.3189991714200104-1.9550792136415849j),(1.2024136794098712-0.0195647953812063j),(-0.50299818653435+1.04959166292998j),(0.4902562524960878-2.502590522040822j),(0.4899504866723575+0.4777332293801173j),(0.4995666732775799-0.5351461268790263j),(0.6000216572512042+0.0511180020278699j),(0.9930186029477399-1.901687068369947j),(-0.6182051771478083+2.237812017210236j),(-0.3453932803361619-1.065630683375879j),(-0.6598363988131931+0.39605789965580557j),(-0.43646987903856543-0.37053058776246983j),(-0.237413761570027+0.5535512277385737j),(0.4942989998321327-0.9353636836741968j),(-0.2751032312711962-1.7871038735297529j),(-1.380362594678292-1.57473386801875j),(1.6836847578798086+0.8489845393983957j),(1.867304101046455+1.3644744013538939j),(0.9378186478022872+0.5961981752013135j),(-0.0355035313314494-0.9006555520879458j),(0.25217406104986584-0.5429293846302146j),(0.9621091720129546+0.8079102155956369j),(-0.3857027111253516-0.9816548451151317j),(0.5889148791045976-0.07272747510201219j),(0.4899504866723575+0.4777332293801173j),(0.4995666732775799-0.5351461268790263j)
0.02,(0.4863188760725768+0.47034545475724854j),(0.49915077558078214-0.5466402521365215j),(1.2811200246978893-0.337195034917488j),(0.09118034839277586-2.0279949687743555j),(1.4505395992760535+0.16723285550290978j),(0.6501803391707597-2.4683809311653735j),(-0.7440260680750357+0.9209729918969145j),(1.7035798506772417-1.3725827909365007j),(0.6116537449683068+2.3019421929615853j),(0.7232259592501371+0.10316656289367443j),(-1.0179228361206623-0.06347862745753036j),(2.084366762206409+0.05313490512719021j),(-1.4775583357870656+2.179488124289308j),(-0.1596636181808871-1.0388350542046254j),(2.0820183350464507+0.6061377324973499j),(1.6886190270753363-0.8266542719118092j),(-0.1037819737764497+0.3066773946744864j),(-1.0657114502600722-1.0096402047633812j),(0.761750159990981+0.4553349666064237j),(1.2347174962155696-0.7322064689294829j),(0.2934245596249048+0.416801356429696j),(1.0073749439168354-2.207375616159157j),(1.4300266581054113-1.4344854405887595j),(1.2687971042752337-1.3797009670392832j),(0.8288995583110363+2.116344382960832j),(0.9882834912543598-3.2477747714800347j),(1.3382750192691553-2.0375752843853845j),(0.3861370608369041-0.2662588472995526j),(0.677339072526878+0.6603566026718639j),(-0.2819308328401032-0.15365420377660327j),(2.567900276397087+0.06776285670811363j),(0.4160990436948157-2.902483460300348j),(0.9278513882610494+0.5127205547990632j),(0.5170756067423051+0.16880795331629805j),(0.054761714500869314+0.4026958379340845j),(1.4857280467261724+1.1048272729222302j),(0.7430748592460795+0.9608797421559455j),(2.166162897683785-1.8202554109112774j),(-0.28317570331580677+1.6071284312867937j),(0.7862059153755941+1.1634051659144649j),(0.5826462191026656+0.3158402031153661j),(1.452340794978449-0.46740284492916123j),(0.17555155843822712+1.082371109213613j),(0.8938238035396704+0.7981930018194612j),(-0.08293491103287563-0.49986884977643004j),(-0.24441425307618128+0.35646168823115076j),(-0.15211812768469007+1.4454147360847018j),(0.6907731416622238-1.4460670492817933j),(0.28481158040893817+1.169791535296129j),(1.4854998971797657-1.3694760737121412j),(2.122794138743863+0.7651816884983997j),(1.613941188714281+0.2707245478929144j),(-1.1796202647600385-0.3417209357762536j),(1.1302984482943372+0.4058004853213873j),(0.9017285718789865-0.45479841993545506j),(2.5463493306794094+1.4832862977215864j),(0.41262223367849227+0.821588955168581j),(0.6812611664461538-0.6045803513995052j),(1.0595944956834034-1.3021085159607522j),(1.472694864493353-0.6189057407496829j),(0.798750096556629+0.14724899004941738j),(0.3933463646833381-1.1541472817913005j),(1.495230036794046+0.623990573409394j),(1.3517801177173054+0.2032057700506837j),(0.34562593739600384+1.0413461229245953j),(1.9770917576651068-0.4022204384580546j),(3.337837755307773+1.6373968052062868j),(2.07878890088719-0.5165206556110205j),(-0.6135840425899217+0.5229927578872489j),(-0.4202240072748276+0.2841170344324235j),(0.9734733381148727+0.019136190498631737j),(-1.1348304939229732+1.3150204487338315j),(-1.2528957212740839+0.4285750340477572j),(-0.356936724204836-1.1364128654938979j),(-1.1118251769905918+1.0541745297294374j),(-1.6086552083757035-0.9771552802787503j),(0.3139574087220426-1.9647424778659832j),(1.1876441270873217-0.0322612683439286j),(-0.5190995170719718+1.0444487352897236j),(0.4930327999716209-2.501741416197172j),(0.4863188760725768+0.47034545475724854j),(0.49915077558078214-0.5466402521365215j),(0.5843676389192883+0.04210231511164331j),(0.9857491522390311-1.9114235584412054j),(-0.6237196207056919+2.2384534877625524j),(-0.3290123683990795-1.0671011065260807j),(-0.6615938304280782+0.39734099116338056j),(-0.43186504398106723-0.3728244909775819j),(-0.2417335364958194+0.5484138496771607j),(0.49343060773021147-0.9389114224894037j),(-0.2858447352643051-1.7743990178699214j),(-1.3912433079057478-1.578444182439804j),(1.6974064223709477+0.8320282767709761j),(1.8785776940161774+1.3414330533029217j),(0.9288506901930615+0.5940189393886594j),(-0.031644475873646244-0.9125234505205413j),(0.2565469172425217-0.5526630457119636j),(0.9640177731522294+0.7965063164880956j),(-0.38973700060123434-0.9842948397429737j),(0.5810932448394445-0.07938202308461788j),(0.4863188760725768+0.47034545475724854j),(0.49915077558078214-0.5466402521365215j)
0.025,(0.4825527985084696+0.4629839443934485j),(0.49860278673800246-0.5580138882454375j),(1.2626699195773796-0.3383375470782118j),(0.086288556508116-2.040414715930167j),(1.4295324484608531+0.15996802215038947j),(0.6462887349884532-2.4829238493276042j),(-0.7506551232987067+0.9089741841255238j),(1.7039354059789715-1.3773781290754867j),(0.617343590566005+2.2953958312755227j),(0.7406741104784133+0.08966291808160416j),(-1.0178621891206245-0.0754454499761596j),(2.0841549460520667+0.04562207390227853j),(-1.4815445703545753+2.1804490665776775j),(-0.14427324198275748-1.03421054050004j),(2.075657257658985+0.5884958637197044j),(1.690100379322699-0.85279914769007j),(-0.11160370565031921+0.31352640064068255j),(-1.0586286050026115-1.0151738445755105j),(0.7565972056852347+0.4425377888075336j),(1.233187081621522-0.7487740915347337j),(0.27719900390032665+0.4076307193093202j),(1.002418402773342-2.214287558742669j),(1.4151351773709626-1.4449223452994735j),(1.2538415711182391-1.398548574606511j),(0.8063237753273724+2.105081760675968j),(0.998173445132587-3.25852411903388j),(1.331960997073943-2.042326701325432j),(0.3703051080254881-0.2842803557245469j),(0.6753495873013496+0.6619318117794402j),(-0.2766691596935594-0.16610878383628944j),(2.5429098567659727+0.0619248803179391j),(0.4129370706501127-2.9257688017194625j),(0.9314878237405564+0.5059644108534929j),(0.5217998790163435+0.15273025134360482j),(0.06466224791472183+0.3921112988711175j),(1.4961921103512061+1.0929899942193497j),(0.7309613257288801+0.9415312967117067j),(2.1654259473303505-1.83689333508805j),(-0.2718104528950195+1.604386325031084j),(0.8017614906645054+1.1583860387656506j),(0.5798051836645203+0.3020684126825355j),(1.4508628906702907-0.48528788018545455j),(0.18510294045253894+1.0772025948363162j),(0.9060638460695475+0.7881767955409584j),(-0.08039028993286715-0.5002575985513682j),(-0.24942130554563824+0.35101763102705474j),(-0.16006482178520695+1.43756602276691j),(0.697532366644304-1.450670755231947j),(0.2772021891899445+1.156011567384784j),(1.4879206579890625-1.3809335063698902j),(2.1269287623344497+0.7483618358368387j),(1.620530812826505+0.24379524286729923j),(-1.178784861319263-0.34657863275240464j),(1.130071393417332+0.40376997949971405j),(0.9122827447641418-0.47698991897559095j),(2.5500195271778328+1.4626026309581306j),(0.40997541866302406+0.8131548958831745j),(0.6836521442211213-0.6161118649864498j),(1.0506580101688652-1.3148210422632594j),(1.460142855493465-0.6376064418203934j),(0.7876328575721745+0.14217028933928322j),(0.3905911939598438-1.1643663980965324j),(1.4988257201765398+0.6098180177852278j),(1.3573078952119075+0.1808170730910234j),(0.34592441792042067+1.0248299867864272j),(1.9823444131798413-0.41906973285999827j),(3.3362222439784404+1.6152882274633988j),(2.0896024193619844-0.552495579196551j),(-0.6133520609433959+0.5262698789782827j),(-0.4174957212676461+0.28116520715773574j),(0.9853533750826801+0.028624832942654853j),(-1.138250381586108+1.3020719938918672j),(-1.258406512424411+0.43034420768859716j),(-0.35298338895034914-1.131831890663191j),(-1.118944409238586+1.0639022264458706j),(-1.5980572752719475-0.9767350917631644j),(0.30881468760475567-1.9742363547116717j),(1.1727750342490706-0.04485462927998632j),(-0.5351448231012085+1.0393298258809505j),(0.4957579987408838-2.500785527452316j),(0.4825527985084696+0.4629839443934485j),(0.49860278673800246-0.5580138882454375j),(0.5686729961099958+0.03321533561963395j),(0.9784027583141482-1.9209656057982265j),(-0.6291853324154497+2.2389858204873923j),(-0.3126876468390529-1.068530740803171j),(-0.6633412139565539+0.3986007694874417j),(-0.42727221863438936-0.37507016728020626j),(-0.24607252133614646+0.543317894803527j),(0.49251552270779053-0.9423950035410713j),(-0.296577103699901-1.7616487872545121j),(-1.4019876222161882-1.5820700824551686j),(1.7108911646827785+0.8149339076762703j),(1.8896465657571646+1.318233549499422j),(0.9198031726927602+0.5917998135132247j),(-0.027835647495858994-0.924245967705064j),(0.26078807942328897-0.5624222973183931j),(0.9657729430360554+0.7850181346903492j),(-0.3937861209227253-0.9868396172958074j),(0.5732274835725204-0.08594875374957917j),(0.4825527985084696+0.4629839443934485j),(0.49860278673800246-0.5580138882454375j)
