N,E [H]
1,-195.8814302677432
2,-195.88444052889932
3,-195.8875688772041
4,-195.8876803852396
5,-195.89007851904063
6,-195.89058576447184
7,-196.00684839020943
8,-196.00701632201887
9,-196.0089112290138
10,-196.00915947299424
11,-196.00961781879585
12,-196.00968587338178
13,-196.01259149873343
14,-196.01271901359212
15,-196.01277819782538
16,-196.0132874013545
17,-196.0156809835332
18,-196.01682929225123
19,-196.017065752879
20,-196.01784804239475
21,-196.01876200367636
22,-196.01889547378653
23,-196.01906362179912
24,-196.0193345298639
25,-196.0207765277581
26,-196.02081969923066
27,-196.02082757866225
28,-196.02104468529714
29,-196.02119135640538
30,-196.02125852617635
31,-196.0214111850597
32,-196.021475057068
33,-196.02152969168478
34,-196.0215439104213
35,-196.0215477520517
36,-196.0216319099924
37,-196.02165558390783
38,-196.02167762074237
39,-196.02167943499904
40,-196.02168268199387
41,-196.0217092290686
42,-196.0217322843582
43,-196.02177168136626
44,-196.02178014343255
45,-196.02178661303483
46,-196.0218734641
47,-196.02187986000135
48,-196.02191079919137
49,-196.02193517764266
50,-196.021936043265
51,-196.0219434784161
