t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
1.01,(0.00018715283146763465+0.0022742849022418616j),(-7.074255503800748e-08+7.793639901204291e-08j),(-0.0024266468512377922+0.005024954492792062j),(0.03636707804164728-0.0356036863544169j),(-0.0003057017769557257-9.364420255895531e-05j),(0.000739200223090991+0.00224267765253686j)
1.02,(0.00025554878892712586+0.0018089567523268484j),(-3.80107456577807e-08+1.1890785340186003e-07j),(-0.0022685577768498284+0.004258880046800058j),(0.033897112219200665-0.03621389353854113j),(-0.00023413299093722481-8.237018181752744e-05j),(0.0006986286338457305+0.001752935511963614j)
1.03,(0.0002864810112116241+0.0014244739853334725j),(1.5906331758611727e-08+1.4943612390485826e-07j),(-0.0021076841191914448+0.0035780208262282107j),(0.03136960027337858-0.03660185311711036j),(-0.00017712912028439867-7.147738769223218e-05j),(0.0006384947499005819+0.001355216640667917j)
1.04,(0.00029159109831098794+0.001110449876969383j),(8.869732544027563e-08+1.5962552703304859e-07j),(-0.001945623033958663+0.0029780126889920938j),(0.028811615312555394-0.0367704448390143j),(-0.00013218341059644247-6.123677249948914e-05j),(0.0005682064026957202+0.0010360046590801833j)
1.05,(0.0002800035776160818+0.0008567513258537966j),(1.7400144959412218e-07+1.3948783949758396e-07j),(-0.001784171269206411+0.0024538090246092993j),(0.02624981994442775-0.03672598125922237j),(-9.708048971495904e-05-5.187542299005592e-05j),(0.000493976832884305+0.0007831700845457675j)
1.06,(0.0002574207837362007+0.0006543262452903844j),(2.620634712104117e-07+8.187156386587139e-08j),(-0.001624609444864272+0.001999705947935795j),(0.023707999022159407-0.03648034050079294j),(-7.018532010786871e-05-4.3265447310354596e-05j),(0.00042118375380597304+0.0005851738694611189j)
1.07,(0.00022898242001675675+0.0004946645725109229j),(3.3949331007237766e-07-1.830780851675749e-08j),(-0.0014686231928672006+0.0016099202272833015j),(0.021209439596125187-0.036045763421460854j),(-4.987733599470241e-05-3.551185102245722e-05j),(0.0003532535886848835+0.0004317839907031381j)
1.08,(0.0001988891398288009+0.0003698738973837753j),(3.891744044418959e-07-1.6284063341646245e-07j),(-0.0013181046482198394+0.0012785904890074418j),(0.01877656317769951-0.03543549286233589j),(-3.465303965202704e-05-2.8821573330704402e-05j),(0.0002915059229177324+0.0003148072344392702j)
1.09,(0.00016899351032165038+0.0002736471040088681j),(3.933535347855034e-07-3.4735405295374934e-07j),(-0.0011741511127734091+0.0009996354068772593j),(0.01642689413238755-0.03466774670018156j),(-2.3510351015357097e-05-2.301914146278199e-05j),(0.00023707532827890444+0.00022666757946376674j)
1.1,(0.00014076732905503084+0.00020040754854345252j),(3.3411373827740273e-07-5.620022897066776e-07j),(-0.0010378408244581313+0.0007672070227076856j),(0.014176111965089996-0.03376064960276698j),(-1.5543719064981952e-05-1.8036568145022173e-05j),(0.00019054542702279573+0.00016068668520226472j)
1.11,(0.00011552241436229519+0.00014502702221557442j),(1.933966920512735e-07-7.906367282045295e-07j),(-0.0009103973243527642+0.0005757825593800071j),(0.012039309605425721-0.03273112702242178j),(-9.889844992644121e-06-1.3958580546172107e-05j),(0.00015125460993330877+0.00011227813161819434j)
1.12,(9.346834615461293e-05+0.00010370346537039322j),(-4.2672347550748275e-08-1.0108844692332551e-06j),(-0.0007923734890428894+0.0004199873167996759j),(0.010026305337550199-0.031599135619085006j),(-5.988598144901269e-06-1.0636331984398394e-05j),(0.00011858826701341067+7.742813813461214e-05j)
1.1300000000000001,(7.453894081683821e-05+7.339368425440606e-05j),(-3.8267853100900825e-07-1.1956839663490001e-06j),(-0.0006840147485644927+0.0002948277554099958j),(0.008143648849152354-0.03038450256399389j),(-3.4106654103053112e-06-7.922814741493147e-06j),(9.207796468759839e-05+5.232519346211082e-05j)
1.1400000000000001,(5.876590447457797e-05+5.1270252347589685e-05j),(-8.294190664913509e-07-1.312612227601287e-06j),(-0.0005856730045472676+0.00019580555288288941j),(0.006398170944047567-0.029104341922273767j),(-1.7369912269475766e-06-5.8045232794301194e-06j),(7.083889500328123e-05+3.446145262041269e-05j)
1.1500000000000001,(4.586681257822806e-05+3.526610227026974e-05j),(-1.3776857067559256e-06-1.3265784758293296e-06j),(-0.0004973287112810162+0.00011878383465523428j),(0.004792783684487441-0.02777641142916273j),(-6.851864027720128e-07-4.190515307011968e-06j),(5.395218962310093e-05+2.227694573312958e-05j)
1.16,(3.540890722118572e-05+2.397263530671567e-05j),(-2.014168601107446e-06-1.2027438355731421e-06j),(-0.0004185630378158541+6.0036557160643217e-05j),(0.0033257293244670495-0.026418498095913807j),(-8.880447341277178e-08-2.9435645202495085e-06j),(4.069928369117977e-05+1.4146870311614527e-05j)
1.17,(2.7075162361981682e-05+1.606690264039524e-05j),(-2.716043700661259e-06-9.071000615618758e-07j),(-0.00034904539680906984+1.6321115493426707e-05j),(0.0019964307914087575-0.0250452532079434j),(2.1866186983421075e-07-2.012164023760272e-06j),(3.0483595316963016e-05+8.492326862406136e-06j)
1.18,(2.054669782571088e-05+1.0515727837497981e-05j),(-3.451502945915112e-06-4.088242665212224e-07j),(-0.0002883585030393526-1.5193857569960182e-05j),(0.0008030671737609891-0.023669985683282987j),(3.6363348159295896e-07-1.3533252634899333e-06j),(2.2653012180695703e-05+4.692233013545051e-06j)
1.19,(1.546680489240799e-05+6.753181885556373e-06j),(-4.182859296886679e-06+3.1773594944614433e-07j),(-0.00023575636082314686-3.6971496133320545e-05j),(-0.0002617518087804629-0.02230594903441438j),(3.949152689500057e-07-8.780925238763341e-07j),(1.6720070106153287e-05+2.41022829593079e-06j)
1.2,(1.1555293433494087e-05+4.259464019341281e-06j),(-4.865626952618546e-06+1.2901133439136904e-06j),(-0.00019056013451878854-5.1092297998557354e-05j),(-0.0012041235504088215-0.020963795356825146j),(3.611991366535532e-07-5.403937727662906e-07j),(1.2271277320805573e-05+1.1653237424588594e-06j)
1.21,(8.580238510594429e-06+2.57301991122166e-06j),(-5.449262451094448e-06+2.516000348426534e-06j),(-0.0001521677003190096-5.92936557090908e-05j),(-0.002028655670395679-0.01965210549296638j),(3.095083193793234e-07-3.2065299652426137e-07j),(8.951668962908205e-06+3.57421270945816e-07j)
1.22,(6.333723471661345e-06+1.4757486422709254e-06j),(-5.882396916253183e-06+3.996108383041098e-06j),(-0.00011981727395562493-6.302514093995362e-05j),(-0.0027445775106827094-0.01837881326293269j),(2.5027353007596834e-07-1.775283467265825e-07j),(6.459802105389673e-06-2.2484557878887165e-07j)
1.23,(4.653230886335476e-06+8.018705480449853e-07j),(-6.113599914998969e-06+5.721923208813263e-06j),(-9.277130803544574e-05-6.346454631172438e-05j),(-0.003361145439779555-0.017149957369814856j),(1.8899578879460402e-07-8.421516184578153e-08j),(4.635868188522594e-06-5.121004140786256e-07j)
1.24,(3.403094876159873e-06+3.836852734143903e-07j),(-6.0934213784235065e-06+7.67110088652193e-06j),(-7.041248668566386e-05-6.156484493156396e-05j),(-0.003884903533270274-0.01597017417433427j),(1.3681407905407595e-07-2.9212546115954737e-08j),(3.3418518626431566e-06-5.396216635531784e-07j)
1.25,(2.4764686043733395e-06+1.233371796921808e-07j),(-5.776722323776045e-06+9.813463753658528e-06j),(-5.2135310023608885e-05-5.808200735285599e-05j),(-0.00432362134682858-0.014843023676199166j),(9.710006732393788e-08-3.8813913790080644e-10j),(2.4333249729762517e-06-4.233628621898004e-07j)
1.26,(1.7980054509379603e-06-1.7390763977108608e-08j),(-5.121730169995915e-06+1.2115999996921822e-05j),(-3.731885137374664e-05-5.35926056404817e-05j),(-0.0046871654782685715-0.013770384363128196j),(6.524446241915118e-08+1.4142598784145582e-08j),(1.7601081700239063e-06-3.5591199011467146e-07j)
1.27,(1.304370437551537e-06-8.279701855342926e-08j),(-4.096352221033813e-06+1.4536057471762563e-05j),(-2.5441195588511203e-05-4.854698830685101e-05j),(-0.004983203629695901-0.012753485169965906j),(4.039737872753142e-08+2.0164141050435045e-08j),(1.2302612958525897e-06-3.6456489909349985e-07j)
1.28,(9.424107899048975e-07-1.1531281063192797e-07j),(-2.679575790640903e-06+1.7022301780699853e-05j),(-1.6070685564529652e-05-4.3284640808357374e-05j),(-0.005217628879165604-0.011793146249219712j),(2.4026238700764488e-08+2.0123743726962853e-08j),(8.404489487216754e-07-3.5918380712498496e-07j)
1.29,(6.788137453837515e-07-1.2517135403990983e-07j),(-8.546430457006292e-07+1.952595570411817e-05j),(-8.781810402368597e-06-3.8044950546590993e-05j),(-0.005398182896688047-0.010888780411578706j),(1.3356796392764098e-08+1.7565456958203644e-08j),(5.801584375673059e-07-3.1594724325658245e-07j)
1.3,(4.901123583328113e-07-1.184115593394188e-07j),(1.3893744917761406e-06+2.199808702474362e-05j),(-3.196009971124598e-06-3.298896395205475e-05j),(-0.0055321460750823-0.010038873223030136j),(5.985417156213645e-09+1.4176895086895603e-08j),(4.2616235018406137e-07-2.3407963276956422e-07j)
1.31,(3.5509371422484125e-07-1.0394911633302802e-07j),(4.049589076237472e-06+2.4387872000779827e-05j),(9.935303678321333e-07-2.8232157154729537e-05j),(-0.005625172375531636-0.009242087866259747j),(1.1115080548964425e-09+1.0753360884072324e-08j),(3.4251855322495667e-07-1.35851297179019e-07j)
1.32,(2.559631460322243e-07-9.044250582859352e-08j),(7.110790588418629e-06+2.6644465621730152e-05j),(4.032489978433538e-06-2.3847705234614776e-05j),(-0.005681788603568-0.008497119323500618j),(-1.1628923491480656e-09+7.60880859429744e-09j),(2.805701922014443e-07-6.657845423385199e-08j)
1.33,(1.8402079580565343e-07-7.720375243246147e-08j),(1.05598780318541e-05+2.8723994705105396e-05j),(6.154044723755228e-06-1.986796571235319e-05j),(-0.005707428206940481-0.0078014528287414266j),(-2.080154992131399e-09+5.098889440832361e-09j),(2.0026277236810947e-07-6.130667004218866e-08j)
1.34,(1.3311690614486433e-07-6.403520925876348e-08j),(1.438097648004243e-05+3.0585696602233775e-05j),(7.5553002045728185e-06-1.6297919106034116e-05j),(-0.005706834009469284-0.00715224559984099j),(-2.4019500110091113e-09+3.128256200225247e-09j),(1.273385259226714e-07-6.823873918798517e-08j)
1.35,(9.731193619150541e-08-5.17338950052776e-08j),(1.8548745198408798e-05+3.219317892955206e-05j),(8.393227304183938e-06-1.3133111381800929e-05j),(-0.005683813178089717-0.006547028798804219j),(-2.43641020713187e-09+1.6333923579694855e-09j),(7.113999737410727e-08-7.383149008858885e-08j)
1.36,(7.101351853542074e-08-4.1767592254249866e-08j),(2.302859470831682e-05+3.351470907028161e-05j),(8.786148202160476e-06-1.036035611456625e-05j),(-0.005641305870578148-0.005983690987339944j),(-2.117063660780052e-09+6.164825837377011e-10j),(3.560366836502704e-08-7.153612463043883e-08j)
1.37,(5.126740621145524e-08-3.3943523430515195e-08j),(2.7788559724446268e-05+3.45242154549539e-05j),(8.836625123870045e-06-7.957075966153827e-06j),(-0.005582266901500041-0.005459721075239574j),(-1.6130506303419853e-09+3.367110704210473e-11j),(2.1131651672323387e-08-5.853365746167526e-08j)
1.3800000000000001,(3.706913079211518e-08-2.7428141985920818e-08j),(3.280507441412757e-05+3.5197761719723635e-05j),(8.635326271921318e-06-5.889765027816948e-06j),(-0.005509483175948119-0.004972123416683648j),(-1.1388873520947515e-09-2.928522589534211e-10j),(2.4591691207171742e-08-3.573491599213908e-08j)
1.3900000000000001,(2.720661162884489e-08-2.1925749688125837e-08j),(3.805212244748911e-05+3.55148755745565e-05j),(8.253385374281515e-06-4.125841813803583e-06j),(-0.005425184963116318-0.004518238326251939j),(-7.537969187889407e-10-4.874761209335527e-10j),(3.931716201503064e-08-7.7805403933721e-09j)
1.4000000000000001,(2.0389210904862546e-08-1.733163030962243e-08j),(4.350091105063061e-05+3.545936989938042e-05j),(7.744936835170215e-06-2.635791243207284e-06j),(-0.0053311642452426875-0.004095753644731185j),(-4.6289512262104223e-10-5.992615085038825e-10j),(5.510707027564062e-08+1.6959016401382846e-08j)
1.41,(1.5250125815404232e-08-1.3730324716389276e-08j),(4.9119883256643784e-05+3.501934069916277e-05j),(7.1471503797613925e-06-1.3931670199164138e-06j),(-0.005228776023754904-0.003702703617328093j),(-2.1768181389916468e-10-6.022815344032474e-10j),(5.8226053303026025e-08+2.638348869718263e-08j)
1.42,(1.1059165668454901e-08-1.0983591611319791e-08j),(5.488163301093929e-05+3.418441341053642e-05j),(6.490320234645072e-06-3.730393147947064e-07j),(-0.005119254818035167-0.003337083105596036j),(-2.26145803863925e-11-4.987031281155926e-10j),(4.144317902176074e-08+4.183164517075122e-09j)
1.43,(7.908706346650168e-09-8.783543324806833e-09j),(6.077245998406119e-05+3.2938603761497126e-05j),(5.804200149660684e-06+4.52925861574249e-07j),(-0.005003740008750491-0.0029966067781352817j),(1.0043917704951534e-10-3.688696834192644e-10j),(1.8636496308373424e-08-4.611503723246769e-08j)
1.44,(5.7138970868518395e-09-7.0069232163746025e-09j),(6.677961125792777e-05+3.126409306254434e-05j),(5.1107815071299994e-06+1.1108257327659695e-06j),(-0.004883081773540004-0.0026792704630779545j),(1.7517266032869623e-10-2.5448693762117035e-10j),(-4.928339303109339e-09-1.0475791234772599e-07j)
1.45,(4.3067356761497925e-09-5.562112622959187e-09j),(7.288954349507178e-05+2.9142346203549935e-05j),(4.4266453043215135e-06+1.6227232053073204e-06j),(-0.004757964369043141-0.002383338597925284j),(2.1834566161704533e-10-1.7436074584214438e-10j),(-2.5360732192715115e-08-1.5591349854088118e-07j)
1.46,(3.4360684518619716e-09-4.389130858908568e-09j),(7.908792293864043e-05+2.6554111653758176e-05j),(3.7629621534504437e-06+2.0066468686765216e-06j),(-0.004628906130899652-0.0021073442295476046j),(2.397845633262156e-10-1.243970810169459e-10j),(-3.97925392875632e-08-1.8793747065340678e-07j)
1.47,(2.767590301534389e-09-3.459635215982594e-09j),(8.535962541239542e-05+2.3479421461785742e-05j),(3.125492281678725e-06+2.276590995303136e-06j),(-0.004496259473749596-0.0018500890141843536j),(2.4238233811361754e-10-7.760203389426031e-11j),(-4.6378070061864596e-08-1.9337314065606863e-07j)
1.48,(1.9844755498069757e-09-2.7469461957229575e-09j),(9.168748825434976e-05+1.9897911432659247e-05j),(2.5161556615727554e-06+2.44253590123001e-06j),(-0.004360264304911859-0.001610568051646819j),(2.1500697479554764e-10-6.249608619010353e-12j),(-4.4294086536922175e-08-1.6895145764892425e-07j)
1.49,(1.221488562150994e-09-2.168654385410503e-09j),(9.806423410194397e-05+1.5774187109895267e-05j),(1.9422345120657654e-06+2.5170723240370467e-06j),(-0.004221230686157418-0.0013875465095277663j),(1.5314108795544175e-10+5.4822546170548054e-11j),(-3.3739803281130536e-08-1.1559100786132347e-07j)
1.5,(6.341676180013284e-10-1.7013051293511748e-09j),(0.00010449289827814395+1.1053788541451012e-05j),(1.4115524714221492e-06+2.5163827504340985e-06j),(-0.004079393584340144-0.0011798440006498905j),(8.834388898083572e-11+9.495395122690402e-11j),(-1.593688740997589e-08-3.839801465190903e-08j)
1.51,(3.0244294905546536e-10-1.3276741500563987e-09j),(0.00011096740632672847+5.6774588767388564e-06j),(9.296945382882166e-07+2.45426122056672e-06j),(-0.003934962214417914-0.0009864837176333154j),(4.2536336157387313e-11+1.1101282305641431e-10j),(6.870541413963568e-09+5.333366149138595e-08j)
1.52,(2.375293379758957e-10-1.0324399974834455e-09j),(0.00011747192221250345-4.1839326302608174e-07j),(5.000651578477438e-07+2.341934738571131e-06j),(-0.0037881260701142306-0.000806689767899095j),(2.599728702485231e-11+1.0483157597864521e-10j),(3.141591098101834e-08+1.4612252295133418e-07j)
1.53,(3.819261183901128e-10-8.021840490354221e-10j),(0.0001239808483213021-7.301693784825956e-06j),(1.238882218219732e-07+2.1880632725742164e-06j),(-0.0036390549239182198-0.0006398871736692138j),(3.736349837708435e-11+8.320682212637216e-11j),(5.3410196534426296e-08+2.2229943498141783e-07j)
1.54,(6.09417174890615e-10-6.253905095612808e-10j),(0.0001304588254599849-1.5044703123840164e-05j),(-1.9979293153038795e-07+1.998739754693529e-06j),(-0.0034878988270846335-0.00048570187196658753j),(6.36296262620359e-11+5.789937144558072e-11j),(6.75419207703346e-08+2.600076257058264e-07j)
1.55,(7.250709430349072e-10-4.924464113558142e-10j),(0.00013686073285643948-2.3724016243445376e-05j),(-4.741155174131671e-07+1.7774900810372854e-06j),(-0.0033347881096338463-0.0003439607146150615j),(8.014822598175635e-11+4.5634231695464916e-11j),(6.747715383779815e-08+2.3320268611945674e-07j)
1.56,(5.297533375282749e-10-4.0826243045724043e-10j),(0.00014312721266255816-3.3420732267000835e-05j),(-7.03181933951645e-07+1.5252373460644086e-06j),(-0.003179838295166785-0.00021460675415598278j),(5.420031004397396e-11+6.012218924693896e-11j),(6.477044277498744e-08+1.5931970320511002e-07j)
1.57,(2.3093493015443016e-10-3.9561877216523244e-10j),(0.00014918661448089097-4.424973891745773e-05j),(-8.822593890631674e-07+1.2486115616486831e-06j),(-0.003023357843054432-9.705985686770175e-05j),(-4.369337900241862e-12+7.20715077803546e-11j),(6.761433900958636e-08+9.510811923673723e-08j)
1.58,(-1.0903885356739704e-11-3.871154040828331e-10j),(0.00015498184369413663-5.6366072013063083e-05j),(-1.0060453367533087e-06+9.636479508936901e-07j),(-0.002865886585857763+9.26346849794039e-06j),(-5.789104304626538e-11+7.081982704058454e-11j),(6.32390494356046e-08+5.252155299681859e-08j)
1.59,(-1.1904606114533645e-10-3.345218581218732e-10j),(0.000160416696899798-6.992253981702177e-05j),(-1.072675215564372e-06+6.839710237666878e-07j),(-0.0027079497605811366+0.00010479259199523981j),(-8.232754758223103e-11+5.485304153545153e-11j),(4.641863447158137e-08+3.52671648488924e-08j)
1.6,(-7.174062589654756e-11-2.2180787005618883e-10j),(0.0001653505366080586-8.50671059121691e-05j),(-1.0833856818568976e-06+4.2000173669660027e-07j),(-0.0025500442046386823+0.00018983265111487878j),(-6.82484255822299e-11+2.7298092413698514e-11j),(1.9523089216011527e-08+3.890300039491565e-08j)
1.61,(9.779731515935184e-11-6.514337952162264e-11j),(0.00016959829124178294-0.00010194288920097093j),(-1.0425146098096633e-06+1.789574925740146e-07j),(-0.0023926383558543008+0.0002645645507839264j),(-2.0830083006310597e-11-4.077032535011702e-12j),(-7.4816565526542e-09+5.0837990475263925e-08j)
1.62,(3.013865802469995e-10+8.710146998397934e-11j),(0.0001729304551365164-0.00012068816390552363j),(-9.575010914196853e-07-3.5147859248815885e-08j),(-0.00223617225246166+0.00032904496336583775j),(4.014424229952245e-11-2.6863298880095875e-11j),(-1.7033738376009805e-08+5.0331951168732124e-08j)
1.6300000000000001,(3.958799110459462e-10+1.543563311007624e-10j),(0.00017507308854048515-0.000141436359567554j),(-8.388854365022161e-07-2.2150402295797467e-07j),(-0.002081057533104199+0.0003832063286604542j),(8.028448060330554e-11-2.4010625550051076e-11j),(1.0261312570620992e-08+3.3877277813973005e-08j)
1.6400000000000001,(2.896693505005127e-10-8.530600183327683e-12j),(0.0001756865675486812-0.0001643264651733422j),(-6.961277091672992e-07-3.8268405501081034e-07j),(-0.001927640986157473+0.0004270912608094192j),(5.465990047868584e-11+3.6832333613378e-11j),(4.815264062608927e-08+2.1459125626591743e-08j)
1.6500000000000001,(2.1252787384550845e-10-3.6943671259171986e-10j),(0.0001743874573911502-0.00018952958747049225j),(-5.27780829650012e-07-5.114262304553625e-07j),(-0.0017766926224701202+0.00046157023631927596j),(-2.2507798284563925e-11+1.4141606148145637e-10j),(6.288721546749302e-08+1.1895273039351118e-08j)
1.6600000000000001,(1.471327603389214e-10-5.691834376612712e-10j),(0.0001708321933375242-0.00021716498180414801j),(-3.4418820303762135e-07-5.903477141278019e-07j),(-0.0016295320997653608+0.0004871174785247929j),(-9.367533515138409e-11+1.844422533325472e-10j),(4.0891229310501475e-08+4.611129000528554e-09j)
1.67,(7.082212981968382e-11-4.2839261728682515e-10j),(0.00016455024480868053-0.00024730320976870055j),(-1.5727368792277433e-07-6.10434134107425e-07j),(-0.0014871503580231422+0.0005042028784528012j),(-1.2103407235330532e-10+1.1706868681346365e-10j),(-1.1183194624839786e-08-2.218759510399079e-10j)
1.68,(-1.2721194160559828e-11+2.4935535529072818e-11j),(0.00015493312848188968-0.0002799686740838086j),(2.073646164973249e-08-5.718448417920769e-07j),(-0.0013501661002312511+0.0005133555616807312j),(-8.839569256057655e-11-4.487523863594776e-11j),(-6.645800211411362e-08-1.6862896859601517e-09j)
1.69,(-7.34696843374427e-11+5.554224366761574e-10j),(0.0001412344082908161-0.00031513961859439465j),(1.7731359618292795e-07-4.839129118981491e-07j),(-0.0012188257923853307+0.00051516388833661j),(-1.192198882160555e-12-2.2088850178279853e-10j),(-7.782920792852433e-08+1.881361515720908e-09j)
1.7,(-5.5051109733880036e-11+7.203111309364447e-10j),(0.0001225696954255179-0.0003527481282706474j),(2.996266707276837e-07-3.651451424605826e-07j),(-0.001093003663488871+0.0005102754530990637j),(1.1352408513426102e-10-2.6579845960115984e-10j),(-3.548592170114609e-08+5.260993767907871e-08j)
1.71,(1.9259627494906003e-10+3.8578157647733007e-10j),(9.806394513724078e-05-0.0003926770011368185j),(3.7958932690631304e-07-2.3186366309103795e-07j),(-0.0009730602015618692+0.0004995843768593792j),(2.2370011987829522e-10-7.243718857721559e-11j),(-3.5404639900402223e-09+1.0911696997824696e-07j)
1.72,(3.737951912120218e-10+1.6910937226115749e-10j),(6.68722420139299e-05-0.00043436220797023954j),(4.1420490862944215e-07-8.426239139115111e-08j),(-0.0008603896342985689+0.00048344772993019254j),(2.2676235906407943e-10+1.1973688571595674e-10j),(7.487968840568124e-09+7.558936769196313e-08j)
1.73,(1.0489426114543397e-10+6.293162247940636e-11j),(2.7899597376353826e-05-0.00047702583328016135j),(3.9732362450337594e-07+6.429130103006221e-08j),(-0.0007552420559295775+0.00046202478035792856j),(6.222004619744219e-11+1.4656498543574115e-10j),(-1.2689535126889635e-09-4.143436723443308e-08j)
1.74,(-3.3587185811440815e-10+3.861119789030677e-11j),(-1.9899783238149312e-05-0.000520051151698848j),(3.3082180806294274e-07+1.981608183755026e-07j),(-0.000657908119871454+0.00043655143789482964j),(-1.3684395507490783e-10+2.224382160083941e-11j),(-1.7609400985839556e-08-1.3212877865825156e-07j)
1.75,(-2.1999821436762528e-10+2.034243279194928e-10j),(-7.740224155998788e-05-0.0005628212485607677j),(2.2481306421514596e-07+3.008202494431866e-07j),(-0.0005688796730189542+0.00040893441034022465j),(-1.0845861996042292e-10-1.2469793672708032e-10j),(-2.323608997388682e-07-4.9634348414775555e-08j)
1.76,(-2.3950720205126168e-11+6.495257690570059e-10j),(-0.0001456909121116183-0.0006037709595293415j),(9.082991776771968e-08+3.6052382572749776e-07j),(-0.00048821471243702804+0.00037913480388877135j),(1.9692145878408272e-11-2.736879354136589e-10j),(-7.690394455922718e-07+6.353943961473124e-08j)
1.77,(4.821749004712298e-11+3.7304755137624073e-10j),(-0.00022691858146406215-0.0006414373695918692j),(-6.1052791090444e-08+3.6579956983483946e-07j),(-0.00041447554282870075+0.00034805530268941737j),(1.4218487183158436e-10-1.5827521530758197e-10j),(-7.00630649074965e-07+1.1307225817951399e-07j)
1.78,(2.4524036041182285e-12-5.171658403456959e-10j),(-0.0003219836140747798-0.0006738006058675615j),(-2.120225818572837e-07+3.1115707292713136e-07j),(-0.00034766753973427243+0.00031638976979464863j),(1.672999609087442e-10+1.78891416573102e-10j),(1.4499636412595426e-07+6.889866771704818e-08j)
1.79,(-1.1615182968100104e-10-6.054237114579934e-10j),(-0.0004303492331793036-0.0006981154226600331j),(-3.3400238902807934e-07+1.9823315326017948e-07j),(-0.0002894484573757929+0.0002842629142731372j),(-2.4077263258718675e-11+3.190665777000018e-10j),(1.057977095505814e-06-4.894400098350789e-08j)
1.8,(-4.3529474303470065e-10-2.1139516288420588e-10j),(-0.0005529358796316245-0.0007114629483536219j),(-4.037388052038449e-07+3.949720240128839e-08j),(-0.000238929141262591+0.00025229583702931525j),(-2.7235864466892617e-10+1.6785471322248196e-10j),(6.840138992069158e-07-2.2144230132585269e-07j)
1.81,(1.0053375564750568e-11-3.090405397398516e-11j),(-0.0006902689473691065-0.0007123250359876538j),(-4.0397768399431716e-07-1.4894322299470782e-07j),(-0.00019526002096081945+0.00022235685997693683j),(-2.0196110844886652e-10-1.0706925106947308e-10j),(2.1723869247984964e-07-3.121826406683939e-07j)
1.82,(2.881188354927974e-10-4.749257664483282e-11j),(-0.0008425842228290337-0.00069593841704002j),(-3.21892144232004e-07-3.3686287258331067e-07j),(-0.00015758156613202346+0.00019385337061192745j),(4.83317937598009e-11-2.1073899771628283e-10j),(5.052509632658029e-08+1.5999183324254238e-07j)
1.83,(1.4051625388691388e-10-3.636092329588913e-10j),(-0.0010095336629665104-0.0006581312402098075j),(-1.5636394100596082e-07-4.881126916818264e-07j),(-0.00012520538710752808+0.00016692017683257173j),(2.2520793935792433e-10-1.0718015348600861e-10j),(9.899997895107247e-08+6.834914446069628e-08j)
1.84,(-2.974935731716538e-11+5.347360704032135e-11j),(-0.0011874698629752703-0.0005944724593761729j),(8.3443289244046e-08-5.665214684050055e-07j),(-9.867406032112396e-05+0.00014177197042349117j),(1.4317327641982708e-10+1.3843219262899608e-10j),(2.6319882682363226e-08+1.0622590740890107e-08j)
1.85,(-1.0747732287841396e-11+3.0052385875857803e-10j),(-0.0013756867860086866-0.0005017264847860836j),(3.6974443452111226e-07-5.383049357735264e-07j),(-7.675420810493348e-05+0.00011917448197499805j),(-1.0634917813050762e-10+2.1397266689724107e-10j),(-6.600888830276083e-08+3.790228194118777e-08j)
1.86,(2.970870902238941e-10+2.1510822562061464e-10j),(-0.0015711708493541575-0.0003759477698242529j),(6.582014696557609e-07-3.750175101567969e-07j),(-5.877288703192554e-05+9.931531649768457e-05j),(-2.510913186058034e-10+4.7474991193720333e-11j),(-1.8413396443449648e-07+6.324716839563438e-07j)
1.87,(-1.7652135124499543e-10-1.2322971070719072e-10j),(-0.0017710611147162402-0.00021010923303158046j),(8.927749773982839e-07-6.591938001508828e-08j),(-4.386133095023737e-05+8.147374178924264e-05j),(-9.987365786761749e-11-2.196802028975874e-10j),(-6.05355869923204e-08+4.351979272743714e-07j)
1.8800000000000001,(-3.466861340353597e-10+1.0252410209457588e-10j),(-0.0019665405514769233-1.9416781525738647e-06j),(1.0025537220547876e-06+3.8344691084090225e-07j),(-3.244035514731348e-05+6.592814109150118e-05j),(1.7325600457171012e-10-2.227636301201776e-10j),(2.8440854549104454e-07-6.700078771276281e-07j)
1.8900000000000001,(-2.5365513339689835e-10+2.3469159831974827e-10j),(-0.0021528728834290392+0.00025099647250707553j),(9.12703525490549e-07+9.349901433120449e-07j),(-2.3616030160077695e-05+5.275929620321893e-05j),(2.7206218032544256e-10+1.0292158764034668e-11j),(1.2026179929567195e-08-6.309368318856759e-07j)
1.9000000000000001,(4.494734799287112e-10-3.327128022696914e-10j),(-0.0023239953979544243+0.000549008471967362j),(5.592855594753088e-07+1.5205066620473046e-06j),(-1.6847228093866792e-05+4.21616028077828e-05j),(6.320096600094697e-11+3.5112216917513515e-10j),(-1.5330067656874008e-07-1.9719049854692572e-07j)
1.9100000000000001,(2.1269305491950445e-11-3.4248856190538425e-10j),(-0.002470100704043957+0.0009020851349462111j),(-1.124308369302854e-07+2.020081723280215e-06j),(-1.1570904579832737e-05+3.2769791766470405e-05j),(-2.9107853279345284e-10+2.1709811919800348e-10j),(1.6681003198378054e-07+6.815950977225871e-08j)
1.92,(3.552428031876577e-11+1.6376336643790466e-10j),(-0.002578536221423265+0.0013054694784711538j),(-1.116471453582455e-06+2.2987597909360607e-06j),(-7.941714752409576e-06+2.5056629318669983e-05j),(-3.0260170596620617e-10-2.1680855490338797e-10j),(8.278754977995764e-08-3.41513034578399e-08j)
