t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
1.06,(0.8209472452336875-1.2603738667796747j),(-0.830835279441731-2.4733597409293573j),(-0.8168959875267504-1.0101091672285731j),(-1.192385878265034+0.7889881281091722j),(-1.459417937823611+0.06529380563329076j),(0.8209472452336875-1.2603738667796747j)
1.07,(0.8421584195013716-1.2947865109764576j),(-0.9280457551682123-2.553646792049672j),(-0.846641873525376-1.025447829149254j),(-1.160339324443565+0.7929360204057976j),(-1.4555645964694168+0.0914832699408139j),(0.8421584195013716-1.2947865109764576j)
1.08,(0.8639126799833001-1.3302237747889398j),(-1.035493185518339-2.634054776541004j),(-0.8779121260183866-1.039794659785792j),(-1.1293603801483127+0.795259005808529j),(-1.4504927419817102+0.11719245919093026j),(0.8639126799833001-1.3302237747889398j)
1.09,(0.8861999643026748-1.3666955216339907j),(-1.153929872432577-2.7136946356355036j),(-0.9106886060784034-1.0530180943256113j),(-1.0995139295015084+0.796101819288987j),(-1.4442680194595063+0.1423214108073578j),(0.8861999643026748-1.3666955216339907j)
1.1,(0.9090061099913018-1.4042102920291666j),(-1.2840453354352537-2.7914835178620265j),(-0.9449394810288122-1.0649831763036866j),(-1.070847864029602+0.7956063427571705j),(-1.436965570849792+0.1667802505702658j),(0.9090061099913018-1.4042102920291666j)
1.11,(0.932312433315177-1.442775178542803j),(-1.4264190804501284-2.8661319439711175j),(-0.9806181513804787-1.0755530654456935j),(-1.0433947191185864+0.7939099783096515j),(-1.428668295892061+0.19049013803768733j),(0.932312433315177-1.442775178542803j)
1.12,(0.9560953077273605-1.4823957032468886j),(-1.581464175127212-2.936140719932627j),(-1.0176623587503106-1.084590794762395j),(-1.0171733553275901+0.7911443782267181j),(-1.4194650406284528+0.21338388681058543j),(0.9560953077273605-1.4823957032468886j)
1.1300000000000001,(0.9803257511773519-1.523075699208511j),(-1.7493638533782765-2.999812159903865j),(-1.05599353233229-1.0919612590995285j),(-0.9921906284658969+0.787434497562185j),(-1.4094487773779827+0.23540626553937502j),(0.9803257511773519-1.523075699208511j)
1.1400000000000001,(1.0049690331459435-1.5648171975593967j),(-1.9300050215916933-3.055279730598038j),(-1.0955164313494967-1.0975334037143385j),(-0.9684430050470972+0.7828979309237619j),(-1.3987148342175098+0.25651399836333j),(1.0049690331459435-1.5648171975593967j)
1.1500000000000001,(1.0299843138949627-1.6076203216816853j),(-2.122914170793137-3.1005592388914365j),(-1.1361191373935926-1.10118256691826j),(-0.9459180912929769+0.7776444935966693j),(-1.3873592237560954+0.2766754938307314j),(1.0299843138949627-1.6076203216816853j)
1.16,(1.0553243299488637-1.6514831900575493j),(-2.3272051460668615-3.133623190774881j),(-1.1776734431759515-1.1027929162760348j),(-0.9245960539447377+0.7717760078420978j),(-1.3754771111813011+0.2958703389177994j),(1.0553243299488637-1.6514831900575493j)
1.17,(1.0809351411711063-1.6964018293742524j),(-2.5415522322539275-3.152496304789387j),(-1.2200356727336503-1.102259904373394j),(-0.9044509196175013+0.7653862573892827j),(-1.3631614510376169+0.3140885994662096j),(1.0809351411711063-1.6964018293742524j)
1.18,(1.1067559558618743-1.7423700995819205j),(-2.764185413157575-3.1553637010094873j),(-1.2630479526444094-1.0994926589849865j),(-0.8854517463138168+0.7585610763070808j),(-1.3505018117295366+0.3313299703401181j),(1.1067559558618743-1.7423700995819205j)
1.19,(1.1327190509737621-1.7893796328015508j),(-2.9929300931989085-3.140684010598418j),(-1.3065399347920401-1.09441621484906j),(-0.8675636660961276+0.7513785421580348j),(-1.3375833969512987+0.3476028181874203j),(1.1327190509737621-1.7893796328015508j)
1.2,(1.1587498047021823-1.8374197883093228j),(-3.22527962855342-3.1072918744992455j),(-1.350330949594816-1.0869734913383593j),(-0.850748801967163+0.743909247272268j),(-1.324486264596002+0.36292315731382124j),(1.1587498047021823-1.8374197883093228j)
1.21,(1.1847668582420425-1.8864776263122653j),(-3.4584972040745474-3.0544785285309377j),(-1.3942325456692555-1.07712692300294j),(-0.8349670649086364+0.7362166258855021j),(-1.311284736483259+0.3773135953337383j),(1.1847668582420425-1.8864776263122653j)
1.22,(1.2106824223047983-1.9365379039055668j),(-3.6897452906083337-2.9820384929672175j),(-1.4380513492735358-1.0648596587427317j),(-0.820176838976404+0.7283573185964085j),(-1.298046986603685+0.3908022804427001j),(1.2106824223047983-1.9365379039055668j)
1.23,(1.2364027419720023-1.9875830974770046j),(-3.9162162470788684-2.890278282658358j),(-1.481592156357674-1.050176260216895j),(-0.8063355635297991+0.7203815590062999j),(-1.2848347915133789+0.4034218768173944j),(1.2364027419720023-1.9875830974770046j)
1.24,(1.261828730563041-2.0395934568937397j),(-4.135259810658181-2.7799862233725348j),(-1.5246611534335088-1.0331028504026831j),(-0.7934002222526203+0.7123335704500571j),(-1.2717034239215035+0.4152085891824391j),(1.261828730563041-2.0395934568937397j)
1.25,(1.28685677939571-2.092547098043395j),(-4.344480092431415-2.652376728982093j),(-1.5670691523437612-1.013686687791683j),(-0.7813277487499344+0.704251963388273j),(-1.2587016692273552+0.4262012522985906j),(1.28685677939571-2.092547098043395j)
1.26,(1.3113797456483216-2.1464201416455393j),(-4.541818230958019-2.509006752464473j),(-1.6086347195201187-0.9919951688825779j),(-0.7700753583021003+0.696170126309305j),(-1.2458719445669422+0.4364404962536234j),(1.3113797456483216-2.1464201416455393j)
1.27,(1.3352881150792983-2.201186907614106j),(-4.725609612687126-2.351673763146236j),(-1.6491870830671598-0.9681142893956152j),(-0.7596008149264502+0.6881166049058689j),(-1.233250500594539+0.44596799412398175j),(1.3352881150792983-2.201186907614106j)
1.28,(1.3584713302779847-2.256820175513409j),(-4.894590617785919-2.1823266825804586j),(-1.6885687109213439-0.9421466208782304j),(-0.7498626423183625+0.6801154658737649j),(-1.2208676875281526+0.45482579490307334j),(1.3584713302779847-2.256820175513409j)
1.29,(1.3808192686269687-2.3132915226673614j),(-5.047890980445039-2.002979023439478j),(-1.7266374696724154-0.9142088820979305j),(-0.7408202865794163+0.6721866429656652j),(-1.2087482687238629+0.4630557415848651j),(1.3808192686269687-2.3132915226673614j)
1.3,(1.4022238475342388-2.3705717520884972j),(-5.1850100140755035-1.815629727430912j),(-1.7632682950721505-0.8844292021726938j),(-0.7324342379378121+0.6643462639577267j),(-1.1969117670346483+0.4706989719306175j),(1.4022238475342388-2.3705717520884972j)
1.31,(1.4225807280764415-2.428631422428714j),(-5.305776210037978-1.6222014565784164j),(-1.7983543300360836-0.8529441836329391j),(-0.7246661179593766+0.656606957987814j),(-1.185372831307723+0.4777954976834494j),(1.4225807280764415-2.428631422428714j)
1.32,(1.441791082354484-2.4874414914674476j),(-5.410299208623276-1.4244949149625734j),(-1.8318075120886048-0.8198958780244407j),(-0.7174787380599952+0.6489781433357888j),(-1.174141612465705+0.4843838567626932j),(1.441791082354484-2.4874414914674476j)
1.33,(1.4597633849842118-2.546974083133738j),(-5.498920886712071-1.22415359751871j),(-1.8635586177329369-0.7854287843698488j),(-0.7108361344778827+0.641466296170183j),(-1.1632241406161545+0.49050083219112833j),(1.4597633849842118-2.546974083133738j)
1.34,(1.4764151855998138-2.6072033856480403j),(-5.572163954297774-1.0226470777770662j),(-1.8935567943765879-0.7496869725084486j),(-0.7047035842560182+0.6340752011096678j),(-1.1526226964826431+0.4961812311045291j),(1.4764151855998138-2.6072033856480403j)
1.35,(1.4916748173646392-2.668106685080268j),(-5.630686494167034-0.8212577565836976j),(-1.921768629814848-0.7128114201827632j),(-0.6990476062259957+0.6268061846665547j),(-1.1423361721123486+0.5014577170890079j),(1.4916748173646392-2.668106685080268j)
1.36,(1.5054829965167644-2.729665534546306j),(-5.67523809636643-0.6210831282505602j),(-1.9481768239491357-0.6749376361765819j),(-0.6938359504756351+0.6196583327741643j),(-1.132360417271868+0.5063606892183429j),(1.5054829965167644-2.729665534546306j)
1.37,(1.5177942700780327-2.791867054579626j),(-5.706622823614755-0.42303997896334744j),(-1.972778536981221-0.636193623379349j),(-0.6890375793226998+0.6126286936681011j),(-1.1226885691897914+0.5109182014602128j),(1.5177942700780327-2.791867054579626j)
1.3800000000000001,(1.528578273056126-2.8547053551657986j),(-5.725666926797713-0.22787469306575953j),(-1.9955834928440996-0.5966982168443179j),(-0.6846226424031103+0.6057124674081932j),(-1.113311364346801+0.5151559165356254j),(1.528578273056126-2.8547053551657986j)
1.3900000000000001,(1.5378207626658398-2.918183064813951j),(-5.733191844242278-0.03617763921786421j),(-2.0166119165709624-0.5565598140173731j),(-0.6805624481101852+0.5989031833054356j),(-1.1042174318635423+0.5190970888075828j),(1.5378207626658398-2.918183064813951j)
1.4000000000000001,(1.545524405050903-2.982312947185996j),(-5.729992377716141+0.15160073856663925j),(-2.0358923804210263-0.5158754983520288j),(-0.6768294332872866+0.592192866466838j),(-1.0953935687092324+0.522762571309584j),(1.545524405050903-2.982312947185996j)
1.41,(1.5517092993418207-3.0471195815233956j),(-5.716819502869527+0.3351326102826585j),(-2.053459626801393-0.4747305441794561j),(-0.6733971327751263+0.5855721945988142j),(-1.0868249974680317+0.526170842576034j),(1.5517092993418207-3.0471195815233956j)
1.42,(1.556413234176606-3.1126410796683226j),(-5.694367364855193+0.5141948008391579j),(-2.0693524273300827-0.43319828032877966j),(-0.6702401501423981+0.5790306461232672j),(-1.078495607774271+0.5293380494857077j),(1.556413234176606-3.1126410796683226j)
1.43,(1.5596916825133558-3.1789308100475764j),(-5.663264006283377+0.6886508155880346j),(-2.083611527720152-0.39134028265596765j),(-0.667334130680082+0.5725566405650623j),(-1.0703881827799455+0.5322780628623855j),(1.5596916825133558-3.1789308100475764j)
1.44,(1.5616175511138894-3.2460590976364134j),(-5.624065347064283+0.8584333410296742j),(-2.096277718360217-0.349206861160892j),(-0.6646557375118755+0.5661376720692627j),(-1.0624846121655802+0.535002543084206j),(1.5616175511138894-3.2460590976364134j)
1.45,(1.5622807109256738-3.3141148685627364j),(-5.577252054057491+1.0235272144582321j),(-2.1073900611990597-0.3068378053958616j),(-0.662182631462496+0.5597604368045612j),(-1.0547660932642466+0.5375210134292133j),(1.5622807109256738-3.3141148685627364j)
1.46,(1.5617873432230447-3.383207208417307j),(-5.523228924327055+1.1839532656494374j),(-2.1169842953120193-0.264263351926012j),(-0.659893455129308+0.5534109549082298j),(-1.047213321852185+0.5398409393255075j),(1.5617873432230447-3.383207208417307j)
1.47,(1.5602591433514401-3.453466804111231j),(-5.46232616911644+1.3397538600166734j),(-2.125091436658662-0.22150533916834625j),(-0.6577678214188525+0.5470746875294782j),(-1.0398066740804204+0.5419678120785154j),(1.5602591433514401-3.453466804111231j)
1.48,(1.5578324288997185-3.5250472397319634j),(-5.3948034897065105+1.4909771480593235j),(-2.131736582196992-0.1785785174803462j),(-0.6557863066369523+0.5407366494337471j),(-1.0325263808907892+0.5439052360145205j),(1.5578324288997185-3.5250472397319634j)
1.49,(1.5546572018519171-3.598126116629356j),(-5.320853811203077+1.6376672966939165j),(-2.136937924720436-0.1354919853876421j),(-0.6539304480583689+0.5343815175411015j),(-1.025352696086345+0.5456550183085462j),(1.5546572018519171-3.598126116629356j)
1.5,(1.550896214572315-3.672905966149598j),(-5.240611905771781+1.7798484329672228j),(-2.1407059824365593-0.09225072588200567j),(-0.6521827457493804+0.5279937356882088j),(-1.0182660590185295+0.5472172610560098j),(1.550896214572315-3.672905966149598j)
1.51,(1.5467240872540184-3.7496149192002393j),(-5.154160983667529+1.9175173322722892j),(-2.1430430462267815-0.04885721940128579j),(-0.6505266682745469+0.5215576158257559j),(-1.011247252619303+0.5485904554012035j),(1.5467240872540184-3.7496149192002393j)
1.52,(1.5423265196403324-3.8285070893325046j),(-5.061541974325496+2.050633814547768j),(-2.1439428474619606-0.005313112111337538j),(-0.6489466617883044+0.5150574357918051j),(-1.0042775572525342+0.5497715777512676j),(1.5423265196403324-3.8285070893325046j)
1.53,(1.5378996321253784-3.9098626140758497j),(-4.962759647293747+2.1791178551146397j),(-2.143390449897096+0.03837908078752264j),(-0.6474281618942824+0.5084775337365287j),(-0.9973389005919324+0.5507561882812098j),(1.5378996321253784-3.9098626140758497j)
1.54,(1.5336494662642703-3.9939872126381917j),(-4.8578115563703275+2.302821395052029j),(-2.1413623701908153+0.08221425696620702j),(-0.6459576075520765+0.5018023992149699j),(-0.9904140034591469+0.5515385320727115j),(1.5336494662642703-3.9939872126381917j)
1.55,(1.529791647235287-4.081211294169143j),(-4.746679074897077+2.4215531482278037j),(-2.1378269326286667+0.12618301541835455j),(-0.6445224562246322+0.49501676091181207j),(-0.9834865212818595+0.5521116433256889j),(1.529791647235287-4.081211294169143j)
1.56,(1.526551195740799-4.171888590069175j),(-4.6293548342410435+2.5350576715447692j),(-2.132744864295608+0.1702699750200926j),(-0.643111199391416+0.4881056709154454j),(-0.9765411805644787+0.5524674531355519j),(1.526551195740799-4.171888590069175j)
1.57,(1.5241624925971273-4.266393741949288j),(-4.505853859136784+2.643020077127274j),(-2.1260701368609283+0.21445215002679474j),(-0.6417133775051984+0.4810545854177713j),(-0.9695639095103802+0.5525969013396879j),(1.5241624925971273-4.266393741949288j)
1.58,(1.5228693235653705-4.3651190136178855j),(-4.376225148666355+2.7450706392290716j),(-2.1177510599363334+0.2586974134510921j),(-0.6403195934453718+0.47384944168103266j),(-0.9625419617017956+0.5524900529031541j),(1.5228693235653705-4.3651190136178855j)
1.59,(1.5229249395954711-4.468469846067161j),(-4.240572131732621+2.8407851147633627j),(-2.1077316283015017+0.3029630839405231j),(-0.6389215235197405+0.46647673108347804j),(-0.9554640315388683+0.5521362192359224j),(1.5229249395954711-4.468469846067161j)
1.6,(1.5245920106130637-4.576859295984694j),(-4.099069416120191+2.9296926629199844j),(-2.095953120870179+0.34719467660909165j),(-0.6375119250906853+0.45892356803187256j),(-0.9483203599706518+0.5515240847132831j),(1.5245920106130637-4.576859295984694j)
1.61,(1.5281422730206904-4.690699890484578j),(-3.9519697271573726+3.0112915448590187j),(-2.0823559428870677+0.3913248627702979j),(-0.6360846399509175+0.4511777545108692j),(-0.9411028289253+0.5506418385095148j),(1.5281422730206904-4.690699890484578j)
1.62,(1.5338558913418023-4.810394563860059j),(-3.799624983047952+3.08505900158533j),(-2.066881694416263+0.43527268706824385j),(-0.6346345926484225+0.443227840027276j),(-0.933805042771395+0.5494773116565322j),(1.5338558913418023-4.810394563860059j)
1.6300000000000001,(1.5420200264133952-4.936325307799993j),(-3.64248954900835+3.1504726226870248j),(-2.049475437782781+0.47894309243058836j),(-0.6331577830585686+0.43506317670158023j),(-0.9264223951234897+0.5480181190094974j),(1.5420200264133952-4.936325307799993j)
1.6400000000000001,(1.5529266639100552-5.068839336193222j),(-3.4811316990988708+3.2070291426448243j),(-2.03008812453996+0.5222268028580722j),(-0.6316512726218501+0.42667396926007606j),(-0.9189521193475716+0.5462518055476759j),(1.5529266639100552-5.068839336193222j)
1.6500000000000001,(1.56686924433096-5.208233704037482j),(-3.3162315919834136+3.2542686949036677j),(-2.0086791292721093+0.5650006106255757j),(-0.6301131638056031+0.4180513196889741j),(-0.9113933212297602+0.5441659961702051j),(1.56686924433096-5.208233704037482j)
1.6600000000000001,(1.5841382137601951-5.354738966730141j),(-3.1485799724459542+3.291798443853217j),(-1.9852188238718373+0.6071281074015017j),(-0.6285425725037987+0.4091872663272988j),(-0.9037469924456458+0.5417485478735325j),(1.5841382137601951-5.354738966730141j)
1.67,(1.605015106683826-5.508501626770396j),(-2.9790669507768195+3.319316823207483j),(-1.959691112867759+0.6484608876837809j),(-0.6269395932564303+0.4000748171985035j),(-0.896016003707395+0.5389877029319368j),(1.605015106683826-5.508501626770396j)
1.68,(1.6297654269686939-5.669567680927756j),(-2.808666657959362+3.336635388358404j),(-1.932095839138201+0.6888402376737501j),(-0.6253052573442995+0.39070797741169705j),(-0.8882050767676176+0.5358722414573273j),(1.6297654269686939-5.669567680927756j)
1.69,(1.6586305433357424-5.837868486776375j),(-2.6384140279026718+3.3436976556179743j),(-1.9024509612722484+0.7280993035094043j),(-0.6236414839909094+0.38108177050215747j),(-0.8803207348166813+0.5323916315022219j),(1.6586305433357424-5.837868486776375j)
1.7,(1.6918190396152608-6.013210520537638j),(-2.4693774938467925+3.3405919414957945j),(-1.8707944002776384+0.7660657103455336j),(-0.6219510250752355+0.37119225362710945j),(-0.8723712312145366+0.5285361747026698j),(1.6918190396152608-6.013210520537638j)
1.71,(1.7294982257787053-6.195270867748248j),(-2.302630027910341+3.32755791840431j),(-1.8371854554837717+0.802564579259849j),(-0.6202374039218765+0.36103652658602736j),(-0.8643664569373244+0.5242971453469695j),(1.7294982257787053-6.195270867748248j)
1.72,(1.7717866958844493-6.383600017321733j),(-2.139211564924312+3.304985280342427j),(-1.801705698221889+0.8374218639832856j),(-0.6185048488831756+0.350612734694084j),(-0.8563178275788489+0.519666920710378j),(1.7717866958844493-6.383600017321733j)
1.73,(1.8187484960051044-6.577631343133309j),(-1.9801043725307892+3.27340516346517j),(-1.7644592675650042+0.8704679059482896j),(-0.6167582225565038+0.3399200656016192j),(-0.8482381512113707+0.5146391005220842j),(1.8187484960051044-6.577631343133309j)
1.74,(1.8703897526022792-6.7766977841280145j),(-1.8261950813767291+3.233472810582303j),(-1.7255725148251289+0.9015410862495248j),(-0.6150029475847515+0.3289587402201338j),(-0.8401414788618475+0.50920861353179j),(1.8703897526022792-6.7766977841280145j)
1.75,(1.9266585183684228-6.9800555957994685j),(-1.6782620627550662+3.1859474978682027j),(-1.685192971671852+0.930491438903102j),(-0.6132449300657923+0.3177299979845423j),(-0.8320429397811806+0.5033718093190194j),(1.9266585183684228-6.9800555957994685j)
1.76,(1.9874467882634888-7.186908917637737j),(-1.5369468465220415+3.1316635558343533j),(-1.6434876489882675+0.9571840830581342j),(-0.6114904816448152+0.306236076750255j),(-0.8239585640581768+0.4971265337347442j),(1.9874467882634888-7.186908917637737j)
1.77,(2.05259606904334-7.396439051005632j),(-1.4027504203961603+3.0715033808034358j),(-1.600640707658697+0.9815023337891111j),(-0.6097462413806185+0.2944801876899572j),(-0.8159050954412976+0.49047218667442777j),(2.05259606904334-7.396439051005632j)
1.78,(2.1219038724975205-7.607828712019042j),(-1.2760305774311507+3.0063693635532953j),(-1.5568505757427318+1.003350362248608j),(-0.6080190984629946+0.2824664856165341j),(-0.8078997974666475+0.48340976124311613j),(2.1219038724975205-7.607828712019042j)
1.79,(2.1951324634546574-7.820286590432502j),(-1.1570048849701302+2.9371572866956224j),(-1.5123266161855349+1.0226552958717263j),(-0.6063161168141271+0.2702000352132941j),(-0.7999602561400445+0.47594186377301084j),(2.1951324634546574-7.820286590432502j)
1.8,(2.272017161571048-8.033064482628957j),(-1.045760609178631+2.864733570111532j),(-1.4672854728184146+1.0393686766910109j),(-0.604644462534447+0.257686773698465j),(-0.7921041824780585+0.4680727145761912j),(2.272017161571048-8.033064482628957j)
1.81,(2.3522749034337793-8.245471049338445j),(-0.9422683557735718+2.7899166463711795j),(-1.421947237918413+1.0534672285631732j),(-0.6030113350556121+0.24493347048607905j),(-0.7843492181753913+0.45980812974288787j),(2.3522749034337793-8.245471049338445j)
1.82,(2.43561193930911-8.456880233258662j),(-0.8463984166511875+2.7134630996735916j),(-1.3765315907976645+1.0649529196024285j),(-0.6014239027439382+0.23194768442835703j),(-0.7767127475358319+0.4511554847118174j),(2.43561193930911-8.456880233258662j)
1.83,(2.5217302364578096-8.666734706384158j),(-0.7579382951381602+2.6360584475236988j),(-1.3312540534756425+1.0738523414968046j),(-0.5998892435611003+0.21873771923443835j),(-0.769211718587292+0.44212366072723724j),(2.5217302364578096-8.666734706384158j)
1.84,(2.610332601140863-8.874545701951146j),(-0.6766102120951372+2.5583121587951556j),(-1.2863224970746006+1.0802154598872376j),(-0.5984142912400231+0.20531257765613706j),(-0.7618624760077516+0.4327229756429519j),(2.610332601140863-8.874545701951146j)
1.85,(2.7011273196654786-9.079891709191566j),(-0.6020876758654748+2.4807562860288037j),(-1.2419340126164051+1.0841138172566591j),(-0.5970057872775716+0.19168191501314993j),(-0.7546806081310479+0.42296510082432254j),(2.7011273196654786-9.079891709191566j)
1.86,(2.7938321755974824-9.282416751644647j),(-0.5340104897114535+2.4038469892800727j),(-1.1982722344406445+1.085638290095675j),(-0.5956702388869014+0.17785599259815885j),(-0.7476808098943243+0.41286296612626755j),(2.7938321755974824-9.282416751644647j)
1.87,(2.888173881095452-9.481818539637878j),(-0.4719978349847902+2.327968220321578j),(-1.155505175894566+1.0848965145547538j),(-0.5944138828959276+0.16384563145742714j),(-0.7408767631490295+0.4024306550825447j),(2.888173881095452-9.481818539637878j)
1.8800000000000001,(2.98389083834151-9.677846533659894j),(-0.4156592864180371+2.253436891610062j),(-1.113783607689236+1.0820100992374955j),(-0.5932426554287968+0.1496621669861968j),(-0.7342810353015385+0.39168329252702416j),(2.98389083834151-9.677846533659894j)
1.8900000000000001,(3.0807335653050063-9.870295348076588j),(-0.36460378022599504+2.180508947636798j),(-1.0732399815740497+1.07711174083691j),(-0.5921621670685878+0.1353174047123499j),(-0.727904996794348+0.38063692688235756j),(3.0807335653050063-9.870295348076588j)
1.9000000000000001,(3.1784651209792694-10.058999495030237j),(-0.3184466680196591+2.109385865445936j),(-1.0339878775305993+1.070342349132643j),(-0.5911776830753743+0.12082357756872758j),(-0.7217587574997956+0.3693084092996388j),(3.1784651209792694-10.058999495030237j)
1.9100000000000001,(3.276860909089718-10.243827873730051j),(-0.27681505708239357+2.04022122062638j),(-0.9961219327617444+1.0618482739768398j),(-0.5902941081275092+0.10619330487683454j),(-0.7158511216890284+0.3577152717212007j),(3.276860909089718-10.243827873730051j)
1.92,(3.375708317333092-10.424678879732879j),(-0.23935166982910208+1.9731270551256228j),(-0.9597181960118871+1.0517787099728089j),(-0.5895159749683281+0.0914395531851992j),(-0.7101895608708639+0.34587560577644494j),(3.375708317333092-10.424678879732879j)
1.93,(3.47480625618446-10.601476116743097j),(-0.20571746188357648+1.908179868674944j),(-0.9248348413217015+1.0402833362239998j),(-0.5888474362778723+0.07657559902717496j),(-0.7047802034770456+0.33380794421783416j),(3.47480625618446-10.601476116743097j)
1.94,(3.573964647723748-10.774164679169944j),(-0.17559322768670688+1.845426124745898j),(-0.8915131708720185+1.0275102302404338j),(-0.5882922590516626+0.061614993587997824j),(-0.6996278401082391+0.3215311463718277j),(3.573964647723748-10.774164679169944j)
1.95,(3.6730038862245142-10.942707933014754j),(-0.14868040176745329+1.784887215280443j),(-0.8597788364604821+1.013604077989827j),(-0.587853820757533+0.046571529201542644j),(-0.6947359428522789+0.30906428882867587j),(3.6730038862245142-10.942707933014754j)
1.96,(3.7717543029205767-11.107084756141845j),(-0.12470123792548926+1.7265638676924697j),(-0.8296432125400722+0.998704686996685j),(-0.5875351065578966+0.0314592075349918j),(-0.6901066970434633+0.29642656233624937j),(3.7717543029205767-11.107084756141845j)
1.97,(3.8700556533789774-11.26728718650812j),(-0.10339852119316134+1.6704400051099342j),(-0.8011048597136924+0.9829457968230076j),(-0.587338706928651+0.016292209265360832j),(-0.685741043747553+0.2836371756061393j),(3.8700556533789774-11.26728718650812j)
1.98,(3.967756635508462-11.423318421754567j),(-0.08453494090043105+1.6164860888843717j),(-0.774151025228336+0.9664541714153798j),(-0.5872668150763115+0.001084865005739755j),(-0.6816387312281097+0.2707152664936425j),(3.967756635508462-11.423318421754567j)
1.99,(4.064714438491096-11.575191112966275j),(-0.06789222883004577+1.5646619832329263j),(-0.7487591355415696+0.9493489506434925j),(-0.587321223649883-0.014148372799105306j),(-0.6777983736708464+0.25767982078396j),(4.064714438491096-11.575191112966275j)
2.0,(4.160794383527483-11.722926001189661j),(-0.05327014496595483+1.5149193872508533j),(-0.7248982447715554+0.9317412336786408j),(-0.5875033203602401-0.029392957319083472j),(-0.6742175155075435+0.24454959861049855j),(4.160794383527483-11.722926001189661j)
