N,E [H]
1,-73.93932289693993
2,-73.94411481682918
3,-73.94688065753387
4,-73.94697127024844
5,-73.94825677552413
6,-73.94878403191542
7,-73.94925412561258
8,-73.94964732633973
9,-73.94987500267513
10,-73.94987945600218
11,-73.94994989910484
12,-73.95000856993695
13,-73.95005224510963
14,-73.95012601731734
15,-73.9501885026457
16,-73.95023490149428
17,-73.95027489108432
18,-73.95039785058515
19,-73.950443268951
20,-73.95089798114358
21,-73.95093279239485
22,-73.95099561244555
23,-73.95102951082005
24,-73.95106094090153
25,-73.9511023271167
26,-73.9513389949936
27,-73.95154684033396
28,-73.9515678289076
29,-73.95160116282356
30,-73.9517474270862
31,-73.95176397344167
32,-73.95180152537483
33,-73.95195403801627
34,-73.95196035678099
35,-73.95200815440077
36,-73.9520182026216
37,-73.95206198959937
38,-73.95207784193515
39,-73.95218833645018
40,-73.95222129653116
41,-73.95226138571914
42,-73.95232300438542
43,-73.95233096820971
44,-73.95234035371098
45,-73.95234986471489
46,-73.95243152736761
47,-73.95243317290513
48,-73.95244632474406
49,-73.95247072171635
50,-73.95250277607688
51,-73.95250355611356
