N,E [H]
1,-194.90322136860976
2,-194.9084284717226
3,-194.91085416366167
4,-194.9126378834641
5,-194.91301303979884
6,-194.91333762088948
7,-194.91465591048558
8,-194.91491739565942
9,-194.9149661151023
10,-194.91513416818097
11,-194.91594760479774
12,-194.9162189118713
13,-194.91622094690007
14,-194.91635477243756
15,-194.91635774977325
16,-194.9164296536953
17,-194.9164594194824
18,-194.91658492597335
19,-194.91659852149516
20,-194.91660841915066
21,-194.91662488755455
22,-194.91663071808574
23,-194.91669822851605
24,-194.91670597786543
25,-194.91677875000076
26,-194.91692003704551
27,-194.91692810609538
28,-194.91692977487273
29,-194.9169638868357
30,-194.91698290631027
31,-194.917052123112
32,-194.9170686063124
33,-194.917165606839
34,-194.91718113708512
35,-194.91719471483182
36,-194.91720667898738
37,-194.91722670826871
38,-194.91723462004194
39,-194.9172368915442
40,-194.91729684006052
41,-194.91729862333005
42,-194.91729917331187
43,-194.91730940979662
44,-194.9173127394863
45,-194.9173147671684
46,-194.9173184627284
47,-194.9173219074271
48,-194.9173241639067
49,-194.91733678358028
50,-194.91734690259455
51,-194.9173485219012
