N,E [H]
1,-15.55235291536523
2,-15.555080838618883
3,-15.559187439885688
4,-15.56073349127937
5,-15.56350612689409
6,-15.564341808340465
7,-15.565340170139375
8,-15.566050790957735
9,-15.566894743624296
10,-15.569131650792283
11,-15.569453925354543
12,-15.570484166397122
13,-15.570944382404598
14,-15.571893159124084
15,-15.572781772179093
16,-15.57306723890143
17,-15.57367109008204
18,-15.573921846167659
19,-15.57479851374839
20,-15.575076636600881
21,-15.575585570080593
22,-15.575994416522636
23,-15.576004890597194
24,-15.576247633989015
25,-15.576309462955496
26,-15.576656327287038
27,-15.577488730034432
28,-15.5777585350646
29,-15.57791944300492
30,-15.578190707102658
31,-15.57863754680578
32,-15.57872922234749
33,-15.57900938964363
34,-15.579293102385943
35,-15.579410575585818
36,-15.579474263218012
37,-15.57954164910152
38,-15.579779519080343
39,-15.579981146484887
40,-15.580219811775441
41,-15.580314333207893
42,-15.580378557171256
43,-15.580565256314387
44,-15.580694029195621
45,-15.580858318413673
46,-15.580985749578339
47,-15.581091100931108
48,-15.58125607389273
49,-15.581344209150295
50,-15.581481156047376
51,-15.581577887628585
