N,E [H]
1,-195.91269764508047
2,-196.0185554377961
3,-196.0199999394995
4,-196.02573010329556
5,-196.02743978979848
6,-196.02760362056077
7,-196.0279863416877
8,-196.02824695973266
9,-196.02834928694972
10,-196.0288039571522
11,-196.02952372481897
12,-196.02965740541575
13,-196.03007855103414
14,-196.03045939604849
15,-196.03052373381786
16,-196.03059045120884
17,-196.03076558593497
18,-196.0312854002629
19,-196.03149687391152
20,-196.0317207200452
21,-196.03173881235318
22,-196.03174679442873
23,-196.0318079730858
24,-196.03206121609006
25,-196.03229646341936
26,-196.03235986800036
27,-196.03236508123325
28,-196.03244482728735
29,-196.032503267937
30,-196.0325169574258
31,-196.0325601767518
32,-196.03256215002074
33,-196.03256803432987
34,-196.03259683101643
35,-196.0326038190465
36,-196.03262035879024
37,-196.03262739098565
38,-196.0326467837552
39,-196.03264800569477
40,-196.03264899199579
41,-196.0326855711724
42,-196.0326871378363
43,-196.0326949890001
44,-196.03269524324216
45,-196.03269542015312
46,-196.03269828298428
47,-196.03270466733426
48,-196.0327060472901
49,-196.0327075004948
50,-196.03271254679166
51,-196.03271401851885
