N,E [H]
1,-14.48873670656302
2,-14.51664640164806
3,-14.531760942850608
4,-14.534492297016376
5,-14.535934101729081
6,-14.535971542187376
7,-14.538412992265226
8,-14.538414281919218
9,-14.539638844109534
10,-14.53971205205443
11,-14.539733738341095
12,-14.539983886142844
13,-14.540287901112357
14,-14.540428447724045
15,-14.540526991174925
16,-14.540664911611366
17,-14.540737401576326
18,-14.540814214352666
19,-14.540850080714721
20,-14.540881336208273
21,-14.54092111639973
22,-14.540992334465697
23,-14.541023039844644
24,-14.541057644365125
25,-14.541095049005873
26,-14.541127480413769
27,-14.541142070262651
28,-14.541153805957611
29,-14.541156028900875
30,-14.541166706457973
31,-14.541172002700787
32,-14.54117786965832
33,-14.541183651449801
34,-14.541187361750836
35,-14.541197071097333
36,-14.541199314618938
37,-14.541208639532682
38,-14.541216740822875
39,-14.5412451596062
40,-14.541253171584907
41,-14.541277044308815
42,-14.541279004664318
43,-14.541286046971155
44,-14.541297813472081
45,-14.541298720674854
46,-14.541301847619998
47,-14.541302305114785
48,-14.541315756698895
49,-14.541321097757963
50,-14.54132740137864
51,-14.541332797037924
