N,E [H]
1,-195.84966152608618
2,-195.85304538518025
3,-195.856128360074
4,-195.85626954853737
5,-195.858661672579
6,-195.85921430156796
7,-195.99473753633367
8,-195.9951156964595
9,-195.9995632238046
10,-195.99968795738158
11,-196.0000471806709
12,-196.0001144394715
13,-196.00048142447685
14,-196.0012975555806
15,-196.00138093115342
16,-196.00323638864404
17,-196.00553969354124
18,-196.00675291551025
19,-196.00737369082108
20,-196.00803673309278
21,-196.00849067441203
22,-196.00867584539387
23,-196.00888483010968
24,-196.00969770251825
25,-196.01094639590247
26,-196.0109728156393
27,-196.01098019571592
28,-196.01130148793152
29,-196.01135663392427
30,-196.01136121992965
31,-196.01137303284307
32,-196.0114002897783
33,-196.01142901577236
34,-196.01142962500396
35,-196.0114457103161
36,-196.01146391003144
37,-196.0114831936926
38,-196.01152481528868
39,-196.01152981649125
40,-196.0115308432704
41,-196.0115853005549
42,-196.01162880904562
43,-196.01165983454766
44,-196.01166538600071
45,-196.01167261962053
46,-196.01171648347088
47,-196.01172019488823
48,-196.01175316815502
49,-196.01175902016357
50,-196.01176010774648
51,-196.01176926937427
