N,E [H]
1,-107.46682834300745
2,-107.48616610248266
3,-107.48625517198707
4,-107.48628168114506
5,-107.49192792035248
6,-107.49201631723905
7,-107.49228444571327
8,-107.49395035280652
9,-107.49651162578215
10,-107.49915048147999
11,-107.50013852733812
12,-107.50014806763319
13,-107.50099339498763
14,-107.50101301147411
15,-107.5010149745922
16,-107.50293825664181
17,-107.50295048877373
18,-107.50394164549957
19,-107.50404896080362
20,-107.50457063582719
21,-107.50487425597142
22,-107.50555319877189
23,-107.5055779117636
24,-107.5056771680579
25,-107.50632850376398
26,-107.50840147742488
27,-107.50843452260764
28,-107.5084345331371
29,-107.50892525836247
30,-107.5089257039081
31,-107.50896677373025
32,-107.50918409762168
33,-107.50934841897737
34,-107.51018524398788
35,-107.51063885758256
36,-107.51148819798283
37,-107.5125650625574
38,-107.51332486992494
39,-107.51347491124494
40,-107.5134753110152
41,-107.51352686156582
42,-107.51355648558192
43,-107.51739696285878
44,-107.51740374318368
45,-107.51784982558107
46,-107.51785823084248
47,-107.51816964173382
48,-107.51844672954428
49,-107.51848412075542
50,-107.51849108040993
51,-107.52181357210584
52,-107.52182430736094
53,-107.52187849459465
54,-107.5218945215226
55,-107.5218984206459
56,-107.52246947115783
57,-107.52249448404133
58,-107.52249798488309
59,-107.52291681720804
60,-107.52298530713564
61,-107.52298764709553
62,-107.52298829295681
63,-107.5235340192668
64,-107.52361823498042
65,-107.5249732468671
66,-107.52509524348399
67,-107.52522883748213
68,-107.52527772329445
69,-107.52547456112335
70,-107.52732239484007
71,-107.52738164901758
72,-107.5273831609529
73,-107.52745250004563
74,-107.52766050627321
75,-107.52766067840305
76,-107.52766176308256
77,-107.52768568571082
78,-107.52769817223053
79,-107.52770333777691
80,-107.52770955217647
81,-107.52771234276263
82,-107.52771852300859
83,-107.52799649233324
84,-107.52811491927359
85,-107.52817641249366
86,-107.5296462943612
87,-107.52964677524243
88,-107.52976541368342
89,-107.52976624596735
90,-107.52990808423729
91,-107.52991445277821
92,-107.52992023244838
93,-107.52993708605304
94,-107.530290438084
95,-107.53029823676245
96,-107.53041560599381
97,-107.53042830138146
98,-107.53052679216174
99,-107.53054076599281
100,-107.5306270000745
101,-107.53062754273809
