N,E [H]
1,-15.553695056943868
2,-15.555710210626227
3,-15.559115606070279
4,-15.560279410570008
5,-15.562248891235544
6,-15.563070987663847
7,-15.564118725270776
8,-15.564781081102547
9,-15.565424747306126
10,-15.56709745280047
11,-15.56737095714386
12,-15.568245195603037
13,-15.568623940097693
14,-15.56935205371194
15,-15.569968029485718
16,-15.570176180087763
17,-15.570825138973966
18,-15.571031834861577
19,-15.57166934561154
20,-15.571874292685726
21,-15.57233550176557
22,-15.572778398387689
23,-15.572790736578723
24,-15.573000398325275
25,-15.573049537237765
26,-15.573510893160377
27,-15.574063388221495
28,-15.574237675171808
29,-15.57437477359138
30,-15.574685646645895
31,-15.57502172434487
32,-15.575087346521794
33,-15.575296616573594
34,-15.575486394055229
35,-15.575581774553957
36,-15.575639641729257
37,-15.575699014297518
38,-15.575892193700875
39,-15.576080123336284
40,-15.57625361890371
41,-15.576332599269278
42,-15.576381047699725
43,-15.576507624591411
44,-15.576602478758662
45,-15.576764550314307
46,-15.576853942080572
47,-15.576973882622474
48,-15.577103502356577
49,-15.577184451732668
50,-15.577322580751035
51,-15.577418593292093
