N,E [H]
1,-14.619961334087712
2,-14.626341818982189
3,-14.637795937131814
4,-14.646050296516027
5,-14.647468616352569
6,-14.64903991496903
7,-14.649998470251832
8,-14.65041754263696
9,-14.650627306880533
10,-14.650945865107907
11,-14.65145462224872
12,-14.651714894768183
13,-14.651926505221773
14,-14.65193249073972
15,-14.652138884417804
16,-14.652234394125548
17,-14.652362850696537
18,-14.652680399919259
19,-14.652791506951559
20,-14.652931268668656
21,-14.65298219398297
22,-14.653056311721564
23,-14.65312652954399
24,-14.653127789185499
25,-14.65314776581759
26,-14.653156793019404
27,-14.6531788132693
28,-14.65318844428825
29,-14.65319904538272
30,-14.65320546249669
31,-14.65322172651976
32,-14.65322493706548
33,-14.653241604684617
34,-14.653248785825692
35,-14.653253014981138
36,-14.65326040914373
37,-14.653268488549244
38,-14.653270882627002
39,-14.653271608151233
40,-14.653277396350498
41,-14.65328384548547
42,-14.653287567425004
43,-14.653291047579119
44,-14.65329136454734
45,-14.653295403911782
46,-14.65330065343348
47,-14.653307264441274
48,-14.653311484130239
49,-14.653317760422643
50,-14.653322740599904
51,-14.653325472122416
