t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
1.67,(-488.68206965999167+306.1033974748749j),(146.238633766832+174.32340442337423j),(4207.554064875536-3738.0391317139615j),(-2.436512410865709e-05+8.329207065377787e-05j),(0.038024372563102274+0.012232856742510213j),(-0.045304928279880266+0.15736454026461685j),(0.031803542967745194+0.004318239588134812j),(-33.48450444899889-13.468524098272347j),(-257.74562301221914-87.76349667435119j),(0.11932688123509066+0.5542440185103183j),(-6.36748839173043+3.925897831172537j),(1833.4350105625938-2641.85256472465j),(-5317.873072706643+5987.445019868447j),(-84.00695325767785+10.384238832659342j),(-0.042233184510980806-0.21940771647417065j)
1.68,(-488.68794210848233+304.28437667175325j),(162.6359550608995+184.02756606359662j),(4204.086781739546-3815.7461217521914j),(-3.067656387572263e-05+0.00012609619541448634j),(0.040858501037438814+0.012942615273442773j),(-0.06044354438016922+0.1529193854075381j),(0.034183951799266775+0.004309424119576702j),(-34.656283292910366-11.094984317817191j),(-265.37008559588384-72.3664293574096j),(0.13710816809210102+0.6129452154012649j),(-6.485533098380792+4.326747147984025j),(1795.5315899842217-2769.322121766325j),(-5282.278037882558+6160.355790158878j),(-84.923402212549+15.437817963948792j),(-0.057367679630311336-0.20740287361891327j)
1.69,(-487.6173284797942+305.17801473165144j),(182.43081978952543+192.4350579548237j),(4176.4474612624035-3902.5619107017487j),(-3.6376192577087095e-05+0.00017554699017454487j),(0.044140849679690446+0.013446016258329592j),(-0.07191735250768516+0.14826060485207j),(0.03688616546736874+0.004039231741639685j),(-35.35632209814417-8.150265466586886j),(-271.0633947008433-52.7190635414606j),(0.16183391482273948+0.6778456133022238j),(-6.535502489296443+4.829791791408538j),(1723.4454012648955-2906.0247113009227j),(-5195.2781403024765+6346.342140728097j),(-85.05778466578184+21.675309159063815j),(-0.07441789706417676-0.1914757178838798j)
1.7,(-483.3348343986955+304.94113948156337j),(206.4624423238662+198.8494485610306j),(4117.718517580037-4002.5281705801526j),(-4.149192474728647e-05+0.00023387096818540615j),(0.04805817497225547+0.013883567338244538j),(-0.08089525901745462+0.14195817624076884j),(0.04007143341598308+0.003464139225568629j),(-35.44540116647787-4.554967544965405j),(-274.2407336136819-28.016939861399454j),(0.19566496908561823+0.7509983928486197j),(-6.503820799067789+5.462641890955849j),(1608.30163933853-3053.9413644475753j),(-5042.845701559863+6551.423542980482j),(-84.23581430723749+29.33601777150587j),(-0.09350652366874185-0.17120136490133853j)
1.71,(-484.0648939542538+306.6454685083205j),(235.14781889476183+202.45688580894156j),(4021.5567381803035-4106.809072656968j),(-4.32775544222302e-05+0.0003022640006829066j),(0.05270263256055987+0.014344985596873711j),(-0.09663713435645423+0.12830830806314913j),(0.04384949578146834+0.0026023001800285824j),(-34.56856140813126-0.26626371183898456j),(-273.22152170895913+2.510722569975859j),(0.23988156424350485+0.8350362531192365j),(-6.364328352635402+6.244851939445975j),(1441.064717866495-3205.6208644512435j),(-4812.167566662701+6757.790436317808j),(-82.06804763854477+38.54793938749459j),(-0.11442048419766425-0.14551701622243302j)
1.72,(-479.00259159360564+305.44777873493547j),(270.1723835054397+203.05570487964556j),(3891.73704248159-4221.106203755807j),(-4.048667514172552e-05+0.00037917208452819076j),(0.0583563478488626+0.014708178622542183j),(-0.12300577798823609+0.10845758438206979j),(0.04837872385792936+0.0014396377532429898j),(-32.613620696835746+4.739896661762735j),(-267.75683138873114+39.183381036665j),(0.2976581216431311+0.9348641375849815j),(-6.12583064128131+7.217636773830556j),(1218.9368000371367-3368.283617714238j),(-4505.90439290827+6980.606617451906j),(-78.59895999860223+49.570802707861j),(-0.1372237581926011-0.11477984143458031j)
1.73,(-484.6784281364103+307.0093990811644j),(312.06395478088393+199.53981526939862j),(3720.74601584781-4340.909263571925j),(-2.751042233026104e-05+0.0004722876415587383j),(0.06503685372358704+0.01544741834193024j),(-0.13396509816773225+0.061092862290006225j),(0.053898736529292245+0.0001011030942747105j),(-29.15543197427336+10.480243726978834j),(-255.9157958070453+82.6743414749066j),(0.37110194613328923+1.0544556585225626j),(-5.7660068568160225+8.411764545699342j),(930.7437599095198-3535.1001269410704j),(-4108.238741971501+7205.3669239361725j),(-73.42505653378804+62.624918546913534j),(-0.16173094267333504-0.07810422434165668j)
1.74,(-485.36336622703794+305.64878505022057j),(361.8984961252879+191.88099954736265j),(3517.435258970317-4460.906158441993j),(-1.6144020383002384e-05+0.0005754063307484731j),(0.07321201636613235+0.016650621727681142j),(-0.17832365993459026+0.07667556673420492j),(0.06061810651752603-0.001363530706293225j),(-23.923940605878574+16.76210603400093j),(-236.8055428419862+132.53119153699316j),(0.46065360994988197+1.1995689509510965j),(-5.302010104987179+9.85203862603217j),(579.0099885336517-3705.693166335685j),(-3633.7227550090065+7429.957469594697j),(-66.53500408944006+77.76693092520655j),(-0.1874607742568701-0.03591652833652828j)
1.75,(-484.14753086233213+305.03568158025166j),(422.4918294246813+177.7044496424608j),(3252.1782718003487-4592.607639723198j),(5.559515216892274e-07+0.0006947350747641055j),(0.08261612014061342+0.018382356187242183j),(-0.20494837015017445+0.03850151262371498j),(0.06870799234852377-0.002775946242220081j),(-16.330860769331643+23.944656837706304j),(-208.4831712781304+191.85960187302265j),(0.5722020919087255+1.376929065018032j),(-4.707525752199645+11.63979737895929j),(131.39357609835372-3886.2291160974805j),(-3027.5831076146096+7668.632942115945j),(-57.494280014933125+95.99285332927796j),(-0.21603207592330279+0.012722856109316416j)
1.76,(-489.1548895064104+300.4292337665634j),(495.15380840954947+156.9752715144447j),(2934.913709593052-4728.668381607005j),(2.5515443635349582e-05+0.0008352854674308754j),(0.09402147202428218+0.021441118239393427j),(-0.30518643270131796-0.001994126108784593j),(0.07856692614463533-0.0039076423205905075j),(-5.905261746555304+31.96348763549294j),(-169.87165385303376+260.95972518386077j),(0.7035616006732969+1.5956722500942886j),(-4.032237724224856+13.81204444387419j),(-412.2557634994887-4076.370070035963j),(-2298.859036011564+7912.556415354484j),(-46.451125838129016+117.53889988015453j),(-0.24761622959430654+0.06681792762622109j)
1.77,(-486.55203980503967+302.3866705201787j),(583.4526048032471+130.86627031759735j),(2566.755610456295-4882.922395305815j),(4.798897930692999e-05+0.0009949353382452065j),(0.10688525406563551+0.026506120110078905j),(-0.3987071757823377+0.017744450756765416j),(0.09029192237723875-0.003922667919841129j),(7.669274414866731+41.11034737378742j),(-121.81879265703517+341.9058999962642j),(0.8488784907588837+1.8668950952654595j),(-3.389466535364151+16.443503800684756j),(-1055.6483829601684-4299.152083886197j),(-1450.2583186719949+8197.119926766725j),(-34.191360339520855+143.1605060338677j),(-0.2840245494370455+0.12420020368080353j)
1.78,(-488.21551973956025+304.98247354289595j),(693.6278306075886+97.79560600459457j),(2126.5789723173107-5082.490029257808j),(7.745104055497503e-05+0.0011857743046854389j),(0.12085436629879212+0.035241629747971244j),(-0.5383438265888661-0.004467235715380444j),(0.10445033454082704-0.0019016730868358868j),(25.515223636425105+52.14682150797508j),(-62.55680075529051+440.7598011321992j),(1.0116122154879603+2.2100811031334535j),(-2.8547998918577573+19.710293050612044j),(-1838.1254968759142-4581.657421817326j),(-428.34150781854794+8564.061210745547j),(-20.903985131648913+174.7820214787662j),(-0.32918719751827413+0.1853157939581919j)
1.79,(-487.8317096207227+324.5549266225427j),(835.9804546522859+64.56312732622654j),(1623.3282079778028-5405.722525935982j),(0.00011503004826171769+0.0014101167855944472j),(0.13725567275502426+0.04746396030858484j),(-0.7251072977383015-0.06538179416086645j),(0.1209672504666072+0.002865780746278853j),(47.56666631552192+66.81446155808341j),(0.6331352192436679+566.00105051757j),(1.1744320217932378+2.6553212985804273j),(-2.817950284067544+23.78490654571651j),(-2764.5715240489753-5023.785910107638j),(761.3933907904207+9174.041628343142j),(-9.827136408332745+214.76829102073776j),(-0.3897626764805347+0.24431007069786145j)
1.8,(-494.9048374677286+328.6317782578068j),(1015.9411326837555+36.6139400858077j),(1081.3571371931343-5845.921090927022j),(0.00014309632756086006+0.001674458795790503j),(0.15359645824049825+0.06615447446057444j),(-0.8954836090838486-0.009156988158227422j),(0.13967858868305932+0.012581235730033976j),(75.2192032186669+86.04175204815324j),(67.33851376819403+723.282892842409j),(1.309139765931965+3.222597477551963j),(-3.5765326285614085+28.70626745053159j),(-3829.7134524052717-5658.308257976643j),(2086.8530542412554+10042.069784149739j),(-2.8199869359215013+264.39104241687875j),(-0.46926853892378145+0.29927971969817097j)
1.81,(-486.74626269146444+350.5123938059703j),(1246.4504964658556+18.12796572727768j),(445.31766436030455-6496.843859211838j),(0.00021047016517281467+0.0019250092348074978j),(0.17210255828792567+0.0898590393814095j),(-1.568510003941443+0.31008404538639023j),(0.15874665114595785+0.026745063929172756j),(109.8467434891233+112.92100511490649j),(132.4488311770921+928.1242502188394j),(1.3871333054592336+3.923401231737693j),(-5.585453583054914+34.60182067064439j),(-5085.854346803408-6591.97277066138j),(3639.5957920340675+11333.610169801781j),(-3.3495642593815145+326.95993889183546j),(-0.5759569013726108+0.34602567044215393j)
1.82,(-447.0355690169586+383.5853391535078j),(1562.999207959232+30.059136260352457j),(-335.6672817544066-7468.662495864296j),(0.0002381453441463337+0.0023225441956886547j),(0.18462504023229506+0.13526747283885737j),(-1.8262072486812038+0.25396302868316956j),(0.18148669559767824+0.05372174242222926j),(155.50919309199784+155.5873618634802j),(185.76039740570957+1221.4436792915267j),(1.3439393151828989+4.857377298987591j),(-9.978553097606119+42.06115389723097j),(-6634.336062782731-8079.237907342153j),(5569.254685608829+13348.575564295807j),(-19.561147363600742+412.28223033835593j),(-0.7356614895917122+0.3800535138881646j)
1.83,(-408.3832176135769+275.6217868009216j),(1955.5928019075347+55.87860659026595j),(-1457.9236081053616-8600.043123961803j),(0.0002869869972934399+0.0027685040890204596j),(0.19110586510613706+0.18600343007757394j),(-2.725261924395901+0.2180644295140143j),(0.1991665328812398+0.08983191955138112j),(219.45529144282546+215.65385123762766j),(245.39825164614842+1614.5378959840914j),(1.0933606039223387+5.913693065596026j),(-16.838937648858824+50.695992406602656j),(-8604.152336974235-9985.642607676155j),(8187.2405739707165+15795.142675209661j),(-50.48323714963038+520.4324979112507j),(-0.9464878654039476+0.4044888124383897j)
1.84,(-394.24881975244915+213.76990772957043j),(2392.1608453057775+220.61879219053384j),(-2357.409341006054-9888.10971694131j),(0.00046439769241816357+0.0035213870822473313j),(0.1642070275081228+0.2540934835069397j),(-4.305668319279765-1.11181978267335j),(0.19879741096692638+0.14664053317272732j),(291.35819717625265+301.60809808411136j),(219.45130446661804+2102.303336558302j),(0.2647913102643408+7.003533569371665j),(-29.258546804800346+58.1112190143992j),(-10234.230201138296-12646.672149191301j),(10336.155545084472+18883.971619480246j),(-128.8190387028339+639.354441821436j),(-1.2205868880231385+0.36081430418534666j)
1.85,(-523.1764143237642+275.5443530196819j),(2907.4176534014046+622.3769755520708j),(-2694.125839568988-11706.540456185325j),(0.00036756340502444845+0.004255660203142613j),(0.0976838392637093+0.31282147458161724j),(-3.873092797558082-2.08905960589933j),(0.1653788083375372+0.22110700506666414j),(371.06030551314024+424.8864903196898j),(55.49322556606706+2731.851073564288j),(-1.345697967990099+8.150707983429786j),(-49.517294569631446+63.69433758406796j),(-11269.488054606067-16622.270173924633j),(11465.670537109083+23352.951501866646j),(-276.7076186604787+774.5949900076812j),(-1.586226426414842+0.24050557136656445j)
1.86,(-620.1146813337544+155.34515468311844j),(3517.930694143483+1401.6115278125556j),(-2193.058041146315-14248.876099584046j),(0.0003671523017087475+0.00534023149027085j),(-0.0206609890510358+0.3674226547749318j),(-3.807669071461931-3.406101923033915j),(0.08598283346881024+0.31533408809593744j),(459.76633669576466+609.9253024948654j),(-335.85397288308644+3579.4458490246593j),(-4.242327208373923+9.124218656364695j),(-81.15021768568229+65.37559443045693j),(-11326.933159659044-22597.300837123552j),(11047.08167172197+29940.19026667223j),(-531.3500716623629+928.1546996594468j),(-2.0862389964511716+0.009225825259015384j)
1.87,(-479.22209489364826+732.201828695094j),(4471.831955553865+2955.117324623118j),(-689.3360645431743-19210.931151736535j),(0.001158112238439575+0.0067873479898100265j),(-0.23700691341641408+0.46938282876998094j),(-7.9970424350001-3.0081309044637026j),(-0.05650040473145839+0.4604229073621431j),(574.0896201157367+944.2184108367765j),(-1171.6331277568188+4994.3170374979j),(-9.693303459148382+9.989945464184817j),(-136.18906624369396+63.19199771695283j),(-10221.393332366799-33389.35866043131j),(8691.990885556352+42069.323786564244j),(-998.6045810174481+1157.2175338169432j),(-2.9073371134013244-0.38458730268607433j)
1.8800000000000001,(-594.5524213228034+1140.420163993008j),(6350.42968568538+5542.183900743213j),(1147.4290321540282-29365.79588094751j),(0.0014781241002637185+0.00852235180429721j),(-0.6156969907257335+0.6029936027400135j),(-9.6725703566757-5.029192526355907j),(-0.297477768857437+0.682685257752135j),(779.9602175250665+1534.8688041570106j),(-2528.6552597792033+7515.673518325605j),(-18.55853432558834+11.19551120155603j),(-226.01056044007618+61.646242338323j),(-9717.707930915522-52728.725679718445j),(6563.610453165495+65322.50345699797j),(-1763.2702824761543+1570.710522408464j),(-4.23291486553014-0.8913278794679194j)
1.8900000000000001,(-1104.9639254475192+1443.5878451075253j),(8985.319770974977+10074.521960907021j),(5597.930838470793-43363.58140474677j),(0.002855080255607112+0.010718684174503503j),(-1.3108199874532809+0.6896589148507252j),(-18.936197374138526-4.06858535557657j),(-0.75946889916925+1.0074698108601068j),(1120.0775064270151+2461.9115703256025j),(-4705.020287662405+11391.296067948217j),(-35.03455700210253+11.448519923046428j),(-368.2820834612931+47.5898973869267j),(-6631.081920002432-82128.59219510299j),(-128.80561309647243+98480.02738036212j),(-2991.119715886153+2150.867153119401j),(-6.200967722107266-1.5898447163663958j)
1.9000000000000001,(-125.37591140318423+2884.2027973036697j),(13524.16345618234+16683.529509207245j),(9293.87278288856-64047.77731903739j),(0.005470255293846945+0.011308668507119023j),(-2.182682845127407+0.7082459243764843j),(-25.24672378371599+6.5682937150100615j),(-1.416105648356536+1.3881485794552268j),(1823.8270503972572+3848.9968857102317j),(-7365.602309664527+17553.59223480894j),(-59.21325688396391+12.08845405486198j),(-574.9089171669087+33.247901634634935j),(-6544.930979409173-125897.28516168887j),(-4293.985662203532+147807.16555434812j),(-4728.155322272851+3115.7216974351823j),(-9.021464787044241-2.237263515409465j)
1.9100000000000001,(1249.2614448302882+4891.9035084308325j),(21475.047728359204+25142.572977942877j),(8966.280811037881-99871.34617146796j),(0.00813582536748371+0.006975517383779865j),(-3.236527648243627+1.031641810829881j),(-13.112292268328373+42.147762767297685j),(-2.1465114153766462+1.7827866990881522j),(3031.082583901855+5874.185600807237j),(-10455.543168838143+26835.76220877624j),(-89.51746331464233+15.194589963017096j),(-854.1518458977555+22.95100951793939j),(-15397.150123990465-190402.7526214574j),(1958.0120905515334+226158.18914087478j),(-7046.105769305961+4602.043605020819j),(-12.674909374485217-2.743088290986266j)
1.92,(-5039.563061765299+10105.425988350673j),(25337.438748615+31962.240027190168j),(15406.886375426971-121952.81880619266j),(0.002667546356050503+0.012248719351799553j),(-3.345722190169176+0.3657325317282527j),(-11.02179483119052+37.00208412301658j),(-2.8442909706324815+1.300385908056287j),(3919.994744082227+7334.986380252327j),(-13400.146504669061+32653.671230124437j),(-104.18865464591218+7.331241349905071j),(-1026.318917575289-78.23663320147743j),(-11853.242399900686-230571.8938158918j),(-6878.711097682252+273007.5637578141j),(-8854.203048734496+5010.884819897613j),(-14.70780884006967-3.592403772838969j)
1.93,(-7004.618443042747+6933.020242795851j),(26381.535798920035+38810.05873378298j),(37448.3355454444-131995.3846916124j),(0.002242145009816394+0.012081945105574943j),(-3.323157690177639-1.0798582285237848j),(-22.989311817417146+41.23797338617191j),(-3.4633125795503985+0.4204171636587621j),(4426.628154233516+8274.0497403732j),(-16651.948570887056+35582.27473145301j),(-107.61648982697882-2.555531592215855j),(-1115.6435182070413-241.2992452486516j),(7839.302452752043-255321.78548473772j),(-43172.44205236446+298701.81490819954j),(-10300.598144185416+4588.610990940211j),(-15.645060334551918-4.65275366761467j)
1.94,(-8207.052196799164+14258.558837110879j),(29516.713643955318+44609.76936413741j),(58764.36148799959-155031.22284131736j),(-0.0030413536584738103+0.009494049066706796j),(-4.299983233942351-2.771217421264766j),(-88.03794607736468-73.92175663336096j),(-3.6728864288974616+0.15446530734587813j),(4625.127804539+9399.075250996479j),(-20227.524510968942+37846.63910470905j),(-95.26713113826708+6.6718102132973724j),(-1141.6936488266401-387.7535300690195j),(24633.87892839046-285067.8695717493j),(-81960.53626051405+340514.87723449455j),(-11392.556335324765+3962.072314595984j),(-15.685270843586622-5.62029605107006j)
1.95,(-17639.66592820567+25730.13768007932j),(35405.02585335166+50782.43200026951j),(105412.72964332112-185863.38369482555j),(-0.007785275237757245+0.004543185664155778j),(-3.2520877336747893-1.7228662692316858j),(22.688538425273176-32.63402690521313j),(-2.525444013731358-0.08841833175604329j),(4020.1662792910884+9678.492369969375j),(-22651.375180053874+36972.55355955246j),(-85.08594491429267+49.33391062659814j),(-1080.037018711515-450.196769016965j),(47705.11103040624-313137.50464685075j),(-152596.97984557413+390175.7110116315j),(-11485.530705671421+3231.560544940896j),(-14.166540433805132-5.603587822704308j)
1.96,(-14740.358689509021+35701.20193757104j),(46686.672688518855+47361.11716684197j),(142925.68591772803-247822.02649422103j),(-0.01728877904691953-0.006401920161199575j),(0.06767549420554544+0.5835024764712589j),(61.335497376942605-37.50379560675565j),(0.3190521827896384-0.4148415475751159j),(2275.5824158619666+9911.690898636069j),(-24802.47058451239+32510.754100896316j),(-8.707479667062303+140.90895260133635j),(-809.5687552649898-450.7906987196336j),(48583.25657631182-338310.73972891096j),(-198421.34635417062+482508.6920716398j),(-10163.999092196169+1844.0123125901764j),(-10.79794379728167-5.977026121448097j)
1.97,(-19138.627377743862+41013.50237163274j),(60778.44291452299+43956.34172748603j),(165336.9776145242-321071.3779614448j),(-0.030930355173846947-0.03402828444299303j),(2.456932888450091+5.045246738372702j),(118.85261677990266-0.5864773312520896j),(3.221244449530099-0.2357671684673204j),(725.3623540106375+10922.652443287798j),(-26948.718267749635+30115.725123729746j),(58.002103028914576+230.35738752147037j),(-621.07134284916-409.60356917486905j),(35318.21952549604-376756.40972302936j),(-217520.47528812086+595735.3983255409j),(-9095.898655638695+1056.7589027685483j),(-7.851118024342196-5.517499072743501j)
1.98,(-33202.569916194785+34025.71993897931j),(74791.39447570962+51843.44655828012j),(233976.1158525492-357269.3230967431j),(-0.03663470311657662-0.028433736843732918j),(5.084406065074158+6.770502561962317j),(9.941772421815134+69.08351044319384j),(3.400911043337167+0.05883520065138212j),(-1508.5174203610788+10126.982382280637j),(-25354.878920633557+24811.60138480631j),(17.96516663030341+336.5444051545074j),(-582.9268879637133-195.87177674338048j),(54022.9708698642-406905.5144764347j),(-313870.9316194772+656267.3089789395j),(-7357.199565331661+1492.8401484492913j),(-4.1426124398505735-2.0868167526584562j)
1.99,(-46678.53296882975+33370.193069392946j),(88854.81041670676+65371.66111362005j),(312363.47216889175-366009.96356620337j),(-0.04545378961050513-0.04026389372155322j),(1.3908806848712056+8.749339064028899j),(78.03015853589424+52.91274167860845j),(2.0745151794827628+2.2580376915967406j),(-4292.618270559273+7935.305684296001j),(-19547.41440173663+17531.378318665767j),(-110.01127745643629+430.5039002596959j),(-682.7644241492011+188.81453394864954j),(77703.36565851062-426681.2470645682j),(-428321.89206031535+677420.7718945821j),(-4847.50819941502+3246.8502913947677j),(0.4983139455124632+3.4773637991682853j)
2.0,(-48334.9146066224+11069.17579586642j),(87908.7197573154+101643.68057242276j),(415658.61637800065-303841.22880278574j),(-0.05709867046219642-0.05689261549513986j),(-7.464052573783105+3.2260208624783293j),(83.28612748812755+85.72853354401725j),(-4.893634373339834+3.0329584556911673j),(-7223.9643527891185+3831.48384038401j),(-10519.687555863162+11409.714888205992j),(-417.41698289439245+332.6136091267849j),(-1254.7651569552193+541.0266782903303j),(157621.31898819175-433492.8789384006j),(-607989.3014712957+596487.9814063457j),(-3729.252512736377+6979.092145634814j),(3.88220210746649+12.525553275567995j)
