t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
1.1,(-0.123201991074748-0.5515986182435174j),(0.5548884718424505-0.8005277384388896j),(-0.2063168000930814-0.6929522924743206j),(-2.03491468803759+0.04031259406295695j),(1.38358450909295+0.41480530439489494j),(-0.7961800417814427+0.45576017929921175j),(1.6010914015275683+0.020149359575826198j),(-0.9772585939815325-0.6464706197120216j),(-0.6152559897600857-1.067715280782723j),(0.9060091295059532+0.4697170004225274j),(0.48505285476391374-1.407566319246173j),(-0.1150226985468016-0.9629910995922137j),(-0.22166003014213165-0.7739769125562804j),(-0.11772662576856474-1.3810221312354636j),(-0.7581039171536196-1.6698569613151855j)
1.11,(-0.12522508128414195-0.553877087916099j),(0.5387506720728661-0.8134297963501002j),(-0.20597490164966548-0.6954759998958441j),(-2.0353536888499204+0.02441627395974788j),(1.3927356359760643+0.3818937806333753j),(-0.803294300364815+0.44041254861308055j),(1.6015110032426472-0.016061614964315574j),(-0.9692096214298487-0.6599459104807601j),(-0.6094904369998804-1.0724005594207249j),(0.9166273529503894+0.44137533335010903j),(0.47052200381901943-1.4138519973130164j),(-0.11783093670472702-0.9643907755697922j),(-0.22108414780742272-0.7762674212520957j),(-0.12230707269653018-1.3819709346743339j),(-0.7569221720988405-1.6715707440513148j)
1.12,(-0.1273468759862167-0.5561600874397393j),(0.5228860284813592-0.8256170696246763j),(-0.20573047396616143-0.6979318834787896j),(-2.035664636802968+0.008816010639066119j),(1.4012506490541217+0.3489671980096024j),(-0.8100896622836348+0.42504771092432425j),(1.6012492526723707-0.051863123734392724j),(-0.9612750342392975-0.6729060229313159j),(-0.6040911381921199-1.0768462007047002j),(0.9266933776632562+0.412640138470008j),(0.4563182458944663-1.4198625120456427j),(-0.12061399297960013-0.9657522778996717j),(-0.22061956425378337-0.7784858720152374j),(-0.12684280973731588-1.3828901521888053j),(-0.7559015356957431-1.6731908787901832j)
1.1300000000000001,(-0.12960566397126008-0.5584541866652277j),(0.5073192045741841-0.8371077313459138j),(-0.20558725444837106-0.7003160541761078j),(-2.0358511494824314-0.00646462752576904j),(1.4091065285696112+0.31610415629496835j),(-0.8165732317746244+0.409713263203648j),(1.6003070428714894-0.0871587907412299j),(-0.9534757267716767-0.6853533928083801j),(-0.5990909498360355-1.0810381202423738j),(0.936189198975059+0.38358050354698436j),(0.4424305148644539-1.425606879832544j),(-0.12337653629751176-0.9670740996070816j),(-0.2202695116079498-0.7806298218800839j),(-0.13133957851071815-1.3837784224717966j),(-0.7550484590640082-1.6747134108641797j)
1.1400000000000001,(-0.13204131395195826-0.560766271777434j),(0.4920716281973952-0.8479220375610619j),(-0.20554861750280976-0.7026249162316879j),(-2.0359175121303315-0.021402543014480746j),(1.4162804868247014+0.28338687323743006j),(-0.8227521451322684+0.3944543122237677j),(1.5986865364834124-0.12184866829444485j),(-0.9458312864487486-0.697291046709832j),(-0.5944995741916763-1.084974015340909j),(0.9450977646944967+0.35427004641901105j),(0.4288479703523455-1.4310939621812822j),(-0.12612315876617974-0.968354832078461j),(-0.22003683436639696-0.7826970790938944j),(-0.13580337101208312-1.384634324908599j),(-0.7543688200022354-1.67613470536842j)
1.1500000000000001,(-0.1345947214360608-0.5630626690778233j),(0.47716149153684645-0.8580823272813216j),(-0.20561757453670657-0.7048551671803588j),(-2.035868677645009-0.03597510915983604j),(1.4227499681812406+0.2509011845615081j),(-0.8286335707088128+0.37931347455941006j),(1.596391165740208-0.15582923700644735j),(-0.9383599937522406-0.7087226020867385j),(-0.5902145656649123-1.0887066720118157j),(0.9534029751084594+0.3247869149972755j),(0.4155599977306685-1.43633246571849j),(-0.12885837567494907-0.9695931650614578j),(-0.21992398939533853-0.7846857031168093j),(-0.14024042961230576-1.3854563795768775j),(-0.753867922987943-1.6774514471607467j)
1.16,(-0.13713797486673407-0.5652827919272232j),(0.462603751118192-0.8676130224818474j),(-0.2057967739580041-0.7070037978478886j),(-2.035710266581126-0.05016017014764418j),(1.4284926490607557+0.21873654396829112j),(-0.8342247089142656+0.36433087658731256j),(1.593425632462603-0.18899340579243984j),(-0.9310788222238451-0.7196522672433543j),(-0.5862165366690072-1.0922462812762272j),(0.9610896829820301+0.2952137872661793j),(0.40255620812111426-1.441330942189869j),(-0.1315866254947916-0.970787886664929j),(-0.21993304593072696-0.7865940046218497j),(-0.1446572470578304-1.386243047246669j),(-0.7535504991775687-1.678660640861729j)
1.17,(-0.13967811612170214-0.5674221479858959j),(0.44841012780688494-0.8765406281017465j),(-0.20608850117535865-0.7090680923509844j),(-2.035448567149667-0.0639360410167581j),(1.4334864379444539+0.18698602313542745j),(-0.8395327922163969+0.3495441544862223j),(1.5897959080599828-0.22123051187041698j),(-0.924003438465219-0.7300848413371221j),(-0.5825014986188973-1.0955953368527356j),(0.968143693558484+0.2656378712833366j),(0.3898264383945371-1.4460977884601929j),(-0.1343122698783067-0.971937883358941j),(-0.22006568557825346-0.7884205454949181j),(-0.14906056647065097-1.3869927293803839j),(-0.7534207064064684-1.679759610854664j)
1.18,(-0.14222300525602288-0.5694771595927337j),(0.43458910680817925-0.8848937320440784j),(-0.20649467859814002-0.7110456280972929j),(-2.035090535217935-0.07728150765907404j),(1.4377094753732218+0.15574631171713382j),(-0.8445650851407381+0.3349884542368982j),(1.5855092335303924-0.25242632076116567j),(-0.9171482021379844-0.7400257143786724j),(-0.5790652322105666-1.0987564957835574j),(0.9745517645592883+0.23615090517957638j),(0.37736075117095647-1.450641246513304j),(-0.13703959365972027-0.9730421399747695j),(-0.220323202313348-0.7901641388347981j),(-0.15345738134830994-1.3877037681328055j),(-0.7534821291889172-1.6807460012855744j)
1.19,(-0.14477993932354408-0.5714445987342951j),(0.4211459376671285-0.8927030051758558j),(-0.2070168656364317-0.7129342757853996j),(-2.0346437943095568-0.09017582681953029j),(1.4411401339476246+0.12511771734419042j),(-0.849328884270583+0.3206964316221095j),(1.580630184287386-0.2825281025733029j),(-0.9105261659637283-0.7494808672318232j),(-0.575903287421046-1.1017325784345333j),(0.9803016061841028+0.2068491571589418j),(0.36514943481955503-1.4549694034521155j),(-0.1397728048548856-0.9740997397048988j),(-0.22070650248117932-0.7918238489531537j),(-0.1578549355639-1.3883744463510899j),(-0.7537377787181092-1.681617776063211j)
1.2,(-0.1473556523769035-0.5733215870448038j),(0.4080826342685859-0.9000012013280437j),(-0.20765625870103077-0.7147321994048295j),(-2.034116635604478-0.1025987260961092j),(1.4437570183279076+0.0952041656239424j),(-0.8538315182469868+0.3066982522266358j),(1.5753717497975583-0.3117102475726322j),(-0.9041490757240023-0.7584568716135804j),(-0.5730109835084142-1.1045265684951298j),(0.9853818811107786+0.17783342549868897j),(0.3531830034586795-1.45909019149861j),(-0.14251603466128293-0.9751098641030228j),(-0.22121610479665488-0.7933989913745306j),(-0.16226072336606245-1.3890029875747663j),(-0.754190092866157-1.6823732188590506j)
1.21,(-0.14995631546752883-0.5751055958061493j),(0.3953979748372049-0.9068231572955602j),(-0.20841369120344785-0.7164378562360467j),(-2.0335180179389662-0.11453040393983549j),(1.4455389652339947+0.06611320014029864j),(-0.8580803477687666+0.2930215914372678j),(1.5697768313518237-0.34001813256504787j),(-0.898027370260323-0.766960890094138j),(-0.5703834090117964-1.1071416129784373j),(0.9897822044953608+0.14920903854928913j),(0.3414521969558402-1.4630113879938413j),(-0.14527333745801957-0.9760717930840443j),(-0.2218521403444209-0.7948891328363553j),(-0.166682489378988-1.3895875560357365j),(-0.7548409361840922-1.6830109331072975j)
1.22,(-0.15258753664563754-0.5767944459478865j),(0.383087501937438-0.9132057928372759j),(-0.2092896335559073-0.7180499968504546j),(-2.032857567805611-0.12595152965477796j),(1.4465416264530635+0.03791818282526127j),(-0.8620827655925017+0.2796916344428065j),(1.5638707655480888-0.36748043031544164j),(-0.8921701814741718-0.7750006760968775j),(-0.5680154217513657-1.109581022221171j),(0.9934931439720851+0.12108585473442668j),(0.32994798092771194-1.466740615397933j),(-0.14804869080582994-0.9769849049240756j),(-0.22261435257886247-0.7962940912889351j),(-0.1711282286024166-1.3901262566582755j),(-0.7556915999018654-1.6835298420048825j)
1.23,(-0.15525436096023715-0.5783863080472362j),(0.37114352247353866-0.9191881106760142j),(-0.210284193171347-0.7195676651103956j),(-2.0321455793533207-0.1368432433980472j),(1.4470269733631507+0.010538105060848728j),(-0.865846196532533+0.26673107623406356j),(1.557677746299519-0.39412546842333607j),(-0.8865853343269954-0.7825845738983683j),(-0.565901648828342-1.1118482698836714j),(0.9965062196533796+0.09357826255099944j),(0.3186615467401328-1.4702853412900783j),(-0.15084599544707555-0.9778486762604378j),(-0.2235020973241032-0.7976139358954588j),(-0.1756127137894924-1.3906142469148401j),(-0.756742801928346-1.6839291885114638j)
1.24,(-0.15796127045912503-0.5798797023290847j),(0.35955510768955945-0.9248111964985515j),(-0.21139711446341844-0.7209901981691518j),(-2.031393014387327-0.1471871561797975j),(1.4470444882571019-0.01606630186586623j),(-0.8693780974609631+0.2541601216038616j),(1.5512208248345392-0.41998122932288495j),(-0.8812793468402048-0.7897215186283677j),(-0.5640364866249931-1.113946992949903j),(0.998813904129866+0.06680518056911988j),(0.30758431150810517-1.4736528783685414j),(-0.1536690753057448-0.9786626820916613j),(-0.2245143427740057-0.7988489870319958j),(-0.1801971528995591-1.3910255205938586j),(-0.757994686851322-1.684208535349426j)
1.25,(-0.16071218418888844-0.5812734986659838j),(0.3483080931693529-0.9301182189556165j),(-0.21262777884648673-0.7223172264709441j),(-2.0306115023691813-0.1569653498632262j),(1.4466221085421733-0.041926201414789255j),(-0.8726859573076564+0.24199648514703354j),(1.544521909696833-0.4450753502828732j),(-0.8762574300951762-0.7964210362698207j),(-0.5624141008046332-1.1158809917274557j),(1.000409622470357+0.04089005743211449j),(0.296707918095795-1.476850384450656j),(-0.15652167748745338-0.9794265957774857j),(-0.22564966949217122-0.7999998162874966j),(-0.18488661590049993-1.391357706967274j),(-0.7594468259375007-1.6843677650038809j)
1.26,(-0.16351045819490456-0.582566916578151j),(0.3373850788365715-0.9351544296618908j),(-0.21397520473563064-0.7235486737509327j),(-2.0298133404167564-0.16616037716457377j),(1.4457865527320073-0.06707226842465216j),(-0.8757772970602395+0.23025539126042305j),(1.5376017667453432-0.4694351234067168j),(-0.8715234882332505-0.8026932436588602j),(-0.5610284263116244-1.1176542298475436j),(1.0012877522218573+0.01596087185652273j),(0.2860242351165323-1.4798848624728265j),(-0.1594074722794439-0.9801401890388597j),(-0.22690627041193973-0.801067246463793j),(-0.18967121949208265-1.391614961100765j),(-0.7610982171325078-1.6844070797226671j)
1.27,(-0.1663588855213405-0.5837595252334694j),(0.32676542895466776-0.9399671631960091j),(-0.21543804754664247-0.7246847570352172j),(-2.029011493304247-0.17475526165312394j),(1.4445633204466326-0.0915346891130133j),(-0.8786596697641008+0.21894957414288463j),(1.5304800191542716-0.4930874956324627j),(-0.8670801184557336-0.8085488484848067j),(-0.5598731673713758-1.1192708342650057j),(1.0014472644448527-0.007854695154633908j),(0.275525356932811-1.4827631604905271j),(-0.1623300531505861-0.980803331957941j),(-0.22828195083639008-0.8020523515755975j),(-0.1945412976360108-1.3918013706073267j),(-0.7629472850608882-1.68432700151635j)
1.28,(-0.1692596962111533-0.584851243447488j),(0.3164253835064282-0.9446053471821318j),(-0.21701459969602818-0.7257259866408361j),(-2.0282195934621665-0.18273349775120318j),(1.442976692412465-0.115343161076257j),(-0.8813406605223901+0.2080892777952832j),(1.5231751474130795-0.5160590687327891j),(-0.8629286110238964-0.8139991492901686j),(-0.558941797490344-1.120735095258306j),(1.0010811360583725-0.030714155488618965j),(0.26520360365628887-1.4854919716783024j),(-0.16529293675137668-0.9814159929780968j),(-0.22977412843833975-0.8029564568505039j),(-0.19948740155592362-1.3919209556472694j),(-0.7649918810261056-1.6841283721582225j)
1.29,(-0.17221455730608984-0.5858423396834208j),(0.30635525408433256-0.9490483317228801j),(-0.21870279060100734-0.7266731661757676j),(-2.027451940977352-0.19007905073418074j),(1.4410497304623058-0.13852689328959422j),(-0.8838278864960194+0.19768225602049444j),(1.515704489326487-0.5383760993150051j),(-0.8590689492589743-0.8190560354706424j),(-0.5582275594560326-1.122051466429533j),(1.0003168610031206-0.05278464241884639j),(0.2550515211477875-1.4880778343297667j),(-0.16829956291393958-0.9819782389039032j),(-0.23137983326034509-0.8037811387289868j),(-0.20450029973739617-1.3919776689282193j),(-0.7672292830105424-1.6838123531843037j)
1.3,(-0.17522457284668697-0.5867334320521481j),(0.2965489607951125-0.953267377750191j),(-0.22050018667951307-0.7275273925389286j),(-2.0267235035929603-0.19677635673047j),(1.4388042775353436-0.16111460610706188j),(-0.8861289969036626+0.18773377242340455j),(1.5080842400144732-0.560064498821051j),(-0.8554998095421679-0.823731987275112j),(-0.5577234653369926-1.1232245647044j),(0.999176173769694-0.07411091150396736j),(0.24506188101729232-1.4905271318576054j),(-0.17135329465202565-0.9824902349011456j),(-0.233095707714701-0.804528224864402j),(-0.20957097792793922-1.3919753957051182j),(-0.7696561956755-1.68338042589334j)
1.31,(-0.17829028387227136-0.5875254883122154j),(0.2869925509168311-0.9572722593313825j),(-0.22240399135019218-0.7282900559201756j),(-2.0260499167084696-0.20281032272152588j),(1.4362609576771532-0.1831345312615236j),(-0.8882516730217551+0.17824660041091067j),(1.5003294519122765-0.5811498335274982j),(-0.8522185613146424-0.8280400758056492j),(-0.557422296482822-1.1242591703322447j),(0.9976797316547557-0.09473644721947441j),(0.23522768062395277-1.4928460927935732j),(-0.17445741816101282-0.9829522444968185j),(-0.23491800658344147-0.8051997941229863j),(-0.21469063913699937-1.3919179537802242j),(-0.7722687503611987-1.6828343913468042j)
1.32,(-0.1814116684209597-0.5882198258698338j),(0.27767252405097104-0.9610725436565716j),(-0.22441104503240505-0.7289628398003042j),(-2.0254474833796787-0.20816632654184808j),(1.4334391760396958-0.2046144118646689j),(-0.8902036281844945+0.16922102319192034j),(1.4924540347703943-0.6016573245455491j),(-0.8492212670775283-0.8319939630175139j),(-0.5573166035241667-1.1251602268860301j),(0.9958471147610344-0.11470346295770156j),(0.22554214307608234-1.495040790788495j),(-0.17761514281790625-0.9833646295791254j),(-0.236842597018339-0.8057981765838572j),(-0.21985070363595885-1.3918090935031104j),(-0.7750625050867774-1.682176370368897j)
1.33,(-0.18458814152965852-0.5888181117788802j),(0.26857583212243435-0.9646775910386738j),(-0.22651782514622568-0.7295477209510491j),(-2.0249331743187082-0.21283021687897785j),(1.4303571188813191-0.2255815024070139j),(-0.89199260778384+0.1606548337773515j),(1.4844707556545833-0.6216118478210374j),(-0.8465026823919205-0.8356079017191533j),(-0.557398706372719-1.1259328412623437j),(0.9936968259973255-0.1340529010278241j),(0.215998717231158-1.4971171446122669j),(-0.18082960118133795-0.9837278503974791j),(-0.2388649585409049-0.8063259535390139j),(-0.22504280895813578-1.3916524977706666j),(-0.7780324445502942-1.681408803546545j)
1.34,(-0.18781855523406432-0.5893223627408971j),(0.2596898793795425-0.9680965549134033j),(-0.22872044611244163-0.7300469694350845j),(-2.0245246278939995-0.21678831327350068j),(1.4270317535667572-0.24606256875790078j),(-0.8936263892695128+0.15254333498013373j),(1.4763912389458587-0.6410379341344276j),(-0.8440562558788791-0.838896735572203j),(-0.5576606942212192-1.1265822836813977j),(0.9912462910784898-0.15282443265585885j),(0.20659107769582086-1.4990809181538536j),(-0.18410384899156712-0.9840424655625017j),(-0.24098018304238922-0.806785957493336j),(-0.2302588098987839-1.3914517820270973j),(-0.7811729801287259-1.6805344512294025j)
1.35,(-0.19110119856866342-0.5897349451050925j),(0.2510025223940366-0.9713383818392732j),(-0.23101465935255416-0.7304631486060236j),(-2.024228512225584-0.22003434383848955j),(1.4234788285671307-0.2660838881654982j),(-0.8951127821489956+0.14487933941520598j),(1.4682259663404957-0.6599597691008152j),(-0.841874129219429-0.8418758990914861j),(-0.5580944255434546-1.1271139876870286j),(0.9885118585254549-0.17105645798466387j),(0.19731312482587587-1.500937720421291j),(-0.18744302058848492-0.9843063896094028j),(-0.24319037815639225-0.8071748354688841j),(-0.23549077851509284-1.3912104942639236j),(-0.784477949877968-1.67955639352985j)
1.36,(-0.1944337975667321-0.5900585748683401j),(0.24250207006107688-0.9744118114975956j),(-0.2333958532887781-0.7307991151084189j),(-2.02399073568044-0.22262225081895382j),(1.4197128734599467-0.2856712492568011j),(-0.8964596279875335+0.13765316949951872j),(1.4599842768500277-0.6784011931699274j),(-0.8399471371545597-0.8445614176450131j),(-0.5586915280942596-1.1275335501466988j),(0.9855087996652139-0.18878610607393873j),(0.18815898472629183-1.5026930055416852j),(-0.19086638667913838-0.9844955190668992j),(-0.24551927911788526-0.807469740704685j),(-0.24073100412618792-1.390932115019982j),(-0.7879406185328351-1.6784780303229956j)
1.37,(-0.19781351526033655-0.5902963176751793j),(0.23417728359924336-0.9773253766924808j),(-0.2358590533440418-0.731058018877762j),(-2.0237995513769-0.2246149475573125j),(1.4157471989290986-0.3048499520376306j),(-0.897674800408133+0.13085265745203273j),(1.451674366801248-0.6963857016261219j),(-0.8382648074852259-0.846969907453983j),(-0.559443398909516-1.1278467312514942j),(0.9822513086308262-0.20604923490022437j),(0.1791230092512014-1.504352072761212j),(-0.1943681302845749-0.9846100243022031j),(-0.2479573168167762-0.8076759898778368j),(-0.2459719933131302-1.390620057381425j),(-0.7915536775070607-1.6773030812466736j)
1.3800000000000001,(-0.20123695168033287-0.5904515888178149j),(0.22601737655053533-0.9800874033508382j),(-0.2383989219419874-0.731243303140484j),(-2.0236522716923693-0.22607070236309956j),(1.4115938967648667-0.3236448078926343j),(-0.8987662050915626+0.12446314529371949j),(1.4433032898362084-0.7139364445883876j),(-0.8368153610723473-0.8491185755927824j),(-0.5603412043061529-1.1280594545161262j),(0.9787525023614174-0.2228804313569031j),(0.1701997760039014-1.5059200664451178j),(-0.19793638445837303-0.9846572152321865j),(-0.2504911199457157-0.8078022533331285j),(-0.2512064699189165-1.39027766698172j),(-0.7953092448932968-1.6760355857014457j)
1.3900000000000001,(-0.20470014385636706-0.5905281532361174j),(0.21801201478037158-0.982706010522376j),(-0.24100975850697048-0.731358704413955j),(-2.023546143112172-0.22704621882491852j),(1.407263839863917-0.34208013958528577j),(-0.8997417797763525+0.11846748484756126j),(1.43487695691222-0.7310762270103446j),(-0.8355857118368081-0.8510252199889854j),(-0.5613758798821467-1.1281778067789305j),(0.9750244206021791-0.23931301125419865j),(0.16138408833685203-1.5074019760777189j),(-0.2015596167467417-0.9846442139869309j),(-0.25310765085468606-0.8078570046538233j),(-0.2564273750484794-1.3899082220016512j),(-0.7991988654631147-1.6746799028506005j)
1.4000000000000001,(-0.20819856581687501-0.5905301255176231j),(0.21015131647759033-0.9851891103796012j),(-0.24368549946406032-0.7314082525064843j),(-2.0234783462295503-0.2275966358104427j),(1.402766682229303-0.36017978125788536j),(-0.900609494258795+0.11284603773855079j),(1.4264001363018528-0.747827508680244j),(-0.8345614667594574-0.8527082294233543j),(-0.5625381305165208-1.1282080382018678j),(0.9710780259043686-0.25537901931917606j),(0.1526709753516779-1.5088026362624014j),(-0.20522662918852014-0.9845779549097264j),(-0.25579420555100135-0.8078485206616592j),(-0.2616278670686873-1.3895149331693184j),(-0.8032135106670041-1.6732407116201533j)
1.41,(-0.2117271285890825-0.5904619698975336j),(0.20242585215444947-0.9875444082178192j),(-0.24641971823903971-0.7313962705173207j),(-2.0234459957456643-0.22777552746641502j),(1.3981108589704636-0.3779670784315589j),(-0.9013773503929441+0.10757667539369159j),(1.4178764535929367-0.7642124042209677j),(-0.8337269258811095-0.854186583529839j),(-0.5638184303693461-1.1281565622705234j),(0.9669232036253103-0.2711092291957416j),(0.14405569189916728-1.5101267267216225j),(-0.2089265583151778-0.9844651845570724j),(-0.2585384136993074-0.8077848814168493j),(-0.2668013216083442-1.3891009437601367j),(-0.807343578634374-1.6717230106988465j)
1.42,(-0.2152801801990053-0.5903285002587164j),(0.1948266446466258-0.9897794024551345j),(-0.24920562525840528-0.7313273748366519j),(-2.0234461404695936-0.22763490321864818j),(1.3933035863032248-0.39546488800625995j),(-0.9020533820906154+0.10263477904199753j),(1.4093083916885596-0.7802526830900295j),(-0.8330650823025433-0.8554798527955771j),(-0.565207022881741-1.1280299557941074j),(0.9625687619283932-0.2865331434446437j),(0.13553371857927182-1.5113787722969088j),(-0.2126488751508147-0.9843124616986771j),(-0.261328238621582-0.8076739702180807j),(-0.27194133155819006-1.3886693295968373j),(-0.8115788941735521-1.6701321185381492j)
1.43,(-0.21885150567144912-0.5901348801317045j),(0.187345169113216-0.9919013846324503j),(-0.25203606794936706-0.7312064751456049j),(-2.0234757633183356-0.22722520777202448j),(1.388350861549799-0.4126955782607671j),(-0.9026456553213869+0.09799323971449353j),(1.4006972908070692-0.7959697695795738j),(-0.8325576221845027-0.8566081985608944j),(-0.5666939207758704-1.1278349589054546j),(0.9580224317830739-0.30167899354347155j),(0.12710076174110824-1.5125631429488573j),(-0.21638338521216086-0.9841261573174577j),(-0.2641519772971344-0.8075234736025155j),(-0.2770417070709005-1.3882230990494668j),(-0.8159087087717848-1.6684736733522578j)
1.44,(-0.22243432703000943-0.5898866226946964j),(0.17997335303673623-0.9939174394134686j),(-0.25490353073984867-0.731038774416246j),(-2.023531781316805-0.2265953211104959j),(1.383257463138785-0.42968102885268555j),(-0.9031622681125977+0.09362245824421495j),(1.3920433484820718-0.811384742816376j),(-0.8321849247476965-0.8575923730193042j),(-0.5682689060549474-1.1275784750610247j),(0.9532908669648739-0.31657373988665555j),(0.11875275348295589-1.5136840537571352j),(-0.2201202285085767-0.9839124546095405j),(-0.2669982603626058-0.8073408813457903j),(-0.28209647556108686-1.387765193035388j),(-0.8203217005952375-1.6667536331180952j)
1.45,(-0.22602130329707165-0.5895895907735564j),(0.17270357622312194-0.9958344445846898j),(-0.2578001350584875-0.7308297689115808j),(-2.0236110455978364-0.22579255849708418j),(1.3780269506051679-0.44644263081844693j),(-0.9036113505493497+0.08949034526620803j),(1.3833456195624334-0.8265183367618424j),(-0.8319260622727979-0.8584537192175077j),(-0.5699215300032315-1.1272675710409017j),(0.9483796440553814-0.3312430717854679j),(0.11048585165225866-1.5147455649204802j),(-0.22384987954205302-0.9836773489842604j),(-0.26985605211196906-0.8071334864620165j),(-0.28709988170529616-1.3872984850192793j),(-0.8248059744889946-1.664978275575311j)
1.46,(-0.2296045304938112-0.5892499968418144j),(0.16552867080172806-0.9976590710554136j),(-0.26071763933463443-0.7305852481855539j),(-2.023710341402182-0.22486267047388073j),(1.3726616645903194-0.4630012865733092j),(-0.9040010647745056+0.0855623212175291j),(1.3746020162122787-0.8413909402120107j),(-0.8317588001004457-0.8592141710553938j),(-0.5716411131860302-1.126909476948795j),(0.9432932624422508-0.34571140746802215j),(0.10229643984562437-1.5157515817566996j),(-0.2275631473072108-0.9834266480641619j),(-0.27271465049652893-0.8069083852037799j),(-0.29204638744201145-1.3868257810131348j),(-0.8293490619770589-1.6631541982262827j)
1.47,(-0.2331755416401933-0.588874403020666j),(0.1584419212253291-0.9993977828577383j),(-0.26364743899835397-0.7303112950830494j),(-2.023826388078512-0.22384984286204654j),(1.3671627268419975-0.47937740991135636j),(-0.9043396049886906+0.08180131633724586j),(1.3658093079109916-0.8560225967975498j),(-0.8316595966312433-0.859896253286039j),(-0.5734167454496978-1.126511586212038j),(0.9380351443192019-0.36000189407927297j),(0.0941811274088245-1.5167058547026708j),(-0.23125117529130146-0.983165971684998j),(-0.27556368712492174-0.8066724770621413j),(-0.2969306719716512-1.3863498195762645j),(-0.8339379212623528-1.6612883183361138j)
1.48,(-0.23672530675497316-0.588469721078972j),(0.15143706427011874-1.0010568371465605j),(-0.2665805664804243-0.7300142857398902j),(-2.0239558390834156-0.22279669676181238j),(1.3615300402143473-0.49559092600549925j),(-0.9046351974502915+0.07816777066643604j),(1.356963121453215-0.8704330049837595j),(-0.8316036033257589-0.8605230815157084j),(-0.5752372859216359-1.1260814555815895j),(0.9326076346860213-0.3741364076810168j),(0.08613674943679456-1.517611979314342j),(-0.2349054414742066-0.9829007518957307j),(-0.2783931272631158-0.8064324647666358j),(-0.3017476317565699-1.3858732718152935j),(-0.8385589372267167-1.659387872932635j)
1.49,(-0.2402465018329157-0.588039542952474j),(0.1445082890357105-1.0026422841995761j),(-0.2695076912123371-0.7297008895828391j),(-2.0240952819814004-0.2217442885524787j),(1.3557622886678993-0.5116612714074742j),(-0.9048961004754571+0.07461963404818833j),(1.3480579409488511-0.8846415180705705j),(-0.8315646647045254-0.8611183622038541j),(-0.5770913630102934-1.1256268051320326j),(0.9270120013485613-0.38813555325189125j),(0.07816036677363392-1.5184733962667312j),(-0.23851775832843822-0.9826362329585312j),(-0.281193269834411-0.8061948542852732j),(-0.30649238052105765-1.385398741384164j),(-0.8431979214309104-1.6574604188064037j)
1.5,(-0.24373597867302924-0.5875800884806568j),(0.13765023694513703-1.0041599674172799j),(-0.2724191196262978-0.7293780693295974j),(-2.0242412384448913-0.22073210989241562j),(1.3498569372695717-0.5276073940478446j),(-0.9051306044380979+0.07111236612760236j),(1.3390871078230613-0.8986671441925449j),(-0.8315228773405285-0.8617054697234745j),(-0.5789673744051668-1.1251555182615751j),(0.9212484349187404-0.40201866468737524j),(0.0702492660126055-1.5192933913539266j),(-0.24208027281913858-0.9823774713487795j),(-0.28395474741943905-0.8059659548245381j),(-0.31116024925134034-1.3849287644841326j),(-0.8478401121146125-1.6555138325107048j)
1.51,(-0.24717953841931034-0.5871054060373843j),(0.13085800174485057-1.0056155233229647j),(-0.2753047951552253-0.729053080988806j),(-2.024390164254233-0.21979808771906295j),(1.3438102321926677-0.5434477532359997j),(-0.9053470317698863+0.0675989363517876j),(1.3300428208162651-0.9125285463188758j),(-0.8314924654133116-0.8623021336865854j),(-0.5808534870767994-1.1246756416920498j),(0.9153160488145433-0.4158038047997893j),(0.062400959496136554-1.5200750954890865j),(-0.24558546640408022-0.9821293357550648j),(-0.2866685262561635-0.8057518788293897j),(-0.3157467861955797-1.3844658098637725j),(-0.8524708804892273-1.6535544678928407j)
1.52,(-0.25056258016380367-0.5866306659971408j),(0.1241271295047228-1.0070143815627226j),(-0.2781542982327521-0.7287334738600448j),(-2.0245384492976872-0.21897858424893013j),(1.3376172007168785-0.5592003196601553j),(-0.9055537369602564+0.06402982396986495j),(1.3209161359841426-0.9262440422533873j),(-0.8314562306863131-0.8629268611999045j),(-0.5827376372767819-1.1241953854689144j),(0.9092128792600204-0.4295077653182953j),(0.05461318531581827-1.5208214847044395j),(-0.24902615503366599-0.981896507079185j),(-0.2893259062398795-0.8055585419832619j),(-0.3202477568638731-1.3840122788189722j),(-0.857075649642206-1.6515860905944997j)
1.53,(-0.25387126289082895-0.5861702991434817j),(0.11745361861804487-1.0083617649054446j),(-0.28095684629322454-0.7284270905338336j),(-2.0246824175714346-0.21830839697759638j),(1.3312716512282807-0.5748825753873533j),(-0.9057638048809882+0.060366262297676714j),(1.3116969666976321-0.9398316046345344j),(-0.8313921317479325-0.8635977615670034j),(-0.5846075305377523-1.1237231229612508j),(0.9029358852852885-0.44314606688889635j),(0.046883907312405215-1.5215353801512843j),(-0.25239548915092913-0.981683478436147j),(-0.2919185209232142-0.805391663208063j),(-0.3246591440282536-1.3835705051929361j),(-0.8616355926816243-1.6496223659627476j)
