N,E [H]
1,-147.49590818231792
2,-147.553685539398
3,-147.55517665206105
4,-147.5553818752227
5,-147.5557776611242
6,-147.55665711690793
7,-147.5594522004268
8,-147.56434035526712
9,-147.5665314478055
10,-147.56744426612585
11,-147.56870636172582
12,-147.56887252001533
13,-147.5706006037696
14,-147.57138165767276
15,-147.57142048069664
16,-147.57281377997407
17,-147.57282185886086
18,-147.57304976929368
19,-147.57319380294007
20,-147.57345290327729
21,-147.57371631400784
22,-147.5750144533984
23,-147.5753123047726
24,-147.57564520407163
25,-147.57588320500494
26,-147.57675018263126
27,-147.5773443327585
28,-147.577542508176
29,-147.5788861991554
30,-147.57952812620806
31,-147.57965992323022
32,-147.57997574515932
33,-147.58004151928392
34,-147.5809367947907
35,-147.58180876200979
36,-147.58217172565367
37,-147.58290498864062
38,-147.58305339315595
39,-147.58337967644167
40,-147.5840807982209
41,-147.58490494082318
42,-147.58578049152388
43,-147.58650023610883
44,-147.5865480087024
45,-147.58665036718872
46,-147.58684389669656
47,-147.58687614209023
48,-147.587447374065
49,-147.58793406626947
50,-147.5880223030339
51,-147.5883086404948
52,-147.58878467436108
53,-147.5896697812877
54,-147.59007885286513
55,-147.59023527449855
56,-147.59040225095634
57,-147.59104055732445
58,-147.59170053460718
59,-147.59183450372583
60,-147.59195882327234
61,-147.59215855150094
62,-147.59393812828276
63,-147.5939604569212
64,-147.59423407373404
65,-147.59452230995257
66,-147.59513239666794
67,-147.5952560629711
68,-147.59538924317525
69,-147.5954433424358
70,-147.595653227043
71,-147.59579532701235
72,-147.5959215042334
73,-147.59593317156185
74,-147.5960189940219
75,-147.59620656538638
76,-147.5965334023768
77,-147.59659695046557
78,-147.59679854743317
79,-147.59725852317084
80,-147.59726032818426
81,-147.5976902526312
82,-147.5977460459789
83,-147.5979498318107
84,-147.59822702259393
85,-147.59826470654417
86,-147.59828284947665
87,-147.59844322219445
88,-147.59865397181537
89,-147.5986605774559
90,-147.59871621993565
91,-147.59894230689727
92,-147.59914482342862
93,-147.59921046758896
94,-147.59933733178016
95,-147.59934165259125
96,-147.59944995052481
97,-147.59963589068906
98,-147.5997895943093
99,-147.59985159370487
100,-147.59993634993796
101,-147.60009350106236
