t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B00_z_0020_00,B00_z_0020_01,B00_z_0021_00,B00_z_0021_01,B00_z_0022_00,B00_z_0022_01,B00_z_0023_00,B00_z_0023_01,B00_z_0024_00,B00_z_0024_01,B00_z_0025_00,B00_z_0025_01,B00_z_0026_00,B00_z_0026_01,B00_z_0027_00,B00_z_0027_01,B00_z_0028_00,B00_z_0028_01,B00_z_0029_00,B00_z_0029_01,B00_z_0030_00,B00_z_0030_01,B00_z_0031_00,B00_z_0031_01,B00_z_0032_00,B00_z_0032_01,B00_z_0033_00,B00_z_0033_01,B00_z_0034_00,B00_z_0034_01,B00_z_0035_00,B00_z_0035_01,B00_z_0036_00,B00_z_0036_01,B00_z_0037_00,B00_z_0037_01,B00_z_0038_00,B00_z_0038_01,B00_z_0039_00,B00_z_0039_01,B00_z_0040_00,B00_z_0040_01,B00_z_0041_00,B00_z_0041_01,B00_z_0042_00,B00_z_0042_01,B00_z_0043_00,B00_z_0043_01,B00_z_0044_00,B00_z_0044_01,B00_z_0045_00,B00_z_0045_01,B00_z_0046_00,B00_z_0046_01,B00_z_0047_00,B00_z_0047_01,B00_z_0048_00,B00_z_0048_01,B00_z_0049_00,B00_z_0049_01,B01_z_0000_00,B01_z_0000_01,B01_z_0001_00,B01_z_0001_01,B01_z_0002_00,B01_z_0002_01,B01_z_0003_00,B01_z_0003_01,B01_z_0004_00,B01_z_0004_01,B01_z_0005_00,B01_z_0005_01,B01_z_0006_00,B01_z_0006_01,B01_z_0007_00,B01_z_0007_01,B01_z_0008_00,B01_z_0008_01,B01_z_0009_00,B01_z_0009_01,B02_z_0000_00,B02_z_0000_01
0.0,(0.5+0.5j),(0.5-0.5j),(-0.19846706583177331+1.276485122431109j),(0.6676205907895358-0.26049220031582765j),(2.2689237537173668+0.2694459310657997j),(2.065571363877745-0.20247382916174206j),(2.140482944848764+0.4776505140060346j),(0.028116434845169125-0.7890302672993801j),(3.370752840609714+2.457015327468034j),(0.22106892820792956-1.0207902603658239j),(-0.42499538165976924+0.19320252619418232j),(1.2058124864828579-1.2460706524958676j),(0.5853286358594528-0.2942551942117517j),(1.1688293668681786-0.2749862435683385j),(0.6711530096237276+1.277126733958316j),(-0.5059876658501641-0.08973808045518133j),(1.4290982309590436+0.08853149477915206j),(0.15641435494017014-1.2869568931223836j),(2.6106515623397275+1.330399615017844j),(1.0583941016149345+1.6041241298512858j),(-0.8213256578750501-0.5579196995247238j),(0.8261901393454025-1.2413717532809583j),(-0.7767650640724524+1.2059065998662288j),(1.0753295265490137+1.1666793055078266j),(-0.6045882148883412+1.3759423890638693j),(0.25895153659913533-0.8453591114540324j),(0.018134730960946366+2.01428836382141j),(1.079668184954503-1.3551091083223001j),(2.2713248588272923+0.9332778134220023j),(-0.10578262521870352-0.2435545767566567j),(-0.30326905845116325+0.5280834313866652j),(2.259646378365537-0.25760024365633993j),(0.4236831962409373+0.318076296336709j),(1.6527883679220172-0.49985706655921375j),(-0.692292683334931+2.3110165867190418j),(0.0574367652201761+0.36793918244761215j),(2.110174790840045-0.23209221262160806j),(0.6361243869673815-0.060045449465270184j),(1.365905044876421-0.5161008254088213j),(0.1767714200473095-0.1062212879685861j),(0.34909127973977044-0.6276234762215336j),(0.3005190725893526-0.9143006956057496j),(0.9170738306207814+0.6847327368855565j),(1.1032133517645446+1.251265007178164j),(-0.5999749816243858+1.1673439260732468j),(-0.6024435396611783-1.0632709130639824j),(-0.9602942482509149-0.29928269114118644j),(-0.8354610368785502-0.19054969730796345j),(0.6166764980403163-0.26420606451444184j),(-1.2288985017240814-0.45913212661168534j),(1.291257188188918+0.15011799185120633j),(1.9772431207525965-2.4936412304043767j),(0.5263851548075424+1.54397165703621j),(0.5578376557987798-0.4859555979277835j),(0.8673089284516167+1.3036238217270013j),(0.762439909075736-0.25183564637423916j),(0.5178500771360367+1.2753071602810513j),(1.5616250277131576-0.9392253833169857j),(0.32494907618100194-0.7042668943581463j),(0.35529138968314966-0.7408868035508116j),(0.05461639007071489-1.361236030419535j),(2.2269040572608674-1.2901315124858699j),(1.3754415461000828+1.1919444558360288j),(0.3623879015749877+1.3786354838841546j),(0.786054396337813+0.46050131288293394j),(-0.19692084185171777+0.7920302543028355j),(-0.2666752368458053+1.544916850001311j),(1.2273890372085374-0.7737512106140023j),(-1.7820988400580693+0.002531990187340183j),(0.5550252792941209-0.9623880608472525j),(-0.4085463511512849+2.3802782849470305j),(2.103741737286126-1.0124134257167987j),(-0.27910194822685075+0.666200689409227j),(1.5063946773110999-1.2266844147155438j),(-0.7474282474552496-1.5434515373450384j),(-0.07146891331782745-1.455787885894929j),(2.0820115537746284+1.2898549403809847j),(0.8672422075101446-1.0904903911368578j),(0.47995432186376197+0.18690071499531286j),(0.9297400308531122+0.2390751654547275j),(0.40493584365183993+1.975446993671616j),(0.5975412065890013-1.6152554088506006j),(0.09278711682072777+0.9642784176568937j),(-0.40435245507867346-0.3720017659626771j),(0.9530088990050422+0.3019482686833498j),(0.18749618702156823-0.6422713414295184j),(0.19208073604297593-0.21528262889342142j),(-0.23427784213275737+0.42168751944251925j),(1.2696156288145146+0.6340789419753691j),(0.7573875397814205+1.1416757083611746j),(1.2721523431005295+1.4360835849175857j),(0.7293766415101537-0.19739822633898663j),(0.9186585342683611-1.0642463838475498j),(0.5606066539043308+0.62893860645855j),(1.5871410683955973-1.8031368316335108j),(0.8588583642792815+0.8673467647513189j),(0.8793877083803356+0.53162296487421j),(-1.0090598678830274-2.061599675020397j),(-0.4852120805868727+0.6358097679275724j),(-1.0812512636413931-0.005529821848631655j),(0.5+0.5j),(0.5-0.5j),(1.1490584217188626+1.0181473225286863j),(0.536332501334578+1.371186528895887j),(-0.45142545156369374+1.0798684294131076j),(-0.6264515250722862+0.16681466002043654j),(0.5566193994752751-0.6030005998072578j),(-0.722816575823662-0.5120900782723827j),(1.8123259588664833-0.06387988905620334j),(-0.29215549725535206+1.2261762468881257j),(0.39768562156607346+1.8431412453474318j),(1.4645708548297451-1.6311275559367766j),(-0.7789678345219551+1.382872779809028j),(0.6784930605011217+0.11581165322366893j),(0.3680357966191036-1.9248535747617148j),(-0.38712179969190086+0.05801310812718541j),(0.16609430353338467+1.133276637171711j),(-0.5242046698866354+0.9210453191736245j),(-0.7418666950967772+2.693840902107303j),(0.41332690777201975+0.7609843981012303j),(0.5+0.5j),(0.5-0.5j)
0.005,(0.49435074437632753+0.5016805695507043j),(0.5095687941163818-0.5096518912326984j),(-0.19845932210508702+1.276485243275553j),(0.6676276492400535-0.26049893598494905j),(2.268932240387723+0.2694490637151092j),(2.065566562223067-0.20246931308193328j),(2.1404775984677284+0.4776572210160772j),(0.028123156801974886-0.7890183642369355j),(3.3707496807215227+2.457014504379192j),(0.2210598676635912-1.0207954061356512j),(-0.42497378267755925+0.19322427049241972j),(1.2057839214486525-1.2460530126578864j),(0.5853233689817945-0.29423958384120896j),(1.1688326779597513-0.2750050598691672j),(0.671156108981218+1.277123756943854j),(-0.5059794040366095-0.08975406316438703j),(1.4290943399870817+0.08853335936873363j),(0.1564134106137755-1.2869614183343232j),(2.6106591231383804+1.3304002267369206j),(1.0583842016098584+1.6041189271506453j),(-0.8213284342779794-0.5579218345316499j),(0.826207718682105-1.2413732688002264j),(-0.7767654948273633+1.2059048756237805j),(1.07533097325967+1.1666776891791617j),(-0.6045911361263893+1.375948458668121j),(0.2589541328276175-0.8453596931770393j),(0.018184216127416296+2.0142265717869363j),(1.0797377120391154-1.3551182491504628j),(2.2713272474312376+0.9332683108820251j),(-0.10578000479797817-0.24355134294288427j),(-0.30324113341156383+0.5280808225321345j),(2.2596566636766906-0.257590311216687j),(0.42368261906361604+0.31805640718239025j),(1.6527665133459168-0.4998874976452854j),(-0.6922902143985676+2.3110140121645766j),(0.0574381191486262+0.36794383808808845j),(2.1101738874413196-0.23209450297348583j),(0.6361263756649795-0.0600437464860726j),(1.365903545404615-0.5160919721831105j),(0.17678964831176336-0.10624596346240926j),(0.3490972915778324-0.6276410765929643j),(0.30051916189502864-0.9143098208111173j),(0.9170662182392207+0.6847378430694295j),(1.1032193055043376+1.2512659733408444j),(-0.5999678501540878+1.167341447311333j),(-0.6024424069673727-1.0632689180802648j),(-0.9602946619508564-0.29928107473243537j),(-0.835461142699223-0.19055103907139292j),(0.6166773280728458-0.26419523394539357j),(-1.2289035249075622-0.45913176315033155j),(1.2912545072577544+0.15011321297118652j),(1.9772461918418403-2.4936330829209554j),(0.5263625788247918+1.543943983355462j),(0.5578550554329147-0.48594226156913545j),(0.8673026198341445+1.3036493376250051j),(0.7625802192640391-0.25186138009858644j),(0.5178505626111026+1.275316340345513j),(1.5615942392127757-0.939216131351128j),(0.3249529706432589-0.7042517547612724j),(0.35529134607697954-0.7408802927439537j),(0.05461523104385608-1.361234859981481j),(2.2269054015088727-1.2901327397572944j),(1.3754404776139426+1.1919407540591709j),(0.3623929944742232+1.3786399314078308j),(0.786052660084211+0.46050664665883867j),(-0.19691438169800393+0.7920218023360037j),(-0.2667047460206861+1.5448872496217259j),(1.227387621400028-0.773755709915494j),(-1.7821000722614975+0.002529092224417488j),(0.5550258524593908-0.9623833537699783j),(-0.4085409537838115+2.3802988955965168j),(2.103735719659475-1.01240219103612j),(-0.2791174987283242+0.6662187123678974j),(1.506407664164984-1.2267257492113453j),(-0.7474304289037561-1.543452666132729j),(-0.07146890926377338-1.45578717431849j),(2.0820165903935055+1.28984944196434j),(0.8672363466153021-1.0904782135463567j),(0.47999399866728476+0.18691005433607946j),(0.9297262021805276+0.2390602774923413j),(0.40492204223845657+1.9755114514347292j),(0.597515213819761-1.6152240185975992j),(0.09279083315100277+0.9642779431727933j),(-0.40432721899340013-0.3720084377532352j),(0.9529896735180534+0.30193324706757146j),(0.18750921155590403-0.6422979964342801j),(0.1920822463646267-0.21528283136008813j),(-0.23427796754321928+0.42168741268463417j),(1.2696123081873818+0.6340757567779278j),(0.7573927713957245+1.1416756092381941j),(1.2721388999728294+1.4360762213371683j),(0.7292617051942051-0.1973750295669621j),(0.9186626719379016-1.0642423161966001j),(0.560611434093682+0.6289268929880616j),(1.5871418207131902-1.803137193066061j),(0.8588576999282088+0.8673444565297036j),(0.8793913422581634+0.5316221272303864j),(-1.0090516546625081-2.061600288630004j),(-0.4852129348217637+0.6358133114430085j),(-1.0812475272378252-0.005528020912147247j),(0.4956013956760955+0.5006100735393753j),(0.5081984523276675-0.5106550262109066j),(1.1490411069966087+1.018158264282443j),(0.5363469017352445+1.371161739678683j),(-0.4514324191483007+1.0798690228327195j),(-0.6264436855405858+0.16681943998139612j),(0.5568940152883215-0.602848667360551j),(-0.7225960116453755-0.5123890654585406j),(1.8123259278362363-0.06387978577205172j),(-0.2921553002817057+1.22617619978682j),(0.398316609257074+1.8427658435074865j),(1.4651145793896452-1.6309305096316569j),(-0.7782727745619591+1.3828291784631352j),(0.6788899379228229+0.11557413561469822j),(0.36803539508997796-1.9248524935641351j),(-0.38713057310607857+0.058009930788424674j),(0.16610261380921654+1.133287772730524j),(-0.5241913246017211+0.921037694654103j),(-0.7419445396704432+2.693805656022149j),(0.41359320889947565+0.7609238062235495j),(0.4956428765324104+0.5005576195534575j),(0.5081279494102562-0.5106884113657831j)
0.01,(0.4886351702220295+0.5033301395235877j),(0.5193229089896413-0.5192388899763711j),(-0.19843837169693798+1.2764851530329755j),(0.6676496190428938-0.2605173401006728j),(2.2689606494013734+0.2694571542143519j),(2.0655508203639585-0.20245591408625485j),(2.140460608832009+0.47767830671339756j),(0.028146970373176945-0.7889825053465186j),(3.3707402207743775+2.4570120827142015j),(0.22103280834555777-1.0208113073318412j),(-0.4249085042201501+0.19328604985052172j),(1.205704657908564-1.2460054906937625j),(0.5853117467456358-0.2941941830788029j),(1.168838592481739-0.27506085696903837j),(0.6711671367685158+1.277113661883258j),(-0.505960294753-0.08980333854765091j),(1.429083068653322+0.08853887079400169j),(0.15641083294754324-1.2869734632822591j),(2.6106814855510208+1.3304007219550515j),(1.0583532184127524+1.604104346309902j),(-0.8213351167518196-0.5579286507237391j),(0.8262619023478062-1.2413793579719854j),(-0.7767668303851966+1.2059002351798682j),(1.0753349714066072+1.1666729989104443j),(-0.6045999329127859+1.3759664250534047j),(0.2589617114269604-0.8453624034961559j),(0.01832243249458741+2.014036790121479j),(1.079942419416596-1.355151245785947j),(2.2713344261513773+0.9332399609662398j),(-0.10577195085326359-0.24354371573692607j),(-0.30316074843375634+0.5280702549724408j),(2.259687354868831-0.2575625240158011j),(0.42367648515914025+0.31799500695583793j),(1.6526918939247182-0.49997214431617426j),(-0.692281971385592+2.3110071327682813j),(0.057441167549456655+0.3679553197864508j),(2.1101703121171136-0.23210218551630646j),(0.6361319110210887-0.06003916817478028j),(1.365901610601304-0.516066919421324j),(0.17684207168075214-0.10632494804302342j),(0.3491073343636305-0.6276914878979054j),(0.3005149462143411-0.9143374348966021j),(0.9170437133475431+0.6847574701172211j),(1.1032377942608462+1.2512693601444305j),(-0.5999464182755094+1.1673333606197926j),(-0.6024393371375986-1.0632631880183774j),(-0.9602959841540765-0.2992756530738998j),(-0.835461739969997-0.1905551515140653j),(0.6166798379374021-0.26416375316258756j),(-1.228918861236866-0.4591309860056328j),(1.291247609466111+0.1501003985243379j),(1.9772555976922763-2.493608653567183j),(0.5262939507598533+1.5438581095902866j),(0.557910730927873-0.4859104891341159j),(0.8672887268080718+1.3037299736548635j),(0.7630162653352124-0.2519576536242173j),(0.5178541097787341+1.2753436539217549j),(1.561504938372363-0.939187848798223j),(0.3249710501985575-0.7042054913202092j),(0.3552936338514208-0.7408622839323574j),(0.054612170820143066-1.3612316453624242j),(2.226909057418741-1.2901367404046167j),(1.3754349131921475+1.1919266304723752j),(0.36240963594158526+1.3786551027003606j),(0.7860486571803336+0.46052227257686884j),(-0.19689526339588506+0.7919937140414207j),(-0.26679138504323513+1.5448011437509794j),(1.2273878941538707-0.7737639636880835j),(-1.7821029870045728+0.0025196202121485598j),(0.5550273455292727-0.9623708786633529j),(-0.40852327701319735+2.3803614473185695j),(2.1037173687439625-1.0123682575216397j),(-0.2791556857916999+0.6662742051182868j),(1.5064380540222393-1.2268464745282028j),(-0.7474371051428818-1.5434544649241198j),(-0.07146908709917146-1.4557862713467817j),(2.08203072409424+1.2898321243325832j),(0.8672199223483444-1.090438840837119j),(0.4801115661500335+0.18694967180807165j),(0.9296857276038467+0.239014487398694j),(0.4048833522338287+1.9757046993376175j),(0.5974425346958855-1.6151290300222327j),(0.09280072369656774+0.9642799609070526j),(-0.4042458843616964-0.3720279675248797j),(0.9529239427755506+0.30189502655515893j),(0.18753415887884559-0.6423783116288408j),(0.1920871800278675-0.21528396509172854j),(-0.23427819914119516+0.4216869126983603j),(1.2696011756866765+0.6340650283430108j),(0.7574113711244285+1.141669898614131j),(1.2720904809159206+1.4360590090426677j),(0.7289089080991484-0.19728818392126624j),(0.9186753065913915-1.0642313881201861j),(0.5606228402753894+0.6288918070011758j),(1.5871439571461965-1.8031380931793408j),(0.858856310392964+0.8673380870240522j),(0.8794040229949865+0.5316193215385512j),(-1.0090254292890393-2.061602170963819j),(-0.48521497519854306+0.6358258917458083j),(-1.0812343711045778-0.005523253853249448j),(0.49110515859846937+0.5012079619507532j),(0.5165334693049571-0.5213038507520745j),(1.1489926333995373+1.0181911416291987j),(0.5363856741157184+1.371087905388649j),(-0.45145343066154814+1.0798730712657307j),(-0.626417967840658+0.16683231957255457j),(0.5577005431550106-0.6023860372215378j),(-0.7219776302763488-0.5133438141743768j),(1.8123258438261458-0.0638795271142385j),(-0.29215480692383944+1.2261760810135043j),(0.40033848309087183+1.8415698510291285j),(1.4668822526433563-1.6303070551213097j),(-0.776262381843951+1.3826826611986605j),(0.6801667900263348+0.11484664594628827j),(0.36803389169108025-1.9248479628913024j),(-0.38715758893231567+0.05799908109822609j),(0.1661268018512222+1.1333182610750479j),(-0.52415297941891+0.9210146036835952j),(-0.7421772427068016+2.693701861251354j),(0.4143610420221137+0.7607356094469269j),(0.49119631356424404+0.5011047053400292j),(0.5163870532595533-0.5213767506294237j)
0.015,(0.48284918109556624+0.5049487130271015j),(0.5292615006272958-0.5287473581360057j),(-0.19840757864881753+1.2764842961176852j),(0.6676870922409066-0.2605449024696534j),(2.269012363797025+0.2694680808540028j),(2.0655224801759684-0.20243372606096713j),(2.140430947078693+0.47771492829277595j),(0.02819228091481612-0.788922887300473j),(3.3707246003167497+2.457008172327908j),(0.2209882801064297-1.0208383269359j),(-0.42479911642836937+0.19338250129538287j),(1.2055836665199997-1.2459352440689702j),(0.5852993210711679-0.29412140071038495j),(1.1688415217600001-0.2751519722404091j),(0.6711881039497674+1.2770950117605262j),(-0.5059382062425533-0.08988698322347125j),(1.4290649377614522+0.08854789895297328j),(0.15640708876173834-1.2869911438195154j),(2.610717945281862+1.3303993737602267j),(1.0582997540603696+1.6040819676106046j),(-0.8213433824008729-0.5579406086417689j),(0.8263537126162869-1.2413921792695353j),(-0.776769003563092+1.2058933696412653j),(1.0753410543296547+1.1666655363499643j),(-0.6046144122078988+1.3759959586765322j),(0.2589738253564884-0.8453683243262748j),(0.01853438612145119+2.0137151665527724j),(1.0802751460904565-1.3552155523404152j),(2.271346329873595+0.9331933515335491j),(-0.10575823916121688-0.24353445237265395j),(-0.3030333406255157+0.5280481116373794j),(2.259738031296426-0.25751989282889115j),(0.42365877052082385+0.31789073072845314j),(1.6525531548412373-0.5001010850268991j),(-0.6922668994654312+2.3109972492484268j),(0.05744422076150616+0.36797007964827166j),(2.110162977211979-0.23211617239997434j),(0.636140335763666-0.06003243224855543j),(1.3659025396499043-0.5160281534473119j),(0.17692489734427325-0.10646422905372727j),(0.34911129438327865-0.6277702592646581j),(0.3005005383563551-0.9143831269648331j),(0.9170073625868189+0.6847971661999752j),(1.1032694133441512+1.2512757374750296j),(-0.5999110974316064+1.167318803015866j),(-0.6024346276399754-1.0632539664456628j),(-0.9602982459102949-0.2992656552777469j),(-0.8354631998578581-0.19056222076706808j),(0.616684251069075-0.26411283301568705j),(-1.228944748308649-0.4591299957142737j),(1.2912381178727024+0.1500815367256568j),(1.9772715920639288-2.493568155999868j),(0.5261787735531795+1.543710871435398j),(0.5580079687566324-0.48587185116772563j),(0.8672739156243329+1.3038709510625002j),(0.7637626134579205-0.25214890531546247j),(0.517863281878679+1.275388407846816j),(1.5613621631805457-0.9391401937400838j),(0.325011522579704-0.704128084725048j),(0.3553011946152935-0.7408352372081101j),(0.0546078043030044-1.3612267595040797j),(2.2269144914347283-1.2901439412499194j),(1.3754214468180677+1.1918981743411803j),(0.3624396597959368+1.3786834891397444j),(0.7860441170045125+0.46054772034668096j),(-0.19686432343849417+0.7919423182398451j),(-0.2669318724913788+1.5446632934211106j),(1.2273958753522083-0.7737692132905599j),(-1.7821066493189865+0.002502643577754263j),(0.555029721577055-0.962353054466194j),(-0.40849141315443094+2.3804659289318555j),(2.103686798292186-1.0123117642344328j),(-0.27920498662123283+0.6663682960830234j),(1.5064738964062776-1.2270412977833405j),(-0.7474482952870093-1.543454890128837j),(-0.07146974820293281-1.4557867763034869j),(2.0820525831108556+1.289802154497885j),(0.8671947565917547-1.0903688790098867j),(0.4803042997088624+0.18703336896558184j),(0.9296201369982869+0.23893718235500938j),(0.40482400144135033+1.9760246658577665j),(0.5973309371766471-1.6149704693367803j),(0.09281533775472241+0.9642890898639799j),(-0.40410169270420504-0.3720607210057805j),(0.952801752864641+0.30184360581438435j),(0.187552495031828-0.6425113845016133j),(0.1920959654805277-0.21528672507158722j),(-0.23427836960085482+0.4216858521463611j),(1.2695809658512203+0.6340452642597505j),(0.7574468335888811+1.1416510195301903j),(1.271996739206177+1.436038584944789j),(0.7283125447027713-0.19711615104966096j),(0.9186966644010837-1.0642154154311525j),(0.5606367816502383+0.6288338288491988j),(1.5871472923705612-1.8031392635977759j),(0.8588550290484194+0.8673284676626764j),(0.8794278424850427+0.5316136858446476j),(-1.0089791063460491-2.061605694511001j),(-0.48521735594097354+0.6358501207489342j),(-1.0812093552952995-0.005516478213254904j),(0.48651040189239236+0.5017923284791268j),(0.5250050656029993-0.5319422402159218j),(1.1489181849863275+1.0182455125511647j),(0.5364426098463205+1.370966572076998j),(-0.45148829111648225+1.0798834679987317j),(-0.6263718734909025+0.16685117479915326j),(0.5590131310996987-0.6016073979831217j),(-0.7210316375812437-0.5150340840683197j),(1.8123257206346615-0.06387918108257795j),(-0.29215414623912705+1.2261759182140313j),(0.40391022812107175+1.8394268084689662j),(1.470064010930974-1.6292260914760697j),(-0.7730583085799265+1.3824037100623896j),(0.6824184669458898+0.11361925349993186j),(0.3680310005181712-1.924838263743565j),(-0.3872039499612223+0.05797891681913487j),(0.16616558248940258+1.1333639738443306j),(-0.5240922465921437+0.9209760807152756j),(-0.7425604235071187+2.693533464713621j),(0.41558043138476225+0.7604143044773628j),(0.4866601703438247+0.5016397537898715j),(0.5247768178754001-0.5320613227861775j)
0.02,(0.4769890973508403+0.5065358106701264j),(0.5393820406346189-0.5381640160977623j),(-0.19837023084664746+1.276482281715025j),(0.6677398613652754-0.2605793717574765j),(2.269089379326788+0.26947950787584074j),(2.0654803464920906-0.20240266958635342j),(2.1403881135132306+0.4777678565409571j),(0.02826207218956394-0.7888402684076175j),(3.370703105526996+2.457002934345105j),(0.22092727463940576-1.020876384131499j),(-0.42464557931853913+0.19350801829507902j),(1.2054290156929932-1.2458481784357964j),(0.585290689640728-0.2940239965356616j),(1.1688364630654506-0.27527582982751597j),(0.6712202433450704+1.2770667815721315j),(-0.5059201454260943-0.09000485479290558j),(1.4290403593567313+0.08856030496097637j),(0.1564027566778394-1.2870131249787167j),(2.610767498940671+1.3303948325692923j),(1.058223113002271+1.6040534238540243j),(-0.8213511046052824-0.5579579605388348j),(0.8264826434845235-1.2414136839011751j),(-0.7767717710150471+1.2058848270236027j),(1.0753488171249832+1.1666556879089067j),(-0.6046340574406424+1.3760367754581193j),(0.2589898516931277-0.8453780498354075j),(0.018805569410197353+2.0132615235694957j),(1.0807269308217096-1.3553174134391144j),(2.2713627808485244+0.9331295388464038j),(-0.10573873189914733-0.243525837924975j),(-0.30286481628964756+0.5280114346884776j),(2.2598080409359533-0.25746542256201804j),(0.42362422387819587+0.31774385919418696j),(1.6523419129081525-0.5002644626803743j),(-0.692244209774655+2.3109857080801506j),(0.0574453630110997+0.3679848096991889j),(2.110151075119193-0.2321369690002924j),(0.6361509777314773-0.060024152127951716j),(1.365908903421522-0.5159784618524783j),(0.17703379825945167-0.10666786076586937j),(0.34910155842680796-0.6278717849451501j),(0.3004711687370595-0.9144454613166868j),(0.9169589436136523+0.6848612600577838j),(1.1033142967368028+1.2512854584357476j),(-0.5998629225912601+1.167297061684711j),(-0.6024283160634959-1.0632413119073811j),(-0.9603013574637491-0.2992504274685583j),(-0.8354658288009131-0.1905725068329267j),(0.6166910492826154-0.2640432769715975j),(-1.2289812069575448-0.4591286337163846j),(1.2912275296108602+0.15005822235705277j),(1.9772943818980642-2.4935120625585987j),(0.5260176876325351+1.5435005909575688j),(0.5581474841710496-0.48583687232638667j),(0.8672636752157019+1.3040762760833895j),(0.7648230203467008-0.25245401331694944j),(0.517879878318848+1.2754494379747625j),(1.5611715396225994-0.9390734216781498j),(0.32508074682671856-0.7040211792200605j),(0.355316054936797-0.7408018455680493j),(0.054602685886720785-1.3612204792135367j),(2.2269212122617152-1.290154700545336j),(1.3753968490462911+1.1918522971309553j),(0.36248461940867543+1.3787272464982987j),(0.7860406630590383+0.4605826434433121j),(-0.19682298932532968+0.7918645136349438j),(-0.2671223287178069+1.544479417170874j),(1.2274165710279652-0.7737661768238677j),(-1.7821104413464328+0.0024775472317437536j),(0.5550333472922602-0.962332233118671j),(-0.40844388027885775+2.380610874799472j),(2.1036448697979706-1.0122334945951958j),(-0.27925544357562143+0.6665007704995142j),(1.506504448280529-1.2273044252581042j),(-0.7474637801491352-1.5434523485127254j),(-0.0714712157974012-1.455789957428652j),(2.082080918967888+1.2897592335856145j),(0.867162783569479-1.0902660886084958j),(0.4805687677922203+0.18717015053591302j),(0.9295309771904793+0.23882918486374807j),(0.40474842626448315+1.9764667682155836j),(0.5971879481326029-1.614750033335951j),(0.0928338072430222+0.9643092253471711j),(-0.40389012698750587-0.3721085227617426j),(0.9526159865516205+0.3017886264013752j),(0.18754922667165655-0.6426944088317045j),(0.19210879703763417-0.2152916802640209j),(-0.23427837776209534+0.42168420000009055j),(1.2695510671769104+0.6340153279212979j),(0.7575015031339739+1.1416121655928062j),(1.2718497118360703+1.4360206782749696j),(0.7274752784141161-0.19684318545631294j),(0.9187268298124813-1.064196085273261j),(0.5606495817927772+0.6287539705027135j),(1.5871516350030408-1.8031404464804346j),(0.8588545933999939+0.8673163814598975j),(0.8794641236082065+0.5316037944432749j),(-1.008910991285361-2.061611645402927j),(-0.4852191482269603+0.6358881934029922j),(-1.081170680446914-0.005508656754118023j),(0.4818160594329203+0.5023619835598958j),(0.5336133885165308-0.542565457652198j),(1.1488229167545176+1.0183202415025283j),(0.536512079767518+1.3708002804734003j),(-0.4515363280246903+1.079902427685416j),(-0.6263039709105728+0.16687397025686201j),(0.560806096990784-0.6005140219598614j),(-0.719835224912605-0.5175304066719769j),(1.812325572296862-0.06387880395402018j),(-0.29215342423529506+1.2261757308341854j),(0.40914498795115806+1.8361812177094614j),(1.4748305065647025-1.6276796810500311j),(-0.7687948356072506+1.3819548762837488j),(0.6856938459845474+0.11189866028210793j),(0.36802665208440116-1.9248219592819236j),(-0.38727083820348096+0.05794824141158936j),(0.16621744256473958+1.1334211148599835j),(-0.5240118400367566+0.9209226409637702j),(-0.7430855218102946+2.6933057889165855j),(0.4171969074114801+0.7599598925826866j),(0.4820344080795336+0.502161227087287j),(0.5332966048725983-0.5427384002998907j)
