t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B00_A_0020,B00_A_0021,B00_A_0022,B00_A_0023,B00_A_0024,B00_A_0025,B00_A_0026,B00_A_0027,B00_A_0028,B00_A_0029,B00_A_0030,B00_A_0031,B00_A_0032,B00_A_0033,B00_A_0034,B00_A_0035,B00_A_0036,B00_A_0037,B00_A_0038,B00_A_0039,B00_A_0040,B00_A_0041,B00_A_0042,B00_A_0043,B00_A_0044,B00_A_0045,B00_A_0046,B00_A_0047,B00_A_0048,B00_A_0049,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000
0.0,(0.03125000000021932-7.040572054217955e-13j),(-2.0066364196867075e-14-1.0938041569841935e-14j),(7.810011673453096e-18-4.126819077175867e-17j),(9.939462527665618e-16-3.579254839653466e-16j),(3.730931961391392e-18-7.603368296089587e-19j),(-5.880551851810431e-15+2.568900467828554e-15j),(-3.3682733264283e-14-5.925484866660544e-14j),(1.0547693703042473e-14+1.4392905205224667e-14j),(-2.211286827535553e-15+5.2884039119053e-15j),(-7.125734958826279e-19-9.614512645693846e-19j),(-4.5888075488513595e-15-1.0209347955224625e-15j),(2.473575399299115e-16-4.2744467272216106e-18j),(-1.4555437651123343e-15-4.5273538872194394e-15j),(1.0739619719444333e-16+8.33523920480066e-17j),(1.9957127271275736e-16+9.285242951073466e-17j),(-5.6502956943957024e-18+5.675853435962722e-17j),(5.874047344076336e-20+1.4059910092466432e-15j),(-1.1104423441807065e-16-1.5630170450643995e-17j),(-4.959816035752053e-16+5.704467705341966e-16j),(1.0435724769246681e-14+1.2367637367042951e-14j),(2.4228777605969365e-14+3.2854022212306125e-14j),(7.462230651811675e-17+1.94154359168407e-16j),(6.237496330711363e-17+3.869961303370645e-17j),(-1.3001051852708019e-14-1.2940044698731115e-14j),(6.830610103372555e-16-1.6658864273582194e-16j),(1.4422932822365877e-18-9.409636221394188e-19j),(2.320287188176488e-15-1.6524459173240233e-15j),(-5.305445892410155e-15-7.978972475688379e-16j),(1.698338967614195e-16+2.6144459289154216e-16j),(-2.0094612964240054e-14-6.730117320573533e-15j),(2.340515645554825e-18-1.9826767000603242e-18j),(-2.4304835973246126e-17+2.652422416392495e-17j),(2.464877879380418e-15-4.952534183874101e-15j),(-1.2426140819427213e-16+7.787775806507977e-18j),(-8.930526074764298e-18-7.274164621948973e-18j),(6.779805626707147e-18+1.1221970466202366e-18j),(-1.080657203875585e-16-1.0772260723949459e-16j),(6.473842836931868e-18-1.410658821069943e-17j),(5.963041463744629e-18+3.616293261599795e-17j),(-1.0099063124243032e-15-3.4532793246716044e-15j),(3.028209984473346e-17-4.125994894285253e-17j),(-8.965196891312187e-18+7.025277351243033e-16j),(2.1744011884849987e-15+6.183688658639099e-16j),(9.476141139477525e-15+4.001466075039161e-15j),(5.538526603804061e-17-1.7545982582654213e-16j),(5.765853869443031e-16+9.509805854747117e-16j),(-4.037848496450556e-17-4.819737023251997e-18j),(7.057969620977479e-19-3.2900201388506076e-19j),(1.3673587195318003e-18+7.801177931387407e-19j),(-3.549295606328362e-17-5.606315904525908e-17j),(0.03125-3.861834964769166e-18j),(6.187310981896642e-21-1.4028983188899337e-20j),(1.1943164556285625e-19-7.758821796849384e-19j),(-4.3410438546782855e-21-2.6681537838510437e-20j),(-5.2112378590840696e-23-3.4410713482205923e-22j),(8.801201717564207e-22+2.2681292396204e-21j),(-2.879912020664619e-20+1.6940658945085992e-20j),(1.3234889800848431e-23-1.5881867761018117e-22j),(4.235164736271498e-20+9.455005273726119e-20j),(1.5881867761018117e-22-1.191140082076359e-22j),(0.03125+0j)
0.005,(0.03005525926782585-0.0018188924040566244j),(2.374407884669212e-06+2.2220998551018636e-06j),(3.770370424134607e-09+1.0492988971766493e-08j),(1.9485261130610444e-07+7.053002457880378e-08j),(1.0466916879213012e-10-6.048616513769842e-10j),(-9.168153513725102e-07-5.948355186027459e-07j),(-2.840130066361115e-07+1.5285237886841046e-06j),(-9.022037152794504e-07-4.546630440217724e-08j),(-5.459899269429708e-08+1.5848025779905166e-07j),(-1.5327060754880146e-09-1.1239911990286763e-09j),(1.6129600918518175e-07+1.4480616330063946e-07j),(-3.304259635792147e-09+1.110409728293239e-08j),(1.1033886951309558e-07-2.5141530052766776e-07j),(-5.793184560074406e-07-2.59402053786299e-07j),(-9.916308907239308e-09-8.76976064780518e-08j),(-5.4750741875223096e-08-7.552685164016595e-09j),(7.11620446881875e-07+9.370490339112618e-07j),(-1.7836688476759634e-08-1.0070513123387849e-08j),(2.755454582576654e-08-2.9512607035312047e-08j),(-1.2509063484314105e-06+8.099660401939696e-07j),(-4.200064672442981e-06+2.1036651480717793e-06j),(-3.3686819757615134e-08+1.3296293097185785e-07j),(-6.312390135238184e-08-5.622975412611357e-08j),(4.308314491714586e-08+9.800239285475921e-08j),(-1.1390555008120031e-07+1.0692387476295434e-07j),(6.5415354463747455e-12-2.165239889716296e-09j),(-8.303923564259415e-06-1.8271248790613985e-07j),(4.798759794312774e-06+1.5714890928673083e-05j),(-5.264852286375306e-07+3.521883464122324e-08j),(3.494105729592861e-06-3.29346142424998e-06j),(3.540923607814793e-10+9.111871942377706e-10j),(-3.536345691652033e-08-4.738731430013655e-08j),(1.3763575723833408e-07-1.0648422935342124e-06j),(-1.0834643385596524e-06-2.0916368198885383e-06j),(1.3966318633881114e-08+3.19121659426522e-08j),(-1.6692629791823244e-08+1.8767391217274203e-10j),(6.422526091269819e-07+2.769990962357218e-07j),(-7.825948734103716e-09-6.699616745650864e-09j),(1.630972227066485e-08-7.190072343764014e-08j),(6.503624626486179e-06+4.942176770357141e-06j),(-2.7735960091623064e-07+3.356998412926041e-08j),(-2.523714668002901e-06-4.434601088207019e-06j),(-1.3779126859973162e-05+6.3689663826215e-06j),(-1.0469636645584927e-06+1.8149465970842344e-06j),(-1.591076763118759e-07-1.25170922981131e-07j),(7.140542479537966e-07-3.7173693453581262e-06j),(-5.212538409480138e-08+8.983576794478517e-08j),(-4.6307876139584094e-10+4.282220338306104e-10j),(7.480445033604857e-09-1.0888041304150233e-08j),(7.624040787655937e-08+1.5610423379190823e-07j),(0.030043772213129902-0.0015705627267636644j),(-8.576665712242236e-09+7.47561822638295e-09j),(1.3823773667567595e-07-1.1303064348390102e-07j),(-8.959295726817318e-07-1.900684708811518e-06j),(-1.1584014104818177e-10+4.354042233303324e-10j),(-4.264348676004668e-09+1.1177753547919177e-09j),(5.509984980211965e-08+4.1942133696094735e-07j),(7.427047086503854e-10-8.43325034821928e-09j),(7.635722686079237e-08-5.3728238961094714e-08j),(2.7216271558160696e-09-4.97608793133682e-10j),(0.030047333005385618-0.0015577099437340328j)
0.01,(0.028780132232267174-0.0035134123816291333j),(4.712506600432334e-06+4.111245917746666e-06j),(8.550648385211396e-09+2.1175526251037843e-08j),(4.089872376528606e-07+1.2715384101572883e-07j),(1.3326714358008758e-10-1.2259201013179052e-09j),(-1.888001383389628e-06-1.1370598983583342e-06j),(-4.817551414609852e-07+3.060126674866309e-06j),(-1.776334593366307e-06-1.8030538484457774e-08j),(-1.071339779958804e-07+3.3563229101518163e-07j),(-3.212085220895524e-09-2.1969068280598e-09j),(3.364066222721551e-07+2.81635533327684e-07j),(-6.420536588609851e-09+2.22404119556612e-08j),(2.173260139130039e-07-5.169098492581768e-07j),(-1.1874233398025302e-06-4.7024031185210315e-07j),(-3.1941771310582066e-08-1.748976815996825e-07j),(-1.0771994535534889e-07-9.530743095784627e-09j),(1.5539295415662885e-06+1.89296167550988e-06j),(-3.710259701793665e-08-1.9119212667423795e-08j),(5.6299025350822615e-08-6.45258125525787e-08j),(-2.43022077923629e-06+1.7085703931900093e-06j),(-8.30479318521705e-06+4.468764483051618e-06j),(-5.2438523904824146e-08+2.7926454442514065e-07j),(-1.3007234240958434e-07-1.0992892691146055e-07j),(9.726230224075943e-08+1.9944455607511128e-07j),(-2.3522069713590307e-07+2.198776107125309e-07j),(-2.001518708896699e-10-4.399384903409787e-09j),(-1.7019007622333057e-05+2.773481857978925e-07j),(1.1429501272456195e-05+3.1678224145456106e-05j),(-1.039865879183854e-06+1.2485179437402522e-07j),(6.7931809778792324e-06-6.8341586088235315e-06j),(8.325981250875915e-10+1.7712893275885591e-09j),(-7.762503948230321e-08-9.690785832515406e-08j),(1.2575851671241683e-07-2.1828320496684045e-06j),(-2.3791419972002174e-06-4.057322709482677e-06j),(3.076566392267237e-08+6.354468123841663e-08j),(-3.330069320726674e-08+1.6757312384799935e-09j),(1.291903787444544e-06+5.202288292436316e-07j),(-1.643995029559131e-08-1.3043414289133551e-08j),(2.8339358368796003e-08-1.4824707303905083e-07j),(1.366313387009381e-05+8.331355099662747e-06j),(-5.550723352789493e-07+8.960326018930075e-08j),(-5.1239318249169585e-06-8.836779185447251e-06j),(-2.7205709968160245e-05+1.1001645315164788e-05j),(-1.9084854115812265e-06+3.833448441900098e-06j),(-3.584585575669885e-07-2.5044538142157645e-07j),(1.1015510416572539e-06-7.692025244579954e-06j),(-9.440424941309682e-08+1.8249917006226969e-07j),(-8.425184293986814e-10+9.506906587855882e-10j),(1.5234460600685684e-08-2.271048576149135e-08j),(1.6474782686367804e-07+3.183902252557186e-07j),(0.02878114992058832-0.0030317566476348494j),(-1.5151302101490844e-08+1.5996768259322154e-08j),(2.659292164833578e-07-2.298292642635649e-07j),(-1.7523891993101073e-06-3.827476537977826e-06j),(-1.3767318463830183e-10+8.032985744936501e-10j),(-8.813427888191022e-09+2.4071688470839395e-09j),(1.3144039801417658e-07+8.255354951836702e-07j),(1.7855668753895133e-09-1.7083961338416864e-08j),(1.4092023892507916e-07-1.1507945581246935e-07j),(5.302757077851709e-09-1.2814556456658233e-09j),(0.028789076177003322-0.0030065770857237743j)
0.015,(0.027436807871951595-0.005080461828996286j),(6.950570407180199e-06+5.632718373121761e-06j),(1.4231860875175795e-08+3.189451720589102e-08j),(6.391842117966575e-07+1.661488085256185e-07j),(8.368106278628752e-11-1.8473100957053311e-09j),(-2.8979545678482587e-06-1.6282665315675972e-06j),(-6.121484063857208e-07+4.571761717962491e-06j),(-2.608254538609264e-06+6.865660751842562e-08j),(-1.556169502077614e-07+5.305436756435535e-07j),(-5.0038433883237974e-09-3.2175029782275535e-09j),(5.21868657624084e-07+4.0885859137327317e-07j),(-9.263446137284142e-09+3.3365510913669835e-08j),(3.241313438295803e-07-7.859277228916996e-07j),(-1.812695887349041e-06-6.336606350066533e-07j),(-6.53242928266511e-08-2.594649640876506e-07j),(-1.5771951405955202e-07-6.889190794027557e-09j),(2.5196431129680728e-06+2.865270135002988e-06j),(-5.7516943314463413e-08-2.692402656694098e-08j),(8.449221607205907e-08-1.0434754695549612e-07j),(-3.527063788794794e-06+2.686197095902857e-06j),(-1.2259401572376928e-05+7.070085376479037e-06j),(-5.463684444026036e-08+4.364943192910353e-07j),(-1.9859482417836257e-07-1.615279029646029e-07j),(1.615330047086996e-07+3.029658464763681e-07j),(-3.6293259324248384e-07+3.351344059740156e-07j),(-6.12934613290683e-10-6.6715150738471185e-09j),(-2.6077632480771696e-05+1.3427504883072617e-06j),(1.974525657365078e-05+4.762650933872866e-05j),(-1.5279236223795431e-06+2.653861706422406e-07j),(9.831240276576955e-06-1.0595981328791955e-05j),(1.411413376708062e-09+2.5817644204036255e-09j),(-1.2649043493458167e-07-1.477616016063156e-07j),(-3.324847133297263e-08-3.322926134961431e-06j),(-3.855524752461618e-06-5.869673258810624e-06j),(4.9831611601507614e-08+9.443544356350758e-08j),(-4.9517211746649905e-08+4.357311164427903e-09j),(1.9372098585883646e-06+7.35076383818002e-07j),(-2.570705804820791e-08-1.8986759584428576e-08j),(3.556157437783599e-08-2.2817279940140253e-07j),(2.1134205508574606e-05+1.0132723436017757e-05j),(-8.29149981943433e-07+1.6387259387394827e-07j),(-7.722258250800492e-06-1.3186177478527916e-05j),(-4.037182177736258e-05+1.4096417904087703e-05j),(-2.5532531959930173e-06+5.990899515881488e-06j),(-5.98322961965308e-07-3.700883733231103e-07j),(1.1381863908547807e-06-1.1868162721759799e-05j),(-1.2883585997285185e-07+2.7632403142462724e-07j),(-1.0895213004119078e-09+1.5220135676956785e-09j),(2.3251093605320258e-08-3.5261286005902065e-08j),(2.6416073983252527e-07+4.853429301071665e-07j),(0.027471370842777027-0.004381952955267559j),(-1.964420164883161e-08+2.5188933972001372e-08j),(3.8291296200664225e-07-3.477518511545357e-07j),(-2.6030235288637687e-06-5.765379965081002e-06j),(-7.887887486395303e-11+1.0962752221521305e-09j),(-1.3662271011388362e-08+3.860411435245567e-09j),(2.2378333709661614e-07+1.2187539926085378e-06j),(3.145216131609203e-09-2.5924284879547285e-08j),(1.9287038542897457e-07-1.817182192113024e-07j),(7.700505380772637e-09-2.3349868375119888e-09j),(0.027484231026711846-0.004344692698640475j)
0.02,(0.026037017911882874-0.006517814122282009j),(9.027631063873406e-06+6.760057975806897e-06j),(2.0698986191366853e-08+4.2523619560988464e-08j),(8.820546247754046e-07+1.8459511764445453e-07j),(-4.4001108850478655e-11-2.4552535632362634e-09j),(-3.932787912786163e-06-2.071571591107813e-06j),(-6.948116352213351e-07+6.0442713949973805e-06j),(-3.3865872358238093e-06+2.0067900206198648e-07j),(-1.9790298817224887e-07+7.418757922174002e-07j),(-6.87641279756679e-09-4.1890820073488785e-09j),(7.143752592810645e-07+5.253787541768355e-07j),(-1.175449475218499e-08+4.442479584182386e-08j),(4.3462803841343323e-07-1.0495791978902074e-06j),(-2.4446049862259117e-06-7.516829582459397e-07j),(-1.0907736041430921e-07-3.395719370141182e-07j),(-2.037705500445404e-07-6.386619452757052e-10j),(3.602779501552398e-06+3.852798943699039e-06j),(-7.879177291309056e-08-3.332205556548399e-08j),(1.105337220792728e-07-1.481908641022828e-07j),(-4.533342578097952e-06+3.7331461557516207e-06j),(-1.601537867010414e-05+9.879619747412316e-06j),(-3.9053963146179396e-08+6.02326677656992e-07j),(-2.6669674670399537e-07-2.116109250823859e-07j),(2.3475801338547745e-07+4.075238181841058e-07j),(-4.963078698313282e-07+4.491644071708432e-07j),(-1.223192354945405e-09-8.95469706076982e-09j),(-3.5418190627411655e-05+2.97008915581494e-06j),(2.957859261891597e-05+6.333680400206586e-05j),(-1.9793135364729178e-06+4.5254788891709626e-07j),(1.2548362782210632e-05-1.454710370520821e-05j),(2.0699135397582676e-09+3.346739946248549e-09j),(-1.8159720401861853e-07-1.9929349286639492e-07j),(-3.338553550957813e-07-4.457780462634267e-06j),(-5.481170197286091e-06-7.50621734563251e-06j),(7.060578052476894e-08+1.2423655217965833e-07j),(-6.506896753679041e-08+8.108583939847376e-09j),(2.5678067643930103e-06+9.278136537811829e-07j),(-3.55021423627062e-08-2.4508282633337898e-08j),(3.756480557110428e-08-3.107512982992332e-07j),(2.860685164881311e-05+1.0351994324957577e-05j),(-1.096257795337057e-06+2.5225505650518005e-07j),(-1.0245788803022072e-05-1.7470718914723742e-05j),(-5.336491296975666e-05+1.5849186614725795e-05j),(-2.960164939550499e-06+8.226454031485467e-06j),(-8.784651345804927e-07-4.789975773870505e-07j),(8.10749552405259e-07-1.6192087789232942e-05j),(-1.575185820252218e-07+3.7009516706757973e-07j),(-1.1632485863379612e-09+2.092781351747443e-09j),(3.1539238654878724e-08-4.834586051746224e-08j),(3.729493638910949e-07+6.557065304535766e-07j),(0.02612337003200233-0.005620171927548944j),(-2.2022474840541544e-08+3.469558697770235e-08j),(4.8922219351097e-07-4.642736681403929e-07j),(-3.4769600597553484e-06-7.695226919322573e-06j),(4.7301383169067275e-11+1.3087492420193544e-09j),(-1.8836631523043093e-08+5.482679143855338e-09j),(3.2730625621497416e-07+1.599304034885843e-06j),(4.827320477876084e-09-3.492620090132568e-08j),(2.316915190893633e-07-2.5142041974578154e-07j),(9.877769025632438e-09-3.6347713120258527e-09j),(0.026141620243749046-0.0055708510110695966j)
0.025,(0.02459203682366024-0.00782411411815947j),(1.0885477808475956e-05+7.4750660388361635e-06j),(2.783095394432727e-08+5.296324335630986e-08j),(1.1340403269024776e-06+1.80375789871432e-07j),(-2.474905765441109e-10-3.038059616182465e-09j),(-4.980330968362507e-06-2.471614027863806e-06j),(-7.500605273614961e-07+7.4623875413497e-06j),(-4.102718139744532e-06+3.638550866848893e-07j),(-2.3169025748223532e-07+9.678638310964274e-07j),(-8.800951936823719e-09-5.119492540884934e-09j),(9.107758923713173e-07+6.306323729041526e-07j),(-1.3822079847863758e-08+5.5352503210096474e-08j),(5.533925438803798e-07-1.3006407550048226e-06j),(-3.0737071755198514e-06-8.272012906693501e-07j),(-1.6198004217508806e-07-4.1369882770779845e-07j),(-2.451033538102054e-07+8.154593132892263e-09j),(4.7986595593348345e-06+4.855664955413797e-06j),(-1.0063195932743139e-07-3.8209573230939e-08j),(1.329639735591852e-07-1.9517394073523272e-07j),(-5.443751042311958e-06+4.839633563027414e-06j),(-1.9530486092478282e-05+1.2866564095282526e-05j),(-4.852511513836829e-09+7.745209849608792e-07j),(-3.326394090079106e-07-2.609160942112386e-07j),(3.1566730466120433e-07+5.123942096941202e-07j),(-6.348926370017706e-07+5.586347092580093e-07j),(-2.0208420265064738e-09-1.1225984151835265e-08j),(-4.498508672905451e-05+5.109985191859259e-06j),(4.0741611105764715e-05+7.86267134334405e-05j),(-2.383564107050211e-06+6.813015089586552e-07j),(1.4890692256017027e-05-1.8649984211837044e-05j),(2.790953381019753e-09+4.0730128299205515e-09j),(-2.4251478101201145e-07-2.509934599931523e-07j),(-7.673856787518029e-07-5.563749997522541e-06j),(-7.2247017411424395e-06-8.949397135432607e-06j),(9.253783265715606e-08+1.5271430792684675e-07j),(-7.97165033242244e-08+1.2788750880016264e-08j),(3.1747100647838705e-06+1.1055972418758796e-06j),(-4.5709890610372566e-08-2.9609876499591512e-08j),(3.40532564177603e-08-3.949956106482852e-07j),(3.580541872581679e-05+9.035404405998791e-06j),(-1.3537145054290108e-06+3.5073202499186304e-07j),(-1.26271064162695e-05-2.168660620107444e-05j),(-6.626781245471976e-05+1.645337527191075e-05j),(-3.1183285213659905e-06+1.0483026436193728e-05j),(-1.1981432473045048e-06-5.727033531897189e-07j),(1.1712303085863218e-07-2.0612217446624642e-05j),(-1.8264988409493033e-07+4.630483819855774e-07j),(-1.0308204138725374e-09+2.6095675001542578e-09j),(4.0127638061391007e-08-6.178109362167271e-08j),(4.894156503487121e-07+8.284844347377995e-07j),(0.024745779872475067-0.0067460829275993025j),(-2.2300050168082658e-08+4.417818662979074e-08j),(5.850848289437447e-07-5.769892543735274e-07j),(-4.398809139831479e-06-9.593676781523531e-06j),(2.2776452334270494e-10+1.4369586168599602e-09j),(-2.4372983003217816e-08+7.292093063703094e-09j),(4.376026412398475e-07+1.967228515375822e-06j),(6.8265862839316065e-09-4.406151735422786e-08j),(2.571699961039435e-07-3.220732699350089e-07j),(1.1803226319872714e-08-5.150500675999312e-09j),(0.024769887694731922-0.006684549207510813j)
0.03,(0.023112681825478383-0.008998878153851055j),(1.2468657357955233e-05+7.767804433698008e-06j),(3.5500645057803385e-08+6.314055094715213e-08j),(1.3914139277667185e-06+1.5217667766895893e-07j),(-5.222977154611999e-10-3.58612455039047e-09j),(-6.030129826857867e-06-2.834555570727945e-06j),(-7.989076477825221e-07+8.814731350752173e-06j),(-4.750794475025121e-06+5.4373787600895e-07j),(-2.5452001048119774e-07+1.2063167924668142e-06j),(-1.075134556269906e-08-6.021129471941087e-09j),(1.1080763431111863e-06+7.245887331473606e-07j),(-1.5401489783053207e-08+6.607170427356854e-08j),(6.857045735114466e-07-1.5335550792758204e-06j),(-3.6916466458253392e-06-8.639837154796693e-07j),(-2.2257698735318788e-07-4.806336077539557e-07j),(-2.8115742429962217e-07+1.8368707491849338e-08j),(6.103906649881353e-06+5.875277346470331e-06j),(-1.2273520403796165e-07-4.154202595553379e-08j),(1.5046422679544217e-07-2.4432007648071514e-07j),(-6.255769770778149e-06+5.995791290893358e-06j),(-2.2768758231476984e-05+1.59973194998935e-05j),(4.841442925651166e-08+9.509215499909822e-07j),(-3.9494000908768495e-07-3.103353694471735e-07j),(4.0285807025159196e-07+6.171709438724265e-07j),(-7.785124835220941e-07+6.604093555220699e-07j),(-2.9943318260904235e-09-1.3466416262616662e-08j),(-5.472873763146711e-05+7.707085867323906e-06j),(5.3025948508203405e-05+9.335439073522304e-05j),(-2.731077227035571e-06+9.458502248158168e-07j),(1.6810437063945054e-05-2.2861365675154982e-05j),(3.560867009940229e-09+4.770049447448495e-09j),(-3.087444737246927e-07-3.0249641003933416e-07j),(-1.3220163824546798e-06-6.6208887560765395e-06j),(-9.05480861002604e-06-1.0186568081419322e-05j),(1.1508547307368636e-07+1.797492132232955e-07j),(-9.325412247520642e-08+1.824004436565937e-08j),(3.7503149377771567e-06+1.276468459765152e-06j),(-5.622480716302712e-08-3.431669730884739e-08j),(2.4846900582803447e-08-4.798584225055052e-07j),(4.248858750271602e-05+6.2697144126391605e-06j),(-1.5994923177302998e-06+4.5538918182975363e-07j),(-1.4804282102549787e-05-2.5838321804384683e-05j),(-7.915872736882988e-05+1.6099929059970337e-05j),(-3.027061777907487e-06+1.2707291412512585e-05j),(-1.5561093988476085e-06-6.473687411824417e-07j),(-9.337174215440979e-07-2.5079079680850115e-05j),(-2.0652633698026946e-07+5.548704711317989e-07j),(-6.673158245045906e-10+3.0149284001563143e-09j),(4.906488184154671e-08-7.53953354894553e-08j),(6.116932847160334e-07+1.0029392777382117e-06j),(0.023346930080310607-0.007760004403772082j),(-2.0537674128101948e-08+5.331618002171612e-08j),(6.709234839343328e-07-6.836124241751407e-07j),(-5.388663966372788e-06-1.1433216384124356e-05j),(4.4954581852664916e-10+1.4789642364896466e-09j),(-3.031851913459133e-08+9.319719351789978e-09j),(5.506818747468949e-07+2.3223860151486494e-06j),(9.126758288692046e-09-5.3301870209490393e-08j),(2.693946761512259e-07-3.916753042290011e-07j),(1.3451336917323095e-08-6.844989199662494e-09j),(0.023377498423656613-0.007685987428378011j)
0.035,(0.021609312882127453-0.0100424940471284j),(1.3724473908282047e-05+7.636595590335222e-06j),(4.357489176874518e-08+7.300945700412948e-08j),(1.6502787962324373e-06+9.948646446265608e-08j),(-8.617320707210302e-10-4.0919318452815775e-09j),(-7.073447122674226e-06-3.168080726600144e-06j),(-8.630624270433835e-07+1.0093813375291532e-05j),(-5.3277252362383715e-06+7.256149577391362e-07j),(-2.637765862631968e-07+1.4546174863412127e-06j),(-1.2704204700202555e-08-6.910933961266919e-09j),(1.3034387188051416e-06+8.077500549249485e-07j),(-1.64349038606675e-08+7.649430507242867e-08j),(8.375471076528697e-07-1.7444310600326264e-06j),(-4.291155239244625e-06-8.666723899830787e-07j),(-2.89178426335478e-07-5.394719929944053e-07j),(-3.1158145889904933e-07+2.8826197551920272e-08j),(7.516446648308319e-06+6.914337615699025e-06j),(-1.4479203649201978e-07-4.333403295583775e-08j),(1.6185656416861406e-07-2.9455769384917515e-07j),(-6.96966604701303e-06+7.191667295384581e-06j),(-2.5700502256975926e-05+1.923549162142189e-05j),(1.208033282556107e-07+1.1294576248860043e-06j),(-4.5237164391704424e-07-3.609145680357872e-07j),(4.947947171979522e-07+7.217661279552605e-07j),(-9.272724768295309e-07+7.515493375811422e-07j),(-4.13064121927769e-09-1.566101993660308e-08j),(-6.460557235938157e-05+1.0700064720437947e-05j),(6.620277607673201e-05+0.00010741853681418161j),(-3.0131281966910567e-06+1.2396358648263182e-06j),(1.8265870176655787e-05-2.7132275274350342e-05j),(4.369467878633577e-09+5.449985626092889e-09j),(-3.797194634989296e-07-3.5358222922267385e-07j),(-1.9827778023359032e-06-7.612949806361205e-06j),(-1.094024584645884e-05-1.1209998924525205e-05j),(1.3771444995969505e-07+2.0533597206547198e-07j),(-1.0550988897570948e-07+2.4287727842948463e-08j),(4.288396179479905e-06+1.4493533280324153e-06j),(-6.69512133930237e-08-3.8677164248691635e-08j),(9.881480927073073e-09-5.642320650690449e-07j),(4.8449373070764165e-05+2.1822091723576333e-06j),(-1.8322169132937456e-06+5.624165151014991e-07j),(-1.6720874951189177e-05-2.9938627951224148e-05j),(-9.211124307586589e-05+1.49773145227284e-05j),(-2.6958925029986654e-06+1.4849683877973e-05j),(-1.950609614738374e-06-6.99789462691549e-07j),(-2.3217028048708703e-06-2.954531346611462e-05j),(-2.3154361375309945e-07+6.456992194181516e-07j),(-5.5772774516329224e-11+3.24740333702062e-09j),(5.841940771669524e-08-8.90284021371529e-08j),(7.377476867050471e-07+1.1785929205687159e-06j),(0.021934847703528847-0.008662903889653876j),(-1.6842911222431486e-08+6.180700198701205e-08j),(7.473554717940643e-07-7.819762670352463e-07j),(-6.4621005860939035e-06-1.3182160011184985e-05j),(6.998188805783324e-10+1.4346498977751714e-09j),(-3.673115370245867e-08+1.1609569231328444e-08j),(6.629692360168366e-07+2.6644508029844426e-06j),(1.17006196002485e-08-6.261872345911059e-08j),(2.687569223905347e-07-4.583363790086894e-07j),(1.4802341818201236e-08-8.67417381668375e-09j),(0.021972738651898385-0.008576068769999291j)
